순위,종목코드,종목명,시장,업종,등락률(%),종가(원),거래대금(원),거래량,시가총액(원),상한가
59,121890,에스디시스템,KOSDAQ,IT H/W,7.89,2050,208947253,102334,27247464300,
60,473980,노머스,KOSDAQ,오락·문화,7.76,11530,1422609860,122518,127513982660,
61,376980,원티드랩,KOSDAQ,IT S/W & SVC,7.72,2580,182062085,71882,25197296520,
62,303030,지니틱스,KOSDAQ,IT H/W,7.69,1610,530954866,314384,14743536360,
63,039310,세중,KOSDAQ,IT S/W & SVC,7.55,1140,173311832,155953,20658700380,
64,241590,화승엔터프라이즈,KOSPI,"섬유,의복",7.24,3260,874590950,265627,197521039760,
65,179290,엠아이텍,KOSDAQ,의료·정밀기기,7.11,4820,2286844801,456701,156002567960,
66,127980,화인써키트,KOSDAQ,IT H/W,7.11,3240,93365195,30296,38363816160,
67,126640,화신정공,KOSDAQ,운송장비·부품,7.10,4300,3894988607,987850,150740413000,
68,002810,삼영무역,KOSPI,유통업,7.02,21050,721406320,35136,388729255400,
69,206400,베노티앤알,KOSDAQ,건설,6.94,863,155406301,173549,32371266354,
70,002620,제일파마홀딩스,KOSPI,서비스업,6.74,6810,61220550,9226,108778547550,
71,101400,엔시트론,KOSDAQ,IT H/W,6.73,1728,264296898,157402,20289809664,
72,304840,피플바이오,KOSDAQ,제약,6.69,750,225115518,313839,18240495000,
73,191410,육일씨엔에쓰,KOSDAQ,IT H/W,6.61,1677,742926613,471671,18789535635,
74,065950,웰크론,KOSDAQ,섬유·의류,6.55,1318,12080846364,8452539,37208856036,
75,009320,아진전자부품,KOSPI,운수장비,6.50,1000,450295266,444087,49299770000,
76,008870,금비,KOSPI,비금속광물,6.47,40300,19350350,499,40300000000,
77,078130,국일제지,KOSDAQ,제조,6.41,4235,1474214174,363963,477456385945,
78,075580,세진중공업,KOSPI,운수장비,6.20,12170,4624727965,387868,691857879520,
79,047770,코데즈컴바인,KOSDAQ,섬유·의류,6.18,2835,23276875836,7744613,107283776670,
80,208640,썸에이지,KOSDAQ,제조,6.13,727,133386837,180717,10122766175,
81,035610,솔본,KOSDAQ,기타서비스,6.08,4795,1749672347,367597,131124055615,
82,000810,삼성화재,KOSPI,금융업,6.05,701000,99400898500,144962,31297878573000,
83,095720,웅진씽크빅,KOSPI,서비스업,6.03,1301,160421623,124958,73932037585,
84,004270,남성,KOSPI,유통업,6.02,7750,67153320,8972,28064424000,
85,042110,에스씨디,KOSDAQ,일반전기전자,6.01,1306,34047757759,24522799,63118410584,
86,006370,대구백화점,KOSPI,유통업,5.96,5870,3677519490,596526,63522856570,
87,084870,TBH글로벌,KOSPI,"섬유,의복",5.85,2080,237170396,116243,42553172480,
88,317240,TS트릴리온,KOSDAQ,제조,5.85,778,681412869,871669,22699481158,
89,090150,아이윈,KOSDAQ,운송장비·부품,5.80,529,85145374,164642,22152029997,
90,053280,예스24,KOSDAQ,IT S/W & SVC,5.79,3380,762317505,232218,84500000000,
91,017180,명문제약,KOSPI,의약품,5.78,1372,8638299366,6075197,46584138888,
92,006840,AK홀딩스,KOSPI,금융업,5.78,6040,219552095,36594,80015268440,
93,405000,플라즈맵,KOSDAQ,의료·정밀기기,5.77,3485,43658640,12765,13376977340,
94,256940,킵스파마,KOSDAQ,IT H/W,5.76,6060,230929590,38895,121673570820,
95,318410,비비씨,KOSDAQ,기타 제조,5.75,6070,71432700,11980,33720325010,
96,042660,한화오션,KOSPI,운수장비,5.73,86700,234302975250,2768727,26566041259800,
97,382900,범한퓨얼셀,KOSDAQ,일반전기전자,5.70,16120,2650193060,160129,141227320000,
98,009540,HD한국조선해양,KOSPI,금융업,5.67,354000,86975966750,250103,25053683064000,
99,030960,양지사,KOSDAQ,제조,5.66,5040,8962379747,1695825,80539200000,
100,073190,듀오백,KOSDAQ,기타 제조,5.63,732,33314181,44111,8760605280,
101,001770,SHD,KOSPI,제조업,5.61,6970,109278260,15019,8467699660,
102,357880,SKAI,KOSDAQ,IT S/W & SVC,5.60,2830,2670993838,990164,149820335840,
103,011330,유니켐,KOSPI,"섬유,의복",5.59,3870,180767835,46892,34902690210,
104,309930,조이웍스앤코,KOSDAQ,유통,5.58,870,51832190,60197,16752623430,
105,381620,제닉스로보틱스,KOSDAQ,기계·장비,5.58,5680,2937166450,489495,74509785600,
106,017670,SK텔레콤,KOSPI,코스피 대형주,5.53,89700,123446308150,1366768,19266667754100,
107,002030,아세아,KOSPI,서비스업,5.50,184300,607891150,3348,379446423600,
108,270520,앱튼,KOSDAQ,기타서비스,5.48,3080,863143968,288955,60549455120,
109,016100,리더스코스메틱,KOSDAQ,제조,5.45,1160,41049528,35906,22157037040,
110,115160,휴맥스,KOSDAQ,IT H/W,5.41,6430,81713330,13058,27727073060,
111,067290,JW신약,KOSDAQ,제약,5.35,1970,87578597801,41146332,110393092910,
112,119850,지엔씨에너지,KOSDAQ,일반전기전자,5.27,33950,26295009725,771218,558440460550,
113,067000,조이시티,KOSDAQ,IT S/W & SVC,5.23,1168,231439534,209212,81647224928,
114,123330,제닉,KOSDAQ,제조,5.22,25200,7517731550,295534,200810736000,
115,011780,금호석유화학,KOSPI,제조업,5.20,123500,14294228550,116059,3106929637500,
116,026040,제이에스티나,KOSDAQ,기타 제조,5.19,2130,1756356842,792807,35153072700,
117,352700,씨앤투스,KOSPI,음식료품,5.16,1468,129231020,89205,38574487732,
118,024950,삼천리자전거,KOSDAQ,유통,5.14,3480,649354036,183275,43152000000,
119,483650,달바글로벌,KOSPI,제조업,5.09,208500,25666373250,123893,2603052652500,
120,042040,케이피엠테크,KOSDAQ,유통,4.94,4565,345841960,75695,11279822840,
121,104040,디에스엠,KOSDAQ,운송장비·부품,4.93,2765,298135875,110139,74139507225,
122,101000,KS인더스트리,KOSDAQ,기계·장비,4.92,384,85537836,226505,15222508032,
123,004545,깨끗한나라우,KOSPI,제조업,4.91,6200,180912290,26808,2270192000,
124,357430,마스턴프리미어리츠,KOSPI,서비스업,4.84,650,28544462,44927,19828449550,
125,432320,KB스타리츠,KOSPI,서비스업,4.78,1513,1034988598,689696,228106363205,
126,294870,IPARK현대산업개발,KOSPI,건설업,4.76,18030,7598450940,424976,1188309159900,
127,226330,신테카바이오,KOSDAQ,제조,4.74,1590,558546138,361495,38570975250,
128,054300,팬스타엔터프라이즈,KOSDAQ,기계·장비,4.74,973,112414561,117653,56308429485,
129,002760,보락,KOSPI,제조업,4.65,1012,415746828,412085,60618800000,
130,478560,블랙야크아이앤씨,KOSDAQ,섬유·의류,4.65,2590,77201610,30196,66900471820,
131,065060,지엔코,KOSDAQ,섬유·의류,4.62,3400,225724020,70009,20367312400,
132,259960,크래프톤,KOSPI,서비스업,4.57,240500,21371236750,90791,11096148836500,
133,007690,국도화학,KOSPI,제조업,4.53,38050,1298081375,34338,352374657600,
134,066670,디티씨,KOSDAQ,IT H/W,4.51,2550,55518380,22093,47664390900,
135,317870,엔바이오니아,KOSDAQ,기타 제조,4.44,3995,381029659,95527,35323370525,
136,105630,한세실업,KOSPI,"섬유,의복",4.40,9500,1043521790,110733,380000000000,
137,002790,아모레퍼시픽홀딩스,KOSPI,제조업,4.38,25000,5463362750,218287,1911454500000,
138,072990,에이치시티,KOSDAQ,기타서비스,4.37,3465,76788590,22586,50236283790,
139,219750,한국비티비,KOSDAQ,의료·정밀기기,4.36,1915,16045909,8495,25058496955,
140,007110,일신석재,KOSPI,유통업,4.33,867,532734246,617903,67154880870,
141,033780,KT&G,KOSPI,음식료품,4.29,179900,48337748950,272171,18675501034400,
142,368970,오에스피,KOSDAQ,음식료·담배,4.29,2310,45770826,20635,16824993570,
143,439090,마녀공장,KOSDAQ,제조,4.28,17290,22784992295,1309929,283439465400,
144,262840,아이퀘스트,KOSDAQ,IT S/W & SVC,4.28,2925,31991310,11276,30908334600,
145,394800,쓰리빌리언,KOSDAQ,기타서비스,4.24,5900,1346297200,229765,187753062700,
146,162300,신스틸,KOSDAQ,금속,4.23,1504,52539424,35496,62372958528,
147,331380,포커스에이아이,KOSDAQ,일반전기전자,4.22,2075,153854627,74006,75863796950,
148,340360,다보링크,KOSDAQ,IT H/W,4.18,873,337914759,396923,45450799956,
149,226950,올릭스,KOSDAQ,기타서비스,4.12,136600,33442330250,243912,2867573177800,
150,424760,벨로크,KOSDAQ,IT S/W & SVC,4.11,1978,125963120,64825,19887539904,
151,268280,미원에스씨,KOSPI,제조업,4.08,112200,248107750,2235,561000000000,
152,016450,한세예스24홀딩스,KOSPI,"섬유,의복",4.05,4370,101582530,23567,174800000000,
153,271980,제일약품,KOSPI,의약품,4.00,10390,720792100,69070,152783620080,
154,081660,미스토홀딩스,KOSPI,유통업,3.99,46950,4728913825,102219,2492661888000,
155,00279K,아모레퍼시픽홀딩스3우C,KOSPI,제조업,3.98,20900,142465325,6850,148226980000,
156,212560,네오오토,KOSDAQ,운송장비·부품,3.90,11980,1160128680,100042,161566449040,
157,067370,선바이오,KOSDAQ,제약,3.88,6160,61354060,10247,75237260560,
158,131760,파인텍,KOSDAQ,IT H/W,3.82,1740,164660092,99173,15114189840,
159,222980,한국맥널티,KOSDAQ,음식료·담배,3.82,2175,14534298,6764,23993475525,
160,038060,루멘스,KOSDAQ,IT H/W,3.78,742,163710730,223672,35692477198,
161,096770,SK이노베이션,KOSPI,제조업,3.76,121400,227546611100,1851676,20523008463200,
162,255220,SG,KOSDAQ,비금속,3.76,1435,12636024116,8148603,157223338370,
163,033530,SJG세종,KOSPI,운수장비,3.76,6350,631359965,99898,176663102350,
164,065170,비엘팜텍,KOSDAQ,유통,3.72,3205,13893523896,4166498,89463706565,
165,200230,텔콘RF제약,KOSDAQ,IT H/W,3.69,2250,134693511,59909,16092794250,
166,079160,CJ CGV,KOSPI,서비스업,3.67,4375,2992727896,689183,724423481250,
167,012790,신일제약,KOSDAQ,제약,3.65,5390,127551690,23766,64606776850,
168,001450,현대해상,KOSPI,금융업,3.65,38300,17706167125,459795,3265007975000,
169,001380,SG글로벌,KOSPI,운수장비,3.59,1413,119624196,84706,31767166323,
170,051900,LG생활건강,KOSPI,제조업,3.57,246500,9166902000,37392,3691466419500,
171,001130,대한제분,KOSPI,음식료품,3.56,11050,686612150,62512,186745000000,
172,227610,아우딘퓨쳐스,KOSDAQ,제조,3.56,1339,88835212,66889,25942550569,
173,340440,세림B&G,KOSDAQ,제조,3.55,963,1500819885,1546354,27328364532,
174,014470,부방,KOSDAQ,기타서비스,3.50,975,325538462,334826,58550953500,
175,046310,백금T&A,KOSDAQ,IT H/W,3.47,2385,484622620,205714,39158458785,
176,034310,NICE,KOSPI,서비스업,3.47,11940,527565730,43982,438880454580,
177,002390,한독,KOSPI,의약품,3.45,8400,220945630,26408,115613677200,
178,464490,쿼드메디슨,KOSDAQ,제약,3.45,6000,170770710,28938,68892678000,
179,355690,에이텀,KOSDAQ,일반전기전자,3.40,4415,633780077,145973,41522986700,
180,027040,서울전자통신,KOSDAQ,IT H/W,3.39,1980,179602746,94669,27557182620,
181,001290,상상인증권,KOSPI,금융업,3.39,762,105010612,143372,82552885440,
182,036530,SNT홀딩스,KOSPI,금융업,3.38,52000,1153621350,22695,847802072000,
183,016800,퍼시스,KOSPI,제조업,3.36,27650,23283925,849,317975000000,
184,079940,가비아,KOSDAQ,IT S/W & SVC,3.35,33900,401146650,12012,454961187600,
185,359090,씨엔알리서치,KOSDAQ,기타서비스,3.35,1974,22870953,11953,22689438282,
186,241710,코스메카코리아,KOSDAQ,제조,3.29,84800,6542027550,77148,905664000000,
187,344860,이노진,KOSDAQ,제조,3.28,1323,35972447,27699,15915690000,
188,096775,SK이노베이션우,KOSPI,제조업,3.26,63300,470798150,7466,79025365800,
189,000270,기아,KOSPI,운수장비,3.24,149700,142451627350,967213,58444825800600,
190,000370,한화손해보험,KOSPI,금융업,3.22,6090,2551905965,422147,710939992350,
191,206560,덱스터,KOSDAQ,오락·문화,3.22,1059,221178163,203025,26911028424,
192,111770,영원무역,KOSPI,유통업,3.21,86900,7823465600,92345,3850666569200,
193,010950,S-Oil,KOSPI,제조업,3.21,144900,74001704950,513880,16313246560800,
194,048830,엔피케이,KOSDAQ,제조,3.19,1068,192660274,180380,19997149764,
195,109820,진매트릭스,KOSDAQ,기타서비스,3.18,1394,37025361,26907,28428734160,
196,419540,비스토스,KOSDAQ,의료·정밀기기,3.18,3410,300765610,88051,20317642730,
197,006060,화승인더,KOSPI,유통업,3.16,2450,232895915,96354,135534000000,
198,084650,랩지노믹스,KOSDAQ,기타서비스,3.16,719,258559702,370144,53378552810,
199,121850,코이즈,KOSDAQ,IT H/W,3.15,1474,73389588,50101,7454016526,
200,000880,한화,KOSPI,제조업,3.10,93200,13476815050,145461,6571338050800,
201,051980,중앙첨단소재,KOSDAQ,IT H/W,3.08,1070,2639628276,2317258,118868128630,
202,021045,대호특수강우,KOSDAQ,금속,3.08,2510,296790,118,2129714920,
203,014285,금강공업우,KOSPI,제조업,3.07,5380,3579850,681,3173527500,
204,102370,케이옥션,KOSDAQ,유통,3.06,3200,231660710,73483,82842528000,
205,377190,디앤디플랫폼리츠,KOSPI,서비스업,3.05,2025,914098290,443540,179010000000,
206,012630,HDC,KOSPI,금융업,3.03,20400,775134320,38312,1218731108400,
207,012340,뉴인텍,KOSDAQ,운송장비·부품,3.03,749,162600842,219318,14006533688,
208,115530,씨엔플러스,KOSDAQ,IT H/W,2.98,1935,35969493,19867,15256277235,
209,090430,아모레퍼시픽,KOSPI,제조업,2.98,124400,27609562500,224665,7276499219600,
210,010955,S-Oil우,KOSPI,제조업,2.96,69500,2727567300,39224,279523926500,
211,348030,모비릭스,KOSDAQ,IT S/W & SVC,2.96,2955,210339439,71104,28379229000,
212,032640,LG유플러스,KOSPI,코스피 대형주,2.96,14620,13590960910,938374,6205133441840,
213,049520,유아이엘,KOSDAQ,IT H/W,2.94,3675,263005465,72640,113346646875,
214,161390,한국타이어앤테크놀로지,KOSPI,제조업,2.94,73600,29993467650,410106,9117205078400,
215,000050,경방,KOSPI,유통업,2.91,8480,1387291575,161963,232481489600,
216,035720,카카오,KOSPI,서비스업,2.87,35900,94341793350,2661888,15903020413000,
217,019680,대교,KOSPI,서비스업,2.86,970,167491253,172416,82161764500,
218,214680,디알텍,KOSDAQ,의료·정밀기기,2.84,977,116292039,119751,81557083712,
219,026960,동서,KOSPI,유통업,2.82,25500,1401468475,55575,2542350000000,
220,091120,이엠텍,KOSDAQ,IT H/W,2.82,4190,92338785,22939,71787001840,
221,352910,오비고,KOSDAQ,IT S/W & SVC,2.82,3830,95042230,25483,48402781660,
222,054050,NH농우바이오,KOSDAQ,코스닥 소형주,2.81,6960,369987220,53231,111572704560,
223,396690,미래에셋글로벌리츠,KOSPI,서비스업,2.79,1660,115623766,70385,65745860400,
224,334970,프레스티지바이오로직스,KOSDAQ,제약,2.79,1845,334253666,188634,143453615265,
225,008250,이건산업,KOSPI,제조업,2.77,2780,33488285,12015,30448325300,
226,329180,HD현대중공업,KOSPI,운수장비,2.76,484000,133007791500,278638,50801232900000,
227,032940,원익,KOSDAQ,유통,2.76,5960,374363620,67349,108431650800,
228,360350,코셈,KOSDAQ,의료·정밀기기,2.75,7090,112757310,15994,38555207300,
229,417180,핑거스토리,KOSDAQ,IT S/W & SVC,2.75,3920,43964760,11308,13758118080,
230,214450,파마리서치,KOSDAQ,제약,2.75,336500,70709321500,208403,3496116552000,
231,031210,서울보증보험,KOSPI,금융업,2.74,43100,1212401900,28441,3009310873800,
232,007070,GS리테일,KOSPI,유통업,2.72,26400,5648902850,213203,2207235756000,
233,002360,SH에너지화학,KOSPI,제조업,2.70,1940,76418041,40751,21559943620,
234,013000,세우글로벌,KOSPI,유통업,2.69,1222,44229438,36289,35077547882,
235,007460,에이프로젠,KOSPI,기계,2.68,2300,239491977,104393,54268345900,
236,014790,HL D&I,KOSPI,건설업,2.67,2500,114124885,46691,94646502500,
237,353590,오토앤,KOSDAQ,유통,2.64,1594,33672871,21604,20523658580,
238,007310,오뚜기,KOSPI,음식료품,2.62,313000,967130250,3097,1254450790000,
239,143240,사람인,KOSDAQ,IT S/W & SVC,2.61,16100,180275250,11254,172796969100,
240,095570,AJ네트웍스,KOSPI,서비스업,2.61,4330,763831263,179870,195944446470,
241,289220,자이언트스텝,KOSDAQ,오락·문화,2.60,1340,22885801,17274,29898376140,
242,317400,자이에스앤디,KOSPI,서비스업,2.60,5130,2768391427,548293,198954327600,
243,075180,새론오토모티브,KOSPI,운수장비,2.59,2975,9767730,3322,57120000000,
244,460850,동국씨엠,KOSPI,제조업,2.59,4760,187056765,39873,142317602560,
245,140070,서플러스글로벌,KOSDAQ,유통,2.59,1666,86798547,53231,61622008000,
246,248170,샘표식품,KOSPI,음식료품,2.58,23900,9818823850,382090,109182035400,
247,377330,이지트로닉스,KOSDAQ,일반전기전자,2.57,2395,8436025,3655,19495189830,
248,145020,휴젤,KOSDAQ,제약,2.57,239500,8241375750,34551,2946815903500,
249,098660,에스티오,KOSDAQ,섬유·의류,2.57,1639,14740528,9114,20489099664,
250,0010V0,제이피아이헬스케어,KOSDAQ,의료·정밀기기,2.56,8000,111297590,14006,40843200000,
251,131370,알서포트,KOSDAQ,IT S/W & SVC,2.54,1491,682365668,457477,79421220753,
252,395400,SK리츠,KOSPI,서비스업,2.54,5650,1687624290,304902,1700749553000,
253,006090,사조오양,KOSPI,음식료품,2.53,8510,472484420,54951,80187508890,
254,069620,대웅제약,KOSPI,의약품,2.52,121900,3264542900,26682,1412403492500,
255,238490,힘스,KOSDAQ,IT H/W,2.50,2255,21454460,9737,25509092180,
256,192080,더블유게임즈,KOSPI,서비스업,2.50,61600,2087321900,34176,1304285628800,
257,000080,하이트진로,KOSPI,음식료품,2.47,14910,2362712160,157893,1045692140010,
258,217270,넵튠,KOSDAQ,제조,2.47,2285,41684115,18565,106790944255,
259,090080,평화산업,KOSPI,운수장비,2.46,873,186768663,214023,47929672107,
260,003100,선광,KOSDAQ,운송,2.45,19670,327791400,16782,129822000000,
261,207760,미스터블루,KOSDAQ,IT S/W & SVC,2.44,461,46731177,101619,38299779963,
262,006110,삼아알미늄,KOSPI,제조업,2.43,35800,6120644025,172781,541419689000,
263,036000,예림당,KOSDAQ,오락·문화,2.40,2775,43978295,16169,63920118675,
264,340450,지씨지놈,KOSDAQ,기타서비스,2.38,4730,242612830,52108,111868250890,
265,044450,KSS해운,KOSPI,운수창고,2.38,9900,752408190,75974,228550212000,
266,388610,지에프씨생명과학,KOSDAQ,제조,2.37,6040,54713940,9099,32165313320,
267,024070,WISCOM,KOSPI,제조업,2.37,1857,28245557,15346,28461195366,
268,005160,동국산업,KOSDAQ,금속,2.37,2380,146326876,62400,129101867160,
269,067630,HLB생명과학,KOSDAQ,제약,2.37,2380,8275558424,3286302,290162598040,
270,024900,디와이덕양,KOSPI,운수장비,2.36,1777,198515458,113177,57867969460,
271,048550,SM C&C,KOSDAQ,기타서비스,2.36,1605,739597237,467541,155226965100,
272,131100,티엔엔터테인먼트,KOSDAQ,방송서비스,2.35,740,8084531,11020,23862575760,
273,011390,부산산업,KOSPI,비금속광물,2.34,41600,102102850,2460,43929600000,
274,332290,누보,KOSDAQ,제조,2.33,791,130028517,165843,31564383564,
275,000950,전방,KOSPI,"섬유,의복",2.31,26600,50573600,1952,44688000000,
276,282330,BGF리테일,KOSPI,유통업,2.27,126400,5610648200,44677,2184685718400,
277,000815,삼성화재우,KOSPI,금융업,2.26,407500,4646787500,11504,1225360650000,
278,251270,넷마블,KOSPI,서비스업,2.25,36300,6635281425,184371,2974224927300,
279,020400,대동금속,KOSDAQ,금속,2.24,2965,230631909,75849,18911754380,
280,453340,현대그린푸드,KOSPI,유통업,2.22,18430,509791690,27538,598451348410,
281,080530,코디,KOSDAQ,제조,2.20,2550,17780120,7066,28232794200,
282,073110,엘엠에스,KOSDAQ,IT H/W,2.20,5110,5083360,1008,45457308050,
283,003300,한일홀딩스,KOSPI,비금속광물,2.19,16780,292173990,17252,517351630320,
284,000070,삼양홀딩스,KOSPI,금융업,2.17,56400,309824400,5504,437843972400,
285,106240,파인테크닉스,KOSDAQ,일반전기전자,2.17,1365,51337908,37970,32592569100,
286,033560,블루콤,KOSDAQ,IT H/W,2.13,4080,191099270,47368,69768000000,
287,005440,현대지에프홀딩스,KOSPI,금융업,2.12,13950,1396150865,100447,2174864998950,
288,289010,아이스크림에듀,KOSDAQ,오락·문화,2.11,919,52699727,58465,12815690264,
289,017940,E1,KOSPI,유통업,2.11,87100,470429050,5400,597506000000,
290,137310,에스디바이오센서,KOSPI,의료정밀,2.11,6300,485184105,77694,760719342600,
291,489460,바이오비쥬,KOSDAQ,제조,2.11,6300,458645000,73607,94779909000,
292,134380,미원화학,KOSPI,제조업,2.10,10200,11080170,1088,224325336000,
293,260970,에스앤디,KOSDAQ,음식료·담배,2.10,51000,1182367950,22953,147530454000,
294,010140,삼성중공업,KOSPI,운수장비,2.06,22300,82505272150,3737855,19624000000000,
295,002720,국제약품,KOSPI,의약품,2.05,3490,359611640,102413,73847813680,
296,004370,농심,KOSPI,음식료품,2.04,349500,5495420500,15809,2125883379000,
297,367000,플래티어,KOSDAQ,IT S/W & SVC,2.04,3000,23777665,7835,25164621000,
298,357250,미래에셋맵스리츠,KOSPI,서비스업,2.04,1855,32705265,17710,46365919775,
299,298050,HS효성첨단소재,KOSPI,제조업,2.03,150500,1025947350,6913,674232174000,
300,014710,사조씨푸드,KOSPI,음식료품,2.03,9550,321855265,33865,164437085650,
301,114840,아이패밀리에스씨,KOSDAQ,제조,2.02,8580,470467280,54526,143126283300,
302,009415,태영건설우,KOSPI,건설업,2.02,7070,26764910,3826,4595316180,
303,061250,화일약품,KOSDAQ,제약,2.01,8620,89316140,10371,72559574080,
304,418620,E8,KOSPI,"전기,전자",2.01,712,79376275,113778,14133539624,
305,094850,참좋은여행,KOSDAQ,기타서비스,2.00,4335,184040265,42760,60690000000,
306,267250,HD현대,KOSPI,금융업,2.00,204500,24142133850,119194,16154085882500,
307,047400,유니온머티리얼,KOSPI,비금속광물,1.99,1025,139809995,135765,43050000000,
308,006880,신송홀딩스,KOSPI,유통업,1.99,4870,323485995,66598,57606538460,
309,267290,경동도시가스,KOSPI,전기가스업,1.98,19580,267779220,13912,115432049480,
310,063760,이엘피,KOSDAQ,IT H/W,1.98,2580,81224795,31512,24058835400,
311,383930,디티앤씨알오,KOSDAQ,기타서비스,1.97,1709,50373036,29966,21848074752,
312,068100,케이웨더,KOSDAQ,IT S/W & SVC,1.96,2340,76630125,33641,27910434240,
313,415640,KB발해인프라,KOSPI,금융업,1.96,10940,1741069020,158845,1340648295120,
314,081580,성우전자,KOSDAQ,IT H/W,1.96,2345,47993101,20488,36366595335,
315,193250,링크드,KOSDAQ,IT H/W,1.95,1780,136409432,77289,23796700740,
316,278470,에이피알,KOSPI,제조업,1.95,393000,70860974250,184596,14713194915000,
317,187270,신화콘텍,KOSDAQ,IT H/W,1.94,2890,17284346,5986,29315712050,
318,475660,에스켐,KOSDAQ,제조,1.93,3430,26645885,7884,27199334050,
319,043590,웰킵스하이텍,KOSDAQ,IT H/W,1.93,1163,132183656,113861,15780027103,
320,120240,대정화금,KOSDAQ,제조,1.92,14350,548980585,38529,103182110850,
321,330350,위더스제약,KOSDAQ,제약,1.91,6400,7972221755,1170344,84477952000,
322,241560,두산밥캣,KOSPI,기계,1.90,64300,14505535850,226063,6163544979500,
323,333620,엔시스,KOSDAQ,일반전기전자,1.89,5390,17030100,3174,59278734900,
324,010770,평화홀딩스,KOSPI,운수장비,1.87,3810,79426580,20917,55723025460,
325,000100,유한양행,KOSPI,의약품,1.87,70800,17139658700,245208,5639050150800,
326,347740,피엔케이피부임상연구센타,KOSDAQ,기타서비스,1.87,1747,28574962,16583,52428476272,
327,302550,리메드,KOSDAQ,의료·정밀기기,1.85,2750,82222000,30706,84994662500,
328,372910,한컴라이프케어,KOSPI,의료정밀,1.85,1762,76683269,43404,48762303372,
329,018250,애경산업,KOSPI,제조업,1.85,11570,573807550,49961,305562947950,
330,115610,이미지스,KOSDAQ,IT H/W,1.84,1385,61532229,44520,16368995065,
331,003520,영진약품,KOSPI,의약품,1.83,1221,428907919,354633,223312024551,
332,069640,한세엠케이,KOSPI,유통업,1.83,1000,33562146,34641,22403251000,
333,258790,소프트캠프,KOSDAQ,제조,1.83,4170,52273745,12690,20842727520,
334,090850,현대이지웰,KOSDAQ,기타서비스,1.82,6150,262868140,42802,138239103450,
335,109670,씨싸이트,KOSDAQ,섬유·의류,1.81,3935,21240890,5631,22967028870,
336,130740,티피씨글로벌,KOSDAQ,운송장비·부품,1.81,1970,111667350,56362,22215057630,
337,208140,정다운,KOSDAQ,음식료·담배,1.81,2255,113201925,50165,73702974730,
338,351330,이삭엔지니어링,KOSDAQ,IT S/W & SVC,1.80,3680,41926480,11796,30501753600,
339,016710,대성홀딩스,KOSPI,서비스업,1.80,6800,114171980,16940,109408321200,
340,009580,무림P&P,KOSPI,제조업,1.79,1645,121601661,74311,102595892980,
341,011280,태림포장,KOSPI,제조업,1.79,1702,83208963,49606,120511709880,
342,105330,케이엔더블유,KOSDAQ,운송장비·부품,1.78,6280,85436220,13751,100602585600,
343,215090,솔디펜스,KOSDAQ,의료·정밀기기,1.78,1314,44831417,34827,30426538554,
344,306200,세아제강,KOSPI,제조업,1.77,126400,802581000,6329,358508320000,
345,323410,카카오뱅크,KOSPI,금융업,1.77,23000,18306403225,807030,10973770051000,
346,215480,토박스코리아,KOSDAQ,유통,1.76,2025,69004480,34191,18123750000,
347,347000,센코,KOSDAQ,의료·정밀기기,1.75,1744,56970041,33306,65942115424,
348,019175,신풍제약우,KOSPI,의약품,1.74,12280,26432000,2188,24452304400,
349,009460,한창제지,KOSPI,제조업,1.74,2635,74320300,28434,31444764595,
350,032560,황금에스티,KOSPI,제조업,1.73,5290,151199950,28869,89930000000,
351,028300,HLB,KOSDAQ,제약,1.73,35300,130110763275,3528117,4701897271900,
352,005710,대원산업,KOSDAQ,운송장비·부품,1.73,10610,360884320,34471,212598936000,
353,016580,환인제약,KOSPI,의약품,1.72,10040,305544535,30699,186744702800,
354,011150,CJ씨푸드,KOSPI,음식료품,1.72,2070,135450471,65730,74376700110,
355,085810,알티캐스트,KOSDAQ,IT S/W & SVC,1.71,1721,10987418,6506,24329696113,
356,118000,메타케어,KOSPI,유통업,1.71,1308,29383964,22573,28848966780,
357,068790,DMS,KOSDAQ,기계·장비,1.70,7190,530721065,74131,162279910560,
358,044780,에이치케이,KOSDAQ,기계·장비,1.69,1266,13755606,10977,23428326342,
359,004000,롯데정밀화학,KOSPI,제조업,1.67,45650,2377367750,52563,1177770000000,
360,024110,기업은행,KOSPI,금융업,1.65,21600,26358082800,1222533,17224398770400,
361,060560,HC홈센타,KOSDAQ,유통,1.64,1920,8228061,4343,48744961920,
362,306040,에스제이그룹,KOSDAQ,섬유·의류,1.64,1736,151158346,85222,17127077408,
363,114090,GKL,KOSPI,서비스업,1.63,9330,2771248785,299555,577113401100,
364,090410,덕신이피씨,KOSDAQ,금속,1.63,748,188941527,256102,34470903060,
365,122990,와이솔,KOSDAQ,IT H/W,1.63,6240,371601030,60167,166227865440,
366,293480,하나제약,KOSPI,의약품,1.62,8780,344827810,39580,156046465880,
367,013700,까뮤이앤씨,KOSPI,건설업,1.62,1445,1454842925,1008275,86339949350,
368,314140,알피바이오,KOSDAQ,제약,1.61,5670,76614020,13622,49138266870,
369,060980,HL홀딩스,KOSPI,금융업,1.61,37850,406325250,10777,343634358950,
370,123040,엠에스오토텍,KOSDAQ,운송장비·부품,1.61,1580,77978124,50598,98952712420,
371,079170,한창산업,KOSDAQ,금속,1.60,4750,22626695,4813,24700000000,
372,007210,벽산,KOSPI,비금속광물,1.60,1524,159387822,105219,99608640000,
