순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가,구분
1,900340,윙입푸드,KOSDAQ,29.99,2020,12840181245,7144131,25417118640,Y,실체급등
2,203400,에이비온,KOSDAQ,29.98,841,942927928,1158474,75775196664,Y,동전주
3,418620,E8,KOSDAQ,29.93,994,3258354308,3506226,19731374138,Y,동전주
4,488900,비츠로넥스텍,KOSDAQ,29.93,11590,10644394340,974774,335836974370,Y,실체급등
5,900250,크리스탈신소재,KOSDAQ,29.93,1389,2953968464,2193715,49747036389,Y,저유동주의
6,076610,해성옵틱스,KOSDAQ,29.93,1376,9845084924,7524898,81508983680,Y,실체급등
7,225190,LK삼양,KOSDAQ,29.92,812,2841173359,3628605,57220373280,Y,동전주
8,050090,비케이홀딩스,KOSDAQ,29.92,673,939776144,1434550,15838876655,Y,동전주
9,290560,파라택시스이더리움,KOSDAQ,29.91,1112,575538270,536205,24867355760,Y,저유동주의
10,317690,퀀타매트릭스,KOSDAQ,29.88,2695,556741895,219098,54263903155,Y,저유동주의
11,377220,프롬바이오,KOSDAQ,29.82,3330,525307375,159083,18854460000,Y,저유동주의
12,417500,제이아이테크,KOSDAQ,26.58,4000,5019089966,1313827,131138976000,,실체급등
13,222040,코스맥스엔비티,KOSDAQ,23.99,10700,27822106520,2710714,220719600000,,실체급등
14,174900,앱클론,KOSDAQ,23.93,34700,18066280850,533651,692338876300,,실체급등
15,147760,피엠티,KOSDAQ,22.99,3745,1176444417,329841,74900000000,,저유동주의
16,010170,대한광통신,KOSDAQ,22.51,14040,584056867010,43603066,2183018666400,,실체급등
17,008490,서흥,KOSPI,20.93,28600,10647198425,390425,330876631800,,실체급등
18,064760,티씨케이,KOSDAQ,20.74,202000,18615984400,93841,2258242032000,,실체급등
19,067080,대화제약,KOSDAQ,20.63,11400,6507014385,587029,212229810000,,실체급등
20,036710,심텍홀딩스,KOSDAQ,20.55,4400,10779265650,2448741,232442117600,,실체급등
21,033790,피노,KOSDAQ,20.54,6750,12402768035,1930203,562422737250,,실체급등
22,021040,대호특수강,KOSDAQ,20.04,1120,420086868,404063,24309346880,,저유동주의
23,043260,성호전자,KOSDAQ,19.99,20650,113906730970,5722816,1481467612450,,실체급등
24,310210,보로노이,KOSDAQ,19.43,176400,28077061100,162501,3253361605200,,실체급등
25,355150,코스텍시스,KOSDAQ,19.36,24350,5575143925,234712,189865472500,,실체급등
26,234340,헥토파이낸셜,KOSDAQ,19.25,20750,21590711655,1083439,289891112000,,실체급등
27,114810,한솔아이원스,KOSDAQ,19.09,11480,12304317295,1096839,323083637520,,실체급등
28,049470,비트플래닛,KOSDAQ,18.88,1876,234499456,126517,44170230524,,저유동주의
29,365270,큐라클,KOSDAQ,18.18,11700,6096612020,517558,259236806400,,실체급등
30,417840,저스템,KOSDAQ,18.09,11750,16287265220,1457365,268715226750,,실체급등
31,189330,씨이랩,KOSDAQ,18.03,13810,18509256820,1377353,129569342040,,실체급등
32,291810,핀텔,KOSDAQ,18.01,1481,1222618924,838093,16837062472,,저유동주의
33,019570,GMI벤처,KOSDAQ,17.95,2990,100661433,37077,28539561960,,저유동주의
34,115180,큐리언트,KOSDAQ,17.90,27000,12857863675,474814,1012834827000,,실체급등
35,468530,프로티나,KOSDAQ,17.76,30500,6522442100,213254,336573844000,,실체급등
36,321370,센서뷰,KOSDAQ,17.65,1513,19748931042,12669066,78169002778,,실체급등
37,484120,도우인시스,KOSDAQ,17.63,20150,1959776500,99894,220792053300,,저유동주의
38,092190,서울바이오시스,KOSDAQ,17.52,7110,2700771585,403096,326124203130,,저유동주의
39,478340,나라스페이스테크놀로지,KOSDAQ,17.33,12050,6115034675,525748,139420102650,,실체급등
40,900120,씨엑스아이,KOSDAQ,17.27,944,157319188,170644,10544159040,,동전주
41,327260,RF머트리얼즈,KOSDAQ,17.22,40850,31222064675,749915,367451264750,,실체급등
42,323280,태성,KOSDAQ,17.20,45650,19430305425,436116,1394058787000,,실체급등
43,025560,미래산업,KOSPI,16.88,7270,4566629370,652896,185051597800,,저유동주의
44,062040,산일전기,KOSPI,16.85,183800,119684193600,659770,5632155830000,,실체급등
45,160190,하이젠알앤엠,KOSDAQ,16.70,19220,6364077705,348234,593667360000,,실체급등
46,124500,아이티센글로벌,KOSDAQ,16.52,26450,13519160700,529402,613759739150,,실체급등
47,078350,한양디지텍,KOSDAQ,16.50,23300,2539787975,113993,355194100600,,저유동주의
48,105760,포스뱅크,KOSDAQ,16.35,4625,2683681662,592177,47132852375,,저유동주의
49,080220,제주반도체,KOSDAQ,16.31,87700,417610524050,4838539,3020636454100,,실체급등
50,214430,아이쓰리시스템,KOSDAQ,16.28,74300,4800655100,67096,542926074500,,저유동주의
51,446540,메가터치,KOSDAQ,16.27,7790,3989263165,538124,226526274690,,저유동주의
52,397810,애드포러스,KOSDAQ,16.14,5900,1055500390,186466,30448543000,,저유동주의
53,000490,대동,KOSPI,15.90,7800,35266085105,4334085,224849547000,,실체급등
54,170920,엘티씨,KOSDAQ,15.89,41200,12068166500,301689,435241991200,,실체급등
55,0015S0,페스카로,KOSDAQ,15.78,7410,686603865,95309,73112469300,,저유동주의
56,045970,코아시아,KOSDAQ,15.62,3035,400873229,138434,79865648660,,저유동주의
57,052710,아모텍,KOSDAQ,15.45,14200,5606169090,411823,207498153200,,실체급등
58,368770,파이버프로,KOSDAQ,15.25,13980,5604326660,413257,459302065500,,실체급등
59,100790,미래에셋벤처투자,KOSDAQ,15.22,16350,58688942620,3522875,868521450300,,실체급등
