code,name,sector,mcap,adtv
096760,JW홀딩스,기타 금융업,271304537140,375813256
123890,한국자산신탁,신탁업 및 집합투자업,268610767570,908663655
011500,한농화성,기타 화학제품 제조업,265360602740,2944414750
005680,삼영전자,전자부품 제조업,264000000000,1727038690
005010,휴스틸,1차 철강 제조업,263241131375,2253526794
005500,삼진제약,의약품 제조업,260406000000,4384113575
037710,광주신세계,종합 소매업,258179772200,431617725
004360,세방,도로 화물 운송업,254237519900,762824895
003120,일성아이에스,의약품 제조업,253897000000,86275040
002320,한진,도로 화물 운송업,253574185440,515491400
005430,한국공항,기타 운송관련 서비스업,253308400000,757922000
001250,GS글로벌,상품 종합 도매업,252965986660,3590899124
334890,이지스밸류플러스리츠,부동산 임대 및 공급업,251056989045,1298706747
0030R0,대신밸류리츠,신탁업 및 집합투자업,250478200000,180528434
003555,LG우,,249026157300,8536716050
122900,아이마켓코리아,상품 종합 도매업,248376281200,1237419910
000680,LS네트웍스,상품 종합 도매업,247047455160,1476109069
004430,송원산업,기타 화학제품 제조업,246720000000,1642236785
037560,LG헬로비전,텔레비전 방송업,245506562050,214931106369
003960,사조대림,수산물 가공 및 저장 처리업,243774822200,104881550
128820,대성산업,연료 소매업,243366871640,9390618125
010580,에스엠벡셀,자동차 신품 부품 제조업,242528836800,1954076755
475560,더본코리아,상품 종합 도매업,242289029800,440973795
034120,SBS,텔레비전 방송업,241537118760,368085515
037270,YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",241283186900,1873026988
136490,선진,동물용 사료 및 조제식품 제조업,241125184560,2011433660
035510,신세계 I&C,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",239073390000,4854246700
003520,영진약품,의약품 제조업,237577657569,502822872
03473K,SK우,,235512160000,1743607500
003200,일신방직,방적 및 가공사 제조업,235110400000,247086770
000490,대동,특수 목적용 기계 제조업,234074143800,2569824240
348950,제이알글로벌리츠,부동산 임대 및 공급업,233298432000,0
088260,이리츠코크렙,부동산 임대 및 공급업,232780343250,1275578065
006805,미래에셋증권우,,230138512500,2109720500
003070,코오롱글로벌,토목 건설업,229578349770,272599000
001460,BYC,봉제의복 제조업,228609090000,323525550
000320,노루홀딩스,기타 금융업,228607797200,323881670
000050,경방,종합 소매업,227820893700,691454750
009470,삼화전기,전자부품 제조업,226854026000,5269201500
000540,흥국화재,보험업,223564404600,326437429
210980,SK디앤디,부동산 임대 및 공급업,223408584000,243969500
134380,미원화학,기타 화학제품 제조업,223225702000,656111180
244920,에이플러스에셋,보험 및 연금관련 서비스업,222007545260,603656550
044450,KSS해운,해상 운송업,221624448000,1046503105
030210,다올투자증권,금융 지원 서비스업,220802759250,452442160
000480,CR홀딩스,"내화, 비내화 요업제품 제조업",220385303000,162775746
007160,사조산업,수산물 가공 및 저장 처리업,220000000000,330769100
008490,서흥,기타 화학제품 제조업,218193471180,678840910
025000,KPX케미칼,기초 화학물질 제조업,217402901850,178214225
009680,모토닉,자동차 신품 부품 제조업,216461616240,371566135
001790,대한제당,"곡물가공품, 전분 및 전분제품 제조업",216035997075,1238596249
001630,종근당홀딩스,의약품 제조업,215424023000,155044775
051905,LG생활건강우,,213399166200,690965050
432320,KB스타리츠,부동산 임대 및 공급업,213331463275,1263409164
010955,S-Oil우,,211955552900,855364250
004560,현대비앤지스틸,1차 철강 제조업,211555718330,1387974825
241590,화승엔터프라이즈,신발 및 신발 부분품 제조업,211456573240,278605334
226320,잇츠한불,기타 화학제품 제조업,211398596600,354037590
004980,성신양회,"시멘트, 석회, 플라스터 및 그 제품 제조업",211328549260,1227379315
033920,무학,알코올음료 제조업,209190000000,938545080
035150,백산,플라스틱제품 제조업,208299946400,547460885
004380,삼익THK,일반 목적용 기계 제조업,207000000000,1884513985
053210,스카이라이프,텔레비전 방송업,206724854250,243487782
003650,미창석유,석유 정제품 제조업,206673033600,390046100
053690,한미글로벌,"건축기술, 엔지니어링 및 관련 기술 서비스업",206330666500,3001170550
001780,알루코,1차 비철금속 제조업,205279879840,2542776424
404990,신한서부티엔디리츠,부동산 임대 및 공급업,204210667640,508268917
013890,지누스,가구 제조업,204129319030,275852465
039570,HDC랩스,전기 및 통신 공사업,203767167850,218819915
004310,현대약품,의약품 제조업,202880000000,2851325385
339770,교촌에프앤비,음·식료품 및 담배 도매업,202108748600,522969943
117580,대성에너지,연료용 가스 제조 및 배관공급업,201850000000,1207143550
487570,HS효성,기타 금융업,199337094500,987344950
102260,동성케미컬,합성고무 및 플라스틱 물질 제조업,198624796720,919246947
095570,AJ네트웍스,산업용 기계 및 장비 임대업,198207084420,537339073
377190,디앤디플랫폼리츠,부동산 임대 및 공급업,198016000000,772908604
007860,서연,기타 금융업,197465488040,1060543550
033530,SJG세종,자동차 신품 부품 제조업,197250613490,1063804255
298690,에어부산,항공 여객 운송업,195955200000,314841573
001080,만호제강,1차 철강 제조업,195050000000,147746460
003547,대신증권2우B,,192047293470,847373390
092220,KEC,반도체 제조업,191728798700,8849999413
000140,하이트진로홀딩스,기타 금융업,190759608300,207665950
001045,CJ우,,189632709700,372878900
028100,동아지질,기반조성 및 시설물 축조관련 전문공사업,189327558280,374454020
001130,대한제분,"곡물가공품, 전분 및 전분제품 제조업",188266000000,321682935
016580,환인제약,의약품 제조업,188232708400,383557090
012610,경인양행,기초 화학물질 제조업,186857478850,2856392363
003350,한국화장품제조,기타 화학제품 제조업,186038600000,697040660
012200,계양전기,일반 목적용 기계 제조업,185931922070,7388266910
102460,이연제약,의약품 제조업,185682241890,853998730
000390,SP삼화,기타 화학제품 제조업,185255623890,1854509335
003610,방림,직물직조 및 직물제품 제조업,184631005800,663612265
003220,대원제약,의약품 제조업,184354732260,419408180
100250,진양홀딩스,플라스틱제품 제조업,184351500000,321610071
008350,남선알미늄,1차 비철금속 제조업,182775991440,6737197884
013580,계룡건설,토목 건설업,181743957450,1475990170
084680,이월드,귀금속 및 장신용품 제조업,179952058917,699741998
002150,도화엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업",178378800000,408819650
234080,JW생명과학,의약품 제조업,178138732500,591188965
011690,와이투솔루션,반도체 제조업,175997569230,2057205405
003460,유화증권,금융 지원 서비스업,175777486500,289553757
002100,경농,"비료, 농약 및 살균, 살충제 제조업",175703175000,338466340
044820,코스맥스비티아이,기타 금융업,174119087730,367845260
000300,DH오토넥스,자동차 신품 부품 제조업,174035631000,0
025820,이구산업,1차 비철금속 제조업,172226300000,1591481710
101530,해태제과식품,기타 식품 제조업,170042240480,380859945
016450,한세예스24홀딩스,봉제의복 제조업,170000000000,96525710
011785,금호석유화학우,,167198775800,329845950
462520,조선내화,"내화, 비내화 요업제품 제조업",167157868800,179829400
031440,신세계푸드,음식점업,166710264000,205484525
000860,강남제비스코,기타 화학제품 제조업,164840000000,219396980
400760,NH올원리츠,부동산 임대 및 공급업,164513178625,536031968
097955,CJ제일제당 우,,163274259000,1345195200
016880,웅진,회사 본부 및 경영 컨설팅 서비스업,162651607800,799184920
077500,유니퀘스트,기계장비 및 관련 물품 도매업,162648768060,2551983975
460850,동국씨엠,1차 철강 제조업,162648688640,425184580
017550,수산세보틱스,특수 목적용 기계 제조업,161925742350,2616311104
293480,하나제약,의약품 제조업,161911538060,358048470
271980,제일약품,의약품 제조업,161606543280,358467280
015230,대창단조,자동차 신품 부품 제조업,160690230400,271719850
007570,일양약품,의약품 제조업,158792724480,1266696110
018470,조일알미늄,1차 비철금속 제조업,156263543714,2089498728
213500,한솔제지,"펄프, 종이 및 판지 제조업",155655767040,544120075
071840,롯데하이마트,가전제품 및 정보통신장비 소매업,155574822080,155484060
004150,한솔홀딩스,기타 금융업,155490889800,1974030619
004090,한국석유,기타 비금속 광물제품 제조업,154614381600,3557956590
000520,삼일제약,의약품 제조업,153794939990,1176552105
000020,동화약품,의약품 제조업,152785140900,670565795
090350,노루페인트,기타 화학제품 제조업,152000000000,843923465
006060,화승인더,상품 종합 도매업,151300200000,188511938
002170,SYTS,"가죽, 가방 및 유사제품 제조업",151200000000,185951800
000970,한국주철관,1차 철강 제조업,150483300000,267181420
003480,한진중공업홀딩스,연료용 가스 제조 및 배관공급업,149716146840,265065455
003830,대한화섬,화학섬유 제조업,149134400000,40832400
081000,일진다이아,기타 화학제품 제조업,149131237500,582838955
005960,동부건설,토목 건설업,148923842870,615535320
002220,한일철강,1차 철강 제조업,148170903000,2708730440
298000,효성화학,기초 화학물질 제조업,147501447900,0
004970,신라교역,어로 어업,145120000000,94833930
025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",145088598000,4400948275
001520,동양,"시멘트, 석회, 플라스터 및 그 제품 제조업",142255701548,2633299598
094280,효성ITX,기타 사업지원 서비스업,141703532000,280661090
008970,KBI동양철관,1차 철강 제조업,141538061148,1367603851
317400,자이에스앤디,부동산 임대 및 공급업,141362285400,731216614
015890,태경산업,기초 화학물질 제조업,140882575000,369438075
009070,KCTC,도로 화물 운송업,140400000000,926263135
214420,토니모리,기타 화학제품 제조업,139036738220,1002883660
002990,금호건설,건물 건설업,138979703020,549326912
00279K,아모레퍼시픽홀딩스3우C,,138581588000,210629900
210540,디와이파워,특수 목적용 기계 제조업,137690098760,1260433620
000700,유수홀딩스,회사 본부 및 경영 컨설팅 서비스업,137500767360,175583095
001360,삼성제약,의약품 제조업,135781717918,1228633935
272550,삼양패키징,플라스틱제품 제조업,135766338060,932803365
019180,티에이치엔,기타 전기장비 제조업,134460000000,4529713960
107590,미원홀딩스,기타 금융업,132240000000,61815500
214390,경보제약,기초 의약물질 제조업,131726798600,502369655
016740,두올,자동차 신품 부품 제조업,131470400040,500855180
014710,사조씨푸드,수산물 가공 및 저장 처리업,129827814220,276635800
089470,HDC현대EP,기타 화학제품 제조업,129514000000,439441565
079430,현대리바트,가구 제조업,129133176840,701488440
009270,신원,봉제의복 제조업,129116692125,755911789
078000,텔코웨어,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",128991474920,88668065
004080,신흥,기계장비 및 관련 물품 도매업,127652000000,338853760
011280,태림포장,"골판지, 종이 상자 및 종이용기 제조업",127025856360,295269245
027970,한국제지,"펄프, 종이 및 판지 제조업",126450228800,321605792
008040,사조동아원,"곡물가공품, 전분 및 전분제품 제조업",126324417000,235429574
002780,진흥기업,토목 건설업,125978531170,1929827082
014280,금강공업,1차 철강 제조업,125969588315,925357315
007540,샘표,기타 금융업,125097300000,291857300
350520,이지스레지던스리츠,부동산 임대 및 공급업,124976424780,540356516
015590,DKME,일반 목적용 기계 제조업,124413397640,1397213520
020120,키다리스튜디오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",124163616100,281250970
006660,삼성공조,자동차 신품 부품 제조업,124007551640,17526924615
267290,경동도시가스,연료용 가스 제조 및 배관공급업,123803526000,233590825
004960,한신공영,건물 건설업,123575097360,1359915025
024090,디씨엠,1차 철강 제조업,123120000000,105734280
012800,대창,1차 비철금속 제조업,122766252153,1406563768
013520,화승코퍼레이션,자동차 신품 부품 제조업,122375311140,423722777
007610,선도전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",121500000000,5057759405
33626K,두산퓨얼셀1우,,121346936000,673288780
005800,신영와코루,봉제의복 제조업,121230000000,108192390
010100,한국무브넥스,자동차 신품 부품 제조업,119974654800,989754970
035000,HS애드,광고업,119450336280,270017020
070960,모나용평,일반 및 생활 숙박시설 운영업,118889332510,301488823
012320,경동인베스트,기타 금융업,118251150000,542691300
021820,세원정공,자동차 신품 부품 제조업,118100000000,385390790
002620,제일파마홀딩스,회사 본부 및 경영 컨설팅 서비스업,118043093450,70541980
002450,삼익악기,악기 제조업,117509127670,542187249
014530,극동유화,석유 정제품 제조업,117161251200,426710004
009580,무림P&P,"펄프, 종이 및 판지 제조업",117065344148,788194488
016710,대성홀딩스,회사 본부 및 경영 컨설팅 서비스업,115200526440,354625730
014580,태경비케이,"시멘트, 석회, 플라스터 및 그 제품 제조업",113918203000,766861920
002390,한독,의약품 제조업,113824417910,155312625
034590,인천도시가스,연료용 가스 제조 및 배관공급업,113743604000,87753150
084670,동양고속,육상 여객 운송업,112637634100,74541732925
120030,조선선재,기타 금속 가공제품 제조업,112433999400,90686900
025620,차AI헬스케어,기타 화학제품 제조업,111954433950,82091190
227840,현대코퍼레이션홀딩스,음·식료품 및 담배 도매업,111394232640,276868580
004250,NPC,플라스틱제품 제조업,110343600000,167704960
083420,그린케미칼,기타 화학제품 제조업,109800000000,356241695
123690,한국화장품,생활용품 도매업,109583760000,786506160
011810,STX,상품 종합 도매업,109493282310,0
267850,아시아나IDT,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",108780000000,211075810
007210,벽산,기타 비금속 광물제품 제조업,106602160000,336336367
248170,샘표식품,기타 식품 제조업,105755820900,366253950
002460,HS화성,건물 건설업,104849500000,232911025
014790,HL D&I,토목 건설업,104111152750,334943576
001290,상상인증권,금융 지원 서비스업,103786960960,468976921
004100,태양금속,자동차 신품 부품 제조업,102943500000,3010366632
008700,아남전자,영상 및 음향기기 제조업,102576010600,18837919013
264900,크라운제과,"떡, 빵 및 과자류 제조업",101317946500,208270050
013570,디와이,기타 금융업,101198988885,351930167
055490,테이팩스,플라스틱제품 제조업,101116580000,3936422940
023450,동남합성,기초 화학물질 제조업,100800000000,62287250
119650,KC코트렐,일반 목적용 기계 제조업,100782913662,0
067830,세이브존I&C,종합 소매업,100550192750,93550335
058850,KTcs,기타 정보 서비스업,99784724500,762453225
139990,아주스틸,1차 철강 제조업,99213859840,249605888
011700,한신기계,일반 목적용 기계 제조업,97987376020,980260611
011000,진원생명과학,의약품 제조업,97517359211,7661664247
019680,대교,초등 교육기관,96900060400,76311824
036580,팜스코,"곡물가공품, 전분 및 전분제품 제조업",96410850375,917834505
078935,GS우,,95746568800,398941400
004140,동방,기타 운송관련 서비스업,95463814340,964518050
010660,화천기계,특수 목적용 기계 제조업,95040000000,4627125304
009190,대양금속,1차 철강 제조업,95010354000,2354372256
032560,황금에스티,1차 비철금속 제조업,94690000000,339699890
023800,인지컨트롤스,자동차 신품 부품 제조업,94064722150,593433945
002210,동성제약,의약품 제조업,94010780311,0
001275,부국증권우,,93150000000,113338750
014160,대영포장,"골판지, 종이 상자 및 종이용기 제조업",92894128493,1156131658
363280,티와이홀딩스,기타 금융업,92359585990,193384100
036420,콘텐트리중앙,"영화, 비디오물, 방송프로그램 제작 및 배급업",91303339920,406120464
058860,KTis,기타 정보 서비스업,89963170000,371459164
37550L,DL이앤씨2우(전환),,89652319950,159607050
023000,삼원강재,자동차 신품 부품 제조업,89017501440,47946229
063160,종근당바이오,의약품 제조업,88762865160,157643825
006840,AK홀딩스,기타 금융업,88758658700,141871370
163560,동일고무벨트,고무제품 제조업,88543000000,208564650
005740,크라운해태홀딩스,기타 금융업,88490188120,147912270
014440,영보화학,플라스틱제품 제조업,88100000000,209866110
008260,NI스틸,1차 철강 제조업,88088360360,569018062
004890,동일산업,1차 철강 제조업,87792783000,56265600
109070,주성코퍼레이션,통신 및 방송 장비 제조업,87664981800,2126679155
004840,DRB동일,고무제품 제조업,86532914360,105873370
002200,한국수출포장,"골판지, 종이 상자 및 종이용기 제조업",86429847780,174326331
007110,일신석재,"건축자재, 철물 및 난방장치 도매업",85589554050,463012487
002700,신일전자,기계장비 및 관련 물품 도매업,85037690494,1031933010
000230,일동홀딩스,의약품 제조업,83898708000,158049830
007980,TP,봉제의복 제조업,83711769750,422095163
002600,조흥,기타 식품 제조업,83400000000,11104400
005870,휴니드,통신 및 방송 장비 제조업,83002168200,613082230
000105,유한양행우,,82665800000,250528150
017370,우신시스템,특수 목적용 기계 제조업,82596383540,185258530
000590,CS홀딩스,기타 금융업,82430014800,77022700
096775,SK이노베이션우,,81147690000,498912250
007590,동방아그로,"비료, 농약 및 살균, 살충제 제조업",80888407380,21355465
111380,동인기연,"가죽, 가방 및 유사제품 제조업",79970400000,142244375
095720,웅진씽크빅,초등 교육기관,79955708595,173406853
001470,삼부토건,토목 건설업,79699592928,0
068290,삼성출판사,"서적, 잡지 및 기타 인쇄물 출판업",79300000000,1229392945
006890,태경케미컬,기초 화학물질 제조업,79228000000,346158545
003580,HLB글로벌,종합 소매업,79085731305,379296780
001020,페이퍼코리아,"펄프, 종이 및 판지 제조업",78490639710,89607320
009180,한솔로지스틱스,기타 운송관련 서비스업,76724623125,403620827
007460,에이프로젠,의약품 제조업,76685298840,884776114
013870,지엠비코리아,자동차 신품 부품 제조업,76384481400,279062332
001260,남광토건,토목 건설업,75710804400,209764920
002720,국제약품,의약품 제조업,75646399400,375583026
101140,인바이오젠,기계장비 및 관련 물품 도매업,75632946480,342251830
031820,아이티센씨티에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",75536111040,443724280
35320K,대덕전자1우,,75124356150,1188021400
010960,삼호개발,기반조성 및 시설물 축조관련 전문공사업,74892600000,109560480
000180,성창기업지주,회사 본부 및 경영 컨설팅 서비스업,74773715200,151931500
011150,CJ씨푸드,기타 식품 제조업,74376700110,222113545
005750,대림바스,"내화, 비내화 요업제품 제조업",74250274000,291380369
069730,DSR제강,1차 철강 제조업,74016000000,325922815
006090,사조오양,수산물 가공 및 저장 처리업,73026227250,40267770
000850,화천기공,특수 목적용 기계 제조업,72930000000,395338600
001560,제일연마,기타 비금속 광물제품 제조업,72580000000,82745550
100220,비상교육,"서적, 잡지 및 기타 인쇄물 출판업",72391847370,724015655
013700,까뮤이앤씨,건물 건설업,71641245170,282680150
079980,휴비스,화학섬유 제조업,70897500000,579754101
016090,대현,봉제의복 제조업,70408872900,248749900
004720,팜젠사이언스,의약품 제조업,69775444200,221896715
085310,엔케이,"구조용 금속제품, 탱크 및 증기발생기 제조업",69507353380,1200755755
120115,코오롱인더우,,69196500000,513259725
013360,일성건설,토목 건설업,68557572720,286552703
338100,NH프라임리츠,부동산 임대 및 공급업,68295600000,532971055
007815,코리아써우,,67150228500,13266650
071090,하이스틸,1차 철강 제조업,66732811655,1088055423
009770,삼정펄프,"펄프, 종이 및 판지 제조업",66374230050,33214125
018500,동원금속,자동차 신품 부품 제조업,65877700597,421157517
002795,아모레퍼시픽홀딩스우,,65726071600,327325795
155660,DSR,1차 비철금속 제조업,65600000000,171192203
010770,평화홀딩스,자동차 신품 부품 제조업,65156451030,572002560
003925,남양유업우,,65000000000,385523200
007280,한국특강,1차 철강 제조업,64918208425,89390410
010040,한국내화,"내화, 비내화 요업제품 제조업",64064616720,95589201
000220,유유제약,의약품 제조업,63700992740,1237272539
003010,혜인,기계장비 및 관련 물품 도매업,63563735000,1133421730
006880,신송홀딩스,산업용 농·축산물 및 동·식물 도매업,63520967460,370570420
004440,삼일씨엔에스,"시멘트, 석회, 플라스터 및 그 제품 제조업",62959477915,157324915
003780,진양산업,플라스틱제품 제조업,62920000000,1233501807
009200,무림페이퍼,"펄프, 종이 및 판지 제조업",62455574310,304014732
092780,DYP,자동차용 엔진 및 자동차 제조업,62286815800,298394660
004540,깨끗한나라,"펄프, 종이 및 판지 제조업",62042994538,153470352
004830,덕성,플라스틱제품 제조업,61936000000,833970623
012690,모나리자,기타 종이 및 판지 제품 제조업,61073995850,404742225
378850,화승알앤에이,자동차 신품 부품 제조업,60684625485,431239701
005305,롯데칠성우,,60474180000,117269400
004060,SG세계물산,상품 종합 도매업,60120213120,1992358367
014910,성문전자,전자부품 제조업,59342452755,5938810725
072130,유엔젤,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",59224292910,403066920
024900,디와이덕양,자동차 신품 부품 제조업,58844918860,444085286
111110,호전실업,봉제의복 제조업,58838340000,243983600
092440,기신정기,특수 목적용 기계 제조업,58254000000,78771189
000725,현대건설우,,58008115000,651933400
021050,서원,금속 주조업,57966474390,714643293
129260,인터지스,도로 화물 운송업,57829867056,201915161
002630,오리엔트바이오,의약품 제조업,57275591415,0
004770,써니전자,전자부품 제조업,57273497494,718996002
009835,한화솔루션우,,56528910550,487191900
396690,미래에셋글로벌리츠,부동산 임대 및 공급업,56240434800,379669761
006980,우성,"곡물가공품, 전분 및 전분제품 제조업",55959900000,120615620
002760,보락,기타 화학제품 제조업,55707000000,208976176
001550,조비,"비료, 농약 및 살균, 살충제 제조업",55556957300,391138480
372910,한컴라이프케어,의료용 기기 제조업,55487184030,253491851
001465,BYC우,,55353945000,68255050
214330,금호에이치티,자동차 신품 부품 제조업,55212587760,213694555
480370,씨케이솔루션,일반 목적용 기계 제조업,54763653888,248297555
075180,새론오토모티브,자동차 신품 부품 제조업,54336000000,50009620
003465,유화증권우,,54089535375,4182895
004450,삼화왕관,기타 금속 가공제품 제조업,54074912900,22661500
023810,인팩,자동차 신품 부품 제조업,53900000000,304611925
001620,케이비아이동국실업,자동차 신품 부품 제조업,53865826520,180263676
011230,삼화전자,영상 및 음향기기 제조업,53185053375,2171536105
002410,범양건영,건물 건설업,53173451700,0
003475,유안타증권우,,52552702840,545739827
006370,대구백화점,종합 소매업,51997840855,138000205
123700,SJM,자동차 신품 부품 제조업,51652212380,130330930
011390,부산산업,"시멘트, 석회, 플라스터 및 그 제품 제조업",51585600000,298245425
058730,다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업",51466410180,1807212567
004920,씨아이테크,영상 및 음향기기 제조업,51031914816,319315085
020760,일진디스플,반도체 제조업,50984432422,0
002140,고려산업,"곡물가공품, 전분 및 전분제품 제조업",50751729875,382218857
025530,SJM홀딩스,자동차 부품 및 내장품 판매업,50700957160,149125752
000910,유니온,"시멘트, 석회, 플라스터 및 그 제품 제조업",50659703655,681161213
047400,유니온머티리얼,"내화, 비내화 요업제품 제조업",50106000000,414158296
041650,상신브레이크,자동차 신품 부품 제조업,49491692250,85813135
37550K,DL이앤씨우,,48936437750,244743975
023350,한국종합기술,"건축기술, 엔지니어링 및 관련 기술 서비스업",48563250000,210418957
006490,인스코비,전기 통신업,47915101584,310939082
090080,평화산업,자동차 신품 부품 제조업,47106138222,245816967
017180,명문제약,의약품 제조업,46991580336,122458390
006125,SK디스커버리우,,46804790000,71768400
28513K,SK케미칼우,,46433666550,137225725
069460,대호에이엘,1차 비철금속 제조업,46322277400,0
357250,미래에셋맵스리츠,부동산 임대 및 공급업,46240944250,98936388
000950,전방,방적 및 가공사 제조업,45528000000,28297950
003080,SB성보,"비료, 농약 및 살균, 살충제 제조업",45445400000,481263232
005030,부산주공,자동차 신품 부품 제조업,45092532168,0
074610,이엔플러스,일반 목적용 기계 제조업,44815400070,0
002920,유성기업,자동차 신품 부품 제조업,44707542500,157606069
004910,조광페인트,기타 화학제품 제조업,43968000000,56764245
008870,금비,유리 및 유리제품 제조업,43700000000,18860650
093240,형지엘리트,봉제의복 제조업,43157352077,2546396503
012280,영화금속,자동차 신품 부품 제조업,42987270340,115244520
011300,우성머티리얼스,직물직조 및 직물제품 제조업,42257255365,151231887
009320,아진전자부품,자동차 신품 부품 제조업,41904804500,126815736
009140,경인전자,전자부품 제조업,41861740050,310144150
004410,서울식품,기타 식품 제조업,41782858767,580552838
019490,엑시큐어하이트론,영상 및 음향기기 제조업,41349858070,0
008420,문배철강,1차 철강 제조업,41212045050,341570367
133820,화인베스틸,1차 철강 제조업,41048639212,182716945
011420,갤럭시아에스엠,스포츠 서비스업,40883671696,146505020
003060,에이프로젠바이오로직스,의약품 제조업,40642894680,287712115
017040,광명전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",40390657180,0
481850,신한글로벌액티브리츠,신탁업 및 집합투자업,40173361536,60594187
011330,유니켐,자동차 신품 부품 제조업,40133587465,507688833
026940,부국철강,1차 철강 제조업,40000000000,545956197
049800,우진플라임,특수 목적용 기계 제조업,39500000000,165461036
084870,TBH글로벌,봉제의복 제조업,38134189184,53907534
007120,미래아이앤지,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",37975369520,56044723
013000,세우글로벌,기타 전문 도매업,37603590610,130138298
000215,DL우,,37516058750,204711900
000760,이화산업,기타 전문 도매업,37100000000,34802530
005320,온타이드,생활용품 도매업,36649369840,284744044
002420,세기상사,연료 소매업,36595781240,1451949870
000890,보해양조,알코올음료 제조업,36325592875,157267722
145270,케이탑리츠,부동산 임대 및 공급업,35997519726,66085368
134790,시디즈,가구 제조업,35880000000,24217820
023960,에쓰씨엔지니어링,토목 건설업,35791852475,288988051
001210,금호전기,전구 및 조명장치 제조업,35209767227,500878818
014990,인디에프,봉제의복 제조업,35077768665,3508494335
027740,마니커,"도축, 육류 가공 및 저장 처리업",34454841190,205031930
004365,세방우,,33977992500,34393670
002880,디와이에이,자동차 신품 부품 제조업,33770824390,158967629
002870,신풍,기타 전문 도매업,33560352000,195490564
001380,SG글로벌,자동차 신품 부품 제조업,33498285790,240705346
051630,진양화학,플라스틱제품 제조업,33368800000,333732356
003535,한화투자증권우,,32880000000,372241355
088790,진도,기타 전문 도매업,32426373120,55463634
008250,이건산업,나무제품 제조업,31488825625,115707043
005820,원림,직물직조 및 직물제품 제조업,31413249900,22100275
025750,한솔홈데코,제재 및 목재 가공업,31098145970,122167808
308170,씨티알모빌리티,자동차 신품 부품 제조업,31082100000,184049211
012160,영흥,1차 철강 제조업,30928992732,89959045
001070,대한방직,직물직조 및 직물제품 제조업,30740000000,59452010
33637K,솔루스첨단소재1우,,30469596332,67595834
010640,진양폴리,플라스틱제품 제조업,30060000000,125909473
33626L,두산퓨얼셀2우B,,30042178000,108780945
002025,코오롱우,,29939274600,145599650
019175,신풍제약우,,29808713100,86589360
090370,메타랩스,봉제의복 제조업,29636579910,60934942
009810,플레이그램,기타 전문 도매업,29101645000,72182389
024070,WISCOM,플라스틱제품 제조업,28936314944,157307401
000040,KR모터스,그외 기타 운송장비 제조업,28849311456,50311632
014130,한익스프레스,도로 화물 운송업,28680000000,179363425
023150,MH에탄올,알코올음료 제조업,28665573510,203103808
006570,대림통상,기타 금속 가공제품 제조업,28470750000,52472205
003680,한성기업,수산물 가공 및 저장 처리업,28004912650,187049550
002690,동일제강,1차 철강 제조업,27852093920,124504502
004870,티웨이홀딩스,"시멘트, 석회, 플라스터 및 그 제품 제조업",27611892536,341660594
006740,블루산업개발,"골판지, 종이 상자 및 종이용기 제조업",27253319100,146895620
006345,대원전선우,,27234268000,4269354120
033250,체시스,자동차 신품 부품 제조업,26816000000,202426900
005110,한창,기계장비 및 관련 물품 도매업,26467434378,0
143210,핸즈코퍼레이션,자동차 신품 부품 제조업,26229020653,0
071950,코아스,가구 제조업,26102013525,407669750
030720,동원수산,어로 어업,26061308000,379329380
002355,넥센타이어1우B,,25967500000,43295795
004270,남성,기타 전문 도매업,25891694400,57449440
002820,SUN&L,플라스틱제품 제조업,25846377450,41149540
010400,우진아이엔에스,건물설비 설치 공사업,25800470000,83608295
069640,한세엠케이,"섬유, 의복, 신발 및 가죽제품 소매업",25315673630,39050254
005360,모나미,생활용품 도매업,25020034468,88405856
003495,대한항공우,,24493007700,164749675
024890,대원화성,플라스틱제품 제조업,24378247650,132798045
446070,유니드비티플러스,제재 및 목재 가공업,24299682350,133812446
008775,호텔신라우,,24022534050,183858800
006200,한국전자홀딩스,기타 금융업,24010008255,236629955
009310,참엔지니어링,특수 목적용 기계 제조업,23329484620,0
015260,에이엔피,전자부품 제조업,23322862530,128889161
118000,메타케어,기계장비 및 관련 물품 도매업,22863566616,129903007
002360,SH에너지화학,기초 화학물질 제조업,22504580325,248153756
012170,아센디오,"영화, 비디오물, 방송프로그램 제작 및 배급업",22437214952,904146220
009460,한창제지,"펄프, 종이 및 판지 제조업",21814432516,53910054
357430,마스턴프리미어리츠,부동산 임대 및 공급업,21536746742,107773299
044380,주연테크,컴퓨터 및 주변장치 제조업,21369195612,80301894
025890,한국주강,특수 목적용 기계 제조업,21174770400,53525854
