code,fiscal_year,revenue,cogs,assets
006740,2020,98155184916.0,78382574583.0,202117557861.0
006740,2021,120612511549.0,103491334414.0,209596339151.0
006740,2022,105449038864.0,88351674730.0,203670379646.0
006740,2023,82568024475.0,72604756426.0,199916289283.0
006740,2024,88112890040.0,87411308042.0,179264755471.0
006740,2025,93251674239.0,93581114084.0,165184475641.0
006840,2015,2807147867285.0,1970075402508.0,2495514992742.0
006840,2016,2921831063617.0,2001793180033.0,2741946502613.0
006840,2017,3392454610505.0,2328175652286.0,2944784346646.0
006840,2018,3711183102751.0,2665568343390.0,3397931239428.0
006840,2019,3759542062510.0,2832480228690.0,4327964555085.0
006840,2020,2619977218245.0,2157041980835.0,4152091609064.0
006840,2021,3167699652090.0,2661268849899.0,4548736656905.0
006840,2022,3787959855335.0,3077278770459.0,5004334961394.0
006840,2023,4479660141625.0,3381008245784.0,5314995084396.0
006840,2024,4488280532801.0,3521879880548.0,5336874928103.0
006840,2025,3235721337340.0,2835418748985.0,5976455656558.0
006880,2015,228564197661.0,202597514556.0,227192888103.0
006880,2016,206895556130.0,193580352906.0,246716567911.0
006880,2017,291761499391.0,254205372213.0,259752616849.0
006880,2018,163341579807.0,148925333119.0,205261964208.0
006880,2019,263013506964.0,238421041259.0,199873920742.0
006880,2020,205881740065.0,182299192012.0,167829010357.0
006880,2021,186444266263.0,163075593678.0,248190231392.0
006880,2022,209403828091.0,181032707748.0,242350721393.0
006880,2023,193419654722.0,168631003322.0,242937272679.0
006880,2024,164580506815.0,140626249113.0,254881524377.0
006880,2025,187759398480.0,159116849273.0,274528083479.0
006890,2015,50912035650.0,36132556936.0,117932057998.0
006890,2016,51339557113.0,36373677064.0,113086853326.0
006890,2017,48889792893.0,36405198313.0,110660845444.0
006890,2018,47441990797.0,34379548236.0,123194401707.0
006890,2019,41832103994.0,30506608885.0,135621494696.0
006890,2020,47060538797.0,29168031591.0,140679345211.0
006890,2021,54066186889.0,30854760225.0,160745889274.0
006890,2022,59613478497.0,36295919388.0,167391898805.0
006890,2023,70748221182.0,39123731119.0,182882306558.0
006890,2024,71116461803.0,43134581837.0,184309192873.0
006890,2025,61347896962.0,45481838952.0,224431427050.0
006910,2015,76540735130.0,69319886444.0,93504569211.0
006910,2016,72009826354.0,69478696271.0,128713105241.0
006910,2017,75923273868.0,75967571694.0,123621807960.0
006910,2018,105740258534.0,98777528900.0,124282591172.0
006910,2019,111682204433.0,103935357256.0,125593380240.0
006910,2020,82079528683.0,74561558995.0,122752830210.0
006910,2021,68539018089.0,64051102822.0,111540691563.0
006910,2022,54198727500.0,52087621757.0,85459436448.0
006910,2023,78494668722.0,70071795224.0,96595688915.0
006910,2024,77062181417.0,66155365555.0,97163663127.0
006910,2025,147486453767.0,112413580411.0,133280442520.0
006920,2015,105037738468.0,95666870139.0,75913169466.0
006920,2016,112234938473.0,102542571409.0,79697874185.0
006920,2017,117339016108.0,108932742095.0,83268393879.0
006920,2018,106914818660.0,99758779548.0,67384498930.0
006920,2019,85683499925.0,79637210197.0,58143098977.0
006920,2020,70745703425.0,65431065892.0,53725620047.0
006920,2021,72814044111.0,67237304548.0,50427381590.0
006920,2022,90123541702.0,81490847548.0,56171310065.0
006920,2023,111406314393.0,93932531156.0,68799934958.0
006920,2024,100477953541.0,89177735913.0,68906078612.0
006920,2025,81161016764.0,77945318134.0,59790459998.0
006980,2015,313894291992.0,262632842498.0,256515295365.0
006980,2016,275671865184.0,228346551717.0,245949756744.0
006980,2017,275453669058.0,229253074612.0,251426742115.0
006980,2018,289318268898.0,243305945837.0,282202976193.0
006980,2019,340814645722.0,286699010519.0,335926097691.0
006980,2020,388558138387.0,323689571635.0,313457406318.0
006980,2021,480475197521.0,411832760708.0,344617740768.0
006980,2022,612322385130.0,541611164265.0,401969273009.0
006980,2023,634838094173.0,551084505532.0,425327563943.0
006980,2024,606198677648.0,516340418526.0,430591478194.0
006980,2025,613023508125.0,508187300217.0,462306101255.0
007070,2015,6273142139696.0,5034118116241.0,4735505772307.0
007070,2016,7402005717696.0,6015117323057.0,4721361656921.0
007070,2017,8266567147681.0,6707255114319.0,5092274321040.0
007070,2018,8691612313033.0,6852864326902.0,5098880172660.0
007070,2019,9006928792999.0,7064845658423.0,7054847638519.0
007070,2020,8862318939407.0,7031023135792.0,7177767175769.0
007070,2021,9765695333837.0,7539431639871.0,9455972982478.0
007070,2022,11226428523558.0,8356974558022.0,9832423124845.0
007070,2023,11612547920738.0,8652523850901.0,10042015942614.0
007070,2024,11626920274913.0,8740044457837.0,7581643378910.0
007070,2025,11957421688837.0,9045758844606.0,7483097413933.0
007110,2015,39677898434.0,34184556683.0,80302650054.0
007110,2016,42050477148.0,37947287623.0,78264674064.0
007110,2017,52702961231.0,44709608588.0,77760844991.0
007110,2018,54141723680.0,44255882034.0,80179666813.0
007110,2019,66657756123.0,56528211151.0,87279198703.0
007110,2020,58742051912.0,49039873063.0,94043686094.0
007110,2021,74742972573.0,64883371215.0,91890079585.0
007110,2022,137670990748.0,123699118824.0,116167864087.0
007110,2023,101237416801.0,86523900983.0,98302187963.0
007110,2024,78727286743.0,64376786824.0,97397658185.0
007110,2025,54503324545.0,44102813350.0,91889224750.0
007120,2015,9161387765.0,5902714810.0,47974557521.0
007120,2016,9828638903.0,6882053123.0,52119332248.0
007120,2017,7707135156.0,5336127400.0,68822163884.0
007120,2018,6445365978.0,4916365430.0,57570342895.0
007120,2019,7476807942.0,5392018983.0,72302050465.0
007120,2020,5770766444.0,2913125683.0,92320794314.0
007120,2021,7807921586.0,3690014908.0,99668333058.0
007120,2022,12828359269.0,6241410480.0,97492843199.0
007120,2023,13025586982.0,6411489737.0,84461940667.0
007120,2024,11702648807.0,6200355549.0,74867189585.0
007120,2025,14128766686.0,6701969351.0,70534354404.0
007160,2015,905167749745.0,775138094423.0,903081489979.0
007160,2016,702112597817.0,605209532934.0,1010707866232.0
007160,2017,816027206701.0,706779307833.0,1057266169659.0
007160,2018,782090587232.0,688994638918.0,1175998144636.0
007160,2019,735428242744.0,678930013307.0,1137411085874.0
007160,2020,621927419953.0,567117655545.0,1087398591007.0
007160,2021,590393764176.0,509272806914.0,1113856493438.0
007160,2022,660986318742.0,571092545640.0,1166611978191.0
007160,2023,632240275627.0,618128040653.0,1169759640111.0
007160,2024,635200660442.0,585328521046.0,1216795673119.0
007160,2025,706210125216.0,621051884446.0,1253228674215.0
007190,2015,365553653975.0,324811828307.0,435256833368.0
007210,2015,442823058118.0,341912197930.0,429504382107.0
007210,2016,443779912331.0,346049245900.0,458398719793.0
007210,2017,414696624271.0,331254195446.0,451649550583.0
007210,2018,432398854100.0,357256426520.0,474553686577.0
007210,2019,433534084326.0,370740120696.0,462713986754.0
007210,2020,444168334685.0,371524013665.0,464447679592.0
007210,2021,471429017552.0,394691603869.0,505440465430.0
007210,2022,519886002844.0,426128801950.0,601820033901.0
007210,2023,620719684691.0,488500535608.0,620426943865.0
007210,2024,643093353897.0,520668028986.0,640284164647.0
007210,2025,610688417236.0,492672291932.0,659778658674.0
007280,2015,280303243758.0,284407866855.0,380263447237.0
007280,2016,247193159663.0,235954918143.0,355618046771.0
007280,2017,346266581281.0,323754093001.0,344112520192.0
007280,2018,364964701502.0,346926585980.0,341713076001.0
007280,2019,390966862030.0,383860583300.0,313533368557.0
007280,2020,415313516853.0,391463167929.0,352334774768.0
007280,2021,691525199712.0,630098880682.0,458713983250.0
007280,2022,795939630828.0,742049953964.0,547808387659.0
007280,2023,830391818276.0,755069532622.0,560997435417.0
007280,2024,768777778364.0,733049023249.0,550648594083.0
007280,2025,767140668215.0,730592879331.0,553426736688.0
007310,2015,1883098974718.0,1425163060580.0,1484303071758.0
007310,2016,2010658195588.0,1523765765641.0,1592713366095.0
007310,2017,2126150492294.0,1649224695942.0,1721705316486.0
007310,2018,2246764231443.0,1847750039843.0,2063478708237.0
007310,2019,2359651224603.0,1951178384605.0,2152123515409.0
007310,2020,2595880911641.0,2133596387212.0,2339299659460.0
007310,2021,2739036859209.0,2297455499825.0,2605839008802.0
007310,2022,3183314853660.0,2682425310114.0,3569760859068.0
007310,2023,3454548477401.0,2849433404995.0,3496482529068.0
007310,2024,3539120882890.0,2935729162991.0,3597403088294.0
007310,2025,3674545422005.0,3082903690714.0,3641076426477.0
007340,2015,910458499136.0,757081398395.0,1064506281853.0
007340,2016,959031647029.0,792258908791.0,1115539570562.0
007340,2017,877858995478.0,747020699000.0,778625092622.0
007340,2018,908521022197.0,776307013662.0,870759625705.0
007340,2019,929772577258.0,785979280673.0,911746199157.0
007340,2020,823880444139.0,694995258346.0,961755008032.0
007340,2021,930752730400.0,780624256265.0,1484962432663.0
007340,2022,3156376223570.0,2423676520779.0,4591590751746.0
007340,2023,3269243065116.0,2443559361265.0,4567386501437.0
007340,2024,3434542268000.0,2537793750000.0,5006031529000.0
007340,2025,3675704255000.0,2709252113000.0,5275680667000.0
007370,2015,40148932404.0,17829797731.0,86900739410.0
007370,2016,36132341087.0,18850978756.0,76784809470.0
007370,2017,43449787295.0,20549853343.0,73848507292.0
007370,2018,46862706200.0,21071937888.0,70061148218.0
007370,2019,47351256428.0,23288527862.0,68277806003.0
007370,2020,48809579042.0,23242379941.0,68076494205.0
007370,2021,62839163132.0,28855646650.0,98501760928.0
007370,2022,76264203331.0,30612928859.0,114443691192.0
007370,2023,94111137951.0,36651935741.0,119906619842.0
007370,2024,113332121347.0,43448371288.0,227573668178.0
007370,2025,120686230379.0,42535172632.0,267809077303.0
007390,2015,30553552182.0,27359103328.0,45969748427.0
007390,2016,26787766569.0,22854062155.0,52666627905.0
007390,2017,27215252184.0,19593489432.0,51440662755.0
007390,2018,26715298258.0,15731860606.0,52875421980.0
007390,2019,23072025671.0,10170173304.0,93110327987.0
007390,2020,16719797396.0,9119421819.0,85749949699.0
007390,2021,22204011084.0,12829715825.0,69649961572.0
007390,2022,21554489489.0,12208983819.0,94021004319.0
007390,2023,19350887029.0,11155938337.0,68398678569.0
007390,2024,32333908156.0,15412637707.0,71997508759.0
007390,2025,20734613571.0,11277120776.0,74731473448.0
007460,2015,65931704080.0,54880854933.0,86480980889.0
007460,2016,54835625520.0,44896060812.0,78576666412.0
007460,2017,44897115460.0,40600895723.0,266985697009.0
007460,2018,51047023335.0,41864066394.0,395155647338.0
007460,2019,78248840939.0,58893349514.0,647173456474.0
007460,2020,127142624221.0,92677716582.0,834407954137.0
007460,2021,141247001612.0,109996958527.0,824111833608.0
007460,2022,78349308044.0,72195990388.0,599853281741.0
007460,2023,150577975324.0,114770270555.0,594427762667.0
007460,2024,150113578970.0,115211403870.0,609968261404.0
007460,2025,117974152260.0,84733368006.0,717264630402.0
007530,2015,111476755409.0,88152950296.0,121066814643.0
007530,2016,117251228410.0,94161441680.0,135334525201.0
007530,2017,117773187602.0,100067641796.0,129230540305.0
007530,2018,117473878686.0,93749962779.0,134639823010.0
007530,2019,119777966437.0,97018457127.0,133117063914.0
007530,2020,110571155134.0,92015885627.0,133387944596.0
007530,2021,122874301472.0,103135205212.0,138674023805.0
007530,2022,146324333264.0,123804024976.0,143147952183.0
007530,2023,166290447686.0,141830645025.0,137163656244.0
007530,2024,172201380432.0,144711681882.0,156404160263.0
007530,2025,177146007940.0,150479461736.0,148546744064.0
007540,2015,261353625845.0,143197974440.0,257318443827.0
007540,2016,20311153615.0,7456852329.0,118579705443.0
007540,2017,274446518458.0,146070155446.0,311564694300.0
007540,2018,275861155978.0,147084137950.0,320918954893.0
007540,2019,281023046262.0,148873973862.0,338575304482.0
007540,2020,319076436534.0,174356418903.0,381155550117.0
007540,2021,348963423665.0,208207631078.0,442738148712.0
007540,2022,371827516670.0,235024253428.0,465919907060.0
007540,2023,383926496950.0,254798731124.0,474583602862.0
007540,2024,404955848041.0,258009229358.0,479780920010.0
007540,2025,408963972960.0,245050441350.0,490051390718.0
007570,2015,186285485383.0,102469798723.0,431625085617.0
007570,2016,261614907974.0,138178964654.0,431263403415.0
007570,2017,269811002646.0,133632784097.0,436373966392.0
007570,2018,300036331830.0,145742010016.0,432253278841.0
007570,2019,324573436601.0,145802314015.0,437456052821.0
007570,2020,343328723945.0,161619900747.0,439116734913.0
007570,2021,371347508042.0,166944879890.0,494271352816.0
007570,2022,247772599350.0,139462161514.0,402916432343.0
007570,2023,266669003173.0,150176332378.0,392606560430.0
007570,2024,268861229571.0,157385939701.0,431211150640.0
007570,2025,272422211708.0,156067269844.0,457330667955.0
007590,2015,115830676419.0,80663721076.0,170104381780.0
007590,2016,115846147139.0,83124050034.0,169820451812.0
007590,2017,120248594916.0,85287046627.0,179887094868.0
007590,2018,121108494503.0,86206349883.0,185736751146.0
007590,2019,124644780306.0,88760412192.0,194004603758.0
007590,2020,129521685086.0,92421566644.0,196027049258.0
007590,2021,134065934141.0,96593131157.0,204466925957.0
007590,2022,146722848606.0,107312851518.0,216528029378.0
007590,2023,164275326108.0,116774798252.0,224384203562.0
007590,2024,170248304592.0,122273929811.0,238666824251.0
007590,2025,178997455771.0,133392419910.0,250502899297.0
007610,2015,93995671726.0,79848136806.0,135947961524.0
007610,2016,93949805720.0,83823798458.0,146601413856.0
007610,2017,108394117885.0,97731369505.0,158151936517.0
007610,2018,83770850181.0,76418060087.0,149094572406.0
007610,2019,89348990459.0,82793151153.0,167027319234.0
007610,2020,86174499877.0,76287946081.0,175592014332.0
007610,2021,69200326702.0,82517033136.0,146217074947.0
007610,2022,64020094129.0,59701888587.0,113976352843.0
007610,2023,41641878386.0,37818567247.0,92323070165.0
007610,2024,23984030522.0,20643724149.0,86471435747.0
007610,2025,38170718483.0,32400929923.0,73687545160.0
007630,2015,39159768644.0,33319004901.0,45783694951.0
007630,2016,29861276142.0,28112075027.0,59601098614.0
007630,2017,29622794893.0,28449675765.0,54835923521.0
007630,2018,10163549711.0,9234484848.0,164329725445.0
007630,2019,9486235788.0,8647941978.0,150930839824.0
007630,2020,6516189617.0,5879872436.0,148168162643.0
007630,2021,32714533.0,28551767.0,146515553972.0
007660,2015,520911372674.0,459471612390.0,506297786592.0
007660,2016,554178600214.0,496906322648.0,551111729689.0
007660,2017,531340270143.0,492909163388.0,483286938478.0
007660,2018,560337380894.0,503558112556.0,505590088623.0
007660,2019,514238394051.0,487781833693.0,416712435733.0
007660,2020,514188415796.0,467262223825.0,389384712550.0
007660,2021,469621094131.0,384121295405.0,449678765264.0
007660,2022,642920533265.0,479017945419.0,546014160739.0
007660,2023,675332755709.0,558885055915.0,626436318507.0
007660,2024,836866961285.0,680266617856.0,790136366426.0
007660,2025,1088025119176.0,805720716831.0,1289510030680.0
007680,2017,289919901380.0,248227031945.0,429674708718.0
007680,2018,333043729040.0,287544568532.0,444525539996.0
007680,2019,248600434400.0,213918447883.0,518668184427.0
007680,2020,210114309754.0,171197287701.0,520491025938.0
007680,2021,295670380524.0,243761538725.0,541735510311.0
007680,2022,358311814798.0,311051336572.0,539386491053.0
007680,2023,436092001499.0,419650152936.0,486532918672.0
007680,2024,277180783733.0,250363739829.0,481271732029.0
007680,2025,112122269871.0,99773328790.0,509462619856.0
007690,2015,1011877773027.0,873281852579.0,681283305542.0
007690,2016,952633435802.0,851877066077.0,682784694524.0
007690,2017,1075981116895.0,950587644392.0,788549499934.0
007690,2018,1280615689942.0,1138693883653.0,854418440592.0
007690,2019,1121448682521.0,994346808602.0,905420095055.0
007690,2020,1132659694859.0,995265617432.0,930557566476.0
007690,2021,1577111746723.0,1210088737889.0,1416366191782.0
007690,2022,1601774176672.0,1321847396315.0,1499093658603.0
007690,2023,1311776360252.0,1136857807674.0,1509561242743.0
007690,2024,1305775130486.0,1092404981934.0,1593312464298.0
007690,2025,1395556194366.0,1160015053965.0,1749499133148.0
007700,2015,370012003493.0,157616991189.0,333443952379.0
007700,2016,438979655023.0,183380699210.0,305575468102.0
007700,2017,560518176995.0,192230562047.0,400094844688.0
007700,2018,668726803157.0,228071234635.0,495832731537.0
007700,2019,910336565120.0,293361767555.0,684437158364.0
007700,2020,837615841670.0,270776157636.0,817829021444.0
007700,2021,727126345365.0,210209527677.0,2912304832499.0
007700,2022,1816814937477.0,537890145688.0,3595118444613.0
007700,2023,1986296503879.0,637546943286.0,3840524557786.0
007700,2024,1898301562891.0,647451602408.0,4033253443201.0
007700,2025,1933800848582.0,641817276268.0,4343643804753.0
007720,2015,205477211412.0,165927838985.0,112954009622.0
007720,2016,217451477540.0,173193280994.0,149046294658.0
007720,2017,235523369066.0,192521667190.0,419082042880.0
007720,2018,280961738485.0,226088286993.0,412281944022.0
007720,2019,218566638667.0,180486620477.0,243679256254.0
007720,2020,129378712463.0,108775695301.0,228658655183.0
007720,2021,150390721188.0,123345538143.0,190514709786.0
007720,2022,170972649935.0,137980805427.0,168960317915.0
007720,2023,159946400719.0,128654342046.0,168786753850.0
007720,2024,133458255008.0,104287382140.0,146944172764.0
007720,2025,162871417133.0,130169052252.0,126647087699.0
007770,2015,107202889920.0,99280055373.0,110998366829.0
007770,2016,146757125616.0,136741782530.0,118706968693.0
007770,2017,151880210026.0,140363308883.0,123462660136.0
007770,2018,152860689572.0,142890368034.0,118036456335.0
007770,2019,108719610494.0,100813815388.0,120889634121.0
007770,2020,86793095411.0,80376378780.0,143037701479.0
007770,2021,113927732235.0,104931166491.0,161472982111.0
007770,2022,156319099706.0,138768010857.0,157161919799.0
007770,2023,121935915669.0,118708594860.0,147240867980.0
007770,2024,125281652588.0,118338910567.0,143812103315.0
007770,2025,124410156822.0,124946627024.0,127715930238.0
007810,2015,564337230088.0,500885885314.0,526992025592.0
007810,2016,545300470697.0,513630464835.0,520500737082.0
007810,2017,591598881619.0,563710635514.0,556503135113.0
007810,2018,535824715216.0,538451914179.0,500488797322.0
007810,2019,543423598661.0,512121813511.0,478120049110.0
007810,2020,902121287287.0,859797912992.0,921746308017.0
007810,2021,1424168502751.0,1275134797163.0,1064620686323.0
007810,2022,1596875152129.0,1436256685058.0,1293448547101.0
007810,2023,1332234444242.0,1306344406283.0,1236457010706.0
007810,2024,1406956573662.0,1388940027977.0,1255382149192.0
007810,2025,1509725133078.0,1399879586309.0,1392548104186.0
007820,2015,73298443723.0,66396942446.0,85673251454.0
007820,2016,50388628353.0,58920644021.0,59712919485.0
007820,2017,72414808384.0,67480615730.0,99113904890.0
007820,2018,93475185255.0,88203025229.0,105559787678.0
007820,2019,128073312142.0,116916617981.0,106789669253.0
007820,2020,104035816132.0,94061580224.0,92894961096.0
007820,2021,76358148833.0,71289985236.0,92845267334.0
007820,2022,115015460133.0,106838138119.0,109853668071.0
007820,2023,173774167026.0,186938866372.0,81807020561.0
007820,2024,163228400060.0,147052469262.0,109582060505.0
007820,2025,149093596003.0,139864239794.0,116625243450.0
007860,2015,3065762344721.0,2713171638744.0,2595484128566.0
007860,2016,3188334589765.0,2844748646124.0,2933486633807.0
007860,2017,2913241966054.0,2699937043486.0,2767655963734.0
007860,2018,2852528433021.0,2588862117708.0,2696306676216.0
007860,2019,2202639857985.0,1957447920182.0,2215361999525.0
007860,2020,2237268522679.0,1962049012929.0,2151012180055.0
007860,2021,2479315038515.0,2138126223173.0,2137879391257.0
007860,2022,3251548681865.0,2747059779973.0,2323543346933.0
007860,2023,4020724761964.0,3392747345644.0,2771870652879.0
007860,2024,4498780011654.0,3780683802763.0,3424466755541.0
007860,2025,4916072967528.0,4192731091800.0,3719605160023.0
007980,2015,842559230460.0,718307459060.0,611246571930.0
007980,2016,864658855272.0,791855192525.0,553742011491.0
007980,2017,922195888986.0,776534578569.0,531201348022.0
007980,2018,972052002529.0,811059223506.0,556510004319.0
007980,2019,971638980129.0,799112974427.0,613319315927.0
007980,2020,785040341658.0,675894446667.0,675981152946.0
007980,2021,892927654015.0,773964633568.0,764951831942.0
007980,2022,1084607022822.0,897926964612.0,721226342857.0
007980,2023,920175022485.0,767294387082.0,686463960698.0
007980,2024,1064151435568.0,897218017471.0,752330379026.0
007980,2025,1028988630596.0,855505403610.0,766760563279.0
008000,2015,207890217005.0,183133836282.0,727951594676.0
008000,2016,856457055850.0,724464182238.0,713772955053.0
008000,2018,946151714215.0,835939638952.0,780240497539.0
008020,2015,724775690259.0,626779205598.0,588592932940.0
008040,2015,494319593512.0,424299496130.0,539326184716.0
008040,2016,414598644747.0,347014976043.0,467516374038.0
008040,2017,395105058053.0,336679486708.0,489823348145.0
008040,2018,422478552300.0,363308081884.0,468191704663.0
008040,2019,412225993901.0,366836983646.0,466881522100.0
008040,2020,396215666652.0,349170910117.0,446436770794.0
008040,2021,412139560765.0,363145753008.0,448788964545.0
008040,2022,631567233187.0,578497676905.0,481673723451.0
008040,2023,678497886892.0,597773840414.0,448802368727.0
008040,2024,678149244374.0,582527082740.0,455306449952.0
008040,2025,674263587949.0,585057959810.0,463742803194.0
008060,2015,512596613599.0,462676785111.0,525406871909.0
008060,2016,490868073033.0,441444821720.0,557708966522.0
008060,2017,512147273125.0,457948060546.0,607099316074.0
008060,2018,592072101728.0,536404615915.0,1136921457348.0
008060,2019,1072245938917.0,978270685681.0,1201854194852.0
008060,2020,3362592763.0,7437896622.0,1638748949780.0
008060,2021,1371708882418.0,1209135318721.0,1723958191276.0
008060,2022,1661906969216.0,1338291391901.0,1903351069081.0
008060,2023,1279256573243.0,1135289827724.0,1835312625998.0
008060,2024,1267194760967.0,1145636066653.0,1817762218175.0
008060,2025,1384989854344.0,1245524863811.0,1838110447073.0
008110,2015,42269860520.0,35667712269.0,157202276798.0
008110,2016,38026432512.0,30591134424.0,166137829398.0
008110,2017,41630042846.0,31425293301.0,160876565587.0
008110,2018,39811400333.0,31491590073.0,164138409022.0
008110,2019,47995434831.0,39095722130.0,170960180122.0
008110,2020,45012675883.0,34833190634.0,179047186303.0
008110,2021,39806759261.0,29130124937.0,205008393025.0
008110,2022,43621572191.0,33297807890.0,210987070724.0
008110,2023,41282867445.0,28603830479.0,251175551401.0
008110,2024,29025438345.0,16874613829.0,272101858567.0
008110,2025,30074181636.0,15738663511.0,286197637419.0
008250,2015,267746739525.0,222273890715.0,467596732962.0
008250,2016,290340968418.0,245058377033.0,471363908345.0
008250,2017,298667667298.0,255494897407.0,439283118747.0
008250,2018,339611060522.0,290070949152.0,434159077326.0
008250,2019,279669846705.0,244765181192.0,422594844656.0
008250,2020,256935916427.0,224530606255.0,383232664393.0
008250,2021,276830153212.0,216187235095.0,419293457489.0
008250,2022,329330250975.0,269358001041.0,442826933314.0
008250,2023,311559747602.0,268860519080.0,443074731432.0
008250,2024,326972782768.0,282612862362.0,438748509882.0
008250,2025,297310475768.0,271739184021.0,400022991359.0
008260,2015,118555722112.0,99894475822.0,176627843297.0
008260,2016,114325940055.0,92901098595.0,207262893097.0
008260,2017,150604073641.0,125812744583.0,251330239329.0
008260,2018,150732789514.0,122277485931.0,243908883157.0
008260,2019,148224449796.0,124806145117.0,258675167065.0
008260,2020,192571841002.0,159654019386.0,287376145505.0
008260,2021,248212749463.0,203372790543.0,341056807158.0
008260,2022,355390202149.0,265673513117.0,397444642902.0
008260,2023,382911138805.0,285598248038.0,447987063260.0
008260,2024,275274102150.0,217525354405.0,473689516733.0
008260,2025,247943373789.0,197182022501.0,515938949317.0
008290,2015,48275201227.0,16591949460.0,46811971612.0
008290,2016,46367137261.0,17424422219.0,47263738818.0
008290,2017,44115322681.0,16898959581.0,47000227348.0
008290,2018,42670878853.0,16183812945.0,46570934407.0
008290,2019,40753664936.0,16002099216.0,64045770731.0
008290,2020,29083209692.0,15795022356.0,52283731524.0
008290,2021,30870988865.0,12143748433.0,39684289972.0
008290,2022,33300032711.0,13164155599.0,33088296547.0
008290,2023,28937832608.0,12375123887.0,33444831395.0
008290,2024,22721808986.0,10848169727.0,52346111760.0
008290,2025,16935208093.0,10737203438.0,19815736437.0
008350,2015,350317585222.0,306350886169.0,286102328935.0
008350,2016,400734305010.0,353698453815.0,283413750455.0
008350,2017,400667879049.0,356395360999.0,284649400821.0
008350,2018,347834920566.0,312961290351.0,303023071213.0
008350,2019,324782176767.0,289895887800.0,295529661298.0
008350,2020,268474785986.0,249346330125.0,295152803875.0
008350,2021,230343536592.0,215964618353.0,355238354994.0
008350,2022,255740299974.0,237667971735.0,401195143871.0
008350,2023,310499187506.0,282658925676.0,432707600573.0
008350,2024,289539027472.0,262965494126.0,404717544888.0
008350,2025,258921909120.0,240777336258.0,437277779372.0
008370,2015,82559433085.0,66331506847.0,83818674376.0
008370,2016,75029145776.0,62661058896.0,86792485353.0
008370,2017,71268328024.0,62992481402.0,85353998392.0
008370,2018,68294682419.0,62462521587.0,84074929457.0
008370,2019,72852528639.0,64560933922.0,83058039027.0
008370,2020,73605433290.0,63652911347.0,84602957429.0
008370,2021,88917969888.0,78552146057.0,93898946926.0
008370,2022,89490584326.0,74586972832.0,93369711176.0
008370,2023,73785384649.0,62534947789.0,96227950225.0
008370,2024,79609134649.0,69393782013.0,98313590517.0
008370,2025,87635177741.0,75181269758.0,98559108690.0
008420,2015,115219458939.0,107426232372.0,104199405752.0
008420,2016,129929057497.0,116751842477.0,116458627588.0
008420,2017,156033585066.0,142384263081.0,157705852791.0
008420,2018,159405950223.0,149850701908.0,151748565470.0
008420,2019,162552515072.0,153152457004.0,195251305539.0
008420,2020,152678066899.0,143294460485.0,187690631639.0
008420,2021,204873267541.0,177464924590.0,209839262364.0
008420,2022,192206730661.0,181992972793.0,206906858449.0
008420,2023,163633902034.0,159405850046.0,231645964686.0
008420,2024,140206723395.0,135636637245.0,224208819934.0
008420,2025,137874736532.0,132122528242.0,238379966578.0
008470,2015,77037504135.0,62024635034.0,75759451815.0
008470,2016,86313556369.0,68713263807.0,82882152370.0
008470,2017,78949524576.0,64722309815.0,84540827996.0
008470,2018,81943314663.0,67718104857.0,85716616625.0
008470,2019,96542723396.0,80488557396.0,94164881727.0
008470,2020,100596491168.0,81508252756.0,93481148843.0
008470,2021,98227065032.0,84766820037.0,96778572137.0
008470,2022,91869520499.0,82036145991.0,96234087568.0
008470,2023,101060228361.0,85561261797.0,94386509294.0
008470,2024,106182807740.0,91889219654.0,105007314176.0
008470,2025,120761096176.0,101703276941.0,100355166513.0
008490,2015,304123698961.0,240947552205.0,556754828849.0
008490,2016,340361414879.0,267916100161.0,585890727422.0
008490,2017,350007727009.0,277518875152.0,595288907066.0
008490,2018,393476122727.0,319179635929.0,639100629515.0
008490,2019,460728389318.0,369360374744.0,708861042205.0
008490,2020,553012153653.0,432048748861.0,765989775630.0
008490,2021,596733152009.0,470499756778.0,809954854056.0
008490,2022,634966079026.0,497687749037.0,926418535898.0
008490,2023,594567151213.0,492948629584.0,993737055884.0
008490,2024,653264494420.0,550030469933.0,1017698965497.0
008490,2025,722308593846.0,592851073961.0,1061135569567.0
008500,2015,68103444690.0,55564359591.0,69075802854.0
008500,2016,78880851929.0,64071444658.0,68209325766.0
008500,2017,49086383720.0,45615809171.0,67184974279.0
008500,2018,48011221981.0,47087482651.0,68281022979.0
008500,2019,39790277219.0,46709568645.0,60518947241.0
008500,2020,31330330167.0,33460661421.0,46768525308.0
008500,2021,30523125956.0,32796917683.0,34576439514.0
008500,2022,31654086485.0,32556023330.0,33565988545.0
008500,2023,32579518556.0,28769783406.0,31049304763.0
008500,2024,43503261671.0,35873775708.0,33094013588.0
008500,2025,36617395256.0,30745472514.0,39797112266.0
008600,2015,291716142266.0,236886703089.0,305011415955.0
008600,2016,310849159549.0,249099664153.0,341543712173.0
008600,2017,290966512393.0,235353949967.0,307930289011.0
008600,2018,277696610066.0,225574812186.0,304848694739.0
008600,2019,269623315685.0,242071914733.0,281045531513.0
008600,2020,239612065664.0,194900745824.0,284787599903.0
008600,2021,276483060881.0,227014588505.0,288026485577.0
008600,2022,254858078450.0,211811894105.0,270394721804.0
008600,2023,216118598980.0,183611602266.0,302851731273.0
