순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,226340,본느,KOSDAQ,30.00,8060,105171273690,15443053,67627301040,Y
2,002680,한탑,KOSDAQ,29.99,2150,1502649169,735261,13896221850,Y
3,002990,금호건설,KOSPI,29.98,11490,143034808650,13439072,428117101260,Y
4,091590,남화토건,KOSDAQ,29.98,5680,10957660516,2127414,66683200000,Y
5,001210,금호전기,KOSPI,29.94,4080,8421363938,2152663,50494145280,Y
6,228340,동양파일,KOSDAQ,29.94,3190,5313682345,1805688,63800000000,Y
7,225190,LK삼양,KOSDAQ,29.93,1055,8840176991,8744998,74344204200,Y
8,002995,금호건설우,KOSPI,29.88,21950,670417400,31455,6415238700,Y
9,101730,위메이드맥스,KOSDAQ,29.88,4390,9784358855,2275760,367896425540,Y
10,079650,서산,KOSDAQ,29.86,5240,54486442408,11095869,104800000000,Y
11,181710,NHN,KOSPI,29.82,54200,64692420000,1282547,1775220133800,Y
12,126730,코칩,KOSDAQ,29.70,20000,68025072205,3786027,175402520000,Y
13,096690,에이루트,KOSDAQ,24.34,7100,471665740,69937,28562178200,
14,290660,다이나믹솔루션,KOSDAQ,24.07,1892,8294999409,4485430,81049284096,
15,119830,아이텍,KOSDAQ,23.91,6530,3150566980,517308,173296640080,
16,331520,밸로프,KOSDAQ,23.56,2780,851968915,327751,27247297080,
17,189330,씨이랩,KOSDAQ,22.23,16880,34831674285,2172006,158372953920,
18,095910,에스에너지,KOSDAQ,20.32,829,8324981294,9897883,30919137561,
19,003010,혜인,KOSPI,19.39,7080,74696101665,10424610,90006248760,
20,005360,모나미,KOSPI,19.22,1929,25871172506,13288816,36452905203,
21,039310,세중,KOSDAQ,18.68,1493,637797010,452019,27055648831,
22,457600,벡트,KOSDAQ,18.52,3935,1252364920,345132,53939012500,
23,111710,남화산업,KOSDAQ,17.99,3410,7192251986,2088331,70205080000,
24,090460,비에이치,KOSPI,16.83,18120,80530140385,4596562,610853068560,
25,382800,지앤비에스에코,KOSDAQ,16.56,5560,12041710807,2247660,176980587960,
26,203400,에이비온,KOSDAQ,16.53,980,8941989587,8817931,88299277920,
27,198440,강동씨앤엘,KOSDAQ,16.52,1354,7095464336,5151455,82501787184,
28,066980,한성크린텍,KOSDAQ,16.52,1749,5701745095,3261502,93814177248,
29,900300,오가닉티코스메틱,KOSDAQ,15.86,2265,2276034716,983130,46613919705,
30,241710,코스메카코리아,KOSDAQ,15.16,109400,87858491300,801610,1168392000000,
31,003350,한국화장품제조,KOSPI,14.63,10340,49050218610,4640421,234304400000,
32,122640,예스티,KOSDAQ,14.09,25100,18430614500,746876,542274832500,
33,299660,셀리드,KOSDAQ,14.08,1920,5607805064,2939676,56645715840,
34,450330,하스,KOSDAQ,13.93,5030,216991810,45404,41179820290,
35,354200,엔젠바이오,KOSDAQ,13.92,2275,6180334984,2529326,20330726325,
36,080580,오킨스전자,KOSDAQ,13.48,15830,5906091735,380354,333869817650,
37,148780,비큐AI,KOSDAQ,13.46,4930,39095291023,7879680,31005484850,
38,112040,위메이드,KOSDAQ,13.42,19010,18244706395,959635,645360661830,
39,288980,모아데이타,KOSDAQ,13.08,752,317144247,451706,27358797008,
40,025320,시노펙스,KOSDAQ,12.67,4625,22192975822,4828400,426251345125,
41,080530,코디,KOSDAQ,12.34,2640,407517645,150745,29229245760,
42,187420,HLB제넥스,KOSDAQ,12.32,1988,1458583360,762357,64898154636,
43,113810,디젠스,KOSDAQ,12.26,2380,232917969,98655,15530951800,
44,043150,바텍,KOSDAQ,12.21,22150,8262774685,372944,329021770400,
45,199480,뱅크웨어글로벌,KOSDAQ,12.15,3185,477770439,148656,32476132780,
46,036930,주성엔지니어링,KOSDAQ,12.15,162400,519045152950,3274568,7548534050400,
47,397810,애드포러스,KOSDAQ,12.03,6610,594076705,95085,34112689700,
48,012340,뉴인텍,KOSDAQ,11.98,991,1830334082,1916307,21846389863,
49,019680,대교,KOSPI,11.65,1150,174794787,159337,92537855000,
50,036540,SFA반도체,KOSDAQ,11.55,6180,41290257765,6713596,1016364672540,
51,199430,케이엔알시스템,KOSDAQ,11.43,16670,5085704485,324809,186654706810,
52,153890,져스텍,KOSDAQ,11.37,10580,36222180990,3345348,127492226900,
53,301300,바이브컴퍼니,KOSDAQ,11.27,2270,131127806,62931,29861196240,
54,037370,EG,KOSDAQ,10.95,3800,730429946,183560,32774893600,
55,318060,그래피,KOSDAQ,10.95,22300,5456532600,243430,249474047100,
56,128660,피제이메탈,KOSDAQ,10.71,3100,12812546562,4092256,76890443900,
57,377220,프롬바이오,KOSDAQ,10.66,3685,7843441832,1944263,20864470000,
58,228760,지노믹트리,KOSDAQ,10.65,14860,4030939530,283146,369407741720,
59,025870,신라에스지,KOSDAQ,10.53,2940,315041937,110220,11760000000,
60,439090,마녀공장,KOSDAQ,10.39,19130,38633780265,2072060,313603063800,
61,311320,지오엘리먼트,KOSDAQ,10.37,7980,2987728035,377222,100664188800,
62,058730,다스코,KOSPI,10.27,3650,36595754603,9704881,73917066150,
63,064290,인텍플러스,KOSDAQ,10.20,33500,15876818550,475900,434078863000,
64,429270,시지트로닉스,KOSDAQ,9.89,3890,2082033667,501419,25087508590,
65,045510,정원엔시스,KOSDAQ,9.88,1134,199384148,181888,35698271238,
66,291810,핀텔,KOSDAQ,9.72,1625,677763799,434260,18474157000,
67,011300,우성머티리얼스,KOSPI,9.66,3690,830888065,226645,63611559450,
68,297570,아틀라스링크,KOSDAQ,9.63,911,126392197,140179,31539929598,
69,004440,삼일씨엔에스,KOSPI,9.60,5310,663085051,126987,67606638570,
70,076080,웰크론한텍,KOSDAQ,9.53,1000,119664149,123170,22594156000,
71,048410,현대바이오,KOSDAQ,9.42,8250,13988819045,1774134,796170969000,
72,058400,KNN,KOSDAQ,9.36,5260,156841710,30182,69658032720,
73,290550,디케이티,KOSDAQ,9.34,20600,10730504770,539914,412025338000,
74,355690,에이텀,KOSDAQ,9.21,5100,716917446,145365,48808983900,
