code,name,mkt,track,price,score,div,pbr,roe,mcap,stop,R,weight,qty,amount,rule,ma60_ok
028050,028050,KOSPI,가치,41000,2.6752284263959387,1.66,1.97,13.023525034109232,9339400000000,24600.0,40.0,2.5,3,123000,재난 −40% · 익절 PBR≥1.0/+100%,False
090430,090430,KOSPI,가치,130000,2.6625373134328356,1.17,1.34,4.324652799756929,7223855736500,78000.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,True
214150,214150,KOSDAQ,가치,37850,2.5142987249544624,2.15,5.49,23.765759396724402,2961698918600,22710.0,40.0,2.5,3,113550,재난 −40% · 익절 PBR≥1.0/+100%,False
035900,035900,KOSDAQ,가치,42050,2.43992700729927,1.71,2.74,25.872931126534972,1670027124000,25230.0,40.0,2.5,2,84100,재난 −40% · 익절 PBR≥1.0/+100%,False
034220,034220,KOSPI,가치,8560,2.2988505747126435,0.0,0.87,3.429739551786796,4830000000000,5136.0,40.0,2.5,14,119840,재난 −40% · 익절 PBR≥1.0/+100%,False
259960,259960,KOSPI,가치,258000,2.283333333333333,0.95,1.5,10.430626255966834,11442182584000,154800.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,True
267270,267270,KOSPI,가치,114500,2.106666666666667,0.44,1.2,5.478003384094754,6450287336200,68700.0,40.0,2.5,1,114500,재난 −40% · 익절 PBR≥1.0/+100%,False
069620,069620,KOSPI,가치,125400,2.0803875968992247,0.53,1.29,19.46728576493327,1486557572500,75240.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
034730,034730,KOSPI,가치,462000,2.0589010989010985,0.96,1.82,6.342527081497098,45169183969000,277200.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
004170,004170,KOSPI,가치,396500,2.032281879194631,0.69,1.49,0.3128972712996454,4883158577000,237900.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
000720,000720,KOSPI,가치,81600,1.9903225806451612,0.7,1.55,4.514233641173511,11536457254000,48960.0,40.0,2.5,1,81600,재난 −40% · 익절 PBR≥1.0/+100%,False
066570,066570,KOSPI,가치,147300,1.9771895424836603,0.67,1.53,4.017820125283622,28065023127400,88380.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
008930,008930,KOSPI,가치,35150,1.9433962264150941,1.0,2.12,12.305526223160859,2427900025000,21090.0,40.0,2.5,3,105450,재난 −40% · 익절 PBR≥1.0/+100%,True
028260,028260,KOSPI,가치,290500,1.8987012987012988,0.6,1.54,4.886580835947925,55055893749500,174300.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
005290,005290,KOSDAQ,가치,33500,1.8346376811594205,1.11,2.76,9.136598549144184,2166230355000,20100.0,40.0,2.5,3,100500,재난 −40% · 익절 PBR≥1.0/+100%,False
036570,036570,KOSPI,가치,228000,1.8013513513513513,0.45,1.48,10.302338716184286,5008985115000,136800.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
085620,085620,KOSPI,가치,14040,1.7857142857142856,0.0,1.12,5.340582027502398,2216952000000,8424.0,40.0,2.5,8,112320,재난 −40% · 익절 PBR≥1.0/+100%,False
006800,006800,KOSPI,가치,30000,1.7638297872340425,0.7,1.88,11.714085001756235,20731952904000,18000.0,40.0,2.5,4,120000,재난 −40% · 익절 PBR≥1.0/+100%,False
010950,010950,KOSPI,가치,129500,1.7488489208633096,0.31,1.39,1.989808616827572,15356292828800,77700.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,True
000100,000100,KOSPI,가치,73000,1.7271929824561405,0.85,2.28,8.42327013450008,5734627272000,43800.0,40.0,2.5,1,73000,재난 −40% · 익절 PBR≥1.0/+100%,False
035720,035720,KOSPI,가치,35900,1.7014814814814814,0.22,1.35,4.362926829268292,16412448643500,21540.0,40.0,2.5,3,107700,재난 −40% · 익절 PBR≥1.0/+100%,False
006260,006260,KOSPI,가치,224000,1.6652216748768476,0.68,2.03,5.489741727691515,9516000000000,134400.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
161890,161890,KOSPI,가치,92500,1.6451937984496123,0.87,2.58,13.740081937457866,2419520392500,55500.0,40.0,2.5,1,92500,재난 −40% · 익절 PBR≥1.0/+100%,False
014680,014680,KOSPI,가치,188600,1.5725938566552902,0.89,2.93,13.506336753168377,2483408724500,113160.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
052690,052690,KOSPI,가치,80300,1.55441400304414,1.25,6.57,13.659605551497444,3711162000000,48180.0,40.0,2.5,1,80300,재난 −40% · 익절 PBR≥1.0/+100%,False
060370,060370,KOSDAQ,가치,23800,1.499090909090909,0.59,2.2,1.7421602787456445,1567165620000,14280.0,40.0,2.5,5,119000,재난 −40% · 익절 PBR≥1.0/+100%,False
257720,257720,KOSDAQ,가치,33200,1.4105286343612335,0.97,4.54,39.50688073394495,2518128076800,19920.0,40.0,2.5,3,99600,재난 −40% · 익절 PBR≥1.0/+100%,False
357780,357780,KOSDAQ,가치,227000,1.3947169811320754,0.64,2.65,7.46084597360957,2158552065000,136200.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
272210,272210,KOSPI,가치,55100,1.391743772241993,0.68,2.81,4.974356996876566,11901921507000,33060.0,40.0,2.5,2,110200,재난 −40% · 익절 PBR≥1.0/+100%,False
214450,214450,KOSDAQ,가치,354000,1.3484072249589492,1.02,6.09,26.664765196382735,3844169760000,212400.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,True
068270,068270,KOSPI,가치,190200,1.2958008658008657,0.43,2.31,5.929628148740504,41557347262200,114120.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,True
329180,329180,KOSPI,가치,447500,1.260751879699248,0.96,6.65,17.637742207245154,51063635962500,268500.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
000990,000990,KOSPI,가치,71000,1.256864111498258,0.56,2.87,12.488574494297183,4293902835600,42600.0,40.0,2.5,1,71000,재난 −40% · 익절 PBR≥1.0/+100%,False
058470,058470,KOSDAQ,가치,55400,1.1793577981651375,0.95,8.72,20.77841203943954,5319587130000,33240.0,40.0,2.5,2,110800,재난 −40% · 익절 PBR≥1.0/+100%,False
138040,138040,KOSPI,가치,123000,1.1627906976744187,0.0,1.72,21.053748001174817,21018817488800,73800.0,40.0,2.5,1,123000,재난 −40% · 익절 PBR≥1.0/+100%,True
180640,180640,KOSPI,가치,108400,1.1503361344537815,0.31,2.38,4.656921961826528,7390584285300,65040.0,40.0,2.5,1,108400,재난 −40% · 익절 PBR≥1.0/+100%,False
012450,012450,KOSPI,가치,863000,1.0780718336483932,0.7,5.29,15.15586154140371,46355497499000,517800.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
403870,403870,KOSDAQ,가치,28550,1.0711432604093156,0.93,14.17,23.642088690632377,3086250000000,17130.0,40.0,2.5,4,114200,재난 −40% · 익절 PBR≥1.0/+100%,False
128940,128940,KOSPI,가치,315000,0.9962779156327544,0.5,4.03,13.56737012987013,5002691985500,189000.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
103590,103590,KOSPI,가치,45250,0.9836245954692557,0.66,6.18,17.648011662752086,2980336875000,27150.0,40.0,2.5,2,90500,재난 −40% · 익절 PBR≥1.0/+100%,False
031980,031980,KOSDAQ,가치,76100,0.9736857562408223,0.68,6.81,18.105944472832565,2404207042500,45660.0,40.0,2.5,1,76100,재난 −40% · 익절 PBR≥1.0/+100%,False
068760,068760,KOSDAQ,가치,38950,0.9719277108433735,0.49,4.15,8.888663145062981,1813835262200,23370.0,40.0,2.5,3,116850,재난 −40% · 익절 PBR≥1.0/+100%,False
022100,022100,KOSPI,가치,17250,0.9266204506065858,0.58,5.77,9.14179104477612,2970758604660,10350.0,40.0,2.5,7,120750,재난 −40% · 익절 PBR≥1.0/+100%,False
005930,005930,KOSPI,가치,208000,0.8831417624521073,0.5,5.22,10.320796287325969,1484954766432000,124800.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
064760,064760,KOSDAQ,가치,140200,0.8607155025553663,0.52,5.87,13.21363988633428,2195637302400,84120.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
281820,281820,KOSPI,가치,55300,0.8572897196261682,0.39,4.28,9.993674889310562,1514597566500,33180.0,40.0,2.5,2,110600,재난 −40% · 익절 PBR≥1.0/+100%,False
267260,267260,KOSPI,가치,574000,0.8460092807424594,0.73,17.24,36.110421175886174,28729566595000,344400.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
237690,237690,KOSDAQ,가치,85500,0.8138394793926247,0.38,4.61,9.439754412893322,2085576136200,51300.0,40.0,2.5,1,85500,재난 −40% · 익절 PBR≥1.0/+100%,False
095340,095340,KOSDAQ,가치,107600,0.7590173410404624,0.47,6.92,10.460282957708882,2903996946000,64560.0,40.0,2.5,1,107600,재난 −40% · 익절 PBR≥1.0/+100%,False
098460,098460,KOSDAQ,가치,22500,0.7579650238473767,0.44,6.29,4.410316991533766,1885846489450,13500.0,40.0,2.5,5,112500,재난 −40% · 익절 PBR≥1.0/+100%,False
214370,214370,KOSDAQ,가치,49600,0.7561829652996845,0.63,15.85,9.452621895124196,3206785500000,29760.0,40.0,2.5,2,99200,재난 −40% · 익절 PBR≥1.0/+100%,False
097230,097230,KOSPI,가치,14310,0.7352941176470588,0.0,2.72,7.686084142394822,1459172759040,8586.0,40.0,2.5,8,114480,재난 −40% · 익절 PBR≥1.0/+100%,False
003230,003230,KOSPI,가치,1234000,0.7280625931445603,0.43,6.71,31.2967296729673,9190278300000,740400.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,True
011070,011070,KOSPI,가치,420000,0.6862779156327543,0.19,4.03,5.921603731747779,14531603698000,252000.0,40.0,2.5,0,0,재난 −40% · 익절 PBR≥1.0/+100%,False
377300,377300,KOSPI,가치,40050,0.684931506849315,0.0,2.92,2.382306926468497,6053338093750,24030.0,40.0,2.5,3,120150,재난 −40% · 익절 PBR≥1.0/+100%,False
