code,name,board,industry,mcap_억,adtv_억,latest_fy,rev_yoy,rev_cagr,cfo_yoy,roa,op_margin,accrual_sloan,debt_ratio,ni_positive,cfo_positive
356680,엑스게이트,벤처기업부,소프트웨어 개발 및 공급업,5449.0,225.33,2025,0.1138,0.0792,-0.6211,0.0567,0.078,0.036,0.4154,True,True
356860,티엘비,우량기업부,전자부품 제조업,9931.0,300.7,2025,0.4361,0.0702,0.7421,0.077,0.1004,0.0437,0.9541,True,True
357780,솔브레인,우량기업부,기타 화학제품 제조업,28158.4,319.39,2025,0.0695,0.1446,-0.44,0.0581,0.1447,-0.0435,0.3015,True,True
358570,지아이이노베이션,기술성장기업부,자연과학 및 공학 연구개발업,9081.5,177.78,2025,239.4339,0.186,,-0.2757,-6.9638,-0.0222,0.0941,False,False
365340,성일하이텍,기술성장기업부,기초 화학물질 제조업,7184.1,41.41,2025,0.4288,-0.1033,,-0.1118,-0.2802,-0.0802,3.6758,False,False
368770,파이버프로,벤처기업부,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",5240.2,54.57,2025,0.3196,0.3217,-0.1195,0.1533,0.2327,0.0677,0.3259,True,True
376900,로킷헬스케어,기술성장기업부,의료용품 및 기타 의약 관련제품 제조업,8603.6,90.8,2025,1.0019,0.4539,,-0.051,0.0173,0.2621,3.7627,False,False
383310,에코프로에이치엔,우량기업부,기타 화학제품 제조업,6428.8,173.55,2025,-0.3985,0.1161,-1.0836,0.0288,0.083,0.0394,0.5061,True,False
388720,유일로보틱스,벤처기업부,특수 목적용 기계 제조업,12818.1,397.14,2025,0.0497,0.0135,-46.8838,-0.228,-0.3419,-0.1238,0.2064,False,False
389470,인벤티지랩,기술성장기업부,자연과학 및 공학 연구개발업,6613.9,49.93,2025,0.6483,-0.0759,,-0.1438,-9.6574,0.0433,0.3685,False,False
389500,에스비비테크,기술성장기업부,일반 목적용 기계 제조업,4364.6,307.11,2025,0.3171,-0.0122,,-0.2933,-0.9533,-0.074,1.5778,False,False
393890,더블유씨피,기술성장기업부,일차전지 및 이차전지 제조업,4907.3,107.18,2025,-0.6559,-0.245,,-0.0833,-1.1519,-0.0692,1.1749,False,False
397030,에이프릴바이오,기술성장기업부,자연과학 및 공학 연구개발업,13416.1,149.05,2025,-0.9211,1.2145,-1.1522,-0.1002,-3.3444,-0.0658,0.0083,False,False
399720,가온칩스,벤처기업부,반도체 제조업,6310.1,47.05,2025,-0.29,0.1651,-1.0786,-0.0902,-0.2441,-0.0849,1.9131,False,False
403870,HPSP,우량기업부,특수 목적용 기계 제조업,36335.4,1268.26,2025,-0.0465,0.0277,0.1953,0.1965,0.5198,-0.0745,0.1994,True,True
417200,LS머트리얼즈,중견기업부,전자부품 제조업,12881.1,310.74,2025,0.081,0.0592,,-0.0037,-0.0009,-0.0242,0.3322,False,True
420770,기가비스,우량기업부,특수 목적용 기계 제조업,15895.4,184.91,2025,1.0064,-0.2427,7.5893,0.0646,0.2308,-0.0426,0.134,True,True
425040,티이엠씨,우량기업부,기초 화학물질 제조업,4253.6,467.78,2025,-0.0984,-0.0735,-0.4596,0.042,0.0888,-0.0092,0.4511,True,True
425420,티에프이,우량기업부,전자부품 제조업,5729.1,84.89,2025,0.5177,0.2057,1.8692,0.1261,0.1705,0.0369,0.3154,True,True
437730,삼현,기술성장기업부,자동차 신품 부품 제조업,15473.3,142.71,2025,-0.0538,-0.0244,-0.9863,0.048,0.0085,0.0475,0.534,True,True
440110,파두,기술성장기업부,반도체 제조업,53653.7,1249.51,2025,1.1244,1.028,,-0.6226,-0.7084,-0.5923,5.185,False,False
445680,큐리옥스바이오시스템즈,기술성장기업부,의료용 기기 제조업,15981.8,136.16,2025,0.1229,-0.1288,,-0.3483,-2.3904,-0.2059,0.4775,False,False
455900,엔젤로보틱스,기술성장기업부,특수 목적용 기계 제조업,4483.4,117.3,2025,0.1022,-0.0503,,-0.2623,-2.2141,-0.0674,0.1351,False,False
456160,지투지바이오,기술성장기업부,의약품 제조업,8884.9,75.47,2025,-0.4498,-0.4498,,-0.1784,-28.8422,0.0271,0.1613,False,False
458870,씨어스,기술성장기업부,의료용 기기 제조업,11227.6,98.56,2025,4.9472,4.9472,,0.296,0.3389,0.2575,0.3681,True,True
466100,클로봇,기술성장기업부,소프트웨어 개발 및 공급업,12067.7,379.12,2025,0.2399,0.2399,,-0.0294,-0.0768,0.0103,0.2084,False,False
475830,오름테라퓨틱,기술성장기업부,기초 의약물질 제조업,13704.0,107.19,2025,-0.9989,-0.9989,,-0.2479,-2196.5144,-0.0353,0.2937,False,False
475960,토모큐브,기술성장기업부,사진장비 및 광학기기 제조업,5460.4,41.23,2025,0.9039,0.9039,,-0.1159,-0.4925,0.0468,0.0701,False,False
476060,온코닉테라퓨틱스,기술성장기업부,자연과학 및 공학 연구개발업,7896.4,79.3,2025,2.5982,2.5982,,0.2085,0.2363,0.058,0.0509,True,True
476830,알지노믹스,기술성장기업부,자연과학 및 공학 연구개발업,15452.6,264.57,2025,,6.4263,,-1.6521,-1.8431,-1.4794,0.0672,False,False
