순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,002990,금호건설,KOSPI,30.00,9490,38554254600,4462344,353597153260,Y
2,002995,금호건설우,KOSPI,30.00,18460,430895520,23760,5395230360,Y
3,225430,케이엠제약,KOSDAQ,30.00,1755,812194250,469639,9788354550,Y
4,079650,서산,KOSDAQ,29.98,4205,31848303125,7876347,84100000000,Y
5,255440,야스,KOSDAQ,29.97,4965,19152730768,4093100,64832970000,Y
6,475400,씨메스로보틱스,KOSDAQ,29.95,18440,483644320,26228,217719125360,Y
7,004870,티웨이홀딩스,KOSPI,29.91,960,2011256876,2154518,21727390080,Y
8,011155,CJ씨푸드1우,KOSPI,29.88,6520,93016070,16410,1304000000,Y
9,365660,레몬헬스케어,KOSDAQ,29.85,5350,49666986857,10260792,71430840650,Y
10,091590,남화토건,KOSDAQ,26.32,4800,18772863417,4055834,56352000000,
11,236810,엔비티,KOSDAQ,22.79,1223,1015087898,846837,20760945998,
12,079950,인베니아,KOSDAQ,21.33,1570,1718072518,1149432,21664587000,
13,402030,코난테크놀로지,KOSDAQ,20.07,13760,2615532205,207660,172240634880,
14,060480,국일신동,KOSDAQ,18.00,872,331748545,405930,9670480000,
15,013720,청보,KOSDAQ,17.96,1944,108609917,66953,23649980832,
16,009620,삼보산업,KOSDAQ,17.53,1160,2260706806,2097410,20268735680,
17,067290,JW신약,KOSDAQ,15.57,1811,41313269750,22758792,101483193533,
18,198440,강동씨앤엘,KOSDAQ,15.20,1129,5600091514,4907511,68792110584,
19,011760,현대코퍼레이션,KOSPI,14.94,25000,2280089775,93970,330724150000,
20,228340,동양파일,KOSDAQ,14.69,2655,8746073819,3211644,53100000000,
21,332290,누보,KOSDAQ,14.47,878,567520317,702377,35036066712,
22,296640,이노에이엑스,KOSDAQ,14.29,4120,123634247,31420,21334398240,
23,377450,리파인,KOSDAQ,14.20,11980,1365364070,116453,207613400000,
24,079160,CJCGV,KOSPI,13.84,5430,11836162615,2226902,899113029300,
25,049080,기가레인,KOSDAQ,13.67,7150,12124283520,1676328,60691588100,
26,009730,이렘,KOSDAQ,13.60,1403,207201078,152264,11189630709,
27,038060,루멘스,KOSDAQ,12.56,690,2397043321,3204712,33191117610,
28,054950,제이브이엠,KOSDAQ,12.44,23050,2523944725,109284,278672010600,
29,039830,오로라,KOSDAQ,12.42,22000,5625870765,263147,236783580000,
