출발일,code,name,유형,등급,국면,시장낙폭,당시종가,2일누적,핵심선,카드수익,청산,경과일,40일수익,시총,표준수익,표준봉,표준how,단기수익,단기봉,단기how,창완결126,창완결20
2026-03-04,004690,삼천리,A,B,실행,-19.2,132000.0,-13.4,월10,7.8,목표,2,12.0,618391312500,0.03882575757575757,3,2단트레일,0.05176767676767691,1,목표전량,False,True
2026-03-04,075580,세진중공업,A,B,실행,-19.2,14800.0,-25.0,일240,16.7,목표,5,43.2,1121639766880,0.15646621621621626,17,2단트레일,0.11103603603603585,1,목표전량,False,True
2026-03-04,007700,F&F홀딩스,A,B,실행,-19.2,17630.0,-17.8,일240,10.8,목표,12,10.2,839003172150,0.0541690300623936,23,2단트레일,0.0722253734165248,1,목표전량,False,True
2026-03-04,298050,HS효성첨단소재,A,B,실행,-19.2,195300.0,-22.2,주60주,14.3,목표,5,42.1,1124466948000,0.10750128008192517,21,2단트레일,0.09506741764806281,1,목표전량,False,True
2026-03-04,025540,한국단자,A,A,실행,-19.2,67200.0,-16.7,주60주,10.0,목표,5,33.8,816280500000,0.1656994047619048,51,2단트레일,0.06696428571428581,1,목표전량,False,True
2026-03-04,064260,다날,A,C,실행,-19.2,6440.0,-24.1,주60주,15.8,목표,1,17.9,639202056480,0.13875776397515527,3,2단트레일,0.10559006211180133,1,목표전량,False,True
2026-03-04,180640,한진칼,A,B,실행,-19.2,113000.0,-27.7,일240,1.7,트레일,8,0.3,10434944207700,0.017061946902654945,8,트레일,0.015256637168141518,3,트레일,False,True
2026-03-04,035600,KG이니시스,A,A,실행,-19.2,9990.0,-13.3,주60주,7.7,목표,29,14.6,317427079680,0.0654954954954956,47,2단트레일,0.05105105105105112,1,목표전량,False,True
2026-03-04,078600,대주전자재료,A,B,실행,-19.2,77700.0,-22.8,주60주,14.8,목표,1,114.4,1558895715100,0.27958815958815963,5,2단트레일,0.0986700986700988,1,목표전량,False,True
2026-03-04,450950,아스테라시스,A,C,실행,-19.2,11400.0,-13.0,일240,7.5,목표,1,0.6,492921455200,0.037280701754385914,3,2단트레일,0.049707602339181145,1,목표전량,False,True
2026-03-04,093320,케이아이엔엑스,A,B,실행,-19.2,99800.0,-16.4,월10,9.8,목표,1,5.6,582672000000,0.049098196392785565,7,2단트레일,0.06546426185704735,1,목표전량,False,True
2026-03-04,138610,나이벡,A,C,실행,-19.2,26350.0,-17.8,주60주,10.8,목표,1,2.3,364277223200,0.07423149905123338,18,2단트레일,0.07210626185958247,1,목표전량,False,True
2026-03-04,121600,나노신소재,A,C,실행,-19.2,53400.0,-25.2,월10,16.9,목표,1,65.5,871879037400,0.15692883895131082,6,2단트레일,0.1123595505617978,1,목표전량,False,True
2026-03-04,265520,AP시스템,A,B,실행,-19.2,19300.0,-16.1,월10,9.6,목표,1,35.8,346168883000,0.0950777202072538,13,2단트레일,0.06390328151986169,1,목표전량,False,True
2026-03-04,060980,HL홀딩스,A,A,실행,-19.2,40700.0,-17.9,주60주,10.9,목표,5,8.7,456527785350,0.06246928746928748,21,2단트레일,0.07248157248157239,1,목표전량,False,True
2026-03-04,199800,툴젠,A,B,실행,-19.2,42200.0,-14.2,주60주,8.3,목표,1,111.1,442496386800,0.24526066350710896,19,2단트레일,0.05529225908372837,1,목표전량,False,True
2026-03-04,161580,필옵틱스,A,A,실행,-19.2,39200.0,-25.5,일240,17.1,목표,1,25.9,1230984492200,0.12535714285714283,10,2단트레일,0.11394557823129237,1,목표전량,False,True
2026-03-04,034230,파라다이스,A,A,실행,-19.2,16100.0,-19.3,주60주,12.0,목표,9,0.2,1843490902050,0.08832919254658389,13,2단트레일,0.07971014492753614,1,목표전량,False,True
2026-03-04,475150,SK이터닉스,A,B,실행,-19.2,21550.0,-25.2,월10,16.8,목표,2,173.8,972116409600,0.4763573085846867,8,2단트레일,0.1121423047177108,1,목표전량,False,True
2026-03-04,105630,한세실업,A,C,실행,-19.2,12290.0,-14.0,주60주,-5.3,트레일,18,-3.5,571600000000,-0.05340927583401134,18,트레일,0.054244643341470056,1,목표전량,False,True
2026-03-04,255220,SG,A,B,실행,-19.2,2465.0,-18.0,월10,11.0,목표,1,4.9,320492802895,0.08044624746450302,18,2단트레일,0.0730223123732252,1,목표전량,False,True
2026-03-04,375500,DL이앤씨,A,C,실행,-19.2,41650.0,-18.5,주60주,11.3,목표,4,142.7,1977244135300,0.29833133253301325,14,2단트레일,0.07563025210084029,1,목표전량,False,True
2026-03-04,450080,에코프로머티,A,A,실행,-19.2,55300.0,-23.1,월10,15.0,목표,1,51.4,5073174412600,0.15110307414104884,7,2단트레일,0.10006027727546729,1,목표전량,False,True
2026-03-04,071970,HD현대마린엔진,A,C,실행,-19.2,72100.0,-17.4,일240,10.5,목표,1,52.1,2961346513500,0.07875173370319,13,2단트레일,0.07027276930189563,1,목표전량,False,True
2026-03-04,011780,금호석유화학,A,B,실행,-19.2,120700.0,-21.3,월10,-5.6,손절,3,24.4,3993269222800,-0.05550952775476392,3,손절,-0.02435791217895611,3,트레일,False,True
2026-03-04,009900,명신산업,A,B,실행,-19.2,8600.0,-24.7,일240,16.4,목표,5,64.9,599208918860,0.1636976744186046,13,2단트레일,-0.005116279069767415,3,트레일,False,True
2026-03-04,090460,비에이치,A,C,실행,-19.2,15130.0,-21.8,주60주,13.9,목표,5,133.3,651981144920,0.2907799074686055,14,2단트레일,0.09275170742454275,1,목표전량,False,True
2026-03-04,126720,수산인더스트리,A,B,실행,-19.2,23300.0,-16.6,월10,10.0,목표,2,47.6,399293700000,0.04989270386266098,3,2단트레일,0.0665236051502145,1,목표전량,False,True
2026-03-04,000210,DL,A,B,실행,-19.2,40150.0,-22.3,일240,14.4,목표,5,91.3,1083419202800,0.3083561643835616,14,2단트레일,0.005927770859277759,3,트레일,False,True
2026-03-04,007690,국도화학,A,A,실행,-19.2,34250.0,-13.8,주60주,8.0,목표,5,29.5,368118072000,0.04014598540145986,17,2단트레일,0.05352798053527996,1,목표전량,False,True
2026-03-04,294570,쿠콘,A,C,실행,-19.2,27800.0,-18.8,주60주,11.6,목표,1,9.4,345641821000,0.07080935251798559,3,2단트레일,0.07733812949640284,1,목표전량,False,True
2026-03-04,034220,LG디스플레이,A,A,실행,-19.2,11000.0,-23.3,일240,-0.9,트레일,18,13.0,7170000000000,-0.008799999999999919,18,트레일,0.00530909090909093,3,트레일,False,True
2026-03-04,119850,지엔씨에너지,A,A,실행,-19.2,31150.0,-20.1,일240,12.6,목표,1,15.4,641507451000,0.09410914927768865,13,2단트레일,0.08400214018191532,1,목표전량,False,True
2026-03-04,286940,롯데이노베이트,A,C,실행,-19.2,19950.0,-16.0,주60주,9.5,목표,2,16.8,359322466250,0.07583959899749382,18,2단트레일,0.06349206349206349,1,목표전량,False,True
2026-03-04,213420,덕산네오룩스,A,C,실행,-19.2,34000.0,-18.6,주60주,11.4,목표,1,54.7,1036701723250,0.2661617647058824,18,2단트레일,0.07598039215686292,1,목표전량,False,True
2026-03-04,003090,대웅,A,B,실행,-19.2,22050.0,-18.2,주60주,11.1,목표,5,2.9,1566926361000,0.07238095238095243,13,2단트레일,0.07407407407407396,1,목표전량,False,True
2026-03-04,051915,LG화학우,A,B,실행,-19.2,148300.0,-26.2,일240,0.2,트레일,3,30.8,1545448800000,0.0016453135536076413,3,트레일,0.11845358507529768,1,목표전량,False,True
2026-03-04,090430,아모레퍼시픽,A,B,실행,-19.2,125400.0,-17.2,주60주,10.4,목표,10,12.8,8855803712600,0.06130781499202553,24,2단트레일,-0.016905901116427424,3,트레일,False,True
2026-03-04,377300,카카오페이,A,B,실행,-19.2,52300.0,-21.8,일240,14.0,목표,1,8.2,9041619963000,0.1107456978967496,14,2단트레일,0.0930528999362652,1,목표전량,False,True
2026-03-04,137400,피엔티,A,C,실행,-19.2,41550.0,-24.0,월10,15.8,목표,1,38.6,1295882821600,0.12978339350180512,13,2단트레일,0.10549538708383488,1,목표전량,False,True
2026-03-04,093370,후성,A,B,실행,-19.2,6270.0,-21.9,일240,14.0,목표,1,123.4,861260299900,0.09087719298245611,13,2단트레일,0.0935672514619883,1,목표전량,False,True
2026-03-04,371950,풍원정밀,A,C,실행,-19.2,11970.0,-35.5,일240,12.0,트레일,3,-10.9,420616890880,0.11966583124477848,3,트레일,0.1835143414090783,1,목표전량,False,True
2026-03-04,079160,CJ CGV,A,C,실행,-19.2,4850.0,-12.5,일240,-5.8,트레일,17,0.7,917326268860,-0.05830927835051547,17,트레일,0.04742268041237119,1,목표전량,False,True
2026-03-04,090435,아모레퍼시픽우,A,A,실행,-19.2,43550.0,-15.9,일240,9.5,목표,1,13.0,546895594000,0.047359357060849594,3,2단트레일,0.06314580941446613,1,목표전량,False,True
2026-03-04,441270,파인엠텍,A,B,실행,-19.2,7910.0,-19.5,주60주,-1.5,트레일,3,31.9,404287168530,-0.015423514538558836,3,트레일,0.08091024020227566,1,목표전량,False,True
2026-03-04,079900,전진건설로봇,A,C,실행,-19.2,46850.0,-21.8,일240,13.9,목표,1,40.9,874093445500,0.2679082177161153,28,2단트레일,0.09284951974386346,1,목표전량,False,True
2026-03-04,051910,LG화학,A,B,실행,-19.2,307000.0,-26.5,월10,-3.0,트레일,3,32.7,29472303202500,-0.029706840390879452,3,트레일,0.01439739413680785,2,트레일,False,True
2026-03-04,323410,카카오뱅크,A,C,실행,-19.2,22200.0,-18.2,주60주,11.1,목표,4,10.6,12951675014550,0.07204954954954956,47,2단트레일,0.07432432432432434,1,목표전량,False,True
2026-03-04,455900,엔젤로보틱스,A,C,실행,-19.2,25600.0,-25.7,일240,17.3,목표,2,18.6,524261925850,0.10677734375000003,3,2단트레일,0.115234375,1,목표전량,False,True
2026-03-04,383800,LX홀딩스,A,A,실행,-19.2,7800.0,-14.2,주60주,8.3,목표,5,19.1,693391472100,0.09021794871794864,47,2단트레일,0.055128205128205154,1,목표전량,False,True
2026-03-04,389650,넥스트바이오메디컬,A,B,실행,-19.2,60900.0,-19.9,일240,12.4,목표,2,-2.5,623495336000,0.1710509031198686,18,2단트레일,0.08264915161466879,1,목표전량,False,True
2026-03-04,215600,신라젠,A,A,실행,-19.2,3070.0,-15.2,주60주,9.0,목표,1,16.6,500030006320,0.09299674267100977,13,2단트레일,0.059717698154180265,1,목표전량,False,True
2026-03-04,475400,씨메스로보틱스,A,C,실행,-19.2,27400.0,-25.3,일240,17.0,목표,2,20.1,431447475400,0.2994525547445256,8,2단트레일,0.11313868613138678,1,목표전량,False,True
2026-03-04,001390,KG케미칼,A,B,실행,-19.2,4570.0,-16.0,주60주,9.5,목표,1,39.2,365747683200,0.13393873085339159,4,2단트레일,0.06345733041575485,1,목표전량,False,True
2026-03-04,393890,더블유씨피,A,A,실행,-19.2,7840.0,-21.5,월10,13.7,목표,1,163.4,338093008560,0.5181505102040816,12,2단트레일,0.0914115646258502,1,목표전량,False,True
2026-03-04,114190,강원에너지,A,B,실행,-19.2,11370.0,-27.5,일240,19.0,목표,2,42.1,409609235840,0.162858399296394,7,2단트레일,0.12635590735854585,1,목표전량,False,True
2026-03-04,087010,펩트론,A,B,실행,-19.2,220000.0,-22.8,주60주,14.8,목표,1,22.7,6645444750000,0.1338636363636364,3,2단트레일,0.0984848484848484,1,목표전량,False,True
2026-03-04,399720,가온칩스,A,A,실행,-19.2,52800.0,-24.1,월10,15.9,목표,1,35.8,807389232000,0.11537878787878797,3,2단트레일,0.10606060606060597,1,목표전량,False,True
2026-03-04,190510,나무가,A,B,실행,-19.2,17500.0,-22.9,월10,14.9,목표,5,8.5,319736695900,0.08217142857142856,13,2단트레일,0.09904761904761905,1,목표전량,False,True
2026-03-04,373220,LG에너지솔루션,A,C,실행,-19.2,347500.0,-18.6,주60주,11.4,목표,10,36.1,99918000000000,0.18142446043165472,47,2단트레일,0.07625899280575532,1,목표전량,False,True
2026-03-03,204270,제이앤티씨,A,B,실행,-8.2,19250.0,-18.4,일240,-5.0,손절,1,2.1,1284235945200,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,False,True
2026-03-03,008930,한미사이언스,A,B,실행,-8.2,40450.0,-13.9,월10,-5.8,손절,1,-4.8,2981871580000,-0.058220024721878816,1,손절,-0.058220024721878816,1,손절,False,True
2026-03-03,002790,아모레퍼시픽홀딩스,A,B,실행,-8.2,28500.0,-12.0,월10,-5.5,손절,1,3.7,2491013943000,-0.05466666666666664,1,손절,-0.05466666666666664,1,손절,False,True
2026-02-24,082270,젬백스,A,B,주의,0.0,39700.0,-15.0,주60주,8.8,목표,2,-41.4,1837390746450,0.08549118387909327,4,2단트레일,0.05877413937867337,2,목표전량,False,True
2026-02-06,077970,STX엔진,A,A,실행,-5.2,30800.0,-12.0,월10,6.8,목표,2,9.1,1361019335700,0.07337662337662332,9,2단트레일,0.045454545454545414,1,목표전량,True,True
2026-02-06,336570,원텍,A,C,실행,-5.2,8070.0,-13.2,주60주,-7.3,트레일,13,-12.1,919482127340,-0.07311028500619576,13,트레일,0.050805452292441045,2,목표전량,True,True
2026-02-06,087010,펩트론,A,C,실행,-5.2,247500.0,-14.1,월10,8.2,목표,1,10.7,7123450425000,0.040909090909090895,4,2단트레일,0.05454545454545445,1,목표전량,True,True
2026-02-06,011170,롯데케미칼,A,C,실행,-5.2,72900.0,-14.6,일240,8.6,목표,3,32.6,3567469944600,0.14764060356652953,10,2단트레일,0.057155921353452266,2,목표전량,True,True
2026-02-02,194480,데브시스터즈,A,C,실행,-5.3,35800.0,-13.7,주60주,8.0,목표,5,-32.4,466365817500,0.03980446927374304,11,2단트레일,0.05307262569832405,1,목표전량,True,True
2026-02-02,214450,파마리서치,A,C,실행,-5.3,422500.0,-20.9,주60주,-4.8,트레일,3,-31.2,4919498328000,-0.04814201183431954,3,트레일,-0.004875739644970456,3,트레일,True,True
2026-02-02,051915,LG화학우,A,C,실행,-5.3,149600.0,-13.8,월10,8.0,목표,8,0.3,1223288080000,0.1312834224598931,17,2단트레일,0.053475935828877,2,목표전량,True,True
2026-02-02,051910,LG화학,A,B,실행,-5.3,296500.0,-13.6,월10,7.8,목표,3,2.7,21918922501500,0.16841483979763916,17,2단트레일,0.05227655986509272,2,목표전량,True,True
2026-02-02,079550,LIG디펜스앤에어로스페이스,A,C,실행,-5.3,454000.0,-13.5,일240,-8.0,트레일,4,89.4,10593000000000,-0.08026431718061677,4,트레일,-0.03845814977973572,3,트레일,True,True
2026-02-02,047920,HLB제약,A,B,실행,-5.3,16230.0,-15.3,월10,-5.8,손절,4,1.2,544469309600,-0.0581947011706716,4,손절,-0.031250770178681386,4,트레일,True,True
2026-02-02,028300,HLB,A,B,실행,-5.3,54200.0,-17.0,주60주,-6.4,손절,4,-5.7,7385035960500,-0.06402214022140218,4,손절,-0.03586715867158674,3,트레일,True,True
2026-02-02,101730,위메이드맥스,A,B,실행,-5.3,6990.0,-13.7,월10,-6.2,손절,4,-32.4,650313499360,-0.0622317596566524,4,손절,-0.036566523605150114,2,트레일,True,True
2026-01-30,047920,HLB제약,A,B,관찰만,0.0,16600.0,-17.0,월10,-8.2,손절,5,-3.4,544469309600,-0.08204819277108433,5,손절,-0.05284337349397583,5,트레일,True,True
2026-01-21,089030,테크윙,A,C,관찰만,0.0,39150.0,-19.3,일240,-6.2,손절,2,36.1,1697056941000,-0.06213282247765006,2,손절,-0.051800766283524924,2,트레일,True,True
2025-12-15,314930,바이오다인,A,B,주의,-3.1,14120.0,-13.4,월10,-5.0,손절,3,0.9,441401647490,-0.050000000000000044,3,손절,-0.050000000000000044,3,손절,True,True
2025-12-03,204620,글로벌텍스프리,A,C,주의,-4.4,4830.0,-18.0,주60주,11.0,목표,13,-3.6,438567979200,0.054865424430641796,14,2단트레일,0.0731538992408558,13,목표전량,True,True
2025-12-02,204620,글로벌텍스프리,A,B,실행,-5.4,5220.0,-16.3,일240,-7.9,손절,1,-10.4,438567979200,-0.07911877394636013,1,손절,-0.07911877394636013,1,손절,True,True
2025-11-27,099320,쎄트렉아이,A,B,실행,-5.6,48700.0,-12.7,주60주,7.3,목표,11,192.0,660362063400,0.1661806981519508,19,2단트레일,0.04859685147159465,10,목표전량,True,True
2025-11-24,214450,파마리서치,A,C,실행,-8.9,418000.0,-12.4,일240,7.1,목표,3,9.1,5620799568000,0.04844497607655507,5,2단트레일,0.047049441786283897,3,목표전량,True,True
2025-11-24,007390,네이처셀,A,A,실행,-8.9,22300.0,-17.1,주60주,-5.2,손절,1,-9.9,1591545883200,-0.05159753363228703,1,손절,-0.05159753363228703,1,손절,True,True
2025-11-24,336370,솔루스첨단소재,A,C,실행,-8.9,8230.0,-13.9,월10,8.1,목표,2,-4.4,644595217920,0.04829890643985424,3,2단트레일,0.05386796273795058,2,목표전량,True,True
2025-11-20,036570,NC,A,A,실행,-5.1,187000.0,-16.7,일240,10.0,목표,2,25.1,4750456851000,0.08542780748663104,7,2단트레일,0.0668449197860963,2,목표전량,True,True
2025-11-19,419530,SAMG엔터,A,A,실행,-6.9,41250.0,-16.7,주60주,-4.0,트레일,10,-9.5,554867355000,-0.040000000000000036,10,트레일,0.06666666666666665,1,목표전량,True,True
2025-11-12,214450,파마리서치,A,A,주의,-1.7,434500.0,-12.3,일240,7.0,목표,1,3.9,5620799568000,0.037376294591484505,8,2단트레일,0.04679708477176825,1,목표전량,True,True
2025-11-11,052020,에스티큐브,A,C,주의,-2.7,7640.0,-14.5,월10,8.5,목표,28,18.3,580577305140,0.04253926701570676,29,2단트레일,-0.043874345549738236,7,트레일,True,True
2025-11-10,122870,와이지엔터테인먼트,A,B,주의,-3.5,67100.0,-15.6,주60주,-6.1,손절,3,1.6,1710230983500,-0.0613263785394933,3,손절,-0.0613263785394933,3,손절,True,True
2025-11-07,011790,SKC,A,B,실행,-6.4,110900.0,-12.1,월10,6.9,목표,1,-4.3,4835781654600,0.03449053201082053,8,2단트레일,0.04598737601442737,1,목표전량,True,True
2025-11-07,122870,와이지엔터테인먼트,A,B,실행,-6.4,72000.0,-14.1,일240,-7.1,손절,1,-10.7,1710230983500,-0.07111111111111112,1,손절,-0.07111111111111112,1,손절,True,True
2025-11-06,009830,한화솔루션,A,B,주의,-4.6,27600.0,-18.3,월10,-0.2,만기,40,-0.2,5259911601600,-0.05623188405797097,42,트레일,-0.013333333333333308,8,트레일,True,True
2025-10-31,025980,아난티,A,B,주의,0.0,7710.0,-12.2,월10,-5.5,손절,4,0.3,730133422560,-0.05492866407263297,4,손절,-0.05492866407263297,4,손절,True,True
2025-10-30,025980,아난티,A,C,주의,0.0,7850.0,-24.2,월10,-8.9,손절,5,-6.1,853257851320,-0.08908917197452237,5,손절,-0.06652229299363055,2,트레일,True,True
2025-10-30,045390,대아티아이,A,B,주의,0.0,4165.0,-17.4,월10,-7.4,손절,4,-9.4,316777829615,-0.0738355342136855,4,손절,-0.06453781512605039,2,트레일,True,True
2025-10-17,260970,에스앤디,A,B,주의,0.0,79900.0,-12.9,일240,-5.5,손절,5,-11.0,322252795600,-0.05475594493116398,5,손절,-0.04315394242803505,5,트레일,True,True
2025-10-16,260970,에스앤디,A,C,주의,0.0,84500.0,-13.7,일240,-9.5,손절,6,-20.8,322252795600,-0.09490951676528603,6,손절,-0.07999999999999996,4,트레일,True,True
2025-09-17,220100,퓨쳐켐,A,B,관찰만,-1.0,18140.0,-12.8,월10,7.3,목표,19,68.7,410879061450,0.03665931642778386,22,2단트레일,0.048879088570378704,1,목표전량,True,True
2025-09-01,048410,현대바이오,A,B,관찰만,-3.4,5720.0,-14.1,월10,8.2,목표,1,-9.4,583929036800,0.04108391608391604,2,2단트레일,0.054778554778554644,1,목표전량,True,True
2025-08-21,107640,한중엔시에스,A,B,주의,-3.5,30900.0,-12.1,일240,6.9,목표,4,47.7,316122315400,0.045582524271844616,7,2단트레일,0.045846817691477915,2,목표전량,True,True
2025-08-19,099430,바이오플러스,A,C,주의,-3.2,6110.0,-12.6,주60주,7.2,목표,19,3.9,419262636870,0.06530278232405884,33,2단트레일,0.04800872885979257,18,목표전량,True,True
2025-08-19,084110,휴온스글로벌,A,C,주의,-3.2,42950.0,-13.3,월10,7.7,목표,2,37.4,551597193000,0.038416763678696175,35,2단트레일,0.051222351571594826,2,목표전량,True,True
2025-08-18,161390,한국타이어앤테크놀로지,A,B,주의,-2.4,39000.0,-14.1,월10,8.2,목표,38,9.9,5506246817050,0.254051282051282,94,2단트레일,0.05470085470085473,8,목표전량,True,True
2025-08-12,000210,DL,A,B,주의,-2.0,39650.0,-13.8,일240,-6.5,손절,5,-7.1,1058272142000,-0.06546894703657002,5,손절,-0.06546894703657002,5,손절,True,True
2025-08-11,042000,카페24,A,C,주의,-1.5,39100.0,-13.7,주60주,-5.9,손절,6,-1.4,1050157238200,-0.058503836317135516,6,손절,-0.058503836317135516,6,손절,True,True
2025-08-07,007390,네이처셀,A,A,주의,-0.8,19520.0,-44.7,주60주,6.2,트레일,4,5.3,2435645116800,0.06168032786885247,4,트레일,0.10993852459016384,3,트레일,True,True
2025-08-04,204620,글로벌텍스프리,A,C,주의,-3.3,4355.0,-39.3,주60주,1.4,트레일,11,36.2,504634309400,0.014374282433984087,11,트레일,0.060482204362801495,4,트레일,True,True
2025-08-01,022100,포스코DX,A,B,주의,-4.1,22650.0,-12.9,월10,7.4,목표,6,-6.4,3641231759550,0.04690949227373076,12,2단트레일,0.04930095658572475,2,목표전량,True,True
2025-08-01,096770,SK이노베이션,A,C,주의,-4.1,102000.0,-13.0,주60주,7.5,목표,3,-0.4,16296652330400,0.03725490196078429,19,2단트레일,0.04967320261437913,2,목표전량,True,True
2025-07-31,185750,종근당,A,B,관찰만,-0.3,84600.0,-12.3,월10,-5.2,손절,13,-5.7,1167715188000,-0.052245862884160776,13,손절,-0.052245862884160776,13,손절,True,True
2025-06-26,012510,012510,A,C,주의,-0.9,64200.0,-16.2,일240,9.7,목표,4,3.9,1692321068800,0.13769470404984419,22,2단트레일,0.06438213914849422,3,목표전량,True,True
2025-06-26,101730,위메이드맥스,A,B,주의,-0.9,8240.0,-13.5,월10,-5.4,트레일,4,-12.4,556497983360,-0.053786407766990285,4,트레일,0.05218446601941751,1,목표전량,True,True
2025-06-25,003280,흥아해운,A,A,관찰만,0.0,1795.0,-19.5,월10,12.1,목표,5,-6.9,379871340420,0.06058495821727017,6,2단트레일,-0.04155988857938708,5,트레일,True,True
2025-06-25,112040,위메이드,A,C,관찰만,0.0,37650.0,-12.4,주60주,-8.7,손절,3,-22.0,886055406300,-0.08660801239486515,3,손절,-0.07999999999999996,3,트레일,True,True
2025-06-25,101730,위메이드맥스,A,B,관찰만,0.0,8660.0,-12.8,일240,-5.3,손절,1,-15.7,556497983360,-0.053414405311778324,1,손절,-0.053414405311778324,1,손절,True,True
2025-06-20,003280,흥아해운,A,B,관찰만,0.0,1931.0,-15.7,일240,9.3,목표,1,-11.7,379871340420,0.05574831693423088,2,2단트레일,0.06197134472639387,1,목표전량,True,True
2025-06-17,381970,케이카,A,C,주의,0.0,13890.0,-13.1,주60주,7.6,목표,3,9.4,727067481570,0.08296616270698332,39,2단트레일,0.050395968322534124,2,목표전량,True,True
2025-06-05,256840,한국비엔씨,A,B,관찰만,-2.7,5120.0,-13.1,주60주,7.5,목표,2,-3.8,382327412740,0.03759765625,14,2단트레일,0.05013020833333348,2,목표전량,True,True
2025-05-27,448280,에코아이,A,B,주의,-8.8,9200.0,-21.2,월10,13.4,목표,3,50.1,311620706650,0.09511956521739129,4,2단트레일,0.08949275362318843,3,목표전량,True,True
2025-05-26,448280,에코아이,A,B,주의,-8.5,9730.0,-20.2,주60주,-5.3,손절,1,40.7,311620706650,-0.052929085303186074,1,손절,-0.052929085303186074,1,손절,True,True
2025-05-16,044490,태웅,A,A,주의,-9.1,13830.0,-18.3,월10,11.2,목표,5,142.6,300911010240,0.15047722342733194,7,2단트레일,0.07447577729573385,1,목표전량,True,True
2025-05-16,017810,풀무원,A,A,주의,-9.1,12930.0,-14.0,주60주,-6.5,손절,18,-2.4,559228351140,-0.06542923433874714,18,손절,-0.06363495746326364,18,트레일,True,True
2025-05-12,023160,태광,A,A,실행,-9.8,18000.0,-15.5,월10,9.2,목표,10,12.2,557825000000,0.12394444444444441,26,2단트레일,0.061111111111111116,7,목표전량,True,True
2025-05-09,001790,대한제당,A,A,실행,-10.9,2910.0,-13.0,월10,-5.8,손절,1,10.7,305416854900,-0.05848797250859117,1,손절,-0.05848797250859117,1,손절,True,True
2025-05-08,084690,대상홀딩스,A,C,실행,-10.8,9300.0,-12.7,월10,7.3,목표,16,14.8,386387780460,0.09930107526881715,53,2단트레일,0.048387096774193505,15,목표전량,True,True
2025-05-08,001790,대한제당,A,C,실행,-10.8,3085.0,-13.8,주60주,-8.7,손절,2,2.4,305416854900,-0.08651674770394402,2,손절,-0.053160453808752006,2,트레일,True,True
2025-05-07,130660,한전산업,A,B,실행,-11.0,11030.0,-12.6,주60주,7.2,목표,7,19.2,411412000000,0.05741613780598376,17,2단트레일,0.04805077062556662,7,목표전량,True,True
2025-04-28,195940,HK이노엔,A,B,실행,-11.8,41150.0,-15.8,월10,9.4,목표,25,4.0,985880206800,0.058189550425273295,33,2단트레일,-0.040874848116646434,4,트레일,True,True
2025-04-22,053800,안랩,A,C,실행,-14.0,69000.0,-12.2,주60주,7.0,목표,1,1.9,828924697000,0.034782608695652195,2,2단트레일,0.04637681159420293,1,목표전량,True,True
2025-04-16,220100,퓨쳐켐,A,B,실행,-15.4,19560.0,-12.1,일240,-5.6,손절,8,-19.2,469670793750,-0.056313905930470365,8,손절,0.04584185412406283,2,목표전량,True,True
2025-04-09,000250,삼천당제약,A,B,실행,-20.7,146400.0,-18.0,일240,11.0,목표,2,12.0,3870482880000,0.05498633879781423,8,2단트레일,0.07331511839708571,1,목표전량,True,True
2025-04-08,323280,태성,A,C,실행,-19.3,17260.0,-25.8,주60주,17.4,목표,2,39.0,753408067500,0.16034183082271147,15,2단트레일,0.11568173039783702,1,목표전량,True,True
2025-04-07,095610,테스,A,C,실행,-19.5,17940.0,-15.6,월10,9.2,목표,5,33.2,428970504200,0.2365384615384616,72,2단트레일,-0.034871794871794815,2,트레일,True,True
2025-04-07,000990,DB하이텍,A,C,실행,-19.5,37800.0,-13.3,월10,7.7,목표,4,16.5,1898039637000,0.03835978835978837,21,2단트레일,0.05114638447971798,3,목표전량,True,True
2025-03-31,080220,제주반도체,A,C,실행,-14.2,12520.0,-12.8,월10,7.3,목표,2,6.6,431224269160,0.03654153354632583,3,2단트레일,0.048722044728434444,1,목표전량,True,True
2025-03-27,267260,HD현대일렉트릭,A,C,실행,-9.8,304000.0,-12.4,주60주,-8.1,손절,5,29.1,11733342442500,-0.08095833333333347,5,손절,-0.06335526315789475,5,트레일,True,True
2025-03-21,304100,솔트룩스,A,A,주의,-8.6,22000.0,-13.2,주60주,7.6,목표,4,42.3,302051143200,0.038068181818181834,5,2단트레일,0.05075757575757578,3,목표전량,True,True
2025-03-18,012510,012510,A,B,실행,-9.6,57700.0,-13.0,주60주,-7.3,손절,14,-0.9,2141986272000,-0.07305025996533798,14,손절,-0.038544194107452356,9,트레일,True,True
2025-03-07,328130,루닛,A,B,주의,-11.3,51400.0,-14.2,월10,8.3,목표,5,1.2,1774508688000,0.05838521400778196,15,2단트레일,0.05512321660181563,4,목표전량,True,True
2025-03-07,281740,레이크머티리얼즈,A,C,주의,-11.3,14850.0,-12.0,월10,-6.1,손절,2,-13.5,1232447775000,-0.06087542087542086,2,손절,-0.05769696969696969,2,트레일,True,True
2025-03-06,241590,화승엔터프라이즈,A,B,주의,-10.9,8800.0,-12.8,월10,-6.9,손절,6,-11.2,607710438280,-0.0694318181818182,6,손절,-0.06431818181818183,4,트레일,True,True
