출발일,code,name,유형,등급,국면,시장낙폭,당시종가,2일누적,핵심선,카드수익,청산,경과일,40일수익,시총,표준수익,표준봉,표준how,단기수익,단기봉,단기how,창완결126,창완결20
2021-07-08,003090,대웅,A,C,관찰만,-1.6,38500.0,-13.1,월10,-7.9,트레일,13,-5.3,2718137565000,-0.07885714285714285,13,트레일,-0.03698701298701301,8,트레일,True,True
2021-05-31,086520,에코프로,A,B,관찰만,-1.4,48950.0,-34.6,일240,-7.6,손절,7,45.0,915432893650,-0.07633767449778694,7,손절,-0.07436159346271709,3,트레일,True,True
2021-05-27,049950,미래컴퍼니,A,B,관찰만,-2.6,33100.0,-12.1,주60주,-5.4,손절,31,-3.2,316095166800,-0.05430513595166164,31,손절,-0.0226586102719033,20,만기,True,True
2021-05-21,139670,키네마스터,A,C,관찰만,-2.9,21300.0,-23.9,주60주,-6.8,손절,1,31.2,731500578000,-0.0678403755868544,1,손절,-0.0678403755868544,1,손절,True,True
2021-05-20,139670,키네마스터,A,B,관찰만,-2.7,22450.0,-43.9,주60주,-8.9,트레일,2,26.1,731500578000,-0.08864142538975506,2,트레일,-0.04721603563474386,2,트레일,True,True
2021-05-18,156100,엘앤케이바이오,A,A,관찰만,-2.3,23450.0,-30.1,일240,-5.3,손절,1,-14.1,592628877750,-0.0532898898365316,1,손절,-0.0532898898365316,1,손절,True,True
2021-05-14,225570,넥슨게임즈,A,A,관찰만,-3.0,10450.0,-19.0,주60주,11.7,목표,21,18.2,377947667700,0.15650717703349282,48,2단트레일,0.04784688995215314,20,만기,True,True
2021-05-13,253840,수젠텍,A,C,관찰만,-3.9,25650.0,-13.8,주60주,-5.2,손절,2,2.1,500910136500,-0.051851851851851816,2,손절,-0.051851851851851816,2,손절,True,True
2021-05-13,000210,DL,A,B,관찰만,-3.9,82800.0,-18.0,주60주,-5.9,손절,28,-6.6,1460743385200,-0.0591787439613527,28,손절,-0.019323671497584516,20,만기,True,True
2021-05-07,010140,삼성중공업,A,B,관찰만,-0.7,6010.0,-16.1,주60주,9.6,목표,16,16.1,4725000000000,0.09545757071547412,32,2단트레일,0.06378258458125341,16,목표전량,True,True
2021-05-06,010140,삼성중공업,A,A,관찰만,-1.3,6000.0,-19.0,주60주,11.7,목표,17,16.5,4725000000000,0.10728333333333329,33,2단트레일,0.07833333333333337,17,목표전량,True,True
2021-05-04,336260,두산퓨얼셀,A,B,관찰만,-2.3,39250.0,-13.0,주60주,7.5,목표,3,27.9,2953767042600,0.037261146496815334,6,2단트레일,0.04968152866242037,3,목표전량,True,True
2021-05-04,253840,수젠텍,A,A,관찰만,-2.3,27350.0,-16.5,일240,9.9,목표,3,-15.4,500910136500,0.08025594149908599,5,2단트레일,0.06581352833638032,1,목표전량,True,True
2021-05-04,206640,바디텍메드,A,C,관찰만,-2.3,21300.0,-13.1,주60주,7.5,목표,1,8.9,575420720000,0.03755868544600938,2,2단트레일,0.05007824726134591,1,목표전량,True,True
2021-05-04,243070,휴온스,A,C,관찰만,-2.3,64100.0,-15.2,월10,9.0,목표,3,-2.0,820991127600,0.044851794071762874,5,2단트레일,0.05980239209568383,1,목표전량,True,True
2021-05-04,109820,진매트릭스,A,C,관찰만,-2.3,14750.0,-21.5,주60주,-9.2,손절,3,-13.6,383400432000,-0.09186440677966101,3,손절,-0.07999999999999996,3,트레일,True,True
2021-05-03,109820,진매트릭스,A,A,관찰만,-2.9,15650.0,-25.8,주60주,-6.2,손절,1,-17.9,383400432000,-0.061629659211927645,1,손절,-0.061629659211927645,1,손절,True,True
2021-05-03,206640,바디텍메드,A,C,관찰만,-2.9,21800.0,-17.7,주60주,-5.0,손절,1,4.4,575420720000,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2021-05-03,003090,대웅,A,B,관찰만,-2.9,33400.0,-12.5,일240,-6.1,손절,1,40.0,2110553874000,-0.06137724550898205,1,손절,-0.06137724550898205,1,손절,True,True
2021-04-29,095700,제넥신,A,B,관찰만,-1.4,104000.0,-14.0,주60주,-5.2,손절,2,-14.2,2365684362000,-0.05182692307692305,2,손절,-0.05182692307692305,2,손절,True,True
2021-04-28,019170,신풍제약,A,C,관찰만,-1.2,80000.0,-15.3,주60주,-5.0,손절,1,14.1,4509022649000,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2021-04-28,192820,코스맥스,A,C,관찰만,-1.2,111500.0,-16.8,일240,10.1,목표,2,12.1,1226040098000,0.11080717488789238,65,2단트레일,0.06726457399103136,2,목표전량,True,True
2021-04-27,019170,신풍제약,A,C,관찰만,-0.2,80500.0,-19.4,주60주,-5.5,손절,2,-0.7,4509022649000,-0.05472049689440994,2,손절,-0.049142857142857155,2,트레일,True,True
2021-04-26,065660,안트로젠,A,A,관찰만,-0.1,57200.0,-13.3,월10,-5.1,손절,4,14.0,446037842700,-0.05149475524475522,4,손절,-0.05149475524475522,4,손절,True,True
2021-03-31,069260,TKG휴켐스,A,C,관찰만,-4.6,21800.0,-15.2,월10,0.0,만기,40,0.0,891153218400,0.15426605504587154,104,2단트레일,0.059633027522935755,13,목표전량,True,True
2021-03-24,053800,안랩,A,C,실행,-6.6,62100.0,-17.0,주60주,10.2,목표,7,8.4,879216469000,0.09599033816425118,23,2단트레일,0.06816961889425643,7,목표전량,True,True
2021-03-23,078590,휴림에이텍,A,C,실행,-6.4,3890.0,-13.5,주60주,7.8,목표,1,-26.1,345601156430,0.16745317664340786,2,2단트레일,0.05184233076263922,1,목표전량,True,True
2021-03-19,185750,종근당,A,B,실행,-5.3,152000.0,-22.1,일240,-6.2,손절,3,-15.1,1953862929000,-0.0625,3,손절,-0.0625,3,손절,True,True
2021-03-10,049950,미래컴퍼니,A,B,실행,-7.8,31950.0,-14.0,주60주,8.1,목표,27,18.5,331983548200,0.13974960876369336,34,2단트레일,0.05425143453312464,3,목표전량,True,True
2021-03-09,185750,종근당,A,B,실행,-7.3,160000.0,-15.3,월10,9.1,목표,6,-20.3,1953862929000,0.12556250000000002,7,2단트레일,0.06041666666666656,5,목표전량,True,True
2021-03-09,175250,아이큐어,A,B,실행,-7.3,45650.0,-17.6,일240,-6.5,손절,2,-2.7,396348172500,-0.06456736035049293,2,손절,-0.06456736035049293,2,손절,True,True
2021-03-08,065660,안트로젠,A,B,실행,-6.6,50200.0,-12.4,주60주,-5.4,손절,23,-1.2,556524280800,-0.05378486055776888,23,손절,0.047144754316069015,8,목표전량,True,True
2021-02-23,065680,우주일렉트로,A,B,주의,-4.3,27000.0,-12.6,일240,-7.2,손절,2,8.9,396872089000,-0.07158317901234568,2,손절,-0.05614814814814817,2,트레일,True,True
2021-02-22,065680,우주일렉트로,A,B,주의,-4.0,28300.0,-13.1,월10,-5.0,손절,1,3.0,396872089000,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2021-02-22,096530,씨젠,A,B,주의,-4.0,153900.0,-15.3,주60주,-5.2,손절,1,35.9,4328613300000,-0.05246913580246926,1,손절,-0.05246913580246926,1,손절,True,True
2021-02-16,078590,휴림에이텍,A,C,주의,-1.4,3980.0,-16.6,주60주,9.9,목표,1,-50.4,401495648700,0.10017587939698491,5,2단트레일,0.06616415410385246,1,목표전량,True,True
2021-02-10,060250,NHN KCP,A,B,주의,-3.4,52000.0,-13.0,주60주,-6.9,트레일,8,-1.3,1348420769100,-0.0692307692307692,8,트레일,0.050000000000000044,3,목표전량,True,True
2021-02-01,900140,엘브이엠씨홀딩스,A,B,주의,-4.8,3865.0,-12.8,월10,7.3,목표,3,0.5,361855446810,0.05338939197930148,36,2단트레일,0.048727899956878096,2,목표전량,True,True
2021-01-29,097780,에코볼트,A,B,실행,-7.3,1500.0,-16.4,일240,9.8,목표,13,-2.3,391718403000,0.05370000000000008,16,2단트레일,0.06555555555555559,11,목표전량,True,True
2021-01-29,026890,스틱인베스트먼트,A,A,실행,-7.3,10950.0,-13.8,주60주,8.0,목표,2,16.0,456376016250,0.06232876712328772,7,2단트레일,0.05327245053272467,1,목표전량,True,True
2021-01-15,025320,시노펙스,A,C,주의,-2.1,4065.0,-12.8,월10,7.3,목표,7,-7.3,308719067970,0.03659286592865929,9,2단트레일,0.048790487904879054,7,목표전량,True,True
2020-12-21,003620,KG모빌리티,A,A,관찰만,0.0,2770.0,-23.3,주60주,-5.4,손절,1,-46.2,579131607730,-0.05388688327316493,1,손절,-0.05388688327316493,1,손절,True,True
2020-11-24,001630,종근당홀딩스,A,C,주의,0.0,104000.0,-20.3,주60주,12.7,목표,9,13.5,486958489200,0.11370192307692317,10,2단트레일,0.08493589743589758,4,목표전량,True,True
2020-11-23,086900,메디톡스,A,B,주의,0.0,215000.0,-14.5,일240,8.5,목표,16,-39.5,1104632575200,0.04255813953488374,18,2단트레일,0.05674418604651166,12,목표전량,True,True
2020-11-17,082270,젬백스,A,A,주의,-0.2,24000.0,-13.4,월10,7.7,목표,3,5.4,847382305600,0.038541666666666696,7,2단트레일,0.05138888888888893,3,목표전량,True,True
2020-11-17,253840,수젠텍,A,B,주의,-0.2,24400.0,-17.1,일240,10.3,목표,2,-28.7,514388341300,0.0548565573770492,5,2단트레일,0.06898907103825125,2,목표전량,True,True
2020-11-06,045390,대아티아이,A,B,주의,-1.1,5850.0,-13.2,월10,-6.9,트레일,33,7.2,408409736280,-0.06885470085470091,33,트레일,0.05071225071225083,4,목표전량,True,True
2020-10-30,267270,HD건설기계,A,B,주의,-7.2,24800.0,-12.1,주60주,6.9,목표,2,29.4,488579666400,0.19072580645161297,25,2단트레일,0.045698924731182755,1,목표전량,True,True
2020-10-27,005690,파미셀,A,C,관찰만,-4.6,16200.0,-13.4,일240,7.7,목표,3,12.3,1082259047500,0.14154320987654312,11,2단트레일,0.05144032921810693,2,목표전량,True,True
2020-10-19,005690,파미셀,A,A,관찰만,-4.0,15600.0,-13.1,일240,7.5,목표,2,34.9,1082259047500,0.10599358974358974,5,2단트레일,0.05021367521367526,2,목표전량,True,True
2020-10-16,026890,스틱인베스트먼트,A,B,관찰만,-4.2,10800.0,-20.6,월10,-7.6,손절,6,-14.0,664766891250,-0.07638888888888884,6,손절,-0.06722222222222218,5,트레일,True,True
2020-10-16,005690,파미셀,A,B,관찰만,-4.2,15900.0,-14.7,일240,8.6,목표,5,29.9,1082259047500,0.10084905660377363,6,2단트레일,0.05765199161425594,3,목표전량,True,True
2020-10-15,026890,스틱인베스트먼트,A,B,주의,-3.4,10900.0,-23.0,월10,-8.9,손절,7,-15.4,664766891250,-0.0892201834862385,7,손절,-0.050458715596330306,3,트레일,True,True
2020-09-23,028300,HLB,A,A,관찰만,-4.5,105300.0,-12.5,일240,-5.2,손절,1,-10.2,4570431432000,-0.05189834599556831,1,손절,-0.05189834599556831,1,손절,True,True
2020-09-23,016380,KG스틸,A,B,관찰만,-4.5,10000.0,-17.4,일240,-5.2,손절,1,-10.0,1200106764000,-0.051899999999999946,1,손절,-0.051899999999999946,1,손절,True,True
2020-09-01,140410,메지온,A,A,주의,-3.6,168700.0,-25.0,월10,-5.9,손절,9,6.1,1481753030400,-0.059347954949614756,9,손절,-0.059347954949614756,9,손절,True,True
2020-08-28,151910,151910,A,A,주의,-3.4,4130.0,-13.4,일240,-6.1,손절,5,-16.6,578152599830,-0.060854267554479424,5,손절,-0.042130750605326894,5,트레일,True,True
2020-08-28,200230,텔콘RF제약,A,A,주의,-3.4,5650.0,-13.3,일240,-5.9,트레일,9,11.5,470429374820,-0.059256637168141446,9,트레일,0.051327433628318486,5,목표전량,True,True
2020-08-20,161390,한국타이어앤테크놀로지,A,B,실행,-6.7,28950.0,-14.0,주60주,8.1,목표,3,15.9,3226945547450,0.061139896373056946,4,2단트레일,0.05411629245826144,3,목표전량,True,True
2020-08-19,036830,솔브레인홀딩스,A,B,관찰만,-3.2,48750.0,-15.8,일240,-5.0,손절,1,-10.5,1668494188900,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2020-08-18,028300,HLB,A,C,관찰만,-3.7,85500.0,-16.4,주60주,9.8,목표,1,4.4,4401936264000,0.12086549707602345,12,2단트레일,0.06549707602339172,1,목표전량,True,True
2020-08-18,036830,솔브레인홀딩스,A,C,관찰만,-3.7,51700.0,-15.9,월10,-8.3,손절,2,-16.8,1668494188900,-0.08265811219375441,2,손절,-0.06220502901353964,2,트레일,True,True
2020-08-18,067630,HLB생명과학,A,C,관찰만,-3.7,17050.0,-18.2,주60주,11.1,목표,10,40.8,786076565100,0.18539589442815252,13,2단트레일,0.07429130009775187,1,목표전량,True,True
2020-08-18,032830,삼성생명,A,B,관찰만,-3.7,59100.0,-17.8,일240,10.8,목표,10,2.4,9510000000000,0.05414551607445006,26,2단트레일,0.07219402143260001,1,목표전량,True,True
2020-08-10,069620,대웅제약,A,A,관찰만,0.0,118500.0,-12.2,월10,-5.2,손절,5,-8.9,1274523250000,-0.05224472573839667,5,손절,0.04641350210970474,1,목표전량,True,True
2020-06-16,950180,950180,A,B,실행,-5.7,16100.0,-28.0,월10,-7.7,손절,4,-21.4,354891330000,-0.07655279503105594,4,손절,-0.0714285714285714,4,트레일,True,True
2020-06-15,006650,대한유화,A,C,실행,-10.4,106500.0,-12.3,월10,7.0,목표,1,11.7,845000000000,0.07023474178403755,8,2단트레일,0.04694835680751175,1,목표전량,True,True
2020-06-15,042670,042670,A,C,실행,-10.4,5760.0,-12.2,주60주,6.9,목표,1,36.3,1082438650800,0.18631944444444437,3,2단트레일,0.04629629629629628,1,목표전량,True,True
2020-06-15,095610,테스,A,B,실행,-10.4,19700.0,-13.0,주60주,7.5,목표,2,28.9,445773496300,0.07236040609137062,10,2단트레일,0.04991539763113351,2,목표전량,True,True
2020-06-15,030530,원익홀딩스,A,C,실행,-10.4,4160.0,-14.0,주60주,8.1,목표,1,13.8,337143787065,0.07364182692307686,10,2단트레일,0.05408653846153855,1,목표전량,True,True
2020-06-15,066970,엘앤에프,A,C,실행,-10.4,21150.0,-15.7,월10,9.3,목표,2,115.1,584306004400,0.2602600472813239,11,2단트레일,0.06225374310480691,1,목표전량,True,True
2020-06-15,003220,대원제약,A,C,실행,-10.4,16650.0,-12.8,주60주,7.4,목표,2,29.4,309727125900,0.1393093093093093,3,2단트레일,0.049049049049049165,1,목표전량,True,True
2020-06-15,112040,위메이드,A,B,실행,-10.4,29200.0,-12.7,일240,7.3,목표,1,34.2,525840000000,0.19638698630136986,11,2단트레일,0.0485159817351597,1,목표전량,True,True
2020-06-15,097520,엠씨넥스,A,B,실행,-10.4,29050.0,-12.9,월10,7.4,목표,3,26.5,571631424000,0.15118760757314975,39,2단트레일,0.049340218014916726,2,목표전량,True,True
2020-06-15,001230,동국홀딩스,A,B,실행,-10.4,5840.0,-22.8,주60주,14.7,목표,2,7.9,407020623305,0.08520547945205481,3,2단트레일,0.09817351598173518,2,목표전량,True,True
2020-06-15,222800,심텍,A,B,실행,-10.4,9950.0,-14.6,월10,8.5,목표,1,103.5,361544523050,0.5111557788944724,35,2단트레일,0.05695142378559459,1,목표전량,True,True
2020-06-15,010140,삼성중공업,A,C,실행,-10.4,6050.0,-12.7,월10,7.3,목표,2,-9.9,3033450000000,0.03963636363636369,6,2단트레일,0.04848484848484835,1,목표전량,True,True
2020-06-15,078160,메디포스트,A,C,실행,-10.4,28300.0,-15.0,월10,8.8,목표,2,1.2,440423144400,0.044169611307420475,4,2단트레일,0.058892815076560634,1,목표전량,True,True
2020-06-15,074600,원익QnC,A,C,실행,-10.4,11950.0,-13.7,주60주,7.9,목표,2,22.6,369346400000,0.158326359832636,39,2단트레일,0.05299860529986056,1,목표전량,True,True
2020-06-15,082270,젬백스,A,C,실행,-10.4,20550.0,-13.3,주60주,7.7,목표,1,15.3,891233848100,0.038321167883211715,5,2단트레일,0.051094890510948954,1,목표전량,True,True
2020-06-15,042660,한화오션,A,B,실행,-10.4,23400.0,-13.3,월10,7.7,목표,2,0.9,2337085393600,0.04521367521367514,7,2단트레일,0.05128205128205132,1,목표전량,True,True
2020-06-15,115450,HLB테라퓨틱스,A,B,실행,-10.4,26450.0,-13.3,주60주,7.7,목표,2,3.4,653101738300,0.03827977315689979,6,2단트레일,0.051039697542533125,1,목표전량,True,True
2020-05-29,001520,동양,A,B,실행,-10.5,1430.0,-12.0,일240,-5.9,손절,9,-16.1,341318210090,-0.05890209790209777,9,손절,0.045454545454545414,1,목표전량,True,True
2020-05-12,025980,아난티,A,C,실행,-15.2,10600.0,-13.8,월10,-5.8,트레일,20,-2.4,846450040000,-0.05773584905660378,20,트레일,-0.06698113207547174,4,트레일,True,True
2020-04-28,016380,KG스틸,A,C,실행,-14.7,11250.0,-20.2,월10,12.7,목표,3,8.9,680060499600,0.12262222222222219,6,2단트레일,0.08444444444444454,1,목표전량,True,True
2020-04-27,016380,KG스틸,A,C,실행,-15.2,12250.0,-16.9,일240,10.2,목표,4,0.4,680060499600,0.06465306122448977,7,2단트레일,-0.07999999999999996,2,트레일,True,True
2020-04-21,003060,에이프로젠바이오로직스,A,A,실행,-17.1,1310.0,-19.9,일240,12.4,목표,3,47.7,404777699400,0.3345419847328245,5,2단트레일,0.08269720101781175,3,목표전량,True,True
2020-04-13,200230,텔콘RF제약,A,C,실행,-19.5,5130.0,-12.2,월10,6.9,목표,1,-6.5,544920208920,0.03460038986354774,2,2단트레일,0.046133853151397064,1,목표전량,True,True
2020-04-03,005180,빙그레,A,C,실행,-23.9,52400.0,-16.3,월10,9.7,목표,14,26.5,474829816200,0.13645038167938928,55,2단트레일,0.06488549618320616,10,목표전량,True,True
2020-04-02,068270,셀트리온,A,A,실행,-23.9,195000.0,-14.8,주60주,8.7,목표,1,16.7,29391375751000,0.3096410256410256,80,2단트레일,0.058119658119658135,1,목표전량,True,True
2020-04-02,174900,앱클론,A,A,실행,-23.9,41600.0,-16.4,주60주,9.8,목표,3,27.6,357006000000,0.15503605769230766,8,2단트레일,0.06530448717948723,2,목표전량,True,True
2020-03-19,060720,KH바텍,A,C,실행,-35.7,12800.0,-26.9,주60주,18.4,목표,1,71.5,466141371300,0.14695312500000002,2,2단트레일,0.12239583333333326,1,목표전량,True,True
2020-03-19,207940,삼성바이오로직스,A,A,실행,-35.7,366000.0,-12.3,월10,7.0,목표,1,63.9,30667477500000,0.1290573770491804,7,2단트레일,0.04690346083788688,1,목표전량,True,True
2020-03-19,003800,에이스침대,A,C,실행,-35.7,32000.0,-14.0,주60주,8.1,목표,1,49.8,476315500000,0.06725000000000003,2,2단트레일,0.054166666666666696,1,목표전량,True,True
2020-03-19,006280,녹십자,A,C,실행,-35.7,111000.0,-13.3,월10,7.7,목표,6,34.2,1326422063000,0.20621621621621622,13,2단트레일,-0.034414414414414396,2,트레일,True,True
2020-03-19,091990,091990,A,A,실행,-35.7,57200.0,-13.2,일240,7.6,목표,1,60.0,9327752056800,0.3026398601398601,10,2단트레일,0.05069930069930062,1,목표전량,True,True
2020-03-19,131970,두산테스나,A,A,실행,-35.7,46000.0,-17.4,일240,-3.8,트레일,2,51.7,434975000000,-0.03773913043478261,2,트레일,0.07028985507246377,1,목표전량,True,True
2020-03-19,086450,동국제약,A,B,실행,-35.7,66900.0,-15.0,주60주,8.8,목표,1,51.0,743371200000,0.044095665171898335,2,2단트레일,0.05879422022919778,1,목표전량,True,True
2020-03-19,213420,덕산네오룩스,A,B,실행,-35.7,20700.0,-31.1,주60주,22.6,목표,1,64.7,793530896600,0.2282850241545893,7,2단트레일,0.150563607085346,1,목표전량,True,True
2020-03-19,028300,HLB,A,B,실행,-35.7,80800.0,-12.1,주60주,6.9,목표,1,25.1,4158015256500,0.03434405940594054,2,2단트레일,0.045792079207920944,1,목표전량,True,True
2020-03-19,097520,엠씨넥스,A,C,실행,-35.7,23500.0,-14.9,주60주,-5.1,트레일,2,44.3,582349513200,-0.05072340425531918,2,트레일,0.0581560283687943,1,목표전량,True,True
2020-03-19,082270,젬백스,A,C,실행,-35.7,19500.0,-18.6,주60주,-8.9,손절,1,29.2,1077989357500,-0.08897435897435901,1,손절,-0.08897435897435901,1,손절,True,True
2020-03-17,000250,삼천당제약,A,B,실행,-26.2,34200.0,-15.9,월10,-11.0,트레일,2,8.6,873179613500,-0.10970760233918131,2,트레일,-0.06923976608187132,2,트레일,True,True
2020-03-16,026890,스틱인베스트먼트,A,C,실행,-24.4,5300.0,-16.3,월10,-5.0,손절,1,85.5,400944043500,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2020-03-16,237690,에스티팜,A,C,실행,-24.4,22900.0,-24.0,주60주,15.8,목표,1,59.2,539158400000,0.1469213973799126,3,2단트레일,0.10553129548762752,1,목표전량,True,True
2020-03-16,000990,DB하이텍,A,B,실행,-24.4,18950.0,-14.4,월10,-5.7,손절,1,50.9,1056686394400,-0.0567678100263852,1,손절,-0.0567678100263852,1,손절,True,True
2020-03-16,011790,SKC,A,C,실행,-24.4,39750.0,-13.3,주60주,-5.0,손절,1,28.3,1929276127000,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2020-03-16,097520,엠씨넥스,A,B,실행,-24.4,27050.0,-15.3,월10,-5.2,손절,1,10.7,582349513200,-0.05228280961182996,1,손절,-0.05228280961182996,1,손절,True,True
2020-03-16,035600,KG이니시스,A,C,실행,-24.4,14750.0,-12.7,주60주,-5.0,손절,1,73.6,555298236600,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2020-03-16,268600,268600,A,B,실행,-24.4,51000.0,-17.1,월10,-6.3,손절,1,64.5,588072046400,-0.06266666666666687,1,손절,-0.06266666666666687,1,손절,True,True
2020-03-16,008350,남선알미늄,A,C,실행,-24.4,3265.0,-13.5,주60주,-5.0,손절,1,62.3,414824273850,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2020-03-16,078130,국일제지,A,B,실행,-24.4,4230.0,-13.8,주60주,-6.2,손절,1,42.8,607767541395,-0.062108944050433434,1,손절,-0.062108944050433434,1,손절,True,True
2020-03-13,035600,KG이니시스,A,A,실행,-21.9,15550.0,-12.9,일240,-8.3,트레일,2,65.9,555298236600,-0.08321543408360133,2,트레일,-0.0415434083601286,2,트레일,True,True
2020-03-13,237880,클리오,A,C,실행,-21.9,18450.0,-14.4,주60주,-5.8,트레일,2,18.2,390261585000,-0.057994579945799485,2,트레일,0.05600722673893399,1,목표전량,True,True
2020-03-13,001820,삼화콘덴서,A,C,실행,-21.9,46000.0,-15.4,월10,-7.6,트레일,2,7.4,607068000000,-0.07599999999999996,2,트레일,-0.03400000000000003,2,트레일,True,True
2020-03-13,008350,남선알미늄,A,B,실행,-21.9,3400.0,-14.0,주60주,8.2,목표,1,47.6,414824273850,0.04080882352941173,2,2단트레일,0.05441176470588238,1,목표전량,True,True
2020-03-13,285130,SK케미칼,A,C,실행,-21.9,52500.0,-12.4,월10,7.0,목표,1,80.6,675130270000,0.06156190476190482,2,2단트레일,0.046984126984126906,1,목표전량,True,True
2020-03-13,032500,케이엠더블유,A,B,실행,-21.9,43300.0,-12.5,주60주,-6.5,트레일,2,31.9,1937285957950,-0.06512702078521937,2,트레일,0.0477290223248652,1,목표전량,True,True
2020-03-13,095660,네오위즈,A,B,실행,-21.9,15000.0,-15.5,주60주,-5.3,트레일,2,56.3,365980633600,-0.05253333333333332,2,트레일,0.061111111111111116,1,목표전량,True,True
2020-03-13,268600,268600,A,A,실행,-21.9,57900.0,-14.0,일240,-11.2,손절,1,44.2,588072046400,-0.11170624640184224,1,손절,-0.11170624640184224,1,손절,True,True
2020-03-13,074600,원익QnC,A,C,실행,-21.9,12000.0,-12.4,월10,-8.0,트레일,2,2.5,369346400000,-0.07966666666666666,2,트레일,-0.037833333333333385,2,트레일,True,True
2020-03-13,078130,국일제지,A,A,실행,-21.9,4305.0,-16.9,주60주,-6.2,트레일,2,42.4,607767541395,-0.06174216027874557,2,트레일,-0.01909407665505214,2,트레일,True,True
2020-03-13,003060,에이프로젠바이오로직스,A,A,실행,-21.9,1270.0,-14.5,월10,-5.4,트레일,2,66.1,370945533480,-0.05417322834645666,2,트레일,0.05643044619422577,1,목표전량,True,True
2020-03-13,084680,이월드,A,C,실행,-21.9,3340.0,-16.8,주60주,-5.9,트레일,2,23.4,367470181820,-0.05940119760479046,2,트레일,0.06736526946107779,1,목표전량,True,True
2020-03-13,240810,원익IPS,A,C,실행,-21.9,26500.0,-13.5,주60주,-5.9,트레일,2,21.7,1528963516150,-0.05856603773584901,2,트레일,0.0522012578616351,1,목표전량,True,True
2020-03-13,214450,파마리서치,A,C,실행,-21.9,35250.0,-13.0,월10,-9.6,트레일,2,32.2,388895704500,-0.09628368794326236,2,트레일,-0.055205673758865204,2,트레일,True,True
2020-03-13,095610,테스,A,A,실행,-21.9,19350.0,-14.4,월10,-6.8,트레일,2,3.6,419086391200,-0.06770025839793281,2,트레일,0.05598621877691645,1,목표전량,True,True
2020-03-12,095660,네오위즈,A,C,실행,-19.1,16300.0,-13.3,월10,-8.6,손절,1,34.0,365980633600,-0.08584355828220858,1,손절,-0.08584355828220858,1,손절,True,True
2020-03-12,074600,원익QnC,A,A,실행,-19.1,12650.0,-13.9,월10,-6.8,손절,1,0.8,369346400000,-0.06787351778656125,1,손절,-0.06787351778656125,1,손절,True,True
2020-03-12,084680,이월드,A,C,실행,-19.1,3685.0,-15.7,주60주,-7.9,손절,1,12.2,367470181820,-0.07898123021257342,1,손절,-0.07898123021257342,1,손절,True,True
2020-03-12,214450,파마리서치,A,B,실행,-19.1,37400.0,-14.9,월10,-6.0,손절,1,31.0,388895704500,-0.06016042780748665,1,손절,-0.06016042780748665,1,손절,True,True
2020-03-12,034120,SBS,A,C,실행,-19.1,17950.0,-13.3,월10,-8.2,손절,1,-2.8,394255771200,-0.08175487465181064,1,손절,-0.08175487465181064,1,손절,True,True
2020-03-12,039030,이오테크닉스,A,C,실행,-19.1,72400.0,-19.9,주60주,-15.1,손절,1,12.6,1089048220000,-0.15103591160220997,1,손절,-0.15103591160220997,1,손절,True,True
2020-03-12,039200,오스코텍,A,B,실행,-19.1,20700.0,-15.5,월10,-8.2,손절,1,22.9,591306297750,-0.08212560386473433,1,손절,-0.08212560386473433,1,손절,True,True
2020-03-12,001820,삼화콘덴서,A,A,실행,-19.1,50300.0,-13.3,월10,-6.1,손절,1,0.6,607068000000,-0.06123757455268386,1,손절,-0.06123757455268386,1,손절,True,True
2020-03-12,068240,다원시스,A,C,실행,-19.1,14200.0,-12.1,월10,-6.0,손절,1,18.7,430914928000,-0.06003521126760558,1,손절,-0.06003521126760558,1,손절,True,True
2020-03-12,140410,메지온,A,C,실행,-19.1,125000.0,-12.5,주60주,-6.1,손절,1,46.8,1217092089600,-0.06140000000000012,1,손절,-0.06140000000000012,1,손절,True,True
2020-03-12,003000,부광약품,A,A,실행,-19.1,15800.0,-16.4,일240,-6.1,손절,1,66.1,775469896500,-0.06108583860759498,1,손절,-0.06108583860759498,1,손절,True,True
2020-03-12,166090,하나머티리얼즈,A,C,실행,-19.1,14700.0,-12.5,월10,-8.6,손절,1,13.6,314042784000,-0.08554421768707487,1,손절,-0.08554421768707487,1,손절,True,True
2020-03-12,026890,스틱인베스트먼트,A,C,실행,-19.1,6330.0,-12.7,주60주,-9.7,손절,1,61.1,400944043500,-0.09723736176935227,1,손절,-0.09723736176935227,1,손절,True,True
2020-03-11,048530,인트론바이오,A,C,실행,-15.8,12250.0,-12.5,월10,-7.3,손절,1,11.8,324116046000,-0.07326530612244897,1,손절,-0.07326530612244897,1,손절,True,True
2020-03-09,122870,와이지엔터테인먼트,A,C,실행,-13.8,25100.0,-13.7,월10,-6.5,손절,3,21.9,551575412700,-0.0651394422310757,3,손절,0.05312084993359889,2,목표전량,True,True
