순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,900340,윙입푸드,KOSDAQ,29.99,2020,12840181245,7144131,25417118640,Y
2,203400,에이비온,KOSDAQ,29.98,841,942927928,1158474,75775196664,Y
3,418620,E8,KOSDAQ,29.93,994,3258354308,3506226,19731374138,Y
4,488900,비츠로넥스텍,KOSDAQ,29.93,11590,10644394340,974774,335836974370,Y
5,900250,크리스탈신소재,KOSDAQ,29.93,1389,2953968464,2193715,49747036389,Y
6,076610,해성옵틱스,KOSDAQ,29.93,1376,9845084924,7524898,81508983680,Y
7,225190,LK삼양,KOSDAQ,29.92,812,2841173359,3628605,57220373280,Y
8,050090,비케이홀딩스,KOSDAQ,29.92,673,939776144,1434550,15838876655,Y
9,290560,파라택시스이더리움,KOSDAQ,29.91,1112,575538270,536205,24867355760,Y
10,317690,퀀타매트릭스,KOSDAQ,29.88,2695,556741895,219098,54263903155,Y
11,377220,프롬바이오,KOSDAQ,29.82,3330,525307375,159083,18854460000,Y
12,417500,제이아이테크,KOSDAQ,26.58,4000,5019089966,1313827,131138976000,
13,222040,코스맥스엔비티,KOSDAQ,23.99,10700,27822106520,2710714,220719600000,
14,174900,앱클론,KOSDAQ,23.93,34700,18066280850,533651,692338876300,
15,147760,피엠티,KOSDAQ,22.99,3745,1176444417,329841,74900000000,
16,010170,대한광통신,KOSDAQ,22.51,14040,584056867010,43603066,2183018666400,
17,008490,서흥,KOSPI,20.93,28600,10647198425,390425,330876631800,
18,064760,티씨케이,KOSDAQ,20.74,202000,18615984400,93841,2258242032000,
19,067080,대화제약,KOSDAQ,20.63,11400,6507014385,587029,212229810000,
20,036710,심텍홀딩스,KOSDAQ,20.55,4400,10779265650,2448741,232442117600,
21,033790,피노,KOSDAQ,20.54,6750,12402768035,1930203,562422737250,
22,021040,대호특수강,KOSDAQ,20.04,1120,420086868,404063,24309346880,
23,043260,성호전자,KOSDAQ,19.99,20650,113906730970,5722816,1481467612450,
24,310210,보로노이,KOSDAQ,19.43,176400,28077061100,162501,3253361605200,
25,355150,코스텍시스,KOSDAQ,19.36,24350,5575143925,234712,189865472500,
26,234340,헥토파이낸셜,KOSDAQ,19.25,20750,21590711655,1083439,289891112000,
27,114810,한솔아이원스,KOSDAQ,19.09,11480,12304317295,1096839,323083637520,
28,049470,비트플래닛,KOSDAQ,18.88,1876,234499456,126517,44170230524,
29,365270,큐라클,KOSDAQ,18.18,11700,6096612020,517558,259236806400,
30,417840,저스템,KOSDAQ,18.09,11750,16287265220,1457365,268715226750,
31,189330,씨이랩,KOSDAQ,18.03,13810,18509256820,1377353,129569342040,
32,291810,핀텔,KOSDAQ,18.01,1481,1222618924,838093,16837062472,
33,019570,GMI벤처,KOSDAQ,17.95,2990,100661433,37077,28539561960,
34,115180,큐리언트,KOSDAQ,17.90,27000,12857863675,474814,1012834827000,
35,468530,프로티나,KOSDAQ,17.76,30500,6522442100,213254,336573844000,
36,321370,센서뷰,KOSDAQ,17.65,1513,19748931042,12669066,78169002778,
37,484120,도우인시스,KOSDAQ,17.63,20150,1959776500,99894,220792053300,
38,092190,서울바이오시스,KOSDAQ,17.52,7110,2700771585,403096,326124203130,
39,478340,나라스페이스테크놀로지,KOSDAQ,17.33,12050,6115034675,525748,139420102650,
40,900120,씨엑스아이,KOSDAQ,17.27,944,157319188,170644,10544159040,
41,327260,RF머트리얼즈,KOSDAQ,17.22,40850,31222064675,749915,367451264750,
42,323280,태성,KOSDAQ,17.20,45650,19430305425,436116,1394058787000,
43,025560,미래산업,KOSPI,16.88,7270,4566629370,652896,185051597800,
44,062040,산일전기,KOSPI,16.85,183800,119684193600,659770,5632155830000,
45,160190,하이젠알앤엠,KOSDAQ,16.70,19220,6364077705,348234,593667360000,
46,124500,아이티센글로벌,KOSDAQ,16.52,26450,13519160700,529402,613759739150,
47,078350,한양디지텍,KOSDAQ,16.50,23300,2539787975,113993,355194100600,
48,105760,포스뱅크,KOSDAQ,16.35,4625,2683681662,592177,47132852375,
49,080220,제주반도체,KOSDAQ,16.31,87700,417610524050,4838539,3020636454100,
50,214430,아이쓰리시스템,KOSDAQ,16.28,74300,4800655100,67096,542926074500,
51,446540,메가터치,KOSDAQ,16.27,7790,3989263165,538124,226526274690,
52,397810,애드포러스,KOSDAQ,16.14,5900,1055500390,186466,30448543000,
53,000490,대동,KOSPI,15.90,7800,35266085105,4334085,224849547000,
54,170920,엘티씨,KOSDAQ,15.89,41200,12068166500,301689,435241991200,
55,0015S0,페스카로,KOSDAQ,15.78,7410,686603865,95309,73112469300,
56,045970,코아시아,KOSDAQ,15.62,3035,400873229,138434,79865648660,
57,052710,아모텍,KOSDAQ,15.45,14200,5606169090,411823,207498153200,
58,368770,파이버프로,KOSDAQ,15.25,13980,5604326660,413257,459302065500,
59,100790,미래에셋벤처투자,KOSDAQ,15.22,16350,58688942620,3522875,868521450300,
60,323350,다원넥스뷰,KOSDAQ,14.65,8140,385946895,49183,65207684080,
61,000250,삼천당제약,KOSDAQ,14.63,188800,56711581200,313194,4428770713600,
62,314130,지놈앤컴퍼니,KOSDAQ,14.60,4160,9123346362,2281589,217565608000,
63,027360,아주IB투자,KOSDAQ,14.53,3625,46488482653,12752350,439152096750,
64,095610,테스,KOSDAQ,14.45,142600,91228595550,644657,2760736000000,
65,482630,삼양엔씨켐,KOSDAQ,14.35,14900,4780916295,326369,326135372000,
66,347850,디앤디파마텍,KOSDAQ,14.26,65700,120135830950,1884259,3011530911300,
67,196170,알테오젠,KOSDAQ,14.10,348000,355276989250,1033262,18648047364000,
68,017900,광전자,KOSPI,14.08,8910,150077737335,16496300,516278928330,
69,024850,HLB이노베이션,KOSDAQ,14.08,13450,3438259860,265923,427085166800,
70,036810,에프에스티,KOSDAQ,14.06,22800,2536030900,114989,493615189200,
71,092730,네오팜,KOSDAQ,13.95,24100,6744829450,286395,386274534900,
72,476830,알지노믹스,KOSDAQ,13.89,36900,17706725300,493598,1035245588400,
73,456160,지투지바이오,KOSDAQ,13.84,42350,10973093175,262683,704256191100,
74,456010,아이씨티케이,KOSDAQ,13.73,17230,10023485820,604517,249875490500,
75,226950,올릭스,KOSDAQ,13.70,137800,54476890500,403251,2902460730000,
76,338840,와이바이오로직스,KOSDAQ,13.53,11330,1667581520,147153,174104495730,
77,032580,피델릭스,KOSDAQ,13.49,5470,8328852270,1576584,181232390080,
78,474650,링크솔루션,KOSDAQ,13.48,26100,1337436825,53433,150128035200,
79,144960,뉴파워프라즈마,KOSDAQ,13.42,12000,23368745850,2017192,524311488000,
80,052460,아이크래프트,KOSDAQ,13.42,7100,5936781515,852197,103716345600,
81,036930,주성엔지니어링,KOSDAQ,13.30,144800,223807915950,1584576,6730466320800,
82,007820,엠엑스로보틱스,KOSDAQ,13.23,3595,770657919,219918,72022035870,
83,006110,삼아알미늄,KOSPI,13.14,53400,10240975025,197618,807592497000,
84,382150,온코크로스,KOSDAQ,13.11,3970,585840483,150699,51794025380,
85,477850,마키나락스,KOSDAQ,13.08,32850,140831846475,4316827,583243077600,
86,007660,이수페타시스,KOSPI,13.00,93000,61191567850,676405,6827057367000,
87,460940,피앤에스로보틱스,KOSDAQ,12.98,5830,12085783455,2035432,78444282400,
88,232680,라온로보틱스,KOSDAQ,12.95,10380,8901906745,871885,137612850000,
89,262260,에이프로,KOSDAQ,12.92,3365,298206416,91361,50736325900,
90,475830,오름테라퓨틱,KOSDAQ,12.92,69900,17783567700,256584,1518199341000,
91,091580,상신이디피,KOSDAQ,12.88,17880,5128182830,300818,238308555720,
92,067310,하나마이크론,KOSDAQ,12.83,33850,56063717575,1689713,2250715915650,
93,217730,강스템바이오텍,KOSDAQ,12.55,2690,3418435913,1294279,253005660810,
94,376900,로킷헬스케어,KOSDAQ,12.54,35000,6603182725,198916,555582615000,
95,354320,알멕,KOSDAQ,12.50,31950,3410009700,110769,204204622950,
96,166090,하나머티리얼즈,KOSDAQ,12.50,60300,10659435550,180723,1192593742200,
97,083650,비에이치아이,KOSDAQ,12.42,56100,26094985000,477507,1735979437500,
98,001770,SHD,KOSPI,12.33,7650,110894680,15151,9293816700,
99,071200,인피니트헬스케어,KOSDAQ,12.30,10680,2798834550,269173,260554171440,
100,218410,RFHIC,KOSDAQ,12.28,54400,37359140950,704274,1445704044800,
101,348370,엔켐,KOSDAQ,12.27,27900,16125155025,620800,611316732600,
102,319660,피에스케이,KOSDAQ,12.08,132700,60122698600,463387,3843882947800,
103,115450,HLB테라퓨틱스,KOSDAQ,12.04,2280,1209438603,540379,201962648520,
104,045100,한양이엔지,KOSDAQ,12.00,33600,7577367000,225210,588000000000,
105,280360,롯데웰푸드,KOSPI,11.98,130900,14420430200,111514,1204878736600,
106,066970,엘앤에프,KOSPI,11.97,101000,83483413000,862821,4109009260000,
107,281820,케이씨텍,KOSPI,11.97,66400,14879314300,230920,1314631090400,
108,314140,알피바이오,KOSDAQ,11.97,6920,2589053505,375619,59971218120,
109,140410,메지온,KOSDAQ,11.93,61000,10232505750,171759,1866965634000,
110,039440,에스티아이,KOSDAQ,11.82,23650,6387040250,285017,366741661550,
111,093320,케이아이엔엑스,KOSDAQ,11.75,149300,2453067300,16948,728584000000,
112,089970,브이엠,KOSDAQ,11.74,67600,53653515000,793492,1779689314000,
113,031980,피에스케이홀딩스,KOSDAQ,11.70,105000,16236521750,157939,2264051475000,
114,078600,대주전자재료,KOSDAQ,11.68,98500,33553733600,349750,1546857593000,
115,010130,고려아연,KOSPI,11.66,1235000,66204635000,54104,25778116715000,
116,071320,지역난방공사,KOSPI,11.63,72000,4012560900,58721,833669568000,
117,432720,퀄리타스반도체,KOSDAQ,11.56,8880,1373978950,157978,125985639360,
118,021880,메이슨캐피탈,KOSDAQ,11.54,1344,316797979,242715,28517583360,
119,474170,루미르,KOSDAQ,11.49,6890,888529625,132625,122763925440,
120,240810,원익IPS,KOSDAQ,11.44,98400,137473757200,1428345,4829855858400,
121,189300,인텔리안테크,KOSDAQ,11.33,78600,10598652200,138009,843967264200,
