순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,487400,케이앤에스아이앤씨,KOSDAQ,39.82,15380,501459599920,24724921,157812365160,
2,001210,금호전기,KOSPI,30.00,6890,27450008600,4055713,85270750240,Y
3,131400,이브이첨단소재,KOSDAQ,30.00,936,10190930790,11475324,55778001552,Y
4,214680,디알텍,KOSDAQ,29.98,1045,1142170751,1168296,87233523520,Y
5,035290,골드앤에스,KOSDAQ,29.95,2230,228509055,103844,10631855040,Y
6,332570,PS일렉트로닉스,KOSDAQ,29.92,11160,206301877280,19368504,521301043080,Y
7,097800,윈팩,KOSDAQ,29.92,2410,4532331563,1949809,65769008450,Y
8,027360,아주IB투자,KOSDAQ,29.89,4585,30443409639,7158590,555451686510,Y
9,388050,지투파워,KOSDAQ,29.89,10430,79101526995,8292346,195139427910,Y
10,105550,엣지파운드리,KOSDAQ,29.84,3350,1562859500,470745,52465723500,Y
11,193250,링크드,KOSDAQ,29.75,2290,2847242413,1290657,30614856570,Y
12,134580,탑코미디어,KOSDAQ,23.02,1689,2379305022,1421129,83257817661,
13,125490,한라캐스트,KOSDAQ,21.28,10830,68331616620,6518473,395320472160,
14,950160,코오롱티슈진,KOSDAQ,19.91,25600,152081043775,6184785,2175236096000,
15,025560,미래산업,KOSPI,19.37,10230,20011392160,2010549,260395852200,
16,419050,삼기에너지솔루션즈,KOSDAQ,19.20,1838,40471982578,21757163,105126689120,
17,101400,엔시트론,KOSDAQ,17.76,2215,761191259,376729,26008060420,
18,001820,삼화콘덴서,KOSPI,17.39,103300,415485928250,4000067,1073803500000,
19,468530,프로티나,KOSDAQ,17.18,34450,5525728050,163094,380162915600,
20,009730,이렘,KOSDAQ,16.92,2695,1590036393,639216,21493980585,
21,119850,지엔씨에너지,KOSDAQ,14.94,55400,101018611350,1849111,911269558600,
22,469610,이노테크,KOSDAQ,14.83,17730,43002117520,2394458,158557617000,
23,054220,비츠로시스,KOSDAQ,14.62,1787,1049705835,600125,22499430792,
24,189330,씨이랩,KOSDAQ,14.35,17610,17450463235,1010999,165222021240,
25,049950,미래컴퍼니,KOSDAQ,13.27,11780,4935672345,404977,103874673520,
26,476080,M83,KOSDAQ,13.12,4440,2567507249,571069,35861880000,
27,187660,페니트리움바이오,KOSDAQ,13.10,4920,8310014062,1705694,272893964760,
28,106240,파인테크닉스,KOSDAQ,12.85,1344,439948031,327735,32184348672,
29,481070,에이유브랜즈,KOSDAQ,12.83,21550,8838485050,407619,308816887500,
30,009150,삼성전기,KOSPI,12.58,1503000,1739303636500,1157518,112264625088000,
31,382900,범한퓨얼셀,KOSDAQ,12.26,19230,6817353715,348920,168474030000,
32,012210,삼미금속,KOSDAQ,12.16,8210,6026877980,721758,189253463590,
33,387570,파인메딕스,KOSDAQ,11.55,5600,319472095,58508,31505040000,
34,079190,케스피온,KOSDAQ,11.43,1404,376935509,289759,13462784712,
35,033240,자화전자,KOSPI,11.42,30250,8977643000,305626,653566435500,
36,425420,티에프이,KOSDAQ,11.24,38600,8639238200,220434,476601186600,
37,052460,아이크래프트,KOSDAQ,11.20,7050,10208868945,1432350,102985948800,
38,058820,CMG제약,KOSDAQ,10.18,671,3055898287,4555530,99390906076,
39,093190,빅솔론,KOSDAQ,10.12,9250,4268531365,476601,177959871250,
40,225190,LK삼양,KOSDAQ,10.08,1245,40416071096,31155168,87733207800,
41,268280,미원에스씨,KOSPI,9.99,132100,432566100,3502,660500000000,
42,009155,삼성전기우,KOSPI,9.96,508000,36607419250,72305,1476747872000,
43,307870,비투엔,KOSDAQ,9.94,951,1078618181,1142548,70658620035,
44,044490,태웅,KOSDAQ,9.77,36500,16777573675,472898,730269406500,
45,058110,멕아이씨에스,KOSDAQ,9.74,1802,234685229,130367,28923055060,
46,073240,금호타이어,KOSPI,9.70,8140,143409281560,17941628,2338298736180,
47,000490,대동,KOSPI,9.42,8480,73194403160,8154195,244451815200,
48,291810,핀텔,KOSDAQ,9.29,1424,1009611945,741224,16189045888,
