code,fiscal_year,revenue,cogs,op_income,net_income,assets,liabilities,equity,current_assets,current_liab,cash,cfo,noncurrent_liab,issued_capital
095340,2022,178871264564.0,94472464846.0,55881597782.0,43936651357.0,358432438082.0,90405304450.0,268027133632.0,161742958401.0,81385857030.0,53687149914.0,65415841493.0,9019447420.0,8699735500.0
095340,2023,140221939908.0,85057436771.0,10736706776.0,13583247114.0,541813159701.0,68360512034.0,473452647667.0,361800586509.0,58252321706.0,267986763649.0,22378623635.0,10108190328.0,10598529000.0
095340,2024,174480093980.0,100082332536.0,44784268057.0,54898977342.0,582882970486.0,59741369182.0,523141601304.0,405104881247.0,52271209748.0,39868508964.0,50672432870.0,7470159434.0,10598529000.0
095340,2025,220194751972.0,122455936259.0,60053887115.0,56343270511.0,622420256911.0,85159587468.0,537260669443.0,446710161792.0,82881898530.0,79871448500.0,41712020998.0,2277688938.0,10598529000.0
214370,2019,64698623362.0,11003474850.0,35375014087.0,28019473514.0,231847040571.0,14970961506.0,216876079065.0,177457905358.0,9041022145.0,21690263596.0,69659446950.0,5929939361.0,5371500000.0
214370,2020,60295113424.0,11650626488.0,31977802907.0,31449220782.0,216556145567.0,11314026520.0,205242119047.0,140561431825.0,4592005378.0,15977376963.0,30775990492.0,6722021142.0,5371500000.0
214370,2021,59087882662.0,13550863161.0,28204290924.0,25184092612.0,226759967922.0,16965547103.0,209794420819.0,149328940739.0,9849566008.0,22249157221.0,51922402494.0,7115981095.0,5371500000.0
214370,2022,69097674884.0,16751775097.0,33625928175.0,27216920225.0,234070032770.0,18092034704.0,215977998066.0,158933019158.0,10490639116.0,5179025910.0,-27680623280.0,7601395588.0,5371500000.0
214370,2023,79209511675.0,20846246792.0,40377972813.0,39929880781.0,247277104118.0,19978209343.0,227298894775.0,166427417966.0,11313926179.0,31527525960.0,28602567224.0,8664283164.0,5371500000.0
214370,2024,82585947786.0,27268624650.0,34249787129.0,32313654383.0,240696868067.0,17719088633.0,222977779434.0,96406401615.0,8066161756.0,5071349626.0,13486611789.0,9652926877.0,5371500000.0
214370,2025,72807992793.0,20565608919.0,20399783833.0,20098549915.0,231273422155.0,18798651532.0,212474770623.0,83143462733.0,8377844758.0,8858967118.0,18589458609.0,10420806774.0,5371500000.0
310210,2022,9767826850.0,,-17863480687.0,-19899662518.0,63950031136.0,29691863522.0,34258167614.0,49157797317.0,13815861592.0,11017948697.0,-16334713054.0,15876001930.0,6323934500.0
310210,2023,0.0,,-31335510474.0,-36848289927.0,94653233638.0,13309408301.0,81343825337.0,61297468938.0,12490250109.0,12856148116.0,-28848807106.0,819158192.0,8699403500.0
310210,2024,0.0,,-36339049690.0,-32613098090.0,73658644252.0,7246106380.0,66412537872.0,56455763879.0,6770470705.0,10153556408.0,-29051772146.0,475635675.0,9184903500.0
310210,2025,7512306000.0,,-54384535976.0,-42706333585.0,171234323350.0,67439227525.0,103795095825.0,148308460678.0,7897659965.0,35736727801.0,-72094552780.0,59541567560.0,9196760500.0
319400,2020,0.0,,-37832040.0,117210227.0,20073640874.0,3214643600.0,16858997274.0,20073640874.0,,84196421.0,243666147.0,3214643600.0,862000000.0
319400,2021,240087700147.0,201484567267.0,15407257360.0,8130733610.0,211182241048.0,84467191584.0,126715049464.0,144145212524.0,62665096600.0,19425188889.0,6725303868.0,21802094984.0,10510232400.0
319400,2022,210456108794.0,171109715178.0,12155021726.0,9245492544.0,219449376793.0,64868050893.0,154581325900.0,136785072621.0,48651535920.0,28294456940.0,-25991963166.0,16216514973.0,11498115800.0
319400,2023,267838061818.0,234218054891.0,4143334694.0,4207016427.0,248932796618.0,88200130683.0,160732665935.0,162868633010.0,77216693442.0,19286084517.0,-9935983695.0,10983437241.0,11754886400.0
319400,2024,341383043004.0,277899309277.0,24571079650.0,26917423749.0,298865266015.0,126722489340.0,172142776675.0,219728807130.0,110172629648.0,58552819282.0,55105691502.0,16549859692.0,11774105800.0
319400,2025,393940640251.0,322926309291.0,18212543309.0,11293835158.0,283436434561.0,123133006974.0,160303427587.0,191903715384.0,107779443173.0,36118711493.0,-1431766908.0,15353563801.0,11797003900.0
222800,2019,1000187191029.0,912221204225.0,-17929192674.0,-39404352855.0,839945994440.0,678424016404.0,161521978036.0,254178941761.0,551742415375.0,9739293797.0,-31626314022.0,126681601029.0,12173292000.0
