code,name,sector,유형,테마,테마태그,밸류,등급,품질,mcap,급락1,급락2,2일누적,핵심선,핵심선거리,지지,근접,겹침,고점5년比,이격MA240,이격MA60,오늘아래꼬리,거래대금20,고점매도신호,종가
095340,ISC,기계장비 및 관련 물품 도매업,A,기타,,,C,1,2776814598000,-0.04850535815002821,-0.08535862477771194,-0.12972363226170336,일240,0.038634674445021,,일240,1,-0.47247863247863253,0.038634674445021,-0.07175872544792805,0.02592352559948153,26594732480.0,0,154300.0
