출발일,code,name,유형,등급,국면,시장낙폭,당시종가,2일누적,핵심선,카드수익,청산,경과일,40일수익,시총
2025-02-10,137310,에스디바이오센서,A,B,실행,-12.8,10620.0,-14.1,주60주,8.2,목표,10,-18.3,1399125447720
2025-02-04,204270,제이앤티씨,A,B,실행,-14.2,18920.0,-13.6,주60주,7.9,목표,2,-20.2,1266881405400
2025-02-04,008730,율촌화학,A,C,실행,-14.2,26000.0,-15.0,월10,8.8,목표,3,-7.7,758880000000
2025-02-04,031980,피에스케이홀딩스,A,B,실행,-14.2,46400.0,-14.1,주60주,8.2,목표,2,-17.8,1164369330000
2025-02-03,025980,아난티,A,B,실행,-15.1,5450.0,-12.9,월10,7.4,목표,4,5.1,522913920200
2025-02-03,083450,GST,A,C,실행,-15.1,16760.0,-14.0,주60주,8.1,목표,4,10.1,331002800000
2025-02-03,006260,LS,A,B,실행,-15.1,110100.0,-13.6,주60주,7.9,목표,7,-5.4,3822140000000
2025-02-03,031980,피에스케이홀딩스,A,A,실행,-15.1,49000.0,-15.2,월10,9.0,목표,7,-23.7,1164369330000
2025-02-03,348210,넥스틴,A,C,실행,-15.1,54300.0,-13.9,월10,8.1,목표,3,9.2,602337600000
2025-02-03,095340,ISC,A,C,실행,-15.1,60500.0,-17.0,월10,10.2,목표,2,-12.9,1420202886000
2025-02-03,033100,제룡전기,A,C,실행,-15.1,48800.0,-20.0,주60주,-6.3,손절,1,-34.0,891463699500
2025-02-03,003160,디아이,A,B,실행,-15.1,15420.0,-16.2,일240,9.7,목표,10,-9.3,481666000000
2025-02-03,089030,테크윙,A,C,실행,-15.1,41650.0,-15.9,월10,9.4,목표,14,-20.2,1697723165250
2025-02-03,008730,율촌화학,A,C,실행,-15.1,26200.0,-19.6,월10,12.2,목표,4,-4.6,758880000000
2025-02-03,007660,이수페타시스,A,C,실행,-15.1,34250.0,-16.3,주60주,9.7,목표,2,5.8,2447636415300
2025-02-03,204270,제이앤티씨,A,A,실행,-15.1,19430.0,-16.8,일240,10.1,목표,3,-21.6,1266881405400
2025-02-03,042700,한미반도체,A,B,실행,-15.1,106000.0,-12.1,주60주,6.9,목표,3,-34.2,10936734118800
2025-02-03,011790,SKC,B,C,실행,-15.1,143500.0,-11.8,월10,-2.5,트레일,15,-25.2,5941535956200
2025-01-08,226950,올릭스,A,C,실행,-12.8,15250.0,-19.6,주60주,-5.9,트레일,7,203.9,355531375980
2025-01-07,178320,서진시스템,A,C,실행,-13.8,23550.0,-15.7,주60주,-4.7,트레일,35,-11.9,1510257564900
2024-12-30,094170,동운아나텍,A,C,실행,-17.0,17990.0,-17.5,월10,10.6,목표,3,14.8,343019071920
2024-12-30,071320,지역난방공사,A,A,실행,-17.0,41400.0,-16.6,주60주,10.0,목표,34,22.2,479360001600
2024-12-30,104700,한국철강,A,B,실행,-17.0,8380.0,-14.8,주60주,-7.5,손절,11,-3.6,355731000000
2024-12-30,139480,이마트,A,B,실행,-17.0,63400.0,-16.0,월10,9.5,목표,26,26.7,1767326924600
2024-12-23,196170,알테오젠,B,C,실행,-15.5,277000.0,-3.3,월10,42.1,만기,40,42.1,14929271840000
2024-12-20,226950,올릭스,A,A,실행,-16.9,16490.0,-16.0,일240,9.5,목표,2,216.6,362002683000
2024-12-20,196170,알테오젠,B,C,실행,-16.9,277000.0,-6.7,월10,42.1,만기,40,42.1,14929271840000
2024-12-20,094480,갤럭시아머니트리,A,C,실행,-16.9,7550.0,-14.6,월10,8.5,목표,7,-0.7,333453623000
2024-12-17,377300,카카오페이,A,B,실행,-15.0,29400.0,-12.1,월10,-5.2,손절,2,9.0,3331908335250
2024-12-17,086280,현대글로비스,B,C,실행,-15.0,114900.0,-3.2,월10,10.9,목표,9,13.5,9225000000000
2024-12-11,089030,테크윙,A,B,실행,-15.5,31400.0,-12.9,주60주,7.4,목표,2,34.1,1311112939500
2024-12-10,000810,삼성화재,B,C,실행,-16.4,364000.0,-3.8,월10,-1.5,만기,40,-1.5,18594623522500
2024-12-09,027360,아주IB투자,A,C,실행,-18.4,2330.0,-13.7,주60주,7.9,목표,1,2.1,339856590860
2024-12-09,314930,바이오다인,A,B,실행,-18.4,14700.0,-15.5,월10,9.2,목표,1,-5.8,509859084390
2024-12-09,334970,프레스티지바이오로직스,A,C,실행,-18.4,4635.0,-20.2,주60주,12.7,목표,5,4.3,412636005210
2024-12-09,220100,퓨쳐켐,A,C,실행,-18.4,15410.0,-17.2,일240,10.4,목표,1,45.0,356065717050
2024-12-09,216080,제테마,A,B,실행,-18.4,15970.0,-20.3,일240,-4.2,트레일,6,-17.0,348720127910
2024-12-09,032820,우리기술,A,C,실행,-18.4,1656.0,-13.4,주60주,7.7,목표,3,20.2,353461381800
2024-12-09,000810,삼성화재,B,C,실행,-18.4,365000.0,-6.9,월10,2.3,만기,40,2.3,18594623522500
2024-12-09,097230,HJ중공업,A,B,실행,-18.4,3220.0,-13.1,월10,7.5,목표,1,123.0,379314349955
2024-12-09,077970,STX엔진,A,A,실행,-18.4,15750.0,-12.5,일240,7.1,목표,2,63.5,440620511600
2024-12-09,053030,바이넥스,A,B,실행,-18.4,14860.0,-14.7,주60주,8.6,목표,1,35.9,565436452400
2024-12-09,003530,한화투자증권,A,B,실행,-18.4,3585.0,-16.1,일240,9.6,목표,5,-3.9,758426384625
2024-12-09,037270,YG PLUS,A,B,실행,-18.4,3815.0,-21.0,일240,-0.9,트레일,9,12.1,307632638500
2024-12-09,112040,위메이드,A,C,실행,-18.4,39600.0,-14.7,월10,-5.4,손절,8,4.0,1544655976500
2024-12-09,099320,쎄트렉아이,A,C,실행,-18.4,36300.0,-13.4,주60주,7.7,목표,2,41.3,479665976400
2024-12-09,012450,한화에어로스페이스,B,C,실행,-18.4,279000.0,-9.4,월10,52.3,목표,37,86.4,14244112812500
2024-12-06,094480,갤럭시아머니트리,A,A,실행,-16.0,7920.0,-12.2,주60주,-6.2,손절,1,-4.9,333453623000
2024-12-06,027360,아주IB투자,A,B,실행,-16.0,2515.0,-13.7,주60주,8.0,목표,4,-8.9,339856590860
2024-12-06,105560,KB금융,B,C,실행,-16.0,85300.0,-10.6,월10,-1.3,만기,40,-1.3,37857434292600
2024-12-06,036570,NC,A,B,실행,-16.0,200500.0,-16.6,일240,-5.9,트레일,15,-10.0,5214080225000
2024-12-06,064350,현대로템,B,C,실행,-16.0,47250.0,-7.9,월10,-6.8,손절,2,66.8,5522600025800
2024-12-06,041190,우리기술투자,A,B,실행,-16.0,8240.0,-13.3,월10,-5.0,손절,1,-17.4,737520000000
2024-12-05,027360,아주IB투자,A,C,실행,-15.5,2700.0,-15.5,일240,-8.5,손절,1,-15.6,339856590860
2024-12-05,032820,우리기술,A,A,실행,-15.5,1912.0,-13.9,일240,-6.1,손절,1,2.8,353461381800
2024-12-05,032830,삼성생명,B,C,실행,-15.5,101500.0,-6.9,월10,-9.7,손절,17,-11.5,21420000000000
2024-12-05,105560,KB금융,B,C,실행,-15.5,85800.0,-15.2,월10,-1.0,만기,40,-1.0,37857434292600
2024-12-05,064350,현대로템,B,C,실행,-15.5,47800.0,-10.8,월10,-7.9,손절,3,64.6,5522600025800
2024-12-05,126720,수산인더스트리,A,C,실행,-15.5,20000.0,-14.2,주60주,-5.9,손절,1,2.0,313577700000
2024-11-28,402340,SK스퀘어,A,B,실행,-13.4,74000.0,-12.5,일240,7.2,목표,5,18.4,11426796608000
2024-11-22,328130,루닛,A,A,실행,-13.5,55000.0,-14.7,일240,8.6,목표,1,20.2,1147707792000
2024-11-19,089030,테크윙,A,B,실행,-14.5,33600.0,-13.5,일240,7.8,목표,1,43.6,1665972567000
2024-11-15,257720,실리콘투,A,C,실행,-16.4,28050.0,-23.2,월10,-9.2,손절,5,10.5,2325357538800
2024-11-14,317330,덕산테코피아,A,C,실행,-16.3,31400.0,-13.6,주60주,-5.2,손절,1,9.1,774014875200
2024-11-14,000250,삼천당제약,A,B,실행,-16.3,108400.0,-16.4,주60주,-3.6,트레일,8,50.8,3173795961600
2024-11-14,094480,갤럭시아머니트리,A,B,실행,-16.3,8090.0,-12.4,일240,7.0,목표,3,-2.6,333845921380
2024-11-13,000250,삼천당제약,A,B,실행,-16.4,116700.0,-12.8,일240,-5.5,손절,1,39.4,3173795961600
2024-11-13,229640,LS에코에너지,A,B,실행,-16.4,23300.0,-17.4,주60주,10.5,목표,15,55.4,837590440650
2024-11-13,033100,제룡전기,A,C,실행,-16.4,44750.0,-18.0,주60주,-6.0,손절,12,14.0,849701436100
2024-11-13,259960,크래프톤,B,C,실행,-16.4,294000.0,-7.4,월10,13.4,만기,40,13.4,15854938065000
2024-11-13,358570,지아이이노베이션,A,C,실행,-16.4,11430.0,-15.1,주60주,-5.0,손절,2,-18.6,631430341080
2024-11-13,094480,갤럭시아머니트리,A,C,실행,-16.4,8550.0,-12.8,일240,-8.9,손절,2,-8.7,333845921380
2024-11-13,010120,LS ELECTRIC,A,C,실행,-16.4,141300.0,-14.3,일240,-7.2,트레일,6,27.1,4389000000000
2024-11-12,192820,코스맥스,A,C,실행,-14.1,129300.0,-16.1,주60주,-5.3,손절,2,14.0,1712640908100
2024-11-12,033100,제룡전기,A,B,실행,-14.1,46200.0,-23.6,주60주,-5.0,손절,2,5.7,849701436100
2024-11-12,241710,코스메카코리아,A,B,실행,-14.1,61200.0,-23.9,월10,-6.4,손절,2,-17.3,850128000000
2024-11-07,001340,PKC,A,B,주의,-11.3,8980.0,-12.1,월10,-5.6,손절,4,-11.6,428970786850
2024-11-07,101360,에코앤드림,A,C,주의,-11.3,35650.0,-12.2,주60주,-6.3,손절,2,-31.3,688322611800
2024-11-07,078600,대주전자재료,A,C,주의,-11.3,91600.0,-13.8,주60주,-7.7,손절,5,-11.4,1675000162600
2024-11-06,031980,피에스케이홀딩스,A,B,주의,-11.3,42850.0,-12.1,주60주,-6.7,손절,3,9.2,1095369666000
2024-11-06,007160,사조산업,A,C,주의,-11.3,44000.0,-34.1,주60주,-6.1,손절,1,-20.5,337000000000
2024-11-05,031980,피에스케이홀딩스,A,A,주의,-10.9,42200.0,-16.4,주60주,-5.2,손절,4,2.8,1095369666000
2024-11-01,402340,SK스퀘어,B,C,실행,-12.1,83900.0,-6.4,월10,-2.1,트레일,9,-5.5,11426796608000
2024-11-01,007660,이수페타시스,A,C,실행,-12.1,35000.0,-13.3,주60주,-5.9,손절,2,-21.9,2302169651600
2024-11-01,008930,한미사이언스,A,A,실행,-12.1,36250.0,-30.4,월10,-1.8,트레일,7,-18.8,3265696512500
2024-10-31,007660,이수페타시스,A,B,주의,-11.6,36400.0,-13.9,주60주,-7.2,손절,2,-23.4,2302169651600
2024-10-25,039200,오스코텍,A,B,실행,-10.7,28700.0,-14.8,주60주,-5.8,손절,8,-16.9,1327072907200
2024-10-24,039200,오스코텍,A,B,실행,-10.7,31550.0,-17.2,월10,-7.0,손절,1,-22.8,1327072907200
2024-10-21,042700,한미반도체,A,B,실행,-9.9,101500.0,-12.7,주60주,-7.0,손절,6,-17.4,10504410562200
2024-10-16,078600,대주전자재료,A,B,실행,-9.7,102900.0,-12.2,월10,-6.0,손절,15,-19.0,1733826416000
2024-10-14,047920,HLB제약,A,B,실행,-9.3,20550.0,-14.6,주60주,-7.6,손절,9,0.5,829979843400
2024-10-14,115450,HLB테라퓨틱스,A,B,실행,-9.3,7790.0,-12.1,일240,6.9,목표,1,28.8,763733561490
2024-10-14,028300,HLB,A,C,실행,-9.3,68000.0,-16.7,일240,-6.4,손절,9,6.0,11237604125200
2024-10-10,028300,HLB,B,A,실행,-10.1,81600.0,-4.0,월10,-5.8,손절,1,-10.4,11237604125200
2024-10-02,402340,SK스퀘어,B,C,실행,-11.4,78200.0,-8.2,월10,5.7,트레일,20,-6.0,10887796768000
2024-09-30,267250,HD현대,B,C,실행,-10.3,76500.0,-7.6,월10,2.9,만기,40,2.9,6042971002500
2024-09-24,007460,에이프로젠,A,A,주의,-9.0,1220.0,-12.8,일240,-6.6,손절,1,-6.1,457600829760
2024-09-09,457190,이수스페셜티케미컬,A,C,실행,-12.3,44400.0,-18.1,월10,11.0,목표,5,-3.6,1604059668000
2024-09-06,199800,툴젠,A,C,실행,-12.0,54400.0,-16.2,주60주,-5.4,트레일,12,0.0,665149503600
2024-09-06,348370,엔켐,A,B,실행,-12.0,165500.0,-14.6,주60주,8.5,목표,4,-8.0,3980695754500
2024-09-05,199800,툴젠,A,A,주의,-10.9,60800.0,-24.5,일240,-5.4,손절,1,-7.4,665149503600
2024-09-05,031980,피에스케이홀딩스,A,B,주의,-10.9,40500.0,-14.9,주60주,-7.5,손절,2,2.7,1140650695500
2024-09-05,042660,한화오션,B,C,주의,-10.9,32100.0,-5.6,주60주,-9.4,손절,4,12.8,10586582762700
2024-09-05,033100,제룡전기,A,B,주의,-10.9,46950.0,-13.9,월10,8.0,목표,3,28.9,901101144900
2024-09-05,348370,엔켐,A,B,주의,-10.9,180000.0,-12.8,일240,-5.0,손절,1,-15.8,3980695754500
2024-09-04,011070,LG이노텍,A,B,실행,-10.7,242000.0,-13.6,주60주,-7.0,손절,4,-28.1,6579455746000
2024-09-04,090460,비에이치,A,B,실행,-10.7,20200.0,-15.3,일240,-6.0,손절,3,-20.5,821975439150
2024-08-27,263750,펄어비스,A,C,실행,-7.0,35400.0,-15.8,월10,-5.7,손절,6,9.5,2724109052000
2024-08-26,249420,일동제약,A,A,실행,-6.7,16110.0,-12.4,주60주,-7.3,손절,4,-15.3,390910638930
2024-08-20,290690,아리바이오홀딩스,A,C,실행,-6.7,10550.0,-12.7,일240,-5.4,손절,4,-11.5,492482748540
2024-08-19,026890,스틱인베스트먼트,A,C,실행,-7.5,8400.0,-13.2,월10,-6.1,트레일,15,-2.6,416781750000
2024-08-19,005180,빙그레,A,B,실행,-7.5,68300.0,-13.0,월10,-6.9,손절,8,-7.8,884641441800
2024-08-16,003280,흥아해운,A,B,실행,-6.7,2375.0,-12.7,주60주,-5.2,손절,2,-15.4,580626131085
2024-08-16,032830,삼성생명,B,C,실행,-6.7,88800.0,-5.5,월10,12.2,목표,12,14.6,19300000000000
2024-08-08,090435,아모레퍼시픽우,A,C,실행,-11.6,35850.0,-23.0,주60주,14.9,목표,32,-1.8,547951377000
2024-08-06,084370,유진테크,A,C,실행,-12.8,38700.0,-13.0,주60주,7.5,목표,1,-3.9,1049554723600
2024-08-06,009240,한샘,A,B,실행,-12.8,53400.0,-12.2,일240,6.9,목표,13,-3.6,1492051035200
2024-08-06,042700,한미반도체,B,A,실행,-12.8,107600.0,-6.8,월10,-4.9,손절,1,2.9,12725564780800
2024-08-06,138040,메리츠금융지주,B,C,실행,-12.8,75800.0,-5.5,월10,14.4,목표,7,31.9,16096777621600
2024-08-05,014820,동원시스템즈,A,A,실행,-15.6,38000.0,-20.2,월10,12.6,목표,7,33.2,1249524254200
2024-08-05,237880,클리오,A,A,실행,-15.6,31250.0,-12.2,일240,7.0,목표,1,-11.0,627075949100
2024-08-05,011790,SKC,A,A,실행,-15.6,114100.0,-18.3,월10,11.2,목표,7,34.8,5161449017400
2024-08-05,005935,삼성전자우,A,C,실행,-15.6,56100.0,-13.4,주60주,7.8,목표,2,-11.1,53405346830000
2024-08-05,145990,삼양사,A,C,실행,-15.6,43150.0,-12.8,주60주,7.4,목표,4,15.8,510515725500
2024-08-05,009150,삼성전기,A,C,실행,-15.6,138200.0,-13.4,일240,-5.3,트레일,23,-6.1,11921113881600
2024-08-05,003530,한화투자증권,A,C,실행,-15.6,2980.0,-19.0,주60주,11.7,목표,1,10.6,807772372875
2024-08-05,099320,쎄트렉아이,A,A,실행,-15.6,36200.0,-15.6,주60주,9.3,목표,4,3.2,466524442800
2024-08-05,038500,삼표시멘트,A,C,실행,-15.6,2945.0,-17.3,월10,10.4,목표,4,2.9,387959120070
2024-08-05,001200,유진투자증권,A,C,실행,-15.6,3920.0,-20.4,주60주,12.8,목표,2,7.4,456725160870
2024-08-05,071050,한국금융지주,A,B,실행,-15.6,63700.0,-12.7,월10,7.3,목표,2,12.7,4079142614400
2024-08-05,018310,삼목에스폼,A,C,실행,-15.6,17150.0,-18.1,주60주,11.1,목표,2,49.9,308700000000
2024-08-05,314930,바이오다인,A,A,실행,-15.6,12570.0,-21.2,일240,13.5,목표,2,75.0,462236519590
2024-08-05,334970,프레스티지바이오로직스,A,A,실행,-15.6,4620.0,-12.8,주60주,7.4,목표,2,29.2,336413035430
2024-08-05,000210,DL,A,B,실행,-15.6,47550.0,-20.4,주60주,-8.0,트레일,2,-7.6,1177720680800
2024-08-05,042700,한미반도체,A,B,실행,-15.6,102600.0,-19.4,월10,12.0,목표,5,4.7,12725564780800
2024-08-05,014830,유니드,A,A,실행,-15.6,78500.0,-12.5,일240,7.1,목표,6,0.4,583367120000
2024-08-05,319660,피에스케이,A,A,실행,-15.6,25900.0,-18.2,월10,11.1,목표,4,-11.2,908106483900
2024-08-05,281820,케이씨텍,A,A,실행,-15.6,33150.0,-19.5,일240,12.1,목표,2,5.1,905391530400
2024-08-05,017810,풀무원,A,A,실행,-15.6,11920.0,-14.1,월10,8.2,목표,4,-12.2,532162766320
2024-08-05,003090,대웅,A,B,실행,-15.6,18940.0,-13.1,월10,7.6,목표,1,28.8,1250052570000
2024-08-05,001440,대한전선,A,C,실행,-15.6,11580.0,-17.3,월10,10.4,목표,1,7.9,2571108267000
2024-08-05,036810,에프에스티,A,C,실행,-15.6,23750.0,-25.0,주60주,16.6,목표,2,-11.8,648352312200
2024-08-05,138040,메리츠금융지주,B,C,실행,-15.6,74500.0,-9.9,월10,16.4,목표,8,32.9,16096777621600
2024-08-05,017960,한국카본,A,C,실행,-15.6,10700.0,-14.5,월10,8.5,목표,2,2.2,638993044120
2024-08-05,011070,LG이노텍,A,C,실행,-15.6,217500.0,-15.2,월10,9.0,목표,2,-6.2,6058779392000
2024-08-05,103140,풍산,A,A,실행,-15.6,49400.0,-15.1,월10,8.9,목표,5,34.0,1636617835200
2024-08-05,031980,피에스케이홀딩스,A,A,실행,-15.6,40850.0,-21.9,일240,14.0,목표,5,16.6,1153588132500
2024-08-05,036830,솔브레인홀딩스,A,C,실행,-15.6,44350.0,-18.5,주60주,11.3,목표,1,33.7,1146733863200
2024-08-05,031330,에스에이엠티,A,A,실행,-15.6,3070.0,-12.0,월10,6.8,목표,2,6.0,353482561845
2024-08-05,041190,우리기술투자,A,C,실행,-15.6,6510.0,-21.3,일240,13.5,목표,2,8.3,708960000000
2024-08-05,007660,이수페타시스,A,C,실행,-15.6,33250.0,-24.6,주60주,16.3,목표,4,11.1,2855575817850
2024-08-05,348370,엔켐,A,A,실행,-15.6,156500.0,-15.0,주60주,-4.4,트레일,3,30.4,3621713298000
2024-08-05,078150,HB테크놀러지,A,C,실행,-15.6,2665.0,-20.7,월10,-0.8,트레일,12,-3.0,314770534820
2024-08-05,007460,에이프로젠,A,A,실행,-15.6,1340.0,-14.8,주60주,8.7,목표,2,-13.8,445496219856
2024-08-05,009420,한올바이오파마,A,C,실행,-15.6,30700.0,-12.5,주60주,7.2,목표,2,26.4,1849318585200
2024-08-05,237690,에스티팜,A,C,실행,-15.6,74200.0,-16.1,월10,9.6,목표,1,44.9,1755613527200
2024-08-05,084110,휴온스글로벌,A,C,실행,-15.6,21350.0,-13.9,주60주,8.1,목표,2,52.2,314906225400
2024-08-05,298040,효성중공업,A,A,실행,-15.6,252000.0,-20.8,일240,13.1,목표,2,44.2,2899934428000
2024-08-05,388720,유일로보틱스,A,C,실행,-15.6,23400.0,-13.3,주60주,7.7,목표,4,64.5,309815389700
2024-08-05,166480,코아스템켐온,A,A,실행,-15.6,9380.0,-13.4,월10,7.7,목표,2,49.3,351384319440
2024-08-05,000660,SK하이닉스,A,A,실행,-15.6,156100.0,-19.2,일240,11.9,목표,5,14.0,141669260229000
2024-08-05,114810,한솔아이원스,A,C,실행,-15.6,9560.0,-16.1,주60주,9.6,목표,7,-16.3,328687734460
2024-08-05,335890,335890,A,C,실행,-15.6,8070.0,-20.8,주60주,13.1,목표,1,5.7,595290883750
2024-08-05,256840,한국비엔씨,A,A,실행,-15.6,5160.0,-20.2,월10,12.7,목표,2,9.9,444826501650
2024-08-05,000400,롯데손해보험,A,B,실행,-15.6,2560.0,-12.5,주60주,7.1,목표,2,-12.7,876700104000
2024-08-05,183300,코미코,A,C,실행,-15.6,61600.0,-17.1,주60주,10.3,목표,6,-5.8,784551300000
2024-08-05,161580,필옵틱스,A,C,실행,-15.6,14170.0,-22.5,주60주,14.5,목표,4,45.4,409806649200
2024-08-05,000150,두산,A,A,실행,-15.6,128100.0,-23.5,일240,15.3,목표,5,33.0,2891671125000
2024-08-05,049770,049770,A,A,실행,-15.6,33900.0,-12.5,주60주,-5.9,손절,23,-5.0,803662573000
2024-08-05,052690,한전기술,A,C,실행,-15.6,63300.0,-16.2,일240,9.6,목표,3,4.6,2908542000000
2024-08-05,084370,유진테크,A,C,실행,-15.6,38800.0,-17.6,주60주,10.7,목표,4,-1.7,1049554723600
2024-08-05,950140,잉글우드랩,A,A,실행,-15.6,14960.0,-20.3,일240,12.7,목표,5,-15.2,397158641340
2024-08-05,137400,피엔티,A,B,실행,-15.6,49200.0,-13.8,월10,8.0,목표,1,25.6,1291623878400
2024-08-05,009450,경동나비엔,A,A,실행,-15.6,51700.0,-12.8,월10,7.4,목표,1,37.1,836237180800
2024-08-05,171090,선익시스템,A,B,실행,-15.6,33950.0,-23.7,주60주,15.5,목표,2,51.1,415854939000
2024-08-05,006260,LS,A,C,실행,-15.6,99700.0,-16.8,주60주,10.1,목표,5,24.3,3725540000000
2024-08-05,001120,LX인터내셔널,A,C,실행,-15.6,26900.0,-13.8,월10,8.0,목표,4,8.6,1191870000000
2024-08-05,263750,펄어비스,A,B,실행,-15.6,37750.0,-12.3,월10,7.0,목표,1,3.2,2724109052000
2024-08-05,178320,서진시스템,A,A,실행,-15.6,22750.0,-16.4,월10,9.8,목표,3,31.9,1517607994500
2024-08-05,253590,네오셈,A,A,실행,-15.6,9620.0,-25.7,월10,0.3,트레일,15,17.8,580389039720
2024-08-05,000500,가온전선,A,A,실행,-15.6,32400.0,-25.7,월10,17.3,목표,1,17.9,308665834700
2024-08-05,004490,세방전지,A,B,실행,-15.6,77200.0,-15.8,월10,9.4,목표,2,1.0,1289400000000
2024-08-05,034020,두산에너빌리티,A,C,실행,-15.6,15860.0,-15.2,일240,9.0,목표,1,15.8,12061766379180
2024-08-05,069620,대웅제약,A,A,실행,-15.6,112000.0,-13.5,월10,7.8,목표,2,27.9,1443687245000
2024-08-05,108670,LX하우시스,A,C,실행,-15.6,40350.0,-15.8,월10,-5.1,트레일,24,5.9,420583723000
2024-08-05,042660,한화오션,A,B,실행,-15.6,26950.0,-17.3,월10,10.5,목표,2,14.5,9360929186700
2024-08-05,267270,HD건설기계,A,C,실행,-15.6,51700.0,-13.5,월10,7.8,목표,2,3.7,1121402212000
2024-08-05,194480,데브시스터즈,A,C,실행,-15.6,42800.0,-15.2,주60주,9.0,목표,1,-8.8,589256289000
2024-08-05,192820,코스맥스,A,A,실행,-15.6,129900.0,-15.6,주60주,-4.0,트레일,2,6.8,1758038944100
2024-08-02,068760,셀트리온제약,A,C,실행,-7.4,83800.0,-16.5,주60주,-5.6,손절,1,-17.2,4176303961200
2024-08-02,049770,049770,A,C,실행,-7.4,36650.0,-12.0,월10,-8.0,손절,1,-12.0,803662573000
2024-08-01,067160,SOOP,A,B,관찰만,-3.9,98700.0,-17.1,일240,-7.5,손절,2,1.7,1189708384500
2024-07-31,067160,SOOP,A,B,관찰만,-4.2,103500.0,-17.7,월10,-5.6,손절,1,-4.3,1189708384500
2024-07-26,011070,LG이노텍,B,C,주의,-5.5,259000.0,-5.6,주60주,-9.5,손절,6,-11.4,6437453104000
2024-07-26,039030,이오테크닉스,A,B,주의,-5.5,171200.0,-12.0,주60주,-5.2,손절,2,-6.4,2302523895000
2024-07-26,290690,아리바이오홀딩스,A,B,주의,-5.5,10650.0,-12.7,일240,7.3,목표,1,-21.0,309388464000
2024-07-25,389020,자람테크놀로지,A,C,주의,-6.2,46100.0,-12.0,주60주,-5.4,손절,1,-23.9,454913382000
2024-07-25,138580,138580,A,B,주의,-6.2,12950.0,-12.4,주60주,7.1,목표,3,22.4,316914090150
2024-07-23,027360,아주IB투자,A,B,관찰만,-4.0,2555.0,-14.0,월10,-5.0,손절,2,-22.0,371907123450
2024-07-19,294090,이오플로우,A,C,관찰만,-3.3,12300.0,-18.4,일240,-6.2,손절,4,-42.3,385683591160
2024-07-16,101360,에코앤드림,A,C,관찰만,-0.9,41100.0,-12.8,월10,-9.7,손절,6,-18.2,605984470700
2024-07-04,035760,CJ ENM,A,B,관찰만,0.0,69100.0,-16.8,일240,10.1,목표,4,5.1,1846434766800
2024-07-04,090430,아모레퍼시픽,B,C,관찰만,0.0,148700.0,-6.1,월10,7.2,트레일,22,-16.3,9785838580700
2024-07-03,083650,비에이치아이,A,B,관찰만,-0.5,8240.0,-15.8,주60주,9.4,목표,3,-3.9,303873762500
2024-07-03,131290,티에스이,A,A,관찰만,-0.5,52100.0,-12.1,일240,6.9,목표,1,-5.0,664791882900
2024-07-03,090430,아모레퍼시픽,B,C,관찰만,-0.5,151500.0,-9.3,월10,5.3,트레일,23,-18.4,9785838580700
2024-07-01,000400,롯데손해보험,A,C,관찰만,-0.1,2705.0,-29.1,일240,-4.0,트레일,18,0.2,904630372800
2024-06-27,028300,HLB,B,C,관찰만,-0.8,63900.0,-12.2,월10,30.5,트레일,11,34.3,8007736276800
2024-06-21,294090,이오플로우,A,C,관찰만,-0.8,14020.0,-13.2,일240,-7.2,손절,1,-3.4,376558585060
2024-06-18,114190,강원에너지,A,A,관찰만,0.0,18810.0,-13.1,일240,-8.6,손절,6,-36.2,374865595300
2024-06-14,310210,보로노이,A,C,관찰만,0.0,42450.0,-13.1,일240,-6.5,손절,1,79.5,737879337500
2024-06-04,094360,칩스앤미디어,A,B,관찰만,-3.4,23000.0,-12.0,일240,-6.2,손절,9,-23.2,544524692600
2024-05-31,028300,HLB,B,A,관찰만,-4.4,61200.0,-7.4,월10,-5.3,손절,1,26.1,8007736276800
2024-05-29,004800,효성,A,C,관찰만,-2.9,59700.0,-14.6,일240,-5.2,손절,13,-18.2,1270582807500
2024-05-24,180640,한진칼,A,C,관찰만,-2.5,58100.0,-13.8,월10,8.0,목표,5,18.9,3992384284200
2024-05-20,028300,HLB,A,C,주의,-0.5,47000.0,-50.9,주60주,7.5,트레일,4,75.5,14548336476800
2024-05-10,094360,칩스앤미디어,A,C,주의,-1.1,19510.0,-14.8,주60주,8.7,목표,3,18.4,458108728000
2024-05-08,161390,한국타이어앤테크놀로지,A,A,주의,-0.4,44050.0,-16.4,일240,-1.2,만기,40,-1.2,7321016577900
2024-05-07,161390,한국타이어앤테크놀로지,A,A,주의,-0.8,43750.0,-20.0,일240,0.0,만기,40,0.0,7321016577900
2024-05-02,101360,에코앤드림,A,B,주의,-2.7,35900.0,-23.0,일240,15.0,목표,12,48.7,506896272750
2024-04-23,287410,287410,A,B,관찰만,-4.9,10120.0,-15.8,주60주,-5.6,트레일,2,27.1,610037278040
2024-04-22,095340,ISC,A,B,관찰만,-4.6,81100.0,-12.1,월10,-6.8,손절,6,-19.9,2077311684000
2024-04-22,059090,미코,A,A,관찰만,-4.6,10170.0,-12.3,월10,7.0,목표,5,86.5,442772308500
2024-04-22,064290,인텍플러스,A,B,관찰만,-4.6,29900.0,-14.4,주60주,-6.3,트레일,12,-27.4,483991167400
2024-04-16,336370,솔루스첨단소재,A,C,주의,-5.3,17400.0,-12.6,주60주,7.2,목표,2,-5.7,1185970940160
