code,name,track,price,buy1,qty1,buy2,qty2,buy3,qty3,avg,total_qty,total_cost,stop,target
353200,대덕전자,성장,96800,96800.0,2,84700.0,2,72600.0,3,82971.42857142857,7,580800.0,123845.0,
