순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,035290,골드앤에스,KOSDAQ,30.00,2470,527901962,224605,11776090560,Y
2,019175,신풍제약우,KOSPI,29.98,15870,502190280,31644,31600820100,Y
3,299660,셀리드,KOSDAQ,29.98,2285,10299928439,4601038,67414302445,Y
4,128940,한미약품,KOSPI,29.96,540000,259994058750,514563,6917935140000,Y
5,289080,SV인베스트먼트,KOSDAQ,29.95,2625,2790750375,1063143,157862861625,Y
6,351320,넥사다이내믹스,KOSDAQ,29.95,1575,3918254105,2598944,46775361150,Y
7,019170,신풍제약,KOSPI,29.93,10550,20794403150,2074253,553015407100,Y
8,008290,원풍물산,KOSDAQ,29.91,695,1217165827,1813155,14141053105,Y
9,020120,키다리스튜디오,KOSPI,26.87,5100,24486721968,4974603,189025206600,
10,008930,한미사이언스,KOSPI,25.70,56500,216663064850,4107170,3864122575000,
11,445680,큐리옥스바이오시스템즈,KOSDAQ,24.16,53700,11885107100,228930,923814793500,
12,253840,수젠텍,KOSDAQ,23.06,4830,23736277531,4871653,80869656000,
13,006110,삼아알미늄,KOSPI,21.91,58700,26425805250,468115,887746808500,
14,142280,녹십자엠에스,KOSDAQ,21.07,3160,28135517560,9053565,75723177960,
15,402030,코난테크놀로지,KOSDAQ,18.43,15870,5509877370,360707,198652534560,
16,134580,탑코미디어,KOSDAQ,18.26,2785,10198199310,3488413,137284204965,
17,036830,솔브레인홀딩스,KOSDAQ,17.52,44600,5864367150,136450,914477552600,
18,475830,오름테라퓨틱,KOSDAQ,16.94,72500,20764147500,290962,1574670275000,
19,124500,아이티센글로벌,KOSDAQ,16.44,37900,115576482575,3004858,879451573300,
20,900290,GRT,KOSDAQ,16.42,4005,2690864913,710258,334459728720,
21,066970,엘앤에프,KOSPI,16.36,121600,128841547900,1067482,4947254899200,
22,405100,큐알티,KOSDAQ,14.78,11340,4987008220,443276,139360673340,
23,304100,솔트룩스,KOSDAQ,14.51,17600,16910950240,964210,221651848000,
24,003010,혜인,KOSPI,14.36,10830,8850253355,823078,137679050010,
25,057680,티사이언티픽,KOSDAQ,14.02,1740,1629701080,898791,27479661660,
26,373200,엑스플러스,KOSDAQ,13.55,1885,285420820,151821,47206501745,
27,025870,신라에스지,KOSDAQ,13.17,2535,87264945,36326,10140000000,
28,900120,씨엑스아이,KOSDAQ,13.04,1040,164484345,168274,17336446400,
29,475960,토모큐브,KOSDAQ,12.65,32500,2084617950,65653,437975655000,
30,029480,광무,KOSDAQ,12.46,1588,1132418653,723800,94833981616,
31,249420,일동제약,KOSPI,12.14,15150,27618371755,1800509,479319517800,
32,109820,진매트릭스,KOSDAQ,11.89,1600,3864716632,2270002,32629824000,
33,462860,더즌,KOSDAQ,11.44,2825,48995061527,16614747,202712177475,
34,001420,태원물산,KOSPI,11.23,2525,170327290,68166,19190000000,
35,107640,한중엔시에스,KOSDAQ,11.21,36200,4910538850,136622,328151045200,
36,042600,새로닉스,KOSDAQ,11.13,12180,487982650,40573,151319131320,
37,069920,엑시온그룹,KOSDAQ,11.11,990,1415371014,1387599,14249520450,
38,005257,녹십자홀딩스2우,KOSPI,10.91,18300,79155600,4166,15481617000,
39,247540,에코프로비엠,KOSDAQ,10.80,117000,74801446500,653003,11446160778000,
40,272450,진에어,KOSPI,10.64,5720,2149248150,381170,298584000000,
41,131290,티에스이,KOSDAQ,10.59,245500,35533613750,145684,2715580819500,
42,237690,에스티팜,KOSDAQ,10.53,110200,35738397700,335571,2300605507600,
43,091580,상신이디피,KOSDAQ,10.50,18840,6105386465,329335,251103645960,
44,003670,포스코퓨처엠,KOSPI,10.33,170900,98069957750,578440,15200908998000,
45,101170,우림피티에스,KOSDAQ,10.27,8700,1225701990,145132,117450000000,
