ym,n,defense,scalar_s,top5,picks,mom_median,note
2026-08,30,50현금,1.0,SK스퀘어;SK하이닉스;삼성전자;삼성전자우;SK,402340;000660;005930;005935;034730;298040;032830;036930;028260;006400;011070;042700;278470;005380;086520;000150;007660;028050;006800;267260;006260;277810;010950;012330;267270;047810;071050;055550;017670;161390,131.4,원장 개설 — 이전 기록은 실행기가 덮어써 소실됨(이력 없음)
