code,종목명,시장,구분,등락률_20260731,종가_20260731,거래량_20260731,거래대금_20260731,PER_20260731,PBR_20260731,EPS_20260731,BPS_20260731,배당%_20260731,시총_20260731,종가_20260730,거래량_20260730,거래대금_20260730,PER_20260730,PBR_20260730,EPS_20260730,BPS_20260730,배당%_20260730,시총_20260730,고점52주比,고점5년比,MA60比,거래대금배수,신규상장
322310,오로스테크놀로지,KOSDAQ,+20%↑,22.15,13620,212544,2745019095,0.0,1.98,0.0,6873.0,0.0,127572302040,11150,345226,3976581230,0.0,1.62,0.0,6873.0,0.0,104436943300,-0.6996153846153846,-0.6996153846153846,-0.39040730574599003,1.5489667923486663,
039440,에스티아이,KOSDAQ,+20%↑,22.08,21950,177975,3728365875,21.0,1.17,1045.0,18772.0,0.68,340379681650,17980,128318,2344185275,17.21,0.96,1045.0,18772.0,0.83,278816705060,-0.505787037037037,-0.5063583815028903,-0.2806401796995648,1.0293200733917396,
166090,하나머티리얼즈,KOSDAQ,+20%↑,21.9,52600,186123,9620255650,26.51,2.19,1984.0,24038.0,0.57,1040305652400,43150,144848,6479227275,21.75,1.8,1984.0,24038.0,0.7,853406633100,-0.3777019340159272,-0.3777019340159272,-0.16915599210166576,0.9627645681596686,
089890,코세스,KOSDAQ,+20%↑,21.83,19700,409648,7955949875,23.82,4.25,827.0,4635.0,0.0,326723751400,16170,338021,5593515355,19.55,3.49,827.0,4635.0,0.0,268178835540,-0.5155642023346303,-0.5155642023346303,-0.29085083659665356,0.8128406408716491,
187870,디바이스,KOSDAQ,+20%↑,21.69,11500,215827,2376714915,8.82,0.94,1304.0,12226.0,5.65,158355690000,9450,237183,2255865140,7.25,0.77,1304.0,12226.0,6.88,130127067000,-0.6158249158249158,-0.6158249158249158,-0.4060179079614076,1.4864286809466725,
095340,ISC,KOSDAQ,+20%↑,21.69,129600,180201,22758817150,47.25,4.94,2743.0,26223.0,0.66,2747138716800,106500,289885,32336772650,38.83,4.06,2743.0,26223.0,0.8,2257486677000,-0.5398290598290598,-0.5398290598290598,-0.3110919652986889,0.45298569931118415,
424980,마이크로투나노,KOSDAQ,+20%↑,21.62,6300,42091,240905430,0.0,1.44,0.0,4366.0,0.0,37289007000,5180,14868,77580310,0.0,1.19,0.0,4366.0,0.0,30659850200,-0.6144430844553244,-0.7934426229508197,-0.3508389290559687,1.5178763718506627,
085910,네오티스,KOSDAQ,+20%↑,21.55,15850,181725,2805083225,48.03,3.82,330.0,4154.0,1.26,218647865300,13040,317687,4287381785,39.52,3.14,330.0,4154.0,1.53,179884426720,-0.5796143250688706,-0.5796143250688706,-0.37540503850850326,0.5979552421229277,
212710,아이에스티이,KOSDAQ,+20%↑,21.51,7400,119071,834967610,0.0,3.39,0.0,2184.0,0.0,71890837200,6090,106996,653199070,0.0,2.79,0.0,2184.0,0.0,59164216020,-0.46598202824133506,-0.6569072164948453,-0.16502191148429401,0.6331557030399302,
412350,레이저쎌,KOSDAQ,+20%↑,21.31,3700,709500,2517572015,0.0,2.52,0.0,1467.0,0.0,54031259100,3050,815743,2584672586,0.0,2.08,0.0,1467.0,0.0,44539281150,-0.7414617486338797,-0.8186826347305389,-0.44359373277308867,0.5554227396559339,
019210,와이지-원,KOSDAQ,+20%↑,21.31,16910,1435930,22867849925,22.98,1.47,736.0,11486.0,1.12,628945940480,13940,1265207,18707904290,18.94,1.21,736.0,11486.0,1.36,518480568320,-0.35473684210526313,-0.35473684210526313,-0.00474446629264158,0.9994515392393032,
079370,제우스,KOSDAQ,+20%↑,21.23,8450,431362,3451565375,0.0,0.78,0.0,10867.0,0.59,262093565500,6970,381146,2689363425,0.0,0.64,0.0,10867.0,0.72,216188420300,-0.5785202863961814,-0.6274261603375527,-0.26247650866569217,1.345697190132336,
011070,LG이노텍,KOSPI,+20%↑,21.23,514000,537129,270944214500,35.64,2.11,14421.0,243532.0,0.37,12164892998000,424000,385246,167800911000,29.4,1.74,14421.0,243532.0,0.44,10034853368000,-0.6504474272930649,-0.6504474272930649,-0.29306639520416244,1.2299581493275384,
425040,티이엠씨,KOSDAQ,+20%↑,21.21,8000,317978,2434627225,10.54,0.85,759.0,9438.0,1.88,175383184000,6600,293671,1978050245,8.7,0.7,759.0,9438.0,2.27,144691126800,-0.7099009900990099,-0.8369202226345084,-0.46106132292379853,0.7507218239436585,
403870,HPSP,KOSDAQ,+20%↑,21.19,34600,4780332,161238038050,38.4,9.08,901.0,3811.0,1.45,2847580000000,28550,1939703,56563725450,31.69,7.49,901.0,3811.0,1.75,2349665000000,-0.6097826086956522,-0.6097826086956522,-0.2928430728824688,0.9200358927920838,
252990,샘씨엔에스,KOSDAQ,+20%↑,21.06,10980,855667,9395026230,41.59,3.84,264.0,2862.0,0.0,661192421220,9070,999808,9371255325,34.36,3.17,264.0,2862.0,0.0,546176253230,-0.1992924528301887,-0.1992924528301887,0.021052631578947434,0.843671569903946,
232140,와이씨,KOSDAQ,+20%↑,21.01,8640,1167472,9610935320,36.15,1.92,239.0,4490.0,0.0,708871824000,7140,711856,5185789290,29.87,1.59,239.0,4490.0,0.0,585803799000,-0.6240165631469979,-0.6240165631469979,-0.4097444175993239,1.2922558760386784,
218410,RFHIC,KOSDAQ,+20%↑,20.96,42700,337256,13855096275,37.75,3.19,1131.0,13376.0,0.94,1134771373400,35300,240091,8713503400,31.21,2.64,1131.0,13376.0,1.13,938113102600,-0.6449960598896769,-0.6449960598896769,-0.41052677490758815,0.93293053652176,
389500,에스비비테크,KOSDAQ,+20%↑,20.92,30350,103272,2950745775,0.0,15.37,0.0,1974.0,0.0,202236375200,25100,101749,2689422375,0.0,12.72,0.0,1974.0,0.0,167253147200,-0.7191304347826086,-0.7191304347826086,-0.43820387575551145,0.8803776276004568,
036010,아비코전자,KOSDAQ,+20%↑,20.9,5380,208786,1071299245,7.51,0.61,716.0,8782.0,0.56,71515984920,4450,113494,513243825,6.22,0.51,716.0,8782.0,0.67,59153556300,-0.6002805049088359,-0.7061855670103092,-0.39953648430367295,0.7306081949443045,
416180,신성에스티,KOSDAQ,+20%↑,20.88,17770,28605,480703450,286.61,1.52,62.0,11704.0,1.13,160636855060,14700,20681,307190855,237.1,1.26,62.0,11704.0,1.36,132884736600,-0.6483809523809524,-0.7515477792732167,-0.30726508555989196,0.8609334799568763,
098460,고영,KOSDAQ,+20%↑,20.84,27250,3057266,81305313250,121.65,5.37,224.0,5079.0,0.51,1858564804250,22550,1641956,37523747600,100.67,4.44,224.0,5079.0,0.62,1538005003150,-0.42666666666666664,-0.42666666666666664,-0.23166645985854317,2.5328854861278347,
226590,엠디바이스,KOSDAQ,+20%↑,20.77,10640,74584,747028345,10.28,2.39,1035.0,4452.0,0.0,114026581760,8810,87937,757525250,8.51,1.98,1035.0,4452.0,0.0,94414867040,-0.7050000000000001,-0.7050000000000001,-0.3511917968109427,1.0385580290436929,
007810,코리아써키트,KOSPI,+20%↑,20.65,46450,544933,25033132650,26.91,2.89,1726.0,16070.0,0.22,1113992699000,38500,384264,15138225675,22.31,2.4,1726.0,16070.0,0.26,923330870000,-0.6149696561024949,-0.6149696561024949,-0.4098089545039535,1.007522011899415,
389020,자람테크놀로지,KOSDAQ,+20%↑,20.64,18470,58986,1031637600,0.0,3.21,0.0,5756.0,0.0,127536864540,15310,29303,448840010,0.0,2.66,0.0,5756.0,0.0,105716805420,-0.6992295839753466,-0.8509923664122138,-0.42544016718749234,1.336158554633452,
043090,더테크놀로지,KOSDAQ,+20%↑,20.61,275,1348048,365906250,0.0,0.07,0.0,3780.0,0.0,1138341875,228,2118063,490517112,0.0,0.06,0.0,3780.0,0.0,943788900,0.0,-0.9879970940332923,0.0,,
388210,씨엠티엑스,KOSDAQ,+20%↑,20.53,72200,56446,3950455800,0.0,3.76,0.0,19207.0,0.0,697050423600,59900,104725,6337847000,0.0,3.12,0.0,19207.0,0.0,578300836200,-0.5214327657075748,-0.5214327657075748,-0.23057557352802338,0.6764176626961128,
376900,로킷헬스케어,KOSDAQ,+20%↑,20.41,32150,379172,11470333400,0.0,43.45,0.0,740.0,0.0,510342316350,26700,368377,10631479550,0.0,36.08,0.0,740.0,0.0,423830166300,-0.7122886866059818,-0.7122886866059818,-0.16937805030659492,0.750347397844408,
000155,두산우,KOSPI,+20%↑,20.41,439500,22572,9468692250,0.0,0.0,0.0,0.0,0.92,1756445049000,365000,26114,9615667500,0.0,0.0,0.0,0.0,1.11,1458708630000,-0.5059523809523809,-0.5059523809523809,-0.25648337538631516,2.1607062870792295,
301300,바이브컴퍼니,KOSDAQ,+20%↑,20.36,1821,172440,306031152,0.0,0.56,0.0,3275.0,0.0,23954730552,1513,36124,54644895,0.0,0.46,0.0,3275.0,0.0,19903079256,-0.7190388170055453,-0.9558344955834496,-0.14074129906348343,1.1495734651675733,
098120,마이크로컨텍솔,KOSDAQ,+20%↑,20.33,20600,82921,1639133560,10.14,2.11,2031.0,9781.0,0.49,171242979600,17120,50455,871464270,8.43,1.75,2031.0,9781.0,0.58,142314553920,-0.4574599260172626,-0.4574599260172626,-0.24148829191208165,1.0218227391253571,
081180,쎄크,KOSDAQ,+20%↑,20.22,5350,56799,287190451,0.0,1.33,0.0,4016.0,0.0,47216612250,4450,68961,306072345,0.0,1.11,0.0,4016.0,0.0,39273630750,-0.6999487967229903,-0.7196172248803827,-0.3057694585949532,0.7675151993673989,
008060,대덕,KOSPI,+20%↑,20.19,13810,210304,2795549215,134.08,0.78,103.0,17702.0,8.36,432074823380,11490,168093,1967682600,111.55,0.65,103.0,17702.0,10.05,359488756020,-0.4225872689938398,-0.4225872689938398,-0.21762840131322692,1.8389104900478555,
290550,디케이티,KOSDAQ,+20%↑,20.06,17300,325912,5356757970,14.93,1.71,1159.0,10140.0,0.0,346021279000,14410,423106,6192566625,12.43,1.42,1159.0,10140.0,0.0,288217724300,-0.3905579399141631,-0.3905579399141631,-0.10184690636156635,0.8159455057050152,
489790,한화비전,KOSPI,+20%↑,20.0,42000,561094,23070371200,46.56,2.44,902.0,17188.0,0.0,2120512380000,35000,662110,22970459650,38.8,2.04,902.0,17188.0,0.0,1767093650000,-0.5653728294177732,-0.5653728294177732,-0.3391403388426544,1.7345414815080475,
067310,하나마이크론,KOSDAQ,+20%↑,20.0,29700,2990292,87341831800,46.62,4.94,637.0,6007.0,0.24,1974778809300,24750,1298705,33328293825,38.85,4.12,637.0,6007.0,0.28,1645649007750,-0.4324786324786325,-0.4324786324786325,-0.2431035792993389,1.1354533709765593,
