rank,code,name,sector,src,score,pbr,pbr_rank,vol60,vol_rank,close,mcap,adv20,atr14,stop,stop_pct,qty,n_univ,is_jinwoo6
147,215100,로보로보,기타 전기장비 제조업,섹터,0.627262443438914,2.85,198,0.05260243148518888,103,4040.0,85361764530,1559910885.75,295.57142857142856,3301,18.3,135,442,False
148,005070,코스모신소재,기타 화학제품 제조업,특성,0.620475113122172,2.57,179,0.05814948184758395,145,37500.0,1213992570050,3662584202.5,2371.4285714285716,31571,15.8,16,442,False
149,041830,인바디,의료용 기기 제조업,특성,0.6167420814479638,2.43,168,0.061013485002620244,172,59800.0,954446445600,9498420150.0,5692.857142857143,47840,20.0,8,442,False
150,402490,그린리소스,반도체 제조업,섹터,0.6161199095022625,2.18,148,0.06456459014328068,209,6380.0,113465953900,965756704.0,508.57142857142856,5109,19.9,78,442,False
151,014680,한솔케미칼,기초 화학물질 제조업,특성,0.6129524886877827,2.93,204,0.05362946796082023,109,201000.0,2401673010000,9559380120.0,12514.285714285714,169714,15.6,3,442,False
152,230240,에치에프알,통신 및 방송 장비 제조업,섹터,0.6103506787330317,1.79,125,0.06969625314579482,259,13200.0,202429890000,2702064449.5,1077.857142857143,10560,20.0,37,442,False
153,241710,코스메카코리아,기타 화학제품 제조업,특성,0.6103506787330317,2.92,202,0.05452849517447561,116,137300.0,1024212000000,22193893420.0,11635.714285714286,109840,20.0,3,442,False
154,272110,케이엔제이,반도체 제조업,섹터,0.6049773755656108,2.47,169,0.06282044333125686,185,24450.0,225914869250,2814749260.0,2250.0,19560,20.0,20,442,False
155,053610,프로텍,특수 목적용 기계 제조업,섹터+특성,0.6009615384615384,2.1,140,0.06740935293812557,243,59200.0,539100000000,2203407112.5,4542.857142857143,47843,19.2,8,442,False
156,450080,에코프로머티,일차전지 및 이차전지 제조업,섹터+특성,0.6005656108597286,2.96,207,0.054899204863670815,120,34250.0,2545758626500,12666545902.5,2716.0714285714284,27460,19.8,14,442,True
157,144960,뉴파워프라즈마,특수 목적용 기계 제조업,섹터,0.5998868778280543,1.15,75,0.08269058748211403,366,9740.0,462267961920,17849485929.0,1119.2857142857142,7792,20.0,51,442,False
158,079190,케스피온,통신 및 방송 장비 제조업,섹터,0.597341628959276,0.81,38,0.1518452633822441,437,1236.0,11650486770,856116142.9,222.07142857142858,989,20.0,404,442,False
159,047040,대우건설,건물 건설업,특성,0.5925904977375565,2.31,157,0.06573339685240083,222,15930.0,6742994339580,86400230534.0,1419.2857142857142,12744,20.0,31,442,False
160,365340,성일하이텍,기초 화학물질 제조업,특성,0.5919683257918551,4.01,243,0.04730396450834374,64,32900.0,433503408250,1821491592.5,2467.8571428571427,26730,18.8,16,442,False
161,075580,세진중공업,선박 및 보트 건조업,특성,0.5908371040723981,3.29,219,0.053631063540893975,110,10110.0,617385092160,3058612822.0,632.8571428571429,8528,15.6,63,442,False
162,036540,SFA반도체,반도체 제조업,섹터+특성,0.58789592760181,2.05,136,0.07028975212413638,266,5560.0,821479213485,11383333168.75,438.2142857142857,4464,19.7,91,442,False
163,272210,한화시스템,전자부품 제조업,섹터+특성,0.5873303167420815,2.81,195,0.05971041584602444,159,70300.0,13356600802300,38281587545.0,5050.0,57675,18.0,7,442,False
164,138360,앤로보틱스,특수 목적용 기계 제조업,섹터,0.5852941176470587,2.04,135,0.07101031019134173,273,1725.0,170317536224,2375496566.4,153.28571428571428,1380,20.0,289,442,False
165,114810,한솔아이원스,특수 목적용 기계 제조업,섹터,0.5837104072398189,1.86,128,0.07260819244347033,288,12190.0,271300197360,4878915051.0,1012.1428571428571,9752,20.0,41,442,False
166,417010,나노팀,일반 목적용 기계 제조업,섹터,0.583314479638009,2.32,159,0.06642834113644575,230,4945.0,101872276400,558550788.0,402.14285714285717,3956,20.0,101,442,False
167,005290,동진쎄미켐,기초 화학물질 제조업,특성,0.5821266968325792,2.76,191,0.0613490943528619,173,41100.0,2005674458100,18543532555.0,2375.0,35162,14.4,16,442,False
168,257720,실리콘투,상품 종합 도매업,특성,0.5813348416289592,4.54,261,0.045179554661600445,44,47650.0,2577146703600,58781382552.5,3775.0,38212,19.8,10,442,False
169,092870,엑시콘,특수 목적용 기계 제조업,섹터,0.5798076923076922,1.31,93,0.08187102284980732,357,21300.0,200329733950,4314295929.5,1822.857142857143,17040,20.0,23,442,False
170,033160,엠케이전자,전자부품 제조업,섹터,0.5762443438914028,1.08,69,0.09569879888219568,407,13750.0,406950918120,18686450670.5,1702.857142857143,11000,20.0,36,442,False
171,214430,아이쓰리시스템,전자부품 제조업,섹터+특성,0.5760180995475113,3.2,214,0.057403286117282244,138,60000.0,466931038500,2218352930.0,5228.571428571428,48000,20.0,8,442,False
172,036810,에프에스티,전자부품 제조업,섹터+특성,0.5755656108597286,2.23,154,0.06846782923461332,250,22650.0,432779282110,3573951486.5,2318.5714285714284,18120,20.0,22,442,False
173,003670,포스코퓨처엠,일차전지 및 이차전지 제조업,섹터+특성,0.5729638009049773,3.84,236,0.05218712991085886,101,154900.0,13857821076000,46566377525.0,9778.57142857143,130454,15.8,4,442,False
174,014910,성문전자,전자부품 제조업,섹터,0.5723416289592761,1.29,90,0.08522447617876386,372,1925.0,37703768325,568964469.5,136.42857142857142,1584,17.7,293,442,False
175,079900,전진건설로봇,특수 목적용 기계 제조업,섹터+특성,0.5716628959276018,3.66,231,0.053720298974836635,111,32050.0,480094730500,1161613915.0,1664.2857142857142,27889,13.0,24,442,False
176,214150,클래시스,의료용 기기 제조업,특성,0.5709276018099547,5.49,281,0.04111132984364033,20,32150.0,2994316748100,12662364395.0,2850.0,25720,20.0,15,442,False
177,009470,삼화전기,전자부품 제조업,섹터,0.5700791855203621,2.1,140,0.07165458985344157,282,22200.0,150795096000,1392164248.5,1335.7142857142858,18861,15.0,29,442,False
178,094360,칩스앤미디어,반도체 제조업,섹터,0.5684954751131222,2.82,196,0.062499537812419945,180,10200.0,214406950960,730704168.0,526.4285714285714,8884,12.9,75,442,False
179,290550,디케이티,전자부품 제조업,섹터+특성,0.5664592760180995,2.19,150,0.0706105747457225,268,15850.0,348021402000,5865704569.5,1677.857142857143,12680,20.0,31,442,False
180,009520,포스코엠텍,1차 철강 제조업,특성,0.5658371040723982,4.63,264,0.046789246004806544,58,11360.0,480556792620,1938316815.0,662.8571428571429,9703,14.6,60,442,False
181,357780,솔브레인,기타 화학제품 제조업,특성,0.5648190045248869,2.65,185,0.0642960166197842,206,326000.0,2294676970000,10657392850.0,19071.428571428572,278321,14.6,2,442,False
182,033100,제룡전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",특성,0.5645927601809955,3.44,225,0.056681383654528905,132,46250.0,722808405000,6881144147.5,2714.285714285714,39464,14.7,14,442,False
183,091440,한울소재과학,통신 및 방송 장비 제조업,섹터,0.5625565610859729,2.13,144,0.07205358150566596,285,3075.0,102621447000,1002755086.0,270.7142857142857,2460,20.0,162,442,False
184,066570,LG전자,통신 및 방송 장비 제조업,섹터,0.561368778280543,1.53,112,0.07987319421639535,345,194500.0,30133658030000,226189297735.0,13407.142857142857,160982,17.2,2,442,False
185,373220,LG에너지솔루션,일차전지 및 이차전지 제조업,섹터+특성,0.5581447963800905,4.19,252,0.05076202700712462,90,343500.0,84240000000000,100147230875.0,16035.714285714286,303411,11.7,2,442,False
186,004710,한솔테크닉스,전자부품 제조업,섹터,0.5551470588235294,1.24,85,0.09451945809411502,403,6860.0,371838719000,6284389457.0,615.0,5488,20.0,72,442,False
187,017900,광전자,반도체 제조업,섹터,0.5498868778280543,1.39,101,0.08783506073213462,379,7940.0,452540789030,34129409606.0,972.5,6352,20.0,62,442,False
188,189300,인텔리안테크,통신 및 방송 장비 제조업,섹터+특성,0.5484162895927601,2.98,208,0.06278110987809814,184,62900.0,758067288200,5720764835.0,6021.428571428572,50320,20.0,7,442,False
189,232140,와이씨,특수 목적용 기계 제조업,섹터+특성,0.5472285067873303,2.93,204,0.06329332842268803,192,9970.0,754817220000,6098149960.0,707.1428571428571,8202,17.7,56,442,False
190,024850,HLB이노베이션,전자부품 제조업,섹터,0.5463800904977376,1.67,119,0.08024137117862633,350,13890.0,374374283760,1826095413.5,1227.857142857143,11112,20.0,35,442,False
191,306620,지아이에스,특수 목적용 기계 제조업,섹터,0.5437217194570136,2.51,173,0.06904100517903618,254,1760.0,75796592904,701349090.6,141.78571428571428,1408,20.0,284,442,False
192,226590,엠디바이스,전자부품 제조업,섹터,0.5434389140271493,2.94,206,0.0634739518313066,194,11690.0,122171337600,588260065.0,873.5714285714286,9506,18.7,45,442,False
193,012450,한화에어로스페이스,"항공기,우주선 및 부품 제조업",특성,0.5428733031674208,5.29,278,0.046888963307412955,61,1085000.0,56565050897000,236911057900.0,72500.0,903750,16.7,0,442,False
194,237690,에스티팜,의약품 제조업,특성,0.5426470588235295,4.61,262,0.050777472311557485,91,99700.0,2089751463800,22472707710.0,7750.0,80325,19.4,5,442,False
195,065350,신성델타테크,가정용 기기 제조업,특성,0.5426470588235294,3.54,227,0.059420702283823755,156,27900.0,856124980200,4450091955.0,1939.2857142857142,23052,17.4,20,442,False
196,166090,하나머티리얼즈,반도체 제조업,섹터+특성,0.5425339366515837,2.63,184,0.06689575360790193,236,53400.0,1060083326400,11117891182.5,4778.571428571428,42720,20.0,9,442,False
197,128940,한미약품,의약품 제조업,특성,0.5416855203619909,4.03,246,0.05493110502793169,121,415500.0,5028313967500,31243323275.0,21910.714285714286,360723,13.2,1,442,False
198,078350,한양디지텍,반도체 제조업,섹터+특성,0.5411764705882353,2.05,136,0.0776770542585434,325,21300.0,304887640000,2998097892.5,2070.714285714286,17040,20.0,23,442,False
199,006910,보성파워텍,"구조용 금속제품, 탱크 및 증기발생기 제조업",특성,0.5406674208144796,3.24,216,0.06223563869353016,178,6600.0,325239434880,9928301920.0,507.85714285714283,5330,19.2,78,442,False
200,195870,해성디에스,전자부품 제조업,섹터+특성,0.5402149321266969,2.12,142,0.07611033141961432,316,52100.0,897600000000,7856195015.0,4128.571428571428,41779,19.8,9,442,False
201,171090,선익시스템,특수 목적용 기계 제조업,섹터+특성,0.5384049773755656,3.66,231,0.05934072373753219,153,64900.0,684627517600,3898187830.0,4721.428571428572,53096,18.2,8,442,False
202,025320,시노펙스,전자부품 제조업,섹터+특성,0.5365384615384615,3.23,215,0.06286091649687736,186,3935.0,354825444050,3980092605.25,307.85714285714283,3165,19.6,129,442,False
203,107640,한중엔시에스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",특성,0.5354072398190046,3.48,226,0.06080590555219686,167,32550.0,309567905900,2725509682.5,2510.714285714286,26273,19.3,15,442,False
204,179900,유티아이,전자부품 제조업,섹터,0.5335407239819004,1.22,83,0.12295626806721584,434,2700.0,44132618760,1986385882.95,541.7142857142857,2160,20.0,185,442,False
205,101490,에스앤에스텍,전자부품 제조업,섹터+특성,0.5324660633484163,3.82,235,0.059392869226946095,154,40650.0,871529807150,9690704575.0,2789.285714285714,33677,17.2,14,442,False
206,348210,넥스틴,특수 목적용 기계 제조업,섹터+특성,0.5317873303167421,3.35,222,0.062477050443104976,179,33050.0,325311005250,2781877795.0,2571.4285714285716,26621,19.5,15,442,False
207,000990,DB하이텍,반도체 제조업,섹터+특성,0.527714932126697,2.87,200,0.0660957060780974,225,89700.0,3658735850800,39220381970.0,7385.714285714285,71760,20.0,5,442,False
208,489790,한화비전,통신 및 방송 장비 제조업,섹터+특성,0.5243212669683257,3.15,211,0.06437438363773516,207,51200.0,2468882271000,12920655297.5,3360.714285714286,42798,16.4,11,442,False
209,446540,메가터치,일차전지 및 이차전지 제조업,섹터,0.5226244343891402,2.34,161,0.07409715936462465,302,6820.0,194830043700,1781365634.0,753.5714285714286,5456,20.0,73,442,False
210,049080,기가레인,전자부품 제조업,섹터,0.5221719457013575,1.26,87,0.8881211682958627,440,7800.0,77668256100,7516196569.0,1130.7142857142858,6240,20.0,64,442,False
211,027360,아주IB투자,기타 금융업,특성,0.5208144796380091,2.16,145,0.07887943389767435,334,3285.0,383425209990,14926980103.75,459.64285714285717,2628,20.0,152,442,False
212,059120,아진엑스텍,반도체 제조업,섹터,0.5167420814479637,2.57,179,0.07117551045784404,276,6400.0,123409844840,13665552697.5,721.4285714285714,5120,20.0,78,442,False
213,086390,유니테스트,특수 목적용 기계 제조업,섹터,0.515950226244344,2.57,179,0.07123006331807334,277,9850.0,184289578720,2353822606.0,757.1428571428571,7957,19.2,52,442,False
214,001440,대한전선,절연선 및 케이블 제조업,특성,0.5147058823529412,3.93,239,0.06088922903080334,169,26650.0,5311399351600,55816127220.0,1842.857142857143,22043,17.3,21,442,False
215,077970,STX엔진,일반 목적용 기계 제조업,섹터+특성,0.5122171945701358,3.43,224,0.06383908533716887,200,23450.0,1086005104150,5144965065.0,2014.2857142857142,18760,20.0,21,442,False
216,214450,파마리서치,의료용품 및 기타 의약 관련제품 제조업,특성,0.5116515837104073,6.09,296,0.04784686701093916,67,400500.0,3932481768000,92324857325.0,30392.85714285714,324518,19.0,1,442,False
217,031330,에스에이엠티,기계장비 및 관련 물품 도매업,특성,0.5085407239819004,2.48,170,0.07430290796124107,304,7850.0,1001950571340,10188230820.5,967.8571428571429,6280,20.0,63,442,False
218,064400,LG씨엔에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",특성,0.5044117647058823,2.6,183,0.07218698108749878,286,71600.0,7033919824800,75171314190.0,4828.571428571428,59529,16.9,8,442,False
219,328130,루닛,소프트웨어 개발 및 공급업,특성,0.5030542986425339,5.2,276,0.05434987060884563,115,9210.0,808615834800,3627230529.5,852.8571428571429,7368,20.0,54,442,False
220,469610,이노테크,특수 목적용 기계 제조업,섹터,0.5014140271493214,2.12,142,0.08250867406768916,365,15750.0,110802531000,4493699220.0,1480.0,12600,20.0,31,442,False
221,311320,지오엘리먼트,전자부품 제조업,섹터,0.5005656108597284,2.28,156,0.07955679176042164,341,8300.0,84139115200,871598152.0,743.5714285714286,6640,20.0,60,442,False
222,332570,PS일렉트로닉스,전자부품 제조업,섹터+특성,0.4968325791855204,2.05,136,0.08807839951994709,381,8970.0,371356925850,48485686142.5,1095.0,7176,20.0,55,442,False
223,099320,쎄트렉아이,"항공기,우주선 및 부품 제조업",특성,0.49660633484162897,3.97,240,0.06315581574023309,190,69400.0,819155594400,4081253910.0,5721.428571428572,55520,20.0,7,442,False
224,253590,네오셈,특수 목적용 기계 제조업,섹터+특성,0.49632352941176466,4.02,244,0.0627520351310831,182,10460.0,390435559600,4715420295.0,892.1428571428571,8368,20.0,47,442,False
225,083450,GST,특수 목적용 기계 제조업,섹터+특성,0.49570135746606336,3.28,218,0.06671121108935935,232,43000.0,895698000000,7058916410.0,3167.8571428571427,35080,18.4,12,442,False
226,052710,아모텍,전자부품 제조업,섹터,0.48744343891402714,1.93,131,0.09456219034825786,404,11220.0,179734315800,5696098134.5,1501.7857142857142,8976,20.0,44,442,False
227,082920,비츠로셀,일차전지 및 이차전지 제조업,섹터+특성,0.4871040723981901,5.51,282,0.05527303740196513,124,30500.0,1399323787000,12267057032.5,3196.4285714285716,24400,20.0,16,442,False
228,294630,서남,기타 전기장비 제조업,섹터,0.48438914027149316,7.2,328,0.04470592126743195,42,2585.0,76450131415,529307589.75,179.28571428571428,2137,17.3,223,442,False
229,039200,오스코텍,의약품 제조업,특성,0.48427601809954757,7.65,332,0.04291052769838668,31,36700.0,1337123251200,6278986015.0,2878.5714285714284,29504,19.6,13,442,False
230,417200,LS머트리얼즈,전자부품 제조업,섹터+특성,0.48280542986425334,5.41,279,0.05708035808331021,135,10860.0,801007482560,6107827294.0,809.6428571428571,8836,18.6,49,442,False
231,098120,마이크로컨텍솔,전자부품 제조업,섹터,0.47924208144796376,2.54,177,0.07802430571082505,328,39800.0,199506384000,7304733996.5,3107.1428571428573,32032,19.5,12,442,False
232,100790,미래에셋벤처투자,기타 금융업,특성,0.47658371040723985,2.73,189,0.07559074898243093,310,14500.0,753781001820,15975657653.5,1743.5714285714287,11600,20.0,34,442,False
233,264850,이랜시스,전자부품 제조업,섹터,0.47624434389140274,2.5,172,0.07968208504425596,342,5860.0,198429708600,18977631192.75,615.0,4688,20.0,85,442,False
234,200710,에이디테크놀로지,반도체 제조업,섹터+특성,0.47398190045248867,2.71,187,0.07658977949980396,317,25050.0,401840908950,4258331732.5,2050.0,20040,20.0,19,442,False
235,071970,HD현대마린엔진,일반 목적용 기계 제조업,섹터+특성,0.47296380090497736,4.07,248,0.06427771509461548,205,49700.0,1872466524000,14462680835.0,3935.714285714286,39861,19.8,10,442,False
236,041960,코미팜,의약품 제조업,특성,0.47171945701357465,8.04,342,0.04298718399548787,32,9270.0,614735638400,2310487421.0,531.4285714285714,7941,14.3,75,442,False
237,034020,두산에너빌리티,일반 목적용 기계 제조업,섹터+특성,0.47070135746606334,7.14,326,0.047186308351495634,63,73300.0,49387264356600,160190820650.0,4100.0,63050,14.0,9,442,False
238,117730,티로보틱스,특수 목적용 기계 제조업,섹터+특성,0.4705882352941176,6.31,304,0.0534688445486248,104,12890.0,326189301780,1729160554.0,968.2142857142857,10469,18.8,41,442,False
239,042660,한화오션,선박 및 보트 건조업,특성,0.46792986425339367,4.98,273,0.060408084738552074,164,84200.0,27393357423600,114107880820.0,4735.714285714285,72361,14.1,8,442,False
240,005690,파미셀,전자부품 제조업,섹터+특성,0.46713800904977376,6.28,301,0.05405456672150168,113,10660.0,671444916660,12016722439.0,883.2142857142857,8528,20.0,46,442,False
241,281740,레이크머티리얼즈,기타 화학제품 제조업,특성,0.46176470588235297,7.09,324,0.04992605516402344,78,11560.0,830176821240,4132104845.5,929.6428571428571,9248,20.0,43,442,False
242,475400,씨메스로보틱스,특수 목적용 기계 제조업,섹터,0.46153846153846156,3.91,238,0.06703674259256,238,18340.0,237318569400,2248506997.5,1491.4285714285713,14672,20.0,27,442,False
243,022100,포스코DX,"건축기술, 엔지니어링 및 관련 기술 서비스업",특성,0.4614253393665158,5.77,286,0.05867861180795836,149,19510.0,3154720626750,5732069024.0,1147.142857142857,16642,14.7,34,442,False
244,474650,링크솔루션,특수 목적용 기계 제조업,섹터,0.45848416289592764,4.52,260,0.06396394535483435,201,22800.0,132296736000,910712977.5,2364.285714285714,18240,20.0,21,442,False
245,064350,현대로템,그외 기타 운송장비 제조업,특성,0.457918552036199,6.13,297,0.05671124403602993,133,130100.0,16033002841700,72272500885.0,7807.142857142857,110582,15.0,5,442,False
246,011790,SKC,기타 화학제품 제조업,특성,0.45746606334841633,4.64,265,0.06339269448949576,193,83400.0,4027381797600,15189739090.0,4685.714285714285,71686,14.0,8,442,False
247,232680,라온로보틱스,특수 목적용 기계 제조업,섹터,0.45644796380090497,3.59,228,0.07013012239768682,263,9190.0,121836425000,3315480347.25,883.2142857142857,7352,20.0,54,442,False
248,125490,한라캐스트,자동차 신품 부품 제조업,특성,0.4562217194570135,3.15,211,0.07355429623481356,293,11180.0,307349803840,26078468023.5,1138.5714285714287,8944,20.0,44,442,False
249,389020,자람테크놀로지,반도체 제조업,섹터,0.4553733031674208,4.23,253,0.06513829136031163,217,20650.0,141554181000,696091196.5,1751.4285714285713,16520,20.0,24,442,False
250,0015G0,그린광학,사진장비 및 광학기기 제조업,섹터,0.45429864253393665,3.03,209,0.07407608605660641,301,14100.0,182559639600,977135088.0,1154.2857142857142,11280,20.0,35,442,False
251,006110,삼아알미늄,1차 비철금속 제조업,특성,0.4505090497737557,2.82,196,0.078070276928665,329,48150.0,713827076000,8440557240.0,6289.285714285715,38520,20.0,10,442,False
252,077360,덕산하이메탈,반도체 제조업,섹터+특성,0.45016968325791856,2.39,165,0.09074879882958402,387,9350.0,420746638520,7409311374.5,942.8571428571429,7480,20.0,53,442,False
253,160980,싸이맥스,특수 목적용 기계 제조업,섹터+특성,0.446606334841629,2.24,155,0.09804608462795751,411,25500.0,331550775050,5985675757.5,3387.5,20400,20.0,19,442,False
254,069540,빛과전자,통신 및 방송 장비 제조업,섹터+특성,0.4466063348416289,2.34,161,0.09325774980456313,398,2560.0,338639150485,28537271660.15,321.14285714285717,2048,20.0,195,442,False
255,005950,이수화학,기초 화학물질 제조업,특성,0.44473981900452486,3.65,229,0.07116814290158986,275,11880.0,376006616700,9168336479.5,1295.0,9504,20.0,42,442,False
256,126730,코칩,전자부품 제조업,섹터,0.4416289592760181,2.4,167,0.09303672002663067,395,18350.0,128833150940,17649947043.5,2452.1428571428573,14680,20.0,27,442,False
257,052020,에스티큐브,기계장비 및 관련 물품 도매업,특성,0.43970588235294117,8.14,346,0.04772540742722297,65,7800.0,595533629160,1520606473.0,597.8571428571429,6305,19.2,66,442,False
258,033790,피노,일차전지 및 이차전지 제조업,섹터+특성,0.4378393665158371,4.98,273,0.06399370371785622,202,5590.0,466602567200,4034302900.5,624.2857142857143,4472,20.0,89,442,False
259,217590,티엠씨,절연선 및 케이블 제조업,특성,0.43518099547511313,2.8,194,0.08094779241316773,353,11630.0,321176019250,8904873609.0,1167.857142857143,9304,20.0,42,442,False
260,322310,오로스테크놀로지,특수 목적용 기계 제조업,섹터,0.4337669683257918,3.24,216,0.07596814141157657,313,13140.0,127291305780,2353982172.5,1233.5714285714287,10512,20.0,38,442,False
261,432720,퀄리타스반도체,반도체 제조업,섹터,0.4329751131221719,4.02,244,0.0700614403143513,262,8680.0,112933073120,973928834.0,670.0,7005,19.3,59,442,False
262,389470,인벤티지랩,자연과학 및 공학 연구개발업,특성,0.4328054298642534,7.65,332,0.051617417460405574,96,28450.0,417196645800,1489143790.0,2557.1428571428573,22760,20.0,17,442,False
263,076610,해성옵틱스,사진장비 및 광학기기 제조업,섹터,0.4326923076923077,2.79,193,0.08195564790101256,358,1472.0,62731114620,3738044286.75,169.92857142857142,1178,20.0,340,442,False
264,025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",섹터,0.43048642533936654,2.2,152,0.1404267421358228,436,7690.0,158324750800,8996147662.5,1109.2857142857142,6152,20.0,65,442,False
265,048410,현대바이오,기타 화학제품 제조업,특성,0.42782805429864257,7.13,325,0.054880082381925,119,6650.0,655272833880,6860903786.5,620.0,5320,20.0,75,442,False
266,490470,세미파이브,"건축기술, 엔지니어링 및 관련 기술 서비스업",특성,0.423868778280543,3.3,220,0.07714907498610601,319,14170.0,565502812800,3868764440.0,1402.857142857143,11336,20.0,35,442,False
267,003160,디아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",섹터+특성,0.4192307692307692,4.09,249,0.07075439360598365,271,23350.0,659390000000,5984353255.5,1621.4285714285713,19296,17.4,24,442,False
268,443060,HD현대마린솔루션,"건축기술, 엔지니어링 및 관련 기술 서비스업",특성,0.4188914027149321,12.2,386,0.04011565415352376,17,197700.0,8805291544000,16506139530.0,9592.857142857143,173718,12.1,4,442,False
269,103590,일진전기,절연선 및 케이블 제조업,특성,0.41538461538461535,6.18,299,0.0627587335763858,183,65600.0,2780058237000,25704944605.0,4992.857142857143,53118,19.0,8,442,False
270,218410,RFHIC,통신 및 방송 장비 제조업,섹터+특성,0.41402714932126694,4.72,266,0.06774831837962994,246,47150.0,1287580164900,18841679745.0,4567.857142857143,37720,20.0,10,442,False
271,047810,한국항공우주,"항공기,우주선 및 부품 제조업",특성,0.41278280542986423,7.8,339,0.053788665371609125,112,130000.0,15030661499400,66290256620.0,9364.285714285714,106589,18.0,4,442,False
272,178320,서진시스템,기타 전기장비 제조업,섹터+특성,0.40893665158371034,4.0,242,0.0739633971584089,297,36250.0,2170490131700,34257075810.0,3403.5714285714284,29000,20.0,13,442,False
273,114190,강원에너지,기타 전기장비 제조업,섹터,0.40854072398190044,6.28,301,0.0628898559108226,187,8200.0,245034096440,1340628411.5,574.2857142857143,6764,17.5,69,442,False
274,052690,한전기술,"건축기술, 엔지니어링 및 관련 기술 서비스업",특성,0.40622171945701363,6.57,309,0.06214222007058424,176,91500.0,3894618000000,11160917880.0,5307.142857142857,78232,14.5,7,442,False
275,388210,씨엠티엑스,전자부품 제조업,섹터+특성,0.40407239819004526,4.86,268,0.06893889389211322,253,69500.0,711532080600,4363398250.0,5550.0,55625,20.0,7,442,False
276,092190,서울바이오시스,반도체 제조업,섹터,0.4024886877828055,3.98,241,0.07503768479086935,307,8510.0,277503717150,1656644406.5,830.3571428571429,6808,20.0,58,442,False
277,078600,대주전자재료,전자부품 제조업,섹터+특성,0.40147058823529413,5.81,288,0.06548757960214995,221,82900.0,1385104971600,15724372635.0,7228.571428571428,66320,20.0,6,442,False
278,041140,041140,-,특성,0.39898190045248866,8.05,343,0.055225202530933236,122,25400.0,898482378800,48687134672.5,160.71428571428572,24998,1.6,248,442,False
279,212710,아이에스티이,반도체 제조업,섹터,0.3980769230769231,4.14,251,0.07380484397176373,294,7700.0,72085136760,793497846.0,585.0,6238,19.0,68,442,False
280,425420,티에프이,전자부품 제조업,섹터+특성,0.3979638009049774,4.31,257,0.07165913448592917,283,40800.0,375354302400,2979205685.0,3271.4285714285716,32640,20.0,12,442,False
281,320000,한울반도체,특수 목적용 기계 제조업,섹터,0.39705882352941174,2.7,186,0.09922878720119574,416,9970.0,76710966600,2932007805.0,965.7142857142857,7976,20.0,50,442,False
282,090710,휴림로봇,특수 목적용 기계 제조업,섹터+특성,0.39208144796380096,7.72,338,0.05753114519700651,140,6630.0,834522022420,13004079091.5,556.4285714285714,5304,20.0,75,442,False
283,005930,삼성전자,통신 및 방송 장비 제조업,섹터+특성,0.3907239819004525,5.22,277,0.06909785790017861,255,281500.0,1350490358448000,7371426615400.0,17500.0,237750,15.5,2,442,False
284,082270,젬백스,특수 목적용 기계 제조업,섹터+특성,0.39010180995475113,9.14,362,0.051749209698868884,97,10120.0,529902359910,2235019160.0,1029.2857142857142,8096,20.0,49,442,False
285,484810,티엑스알로보틱스,일반 목적용 기계 제조업,섹터,0.38744343891402716,2.78,192,0.09925997717413505,417,14010.0,243815438700,12315110001.5,1683.5714285714287,11208,20.0,35,442,False
286,389650,넥스트바이오메디컬,의료용 기기 제조업,특성,0.3872171945701358,7.06,323,0.061468813081709935,174,32300.0,331505304300,1265183590.0,2753.5714285714284,25840,20.0,15,442,False
287,247540,에코프로비엠,일차전지 및 이차전지 제조업,섹터+특성,0.3856334841628959,8.06,344,0.05735466306029111,137,105600.0,10467856438000,43829567055.0,8021.428571428572,85546,19.0,4,442,True
288,064760,티씨케이,기타 비금속 광물제품 제조업,특성,0.3826923076923077,5.87,290,0.06735161240413928,241,225500.0,1870316296800,17102208420.0,21107.14285714286,180400,20.0,2,442,False
289,066970,엘앤에프,일차전지 및 이차전지 제조업,섹터+특성,0.38042986425339365,6.38,305,0.0650474292208998,216,104500.0,3669630052000,37210749120.0,8792.857142857143,83600,20.0,4,442,False
290,058470,리노공업,전자부품 제조업,섹터+특성,0.3800904977375566,8.72,358,0.05479975424531371,118,65700.0,5007118545000,39344703450.0,3678.5714285714284,56504,14.0,10,442,False
291,358570,지아이이노베이션,자연과학 및 공학 연구개발업,특성,0.3795814479638009,5.66,283,0.06954312585525951,257,7630.0,551611851300,3519506034.5,869.2857142857143,6104,20.0,65,442,False
292,412350,레이저쎌,특수 목적용 기계 제조업,섹터,0.3776018099547511,3.14,210,0.09318982740006898,396,4015.0,58120111140,1067300382.0,398.57142857142856,3212,20.0,124,442,False
293,464080,에스오에스랩,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",섹터,0.375,6.98,320,0.06348738862162465,195,9620.0,154165116550,1327544750.0,721.4285714285714,7816,18.8,55,442,False
294,322000,HD현대에너지솔루션,반도체 제조업,섹터+특성,0.3747737556561086,3.72,234,0.08156212885401941,355,125400.0,1431360000000,83238784600.0,14242.857142857143,100320,20.0,3,442,False
