rank,code,name,sector,src,score,pbr,pbr_rank,vol60,vol_rank,close,mcap,adv20,atr14,stop,stop_pct,qty,n_univ,is_jinwoo6
295,161580,필옵틱스,특수 목적용 기계 제조업,섹터+특성,0.3745475113122172,7.42,330,0.06221755287233854,177,26400.0,595433073800,3140879020.0,1817.857142857143,21855,17.2,22,442,False
296,082740,한화엔진,일반 목적용 기계 제조업,섹터+특성,0.3734162895927602,7.65,332,0.060987139573654085,171,44100.0,3546503535000,36915522877.5,3425.0,35538,19.4,11,442,False
297,059090,미코,반도체 제조업,섹터+특성,0.3718325791855204,4.87,271,0.07289928337605345,290,17250.0,520967569020,3924522695.0,1333.2142857142858,13917,19.3,30,442,False
298,033640,네패스,반도체 제조업,섹터+특성,0.36979638009049776,4.79,267,0.07407319775435292,300,18220.0,362260063420,2793503015.0,1330.0,14895,18.2,30,442,False
299,124500,아이티센글로벌,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",특성,0.369683257918552,4.48,259,0.0760087955808284,315,32550.0,526742762900,10819495291.0,2982.1428571428573,26040,20.0,15,442,False
300,032500,케이엠더블유,통신 및 방송 장비 제조업,섹터+특성,0.36776018099547514,5.91,291,0.0696746129073294,258,15010.0,698694568560,3189410449.5,1283.5714285714287,12008,20.0,33,442,False
301,388720,유일로보틱스,특수 목적용 기계 제조업,섹터+특성,0.36176470588235293,9.26,364,0.05594096166599862,130,67500.0,836475495000,2297950510.0,4957.142857142857,55107,18.4,8,442,False
302,199800,툴젠,자연과학 및 공학 연구개발업,특성,0.3585407239819005,5.98,293,0.07026763001001035,265,37000.0,339210613300,863833375.0,2675.0,30312,18.1,14,442,False
303,483650,달바글로벌,기타 화학제품 제조업,특성,0.353393665158371,14.45,395,0.05031944197959679,83,216500.0,3073503090000,49865845675.0,18750.0,173200,20.0,2,442,False
304,011070,LG이노텍,전자부품 제조업,섹터+특성,0.35322398190045246,4.03,246,0.08205333660528608,359,550000.0,13064243064000,151933060050.0,50857.142857142855,440000,20.0,0,442,False
305,278470,에이피알,기타 화학제품 제조업,특성,0.3524886877828054,32.37,429,0.041579737641349195,21,385000.0,14394970597500,109887672025.0,26375.0,319062,17.1,1,442,False
306,012200,계양전기,일반 목적용 기계 제조업,섹터,0.3504524886877828,7.15,327,0.0648816544163933,213,3970.0,109027430145,1440300785.75,332.85714285714283,3176,20.0,125,442,False
307,204270,제이앤티씨,전자부품 제조업,섹터+특성,0.3486425339366516,4.27,255,0.08019532220443819,349,19000.0,841695180300,6059898260.5,1484.2857142857142,15289,19.5,26,442,False
308,160190,하이젠알앤엠,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",특성,0.34671945701357465,5.8,287,0.07312283521906064,292,18250.0,508725360000,3995416018.0,2461.4285714285716,14600,20.0,27,442,False
309,086520,에코프로,기타 금융업,특성,0.343552036199095,7.32,329,0.06525436012406007,218,81700.0,11676749072000,78146237655.0,6192.857142857143,66218,18.9,6,442,True
310,252990,샘씨엔에스,전자부품 제조업,섹터+특성,0.3416289592760181,4.62,263,0.07971454592442966,343,12880.0,862320170480,8488256532.0,1344.2857142857142,10304,20.0,38,442,False
311,475960,토모큐브,사진장비 및 광학기기 제조업,섹터+특성,0.34095022624434385,12.5,390,0.05359590824727673,108,28850.0,498618438000,1457629890.0,2653.5714285714284,23080,20.0,17,442,False
312,491000,리브스메드,의료용 기기 제조업,특성,0.3407239819004525,4.86,268,0.07865637166642134,333,33450.0,1166793520200,8423387755.0,4446.428571428572,26760,20.0,14,442,False
313,456010,아이씨티케이,반도체 제조업,섹터,0.3385746606334842,5.73,285,0.07479334083586055,306,16370.0,219710602500,4354661304.5,1370.7142857142858,13096,20.0,30,442,False
314,095340,ISC,기계장비 및 관련 물품 도매업,특성,0.33687782805429867,6.92,319,0.06766063729544759,245,154300.0,2776814598000,26594732480.0,12700.0,123440,20.0,3,442,False
315,094170,동운아나텍,반도체 제조업,섹터+특성,0.33653846153846156,9.8,372,0.05859776983497544,147,33750.0,655526493600,3286270815.0,2375.0,27812,17.6,16,442,False
316,457190,이수스페셜티케미컬,기초 화학물질 제조업,특성,0.33642533936651586,16.26,406,0.05035802633370266,84,60100.0,1897745161600,6672421785.0,4178.571428571428,49654,17.4,9,442,False
317,484870,엠앤씨솔루션,특수 목적용 기계 제조업,섹터+특성,0.3305429864253394,3.33,221,0.1267820782592783,435,15140.0,439387200000,2078809308.0,1244.2857142857142,12112,20.0,33,442,False
318,032580,피델릭스,반도체 제조업,섹터,0.32596153846153847,3.65,229,0.10138989227586964,425,3920.0,159696548480,5690804068.5,585.0,3136,20.0,127,442,False
319,140860,파크시스템스,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",섹터+특성,0.32466063348416296,7.67,337,0.06637532848992425,227,259500.0,1754118484500,9754719775.0,17035.714285714286,216911,16.4,2,442,False
320,098460,고영,특수 목적용 기계 제조업,섹터+특성,0.32398190045248865,6.29,303,0.07308757083086777,291,28300.0,2018844704800,36086909207.5,2167.8571428571427,22880,19.2,18,442,False
321,368770,파이버프로,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",섹터+특성,0.32319004524886874,9.86,373,0.06015446404454175,162,13220.0,398521749250,2499218630.5,1177.142857142857,10576,20.0,37,442,False
322,138080,오이솔루션,통신 및 방송 장비 제조업,섹터+특성,0.32285067873303164,4.33,258,0.08605692728363634,376,23400.0,328629474900,9488144180.0,3263.5714285714284,18720,20.0,21,442,False
323,200470,에이팩트,반도체 제조업,섹터,0.3220588235294118,4.92,272,0.08024939172061697,351,6190.0,211810465000,4098224271.0,520.7142857142857,4952,20.0,80,442,False
324,0009K0,에임드바이오,자연과학 및 공학 연구개발업,특성,0.32160633484162904,8.36,352,0.06410366712874052,203,24500.0,1616779025000,3855063803.0,2049.285714285714,19600,20.0,20,442,False
325,131970,두산테스나,"그외 기타 전문, 과학 및 기술 서비스업",특성,0.321606334841629,5.12,275,0.07990304259761598,346,76900.0,1231145060600,23772898420.0,6700.0,61520,20.0,6,442,False
326,170920,엘티씨,기초 화학물질 제조업,특성,0.3179864253393665,4.12,250,0.09321431535088696,397,35750.0,375554679300,11679706005.0,3960.714285714286,28600,20.0,13,442,False
327,281820,케이씨텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",섹터+특성,0.31312217194570136,4.28,256,0.09212252046261857,392,63800.0,1174060597300,14629481915.0,5846.428571428572,51040,20.0,7,442,False
328,418420,라온텍,전자부품 제조업,섹터,0.30135746606334834,7.92,341,0.06845163083971167,249,3685.0,110326790430,552387181.75,324.64285714285717,2948,20.0,135,442,False
329,445090,에이직랜드,반도체 제조업,섹터,0.30033936651583715,4.86,268,0.09022687259393876,384,20400.0,199502515080,1380018558.0,1582.857142857143,16443,19.4,25,442,False
330,229640,LS에코에너지,기타 금융업,특성,0.30022624434389145,7.61,331,0.07066598380206418,269,42650.0,1391900750550,4425772845.0,3125.0,34838,18.3,12,442,False
331,295310,에이치브이엠,1차 비철금속 제조업,특성,0.2934389140271493,7.65,332,0.07080494530402356,272,44750.0,609839439200,8073205720.0,5332.142857142857,35800,20.0,11,442,False
332,290650,엘앤씨바이오,의약품 제조업,특성,0.29151583710407236,11.12,380,0.06314480279444486,189,51000.0,1672121648000,15115073217.5,5482.142857142857,40800,20.0,9,442,False
333,080580,오킨스전자,전자부품 제조업,섹터,0.2906108597285068,6.05,295,0.08009204370009382,348,16700.0,270807862200,5007736412.5,1516.4285714285713,13360,20.0,29,442,False
334,376270,HEM파마,자연과학 및 공학 연구개발업,특성,0.2861990950226244,64.97,438,0.050449625965468654,88,40100.0,303926088700,527101682.5,3303.5714285714284,32080,20.0,12,442,False
335,007810,코리아써키트,전자부품 제조업,섹터+특성,0.28552036199095027,5.94,292,0.08219682728449593,360,54600.0,1335831934000,22233477977.5,6075.0,43680,20.0,9,442,False
336,141080,리가켐바이오,자연과학 및 공학 연구개발업,특성,0.282579185520362,10.76,378,0.06418224936209121,204,100000.0,4190598117600,35296211860.0,9192.857142857143,80000,20.0,5,442,False
337,062970,한국첨단소재,통신 및 방송 장비 제조업,섹터,0.2803733031674208,4.23,253,0.21883977258600998,438,2350.0,86203807140,3649098143.0,327.0,1880,20.0,212,442,False
338,267260,HD현대일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",특성,0.28009049773755657,17.24,412,0.05798071525927944,144,718000.0,27467916870000,112167215850.0,44857.142857142855,605857,15.6,0,442,False
339,307950,현대오토에버,소프트웨어 개발 및 공급업,특성,0.27986425339366516,7.87,340,0.0714964438999662,278,448000.0,11298680584000,40282617825.0,33607.142857142855,363982,18.8,1,442,False
340,214370,케어젠,기초 의약물질 제조업,특성,0.27726244343891404,15.85,401,0.0608679589405646,168,51900.0,3545190000000,5537970995.0,5453.571428571428,41520,20.0,9,442,False
341,476060,온코닉테라퓨틱스,자연과학 및 공학 연구개발업,특성,0.2753393665158371,8.31,349,0.07029586543890239,267,14520.0,637980152000,9703779973.0,1288.5714285714287,11616,20.0,34,442,False
342,321370,센서뷰,전자부품 제조업,섹터,0.2748868778280543,6.59,310,0.07930091825989054,340,1315.0,66441069116,5051102211.65,192.78571428571428,1052,20.0,380,442,False
343,219130,타이거일렉,전자부품 제조업,섹터+특성,0.2746606334841629,6.51,308,0.0797899460862964,344,64300.0,457154596000,3817116595.0,7764.285714285715,51440,20.0,7,442,False
344,199430,케이엔알시스템,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",섹터,0.27409502262443436,5.86,289,0.08803133468261497,380,12820.0,156758602000,5454634119.0,1460.0,10256,20.0,39,442,False
345,042520,한스바이오메드,의료용품 및 기타 의약 관련제품 제조업,특성,0.27352941176470585,9.07,361,0.06800149609917733,247,17010.0,308758595550,2757219040.5,1985.0,13608,20.0,29,442,False
346,122640,예스티,특수 목적용 기계 제조업,섹터+특성,0.2714932126696833,5.46,280,0.09330692611260151,400,29550.0,440733330000,10516438884.0,2660.714285714286,23640,20.0,16,442,False
347,372320,큐로셀,자연과학 및 공학 연구개발업,특성,0.26900452488687776,89.37,440,0.053529956956082876,106,23400.0,410371746400,829698765.0,1621.4285714285713,19346,17.3,24,442,False
348,058610,에스피지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",특성,0.26855203619909507,6.9,317,0.07896864039657234,335,95500.0,2255437512000,95938219170.0,10471.42857142857,76400,20.0,5,442,False
349,448900,한국피아이엠,자동차 신품 부품 제조업,특성,0.26640271493212664,6.14,298,0.08553790195742537,373,52700.0,389980139400,8254373360.0,7203.571428571428,42160,20.0,9,442,False
350,056080,유진로봇,특수 목적용 기계 제조업,섹터+특성,0.26255656108597286,19.45,418,0.059401318055509106,155,12000.0,476414155560,4741153433.5,1184.2857142857142,9600,20.0,41,442,False
351,062040,산일전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",특성,0.2606334841628959,12.38,387,0.06504627292310956,215,164800.0,4820120305000,43458514995.0,12785.714285714286,132836,19.4,3,442,False
352,079550,LIG디펜스앤에어로스페이스,무기 및 총포탄 제조업,특성,0.2549773755656109,10.98,379,0.06695299280094377,237,695000.0,16302000000000,112705351200.0,71571.42857142857,556000,20.0,0,442,False
353,140410,메지온,자연과학 및 공학 연구개발업,특성,0.25407239819004523,107.24,441,0.055262596913565845,123,62800.0,1668026673000,10222299750.0,5857.142857142857,50240,20.0,7,442,False
354,067310,하나마이크론,반도체 제조업,섹터+특성,0.25384615384615383,8.3,348,0.07387570090889034,296,35000.0,1994726070000,59930776907.5,3198.214285714286,28000,20.0,14,442,False
355,417840,저스템,특수 목적용 기계 제조업,섹터,0.2500565610859729,5.98,293,0.09426321868459837,402,11850.0,227550340950,12843040018.5,1302.857142857143,9480,20.0,42,442,False
356,459510,나우로보틱스,특수 목적용 기계 제조업,섹터,0.2485294117647059,12.1,385,0.0667943700238467,234,14830.0,219724007260,3080357252.0,1233.5714285714287,11864,20.0,33,442,False
357,001820,삼화콘덴서,전자부품 제조업,섹터+특성,0.24813348416289588,5.66,283,0.10080727540664397,423,90600.0,802494000000,68436364760.0,8614.285714285714,72480,20.0,5,442,False
358,159010,아스플로,일반 목적용 기계 제조업,섹터,0.24762443438914028,6.19,300,0.09235029944031423,393,21650.0,256293683580,4004374084.0,2083.9285714285716,17320,20.0,23,442,False
359,089890,코세스,특수 목적용 기계 제조업,섹터+특성,0.24592760180995474,6.74,313,0.08512823687897281,371,22050.0,350771946300,5050968947.5,1955.0,17640,20.0,22,442,False
360,466100,클로봇,소프트웨어 개발 및 공급업,특성,0.24208144796380093,12.98,391,0.06658578536924972,231,27150.0,809603800200,19099589087.5,3182.1428571428573,21720,20.0,18,442,False
361,437730,삼현,자동차 신품 부품 제조업,특성,0.23902714932126695,8.33,350,0.07561006809923855,311,33150.0,1133545520250,10576175197.5,2932.1428571428573,26520,20.0,15,442,False
362,298380,에이비엘바이오,기초 의약물질 제조업,특성,0.2341628959276018,35.45,433,0.06024875356500244,163,75200.0,4848514295800,27263731330.0,6650.0,60160,20.0,6,442,False
363,131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",섹터+특성,0.23382352941176474,6.91,318,0.08704340758348238,377,222000.0,2289715803000,29214465075.0,24371.428571428572,177600,20.0,2,442,False
364,355150,코스텍시스,반도체 제조업,섹터,0.2331447963800905,8.24,347,0.07766910562937954,324,19310.0,159065940000,2268165636.5,2766.4285714285716,15448,20.0,25,442,False
365,006340,대원전선,절연선 및 케이블 제조업,특성,0.22941176470588237,6.75,314,0.0920596719160893,390,13250.0,1081334796640,179126816296.5,1380.0,10600,20.0,37,442,False
366,093370,후성,기초 화학물질 제조업,특성,0.22070135746606337,6.43,307,0.09869684552698572,414,11940.0,1066117980200,41966971794.0,1077.142857142857,9552,20.0,41,442,False
367,174900,앱클론,의료용품 및 기타 의약 관련제품 제조업,특성,0.21934389140271499,9.41,365,0.07524784395953094,308,27550.0,558659612000,6002627691.0,3537.8571428571427,22040,20.0,18,442,False
368,494120,큐리오시스,사진장비 및 광학기기 제조업,섹터,0.21843891402714938,7.03,322,0.09187499218210343,389,9550.0,87438447720,1251500981.5,1079.2857142857142,7640,20.0,52,442,False
369,298040,효성중공업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",특성,0.21764705882352942,13.61,392,0.06976070486630132,260,2721000.0,26407119936000,137383211550.0,193000.0,2238500,17.7,0,442,False
370,397030,에이프릴바이오,자연과학 및 공학 연구개발업,특성,0.21764705882352936,9.77,371,0.07402101753699622,299,19840.0,646221597600,6392240749.0,2690.714285714286,15872,20.0,25,442,False
371,039030,이오테크닉스,특수 목적용 기계 제조업,섹터+특성,0.2175339366515837,8.52,356,0.07789883606614413,327,404500.0,3997693975000,43175303150.0,31392.85714285714,326018,19.4,1,442,False
372,388790,라이콤,통신 및 방송 장비 제조업,섹터,0.21255656108597284,6.71,312,0.0989198275585777,415,3940.0,130722463200,2812500718.75,389.64285714285717,3152,20.0,126,442,False
373,183300,코미코,특수 목적용 기계 제조업,섹터+특성,0.21063348416289593,6.88,316,0.09620748693431848,410,27700.0,1117664864000,4114023905.0,2042.857142857143,22593,18.4,19,442,False
374,031980,피에스케이홀딩스,특수 목적용 기계 제조업,섹터+특성,0.21052036199095023,6.81,315,0.09805569211949736,412,107500.0,2026865130000,20750568335.0,10850.0,86000,20.0,4,442,False
375,126340,비나텍,일차전지 및 이차전지 제조업,섹터+특성,0.21040723981900455,7.0,321,0.09336041257639223,401,62100.0,478933613800,6091434292.5,6692.857142857143,49680,20.0,8,442,False
376,475150,SK이터닉스,건물 건설업,특성,0.20950226244343892,6.39,306,0.10863744287682842,430,51300.0,1720383702000,367766899697.5,6178.571428571428,41040,20.0,9,442,False
377,319400,현대무벡스,일반 목적용 기계 제조업,섹터+특성,0.2091628959276018,18.21,415,0.06640372290395893,228,22850.0,2595061708700,63033521266.0,2178.5714285714284,18280,20.0,21,442,False
378,356860,티엘비,전자부품 제조업,섹터+특성,0.20373303167420811,6.69,311,0.10693421918106348,428,31100.0,666005406000,15037748617.5,3196.4285714285716,24880,20.0,16,442,False
379,455900,엔젤로보틱스,특수 목적용 기계 제조업,섹터+특성,0.20214932126696827,9.44,367,0.07789067360445247,326,20350.0,340184880100,4300310555.5,1692.857142857143,16280,20.0,24,442,False
380,127120,제이에스링크,자연과학 및 공학 연구개발업,특성,0.20113122171945702,17.44,414,0.06717535012421444,240,34000.0,1360570475700,5822967080.0,3460.714285714286,27200,20.0,14,442,False
381,083650,비에이치아이,일반 목적용 기계 제조업,섹터+특성,0.19751131221719453,9.51,368,0.07809208469200839,330,56500.0,1544124312500,18753626147.5,5307.142857142857,45200,20.0,8,442,False
382,456160,지투지바이오,의약품 제조업,특성,0.19683257918552033,11.67,383,0.07414773476974419,303,37400.0,618614647200,5603628205.0,3807.1428571428573,29920,20.0,13,442,False
383,402340,SK스퀘어,기타 금융업,특성,0.19332579185520363,8.1,345,0.08769338651376413,378,1123000.0,123908924454000,823265439950.0,99214.28571428571,898400,20.0,0,442,False
384,452430,사피엔반도체,반도체 제조업,섹터,0.19309954751131225,19.64,420,0.06709782791685871,239,24950.0,222896367000,878644460.0,2203.5714285714284,19960,20.0,20,442,False
385,475830,오름테라퓨틱,기초 의약물질 제조업,특성,0.19128959276018098,9.6,369,0.07898828872049177,336,62000.0,1344442621000,8835370200.0,6889.285714285715,49600,20.0,8,442,False
386,420770,기가비스,특수 목적용 기계 제조업,섹터+특성,0.18959276018099544,11.55,382,0.07598090710060064,314,105300.0,1398136107400,15797492930.0,12421.42857142857,84240,20.0,4,442,False
387,089030,테크윙,특수 목적용 기계 제조업,섹터+특성,0.18868778280542986,8.91,360,0.08170926065961229,356,48400.0,1615538922000,31668568415.0,3550.0,39525,18.3,11,442,True
388,007660,이수페타시스,전자부품 제조업,섹터+특성,0.18789592760180993,11.21,381,0.0766334672686669,318,99300.0,6041578723700,65303302140.0,7607.142857142857,80282,19.2,5,442,False
389,277810,레인보우로보틱스,특수 목적용 기계 제조업,섹터+특성,0.1865384615384615,75.23,439,0.0648113004830462,212,454000.0,9020933970000,75369424187.5,33821.42857142857,369446,18.6,1,442,False
390,353200,대덕전자,전자부품 제조업,섹터+특성,0.18065610859728506,8.82,359,0.08438847302064945,368,104300.0,5129476815000,93488908265.0,9121.42857142857,83440,20.0,4,442,True
391,454910,두산로보틱스,특수 목적용 기계 제조업,섹터+특성,0.17907239819004522,16.79,408,0.07151838112971995,279,70900.0,4582772586000,38364600255.0,5007.142857142857,58382,17.7,7,442,False
392,192410,오늘이엔엠,통신 및 방송 장비 제조업,섹터,0.17861990950226242,25.48,425,0.06826991683912952,248,5080.0,105025240530,903748297.0,433.57142857142856,4064,20.0,98,442,False
393,007390,네이처셀,기초 의약물질 제조업,특성,0.17839366515837102,23.77,423,0.0686054357155692,252,23750.0,1433679996000,8424530275.0,1400.0,20250,14.7,28,442,False
394,196170,알테오젠,자연과학 및 공학 연구개발업,특성,0.17579185520361995,43.72,435,0.06673728781917021,233,320000.0,16343834615000,165152438300.0,30535.714285714286,256000,20.0,1,442,False
395,458870,씨어스,의료용 기기 제조업,특성,0.17567873303167425,37.67,434,0.06683384525311896,235,20900.0,875374020000,8583148267.5,2764.285714285714,16720,20.0,23,442,False
396,399720,가온칩스,반도체 제조업,섹터+특성,0.17307692307692307,8.47,355,0.09038370630297794,385,45000.0,517045598400,9042281982.5,3003.5714285714284,37491,16.7,13,442,False
397,009420,한올바이오파마,의약품 제조업,특성,0.17002262443438912,19.6,419,0.07067346523047013,270,56500.0,2826218515800,18378069337.5,4646.428571428572,45200,20.0,8,442,False
398,356680,엑스게이트,소프트웨어 개발 및 공급업,특성,0.16176470588235295,10.13,374,0.08244323246870679,364,11430.0,316547326280,11011031224.5,935.0,9144,20.0,43,442,False
399,048260,048260,-,특성,0.15961538461538463,7.65,332,1.1618475094798881,441,1900000.0,2928378240000,4388335000.0,122428.57142857143,1593929,16.1,0,442,False
400,389500,에스비비테크,일반 목적용 기계 제조업,섹터,0.15916289592760186,22.09,421,0.0715986002813662,280,35500.0,223226312000,4375231165.0,3971.4285714285716,28400,20.0,14,442,False
401,445680,큐리옥스바이오시스템즈,의료용 기기 제조업,특성,0.1590497737556561,15.68,399,0.07723349332162706,321,43250.0,708774106000,4868957432.5,4882.142857142857,34600,20.0,11,442,False
402,108490,로보티즈,특수 목적용 기계 제조업,섹터+특성,0.15656108597285068,11.98,384,0.08060579644776728,352,254000.0,3364705926000,64286846780.0,25282.14285714286,203200,20.0,1,442,False
403,010120,LS ELECTRIC,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",특성,0.15554298642533934,17.1,410,0.07434013205225254,305,187000.0,30150000000000,149573735425.0,12407.142857142857,155982,16.6,3,442,False
404,084370,유진테크,특수 목적용 기계 제조업,섹터+특성,0.154920814479638,9.14,362,0.0929456040710095,394,128500.0,2548263870400,22680214455.0,11585.714285714286,102800,20.0,3,442,False
405,323280,태성,특수 목적용 기계 제조업,섹터+특성,0.14604072398190043,10.15,375,0.0889742956095838,382,48450.0,1189454321000,15966479985.0,4953.571428571428,38760,20.0,10,442,False
406,000150,두산,전자부품 제조업,섹터+특성,0.14513574660633483,17.01,409,0.07717221113086832,320,1078000.0,19286857485000,79151960450.0,94357.14285714286,862400,20.0,0,442,False
407,043260,성호전자,전자부품 제조업,섹터+특성,0.1451357466063348,8.39,353,0.10097861031973325,424,18120.0,1234675913330,37743276283.0,2264.285714285714,14496,20.0,27,442,False
408,486990,노타,소프트웨어 개발 및 공급업,특성,0.14377828054298644,16.07,404,0.07814538095926002,331,18640.0,433196707500,4461313679.0,1415.0,15102,19.0,28,442,False
409,310210,보로노이,자연과학 및 공학 연구개발업,특성,0.14366515837104077,32.88,431,0.07164792190508572,281,152100.0,2724044836100,17304142310.0,18357.14285714286,121680,20.0,3,442,False
410,168360,펨트론,특수 목적용 기계 제조업,섹터,0.14196832579185523,15.95,402,0.07909171318986714,337,12160.0,246094201430,1290422910.0,933.5714285714286,9826,19.2,42,442,False
411,032820,우리기술,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",특성,0.14151583710407242,16.16,405,0.07825794372250894,332,11890.0,1935187654400,29149257652.0,927.8571428571429,9570,19.5,43,442,False
412,240810,원익IPS,특수 목적용 기계 제조업,섹터+특성,0.13970588235294115,8.43,354,0.10773097470860891,429,107900.0,4334108458300,118397479615.0,10328.57142857143,86320,20.0,4,442,False
413,348340,뉴로메카,특수 목적용 기계 제조업,섹터,0.13880090497737557,32.67,430,0.07261539422710245,289,19530.0,241109803930,8097849967.0,3187.1428571428573,15624,20.0,25,442,False
414,064290,인텍플러스,특수 목적용 기계 제조업,섹터+특성,0.1349547511312217,12.48,389,0.08486323878638903,370,32100.0,382248551000,10996888832.5,3717.8571428571427,25680,20.0,15,442,False
415,220630,220630,-,특성,0.13382352941176473,8.34,351,1.1621314908890734,442,62000.0,658759425570,973440240.0,4887.857142857143,49780,19.7,8,442,False
416,327260,RF머트리얼즈,전자부품 제조업,섹터+특성,0.1321266968325792,8.6,357,0.12108986850406044,433,32900.0,313480454750,13797789209.5,5628.571428571428,26320,20.0,15,442,False
417,222800,심텍,전자부품 제조업,섹터+특성,0.13201357466063346,9.64,370,0.09579591652730163,409,99700.0,4121032410000,92329608525.0,10957.142857142857,79760,20.0,5,442,False
418,090360,로보스타,특수 목적용 기계 제조업,섹터+특성,0.13110859728506788,10.4,376,0.09330607912198897,399,78200.0,849225000000,17498377060.0,7914.285714285715,62560,20.0,6,442,False
419,115180,큐리언트,자연과학 및 공학 연구개발업,특성,0.1294117647058823,23.89,424,0.07561896407184462,312,24800.0,859033982900,4209422143.0,2832.8571428571427,19840,20.0,20,442,False
420,000660,SK하이닉스,반도체 제조업,섹터+특성,0.12873303167420813,15.43,397,0.08226625331254975,363,1730000.0,1038760143030000,8847196305900.0,137785.7142857143,1385536,19.9,0,442,False
421,095610,테스,특수 목적용 기계 제조업,섹터+특성,0.12839366515837108,9.42,366,0.09995535381706759,421,132900.0,2412256000000,61803876730.0,13517.857142857143,106320,20.0,3,442,False
422,319660,피에스케이,특수 목적용 기계 제조업,섹터+특성,0.12409502262443442,10.54,377,0.09551348555426854,406,122200.0,3429658937600,55036682545.0,11242.857142857143,97760,20.0,4,442,False
423,028300,HLB,의료용품 및 기타 의약 관련제품 제조업,특성,0.12115384615384617,16.46,407,0.08128957496971762,354,38650.0,4968293717900,33496408375.0,3014.285714285714,31114,19.5,13,442,False
424,403870,HPSP,특수 목적용 기계 제조업,섹터+특성,0.11640271493212673,14.17,393,0.09074556651059337,386,44900.0,2831120000000,110184349365.0,3414.285714285714,36364,19.0,11,442,False
425,226950,올릭스,자연과학 및 공학 연구개발업,특성,0.11097285067873297,23.09,422,0.0792360834395207,339,98100.0,2552817420000,33763307045.0,13271.42857142857,78480,20.0,5,442,False
426,080220,제주반도체,반도체 제조업,섹터+특성,0.10803167420814479,15.41,396,0.09209555630990372,391,73500.0,2596989608200,162367633965.0,7664.285714285715,58800,20.0,6,442,False
427,336260,두산퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",특성,0.10633484162895926,12.47,388,0.09575530195554499,408,37000.0,2000833329300,37920982908.0,4264.285714285715,29600,20.0,13,442,False
428,000250,삼천당제약,의약품 제조업,특성,0.10237556561085975,19.04,416,0.08222509403441713,361,168700.0,3863445638400,36862225555.0,14728.57142857143,134960,20.0,2,442,False
429,009150,삼성전기,전자부품 제조업,섹터+특성,0.08540723981900453,17.29,413,0.09131044265922947,388,1316000.0,95458543488000,1135953612000.0,124928.57142857143,1052800,20.0,0,442,False
430,036930,주성엔지니어링,특수 목적용 기계 제조업,섹터+특성,0.08371040723981901,15.55,398,0.09934414387638422,418,168600.0,5940287263800,236684034880.0,15171.42857142857,134880,20.0,2,442,True
431,000500,가온전선,절연선 및 케이블 제조업,특성,0.07929864253393663,14.37,394,0.1131244038876883,431,158200.0,4398152553900,29140315380.0,12585.714285714286,126736,19.9,3,442,False
432,347700,스피어,소프트웨어 개발 및 공급업,특성,0.07760180995475112,15.73,400,0.10028197918085206,422,23450.0,1188258894100,27642868606.5,2600.0,18760,20.0,21,442,False
433,010170,대한광통신,절연선 및 케이블 제조업,특성,0.07658371040723981,27.27,426,0.08577189417454213,375,12120.0,1781865663600,136982374929.0,1382.142857142857,9696,20.0,41,442,False
434,440110,파두,반도체 제조업,섹터+특성,0.0752262443438914,223.79,442,0.08002828613423438,347,61900.0,2861339641700,38584774830.0,5978.571428571428,49520,20.0,8,442,False
435,042700,한미반도체,특수 목적용 기계 제조업,섹터+특성,0.07251131221719458,35.24,432,0.08473753922242236,369,213500.0,18328536060000,154728507040.0,14471.42857142857,177321,16.9,2,442,False
436,089970,브이엠,특수 목적용 기계 제조업,섹터+특성,0.06923076923076923,16.02,403,0.10324115669606163,427,58100.0,1592769282500,41432110295.0,6335.714285714285,46480,20.0,8,442,False
437,087010,펩트론,기초 의약물질 제조업,특성,0.06730769230769229,30.16,428,0.08941312801582847,383,178600.0,4239094230000,34505720045.0,17410.714285714286,142880,20.0,2,442,False
438,476830,알지노믹스,자연과학 및 공학 연구개발업,특성,0.05418552036199098,19.4,417,0.09994442177246055,420,30150.0,908996126400,13387063837.5,4042.8571428571427,24120,20.0,16,442,False
439,477850,마키나락스,소프트웨어 개발 및 공급업,특성,0.05350678733031673,17.19,411,0.11855057629545726,432,27550.0,515775080800,71106259883.5,3758.5714285714284,22040,20.0,18,442,False
