출발일,code,name,유형,등급,국면,시장낙폭,당시종가,2일누적,핵심선,카드수익,청산,경과일,40일수익,시총,창완결_126,잔여봉,고점6M,P0_카드,P0_how,P0_bars,P0_H40,P0_H63,P0_H126,P2_T10_H40,P2_T12_H40,P2_T15_H40,P2_T20_H40,P2_T25_H40,P2_T10_H63,P2_T12_H63,P2_T15_H63,P2_T20_H63,P2_T25_H63,P2_T10_H126,P2_T12_H126,P2_T15_H126,P2_T20_H126,P2_T25_H126,P1_T10_H40_be,P1_T10_H40_tr,P1_T12_H40_be,P1_T12_H40_tr,P1_T15_H40_be,P1_T15_H40_tr,P1_T20_H40_be,P1_T20_H40_tr,P1_T25_H40_be,P1_T25_H40_tr,P1_T10_H63_be,P1_T10_H63_tr,P1_T12_H63_be,P1_T12_H63_tr,P1_T15_H63_be,P1_T15_H63_tr,P1_T20_H63_be,P1_T20_H63_tr,P1_T25_H63_be,P1_T25_H63_tr,P1_T10_H126_be,P1_T10_H126_tr,P1_T12_H126_be,P1_T12_H126_tr,P1_T15_H126_be,P1_T15_H126_tr,P1_T20_H126_be,P1_T20_H126_tr,P1대표_잔여수익,P1대표_잔여봉,P1대표_how,P1_T25_H126_be,P1_T25_H126_tr
2026-07-30,170920,엘티씨,A,C,실행,-37.8,26250.0,-20.9,주60주,13.2,목표,1,,425734277800,False,1,0.31619047619047613,0.1323809523809525,목표,1,0.1323809523809525,0.1323809523809525,0.1323809523809525,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.31619047619047613,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.2242857142857143,0.31619047619047613,0,2단만기,0.2242857142857143,0.2242857142857143
2026-07-30,011070,LG이노텍,A,B,실행,-37.8,420000.0,-18.3,일240,11.2,목표,1,,14531603698000,False,1,0.24761904761904763,0.11190476190476195,목표,1,0.11190476190476195,0.11190476190476195,0.11190476190476195,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.2238095238095239,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.16785714285714293,0.2238095238095239,0,2단만기,0.16785714285714293,0.16785714285714293
2026-07-30,222800,심텍,A,C,실행,-37.8,62400.0,-17.4,주60주,10.5,목표,1,,3457920831300,False,1,0.32852564102564097,0.10496794871794868,목표,1,0.10496794871794868,0.10496794871794868,0.10496794871794868,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.32852564102564097,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.21674679487179482,0.32852564102564097,0,2단만기,0.21674679487179482,0.21674679487179482
2026-07-30,281820,케이씨텍,A,C,실행,-37.8,55300.0,-15.2,월10,9.0,목표,1,,1514597566500,False,1,0.2784810126582278,0.08951175406871603,목표,1,0.08951175406871603,0.08951175406871603,0.08951175406871603,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.26220614828209765,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.17585895117540684,0.26220614828209765,0,2단만기,0.17585895117540684,0.17585895117540684
2026-07-30,064290,인텍플러스,A,B,실행,-37.8,21850.0,-19.4,일240,12.0,목표,1,,401780433600,False,1,0.29290617848970246,0.12013729977116694,목표,1,0.12013729977116694,0.12013729977116694,0.12013729977116694,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.26315789473684204,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.1916475972540045,0.26315789473684204,0,2단만기,0.1916475972540045,0.1916475972540045
2026-07-30,127120,제이에스링크,A,B,실행,-37.8,28150.0,-12.6,일240,2.8,진행중,1,,1157266841400,False,1,0.06571936056838368,0.02841918294849033,만기,1,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,,0,만기,0.02841918294849033,0.02841918294849033
2026-07-30,017900,광전자,A,A,실행,-37.8,4380.0,-14.5,일240,8.4,목표,1,,328541136210,False,1,0.19863013698630128,0.08447488584474883,목표,1,0.08447488584474883,0.08447488584474883,0.08447488584474883,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.18493150684931514,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.18493150684931514,0,2단만기,0.13470319634703198,0.13470319634703198
2026-07-30,031980,피에스케이홀딩스,A,C,실행,-37.8,76100.0,-19.2,일240,11.9,목표,1,,2404207042500,False,1,0.3114323258869909,0.11892247043364002,목표,1,0.11892247043364002,0.11892247043364002,0.11892247043364002,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.28515111695137985,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.28515111695137985,0,2단만기,0.20203679369250993,0.20203679369250993
2026-07-30,353200,대덕전자,A,B,실행,-37.8,73500.0,-19.5,일240,12.1,목표,1,,5406211595000,False,1,0.3170068027210884,0.1210884353741497,목표,1,0.1210884353741497,0.1210884353741497,0.1210884353741497,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.3170068027210884,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.3170068027210884,0,2단만기,0.21904761904761905,0.21904761904761905
2026-07-30,047040,대우건설,A,B,실행,-37.8,11180.0,-16.8,일240,10.1,목표,1,,6237577944840,False,1,0.17084078711985695,0.10062611806797861,목표,1,0.10062611806797861,0.10062611806797861,0.10062611806797861,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.14311270125223619,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.14311270125223619,0,2단만기,0.1218694096601074,0.1218694096601074
2026-07-30,010170,대한광통신,A,C,실행,-37.8,7150.0,-15.4,월10,9.1,목표,1,,1514430328400,False,1,0.20839160839160842,0.09090909090909083,목표,1,0.09090909090909083,0.09090909090909083,0.09090909090909083,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.1930069930069931,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.1930069930069931,0,2단만기,0.14195804195804196,0.14195804195804196
2026-07-29,066575,LG전자우,A,A,실행,-37.9,53000.0,-14.7,주60주,8.6,목표,2,,1066958667900,False,2,0.12452830188679243,0.08584905660377351,목표,2,0.08584905660377351,0.08584905660377351,0.08584905660377351,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.1150943396226416,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.1150943396226416,0,2단만기,0.10047169811320755,0.10047169811320755
2026-07-29,322000,HD현대에너지솔루션,A,B,실행,-37.9,99500.0,-26.2,일240,12.7,진행중,2,,1509760000000,False,2,0.13266331658291453,0.12663316582914574,만기,2,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,,0,만기,0.12663316582914574,0.12663316582914574
2026-07-29,240810,원익IPS,A,A,실행,-37.9,83200.0,-21.5,주60주,-5.6,손절,1,,5202893506000,False,2,0.18629807692307687,-0.056118289262820586,손절,1,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,,0,손절,-0.056118289262820586,-0.056118289262820586
