순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,004870,티웨이홀딩스,KOSPI,30.00,1248,808804216,681311,28245607104,Y
2,315640,딥노이드,KOSDAQ,30.00,1599,3696984275,2805870,46966198968,Y
3,226340,본느,KOSDAQ,29.99,2180,64826660,29737,18291255120,Y
4,200350,아티스트스튜디오,KOSDAQ,29.99,2310,733927458,338653,23090817750,Y
5,002070,비비안,KOSPI,29.98,6590,2141161310,335725,15844626960,Y
6,459550,알트,KOSDAQ,29.97,1492,8959451277,6263896,37629375412,Y
7,030530,원익홀딩스,KOSDAQ,29.97,19860,76444495745,4034580,1533946302660,Y
8,087010,펩트론,KOSDAQ,29.97,166100,39702142550,265443,3873011835000,Y
9,012170,아센디오,KOSPI,29.94,842,737610014,887060,17050663348,Y
10,208640,썸에이지,KOSDAQ,29.94,1341,802132759,611764,18672117525,Y
11,079190,케스피온,KOSDAQ,29.93,1172,1401229662,1234327,11238165016,Y
12,484810,티엑스알로보틱스,KOSDAQ,29.93,17450,12401799830,745521,269618466750,Y
13,050090,비케이홀딩스,KOSDAQ,29.91,430,439290440,1048486,10119936050,Y
14,078590,휴림에이텍,KOSDAQ,29.83,3025,1351788617,488957,30225252475,Y
15,228670,레이,KOSDAQ,24.75,6250,4991859605,808792,97750131250,
16,357430,마스턴프리미어리츠,KOSPI,24.08,840,162802166,202781,25624457880,
17,067770,세진티에스,KOSDAQ,23.32,2110,1140136884,541986,17716811230,
18,044340,위닉스,KOSDAQ,21.45,5860,48988435660,8245309,104738270500,
19,439960,코스모로보틱스,KOSDAQ,21.30,17880,320180318510,18269013,580217192880,
20,323280,태성,KOSDAQ,20.80,37750,31915024725,852532,1152808745000,
21,049470,비트플래닛,KOSDAQ,20.10,1464,147954395,103605,34469732136,
22,108860,셀바스AI,KOSDAQ,20.05,9700,42945902935,4547862,261073463000,
23,142760,모아라이프플러스,KOSDAQ,19.38,462,736896760,1619723,19481144760,
