전략,유니버스,팩터,N,ROE게이트,방어,트레일,IN_CAGR,IN_Sharpe,IN_MDD,OOS_CAGR,OOS_Sharpe,OOS_MDD,IN_순위,OOS_순위,순위변동
전체|저변동성|N30,전체,저변동성,30,False,False,False,9.681644273803713,0.8028486020356406,-21.670053806318112,-7.9645035154788495,-0.11071894745587335,-80.25389551748478,303.0,529.0,-226.0
소중형|복합z|N20|방어|트레일,소중형,복합z,20,False,True,True,18.018438448580376,0.8019047992054626,-41.38560243727475,4.929382576414731,0.3542054562825732,-37.01357409391237,304.0,304.0,0.0
전체|복합z|N10|ROE>0|방어,전체,복합z,10,True,True,False,19.682871898209452,0.8010928503054137,-33.24573217179657,3.089851732936122,0.23758796307391633,-46.19065895919552,305.0,389.0,-84.0
대형|E/P|N10|ROE>0,대형,E/P,10,True,False,False,20.442537295153084,0.7993564895262136,-34.39093830421871,13.232436054935558,0.6274943587037048,-39.68764522563825,306.0,160.5,145.5
전체|저변동성|N30|방어|트레일,전체,저변동성,30,False,True,True,9.052032344127635,0.7992442115627381,-20.79933781328932,-7.136670115546617,-0.13782105954445162,-74.12249740223028,307.0,535.0,-228.0
소중형|E/P|N10|ROE>0|트레일,소중형,E/P,10,True,False,True,28.05076356870151,0.799043674818953,-38.431449670382456,0.729982889872649,0.163868762156239,-58.330486222569235,308.0,433.5,-125.5
대형|E/P|N20|트레일,대형,E/P,20,False,False,True,19.70197466869339,0.7983391562743901,-60.467012460013756,12.892770227069272,0.6882659031842866,-44.466635296577174,309.0,126.5,182.5
소중형|저변동성|N30|트레일,소중형,저변동성,30,False,False,True,12.948426706993455,0.7906651632109929,-47.696112493865364,-4.161374921516425,0.007695286558609753,-78.08184095090962,310.0,506.0,-196.0
대형|복합z|N30|방어|트레일,대형,복합z,30,False,True,True,14.52854381857307,0.7891789676611514,-40.49569202824866,13.413104704128376,0.8475736352670852,-37.345596812323855,311.0,61.0,250.0
전체|저변동성|N30|방어,전체,저변동성,30,False,True,False,8.908195907244565,0.786968408541129,-21.342740657724878,-6.425855169559758,-0.11147775081140647,-73.32560293548931,312.0,530.0,-218.0
소중형|E/P|N10|ROE>0|방어,소중형,E/P,10,True,True,False,25.74839022507749,0.7866493506270775,-45.80824044686532,3.740462911593845,0.27535335935615485,-46.34565836131915,313.0,359.5,-46.5
대형|복합z|N30|방어,대형,복합z,30,False,True,False,14.657412237776391,0.7855911707521613,-42.32253863322224,14.121132901549327,0.8738728655070825,-37.500826694952515,314.0,46.0,268.0
대형|B/P|N10|ROE>0|방어|트레일,대형,B/P,10,True,True,True,16.34039627304005,0.7835599337243055,-34.21915992660498,10.965634865340412,0.66019434236767,-48.49073593916362,315.0,141.0,174.0
소중형|B/P|N30|방어,소중형,B/P,30,False,True,False,16.61432541269199,0.7829664664772804,-34.69245293232343,9.118934112332,0.5866061700665435,-27.455094951399506,316.0,176.0,140.0
소중형|B/P|N10|ROE>0|방어|트레일,소중형,B/P,10,True,True,True,17.28222922186069,0.7821271571861478,-49.1803288317974,8.74128724655192,0.5204754073418738,-30.701968359224974,317.0,223.0,94.0
소중형|저변동성|N20|방어,소중형,저변동성,20,False,True,False,10.684597943626084,0.7813896884707855,-36.278667868479445,-2.3718008556179337,0.07208393054548608,-72.3104361567538,318.0,481.0,-163.0
소중형|E/P|N20|방어|트레일,소중형,E/P,20,False,True,True,18.702698120659768,0.7805593175816321,-41.010362615527306,1.5585097083940402,0.1744143170395123,-44.039063886349126,319.0,424.5,-105.5
소중형|저변동성|N20|방어|트레일,소중형,저변동성,20,False,True,True,10.645460075355096,0.7783474879768187,-37.719497343132005,-2.7628774943281087,0.06387008480654768,-71.94453160565047,320.0,488.0,-168.0
전체|복합z|N20,전체,복합z,20,False,False,False,20.32388843710322,0.777573460044716,-56.8061766980166,3.409440125741958,0.25146712314317105,-52.84072518312337,321.0,375.0,-54.0
대형|B/P|N20|ROE>0|방어|트레일,대형,B/P,20,True,True,True,14.840857648022077,0.7756503387207841,-29.87929951868239,13.962369848878996,0.8333673781089712,-40.290012075039236,322.0,69.0,253.0
소중형|B/P|N20|트레일,소중형,B/P,20,False,False,True,20.067193329214494,0.7737998578310182,-49.083165185646614,12.924258159325719,0.6110542828185455,-37.09957582366551,323.0,164.0,159.0
소중형|복합z|N10,소중형,복합z,10,False,False,False,22.797209700513598,0.7702761705015675,-58.20210444960552,3.501250071109907,0.2609588533591716,-46.030028283792035,324.0,369.0,-45.0
대형|B/P|N5|ROE>0,대형,B/P,5,True,False,False,21.973195066775798,0.7698248608370657,-42.5238908543485,12.243967159208236,0.5838429255246164,-56.64958131452478,325.0,179.0,146.0
대형|E/P|N20|방어,대형,E/P,20,False,True,False,15.48938025532729,0.7694478271327024,-49.328535924972336,13.399235602292215,0.8131782530934629,-35.59601057442578,326.0,82.5,243.5
소중형|복합z|N10|방어,소중형,복합z,10,False,True,False,19.411120827389826,0.7692793514036498,-46.44728056003887,4.384003107254619,0.3206221045373528,-33.395511195472075,327.0,320.0,7.0
대형|복합z|N10|ROE>0|방어,대형,복합z,10,True,True,False,14.584976339032352,0.7690689274551415,-36.27067002172788,14.99627223903721,0.8617281871989401,-39.03447556435007,328.0,50.0,278.0
소중형|B/P|N30|트레일,소중형,B/P,30,False,False,True,18.91275181007357,0.7675698446887513,-47.64210411979823,10.25631176466073,0.5318513871527987,-40.30393881863098,329.0,214.0,115.0
전체|복합z|N20|방어,전체,복합z,20,False,True,False,16.88430155940901,0.7673215195147571,-44.701274390189916,3.098173401611559,0.2503232506612421,-42.639765177530585,330.0,376.0,-46.0
대형|ROE|N30|ROE>0,대형,ROE,30,True,False,False,15.130765284093073,0.7639593280410549,-36.429744459103766,7.967471665026782,0.4350076611647919,-42.34540748229916,331.0,263.5,67.5
대형|E/P|N20,대형,E/P,20,False,False,False,18.581448440938896,0.7607514502703567,-60.88337586427406,14.727503770197714,0.7433566122562658,-41.86950526803302,332.0,110.5,221.5
대형|복합z|N30,대형,복합z,30,False,False,False,17.466891759345483,0.7573521615221621,-55.4503872352966,15.855941694563525,0.8148148203224197,-43.65366662825528,333.0,79.0,254.0
소중형|E/P|N10,소중형,E/P,10,False,False,False,26.48000678460811,0.7554464421375037,-59.16448891896957,3.7536853548788773,0.2690890415580109,-52.78933870115387,334.0,363.5,-29.5
대형|복합z|N30|트레일,대형,복합z,30,False,False,True,17.099388071188628,0.7548330768263087,-53.346037398879965,14.594298477474222,0.7748515420026438,-43.32012445764851,335.0,94.0,241.0
소중형|저변동성|N20,소중형,저변동성,20,False,False,False,11.72900190867756,0.7539723496382753,-48.00188549901358,-5.693240538240907,0.0030167274944135703,-82.44020926166156,336.0,507.0,-171.0
전체|B/P|N30|트레일,전체,B/P,30,False,False,True,20.005685832684005,0.7515616343422004,-48.09494275185142,11.659200204449927,0.5183722959538921,-49.25325041069652,337.0,226.0,111.0
소중형|ROE|N30|ROE>0,소중형,ROE,30,True,False,False,18.555681692157357,0.7499079333010492,-38.650568236871365,2.267815463443057,0.21350483721695793,-49.102975447836286,338.0,396.5,-58.5
전체|E/P|N10|ROE>0|방어|트레일,전체,E/P,10,True,True,True,18.014872978844785,0.7495724705576364,-49.488915141130306,0.2840600631750734,0.1157453020273437,-52.157432788536504,339.0,461.5,-122.5
대형|배당|N5|방어|트레일,대형,배당,5,False,True,True,13.242132117747207,0.7479410730251976,-35.635921427104286,13.868333426048274,0.8480135396507537,-33.15969785179127,340.0,60.0,280.0
대형|E/P|N10|ROE>0|방어,대형,E/P,10,True,True,False,15.36533687621555,0.746060719358177,-35.331774094044775,11.752670331355386,0.662626665848929,-35.46768698115923,341.0,138.5,202.5
전체|복합z|N5|ROE>0,전체,복합z,5,True,False,False,24.412776906578348,0.745410562721183,-44.09423947572245,3.382640191779185,0.24127356340185532,-70.41932736765071,342.0,380.0,-38.0
전체|B/P|N5|ROE>0|방어|트레일,전체,B/P,5,True,True,True,20.988637539366483,0.7421982104209468,-64.37808867402164,5.770409446224889,0.3767184182254892,-45.38834231567763,343.0,289.0,54.0
대형|B/P|N10|ROE>0|방어,대형,B/P,10,True,True,False,15.367377749732668,0.7415473796578669,-34.080803144906135,11.067354753507574,0.6604188917705751,-47.2118066307964,344.0,140.0,204.0
대형|배당|N5|트레일,대형,배당,5,False,False,True,15.923763136120407,0.7402143911757952,-54.32430565736186,17.036172683322537,0.8487678784337438,-38.46667474002757,345.0,59.0,286.0
소중형|B/P|N20|방어,소중형,B/P,20,False,True,False,16.129799037847302,0.7388302597719261,-39.27601484636746,10.565325102683687,0.6404653617258312,-26.408951830196024,346.0,151.0,195.0
소중형|B/P|N5|ROE>0|트레일,소중형,B/P,5,True,False,True,23.578813967469237,0.7386626982065362,-73.75895816687101,10.729299862416731,0.4988840509035252,-44.209842841082924,347.0,235.0,112.0
소중형|E/P|N10|방어,소중형,E/P,10,False,True,False,23.578063892235292,0.7379297780891856,-46.701846091689234,3.740462911593845,0.27535335935615485,-46.34565836131915,348.0,359.5,-11.5
전체|복합z|N20|트레일,전체,복합z,20,False,False,True,18.682082396897968,0.7378133553210812,-53.10200961197894,-2.4930810649653967,0.010291417729383563,-55.36858913907934,349.0,502.0,-153.0
대형|ROE|N30|ROE>0|방어,대형,ROE,30,True,True,False,12.000615692405336,0.7355720724987911,-34.23783729624012,8.990396485043405,0.5338312992030035,-28.602958969583202,350.0,209.5,140.5
소중형|저변동성|N10|방어,소중형,저변동성,10,False,True,False,10.169746204133112,0.7328469853271635,-37.609726746725556,0.2732786683858679,0.177430665387064,-73.43384140963553,351.0,422.0,-71.0
전체|복합z|N20|방어|트레일,전체,복합z,20,False,True,True,15.511129685897608,0.7304130138266853,-42.96896701032815,-0.7239878954386492,0.04449883279657654,-47.562994442724936,352.0,491.0,-139.0
대형|E/P|N10|방어|트레일,대형,E/P,10,False,True,True,14.640480234757657,0.7279569190589583,-46.23451963138788,10.12438095678112,0.591204445218932,-42.536373258209295,353.0,171.5,181.5
소중형|저변동성|N20|트레일,소중형,저변동성,20,False,False,True,11.33733602626621,0.7272480281105949,-50.82814062529153,-6.216641003757584,-0.008374441969502258,-82.49341707779996,354.0,510.0,-156.0
대형|E/P|N5|ROE>0|트레일,대형,E/P,5,True,False,True,18.66787708303721,0.7229403043247548,-37.79051726228364,15.310357846741397,0.6592355780185257,-41.49326074512678,355.0,142.5,212.5
소중형|E/P|N10|ROE>0|방어|트레일,소중형,E/P,10,True,True,True,22.562083721980763,0.7227234899118782,-38.571655301784325,1.6728794511546852,0.1815268229416199,-48.98657367925233,356.0,420.5,-64.5
전체|E/P|N10|ROE>0,전체,E/P,10,True,False,False,20.646422806605493,0.7223420437211235,-57.552551654906026,5.766045205947723,0.30090332537697634,-53.8416910785779,357.0,333.5,23.5
대형|B/P|N5|ROE>0|트레일,대형,B/P,5,True,False,True,19.850862679623127,0.7218269649146856,-53.17808438066044,10.319254908850883,0.5200359972769435,-57.08827869889173,358.0,224.0,134.0
대형|복합z|N5|ROE>0,대형,복합z,5,True,False,False,18.079218113770956,0.7212017044105457,-37.88656875647061,11.655456883230864,0.5617708473175568,-56.04449440720054,359.0,193.0,166.0
대형|B/P|N5|ROE>0|방어,대형,B/P,5,True,True,False,16.558236912838996,0.7209449908566443,-46.71225128333444,10.13299754774939,0.5821724583460478,-48.337642247647594,360.0,183.0,177.0
소중형|저변동성|N10|방어|트레일,소중형,저변동성,10,False,True,True,9.978297722879304,0.7207225823245702,-38.881586655985586,-0.9916332316320497,0.16398136660263885,-76.72453558650724,361.0,432.0,-71.0
대형|ROE|N30|ROE>0|방어|트레일,대형,ROE,30,True,True,True,11.612828090438043,0.7190169656047294,-34.15128778349577,8.99046715690841,0.5551341843732189,-31.28314183089438,362.0,196.5,165.5
대형|ROE|N30|ROE>0|트레일,대형,ROE,30,True,False,True,13.913767188928738,0.7187109878113934,-38.088251734440824,7.452219126686455,0.4262343229778311,-44.73614849301024,363.0,268.5,94.5
대형|B/P|N20|ROE>0|방어,대형,B/P,20,True,True,False,13.733425625907225,0.7185177913376302,-32.2688320946845,14.001689131333684,0.8220423073820826,-42.030955160409846,364.0,75.0,289.0
소중형|B/P|N30|방어|트레일,소중형,B/P,30,False,True,True,14.291078831990344,0.7129886540086178,-34.76349875117345,9.08232719506492,0.5824310843873204,-30.04797774990452,365.0,181.0,184.0
대형|B/P|N30|방어|트레일,대형,B/P,30,False,True,True,13.910229890846493,0.712071873924416,-40.48682483888521,14.30996643619915,0.8267058085893488,-41.035277042196974,366.0,74.0,292.0
대형|E/P|N10|트레일,대형,E/P,10,False,False,True,17.607411640213535,0.7091378428535603,-58.7041879298952,10.479586229661697,0.538385776147165,-49.00760372698257,367.0,205.5,161.5
소중형|E/P|N5|ROE>0,소중형,E/P,5,True,False,False,34.86539945218037,0.7083922618972751,-51.76700520782025,-9.194982016448193,-0.13645312493281372,-74.25197307173892,368.0,533.5,-165.5
대형|B/P|N30|트레일,대형,B/P,30,False,False,True,16.283418472847977,0.700206619589868,-53.227113492197816,15.602891014324992,0.7676314397229659,-48.97617101063404,369.0,99.0,270.0
소중형|E/P|N10|트레일,소중형,E/P,10,False,False,True,23.284372464264603,0.7001000616180593,-56.50747992125631,0.729982889872649,0.163868762156239,-58.330486222569235,370.0,433.5,-63.5
대형|복합z|N10|방어|트레일,대형,복합z,10,False,True,True,12.84298262435357,0.6987303295803882,-44.34373512386234,16.290687848951002,0.9023051852673939,-36.2373644453592,371.0,37.0,334.0
전체|B/P|N30,전체,B/P,30,False,False,False,17.95169680715032,0.6969446711262868,-52.77526142120597,12.485876052006928,0.5410384788917576,-46.69243676993615,372.0,204.0,168.0
소중형|B/P|N20|방어|트레일,소중형,B/P,20,False,True,True,14.383415028619684,0.6963724405515704,-41.03445879645423,11.34201642208903,0.6701765301347415,-26.28445406500417,373.0,133.0,240.0
소중형|ROE|N30|ROE>0|트레일,소중형,ROE,30,True,False,True,16.49496621497637,0.6960545609817623,-41.16561667901728,0.8545575318182008,0.1550634231175379,-49.49810287212979,374.0,436.5,-62.5
대형|B/P|N5|ROE>0|방어|트레일,대형,B/P,5,True,True,True,15.697879029862705,0.6956309667913811,-46.760466119051024,9.115100952730316,0.5360521266612222,-49.4440247059233,375.0,208.0,167.0
전체|B/P|N10,전체,B/P,10,False,False,False,22.883865672481353,0.6954829886932568,-66.90850110434319,4.1662933122817325,0.27567488582888977,-70.48763490617056,376.0,358.0,18.0
소중형|B/P|N5|ROE>0|방어,소중형,B/P,5,True,True,False,20.21758496420929,0.6939360131971212,-63.172571530594325,8.249632459496281,0.4711355158428524,-39.420504318742566,377.0,246.0,131.0
소중형|저변동성|N10,소중형,저변동성,10,False,False,False,10.601971072493587,0.6935899303303767,-47.53637924734734,-6.221568635336904,0.11013719498207311,-87.59619413106077,378.0,463.0,-85.0
소중형|복합z|N10|트레일,소중형,복합z,10,False,False,True,19.09204254576291,0.6908875346590451,-55.30232775824505,0.30496915966866656,0.13924990208113305,-54.20249641929051,379.0,449.0,-70.0
대형|복합z|N20|방어|트레일,대형,복합z,20,False,True,True,12.859098762377673,0.6878688795331986,-42.66405476035654,15.818738576070391,0.9235065106355572,-36.989635508624644,380.0,31.0,349.0
전체|B/P|N30|방어|트레일,전체,B/P,30,False,True,True,15.217984163766275,0.685153693668924,-46.69891176444067,10.964038985618751,0.57581979558164,-35.537881382343905,381.0,189.0,192.0
대형|배당|N5|방어,대형,배당,5,False,True,False,11.791337131694934,0.6827695050183021,-39.173474059802736,14.405915624886667,0.8825803047853692,-29.86254814410072,382.0,44.0,338.0
전체|E/P|N10|트레일,전체,E/P,10,False,False,True,18.69596307399728,0.682230280332359,-62.51997432345993,-1.7470881809292016,0.06578671723514119,-62.005873647228725,383.0,483.5,-100.5
전체|복합z|N5|ROE>0|방어,전체,복합z,5,True,True,False,19.555201112731503,0.6819413316954823,-39.93333044554145,1.5697110758623678,0.18384100984969848,-61.298144080915826,384.0,419.0,-35.0
소중형|E/P|N5|ROE>0|방어,소중형,E/P,5,True,True,False,31.839334963194176,0.679778209126189,-45.62052890610527,-7.108781117404062,-0.17742579129833028,-62.7427626815986,385.0,537.5,-152.5
전체|E/P|N10|ROE>0|방어,전체,E/P,10,True,True,False,16.72934268295807,0.6794787817429114,-59.516532469021385,4.260818589477822,0.2830673522148539,-46.27819607817322,386.0,355.5,30.5
소중형|E/P|N5|ROE>0|트레일,소중형,E/P,5,True,False,True,32.7439832231873,0.6756453664475484,-41.43542355102938,-10.160166434198715,-0.1804964046042139,-74.03933838097949,387.0,539.5,-152.5
소중형|복합z|N10|방어|트레일,소중형,복합z,10,False,True,True,15.69181925389036,0.6736099739363135,-46.39681353431878,1.7435568040111482,0.18465931273602781,-41.82600378729149,388.0,418.0,-30.0
소중형|저변동성|N10|트레일,소중형,저변동성,10,False,False,True,10.128926913227666,0.6675040130135332,-49.6735430303031,-7.103655203537929,0.0991113984321419,-88.75909077790341,389.0,468.0,-79.0
대형|복합z|N20|방어,대형,복합z,20,False,True,False,12.477424704424788,0.665999167099207,-44.19098906389289,15.364956631229031,0.9052946911979193,-37.142265230252036,390.0,36.0,354.0
대형|복합z|N10|트레일,대형,복합z,10,False,False,True,14.614934230564902,0.6642804470297288,-56.43025024755674,17.7599070720728,0.8148035915522508,-44.3278802242349,391.0,80.0,311.0
대형|B/P|N30|방어,대형,B/P,30,False,True,False,12.9576810752984,0.6630982810115869,-41.789444797990924,14.765430262884083,0.8387086178512586,-41.59847382940091,392.0,66.0,326.0
대형|복합z|N20|트레일,대형,복합z,20,False,False,True,14.955541360651491,0.662682971797787,-55.40030340472513,17.617762345701983,0.8622570970912148,-43.05329155891933,393.0,49.0,344.0
소중형|E/P|N5,소중형,E/P,5,False,False,False,30.978571159661982,0.6620037889113055,-57.42881351914072,-9.194982016448193,-0.13645312493281372,-74.25197307173892,394.0,533.5,-139.5
대형|B/P|N30,대형,B/P,30,False,False,False,15.28355710755922,0.6615519811733798,-54.07435803235694,16.630916416991216,0.7910729747171656,-49.712511603604646,395.0,89.0,306.0
대형|배당|N5,대형,배당,5,False,False,False,13.747597250076282,0.6613021473531066,-56.65353040885417,18.1642975461791,0.8902668888148464,-36.35234700562153,396.0,40.0,356.0
대형|복합z|N20,대형,복합z,20,False,False,False,15.075648245304873,0.660948904743663,-56.56085912394929,17.571761609152368,0.8536283316850344,-43.63018299128482,397.0,56.0,341.0
소중형|ROE|N20|ROE>0,소중형,ROE,20,True,False,False,17.032129461307456,0.6609116272633154,-37.8925529225163,2.9911044728936798,0.24073549083316656,-50.854265373505555,398.0,381.5,16.5
소중형|E/P|N10|방어|트레일,소중형,E/P,10,False,True,True,19.774558015089163,0.6589043188953371,-45.42556479209971,1.6728794511546852,0.1815268229416199,-48.98657367925233,399.0,420.5,-21.5
대형|B/P|N20,대형,B/P,20,False,False,False,15.426170903192137,0.6568032793877909,-53.356184853004976,13.575291950984326,0.6736076524799676,-51.013101078411296,400.0,132.0,268.0
대형|E/P|N5|ROE>0|방어|트레일,대형,E/P,5,True,True,True,13.685711733478435,0.654779472057647,-37.64679787789586,12.617088534788024,0.6673327692335711,-36.22297174204701,401.0,135.5,265.5
전체|E/P|N10|방어|트레일,전체,E/P,10,False,True,True,15.121401954550695,0.6541520566517681,-51.429628329171976,0.2840600631750734,0.1157453020273437,-52.157432788536504,402.0,461.5,-59.5
소중형|E/P|N5|방어,소중형,E/P,5,False,True,False,29.532403528210715,0.6502465010171546,-45.71520330293669,-7.108781117404062,-0.17742579129833028,-62.7427626815986,403.0,537.5,-134.5
소중형|ROE|N30|ROE>0|방어,소중형,ROE,30,True,True,False,13.450636709792963,0.6501048200257864,-37.71540234202423,1.9586148484653787,0.19592736516787634,-37.49619206703948,404.0,407.5,-3.5
대형|ROE|N30|방어|트레일,대형,ROE,30,False,True,True,10.540681183742894,0.6497566689269335,-44.49230039252623,8.99046715690841,0.5551341843732189,-31.28314183089438,405.0,196.5,208.5
대형|B/P|N20|방어,대형,B/P,20,False,True,False,12.870446668857394,0.6490396937544733,-51.44470466449454,11.987199304297146,0.7006462310420132,-42.74507448289271,406.0,120.0,286.0
대형|E/P|N10|방어,대형,E/P,10,False,True,False,12.937157753539786,0.6483286033880971,-46.750550542719935,11.752670331355386,0.662626665848929,-35.46768698115923,407.0,138.5,268.5
소중형|ROE|N30,소중형,ROE,30,False,False,False,15.66997913649133,0.648102048590471,-59.16311524812691,2.267815463443057,0.21350483721695793,-49.102975447836286,408.0,396.5,11.5
대형|E/P|N10,대형,E/P,10,False,False,False,15.75691842627629,0.6452721548631071,-59.81293967759089,13.232436054935558,0.6274943587037048,-39.68764522563825,409.0,160.5,248.5
소중형|E/P|N5|ROE>0|방어|트레일,소중형,E/P,5,True,True,True,29.602353855822862,0.6423658689844763,-42.995373220390206,-8.309114979500688,-0.24334606533975156,-64.74581702059774,410.0,547.5,-137.5
대형|복합z|N10|방어,대형,복합z,10,False,True,False,11.75487050908195,0.6414578425829945,-46.697490348552726,16.32892296802737,0.9009333829423293,-38.74883662782357,411.0,38.0,373.0
대형|복합z|N5|ROE>0|방어,대형,복합z,5,True,True,False,13.469904893321116,0.6413531234142341,-44.609951704717844,11.108778562795663,0.6246624253039718,-46.376141735885355,412.0,162.0,250.0
대형|ROE|N30|방어,대형,ROE,30,False,True,False,10.37750905210919,0.6389733772661437,-46.25217565696622,8.990396485043405,0.5338312992030035,-28.602958969583202,413.0,209.5,203.5
전체|ROE|N30|ROE>0,전체,ROE,30,True,False,False,14.719484051984931,0.6384269590285514,-37.54550795966431,4.2420569626078874,0.28547597013900033,-48.86682960313509,414.0,352.5,61.5
소중형|복합z|N5|방어|트레일,소중형,복합z,5,False,True,True,16.951921735200216,0.6380699701068495,-56.494165776181624,-1.0176646047469151,0.06534024647558213,-53.44393145205113,415.0,485.0,-70.0
소중형|B/P|N10,소중형,B/P,10,False,False,False,18.265477694302824,0.6371403336570041,-55.82317203589897,11.473575657166869,0.5380519259259371,-44.76109926036319,416.0,207.0,209.0
전체|복합z|N5|ROE>0|트레일,전체,복합z,5,True,False,True,17.473370782358156,0.6364152270847564,-53.83949881396918,-9.78344700864171,-0.19304909588065433,-79.44067702047215,417.0,541.0,-124.0
대형|복합z|N10,대형,복합z,10,False,False,False,14.033477237380932,0.6337184814354584,-58.689888235864,18.231133500720674,0.8320433266613467,-47.614044497262476,418.0,70.0,348.0
전체|B/P|N30|방어,전체,B/P,30,False,True,False,13.297710108548678,0.6305132904867425,-53.94407138784294,11.544543661982276,0.5951099408618129,-33.2195008630503,419.0,169.0,250.0
대형|B/P|N20|트레일,대형,B/P,20,False,False,True,14.465561664386485,0.628796690918287,-53.714126359584355,12.361397176945555,0.6296022566891069,-52.40129285292588,420.0,159.0,261.0
대형|E/P|N5|ROE>0,대형,E/P,5,True,False,False,15.71177850534593,0.6250234669554497,-38.61984710617392,16.74825743708126,0.7097806657389168,-36.45859696252638,421.0,115.5,305.5
대형|B/P|N20|방어|트레일,대형,B/P,20,False,True,True,12.108200624727106,0.6210127504155268,-54.017615405074615,11.32977560584667,0.6752382902344733,-43.422318468655305,422.0,131.0,291.0
전체|B/P|N10|방어,전체,B/P,10,False,True,False,17.314296719226373,0.6185199802386088,-68.12734737634145,4.017530482942822,0.2743587622150355,-58.244156211457884,423.0,361.0,62.0
소중형|B/P|N5|ROE>0|방어|트레일,소중형,B/P,5,True,True,True,15.519309143231762,0.6175196217469312,-72.86898612303526,9.502303322758078,0.5256971475329393,-33.94744328240351,424.0,220.0,204.0
전체|E/P|N10,전체,E/P,10,False,False,False,16.63357497006608,0.6157310096233614,-61.549861825283024,5.766045205947723,0.30090332537697634,-53.8416910785779,425.0,333.5,91.5
대형|ROE|N20|ROE>0,대형,ROE,20,True,False,False,12.140720439057052,0.6122297949372364,-36.47108073340337,5.504461687493611,0.33948736037526694,-46.08936461852695,426.0,312.5,113.5
소중형|ROE|N20|ROE>0|트레일,소중형,ROE,20,True,False,True,15.143911668652166,0.6096003899517075,-40.103339054581774,0.4382860844008407,0.13763233551309173,-51.73849198494407,427.0,450.5,-23.5
전체|E/P|N10|방어,전체,E/P,10,False,True,False,14.390098937893736,0.6084553659330763,-59.52515889722263,4.260818589477822,0.2830673522148539,-46.27819607817322,428.0,355.5,72.5
전체|ROE|N30|ROE>0|트레일,전체,ROE,30,True,False,True,13.490936371344219,0.6069645921817053,-40.923558464683076,1.6865059035716223,0.18744458033550027,-49.42057177790645,429.0,412.5,16.5
소중형|ROE|N30|트레일,소중형,ROE,30,False,False,True,14.042555098635855,0.6057317622856067,-59.774144769243385,0.8545575318182008,0.1550634231175379,-49.49810287212979,430.0,436.5,-6.5
전체|B/P|N20|트레일,전체,B/P,20,False,False,True,15.594416522611688,0.6039035410484156,-58.13837064178588,4.158467787480347,0.29109384270707356,-53.03305781534482,431.0,343.0,88.0
소중형|ROE|N10|ROE>0,소중형,ROE,10,True,False,False,18.897713533176464,0.6037469784353606,-43.73081322105554,0.1570985160086691,0.14447915482012147,-54.33168996485437,432.0,444.5,-12.5
소중형|복합z|N5|트레일,소중형,복합z,5,False,False,True,17.59798919688187,0.6003088865039994,-68.97907844773444,-3.7614869232151182,0.01632900197979723,-66.53122641357706,433.0,499.0,-66.0
소중형|B/P|N5,소중형,B/P,5,False,False,False,20.079069166507992,0.5983055179297191,-66.1476144050706,8.682944277588778,0.4119274707909037,-59.825300129256775,434.0,271.0,163.0
소중형|ROE|N30|ROE>0|방어|트레일,소중형,ROE,30,True,True,True,11.813773994082077,0.596999465722661,-39.62417081615068,1.1126241320315033,0.15000706351783918,-35.31679598390458,435.0,442.5,-7.5
소중형|ROE|N30|방어,소중형,ROE,30,False,True,False,12.089742305484785,0.5964289006633485,-48.36729077130912,1.9586148484653787,0.19592736516787634,-37.49619206703948,436.0,407.5,28.5
소중형|E/P|N5|트레일,소중형,E/P,5,False,False,True,25.46333980305624,0.595140867060005,-62.34312503499837,-10.160166434198715,-0.1804964046042139,-74.03933838097949,437.0,539.5,-102.5
소중형|E/P|N5|방어|트레일,소중형,E/P,5,False,True,True,25.065066882257735,0.5949815606762305,-43.26897824599884,-8.309114979500688,-0.24334606533975156,-64.74581702059774,438.0,547.5,-109.5
대형|ROE|N30,대형,ROE,30,False,False,False,11.68188329671711,0.593958115950276,-59.32681315968327,7.967471665026782,0.4350076611647919,-42.34540748229916,439.0,263.5,175.5
대형|ROE|N30|트레일,대형,ROE,30,False,False,True,11.598256742900691,0.5926942555935121,-57.7954271206867,7.452219126686455,0.4262343229778311,-44.73614849301024,440.0,268.5,171.5
소중형|저변동성|N5|방어,소중형,저변동성,5,False,True,False,7.565335716560662,0.5920918482377827,-36.96369852586431,2.0531794075706156,0.23245476154925748,-81.33119370470133,441.0,391.0,50.0
대형|ROE|N20|ROE>0|트레일,대형,ROE,20,True,False,True,11.278860572339667,0.5887773757928387,-42.31074814630982,7.188222072294459,0.3996844023750484,-47.672594028866186,442.0,276.5,165.5
전체|저변동성|N10|방어|트레일,전체,저변동성,10,False,True,True,6.157469019788464,0.5885518779447265,-41.92183275013166,-14.43977655562132,-1.0552732690814133,-81.5046311598556,443.0,568.0,-125.0
전체|복합z|N5|ROE>0|방어|트레일,전체,복합z,5,True,True,True,14.032306442462428,0.5879207678535844,-43.56379227023544,-7.180310586470052,-0.21714836147815472,-71.01663591769012,444.0,544.0,-100.0
대형|복합z|N5|트레일,대형,복합z,5,False,False,True,14.037113982204641,0.5876270114741755,-60.99920075809149,12.418426362013069,0.5802976628002823,-56.72777150630236,445.0,184.0,261.0
대형|B/P|N5,대형,B/P,5,False,False,False,16.006156620305845,0.586329712396969,-63.70613859387058,13.820805629360255,0.6038968872386601,-50.248361289366706,446.0,166.0,280.0
