전략,유니버스,팩터,N,ROE게이트,방어,트레일,IN_CAGR,IN_Sharpe,IN_MDD,OOS_CAGR,OOS_Sharpe,OOS_MDD,IN_순위,OOS_순위,순위변동
전체|E/P|N5|ROE>0,전체,E/P,5,True,False,False,17.240645211086637,0.5853984786231893,-68.75816755367056,-0.8632976378373347,0.172763171311329,-75.80768267387931,447.0,426.5,20.5
전체|저변동성|N10|방어,전체,저변동성,10,False,True,False,6.100417592838681,0.5848370072265238,-41.80939811687755,-14.468041042257141,-1.0982546523398484,-81.56817677135675,448.0,570.0,-122.0
대형|B/P|N5|방어,대형,B/P,5,False,True,False,13.22790615617242,0.5788259380328706,-56.395584627985095,11.603936776760992,0.5921305364088498,-43.715322038784464,449.0,170.0,279.0
전체|복합z|N10|방어|트레일,전체,복합z,10,False,True,True,12.509676550681403,0.5768214884682884,-44.369749960026816,-3.4424771157773315,-0.10071020137731672,-53.070505980404306,450.0,528.0,-78.0
전체|B/P|N20,전체,B/P,20,False,False,False,14.480178817676848,0.5719405884340902,-62.3845048491706,6.535796689550244,0.352367329269286,-53.85012848039254,451.0,305.0,146.0
소중형|ROE|N20,소중형,ROE,20,False,False,False,14.092279184476553,0.5709627338354392,-59.06559477767396,2.9911044728936798,0.24073549083316656,-50.854265373505555,452.0,381.5,70.5
대형|E/P|N5|트레일,대형,E/P,5,False,False,True,13.515908121902642,0.5673345049415656,-62.215751757319815,15.310357846741397,0.6592355780185257,-41.49326074512678,453.0,142.5,310.5
대형|ROE|N20|ROE>0|방어,대형,ROE,20,True,True,False,9.11417325455066,0.5673006908201833,-33.884821250251164,7.362258989741921,0.4576916047527899,-33.00447670813672,454.0,253.5,200.5
대형|ROE|N20|ROE>0|방어|트레일,대형,ROE,20,True,True,True,9.066877770288384,0.5672680596223434,-37.62183952938922,9.17319115788473,0.5288976676425707,-32.82572832099914,455.0,216.5,238.5
대형|B/P|N10,대형,B/P,10,False,False,False,13.599687621828771,0.5658778134193394,-60.59647684739124,10.898936529907033,0.5428934242032984,-53.364809090122776,456.0,203.0,253.0
소중형|ROE|N20|ROE>0|방어,소중형,ROE,20,True,True,False,12.37574130941914,0.565367407786373,-42.50875779788246,2.318525606262667,0.21240916932154666,-39.409963722801024,457.0,398.5,58.5
소중형|저변동성|N5,소중형,저변동성,5,False,False,False,7.951616636222525,0.5650007586380468,-43.54840871978557,-6.910098724878077,0.18885486079496352,-93.26967498561196,458.0,411.0,47.0
소중형|저변동성|N5|방어|트레일,소중형,저변동성,5,False,True,True,7.190488746163148,0.5640743680631942,-38.94693253599013,-0.39644299971368646,0.2202756967362355,-85.50550471454628,459.0,395.0,64.0
대형|복합z|N5|방어|트레일,대형,복합z,5,False,True,True,11.219766755045146,0.5606777690233815,-48.25643450374891,11.729817664630682,0.634667302176996,-48.85084901640596,460.0,155.0,305.0
전체|복합z|N10|트레일,전체,복합z,10,False,False,True,13.71175808056111,0.5583752497966404,-54.98971713484775,-5.396561959023261,-0.09306829993630049,-60.15212639581024,461.0,525.0,-64.0
전체|B/P|N5,전체,B/P,5,False,False,False,17.893375366212606,0.5562687022896076,-73.20672413036009,-7.897385874242602,0.08921539402735336,-86.86664107744491,462.0,472.0,-10.0
대형|E/P|N5|방어|트레일,대형,E/P,5,False,True,True,11.050508408100711,0.5561922608575448,-48.74307483100904,12.617088534788024,0.6673327692335711,-36.22297174204701,463.0,135.5,327.5
소중형|B/P|N5|방어,소중형,B/P,5,False,True,False,15.116625767556236,0.5538554400456858,-65.86616429844779,8.543424023329681,0.44472784067605725,-41.10423973573772,464.0,260.0,204.0
전체|E/P|N5|ROE>0|방어,전체,E/P,5,True,True,False,14.619852595123838,0.5524926958829308,-63.710176750550275,-2.1015135160864507,0.08084522005156938,-66.7803349097482,465.0,475.5,-10.5
소중형|ROE|N30|방어|트레일,소중형,ROE,30,False,True,True,10.664375152463457,0.5499414724460435,-49.38900289850394,1.1126241320315033,0.15000706351783918,-35.31679598390458,466.0,442.5,23.5
전체|복합z|N10,전체,복합z,10,False,False,False,13.561751081921102,0.5472524539066831,-59.086369508952096,2.151508802680002,0.20811204587721094,-56.20008978537337,467.0,400.0,67.0
대형|E/P|N5|ROE>0|방어,대형,E/P,5,True,True,False,11.41895039715064,0.5464842606543876,-46.9998004881261,13.412191080604163,0.7092785266936849,-32.27660719454778,468.0,117.5,350.5
소중형|ROE|N10,소중형,ROE,10,False,False,False,16.16025041499196,0.5457193478536575,-57.13129247502098,0.1570985160086691,0.14447915482012147,-54.33168996485437,469.0,444.5,24.5
소중형|ROE|N10|ROE>0|방어,소중형,ROE,10,True,True,False,15.033041345253228,0.5423353835947902,-46.70773787951033,0.2555685033895916,0.11855152604250861,-47.128209783202614,470.0,459.5,10.5
전체|ROE|N30|ROE>0|방어,전체,ROE,30,True,True,False,10.000954798747674,0.5368028072858185,-37.17179005654489,4.074589994259137,0.30291899244180204,-34.450890919828126,471.0,331.5,139.5
전체|복합z|N10|방어,전체,복합z,10,False,True,False,11.694026257796985,0.533924246651014,-50.49860859451658,1.5685821542704037,0.17240833014608775,-48.71014994409052,472.0,428.0,44.0
전체|저변동성|N10|트레일,전체,저변동성,10,False,False,True,5.909938891305999,0.5334006164514375,-48.566093886050034,-19.487758692680814,-1.222901683581837,-90.43018639661669,473.0,572.0,-99.0
전체|저변동성|N10,전체,저변동성,10,False,False,False,5.844696441059871,0.5305741709776407,-48.46652200483227,-19.244987670266333,-1.2183497789047613,-90.12529772268428,474.0,571.0,-97.0
소중형|B/P|N10|방어,소중형,B/P,10,False,True,False,11.599646013419008,0.5281097762912473,-59.09942953405436,9.525868308639772,0.5481388884703264,-31.082050030798946,475.0,201.0,274.0
대형|B/P|N10|방어,대형,B/P,10,False,True,False,10.574159410117634,0.5270386772607197,-62.860293306714,9.100392907545674,0.5320264452334809,-44.38682641440581,476.0,211.0,265.0
전체|ROE|N30,전체,ROE,30,False,False,False,11.49813242755766,0.5247840560153197,-59.14840684464259,4.2420569626078874,0.28547597013900033,-48.86682960313509,477.0,352.5,124.5
전체|B/P|N5|방어,전체,B/P,5,False,True,False,15.460062680715914,0.5231668978483872,-68.6759419382039,-5.167035289217736,0.026359997351265926,-74.1330035241746,478.0,495.0,-17.0
소중형|ROE|N20|트레일,소중형,ROE,20,False,False,True,12.314209692548616,0.52290157884292,-57.88928917174347,0.4382860844008407,0.13763233551309173,-51.73849198494407,479.0,450.5,28.5
전체|B/P|N20|방어|트레일,전체,B/P,20,False,True,True,10.953153017485295,0.5216694887669082,-61.341668603624335,4.712931355637973,0.3433491786025291,-38.740095139667964,480.0,310.0,170.0
전체|ROE|N30|트레일,전체,ROE,30,False,False,True,11.1900337391851,0.5194611539067739,-59.69369711145171,1.6865059035716223,0.18744458033550027,-49.42057177790645,481.0,412.5,68.5
소중형|ROE|N20|방어,소중형,ROE,20,False,True,False,10.987995689356044,0.5178434194785732,-49.40720316294283,2.318525606262667,0.21240916932154666,-39.409963722801024,482.0,398.5,83.5
소중형|저변동성|N5|트레일,소중형,저변동성,5,False,False,True,7.18605075111467,0.513726520169484,-45.85258663212184,-9.391016917612848,0.17571823004120327,-94.92033752900309,483.0,423.0,60.0
소중형|ROE|N10|방어,소중형,ROE,10,False,True,False,13.707501434765511,0.5111114079186978,-52.20243662035686,0.2555685033895916,0.11855152604250861,-47.128209783202614,484.0,459.5,24.5
소중형|ROE|N20|ROE>0|방어|트레일,소중형,ROE,20,True,True,True,10.577728319715396,0.5091662751911782,-46.231994995730275,0.351950884611707,0.10950764108556092,-39.44599589509025,485.0,465.5,19.5
전체|ROE|N30|ROE>0|방어|트레일,전체,ROE,30,True,True,True,9.142580358473218,0.5088666337486024,-38.86992102915385,3.2011318086337504,0.2623452544170072,-34.6476700689123,486.0,367.5,118.5
소중형|ROE|N10|ROE>0|트레일,소중형,ROE,10,True,False,True,14.528240908851409,0.5077793990420133,-47.921953323538716,-3.2576257969569755,0.016038553468956187,-60.351633894660154,487.0,500.5,-13.5
전체|E/P|N5|ROE>0|트레일,전체,E/P,5,True,False,True,12.566256161318368,0.5076242903462782,-64.36013405058598,-13.098759370780433,-0.35872613873342823,-83.57385395732373,488.0,556.5,-68.5
전체|B/P|N20|방어,전체,B/P,20,False,True,False,10.716254738590901,0.5039651326203063,-64.14022384909165,5.735577393849445,0.37634207478071263,-40.132206957626046,489.0,290.0,199.0
대형|B/P|N10|트레일,대형,B/P,10,False,False,True,11.111020628673574,0.49821586921465777,-63.25420826549427,9.382580399192886,0.4956214044068942,-50.877097600645726,490.0,239.0,251.0
전체|E/P|N5|ROE>0|방어|트레일,전체,E/P,5,True,True,True,11.05371172011096,0.4964170420272901,-58.779746926926514,-10.454646631659138,-0.37506405375949553,-75.02232580750592,491.0,560.5,-69.5
대형|ROE|N20|방어|트레일,대형,ROE,20,False,True,True,7.783412278542512,0.4946291974053379,-47.768830265190665,9.17319115788473,0.5288976676425707,-32.82572832099914,492.0,216.5,275.5
전체|ROE|N20|ROE>0,전체,ROE,20,True,False,False,11.21570655673394,0.4941021999030871,-41.58641350410599,4.540660500708715,0.2887548042289973,-54.02991655369122,493.0,348.5,144.5
전체|B/P|N10|트레일,전체,B/P,10,False,False,True,12.299708267755104,0.48901869361545447,-71.11193600469436,-1.8191681753772615,0.08727734194959386,-69.92447747421915,494.0,473.0,21.0
대형|B/P|N10|방어|트레일,대형,B/P,10,False,True,True,9.369687777940472,0.4881270911540769,-64.8508319671691,8.070712300043015,0.4906539262846248,-42.700738102028104,495.0,242.0,253.0
대형|ROE|N20|방어,대형,ROE,20,False,True,False,7.6520434575437335,0.48755442555166684,-46.05159410388476,7.362258989741921,0.4576916047527899,-33.00447670813672,496.0,253.5,242.5
대형|E/P|N5,대형,E/P,5,False,False,False,10.980732580283604,0.48524138270911643,-62.49908274070306,16.74825743708126,0.7097806657389168,-36.45859696252638,497.0,115.5,381.5
전체|ROE|N20|ROE>0|트레일,전체,ROE,20,True,False,True,10.497477290654977,0.48152872625380894,-38.77566587903174,-1.0340967943939572,0.07592311605159739,-51.94953874809749,498.0,479.5,18.5
대형|ROE|N20,대형,ROE,20,False,False,False,9.012755729061507,0.47655051168032125,-59.156024086948754,5.504461687493611,0.33948736037526694,-46.08936461852695,499.0,312.5,186.5
소중형|B/P|N10|트레일,소중형,B/P,10,False,False,True,11.231392506992455,0.4744623355439167,-70.15749070552266,8.912870935211338,0.4622885998336219,-43.09496787072668,500.0,251.0,249.0
전체|ROE|N30|방어,전체,ROE,30,False,True,False,8.507216867403123,0.47323329113885615,-48.38917754386842,4.074589994259137,0.30291899244180204,-34.450890919828126,501.0,331.5,169.5
대형|B/P|N5|방어|트레일,대형,B/P,5,False,True,True,9.832901669721394,0.4725570416336572,-66.47968752846877,9.060402548845325,0.4961897029025127,-48.663470139690254,502.0,238.0,264.0
전체|복합z|N5,전체,복합z,5,False,False,False,11.978650041339067,0.4720883329570325,-64.49777024968164,-0.3598773604361116,0.1872415105473729,-70.46296817342186,503.0,414.0,89.0
소중형|ROE|N5|ROE>0,소중형,ROE,5,True,False,False,17.022336212422484,0.4684384472906646,-62.788323608185735,-13.460109289106937,-0.23489549169733354,-86.73962736639722,504.0,545.5,-41.5
소중형|ROE|N10|트레일,소중형,ROE,10,False,False,True,12.7000471775649,0.46790083725154846,-56.98000683667176,-3.2576257969569755,0.016038553468956187,-60.351633894660154,505.0,500.5,4.5
대형|ROE|N10|ROE>0,대형,ROE,10,True,False,False,9.050013451689477,0.4649446368392811,-39.52392916304984,-0.2302670860909628,0.1279875068267339,-59.79312014953363,506.0,453.5,52.5
전체|ROE|N30|방어|트레일,전체,ROE,30,False,True,True,8.110125710461634,0.4624896550058799,-48.37054899775895,3.2011318086337504,0.2623452544170072,-34.6476700689123,507.0,367.5,139.5
대형|B/P|N5|트레일,대형,B/P,5,False,False,True,10.829237913942524,0.4624857023040566,-71.2032920082347,10.16466009493666,0.48688800429990536,-58.54655296025527,508.0,243.0,265.0
소중형|ROE|N20|방어|트레일,소중형,ROE,20,False,True,True,9.241011879603423,0.462079977924004,-52.77046644284511,0.351950884611707,0.10950764108556092,-39.44599589509025,509.0,465.5,43.5
대형|E/P|N5|방어,대형,E/P,5,False,True,False,9.018606365038995,0.46137713895206917,-50.141733490390926,13.412191080604163,0.7092785266936849,-32.27660719454778,510.0,117.5,392.5
대형|ROE|N20|트레일,대형,ROE,20,False,False,True,8.496835675678916,0.4611641836582293,-61.034080565816915,7.188222072294459,0.3996844023750484,-47.672594028866186,511.0,276.5,234.5
대형|복합z|N5,대형,복합z,5,False,False,False,9.934152520910322,0.46052802030922313,-57.1258517795406,14.289698371416115,0.647359510880838,-56.04449440720054,512.0,148.0,364.0
전체|저변동성|N5|방어,전체,저변동성,5,False,True,False,5.52254500490057,0.45833489263147925,-56.044319111739846,-16.892361699992776,-1.0799932023825853,-86.50569481688903,513.0,569.0,-56.0
전체|저변동성|N5|방어|트레일,전체,저변동성,5,False,True,True,5.518490640834739,0.458062522131235,-56.14447532201139,-17.45213213447421,-0.9823200379160538,-88.80484304403666,514.0,567.0,-53.0
소중형|B/P|N5|트레일,소중형,B/P,5,False,False,True,11.859180953981308,0.4536882496930692,-72.81672982215359,2.375538553600154,0.2245114639925321,-64.11361830978346,515.0,394.0,121.0
소중형|ROE|N10|ROE>0|방어|트레일,소중형,ROE,10,True,True,True,11.4787799688981,0.45112416930751864,-54.572257252322274,-2.717632549178761,-0.020134171295388845,-53.79738366439077,516.0,511.5,4.5
전체|복합z|N5|트레일,전체,복합z,5,False,False,True,10.821331213788277,0.4506023870294913,-65.37829223416138,-13.797612587030594,-0.2790852433782428,-83.65376871886897,517.0,550.0,-33.0
소중형|ROE|N5,소중형,ROE,5,False,False,False,14.429065099534565,0.4346806952098353,-62.78832360818575,-13.460109289106937,-0.23489549169733354,-86.73962736639722,518.0,545.5,-27.5
소중형|ROE|N5|ROE>0|방어,소중형,ROE,5,True,True,False,14.941436804557217,0.4337931713817164,-61.46883169837264,-9.150958869248438,-0.21375624353471684,-77.08538058747367,519.0,542.5,-23.5
전체|ROE|N20|트레일,전체,ROE,20,False,False,True,9.11213766384751,0.4335504981037736,-57.892061424881966,-1.0340967943939572,0.07592311605159739,-51.94953874809749,520.0,479.5,40.5
대형|복합z|N5|방어,대형,복합z,5,False,True,False,8.059302448982342,0.43276029887789874,-58.32702567360049,13.020116414391158,0.700216230800537,-46.37614173588537,521.0,121.0,400.0
소중형|ROE|N10|방어|트레일,소중형,ROE,10,False,True,True,10.609669790061949,0.4302046427127528,-57.592062619538,-2.717632549178761,-0.020134171295388845,-53.79738366439077,522.0,511.5,10.5
소중형|ROE|N5|ROE>0|트레일,소중형,ROE,5,True,False,True,14.496192789796547,0.42275346623948196,-65.92990387164906,-19.145686585359623,-0.44020773716780925,-92.47651890795076,523.0,564.5,-41.5
소중형|ROE|N5|방어,소중형,ROE,5,False,True,False,13.689787910329443,0.41543742775158315,-64.96313125174737,-9.150958869248438,-0.21375624353471684,-77.08538058747367,524.0,542.5,-18.5
전체|ROE|N20|ROE>0|방어,전체,ROE,20,True,True,False,7.50043530887734,0.4099448317393534,-45.78676018886384,4.032975468382904,0.2887879281360541,-41.662943518728255,525.0,346.5,178.5
전체|복합z|N5|방어,전체,복합z,5,False,True,False,8.893076882865847,0.4093180566273834,-59.64998734535156,-1.7285778828302512,0.09364907870815008,-64.55566981346408,526.0,471.0,55.0
전체|B/P|N10|방어|트레일,전체,B/P,10,False,True,True,8.536093990962645,0.40671062409461367,-74.06319981443775,0.609603119602875,0.132540258776585,-57.98654133870378,527.0,452.0,75.0
전체|ROE|N20|ROE>0|방어|트레일,전체,ROE,20,True,True,True,7.044183182366592,0.3987765389893438,-49.425463863591304,0.6101631500550431,0.12462554037218872,-40.36155776619012,528.0,456.5,71.5
대형|ROE|N10|ROE>0|방어,대형,ROE,10,True,True,False,6.35335026612649,0.3970840944394817,-38.29543095469422,4.513570014962287,0.30390388137166235,-36.975580882567684,529.0,329.5,199.5
소중형|B/P|N5|방어|트레일,소중형,B/P,5,False,True,True,8.154023308252011,0.39610914582276585,-73.70800893992309,3.521671345524391,0.25940751050211946,-50.433713486165544,530.0,370.0,160.0
전체|E/P|N5|방어,전체,E/P,5,False,True,False,8.492039583021738,0.3954280433226197,-64.6885507510199,-2.1015135160864507,0.08084522005156938,-66.7803349097482,531.0,475.5,55.5
전체|ROE|N20,전체,ROE,20,False,False,False,7.957454357250082,0.39459341772505957,-63.278554878770635,4.540660500708715,0.2887548042289973,-54.02991655369122,532.0,348.5,183.5
전체|E/P|N5,전체,E/P,5,False,False,False,8.339309319740384,0.3892112449484946,-69.60044767122338,-0.8632976378373347,0.172763171311329,-75.80768267387931,533.0,426.5,106.5
대형|ROE|N10|ROE>0|트레일,대형,ROE,10,True,False,True,6.808300580709048,0.3853143080899301,-52.60990837046569,0.5419875054299972,0.15430498448489954,-64.40376021031715,534.0,438.5,95.5
전체|복합z|N5|방어|트레일,전체,복합z,5,False,True,True,7.590656786532479,0.3814655313385148,-57.0860421633177,-10.54714194425237,-0.3214952592001775,-76.66006741231062,535.0,555.0,-20.0
전체|ROE|N20|방어|트레일,전체,ROE,20,False,True,True,6.475603245478889,0.3753901806058436,-51.832510836812304,0.6101631500550431,0.12462554037218872,-40.36155776619012,536.0,456.5,79.5
전체|E/P|N5|방어|트레일,전체,E/P,5,False,True,True,6.973692304612689,0.37059945314989867,-63.953503077131955,-10.454646631659138,-0.37506405375949553,-75.02232580750592,537.0,560.5,-23.5
전체|저변동성|N5|트레일,전체,저변동성,5,False,False,True,4.446789706376575,0.3585498130665285,-64.88854022580762,-26.174566911937035,-1.250803259736674,-96.48533060703042,538.0,573.0,-35.0
전체|저변동성|N5,전체,저변동성,5,False,False,False,4.436819995727004,0.3578753971313883,-64.80835350420516,-24.2615109620981,-1.2830990254383272,-94.84573399081752,539.0,574.0,-35.0
소중형|ROE|N5|ROE>0|방어|트레일,소중형,ROE,5,True,True,True,10.720287827319286,0.3576915189088839,-71.31041257221567,-13.865669801818449,-0.41188733874409306,-84.80115453332648,540.0,562.5,-22.5
대형|ROE|N10|ROE>0|방어|트레일,대형,ROE,10,True,True,True,5.423423128658134,0.35742343028489765,-45.42044716457265,5.426871065642236,0.3489718247910696,-37.244155232579516,541.0,307.5,233.5
소중형|B/P|N10|방어|트레일,소중형,B/P,10,False,True,True,6.202378555082189,0.35563516941752193,-74.68521366070395,7.71604113548201,0.47664539543922335,-34.787534249515076,542.0,245.0,297.0
전체|ROE|N20|방어,전체,ROE,20,False,True,False,6.012797027637351,0.3528121788976888,-53.93419014875257,4.032975468382904,0.2887879281360541,-41.662943518728255,543.0,346.5,196.5
전체|E/P|N5|트레일,전체,E/P,5,False,False,True,6.1896862917313555,0.3437700399599802,-70.65250363636137,-13.098759370780433,-0.35872613873342823,-83.57385395732373,544.0,556.5,-12.5
소중형|ROE|N5|트레일,소중형,ROE,5,False,False,True,8.303171638767814,0.33159372203378656,-70.31416802894014,-19.145686585359623,-0.44020773716780925,-92.47651890795076,545.0,564.5,-19.5
대형|ROE|N10,대형,ROE,10,False,False,False,5.325269648240938,0.32817548694527204,-63.77552600636805,-0.2302670860909628,0.1279875068267339,-59.79312014953363,546.0,453.5,92.5
전체|B/P|N5|트레일,전체,B/P,5,False,False,True,4.1282313481941335,0.32073264213545144,-90.01025144254604,-15.00034086381744,-0.290222835012066,-88.18201217796397,547.0,552.0,-5.0
대형|ROE|N10|방어,대형,ROE,10,False,True,False,4.5961429487485495,0.317001124898357,-51.52144415741827,4.513570014962287,0.30390388137166235,-36.975580882567684,548.0,329.5,218.5
소중형|ROE|N5|방어|트레일,소중형,ROE,5,False,True,True,7.742597251106398,0.3087998312345468,-74.70674710107684,-13.865669801818449,-0.41188733874409306,-84.80115453332648,549.0,562.5,-13.5
대형|ROE|N10|방어|트레일,대형,ROE,10,False,True,True,4.24824245569333,0.3027216322544738,-55.04105825641265,5.426871065642236,0.3489718247910696,-37.244155232579516,550.0,307.5,242.5
대형|ROE|N10|트레일,대형,ROE,10,False,False,True,4.265917476323544,0.2919079573274402,-68.75788753690732,0.5419875054299972,0.15430498448489954,-64.40376021031715,551.0,438.5,112.5
전체|ROE|N10|ROE>0|트레일,전체,ROE,10,True,False,True,4.521095537883557,0.2886123740147453,-58.21385866617139,-5.033881802728713,-0.04084871329885878,-67.65581232999227,552.0,515.5,36.5
전체|B/P|N5|방어|트레일,전체,B/P,5,False,True,True,3.5622045731208196,0.28298432099202236,-88.9004265579677,-9.949051288687139,-0.2703632929970871,-76.26262799754109,553.0,549.0,4.0
전체|ROE|N10|ROE>0,전체,ROE,10,True,False,False,3.781309468517602,0.2656373952505848,-57.271711869044275,-5.7696686264107395,-0.05141449935525574,-65.61709753268914,554.0,517.5,36.5
전체|ROE|N10|트레일,전체,ROE,10,False,False,True,1.2225157574314638,0.190335713643744,-61.54992755482118,-5.033881802728713,-0.04084871329885878,-67.65581232999227,555.0,515.5,39.5
전체|ROE|N10,전체,ROE,10,False,False,False,0.9795150274807485,0.18565638324876815,-61.07931518451951,-5.7696686264107395,-0.05141449935525574,-65.61709753268914,556.0,517.5,38.5
전체|ROE|N5|ROE>0,전체,ROE,5,True,False,False,-1.3820429879963347,0.15658957961095246,-66.02128400181073,-9.259151197134774,-0.1114941075816366,-81.82693435385832,557.0,531.5,25.5
전체|ROE|N10|ROE>0|방어,전체,ROE,10,True,True,False,0.7491389194059783,0.15396129870032182,-58.06422107775744,-2.756560704056499,-0.0009715252749384749,-49.53764032675644,558.0,508.5,49.5
전체|ROE|N10|ROE>0|방어|트레일,전체,ROE,10,True,True,True,0.715461872538925,0.14523829380202488,-62.14612434328792,-2.2723201173213137,0.00844092851226105,-53.784328415722314,559.0,503.5,55.5
전체|ROE|N5|ROE>0|트레일,전체,ROE,5,True,False,True,-1.131323220793501,0.13867843325885856,-71.41065583944297,-17.43427629898927,-0.37451293587326306,-92.8079859460284,560.0,558.5,1.5
전체|ROE|N10|방어,전체,ROE,10,False,True,False,-0.48557794901477047,0.10747871663821733,-63.989931136645836,-2.756560704056499,-0.0009715252749384749,-49.53764032675644,561.0,508.5,52.5
전체|ROE|N5|ROE>0|방어,전체,ROE,5,True,True,False,-2.1493959472196456,0.10111741721648305,-63.64720227250727,-6.381279759730141,-0.09660603346625829,-73.66685555955631,562.0,526.5,35.5
전체|ROE|N10|방어|트레일,전체,ROE,10,False,True,True,-0.7093476050629377,0.086134264092934,-66.10572558222098,-2.2723201173213137,0.00844092851226105,-53.784328415722314,563.0,503.5,59.5
전체|ROE|N5,전체,ROE,5,False,False,False,-5.394184174224992,0.06893716458340265,-71.29670097450824,-9.259151197134774,-0.1114941075816366,-81.82693435385832,564.0,531.5,32.5
대형|ROE|N5|ROE>0|트레일,대형,ROE,5,True,False,True,-2.4044762704871325,0.06330696832339736,-53.996965443218194,-7.0443064792653605,-0.08613328494250645,-76.99906538666288,565.0,522.5,42.5
전체|ROE|N5|ROE>0|방어|트레일,전체,ROE,5,True,True,True,-2.5396804358397973,0.049227811876375024,-74.78965543067466,-12.030300731953602,-0.30403541047643434,-85.59744411646793,566.0,553.5,12.5
전체|ROE|N5|방어,전체,ROE,5,False,True,False,-3.969520207906252,0.049017309767280665,-67.46337907832597,-6.381279759730141,-0.09660603346625829,-73.66685555955631,567.0,526.5,40.5
대형|ROE|N5|ROE>0,대형,ROE,5,True,False,False,-3.0579604427620977,0.046157115046586136,-57.01917959474005,-6.936559875632575,-0.07102699510516934,-76.91076702741762,568.0,520.5,47.5
전체|ROE|N5|트레일,전체,ROE,5,False,False,True,-5.321630265932331,0.031047539137255213,-80.57045300331446,-17.43427629898927,-0.37451293587326306,-92.8079859460284,569.0,558.5,10.5
대형|ROE|N5|ROE>0|방어|트레일,대형,ROE,5,True,True,True,-3.341236742497089,-0.014099367250176706,-59.89657566444762,-1.3058675690984178,0.06415326275669962,-52.25541787213825,570.0,486.5,83.5
전체|ROE|N5|방어|트레일,전체,ROE,5,False,True,True,-4.459779093147754,-0.01952430659471796,-80.69167490105504,-12.030300731953602,-0.30403541047643434,-85.59744411646793,571.0,553.5,17.5
대형|ROE|N5|트레일,대형,ROE,5,False,False,True,-5.222340940732306,-0.0222265464776838,-69.20001510614966,-7.0443064792653605,-0.08613328494250645,-76.99906538666288,572.0,522.5,49.5
대형|ROE|N5|ROE>0|방어,대형,ROE,5,True,True,False,-4.057026230269778,-0.03393035936333609,-63.125592430743474,-0.5908820823911642,0.09616628284362455,-48.06819768046321,573.0,469.5,103.5
대형|ROE|N5,대형,ROE,5,False,False,False,-6.435388727762781,-0.05979795958148568,-73.56648560473897,-6.936559875632575,-0.07102699510516934,-76.91076702741762,574.0,520.5,53.5
대형|ROE|N5|방어|트레일,대형,ROE,5,False,True,True,-4.5752746312301635,-0.0636301876906178,-66.62720058939824,-1.3058675690984178,0.06415326275669962,-52.25541787213825,575.0,486.5,88.5
대형|ROE|N5|방어,대형,ROE,5,False,True,False,-5.582554087799519,-0.09520835820359652,-70.66831562583829,-0.5908820823911642,0.09616628284362455,-48.06819768046321,576.0,469.5,106.5
