순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가,구분
1,015260,에이엔피,KOSPI,30.00,312,2145013573,7123445,14700470928,Y,동전주
2,090150,아이윈,KOSDAQ,30.00,6760,2016276000,315310,28307696040,Y,저유동주의
3,064550,바이오니아,KOSDAQ,29.99,9190,11439773595,1305476,237196574290,Y,실체급등
4,206560,덱스터,KOSDAQ,29.94,1046,1464909704,1431526,26580675856,Y,저유동주의
5,457370,한켐,KOSDAQ,29.94,10200,41874056065,4503181,82284766800,Y,실체급등
6,001770,SHD,KOSPI,29.93,16410,9652529870,606627,19936147980,Y,실체급등
7,014990,인디에프,KOSPI,29.85,3110,7529405131,2467911,46720282890,Y,실체급등
8,033340,좋은사람들,KOSDAQ,29.84,557,996883509,1789737,54001460806,Y,동전주
9,126640,화신정공,KOSDAQ,29.79,5380,58876371476,11779276,188600795800,Y,실체급등
10,025980,아난티,KOSDAQ,18.89,5350,250795539028,47345977,520560296500,,실체급등
11,321370,센서뷰,KOSDAQ,18.75,1558,29570507649,19289614,80493923548,,실체급등
12,082800,비보존제약,KOSDAQ,18.36,3320,28988946893,8354027,201589291120,,실체급등
13,001550,조비,KOSPI,17.74,12410,51163633700,4047243,64435685990,,실체급등
14,153890,져스텍,KOSDAQ,17.68,13910,61273865345,4455601,167619742550,,실체급등
15,101730,위메이드맥스,KOSDAQ,17.58,4815,22717224507,4829615,403512822090,,실체급등
16,064800,포니링크,KOSDAQ,16.95,2725,1002407228,378352,69654975775,,저유동주의
17,094940,푸른로보틱스,KOSDAQ,15.97,7770,25598213340,3326012,64967969220,,실체급등
