code,market,months,first,last,cagr,y2_n,y2_win,y2_med,y2_worst,y3_n,y3_win,y3_med,y3_worst,y5_n,y5_win,y5_med,y5_worst,y7_n,y7_win,y7_med,y7_worst,name,sector,mcap,ann7
093320,KOSDAQ,187,2011-02-28,2026-08-31,0.2474817369754272,163,0.7607361963190185,0.3410852713178307,-0.427107061503418,151,0.8874172185430463,0.5315315315315261,-0.19672131147541,127,0.9448818897637796,1.4335937500000102,-0.2142857142857136,103,1.0,2.734375000000024,0.7131147540983631,케이아이엔엑스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",651968000000,0.2071060264613167
064760,KOSDAQ,277,2003-08-31,2026-08-31,0.1672179966817775,253,0.6600790513833992,0.4543057996485045,-0.6186956521739138,241,0.7510373443983402,0.8260869565217379,-0.590000000000001,217,0.8894009216589862,1.1346633416458785,-0.5252941176470609,193,0.9378238341968912,2.660022148394229,-0.6288990825688097,티씨케이,기타 비금속 광물제품 제조업,1870316296800,0.2036429415090717
039200,KOSDAQ,236,2007-01-31,2026-08-31,0.1114121845166549,212,0.6415094339622641,0.2762195121951201,-0.7729903536977489,200,0.605,0.2961756889216711,-0.729697910471832,176,0.7272727272727273,0.8321529074329572,-0.6917965314268966,152,0.9013157894736842,2.5340682502696046,-0.7698198011169016,오스코텍,의약품 제조업,1337123251200,0.19763640884547473
083450,KOSDAQ,247,2006-02-28,2026-08-31,0.1799751418487123,223,0.7623318385650224,0.3199999999999989,-0.7682432432432436,211,0.8293838862559242,0.5714285714285658,-0.5783783783783791,187,0.9197860962566844,1.385620915032684,-0.5601351351351352,163,0.9754601226993864,2.350427350427352,-0.3378378378378391,GST,특수 목적용 기계 제조업,895698000000,0.18854140301272726
095340,KOSDAQ,227,2007-10-31,2026-08-31,0.1694102977003617,203,0.7044334975369458,0.7932584269662948,-0.6928571428571433,191,0.7696335078534031,1.1428571428571423,-0.7000000000000008,167,0.7904191616766467,2.0909090909090966,-0.782710280373832,143,0.9230769230769232,2.301261332935536,-0.3049065420560755,ISC,기계장비 및 관련 물품 도매업,2776814598000,0.18603397320533244
042700,KOSPI,254,2005-07-31,2026-08-31,0.2534427164253119,230,0.7347826086956522,0.5024433824892897,-0.6121673003802282,218,0.8577981651376146,0.5572990892576446,-0.5925578160319948,194,0.8969072164948454,1.5877913237183556,-0.5726235741444866,170,0.9882352941176472,2.1628249745355825,-0.4155959146693024,한미반도체,특수 목적용 기계 제조업,18328536060000,0.17879777785479134
053610,KOSDAQ,301,2001-08-31,2026-08-31,0.1473880525568498,277,0.6714801444043321,0.2073342736248209,-0.7278481012658228,265,0.8150943396226416,0.5847953216374229,-0.7183098591549297,241,0.925311203319502,1.3708920187793483,-0.3904059040590417,217,0.9953917050691244,2.1590296495956767,-0.2106605148130184,프로텍,특수 목적용 기계 제조업,539100000000,0.1785955976977618
074600,KOSDAQ,273,2003-12-31,2026-08-31,0.1512590515541343,249,0.714859437751004,0.3674242424242406,-0.735860409145608,237,0.7848101265822784,0.6692789968652033,-0.6784386617100373,213,0.8591549295774648,1.1309523809523747,-0.5447828091384082,189,0.9894179894179894,2.134124223233117,-0.062788136461427,원익QnC,유리 및 유리제품 제조업,728177600000,0.17726367458435033
086450,KOSDAQ,232,2007-05-31,2026-08-31,0.0759616310589621,208,0.7163461538461539,0.1913580246913554,-0.4932624113475178,196,0.75,0.4647561925815849,-0.552248186211298,172,0.8430232558139535,0.8809984093285367,-0.4595541401273881,148,0.9797297297297296,2.097108630952381,-0.0436031111859163,동국제약,의약품 제조업,872947106000,0.1752672494569607
039030,KOSDAQ,313,2000-08-31,2026-08-31,0.1541241886336841,289,0.698961937716263,0.4758620689655177,-0.7523703130818364,277,0.7978339350180506,0.60363636363636,-0.6984218254368557,253,0.8893280632411067,1.4008350730688832,-0.5261923377638782,229,0.9170305676855895,2.0558375634517683,-0.4663461538461534,이오테크닉스,특수 목적용 기계 제조업,3997693975000,0.1730170469761867
121600,KOSDAQ,187,2011-02-28,2026-08-31,0.1074101429801797,163,0.656441717791411,0.177722152690867,-0.6715328467153276,151,0.7152317880794702,0.2767634126705636,-0.7569951338199505,127,0.9291338582677166,0.7708978328173393,-0.2939099551688821,103,0.9514563106796116,2.02461538461539,-0.3507340501009626,나노신소재,기타 화학제품 제조업,584293401150,0.17129736226240833
090360,KOSDAQ,179,2011-10-31,2026-08-31,0.1705851383868382,155,0.7032258064516129,0.3333333333333301,-0.6457073760580421,143,0.7552447552447552,0.7446043165467595,-0.4924623115577894,119,0.907563025210084,1.118012422360244,-0.2865779927448603,95,0.9473684210526316,1.913631633714864,-0.2938331318016923,로보스타,특수 목적용 기계 제조업,849225000000,0.1650586971859016
089030,KOSDAQ,178,2011-11-30,2026-08-31,0.1826997341563681,154,0.6948051948051948,0.3434207554540869,-0.5300663938763437,142,0.8380281690140845,0.5898724501167408,-0.3136154933410585,118,0.8983050847457628,0.9468864468864472,-0.4591761661885906,94,1.0,1.90596313004048,0.0235544293896712,테크윙,특수 목적용 기계 제조업,1615538922000,0.16462015018206833
005935,KOSPI,368,1996-01-31,2026-08-31,0.173352199297911,344,0.7877906976744186,0.372818403944324,-0.6601769911504426,332,0.8614457831325302,0.5895815487307502,-0.5521694307691514,308,0.9805194805194806,1.0630618477229474,-0.1579754601226981,284,1.0,1.8239420532711783,0.0554499624311768,삼성전자우,,136483341630300,0.1598664029061574
032190,KOSDAQ,321,1999-12-31,2026-08-31,0.099864867537464,297,0.6430976430976431,0.316872427983538,-0.8210358887682252,285,0.7228070175438597,0.4889705882352948,-0.93225824339459,261,0.8199233716475096,1.4499999999999988,-0.8890145046624652,237,0.9367088607594936,1.7461706783369673,-0.5588326560332997,다우데이타,기계장비 및 관련 물품 도매업,727317000000,0.15524836041986312
078600,KOSDAQ,261,2004-12-31,2026-08-31,0.1593009774025706,237,0.5611814345991561,0.1223404255319127,-0.5758807588075887,225,0.6355555555555555,0.8766816143497731,-0.6831442463533235,201,0.8208955223880597,1.918128654970753,-0.7385041551246536,177,0.903954802259887,1.6338797814207524,-0.5929203539823011,대주전자재료,전자부품 제조업,1385104971600,0.14837871810676506
010130,KOSPI,368,1996-01-31,2026-08-31,0.1618134897830161,344,0.6918604651162791,0.2360307646297784,-0.587272727272729,332,0.8042168674698795,0.3670361551620492,-0.5241379310344847,308,0.8701298701298701,0.7571921749136876,-0.5708860759493696,284,0.9295774647887324,1.6003640521525508,-0.156716417910452,고려아연,1차 비철금속 제조업,23085503714000,0.14627967895239946
084370,KOSDAQ,248,2006-01-31,2026-08-31,0.19812905996727,224,0.6294642857142857,0.2301794871794876,-0.6156521739130429,212,0.7216981132075472,0.4467159184901158,-0.6972972972972977,188,0.8457446808510638,1.3064695247933933,-0.4853273137697517,164,0.9207317073170732,1.4885524499655045,-0.5442494182840378,유진테크,특수 목적용 기계 제조업,2548263870400,0.1391051841483879
079940,KOSDAQ,251,2005-10-31,2026-08-31,0.1702109094189148,227,0.73568281938326,0.2679162072767369,-0.710914009661836,215,0.8,0.393442622950821,-0.7864773099736051,191,0.9581151832460733,0.9032761310452386,-0.423593920519882,167,1.0,1.472527472527485,8.881784197001252e-16,가비아,소프트웨어 개발 및 공급업,577089412000,0.1380543888815715
005930,KOSPI,368,1996-01-31,2026-08-31,0.1736821549632319,344,0.7558139534883721,0.3160347851505398,-0.413580246913581,332,0.8674698795180723,0.5389246993440241,-0.3405405405405409,308,0.9805194805194806,0.8413554073246081,-0.1247706422018362,284,1.0,1.3929769295857914,0.0660822799551152,삼성전자,통신 및 방송 장비 제조업,1350490358448000,0.13275000584700103
005290,KOSDAQ,321,1999-12-31,2026-08-31,0.0576693749631809,297,0.6026936026936027,0.0998650472334712,-0.8337837112716109,285,0.743859649122807,0.4224598930481273,-0.8430753050514584,261,0.842911877394636,0.986046511627908,-0.8069413292409395,237,0.940928270042194,1.3453453453453448,-0.8281055150728152,동진쎄미켐,기초 화학물질 제조업,2005674458100,0.1295011716757819
005850,KOSPI,368,1996-01-31,2026-08-31,0.104759087884956,344,0.6540697674418605,0.1654036663071386,-0.7621843599825255,332,0.6897590361445783,0.2474840249320961,-0.8073394495412844,308,0.7727272727272727,0.6708131622214089,-0.708333333333333,284,0.908450704225352,1.2815083739665016,-0.4555765595463141,에스엘,자동차 신품 부품 제조업,2563958304000,0.12505714215568964
082920,KOSDAQ,203,2009-10-31,2026-08-31,0.1663557744085961,179,0.7877094972067039,0.2644178454842245,-0.3886010362694299,167,0.844311377245509,0.293991416309016,-0.2832167832167834,143,0.93006993006993,0.7164179104477648,-0.2448275862068952,119,0.9663865546218487,1.2727272727272805,-0.2065217391304336,비츠로셀,일차전지 및 이차전지 제조업,1399323787000,0.12443752855540002
045100,KOSDAQ,313,2000-08-31,2026-08-31,0.0768852347114799,289,0.71280276816609,0.2601626016260168,-0.7037500000000003,277,0.7833935018050542,0.2938816449348043,-0.5406542056074776,253,0.9130434782608696,0.7009436990900357,-0.4899999999999996,229,0.9912663755458516,1.1111111111111107,-0.1481675392670197,한양이엔지,"건축기술, 엔지니어링 및 관련 기술 서비스업",525000000000,0.1126503973465085
102710,KOSDAQ,208,2009-05-31,2026-08-31,0.1071109865792614,184,0.6086956521739131,0.1693427615215322,-0.5760755508919204,172,0.6395348837209303,0.3230881998554065,-0.544739884393064,148,0.8783783783783784,0.5697434069850289,-0.4118881118881126,124,0.9274193548387096,1.0789129110840383,-0.4044036697247725,이엔에프테크놀로지,기타 화학제품 제조업,650096538000,0.11021012876091141
018670,KOSPI,349,1997-08-31,2026-08-31,0.0710772258309193,325,0.7076923076923077,0.2904109589041077,-0.6019230769230766,313,0.7539936102236422,0.4269387755102014,-0.7252088021464433,289,0.8719723183391004,0.5335689045936389,-0.4765881945646535,265,0.9358490566037736,1.0344827586206904,-0.2850960706248941,SK가스,기타 전문 도매업,2110651632000,0.1067890635110107
035420,KOSPI,214,2008-11-30,2026-08-31,0.1000357762269259,190,0.6894736842105263,0.2222206485053036,-0.5621556886227553,178,0.7415730337078652,0.3279204581740063,-0.6148063781321187,154,0.8116883116883117,0.6642396505096724,-0.5233532934131744,130,0.9769230769230768,1.0223679950663171,-0.0572517881337246,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",32958290820000,0.10584513575454335
099320,KOSDAQ,219,2008-06-30,2026-08-31,0.1078059098703974,195,0.6051282051282051,0.1526315789473697,-0.6352331606217607,183,0.7103825136612022,0.1802325581395396,-0.5658031088082884,159,0.8679245283018868,0.906571654790191,-0.6020725388601018,135,0.9629629629629628,1.00329828901258,-0.2429614181438947,쎄트렉아이,"항공기,우주선 및 부품 제조업",819155594400,0.10434944475492824
058610,KOSDAQ,290,2002-07-31,2026-08-31,0.1400920416387634,266,0.6729323308270677,0.2759348890809573,-0.6479838709677417,254,0.7401574803149606,0.3972566636717579,-0.5740521327014216,230,0.8260869565217391,0.6119078104993594,-0.4890475224957522,206,0.9271844660194176,0.8932276567687027,-0.3364928909952605,에스피지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2255437512000,0.09546979075932005
069620,KOSPI,286,2002-11-30,2026-08-31,0.1080390845664716,262,0.6335877862595419,0.3150632229250356,-0.5754385964912293,250,0.72,0.4097595839146821,-0.6111111111111123,226,0.7920353982300885,0.8133535579797666,-0.6604683195592298,202,0.900990099009901,0.8291975790706698,-0.4470046082949331,대웅제약,의약품 제조업,1494668175000,0.0900986518967255
000100,KOSPI,368,1996-01-31,2026-08-31,0.0773529231412015,344,0.686046511627907,0.1840862652611046,-0.4901960784313728,332,0.7680722891566265,0.2757079322186579,-0.4976744186046521,308,0.8116883116883117,0.4143699424733819,-0.3641025641025647,284,0.9366197183098592,0.6370141817476761,-0.2425497463091455,유한양행,의약품 제조업,6419596640600,0.07294860699351369
088980,KOSPI,246,2006-03-31,2026-08-31,0.0152249879107133,222,0.6621621621621622,0.0696938475125118,-0.3739021329987455,210,0.719047619047619,0.1821894179087403,-0.4209535759096605,186,0.8225806451612904,0.3507571132314405,-0.2823529411764697,162,0.9074074074074074,0.6047692429271273,-0.2007528230865736,맥쿼리인프라,신탁업 및 집합투자업,4779641490140,0.06990361767906661
039490,KOSPI,205,2009-08-31,2026-08-31,0.1043150614991452,181,0.6906077348066298,0.2277070063694246,-0.4552631578947371,169,0.7337278106508875,0.2106598984771579,-0.3141843971631236,145,0.9172413793103448,0.4917825537294547,-0.2525896414342633,121,1.0,0.5768535262206103,0.0233918128654944,키움증권,금융 지원 서비스업,7278357690000,0.06722479731005504
