code,market,months,first,last,cagr,y2_n,y2_win,y2_med,y2_worst,y3_n,y3_win,y3_med,y3_worst,y5_n,y5_win,y5_med,y5_worst,y7_n,y7_win,y7_med,y7_worst,name,sector,mcap,ann7
137400,KOSDAQ,170,2012-07-31,2026-08-31,0.1895887429816909,146,0.7328767123287672,0.3254344391785141,-0.5542091836734693,134,0.8134328358208955,0.6362342131459179,-0.6390306122448977,110,1.0,3.891866661453148,0.0659133709981185,86,1.0,8.557567947903333,0.2424815559216993,피엔티,특수 목적용 기계 제조업,764025978000,0.3805420130461361
140410,KOSDAQ,176,2012-01-31,2026-08-31,0.2033995277885707,152,0.7631578947368421,0.6811340060687285,-0.6936016584152241,140,0.8357142857142857,0.594782268146835,-0.7091607722221223,116,0.9051724137931034,1.8664469758724955,-0.3098161402348074,92,1.0,6.043878722413358,1.38215900737341,메지온,자연과학 및 공학 연구개발업,1668026673000,0.32164854266404275
131970,KOSDAQ,155,2013-10-31,2026-08-31,0.2280976884079144,131,0.6259541984732825,0.4021739130434767,-0.5505494505494519,119,0.7815126050420168,0.6806550665301909,-0.4994994994995011,95,0.8736842105263158,2.2004422362961185,-0.2760347569179855,71,1.0,4.387817085169155,1.0386508360379525,두산테스나,"그외 기타 전문, 과학 및 기술 서비스업",1231145060600,0.27200128199280127
101490,KOSDAQ,209,2009-04-30,2026-08-31,0.1170236128192734,185,0.5243243243243243,0.0662251655629126,-0.6439950980392154,173,0.6763005780346821,0.4177018633540332,-0.6225540679711632,149,0.912751677852349,1.4173553719008205,-0.6860986547085212,125,0.968,4.087173100871724,-0.1652298850574696,에스앤에스텍,전자부품 제조업,871529807150,0.26161027247212365
000250,KOSDAQ,311,2000-10-31,2026-08-31,0.2393057255124153,287,0.7317073170731707,0.4763352435719037,-0.5780303030303028,275,0.8109090909090909,0.8796296296296313,-0.6782868525896417,251,0.8565737051792829,2.1980519480519463,-0.6765151515151526,227,0.9295154185022028,3.7821849309263422,-0.6818181818181841,삼천당제약,의약품 제조업,3863445638400,0.2505166569919286
086520,KOSDAQ,230,2007-07-31,2026-08-31,0.2279670929621964,206,0.6990291262135923,0.4263600344119592,-0.807478122513922,194,0.7938144329896907,0.8713977177890059,-0.6865746911134324,170,0.8117647058823529,3.276328726960686,-0.5800755333265264,146,0.952054794520548,3.5834606895200083,-0.4923854241094179,에코프로,기타 금융업,11676749072000,0.24295731862770364
138040,KOSPI,184,2011-05-31,2026-08-31,0.2747753978920624,160,0.83125,0.7023734907801271,-0.3515151515151546,148,0.8513513513513513,1.5140111502347398,-0.4489552238806003,124,0.8951612903225806,2.6823138770433435,-0.4670846394984371,100,1.0,3.441819228554944,0.282258064516117,메리츠금융지주,기타 금융업,21135960579900,0.2373959695973029
002840,KOSPI,368,1996-01-31,2026-08-31,0.1716120735942914,344,0.813953488372093,0.3493515850144082,-0.4267352185089975,332,0.858433734939759,0.6931878205827761,-0.5526992287917745,308,0.948051948051948,1.972370775871134,-0.4781491002570679,284,0.9964788732394366,3.256331644396597,-0.2030848329048836,미원상사,기타 화학제품 제조업,559800000000,0.2298784973376542
058470,KOSDAQ,297,2001-12-31,2026-08-31,0.1944608707461257,273,0.8351648351648352,0.4936936936936871,-0.5000000000000002,261,0.8582375478927203,0.906976744186046,-0.4701149425287358,237,0.9704641350210972,1.7771428571428445,-0.1523178807947017,213,0.9859154929577464,3.122179416620781,-0.3048689138576815,리노공업,전자부품 제조업,5007118545000,0.2242645383896542
180640,KOSPI,156,2013-09-30,2026-08-31,0.1876184706353045,132,0.6439393939393939,0.3004281257957737,-0.5329249617151617,120,0.7166666666666667,0.5878547052330106,-0.545402298850574,96,0.9791666666666666,1.8257306503184263,-0.0862068965517214,72,1.0,3.005200593387723,1.0324111668020066,한진칼,기타 금융업,7938034973100,0.21923994223045096
141080,KOSDAQ,160,2013-05-31,2026-08-31,0.1880524547469475,136,0.8088235294117647,0.5359933149328727,-0.3955592105263165,124,0.9274193548387096,0.7257040773434185,-0.3880208333333339,100,0.97,1.4625558534405647,-0.0681529639912393,76,1.0,2.831524923729773,0.2742676751330672,리가켐바이오,자연과학 및 공학 연구개발업,4190598117600,0.21154293068536556
