순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,148780,비큐AI,KOSDAQ,30.00,2990,402111380,135907,18804543550,Y
2,122350,삼기,KOSDAQ,30.00,1664,10866385761,7066550,63796808192,Y
3,469750,아이비젼웍스,KOSDAQ,30.00,949,1351871368,1510616,32699200469,Y
4,304100,솔트룩스,KOSDAQ,29.97,17000,498066000,29298,214095535000,Y
5,419050,삼기에너지솔루션즈,KOSDAQ,29.96,1449,3883830571,2913682,82877351760,Y
6,239340,이스트에이드,KOSDAQ,29.95,755,228789046,304977,20369623670,Y
7,225190,LK삼양,KOSDAQ,29.94,703,1165182560,1684231,49539313320,Y
8,327260,RF머트리얼즈,KOSDAQ,29.93,29950,25441024425,902012,269404293250,Y
9,084650,랩지노믹스,KOSDAQ,29.93,751,2938076890,4044855,55754232490,Y
10,001770,SHD,KOSPI,29.85,6830,174232500,27001,8297616740,Y
11,355390,크라우드웍스,KOSDAQ,29.83,2115,4604996101,2257808,33574237560,Y
12,226340,본느,KOSDAQ,29.82,2830,102460150,36205,23745069720,Y
13,163730,핑거,KOSDAQ,28.87,9820,2296555260,255944,117994340940,
14,115180,큐리언트,KOSDAQ,27.25,21900,11942729530,550038,821521581900,
15,347700,스피어,KOSDAQ,23.14,19690,67779803885,3524813,1015046317780,
16,119850,지엔씨에너지,KOSDAQ,21.90,51200,183600313575,3593699,842184140800,
17,049080,기가레인,KOSDAQ,21.89,9020,29101946055,3223321,76564772680,
18,290650,엘앤씨바이오,KOSDAQ,20.91,58700,27338449750,489895,1583121624800,
19,174900,앱클론,KOSDAQ,20.73,26500,13219036625,499374,528731418500,
20,475150,SK이터닉스,KOSPI,19.87,55800,724602585975,13147031,1900938823200,
21,456160,지투지바이오,KOSDAQ,19.58,36650,11627776625,327758,609468462900,
22,459550,알트,KOSDAQ,19.50,1783,60000903199,34734114,44968616863,
23,475830,오름테라퓨틱,KOSDAQ,19.50,57900,17329452600,310331,1257564261000,
24,388790,라이콤,KOSDAQ,19.43,3965,11208405639,2753793,121385144400,
25,452280,한선엔지니어링,KOSDAQ,19.23,12460,4903565630,406705,239825968200,
26,301300,바이브컴퍼니,KOSDAQ,19.04,2470,1308926918,538464,32492138640,
27,310210,보로노이,KOSDAQ,18.84,137500,22538047350,170004,2535925287500,
28,217590,티엠씨,KOSPI,18.64,12410,10918672295,903791,299009332250,
29,476830,알지노믹스,KOSDAQ,18.64,31500,27052585500,856457,883746234000,
30,006360,GS건설,KOSPI,18.56,28750,147995493325,5404957,2460467837500,
31,052460,아이크래프트,KOSDAQ,18.11,6130,10669477815,1803526,89546647680,
32,458870,씨어스,KOSDAQ,17.70,28600,8085032425,293186,1088508564000,
33,181710,NHN,KOSPI,17.63,43700,16943918900,391882,1431312174300,
34,078160,메디포스트,KOSDAQ,17.52,9860,2063075485,216800,386557385580,
35,127120,제이에스링크,KOSDAQ,17.50,32900,6817584450,229897,1143365738200,
36,051160,지어소프트,KOSDAQ,17.34,9270,13092816805,1473398,143447966100,
37,189330,씨이랩,KOSDAQ,17.23,11020,13946824615,1242006,103392769680,
38,078600,대주전자재료,KOSDAQ,17.19,85200,62153510150,740906,1337992557600,
39,488280,에스투더블유,KOSDAQ,16.98,11090,3723948260,346772,119810659740,
40,083650,비에이치아이,KOSDAQ,16.88,49850,30424737150,623133,1542577093750,
41,053690,한미글로벌,KOSPI,16.51,18350,8413419425,471170,201071042500,
42,295310,에이치브이엠,KOSDAQ,16.37,45500,23678854225,524789,548119435500,
43,464580,닷밀,KOSDAQ,16.34,1673,184251955,113032,30793386897,
44,402030,코난테크놀로지,KOSDAQ,15.97,16700,4768658520,280554,209042049600,
45,430690,한싹,KOSDAQ,15.92,2330,707512376,302674,25386058320,
46,040350,크레오에스지,KOSDAQ,15.62,7330,1079931865,153583,145545916680,
47,300080,플리토,KOSDAQ,15.28,8600,1643165550,197743,141946878600,
48,0009K0,에임드바이오,KOSDAQ,15.24,24200,9443287200,392787,1565042096200,
49,078590,휴림에이텍,KOSDAQ,15.21,3485,10517221337,2954658,34821489215,
50,141080,리가켐바이오,KOSDAQ,15.20,109900,61336091400,570552,4068434038200,
51,089230,THEEM,KOSDAQ,15.01,1747,1686625202,993635,67122105438,
52,317400,자이에스앤디,KOSPI,14.99,7670,14856817205,1945851,297461928400,
53,069640,한세엠케이,KOSPI,14.96,1414,177099156,134046,30733970134,
54,129920,대성하이텍,KOSDAQ,14.86,5680,1033767080,189892,92292593280,
55,452430,사피엔반도체,KOSDAQ,14.86,28600,2292385250,84059,236105040600,
56,041830,인바디,KOSDAQ,14.80,57400,10041903100,178988,773802626800,
57,477850,마키나락스,KOSDAQ,14.75,22950,58642575975,2592508,407471191200,
58,092200,디아이씨,KOSPI,14.63,5250,4283480405,834614,204164987250,
59,079550,LIG디펜스앤에어로스페이스,KOSPI,14.59,801000,141533467500,182444,17622000000000,
60,078930,GS,KOSPI,14.54,96900,71143045650,756290,9001573465500,
61,394800,쓰리빌리언,KOSDAQ,14.37,5970,1460172985,249462,189980641410,
62,047040,대우건설,KOSPI,14.29,15200,139443413295,9675062,6245796097600,
63,028670,팬오션,KOSPI,14.29,5640,44422324105,8049157,3014972047680,
64,347850,디앤디파마텍,KOSDAQ,14.29,64800,113522818350,1781513,2970277063200,
65,014470,부방,KOSDAQ,14.29,1000,578648645,610803,60052260000,
66,009190,대양금속,KOSPI,14.28,1737,1298663595,769982,76404159675,
67,010060,OCI홀딩스,KOSPI,14.27,225000,119766523500,531248,4200802200000,
68,354320,알멕,KOSDAQ,14.23,28100,2179365575,80880,179597806100,
69,208710,포톤,KOSDAQ,14.10,2630,3196275729,1225214,34663747160,
70,005090,SGC에너지,KOSPI,14.03,50400,14866865750,291743,726230383200,
71,015260,에이엔피,KOSPI,13.98,375,2645512223,6539456,17668835250,
72,317870,엔바이오니아,KOSDAQ,13.84,4400,116237685,27539,38904338000,
73,348340,뉴로메카,KOSDAQ,13.72,31500,19285055975,621594,390888256500,
74,226950,올릭스,KOSDAQ,13.66,119800,57093524450,484026,2523329430000,
75,035290,골드앤에스,KOSDAQ,13.61,1519,39867228,28502,7242057312,
76,220100,퓨쳐켐,KOSDAQ,13.33,9010,601980190,66984,202071054200,
77,476080,M83,KOSDAQ,13.31,3830,930672670,241862,30934910000,
78,175140,아고스,KOSDAQ,13.27,2390,197879656,84834,59616764670,
79,298380,에이비엘바이오,KOSDAQ,13.24,80400,50693072150,637605,4501392025200,
80,223250,드림씨아이에스,KOSDAQ,13.19,3260,503400142,160788,80197447440,
81,159010,아스플로,KOSDAQ,13.19,14930,2560639835,181527,199087653270,
82,009420,한올바이오파마,KOSPI,13.17,52000,28886213100,572420,2716513176000,
83,474650,링크솔루션,KOSDAQ,13.09,22900,1519873850,67659,131721532800,
84,338840,와이바이오로직스,KOSDAQ,13.00,10170,1032321865,104732,156279145770,
85,004870,티웨이홀딩스,KOSPI,12.98,1410,7713586690,5100229,31912104180,
86,000210,DL,KOSPI,12.95,51900,13237756825,264729,1087610379600,
87,358570,지아이이노베이션,KOSDAQ,12.95,8550,5361765605,633491,551611851300,
88,348370,엔켐,KOSDAQ,12.91,20550,5883914815,288551,450270906150,
89,191410,육일씨엔에쓰,KOSDAQ,12.78,1377,329652559,247479,15428259135,
90,179900,유티아이,KOSDAQ,12.70,2050,2061238937,1009116,40570344600,
91,012210,삼미금속,KOSDAQ,12.54,6640,694331320,107386,153062484560,
92,476060,온코닉테라퓨틱스,KOSDAQ,12.54,12650,9750808810,785874,574409176000,
93,006110,삼아알미늄,KOSPI,12.50,39150,7811607825,202608,592083263250,
94,032820,우리기술,KOSDAQ,12.45,10840,58524126240,5461840,1860200216240,
95,108860,셀바스AI,KOSDAQ,12.37,10900,42516140545,3787600,293371211000,
96,378800,샤페론,KOSDAQ,12.36,491,538788911,1124901,22705328221,
97,474170,루미르,KOSDAQ,12.34,6010,394156760,66887,107084352960,
98,218410,RFHIC,KOSDAQ,12.33,48750,21140736875,440018,1295552797500,
99,270660,에브리봇,KOSDAQ,12.32,15230,26335886945,1705169,193277579090,
100,0120G0,삼양바이오팜,KOSPI,12.23,44500,2033749100,46811,330896215000,
101,039200,오스코텍,KOSDAQ,12.16,34600,8943395700,259788,1323732889600,
102,004060,SG세계물산,KOSPI,12.15,2585,1216050223,474382,52326852160,
103,411080,샌즈랩,KOSDAQ,12.00,3920,794569801,202381,59849140960,
104,005950,이수화학,KOSPI,11.93,13600,10529922165,780985,357600698400,
105,250930,예선테크,KOSDAQ,11.87,1649,56116397,34517,10883545112,
106,0015G0,그린광학,KOSDAQ,11.69,14810,1531311525,104808,173314632210,
107,042370,비츠로테크,KOSDAQ,11.66,8620,1579407005,188872,225844215500,
108,010040,한국내화,KOSPI,11.58,1590,177004792,112547,65296628580,
109,083470,이엠앤아이,KOSDAQ,11.56,946,546750874,591134,20187951234,
110,017670,SK텔레콤,KOSPI,11.46,91400,223915514450,2471303,19631810844200,
111,424870,이뮨온시아,KOSDAQ,11.42,3025,1338199359,447995,276098613725,
112,043590,웰킵스하이텍,KOSDAQ,11.41,1113,85684880,82660,15101608053,
113,950160,코오롱티슈진,KOSDAQ,11.41,15920,66043518355,4197656,1352724947200,
114,254120,자비스,KOSDAQ,11.36,1000,448615255,494320,30754270000,
115,394420,리센스메디컬,KOSDAQ,11.30,10540,1274054330,124609,115936848540,
116,389650,넥스트바이오메디컬,KOSDAQ,11.29,40400,1683989450,42104,334402354400,
117,089470,HDC현대EP,KOSPI,11.26,4150,2945551082,666324,132385000000,
118,028300,HLB,KOSDAQ,11.17,34350,46735647550,1400943,4575358960050,
119,033240,자화전자,KOSPI,11.16,26400,4368886025,169076,570385252800,
120,047810,한국항공우주,KOSPI,11.16,137500,68620329900,511714,13402827212500,
121,134580,탑코미디어,KOSDAQ,11.06,1235,206270569,170984,60878274015,
122,307870,비투엔,KOSDAQ,11.02,917,479077053,556280,68132444345,
123,178320,서진시스템,KOSDAQ,11.01,36800,34790963725,970905,2342347121600,
124,273060,와이즈버즈,KOSDAQ,11.01,867,162367616,188672,42608090760,
125,032580,피델릭스,KOSDAQ,11.01,3780,6735078761,1834676,125239201920,
126,038680,에스넷,KOSDAQ,10.98,3690,1037131400,286961,73477648980,
127,069540,빛과전자,KOSDAQ,10.97,2225,16570628185,7593459,250739470825,
128,222800,심텍,KOSDAQ,10.97,97100,80847309050,864236,3637747700100,
129,038060,루멘스,KOSDAQ,10.92,843,852455041,1018905,40550887167,
130,048550,SMCC,KOSDAQ,10.88,1742,3078703203,1827964,168476868040,
131,199480,뱅크웨어글로벌,KOSDAQ,10.87,2600,36615999,14546,26511128800,
132,368770,파이버프로,KOSDAQ,10.82,12500,1509062355,123858,410677812500,
133,189300,인텔리안테크,KOSDAQ,10.76,70000,8880371900,128023,751624790000,
134,214430,아이쓰리시스템,KOSDAQ,10.74,67000,2701319900,41796,489583405000,
135,004710,한솔테크닉스,KOSPI,10.69,7660,9701058675,1339012,406897798220,
136,0011T0,채비,KOSDAQ,10.62,4585,1016972773,229338,215263874735,
137,475960,토모큐브,KOSDAQ,10.62,36450,1898953050,53186,491206542300,
138,278650,HLB바이오스텝,KOSDAQ,10.61,1980,116474076,60305,34516144080,
139,393890,더블유씨피,KOSDAQ,10.61,7090,1719914260,250524,239947890960,
140,227950,엔투텍,KOSDAQ,10.61,1230,118992168,99623,42445097070,
141,084440,유비온,KOSDAQ,10.58,1150,183796860,172925,22002284150,
142,019210,와이지-원,KOSDAQ,10.57,17890,15392655400,881927,665395793920,
143,138080,오이솔루션,KOSDAQ,10.56,19370,4441748180,232899,239757172460,
144,001120,LX인터내셔널,KOSPI,10.43,37050,7231268050,201169,1436058000000,
145,055490,테이팩스,KOSPI,10.42,13140,435236120,34090,62896581000,
146,0082N0,카나프테라퓨틱스,KOSDAQ,10.42,12500,541886815,43658,165813500000,
147,389470,인벤티지랩,KOSDAQ,10.41,31300,2012759825,65269,416531260400,
148,288180,케이피항공산업,KOSDAQ,10.37,7450,441455340,61389,55079801900,
149,486990,노타,KOSDAQ,10.36,20350,5949162840,295520,435335950500,
150,020150,롯데에너지머티리얼즈,KOSPI,10.33,30450,4937621075,166581,1594528348350,
151,270520,앱튼,KOSDAQ,10.30,3535,1653391222,487421,69494260990,
152,0088M0,메쥬,KOSDAQ,10.26,13540,1039945240,78203,133798895000,
153,376980,원티드랩,KOSDAQ,10.24,3015,179506815,61199,29445677910,
154,046120,오르비텍,KOSDAQ,10.23,4795,2058082245,437777,162336801235,
155,318020,포인트모바일,KOSDAQ,10.23,2155,73588207,35185,26509241160,
156,187790,나노,KOSDAQ,10.22,2805,696808724,255744,86508528150,
157,336260,두산퓨얼셀,KOSPI,10.21,28600,19151716150,692507,1873120563600,
158,365270,큐라클,KOSDAQ,10.21,9280,1258736675,140539,205616885760,
159,091580,상신이디피,KOSDAQ,10.20,14050,1585080335,115114,187261476950,
160,046970,우리로,KOSDAQ,10.20,4430,2812747754,651067,194144745570,
161,073190,듀오백,KOSDAQ,10.12,1197,168053027,145111,14325743880,
162,006260,LS,KOSPI,10.07,300500,49090390000,168198,9375600000000,
163,010170,대한광통신,KOSDAQ,10.05,10180,114369371535,11400276,1582844018800,
164,340570,티앤엘,KOSDAQ,10.05,63500,10460522850,168540,516128000000,
165,444530,심플랫폼,KOSDAQ,10.03,4390,55546075,12934,28235540540,
166,115450,HLB테라퓨틱스,KOSDAQ,10.00,1903,972729181,524195,168567947427,
167,434480,모니터랩,KOSDAQ,10.00,2310,347862919,148306,28436793000,
168,388870,파로스아이바이오,KOSDAQ,10.00,5390,384051165,72958,69778573480,
169,052020,에스티큐브,KOSDAQ,9.99,8480,2146111265,258753,576498307680,
170,222040,코스맥스엔비티,KOSDAQ,9.99,7490,1349151865,185013,154503720000,
171,418420,라온텍,KOSDAQ,9.98,3470,475416560,142780,106787716260,
172,475040,스트라드비젼,KOSDAQ,9.89,2945,3432455448,1202093,156836381410,
173,025320,시노펙스,KOSDAQ,9.89,3890,5906918398,1553472,358511942170,
174,058970,엠로,KOSDAQ,9.89,16000,701310755,44390,197804704000,
175,041520,이엘씨,KOSDAQ,9.84,10490,343390330,34282,127859777700,
176,073010,케이에스피,KOSDAQ,9.77,2640,443073862,172653,106104900000,
177,441270,파인엠텍,KOSDAQ,9.77,7980,3841593070,493677,335511495060,
