순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가,구분
1,140430,카티스,KOSDAQ,29.97,2125,918974913,452737,22715202375,Y,저유동주의
2,439960,코스모로보틱스,KOSDAQ,29.96,17570,12844899900,731070,570157498820,Y,실체급등
3,484810,티엑스알로보틱스,KOSDAQ,29.95,12540,187159500,14925,193754474100,Y,저유동주의
4,078590,휴림에이텍,KOSDAQ,29.95,2590,249622900,100035,25878811210,Y,저유동주의
5,073190,듀오백,KOSDAQ,29.94,894,116964106,136636,10699427760,Y,동전주
6,432470,케이엔에스,KOSDAQ,29.93,8900,1304648450,153022,78066848400,Y,저유동주의
7,065420,에스아이리소스,KOSDAQ,29.92,165,302172794,1871965,11810254335,Y,동전주
8,459550,알트,KOSDAQ,29.91,1316,3953746506,3163147,33190521476,Y,저유동주의
9,131400,이브이첨단소재,KOSDAQ,29.91,912,2475910624,2876774,54347796384,Y,동전주
10,039860,나노엔텍,KOSDAQ,29.90,4540,4882893940,1136048,172942460620,Y,저유동주의
11,066430,아이로보틱스,KOSDAQ,29.89,2425,5031554338,2159269,94947179300,Y,실체급등
12,138360,앤로보틱스,KOSDAQ,29.89,2390,21548900336,9268202,216307514040,Y,실체급등
13,215790,이노인스트루먼트,KOSDAQ,29.89,969,4021980343,4268332,39034371381,Y,동전주
14,354200,엔젠바이오,KOSDAQ,29.86,2370,4182647643,1865010,21179701710,Y,저유동주의
15,306040,에스제이그룹,KOSDAQ,28.15,2240,1570614050,777252,22099454720,,저유동주의
16,058610,에스피지,KOSDAQ,25.15,82600,128635844900,1534533,1831849936000,,실체급등
17,437730,삼현,KOSDAQ,24.73,35050,26483465300,763107,1111350223350,,실체급등
18,465770,STX그린로지스,KOSPI,24.19,4955,35316676325,7718517,35532463560,,실체급등
19,079950,인베니아,KOSDAQ,22.72,1307,1093364836,879639,18035423700,,저유동주의
20,391710,코닉오토메이션,KOSDAQ,16.92,1244,1878995597,1427291,53019864680,,저유동주의
21,448900,한국피아이엠,KOSDAQ,16.78,50100,10077366275,197688,304330295700,,실체급등
22,277810,레인보우로보틱스,KOSDAQ,16.28,478500,211691005500,421999,9282832053000,,실체급등
23,261520,이지스,KOSDAQ,15.81,4725,8683267058,1732623,48562605000,,실체급등
24,000500,가온전선,KOSPI,15.68,209500,107710626300,504438,3465782592500,,실체급등
25,489460,바이오비쥬,KOSDAQ,15.50,7600,4049752055,552663,114337668000,,저유동주의
