code,market,months,first,last,cagr,y2_n,y2_win,y2_med,y2_worst,y3_n,y3_win,y3_med,y3_worst,y5_n,y5_win,y5_med,y5_worst,y7_n,y7_win,y7_med,y7_worst,name,sector,mcap
048760,KOSDAQ,70,2000-10-31,2006-07-31,-0.4444696923123762,46,0.021739130434782608,-0.5011341698841704,-0.8059718234027283,34,0.0,-0.6180537481039716,-0.8629284816941856,10,0.0,-0.8183562855059279,-0.9130002692031588,0,,,,,,36579505710
048770,KOSDAQ,308,2001-01-31,2026-08-31,0.004034408368534637,284,0.4084507042253521,-0.09758499170812707,-0.7785613540197459,272,0.46691176470588236,-0.10264503947820453,-0.8039492242595202,248,0.5201612903225806,0.1281246897031051,-0.7042944785276074,224,0.5401785714285714,0.32678277797727495,-0.7427821522309711,TPC로보틱스,일반 목적용 기계 제조업,47093973000
048830,KOSDAQ,311,2000-10-31,2026-08-31,-0.014705541757885743,287,0.43205574912891986,-0.09898477157360286,-0.875399398924391,275,0.4618181818181818,-0.042328042328041104,-0.9202658705051144,251,0.4581673306772908,-0.07990867579908711,-0.8101878977453894,227,0.45374449339207046,-0.054687500000000555,-0.7984642090767222,엔피케이,합성고무 및 플라스틱 물질 제조업,19192021075
048870,KOSDAQ,265,2004-08-31,2026-08-31,-0.111614613440847,241,0.2863070539419087,-0.24187725631768897,-0.8780487804878049,229,0.33624454148471616,-0.296416938110749,-0.9110122358175752,205,0.43414634146341463,-0.21471099590277654,-0.9266963292547274,181,0.3867403314917127,-0.1237288135593202,-0.9632258064516128,시너지이노베이션,의료용 기기 제조업,147579163025
048910,KOSDAQ,302,2001-07-31,2026-08-31,-0.009640822678122385,278,0.44964028776978415,-0.09694761107804667,-0.7177777777777783,266,0.556390977443609,0.08027075269878092,-0.9009191176470591,242,0.7272727272727273,0.5721009181658964,-0.8329474872953138,218,0.7798165137614679,0.5468484442957516,-0.8774789915966387,대원미디어,기타 전문 도매업,61385256480
049000,KOSDAQ,153,2001-01-31,2013-09-30,-0.19783966923859386,129,0.3488372093023256,-0.2893258426966293,-0.8665191740412976,117,0.36752136752136755,-0.24037339556593218,-0.9458823529411764,93,0.10752688172043011,-0.6856492027334853,-0.9613418530351439,69,0.0,-0.8458333333333342,-0.9359331476323123,,,8261535330
049070,KOSDAQ,295,2002-02-28,2026-08-31,0.028794466999329416,271,0.5904059040590406,0.08092485549132844,-0.5689703808180533,259,0.583011583011583,0.08262522361359848,-0.6032608695652171,235,0.625531914893617,0.16505628517824067,-0.5614035087719311,211,0.7014218009478673,0.2212121212121212,-0.5737704918032797,인탑스,통신 및 방송 장비 제조업,295210403510
049080,KOSDAQ,153,2013-12-31,2026-08-31,0.01743924671039565,129,0.26356589147286824,-0.27095990279465265,-0.7158081705150972,117,0.18803418803418803,-0.3405717761557173,-0.7605975609756096,93,0.053763440860215055,-0.40669781931464044,-0.8344632768361577,69,0.07246376811594203,-0.5814285714285702,-0.7741161667410795,기가레인,전자부품 제조업,77668256100
049120,KOSDAQ,302,2001-07-31,2026-08-31,-0.0047654382112936045,278,0.37410071942446044,-0.19497568398126225,-0.7793795409987313,266,0.32706766917293234,-0.22796213753918393,-0.8202115158636889,242,0.30578512396694213,-0.26708514266320255,-0.9036321389262564,218,0.41284403669724773,-0.3078872694406628,-0.8997030538181414,파인디앤씨,전자부품 제조업,22316500615
049180,KOSDAQ,292,2002-05-31,2026-08-31,-0.21390665521976315,268,0.21641791044776118,-0.38146757664463005,-0.9288194444444444,256,0.17578125,-0.46391536117810683,-0.9514986376021798,232,0.1336206896551724,-0.6744724625408288,-0.9827121212121211,208,0.09134615384615384,-0.8120689315350265,-0.9883998950865536,셀루메드,기초 의약물질 제조업,83975227728
049430,KOSDAQ,308,2001-01-31,2026-08-31,0.028671655941756358,284,0.5563380281690141,0.03476319059219757,-0.5962600934976616,272,0.5404411764705882,0.03883908626202193,-0.6579406631762641,248,0.625,0.15004006410256732,-0.6396931719965404,224,0.6205357142857143,0.16354267401811107,-0.7633967156439048,코메론,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",191817600000
