code,fiscal_year,F,accrual,noa_ratio,market,sector,name
010950,2019,3,-0.03759278303398049,,KOSPI,석유 정제품 제조업,S-Oil
010950,2020,4,-0.15468458322897088,0.5135464438790183,KOSPI,석유 정제품 제조업,S-Oil
010950,2021,9,-0.005275919336594228,0.5253291320677276,KOSPI,석유 정제품 제조업,S-Oil
010950,2022,7,0.042087407240097005,0.5397487914745629,KOSPI,석유 정제품 제조업,S-Oil
010950,2023,4,-0.07308361191674705,0.5281319890981222,KOSPI,석유 정제품 제조업,S-Oil
010950,2024,3,-0.06791524243180348,0.5028203166991586,KOSPI,석유 정제품 제조업,S-Oil
010950,2025,5,-0.14178401539001625,0.5116853478485289,KOSPI,석유 정제품 제조업,S-Oil
011070,2019,3,-0.1155373956722277,,KOSPI,전자부품 제조업,LG이노텍
011070,2020,9,-0.11826259639975614,0.5302178862694144,KOSPI,전자부품 제조업,LG이노텍
011070,2021,8,-0.0373767658411656,0.6400838497049488,KOSPI,전자부품 제조업,LG이노텍
011070,2022,6,-0.054642843475144566,0.6388150725733432,KOSPI,전자부품 제조업,LG이노텍
011070,2023,4,-0.13734567763500927,0.5713430010408824,KOSPI,전자부품 제조업,LG이노텍
011070,2024,7,-0.05807459027833196,0.5438949096891855,KOSPI,전자부품 제조업,LG이노텍
011070,2025,6,-0.08298966639770082,0.5288384501888346,KOSPI,전자부품 제조업,LG이노텍
011170,2019,3,-0.02600411807886178,,KOSPI,기초 화학물질 제조업,롯데케미칼
011170,2020,5,-0.058569680029311004,0.7482135255322319,KOSPI,기초 화학물질 제조업,롯데케미칼
011170,2021,8,-0.002650423257150005,0.8607988187758402,KOSPI,기초 화학물질 제조업,롯데케미칼
011170,2022,4,0.007290980209479327,0.7691690806194449,KOSPI,기초 화학물질 제조업,롯데케미칼
011170,2023,4,-0.024756979250641516,0.905417889351901,KOSPI,기초 화학물질 제조업,롯데케미칼
011170,2024,4,-0.09747387195778495,0.7150788536886675,KOSPI,기초 화학물질 제조업,롯데케미칼
011170,2025,4,-0.0952878604586773,0.6243683848783791,KOSPI,기초 화학물질 제조업,롯데케미칼
011200,2019,2,-0.13814834724288624,,KOSPI,해상 운송업,HMM
011200,2020,6,-0.13704584055237395,0.7474652547482349,KOSPI,해상 운송업,HMM
011200,2021,8,-0.12127264895586845,1.453746041974276,KOSPI,해상 운송업,HMM
011200,2022,7,-0.047488060406287884,1.0596006399606177,KOSPI,해상 운송업,HMM
011200,2023,4,-0.03931862199433034,0.787811633069224,KOSPI,해상 운송업,HMM
011200,2024,7,-0.03227575812526393,1.1674687593373143,KOSPI,해상 운송업,HMM
011200,2025,3,-0.042498982440048134,0.8626778000199832,KOSPI,해상 운송업,HMM
011210,2019,3,-0.057424495585473356,,KOSPI,자동차 신품 부품 제조업,현대위아
011210,2020,5,-0.01754891834175183,0.7645382080819988,KOSPI,자동차 신품 부품 제조업,현대위아
011210,2021,8,-0.03022230962563167,0.6720507995822748,KOSPI,자동차 신품 부품 제조업,현대위아
011210,2022,7,-0.0504209197144459,0.575725655838494,KOSPI,자동차 신품 부품 제조업,현대위아
011210,2023,8,-0.06088482040110432,0.5791028126996386,KOSPI,자동차 신품 부품 제조업,현대위아
011210,2024,6,-0.06536413062142109,0.573918330243389,KOSPI,자동차 신품 부품 제조업,현대위아
011210,2025,6,-0.04088151837139539,0.5452358545961972,KOSPI,자동차 신품 부품 제조업,현대위아
011780,2019,3,-0.057950939986062704,,KOSPI,기초 화학물질 제조업,금호석유화학
011780,2020,8,-0.03750575114212843,0.7489602386705797,KOSPI,기초 화학물질 제조업,금호석유화학
011780,2021,9,-0.01989417817682298,1.0209206665880544,KOSPI,기초 화학물질 제조업,금호석유화학
011780,2022,5,0.0663497579307653,0.7010125082494304,KOSPI,기초 화학물질 제조업,금호석유화학
011780,2023,5,-0.02301594883314303,0.7769283918782391,KOSPI,기초 화학물질 제조업,금호석유화학
011780,2024,5,0.0031494564872011706,0.7990877411343198,KOSPI,기초 화학물질 제조업,금호석유화학
011780,2025,6,-0.05007665918421907,0.7742658988259483,KOSPI,기초 화학물질 제조업,금호석유화학
011790,2019,2,0.006760330725939822,,KOSPI,기타 화학제품 제조업,SKC
011790,2020,4,-0.04873698970904914,0.8164874198964913,KOSPI,기타 화학제품 제조업,SKC
011790,2021,7,0.009680648596782165,0.6913895117049684,KOSPI,기타 화학제품 제조업,SKC
011790,2022,2,0.01916472498936251,0.553995394267692,KOSPI,기타 화학제품 제조업,SKC
011790,2023,2,-0.013028131896467416,0.7282391290272203,KOSPI,기타 화학제품 제조업,SKC
011790,2024,4,-0.03783565788682092,0.5878689962913011,KOSPI,기타 화학제품 제조업,SKC
011790,2025,5,-0.022518336370290437,0.5214923067567865,KOSPI,기타 화학제품 제조업,SKC
011930,2019,3,-0.016368201013140488,,KOSPI,반도체 제조업,신성이엔지
011930,2020,5,-0.0890662492321157,0.44597370064906333,KOSPI,반도체 제조업,신성이엔지
011930,2021,1,0.011415076501471472,0.5505797190488241,KOSPI,반도체 제조업,신성이엔지
011930,2022,4,0.10089900764549385,0.616043802197246,KOSPI,반도체 제조업,신성이엔지
011930,2023,7,-0.05438672724575404,0.5315388849584981,KOSPI,반도체 제조업,신성이엔지
011930,2024,4,-0.027609904350227872,0.39318250058840054,KOSPI,반도체 제조업,신성이엔지
011930,2025,3,0.03488522868215186,0.5257935058280124,KOSPI,반도체 제조업,신성이엔지
012330,2019,3,-0.007504323900855476,,KOSPI,자동차 신품 부품 제조업,현대모비스
012330,2020,5,-0.01958623749311204,0.7340901175435025,KOSPI,자동차 신품 부품 제조업,현대모비스
012330,2021,7,-0.004784826357722037,0.7680689895326118,KOSPI,자동차 신품 부품 제조업,현대모비스
012330,2022,5,0.006013388489601023,0.7738989242119129,KOSPI,자동차 신품 부품 제조업,현대모비스
012330,2023,7,-0.032760848631610585,0.748169562459759,KOSPI,자동차 신품 부품 제조업,현대모비스
012330,2024,7,-0.0028910202358502996,0.8374587923072544,KOSPI,자동차 신품 부품 제조업,현대모비스
012330,2025,8,-0.01147404681544168,0.7871265338832187,KOSPI,자동차 신품 부품 제조업,현대모비스
012450,2019,3,-0.06346917855050363,,KOSPI,"항공기,우주선 및 부품 제조업",한화에어로스페이스
012450,2020,6,-0.028527743391380273,0.4861682391495251,KOSPI,"항공기,우주선 및 부품 제조업",한화에어로스페이스
012450,2021,9,-0.06230803728330456,0.4424446780997032,KOSPI,"항공기,우주선 및 부품 제조업",한화에어로스페이스
012450,2022,6,-0.09053716409982285,0.3480072993847015,KOSPI,"항공기,우주선 및 부품 제조업",한화에어로스페이스
012450,2023,8,-0.021148430363976647,0.37341364614388556,KOSPI,"항공기,우주선 및 부품 제조업",한화에어로스페이스
012450,2024,6,0.026464779973906005,0.7600200452219685,KOSPI,"항공기,우주선 및 부품 제조업",한화에어로스페이스
012450,2025,6,-0.034248300506014275,0.3752905087487159,KOSPI,"항공기,우주선 및 부품 제조업",한화에어로스페이스
012510,2019,3,-0.012684303973268304,,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",더존비즈온
012510,2020,8,-0.059415442701876896,0.8481558407681875,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",더존비즈온
012510,2021,5,-0.007023741930276153,0.5927739753623816,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",더존비즈온
012510,2022,6,-0.06514799974596024,0.7120138529388389,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",더존비즈온
012510,2023,8,-0.07565757806604462,0.4968031058690807,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",더존비즈온
012510,2024,7,-0.024599965133539084,0.8059501426933106,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",더존비즈온
012510,2025,8,-0.03301608709200505,0.5101153855213051,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",더존비즈온
012630,2019,2,0.024963260187993334,,KOSPI,기타 금융업,HDC
012630,2020,6,0.06920788844524836,1.301032807572021,KOSPI,기타 금융업,HDC
012630,2021,5,0.022438159603300718,0.6303616704207767,KOSPI,기타 금융업,HDC
012630,2022,2,0.1251303319514245,0.6048842206677097,KOSPI,기타 금융업,HDC
012630,2023,8,-0.0026975785415414033,0.576669636292396,KOSPI,기타 금융업,HDC
012630,2024,7,-0.02005553452485314,0.5571442935722405,KOSPI,기타 금융업,HDC
012630,2025,8,-0.004009569264705784,0.5583823602127015,KOSPI,기타 금융업,HDC
0126Z0,2025,1,0.02450341247026679,,KOSPI,기타 금융업,삼성에피스홀딩스
012750,2019,3,-0.07420234457487454,,KOSPI,"경비, 경호 및 탐정업",에스원
012750,2020,5,-0.10716450036615495,0.7134260365136728,KOSPI,"경비, 경호 및 탐정업",에스원
012750,2021,7,-0.1035533527108361,0.7011100513997354,KOSPI,"경비, 경호 및 탐정업",에스원
012750,2022,8,-0.06090469686004689,0.7055674866398464,KOSPI,"경비, 경호 및 탐정업",에스원
012750,2023,8,-0.08207080510121575,0.7074475734261401,KOSPI,"경비, 경호 및 탐정업",에스원
012750,2024,6,-0.08606157359284991,0.740072106993649,KOSPI,"경비, 경호 및 탐정업",에스원
012750,2025,7,-0.07814003347218614,0.732440326102037,KOSPI,"경비, 경호 및 탐정업",에스원
013030,2019,3,-0.02502247324974331,,KOSDAQ,1차 철강 제조업,하이록코리아
013030,2020,7,-0.04713339079369023,0.8034658843306434,KOSDAQ,1차 철강 제조업,하이록코리아
013030,2021,9,-0.023194588922448734,0.8010184518029707,KOSDAQ,1차 철강 제조업,하이록코리아
013030,2022,7,0.035565306146577394,0.8652053284247243,KOSDAQ,1차 철강 제조업,하이록코리아
013030,2023,6,0.04507162617063445,0.600071145282395,KOSDAQ,1차 철강 제조업,하이록코리아
013030,2024,6,-0.0002154118206098575,0.5696446612656507,KOSDAQ,1차 철강 제조업,하이록코리아
013030,2025,7,0.007006978613212173,0.5905120932414638,KOSDAQ,1차 철강 제조업,하이록코리아
014620,2019,3,-0.019478388102424086,,KOSDAQ,1차 철강 제조업,성광벤드
014620,2020,4,-0.003948583998745752,0.8826409667911118,KOSDAQ,1차 철강 제조업,성광벤드
014620,2021,5,-0.01824300587759764,0.837322174124869,KOSDAQ,1차 철강 제조업,성광벤드
014620,2022,8,0.033806779122285316,0.8291989616329947,KOSDAQ,1차 철강 제조업,성광벤드
014620,2023,6,0.006573719832192516,0.8345063742956473,KOSDAQ,1차 철강 제조업,성광벤드
014620,2024,7,0.022202449801447276,0.8431280830824147,KOSDAQ,1차 철강 제조업,성광벤드
014620,2025,7,-0.005841195991684613,0.896374600576044,KOSDAQ,1차 철강 제조업,성광벤드
014680,2019,3,-0.011249637466892854,,KOSPI,기초 화학물질 제조업,한솔케미칼
014680,2020,8,-0.034989400585568216,0.776644043780452,KOSPI,기초 화학물질 제조업,한솔케미칼
014680,2021,7,0.012909222928691401,0.9321574875386451,KOSPI,기초 화학물질 제조업,한솔케미칼
014680,2022,7,-0.005299570377071999,0.8357770653423806,KOSPI,기초 화학물질 제조업,한솔케미칼
014680,2023,5,-0.02621981736841512,0.8266681575388437,KOSPI,기초 화학물질 제조업,한솔케미칼
014680,2024,6,-0.025577894077601804,0.820608934989789,KOSPI,기초 화학물질 제조업,한솔케미칼
014680,2025,8,-0.032657220796645986,0.8281651185068799,KOSPI,기초 화학물질 제조업,한솔케미칼
014820,2019,3,-0.06571851244286062,,KOSPI,플라스틱제품 제조업,동원시스템즈
014820,2020,7,-0.057277808204235295,0.6493139907369685,KOSPI,플라스틱제품 제조업,동원시스템즈
014820,2021,4,-0.024910579159313877,0.7191391325386923,KOSPI,플라스틱제품 제조업,동원시스템즈
014820,2022,8,-0.09805040807858104,0.6568012841289271,KOSPI,플라스틱제품 제조업,동원시스템즈
014820,2023,6,-0.09773116434445968,0.6193119798696683,KOSPI,플라스틱제품 제조업,동원시스템즈
014820,2024,8,-0.053479771181277946,0.6302242730592081,KOSPI,플라스틱제품 제조업,동원시스템즈
014820,2025,6,-0.05549255407464746,0.5502565121676067,KOSPI,플라스틱제품 제조업,동원시스템즈
014830,2019,3,-0.0046627820719264915,,KOSPI,기초 화학물질 제조업,유니드
014830,2020,8,-0.07233986635079745,0.707864344566776,KOSPI,기초 화학물질 제조업,유니드
014830,2021,8,0.045005059086192754,0.8104404568728593,KOSPI,기초 화학물질 제조업,유니드
014830,2022,4,0.17111758653195547,0.6023346402460253,KOSPI,기초 화학물질 제조업,유니드
014830,2023,5,-0.2529059620376309,0.5406678952833813,KOSPI,기초 화학물질 제조업,유니드
014830,2024,7,-0.02971910756530151,0.8544379396887045,KOSPI,기초 화학물질 제조업,유니드
014830,2025,6,-0.015895539989318815,0.8330326325803815,KOSPI,기초 화학물질 제조업,유니드
015750,2019,3,-0.10249055665389073,,KOSDAQ,자동차 신품 부품 제조업,성우하이텍
015750,2020,4,-0.11707528325803392,0.4139678032417379,KOSDAQ,자동차 신품 부품 제조업,성우하이텍
015750,2021,9,-0.06134765909291138,0.482549780933239,KOSDAQ,자동차 신품 부품 제조업,성우하이텍
015750,2022,7,-0.0440616255677364,0.45486869006026687,KOSDAQ,자동차 신품 부품 제조업,성우하이텍
015750,2023,7,-0.04948842758614289,0.5165683366677433,KOSDAQ,자동차 신품 부품 제조업,성우하이텍
015750,2024,5,-0.061489155246549056,0.5687455671367537,KOSDAQ,자동차 신품 부품 제조업,성우하이텍
015750,2025,8,-0.0566010181234052,0.5295302433800672,KOSDAQ,자동차 신품 부품 제조업,성우하이텍
015760,2019,2,-0.053021660282519756,,KOSPI,전기업,한국전력
015760,2020,7,-0.054720333195710465,0.886808011498428,KOSPI,전기업,한국전력
015760,2021,3,-0.04595927684137573,0.8700382758156924,KOSPI,전기업,한국전력
015760,2022,3,-0.004052758775650232,0.8860434760510063,KOSPI,전기업,한국전력
015760,2023,7,-0.02602384878224019,0.7415670937561064,KOSPI,전기업,한국전력
015760,2024,8,-0.0496505712066347,0.7527941653538401,KOSPI,전기업,한국전력
015760,2025,9,-0.04790970005243492,0.7519184270496805,KOSPI,전기업,한국전력
016360,2023,1,0.059445674639279605,,KOSPI,금융 지원 서비스업,삼성증권
016360,2024,5,-0.007136601071139612,,KOSPI,금융 지원 서비스업,삼성증권
016360,2025,2,0.07945271191652085,,KOSPI,금융 지원 서비스업,삼성증권
016380,2019,0,0.05785559329725666,,KOSPI,1차 철강 제조업,KG스틸
016380,2020,8,-0.027968636506328397,0.7478931067028421,KOSPI,1차 철강 제조업,KG스틸
016380,2021,7,0.08585349173051889,0.8360902396429896,KOSPI,1차 철강 제조업,KG스틸
016380,2022,7,0.01837133330867835,0.8405559823396702,KOSPI,1차 철강 제조업,KG스틸
016380,2023,6,-0.043357734790106864,0.8057188939142034,KOSPI,1차 철강 제조업,KG스틸
016380,2024,5,-0.03495866963276054,0.6017049788141493,KOSPI,1차 철강 제조업,KG스틸
016380,2025,7,-0.015640066809395215,0.6416705382599357,KOSPI,1차 철강 제조업,KG스틸
016610,2023,1,0.0019171134616306654,,KOSPI,금융 지원 서비스업,DB증권
016610,2024,4,0.022390543220760454,,KOSPI,금융 지원 서비스업,DB증권
016610,2025,4,0.07854224447283262,,KOSPI,금융 지원 서비스업,DB증권
017670,2019,3,-0.07002973664708881,,KOSPI,전기 통신업,SK텔레콤
017670,2020,6,-0.09020272358354967,0.859850796720675,KOSPI,전기 통신업,SK텔레콤
017670,2021,6,-0.08450928766223408,0.4817277582460518,KOSPI,전기 통신업,SK텔레콤
017670,2022,6,-0.134516761102868,0.6916385240247435,KOSPI,전기 통신업,SK텔레콤
017670,2023,7,-0.1262073558527913,0.6921581594021412,KOSPI,전기 통신업,SK텔레콤
017670,2024,7,-0.12125705651157101,0.6396995513862291,KOSPI,전기 통신업,SK텔레콤
017670,2025,5,-0.11786862553114588,0.7238341609794838,KOSPI,전기 통신업,SK텔레콤
017800,2019,1,,,KOSPI,일반 목적용 기계 제조업,현대엘리베이터
017800,2020,5,,0.4942374380562659,KOSPI,일반 목적용 기계 제조업,현대엘리베이터
017800,2021,3,,0.587578386537729,KOSPI,일반 목적용 기계 제조업,현대엘리베이터
017800,2022,4,,0.5383203453634298,KOSPI,일반 목적용 기계 제조업,현대엘리베이터
017800,2023,7,0.07365962672266776,0.6017657950052966,KOSPI,일반 목적용 기계 제조업,현대엘리베이터
017800,2024,7,-0.01749372587208847,0.41963372463198095,KOSPI,일반 목적용 기계 제조업,현대엘리베이터
017800,2025,6,0.003682194472968185,0.4821487496436649,KOSPI,일반 목적용 기계 제조업,현대엘리베이터
017900,2019,3,-0.02568280333746313,,KOSPI,반도체 제조업,광전자
017900,2020,3,-0.08840814981657195,0.739176173556057,KOSPI,반도체 제조업,광전자
017900,2021,7,0.04928831264806362,0.8100255817346403,KOSPI,반도체 제조업,광전자
017900,2022,7,-0.017414801778923662,0.881719942963616,KOSPI,반도체 제조업,광전자
017900,2023,5,-0.07752288700398925,0.8500800033251826,KOSPI,반도체 제조업,광전자
017900,2024,7,-0.005091354105539756,0.8916854982712298,KOSPI,반도체 제조업,광전자
017900,2025,7,-0.01942601118798587,0.9159508545933042,KOSPI,반도체 제조업,광전자
017940,2019,2,-0.029790426512908634,,KOSPI,기타 전문 도매업,E1
017940,2020,6,-0.031825614535169175,0.5395477201461892,KOSPI,기타 전문 도매업,E1
017940,2021,6,0.021820857365317838,0.6922534604806305,KOSPI,기타 전문 도매업,E1
017940,2022,6,0.02764867360561554,0.6391336086752463,KOSPI,기타 전문 도매업,E1
017940,2023,6,-0.03675134755131109,0.5246422865896444,KOSPI,기타 전문 도매업,E1
017940,2024,5,0.05911632896597828,0.9128058160022756,KOSPI,기타 전문 도매업,E1
017940,2025,8,-0.01656271278400144,0.330905876113925,KOSPI,기타 전문 도매업,E1
017960,2019,1,0.04558294465697949,,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",한국카본
017960,2020,8,-0.025199263082934648,0.8480521077760105,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",한국카본
017960,2021,5,-0.02239082391188912,0.7428312913782926,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",한국카본
017960,2022,3,0.047937994245530455,0.7533040765489918,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",한국카본
017960,2023,3,-0.08829734034593793,0.7318194681259929,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",한국카본
017960,2024,7,-0.14814275630657991,0.5706860860004822,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",한국카본
017960,2025,9,-0.028564810996827162,0.6385584643968351,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",한국카본
018260,2019,3,-0.015888919128895295,,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스
018260,2020,7,-0.05750939985051129,0.6911332861404971,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스
018260,2021,6,-0.032979289596403234,0.7718532748537494,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스
018260,2022,7,-0.013368050639792062,0.7670092284260012,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스
018260,2023,7,-0.06164267759189821,0.6811562211491187,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스
018260,2024,7,-0.033882156670138656,0.7364773293122616,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스
018260,2025,7,-0.03126712070696262,0.7223642189473911,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스
018290,2019,1,0.050836313778167184,,KOSDAQ,기타 화학제품 제조업,브이티
018290,2020,1,0.011907647352530939,0.5717695387163075,KOSDAQ,기타 화학제품 제조업,브이티
018290,2021,8,-0.15067776165378985,0.6074841481137182,KOSDAQ,기타 화학제품 제조업,브이티
018290,2022,6,-0.1849338983359378,0.4268989788404751,KOSDAQ,기타 화학제품 제조업,브이티
018290,2023,7,0.0006196894989856082,0.4763174819131256,KOSDAQ,기타 화학제품 제조업,브이티
018290,2024,7,0.0468812337925964,0.8363964193967992,KOSDAQ,기타 화학제품 제조업,브이티
018290,2025,7,0.040952964769870544,0.4871426627379369,KOSDAQ,기타 화학제품 제조업,브이티
018670,2019,3,-0.037620177778457733,,KOSPI,기타 전문 도매업,SK가스
018670,2020,5,0.008195632391712657,0.7606497922588306,KOSPI,기타 전문 도매업,SK가스
018670,2021,4,0.12462620245321862,0.7817179863948847,KOSPI,기타 전문 도매업,SK가스
018670,2022,6,0.020066020373162165,0.7194069455079508,KOSPI,기타 전문 도매업,SK가스
018670,2023,7,-0.049480775355702625,0.7076977858966423,KOSPI,기타 전문 도매업,SK가스
018670,2024,4,-0.02593807355629242,0.8112846812133169,KOSPI,기타 전문 도매업,SK가스
018670,2025,7,-0.05462744961237886,0.7309402311750549,KOSPI,기타 전문 도매업,SK가스
018880,2019,3,-0.06435181222451021,,KOSPI,일반 목적용 기계 제조업,한온시스템
018880,2020,5,-0.08736721020598999,0.5314123829861883,KOSPI,일반 목적용 기계 제조업,한온시스템
018880,2021,7,-0.03954248327184679,0.5144453219379956,KOSPI,일반 목적용 기계 제조업,한온시스템
018880,2022,6,-0.03863894992099974,0.44312391382990557,KOSPI,일반 목적용 기계 제조업,한온시스템
018880,2023,6,-0.04959424905203717,0.5374018404205542,KOSPI,일반 목적용 기계 제조업,한온시스템
018880,2024,3,-0.08736606476057819,0.4586499646191675,KOSPI,일반 목적용 기계 제조업,한온시스템
018880,2025,6,-0.029508042035313427,0.5256595445360077,KOSPI,일반 목적용 기계 제조업,한온시스템
019170,2019,3,-0.0361656293924149,,KOSPI,의약품 제조업,신풍제약
019170,2020,6,-0.030464905077508757,0.9168042719879358,KOSPI,의약품 제조업,신풍제약
019170,2021,5,0.1493711336121297,0.6941620068597004,KOSPI,의약품 제조업,신풍제약
019170,2022,4,-0.024521068362541486,0.734726380559022,KOSPI,의약품 제조업,신풍제약
019170,2023,4,-0.09262060663450809,0.635894097973418,KOSPI,의약품 제조업,신풍제약
019170,2024,4,-0.0006392145515971846,0.6405978833422784,KOSPI,의약품 제조업,신풍제약
019170,2025,8,-0.02514992998087578,0.6960803851355192,KOSPI,의약품 제조업,신풍제약
019210,2019,3,-0.039902835960888706,,KOSDAQ,기타 금속 가공제품 제조업,와이지-원
019210,2020,3,-0.1300940747872175,0.4738580087646165,KOSDAQ,기타 금속 가공제품 제조업,와이지-원
019210,2021,8,-0.08161812055049192,0.49808724372437213,KOSDAQ,기타 금속 가공제품 제조업,와이지-원
019210,2022,8,0.021592313448229625,0.5224334605089724,KOSDAQ,기타 금속 가공제품 제조업,와이지-원
019210,2023,5,-0.01647959006748762,0.5287569737287713,KOSDAQ,기타 금속 가공제품 제조업,와이지-원
019210,2024,5,-0.031470984538695235,0.5214042340565556,KOSDAQ,기타 금속 가공제품 제조업,와이지-원
019210,2025,7,-0.01103302532811997,0.5017944550492154,KOSDAQ,기타 금속 가공제품 제조업,와이지-원
020000,2019,3,-0.03863981297830244,,KOSPI,봉제의복 제조업,한섬
020000,2020,5,-0.044837288097252556,0.8795747524295142,KOSPI,봉제의복 제조업,한섬
020000,2021,9,-0.03890591067493207,0.8644254372053338,KOSPI,봉제의복 제조업,한섬
020000,2022,7,0.031741713596526444,0.8543728930444355,KOSPI,봉제의복 제조업,한섬
020000,2023,3,0.015470172980649474,0.8629128343962262,KOSPI,봉제의복 제조업,한섬
020000,2024,5,-0.03363181689016444,0.848575139959737,KOSPI,봉제의복 제조업,한섬
020000,2025,8,-0.040312233700667416,0.8384884965232464,KOSPI,봉제의복 제조업,한섬
020150,2019,3,-0.0013530338142727226,,KOSPI,전자부품 제조업,롯데에너지머티리얼즈
020150,2020,6,-0.006239541021397602,0.8059934672479987,KOSPI,전자부품 제조업,롯데에너지머티리얼즈
020150,2021,4,0.018978180339369224,1.2677253550738246,KOSPI,전자부품 제조업,롯데에너지머티리얼즈
020150,2022,6,0.008282060970286043,1.1708287086398055,KOSPI,전자부품 제조업,롯데에너지머티리얼즈
020150,2023,3,0.018662225913889437,0.6202820508892559,KOSPI,전자부품 제조업,롯데에너지머티리얼즈
020150,2024,7,-0.025506143668617445,0.7297574019535046,KOSPI,전자부품 제조업,롯데에너지머티리얼즈
020150,2025,2,-0.07067417601854635,0.8331848323381696,KOSPI,전자부품 제조업,롯데에너지머티리얼즈
020560,2019,2,-0.10196493210861957,,KOSPI,항공 여객 운송업,아시아나항공
020560,2020,5,-0.0070379933225106096,0.5999532483588309,KOSPI,항공 여객 운송업,아시아나항공
020560,2021,6,-0.11656852140991338,0.5142326173000256,KOSPI,항공 여객 운송업,아시아나항공
020560,2022,8,-0.13605721700414536,0.5268006049382592,KOSPI,항공 여객 운송업,아시아나항공
020560,2023,6,-0.1045318429109659,0.5402121660906379,KOSPI,항공 여객 운송업,아시아나항공
020560,2024,4,-0.13913589379880437,0.5906501042902176,KOSPI,항공 여객 운송업,아시아나항공
020560,2025,4,-0.03523879563756666,0.5227978687668454,KOSPI,항공 여객 운송업,아시아나항공
021240,2019,3,-0.07252370669225484,,KOSPI,그외 기타 개인 서비스업,코웨이
021240,2020,9,-0.05220436577176175,0.523976534243462,KOSPI,그외 기타 개인 서비스업,코웨이
021240,2021,4,0.0353097498591044,0.8036663848487052,KOSPI,그외 기타 개인 서비스업,코웨이
021240,2022,4,0.06720099657918387,0.8206301703442701,KOSPI,그외 기타 개인 서비스업,코웨이
021240,2023,5,0.004547943125318957,0.7059844290126454,KOSPI,그외 기타 개인 서비스업,코웨이
021240,2024,5,0.04080719178991974,0.7739856029349002,KOSPI,그외 기타 개인 서비스업,코웨이
021240,2025,4,0.08313653947843266,0.7787324288880789,KOSPI,그외 기타 개인 서비스업,코웨이
022100,2019,3,-0.03576928242382725,,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",포스코DX
022100,2020,5,-0.08263329568835209,0.38299074720052284,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",포스코DX
022100,2021,2,0.058719857086567115,0.4990993242420248,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",포스코DX
022100,2022,5,0.05847124545356363,0.600410796427872,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",포스코DX
022100,2023,7,0.07901395923226334,0.47942763463831906,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",포스코DX
022100,2024,6,-0.010309115827523892,0.45880170397690323,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",포스코DX
022100,2025,6,-0.11185059119097106,0.3762553060851559,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",포스코DX
023160,2019,1,0.07900815927561036,,KOSDAQ,1차 철강 제조업,태광
023160,2020,5,-0.1151367435739738,0.7893020880942667,KOSDAQ,1차 철강 제조업,태광
023160,2021,6,-0.04494780305005846,0.940537427894099,KOSDAQ,1차 철강 제조업,태광
023160,2022,8,-0.01603142701968849,0.9784280375079829,KOSDAQ,1차 철강 제조업,태광
023160,2023,7,0.006056157399165341,0.9451336334365398,KOSDAQ,1차 철강 제조업,태광
023160,2024,6,-0.019859697008843522,0.9480730953595737,KOSDAQ,1차 철강 제조업,태광
023160,2025,5,0.06229450561707674,0.9881345177573858,KOSDAQ,1차 철강 제조업,태광
023530,2019,2,-0.07221294591379739,,KOSPI,종합 소매업,롯데쇼핑
023530,2020,5,-0.06629754961981124,0.6515886719854045,KOSPI,종합 소매업,롯데쇼핑
023530,2021,7,-0.06285612732124227,0.6711512417294734,KOSPI,종합 소매업,롯데쇼핑
023530,2022,6,-0.06139782716142893,0.576792695016041,KOSPI,종합 소매업,롯데쇼핑
