순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가,구분
1,45226K,한화갤러리아우,KOSPI,29.87,3565,179971895,50483,10354435550,Y,저유동주의
2,455900,엔젤로보틱스,KOSDAQ,29.87,20650,541112600,26204,317865057650,Y,저유동주의
3,008290,원풍물산,KOSDAQ,29.85,422,582944250,1480534,8586366058,Y,동전주
4,0039P0,매드업,KOSDAQ,29.82,5920,34213692425,6033135,111339808000,Y,실체급등
5,900300,오가닉티코스메틱,KOSDAQ,29.72,2025,1586790314,791537,15754696425,Y,저유동주의
6,484810,티엑스알로보틱스,KOSDAQ,24.62,13870,32100333275,2308742,214304191050,,실체급등
7,009620,삼보산업,KOSDAQ,22.15,987,1723796472,1842508,17245898376,,동전주
8,052460,아이크래프트,KOSDAQ,21.55,4400,14359528572,3344738,64274918400,,실체급등
9,058610,에스피지,KOSDAQ,20.29,81800,156131827450,2022473,1814108048000,,실체급등
10,459510,나우로보틱스,KOSDAQ,18.33,14200,12410202160,889217,184293024400,,실체급등
11,291810,핀텔,KOSDAQ,16.60,1215,6848482890,5438263,13812985080,,실체급등
