date,regime,kospi,ma200,gap,buyable,n_universe,n_candidate,picks,note
2026-08-21,상승장,6912.95,5928.34,1.1661,0,0,0,,하락장 아님 — 규칙상 매수 없음(안 산 것도 기록한다)
