순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,131760,파인텍,KOSDAQ,30.00,2340,3705074624,1673149,20325979440,Y
2,002787,진흥기업2우B,KOSPI,29.97,3795,197798800,57644,1118796360,Y
3,226330,신테카바이오,KOSDAQ,29.96,1835,2000437416,1139979,44514301625,Y
4,032685,소프트센우,KOSDAQ,29.93,9030,1191960,132,644398860,Y
5,044340,위닉스,KOSDAQ,29.93,4905,27749178898,6174907,87669149625,Y
6,069920,엑시온그룹,KOSDAQ,29.92,1207,625352904,568498,11220900847,Y
7,368600,아이씨에이치,KOSDAQ,29.90,795,775484862,1065778,20507354925,Y
8,354200,엔젠바이오,KOSDAQ,29.90,2585,7082105240,2902920,23101067055,Y
9,011155,CJ씨푸드1우,KOSPI,29.89,6780,209410280,31830,1356000000,Y
10,333430,일승,KOSDAQ,29.86,4110,7111670007,1780739,126286930170,Y
11,176750,듀켐바이오,KOSDAQ,29.84,7310,225308820,30822,208252543200,Y
12,004415,서울식품우,KOSPI,29.67,6600,385439580,61236,1468170000,Y
13,460930,현대힘스,KOSDAQ,22.50,15950,115385189950,7297537,566395202450,
14,032790,엠젠솔루션,KOSDAQ,16.02,1166,1075852841,923551,29943003596,
15,037070,파세코,KOSDAQ,15.23,6810,56778521020,8423582,136200000000,
16,002140,고려산업,KOSPI,13.04,2340,69267635423,29043767,58358254500,
17,002785,진흥기업우B,KOSPI,12.86,1659,58694865,37665,1422124662,
18,298000,효성화학,KOSPI,12.12,69400,10130307500,150316,263151683400,
19,203400,에이비온,KOSDAQ,12.12,805,965724340,1241286,72531549720,
20,047920,HLB제약,KOSDAQ,11.77,9020,17293452820,1823216,295850191120,
21,002070,비비안,KOSPI,11.72,7910,2989120135,365149,19018361040,
22,054540,삼영엠텍,KOSDAQ,11.01,7260,30603079000,4016034,94380000000,
23,078590,휴림에이텍,KOSDAQ,10.70,3725,18586527866,4515522,37219525775,
24,034940,조아제약,KOSDAQ,10.23,668,7283795314,10032337,20694524436,
25,006740,블루산업개발,KOSPI,10.19,973,1608008958,1541400,23098849725,
26,207940,삼성바이오로직스,KOSPI,10.08,1518000,297092783000,198056,70269663618000,
27,067770,세진티에스,KOSDAQ,9.94,1980,203990288,108745,16625254140,
28,021045,대호특수강우,KOSDAQ,9.47,2600,13047875,5612,2206079200,
29,285800,진영,KOSDAQ,9.09,960,10473371278,9826920,16778179200,
30,036630,세종텔레콤,KOSDAQ,8.95,7060,286880820,41600,70600000000,
31,900290,GRT,KOSDAQ,8.86,2580,6842961919,2430350,211044000000,
32,109820,진매트릭스,KOSDAQ,8.81,1594,259441255,160400,32507462160,
33,052460,아이크래프트,KOSDAQ,8.80,3400,3611501493,1062145,49666982400,
34,251970,펌텍코리아,KOSDAQ,8.64,44000,4206217300,95658,545600000000,
35,033560,블루콤,KOSDAQ,8.58,4620,429666330,94811,79002000000,
36,109740,디에스케이,KOSDAQ,8.55,5080,214029880,44413,130608781200,
