순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가,구분
1,148780,비큐AI,KOSDAQ,30.00,2990,402111380,135907,18804543550,Y,저유동주의
2,122350,삼기,KOSDAQ,30.00,1664,10866385761,7066550,63796808192,Y,실체급등
3,469750,아이비젼웍스,KOSDAQ,30.00,949,1351871368,1510616,32699200469,Y,동전주
4,304100,솔트룩스,KOSDAQ,29.97,17000,498066000,29298,214095535000,Y,저유동주의
5,419050,삼기에너지솔루션즈,KOSDAQ,29.96,1449,3883830571,2913682,82877351760,Y,저유동주의
6,239340,이스트에이드,KOSDAQ,29.95,755,228789046,304977,20369623670,Y,동전주
7,225190,LK삼양,KOSDAQ,29.94,703,1165182560,1684231,49539313320,Y,동전주
8,327260,RF머트리얼즈,KOSDAQ,29.93,29950,25441024425,902012,269404293250,Y,실체급등
9,084650,랩지노믹스,KOSDAQ,29.93,751,2938076890,4044855,55754232490,Y,동전주
10,001770,SHD,KOSPI,29.85,6830,174232500,27001,8297616740,Y,저유동주의
11,355390,크라우드웍스,KOSDAQ,29.83,2115,4604996101,2257808,33574237560,Y,저유동주의
12,226340,본느,KOSDAQ,29.82,2830,102460150,36205,23745069720,Y,저유동주의
13,163730,핑거,KOSDAQ,28.87,9820,2296555260,255944,117994340940,,저유동주의
14,115180,큐리언트,KOSDAQ,27.25,21900,11942729530,550038,821521581900,,실체급등
15,347700,스피어,KOSDAQ,23.14,19690,67779803885,3524813,1015046317780,,실체급등
16,119850,지엔씨에너지,KOSDAQ,21.90,51200,183600313575,3593699,842184140800,,실체급등
17,049080,기가레인,KOSDAQ,21.89,9020,29101946055,3223321,76564772680,,실체급등
18,290650,엘앤씨바이오,KOSDAQ,20.91,58700,27338449750,489895,1583121624800,,실체급등
19,174900,앱클론,KOSDAQ,20.73,26500,13219036625,499374,528731418500,,실체급등
20,475150,SK이터닉스,KOSPI,19.87,55800,724602585975,13147031,1900938823200,,실체급등
21,456160,지투지바이오,KOSDAQ,19.58,36650,11627776625,327758,609468462900,,실체급등
22,459550,알트,KOSDAQ,19.50,1783,60000903199,34734114,44968616863,,실체급등
23,475830,오름테라퓨틱,KOSDAQ,19.50,57900,17329452600,310331,1257564261000,,실체급등
24,388790,라이콤,KOSDAQ,19.43,3965,11208405639,2753793,121385144400,,실체급등
25,452280,한선엔지니어링,KOSDAQ,19.23,12460,4903565630,406705,239825968200,,저유동주의
26,301300,바이브컴퍼니,KOSDAQ,19.04,2470,1308926918,538464,32492138640,,저유동주의
27,310210,보로노이,KOSDAQ,18.84,137500,22538047350,170004,2535925287500,,실체급등
28,217590,티엠씨,KOSPI,18.64,12410,10918672295,903791,299009332250,,실체급등
29,476830,알지노믹스,KOSDAQ,18.64,31500,27052585500,856457,883746234000,,실체급등
30,006360,GS건설,KOSPI,18.56,28750,147995493325,5404957,2460467837500,,실체급등
31,052460,아이크래프트,KOSDAQ,18.11,6130,10669477815,1803526,89546647680,,실체급등
32,458870,씨어스,KOSDAQ,17.70,28600,8085032425,293186,1088508564000,,실체급등
33,181710,NHN,KOSPI,17.63,43700,16943918900,391882,1431312174300,,실체급등
34,078160,메디포스트,KOSDAQ,17.52,9860,2063075485,216800,386557385580,,저유동주의
35,127120,제이에스링크,KOSDAQ,17.50,32900,6817584450,229897,1143365738200,,실체급등
36,051160,지어소프트,KOSDAQ,17.34,9270,13092816805,1473398,143447966100,,실체급등
37,189330,씨이랩,KOSDAQ,17.23,11020,13946824615,1242006,103392769680,,실체급등
38,078600,대주전자재료,KOSDAQ,17.19,85200,62153510150,740906,1337992557600,,실체급등
39,488280,에스투더블유,KOSDAQ,16.98,11090,3723948260,346772,119810659740,,저유동주의
40,083650,비에이치아이,KOSDAQ,16.88,49850,30424737150,623133,1542577093750,,실체급등
41,053690,한미글로벌,KOSPI,16.51,18350,8413419425,471170,201071042500,,실체급등
42,295310,에이치브이엠,KOSDAQ,16.37,45500,23678854225,524789,548119435500,,실체급등
43,464580,닷밀,KOSDAQ,16.34,1673,184251955,113032,30793386897,,저유동주의
44,402030,코난테크놀로지,KOSDAQ,15.97,16700,4768658520,280554,209042049600,,저유동주의
45,430690,한싹,KOSDAQ,15.92,2330,707512376,302674,25386058320,,저유동주의
46,040350,크레오에스지,KOSDAQ,15.62,7330,1079931865,153583,145545916680,,저유동주의
47,300080,플리토,KOSDAQ,15.28,8600,1643165550,197743,141946878600,,저유동주의
48,0009K0,에임드바이오,KOSDAQ,15.24,24200,9443287200,392787,1565042096200,,실체급등
49,078590,휴림에이텍,KOSDAQ,15.21,3485,10517221337,2954658,34821489215,,실체급등
50,141080,리가켐바이오,KOSDAQ,15.20,109900,61336091400,570552,4068434038200,,실체급등
51,089230,THEEM,KOSDAQ,15.01,1747,1686625202,993635,67122105438,,저유동주의
