순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,950260,인제니아테라퓨틱스Reg.S,KOSDAQ,49.92,17990,715499657210,53136057,889508479930,
2,033340,좋은사람들,KOSDAQ,30.00,429,1258174823,2940334,41591789382,Y
3,047770,코데즈컴바인,KOSDAQ,30.00,3510,3344515985,953379,132827533020,Y
4,000040,KR모터스,KOSPI,29.98,1587,1662480840,1109955,27415482132,Y
5,069920,엑시온그룹,KOSDAQ,29.98,1045,814863527,816074,15041160475,Y
6,351870,차이커뮤니케이션,KOSDAQ,29.98,2350,481346522,222904,26227508700,Y
7,271830,팸텍,KOSDAQ,29.96,1336,2201197840,1697600,39398909872,Y
8,001770,SHD,KOSPI,29.94,12630,66774810,5287,15343909140,Y
9,079190,케스피온,KOSDAQ,29.94,1966,2562475932,1374539,18851734148,Y
10,006660,삼성공조,KOSPI,29.92,15110,44931158105,3215226,122788604540,Y
11,465770,STX그린로지스,KOSPI,29.91,3670,14811110270,4424291,26491454600,Y
12,098120,마이크로컨텍솔,KOSDAQ,29.90,37800,41362986350,1095998,314222554800,Y
13,019010,베뉴지,KOSDAQ,29.82,5550,26664895336,5315498,267510000000,Y
14,014990,인디에프,KOSPI,29.81,2395,515072340,216703,35979124605,Y
15,005320,온타이드,KOSPI,25.14,896,1114373206,1270120,30632309120,
16,387690,레메디,KOSDAQ,22.76,13590,86020430465,6534184,103634499690,
17,007110,일신석재,KOSPI,22.24,698,11155071394,15614972,54064713780,
18,475560,더본코리아,KOSPI,21.84,19360,14700725310,756089,287069499200,
19,255440,야스,KOSDAQ,21.81,8490,8844387440,1095332,110862420000,
20,179530,애드바이오텍,KOSDAQ,19.05,2500,1951239209,774071,67375747500,
21,217190,제너셈,KOSDAQ,18.50,7110,15380714510,2063789,93523240710,
22,061970,LB세미콘,KOSDAQ,18.15,5500,15790659761,2940336,319456533000,
23,377450,리파인,KOSDAQ,17.89,16010,28115956165,1746144,277453300000,
24,011390,부산산업,KOSPI,17.52,48300,6313073925,124271,51004800000,
25,064290,인텍플러스,KOSDAQ,17.31,36250,28862541150,811307,469712202500,
26,312610,에이에프더블류,KOSDAQ,16.81,410,297656521,744722,8305324080,
27,026040,제이에스티나,KOSDAQ,16.40,2165,9839629781,4325425,35730705350,
28,067170,오텍,KOSDAQ,15.79,2640,4598452409,1832996,72493824480,
29,177350,베셀,KOSDAQ,15.32,1603,1743052320,1069648,15895109153,
30,115480,씨유메디칼,KOSDAQ,15.20,2220,579990921,264779,26917302420,
31,003010,혜인,KOSPI,14.34,11080,41125010120,3737124,140857236760,
32,045390,대아티아이,KOSDAQ,13.99,3015,31595756414,9935609,212477231655,
33,199480,뱅크웨어글로벌,KOSDAQ,13.92,4010,1493103787,361857,40888317880,
34,025980,아난티,KOSDAQ,13.92,4500,102452620991,21077769,437854455000,
35,0015N0,아로마티카,KOSDAQ,13.57,9710,13753099245,1413613,122121912620,
36,083310,엘오티베큠,KOSDAQ,13.39,10330,4451720220,423220,183977640890,
37,040160,누리플렉스,KOSDAQ,13.15,6280,815190115,124968,75708759800,
38,308100,형지글로벌,KOSDAQ,12.97,453,1914762682,3989668,11696459094,
39,003280,흥아해운,KOSPI,12.90,1934,88435849530,46603154,464981754666,
40,018620,우진비앤지,KOSDAQ,12.70,2885,307288214,110558,20001653070,
41,011090,에넥스,KOSPI,12.65,1710,1412159917,853606,20275562340,
42,115570,스타플렉스,KOSDAQ,11.60,2405,101372307,43789,19202741740,
43,106190,하이텍팜,KOSDAQ,11.57,13110,1248106390,95794,139400898030,
44,036200,유니셈,KOSDAQ,11.30,9750,7416429450,768859,298976174250,
45,000850,화천기공,KOSPI,11.27,38000,3534314500,94440,83600000000,
46,006570,대림통상,KOSPI,11.08,2065,667354684,335345,31439625000,
47,077500,유니퀘스트,KOSPI,11.03,7550,5289747105,683892,163080770100,
48,014160,대영포장,KOSPI,10.64,780,2325364018,3058817,84547748220,
49,303030,지니틱스,KOSDAQ,10.35,1876,234972831,132088,17179424976,
50,296640,이노에이엑스,KOSDAQ,10.20,6480,701500755,111741,33555072960,
51,115530,씨엔플러스,KOSDAQ,9.89,3055,197021835,65950,26218178025,
52,004835,덕성우,KOSPI,9.84,4465,2053845778,418610,6215280000,
53,006110,삼아알미늄,KOSPI,9.64,58000,20787407700,358597,877160390000,
54,049120,파인디앤씨,KOSDAQ,9.61,2510,1749482209,630498,26610174130,
55,001450,현대해상,KOSPI,9.59,49700,69873933425,1420502,4236838025000,
56,179900,유티아이,KOSDAQ,9.55,3040,6601947924,2091749,60162852480,
57,113810,디젠스,KOSDAQ,9.39,2795,200525086,74862,18239079950,
