code,name,mkt,price,ma60,ma240,gap,gap_prev,conv,slope240,slope60,stay,px_ma60,px_ma240,dd5,atr,atr_pct,amt20,sig10,sector
011200,HMM,KOSPI,20950,19885.0,20687.416666666668,-0.03878766883250295,-0.04301932792565655,True,-0.017479632161889858,-0.013135039454747033,110,0.05355795825999499,0.012692901079158325,-0.5711361310133061,948.5,0.045274463007159906,30053546303.0,0,해상 운송업
138040,메리츠금융지주,KOSPI,124000,110381.66666666667,114207.91666666667,-0.033502493624566254,-0.03580634458821419,True,-0.0006635530714850235,0.0017242683203508857,48,0.1233749565900133,0.08573909426885895,-0.1722296395193591,5705.0,0.04600806451612903,34311871455.0,0,기타 금융업
081660,미스토홀딩스,KOSPI,45150,41713.333333333336,42454.375,-0.017455012979620266,-0.033158778381835674,True,0.018253317876558928,0.03479213610898646,37,0.08238772574716302,0.06349463394526467,-0.23989898989898994,2975.0,0.06589147286821706,7480776625.0,0,생활용품 도매업
000240,한국앤컴퍼니,KOSPI,24950,24789.166666666668,25324.166666666668,-0.021126065352594647,-0.024284818688751764,True,0.0027056455604317353,0.0059517770788948265,35,0.006488049215046754,-0.014775083089275776,-0.3155006858710563,1260.0,0.05050100200400802,2413806042.5,0,기타 금융업
145020,휴젤,KOSDAQ,232500,251283.33333333334,261114.58333333334,-0.03765109506522524,-0.045374935382573756,True,-0.032976105054432936,-0.025151946204577724,21,-0.07474961862439478,-0.10958630869270358,-0.4068877551020408,15425.0,0.06634408602150538,11170395025.0,0,기초 의약물질 제조업
