순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,015260,에이엔피,KOSPI,30.00,312,2145013573,7123445,14700470928,Y
2,090150,아이윈,KOSDAQ,30.00,6760,2016276000,315310,28307696040,Y
3,064550,바이오니아,KOSDAQ,29.99,9190,11439773595,1305476,237196574290,Y
4,206560,덱스터,KOSDAQ,29.94,1046,1464909704,1431526,26580675856,Y
5,457370,한켐,KOSDAQ,29.94,10200,41874056065,4503181,82284766800,Y
6,001770,SHD,KOSPI,29.93,16410,9652529870,606627,19936147980,Y
7,014990,인디에프,KOSPI,29.85,3110,7529405131,2467911,46720282890,Y
8,033340,좋은사람들,KOSDAQ,29.84,557,996883509,1789737,54001460806,Y
9,126640,화신정공,KOSDAQ,29.79,5380,58876371476,11779276,188600795800,Y
10,025980,아난티,KOSDAQ,18.89,5350,250795539028,47345977,520560296500,
11,321370,센서뷰,KOSDAQ,18.75,1558,29570507649,19289614,80493923548,
12,082800,비보존제약,KOSDAQ,18.36,3320,28988946893,8354027,201589291120,
13,001550,조비,KOSPI,17.74,12410,51163633700,4047243,64435685990,
14,153890,져스텍,KOSDAQ,17.68,13910,61273865345,4455601,167619742550,
15,101730,위메이드맥스,KOSDAQ,17.58,4815,22717224507,4829615,403512822090,
16,064800,포니링크,KOSDAQ,16.95,2725,1002407228,378352,69654975775,
17,094940,푸른로보틱스,KOSDAQ,15.97,7770,25598213340,3326012,64967969220,
18,351320,넥사다이내믹스,KOSDAQ,14.40,1168,213306789,194295,34688013856,
19,011390,부산산업,KOSPI,14.29,55200,11056319300,199475,58291200000,
20,038680,에스넷,KOSDAQ,13.83,4280,10412550823,2409069,85226107760,
21,082920,비츠로셀,KOSDAQ,13.75,34750,22707729575,685601,1568596825750,
22,121440,골프존홀딩스,KOSDAQ,13.33,7990,3837157625,495401,342266175820,
23,275630,에스에스알,KOSDAQ,12.45,4290,483257493,115981,22538836320,
24,067010,이씨에스,KOSDAQ,11.50,2375,883283404,380042,25860187500,
25,372800,아이티아이즈,KOSDAQ,11.19,3180,64154030,21472,22378261020,
26,179900,유티아이,KOSDAQ,11.02,3375,2800329795,872143,66792640500,
27,196700,웹스,KOSDAQ,10.99,1414,1305733274,912893,20310899616,
28,045390,대아티아이,KOSDAQ,10.61,3335,54136860433,15868092,235028712295,
29,024840,KBI메탈,KOSDAQ,10.13,5980,81326444125,13420323,258096130240,
30,336260,두산퓨얼셀,KOSPI,9.94,39800,58425451775,1509662,2606650294800,
31,291650,츌립앤사이언스,KOSDAQ,9.73,1838,70684429,41628,56095063398,
32,098120,마이크로컨텍솔,KOSDAQ,9.66,41450,51116015175,1277988,344564150700,
33,076610,해성옵틱스,KOSDAQ,9.19,1545,10859431660,6879179,91519898100,
34,126730,코칩,KOSDAQ,8.95,20200,45147279110,2200130,177156545200,
35,036800,나이스정보통신,KOSDAQ,8.94,6700,4084624425,614084,304850000000,
36,215600,신라젠,KOSDAQ,8.04,2285,26202203815,10388788,316594893740,
37,469610,이노테크,KOSDAQ,7.96,17500,10155949890,601303,156500750000,
38,317400,자이에스앤디,KOSPI,7.92,10900,25453005445,2422919,422729468000,
39,006370,대구백화점,KOSPI,7.91,4845,373186790,77215,52430705295,
