code,date,foreign_net,inst_net
009150,2020-11-30,148227602000.0,-23274986000.0
009150,2020-12-30,67859196500.0,30929162500.0
009150,2021-01-29,96586628500.0,-272768100000.0
009150,2021-02-26,-78775379000.0,-118553990000.0
009150,2021-03-31,4672326000.0,-150503682000.0
009150,2021-04-30,-12568978500.0,-206757788500.0
009150,2021-05-31,-427431383000.0,-141722600000.0
009150,2021-06-30,-300735000.0,43340808000.0
009150,2021-07-30,127371242500.0,181924519500.0
009150,2021-08-31,30743785000.0,17719132500.0
009150,2021-09-30,46794220000.0,-12966427500.0
009150,2021-10-29,-252826543500.0,-105657786000.0
009150,2021-11-30,-1300212500.0,106741930000.0
009150,2021-12-30,25316062500.0,343017990000.0
009150,2022-01-28,-126906585500.0,-47119487000.0
009150,2022-02-28,-45294500500.0,-113412936500.0
009150,2022-03-31,-79974471000.0,-166650724000.0
009150,2022-04-29,-125826986500.0,4415891500.0
009150,2022-05-31,-88077359500.0,-45785495500.0
009150,2022-06-30,-135523280500.0,-90028906500.0
009150,2022-07-29,-42801177000.0,84893719000.0
009150,2022-08-31,31589462500.0,-93625157500.0
009150,2022-09-30,-8264996500.0,-57696760000.0
009150,2022-10-31,54335222500.0,15656653500.0
009150,2022-11-30,201410487000.0,13947454500.0
009150,2022-12-29,59505431500.0,45529998000.0
009150,2023-01-31,126251375300.0,60663194700.0
009150,2023-02-28,23438301600.0,36526461400.0
009150,2023-03-31,-53636951300.0,173093501600.0
009150,2023-04-28,10340481800.0,-62340481800.0
009150,2023-05-31,96570152700.0,-52291640500.0
009150,2023-06-30,30346103500.0,317660900.0
009150,2023-07-31,68184695600.0,57475698500.0
009150,2023-08-31,-71227000100.0,-34448297600.0
009150,2023-09-27,-7671471800.0,41201465900.0
009150,2023-10-31,7271663200.0,21822406400.0
009150,2023-11-30,-12921018100.0,148833941900.0
009150,2023-12-28,3089669300.0,114059673100.0
009150,2024-01-31,-27907573600.0,-55510233500.0
009150,2024-02-29,-20319414400.0,-100036439200.0
009150,2024-03-29,19450461600.0,44889295800.0
009150,2024-04-30,40122992600.0,87304057300.0
009150,2024-05-31,23287821200.0,32517641900.0
009150,2024-06-28,112204922000.0,-152173678900.0
009150,2024-07-31,223699623600.0,-38399912700.0
009150,2024-08-30,-41744526400.0,-44540431100.0
009150,2024-09-30,-54015468600.0,-71198553800.0
009150,2024-10-31,-48190762000.0,-76572665400.0
009150,2024-11-29,-44238385700.0,-6458867500.0
009150,2024-12-30,-31936846900.0,172074869900.0
009150,2025-01-31,-38462990300.0,45102017100.0
009150,2025-02-28,33286626700.0,65394299500.0
009150,2025-03-31,5594302950.0,-11083774250.0
009150,2025-04-30,-63991277200.0,-108231709400.0
009150,2025-05-30,39873237750.0,-8413554650.0
009150,2025-06-30,33304647600.0,-35248283100.0
009150,2025-07-31,188000014050.0,20100304350.0
009150,2025-08-29,137944468200.0,72805864850.0
009150,2025-09-30,316609305800.0,65577181950.0
009150,2025-10-31,210173142650.0,53216452550.0
009150,2025-11-28,-80588118000.0,128958842250.0
009150,2025-12-30,-86925148500.0,36271783500.0
009150,2026-01-30,173212492750.0,-173238149500.0
009150,2026-02-27,134575645250.0,21035221000.0
009150,2026-03-31,-204156408000.0,-19730053250.0
009150,2026-04-30,303743527250.0,-140154901750.0
009150,2026-05-29,-538918065000.0,577015937000.0
009150,2026-06-12,-218100661000.0,-1117542537000.0
373220,2022-01-28,-1886641437000.0,3162364465000.0
373220,2022-02-28,-429644010500.0,377986703000.0
373220,2022-03-31,-628958052500.0,558492669000.0
373220,2022-04-29,-37121151000.0,278778855500.0
373220,2022-05-31,287744338000.0,63312778500.0
373220,2022-06-30,-61293960000.0,-8992162000.0
373220,2022-07-29,466069731500.0,-93144860500.0
373220,2022-08-31,578767790500.0,-120058592000.0
373220,2022-09-30,182874591500.0,137241146000.0
373220,2022-10-31,439347393500.0,114847837500.0
373220,2022-11-30,825962377000.0,-521108096000.0
373220,2022-12-29,-48429181500.0,-352882235000.0
373220,2023-01-31,113467746500.0,142373863500.0
373220,2023-02-28,26109195000.0,10580973000.0
373220,2023-03-31,68102126000.0,272071829000.0
373220,2023-04-28,134767997000.0,-145572489000.0
373220,2023-05-31,151907010000.0,12756769000.0
373220,2023-06-30,-87112432000.0,-189575908000.0
373220,2023-07-31,-342551030000.0,-34244119000.0
373220,2023-08-31,75585911000.0,-37973083000.0
373220,2023-09-27,-351356692000.0,-2504237500.0
373220,2023-10-31,-556119898000.0,127122709500.0
373220,2023-11-30,19915282000.0,79338111000.0
373220,2023-12-28,44544843500.0,-272182555500.0
373220,2024-01-31,14359732500.0,-170495064500.0
373220,2024-02-29,92016225000.0,-41106257000.0
373220,2024-03-29,-59554925500.0,43515302500.0
373220,2024-04-30,-136269779000.0,15021643500.0
373220,2024-05-31,-109172654500.0,-136284120000.0
373220,2024-06-28,3282351500.0,-103398349500.0
373220,2024-07-31,-44880148000.0,90898044500.0
373220,2024-08-30,198921078500.0,138842484000.0
373220,2024-09-30,112605937000.0,256254651000.0
373220,2024-10-31,32593481500.0,11603974000.0
373220,2024-11-29,4081497000.0,126110089000.0
373220,2024-12-30,69028799500.0,-125340964500.0
373220,2025-01-31,-44535416500.0,70842196500.0
373220,2025-02-28,35217518000.0,63591556000.0
373220,2025-03-31,-139777752250.0,27117078750.0
373220,2025-04-30,-276767127250.0,209102846000.0
373220,2025-05-30,-218526399750.0,-117484691500.0
373220,2025-06-30,30041949750.0,-7081838750.0
373220,2025-07-31,-29694716500.0,559611604000.0
373220,2025-08-29,31780818250.0,36680941750.0
373220,2025-09-30,-103313898000.0,4961338750.0
373220,2025-10-31,249604637000.0,375810375750.0
