순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,45226K,한화갤러리아우,KOSPI,29.87,3565,179971895,50483,10354435550,Y
2,455900,엔젤로보틱스,KOSDAQ,29.87,20650,541112600,26204,317865057650,Y
3,008290,원풍물산,KOSDAQ,29.85,422,582944250,1480534,8586366058,Y
4,0039P0,매드업,KOSDAQ,29.82,5920,34213692425,6033135,111339808000,Y
5,900300,오가닉티코스메틱,KOSDAQ,29.72,2025,1586790314,791537,15754696425,Y
6,484810,티엑스알로보틱스,KOSDAQ,24.62,13870,32100333275,2308742,214304191050,
7,009620,삼보산업,KOSDAQ,22.15,987,1723796472,1842508,17245898376,
8,052460,아이크래프트,KOSDAQ,21.55,4400,14359528572,3344738,64274918400,
9,058610,에스피지,KOSDAQ,20.29,81800,156131827450,2022473,1814108048000,
10,459510,나우로보틱스,KOSDAQ,18.33,14200,12410202160,889217,184293024400,
11,291810,핀텔,KOSDAQ,16.60,1215,6848482890,5438263,13812985080,
12,018620,우진비앤지,KOSDAQ,14.29,2880,390303372,143905,19966988160,
13,066430,아이로보틱스,KOSDAQ,12.71,2040,34338929665,15761651,79873091040,
14,319400,현대무벡스,KOSDAQ,12.47,23450,171276569200,7493601,2611768114550,
15,365590,하이딥,KOSDAQ,12.20,920,5565677345,5500563,33869386000,
16,039830,오로라,KOSDAQ,11.76,19570,7889687350,397748,210629757300,
17,437730,삼현,KOSDAQ,11.75,34250,18149472925,554290,1085984169750,
18,270660,에브리봇,KOSDAQ,11.10,12410,6221885155,502935,157490135030,
19,448900,한국피아이엠,KOSDAQ,8.77,55800,16660853450,309405,338954700600,
20,099440,스맥,KOSDAQ,8.72,3490,3868841101,1194474,238169445060,
21,303030,지니틱스,KOSDAQ,7.83,1805,283425069,160784,16529244180,
22,051360,토비스,KOSDAQ,7.28,9280,1746624630,186409,89474679040,
23,246710,티앤알바이오팹,KOSDAQ,7.22,2525,2362787718,930448,120352872600,
24,005320,온타이드,KOSPI,7.02,701,112396235,165912,23965679345,
25,317770,엑스페릭스,KOSDAQ,6.60,2665,3115413063,1159628,97656643760,
26,000040,KR모터스,KOSPI,6.40,1114,155007719,142573,19244390104,
27,123330,제닉,KOSDAQ,6.33,24350,12094052500,481818,194037358000,
28,365660,레몬헬스케어,KOSDAQ,6.19,4120,29111515935,6529998,55008423080,
29,064260,다날,KOSDAQ,6.14,4410,91867627944,19987820,333596465370,
30,069920,엑시온그룹,KOSDAQ,6.02,1304,1862254240,1419819,12122663384,
31,027740,마니커,KOSPI,5.73,1033,581974654,565412,32803549262,
32,032790,엠젠솔루션,KOSDAQ,5.73,1089,164074826,152483,27965635434,
33,493330,지에프아이,KOSDAQ,5.61,9230,104509070,12013,72358704990,
34,439960,코스모로보틱스,KOSDAQ,5.29,15920,155811807240,9351400,516613965920,
35,362320,청담글로벌,KOSDAQ,5.26,4900,630855342,140578,103641321000,
36,024060,흥구석유,KOSDAQ,5.21,10510,72424333670,6696014,157650000000,
37,000155,두산우,KOSPI,5.14,389000,16672090750,43726,1554623718000,
38,465770,STX그린로지스,KOSPI,5.10,2575,10443544897,3753064,18587328500,
39,251970,펌텍코리아,KOSDAQ,5.05,49950,5445883525,111807,619380000000,
40,275630,에스에스알,KOSDAQ,5.01,3665,56783535,15845,19255206320,
41,021820,세원정공,KOSPI,4.93,10000,236162500,25314,100000000000,
42,099390,브레인즈컴퍼니,KOSDAQ,4.92,3095,354103770,113846,25404635885,
43,075180,새론오토모티브,KOSPI,4.84,2925,78063640,27830,56160000000,
44,001000,신라섬유,KOSDAQ,4.81,610,339333199,566578,14809299400,
45,042040,케이피엠테크,KOSDAQ,4.50,3950,237770502,58984,34250414450,
46,018470,조일알미늄,KOSPI,4.44,1034,5720956663,5480480,130937199514,
47,091970,LSK아이로봇,KOSDAQ,4.40,4150,536946852,133945,31269337000,
48,027580,상보,KOSDAQ,4.40,1447,48582819,35148,17127060985,
49,214450,파마리서치,KOSDAQ,4.13,391000,174306645750,452461,4062352368000,
50,475660,에스켐,KOSDAQ,3.99,3130,99508810,31935,24820383550,
51,001810,무림SP,KOSDAQ,3.95,1158,38045959,33749,25635225000,
