code,name,sector,유형,테마,테마태그,밸류,등급,품질,mcap,급락1,급락2,2일누적,핵심선,핵심선거리,지지,근접,겹침,고점5년比,이격MA240,이격MA60,오늘아래꼬리,거래대금20,고점매도신호,종가
006260,LS,기타 금융업,B,기타,,,C,1,9890400000000,-0.03056768558951961,-0.058558558558558516,-0.08733624454148459,월10,0.047339057227808734,,월10,1,-0.48096026490066224,0.14143197830004905,-0.1220126960418223,0.011164274322169059,54431199475.0,0,313500.0
011070,LG이노텍,전자부품 제조업,B,반도체체인,반도체체인,,C,1,13064243064000,-0.04739336492891,-0.026533996683250405,-0.0726698262243286,월10,0.07146116637765809,,월10,1,-0.6717002237136465,0.34644865565397565,-0.30874762026260527,0.005110732538330494,152370920550.0,0,587000.0
