rank,code,name,industry,board,mcap_억,score,grade,growth,quality,momentum,rev_yoy,roa,mom_12_1
168,107640,한중엔시에스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",기술성장기업부,4237.9,35.19,D,34.3,30.3,49.5,-0.011244138385513636,0.01928475469194386,1.0585
169,056190,에스에프에이,특수 목적용 기계 제조업,우량기업부,9551.7,35.13,D,31.5,46.1,21.6,-0.20261018638410377,0.02303451720510517,0.1338
170,389470,인벤티지랩,자연과학 및 공학 연구개발업,기술성장기업부,6613.9,34.95,D,43.1,22.7,36.3,0.6482918295105395,-0.14380355485317983,0.5906
171,089010,켐트로닉스,기타 화학제품 제조업,우량기업부,5592.8,34.9,D,38.6,29.3,35.8,0.10824359773345527,0.017210153956237838,0.5488
172,045100,한양이엔지,"건축기술, 엔지니어링 및 관련 기술 서비스업",우량기업부,5250.0,34.77,D,31.5,36.2,42.1,-0.05741564374214181,0.04512203297345676,0.7
173,388720,유일로보틱스,특수 목적용 기계 제조업,벤처기업부,12818.1,34.62,D,28.7,50.4,17.4,0.04972870246762362,-0.2279619969109326,0.0443
174,456160,지투지바이오,의약품 제조업,기술성장기업부,8884.9,34.5,D,32.0,31.4,50.0,-0.4497933699472392,-0.17841341413225306,
175,064260,다날,소프트웨어 개발 및 공급업,중견기업부,4364.7,34.06,D,31.3,44.4,18.9,-0.13627630279839698,-0.09213995917244244,0.0883
176,044490,태웅,기타 금속 가공제품 제조업,우량기업부,6632.4,32.97,D,29.1,43.8,20.5,-0.09492166340180863,0.006685316687402764,0.1225
177,007390,네이처셀,기초 의약물질 제조업,중견기업부,19813.8,32.76,D,15.3,63.4,19.5,-0.3587346920464235,-0.03798009978988257,0.0916
178,041190,우리기술투자,기타 금융업,우량기업부,5023.2,31.93,D,22.5,55.5,8.4,-0.15284270751545403,0.11748082876978035,-0.3049
179,122640,예스티,특수 목적용 기계 제조업,벤처기업부,5429.6,31.79,D,27.3,35.8,37.4,-0.13026877384694213,0.002940280620751505,0.6053
180,278280,천보,기초 화학물질 제조업,중견기업부,5414.3,31.19,D,26.9,39.4,26.3,-0.07634284923637735,-0.07064318121644789,0.2312
181,393890,더블유씨피,일차전지 및 이차전지 제조업,기술성장기업부,4907.3,30.72,D,23.1,31.8,53.7,-0.6559387426826622,-0.08330562645884533,1.2011
182,137400,피엔티,특수 목적용 기계 제조업,우량기업부,10175.2,30.54,D,28.7,32.0,33.2,-0.28035656647538343,0.04046067514640185,0.5008
183,383310,에코프로에이치엔,기타 화학제품 제조업,우량기업부,6428.8,30.0,D,21.1,43.4,28.4,-0.3984782875812056,0.02880885271116348,0.2941
184,348370,엔켐,기초 화학물질 제조업,중견기업부,7592.2,29.03,F,34.0,31.9,5.8,-0.1446904455649105,-0.06371460522597902,-0.3721
185,035890,서희건설,건물 건설업,중견기업부,4894.9,28.81,F,24.7,43.7,7.9,-0.25344347256776956,0.07426491120631805,-0.326
186,048410,현대바이오,기타 화학제품 제조업,중견기업부,10924.4,28.76,F,9.5,42.2,61.6,-0.7662881530230958,-0.16925629469673661,1.6206
187,348210,넥스틴,특수 목적용 기계 제조업,우량기업부,6537.7,28.49,F,15.4,46.8,29.5,-0.41158635087037443,-0.01187075317812421,0.3294
188,056080,유진로봇,특수 목적용 기계 제조업,중견기업부,7840.0,28.44,F,21.2,31.3,45.8,0.0826240189052585,-0.12983411112024523,0.7564
189,089030,테크윙,특수 목적용 기계 제조업,중견기업부,18119.2,27.19,F,20.3,34.8,32.6,-0.1421981289724119,0.014196205802748245,0.4948
190,399720,가온칩스,반도체 제조업,벤처기업부,6310.1,26.76,F,25.0,29.0,27.4,-0.28999108931823403,-0.09019560743192895,0.269
191,161580,필옵틱스,특수 목적용 기계 제조업,중견기업부,9892.6,26.3,F,20.0,36.9,22.6,-0.7482539893733365,-0.06891972510716368,0.1442
192,323280,태성,특수 목적용 기계 제조업,중견기업부,15849.2,23.94,F,6.4,37.8,50.0,-0.36061986633167853,-0.014705176421448234,1.1183
193,204270,제이앤티씨,전자부품 제조업,중견기업부,10910.2,22.5,F,15.3,32.4,23.2,-0.3205468804807209,-0.16706426378800687,0.147
