출발일,code,name,유형,등급,국면,시장낙폭,당시종가,2일누적,핵심선,카드수익,청산,경과일,40일수익,시총,창완결_126,기준_카드,S25_T10_be,S25_T12_be,S25_T20_be,S25_구조,S25_구조be,S50_T10_be,S50_T12_be,S50_T20_be,S50_구조,S50_구조be,S75_T10_be,S75_T12_be,S75_T20_be,S75_구조,S75_구조be
2026-07-30,127120,제이에스링크,A,B,실행,-37.8,28150.0,-12.6,일240,2.8,진행중,1,,1157266841400,False,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033,0.02841918294849033
2026-07-30,017900,광전자,A,A,실행,-37.8,4380.0,-14.5,일240,8.4,목표,1,,328541136210,False,0.08447488584474883,0.15981735159817356,0.15981735159817356,0.15981735159817356,0.15981735159817356,0.15981735159817356,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.13470319634703198,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.1095890410958904
2026-07-30,031980,피에스케이홀딩스,A,C,실행,-37.8,76100.0,-19.2,일240,11.9,목표,1,,2404207042500,False,0.11892247043364002,0.2435939553219449,0.2435939553219449,0.2435939553219449,0.2435939553219449,0.2435939553219449,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.20203679369250993,0.16047963206307497,0.16047963206307497,0.16047963206307497,0.16047963206307497,0.16047963206307497
2026-07-30,353200,대덕전자,A,B,실행,-37.8,73500.0,-19.5,일240,12.1,목표,1,,5406211595000,False,0.1210884353741497,0.2680272108843537,0.2680272108843537,0.2680272108843537,0.2680272108843537,0.2680272108843537,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.21904761904761905,0.17006802721088438,0.17006802721088438,0.17006802721088438,0.17006802721088438,0.17006802721088438
2026-07-30,047040,대우건설,A,B,실행,-37.8,11180.0,-16.8,일240,10.1,목표,1,,6237577944840,False,0.10062611806797861,0.1324910554561718,0.1324910554561718,0.1324910554561718,0.1324910554561718,0.1324910554561718,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.1218694096601074,0.111247763864043,0.111247763864043,0.111247763864043,0.111247763864043,0.111247763864043
2026-07-30,010170,대한광통신,A,C,실행,-37.8,7150.0,-15.4,월10,9.1,목표,1,,1514430328400,False,0.09090909090909083,0.16748251748251752,0.16748251748251752,0.16748251748251752,0.16748251748251752,0.16748251748251752,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.14195804195804196,0.1164335664335664,0.1164335664335664,0.1164335664335664,0.1164335664335664,0.1164335664335664
2026-07-29,066575,LG전자우,A,A,실행,-37.9,53000.0,-14.7,주60주,8.6,목표,2,,1066958667900,False,0.08584905660377351,0.10778301886792457,0.10778301886792457,0.10778301886792457,0.10778301886792457,0.10778301886792457,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.10047169811320755,0.09316037735849053,0.09316037735849053,0.09316037735849053,0.09316037735849053,0.09316037735849053
2026-07-29,322000,HD현대에너지솔루션,A,B,실행,-37.9,99500.0,-26.2,일240,12.7,진행중,2,,1509760000000,False,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574,0.12663316582914574
2026-07-29,240810,원익IPS,A,A,실행,-37.9,83200.0,-21.5,주60주,-5.6,손절,1,,5202893506000,False,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586,-0.056118289262820586
2026-07-29,016360,삼성증권,A,B,실행,-37.9,87900.0,-13.3,주60주,7.7,목표,1,,9055020000000,False,0.07679180887372006,0.12073378839590448,0.12073378839590448,0.12073378839590448,0.12073378839590448,0.12073378839590448,0.10608646188850968,0.10608646188850968,0.10608646188850968,0.10608646188850968,0.10608646188850968,0.09143913538111487,0.09143913538111487,0.09143913538111487,0.09143913538111487,0.09143913538111487
2026-07-29,005380,현대차,A,C,실행,-37.9,353500.0,-12.3,주60주,7.0,목표,2,,82517379698000,False,0.07001414427157004,0.09070014144271565,0.09070014144271565,0.09070014144271565,0.09070014144271565,0.09070014144271565,0.08380480905233378,0.08380480905233378,0.08380480905233378,0.08380480905233378,0.08380480905233378,0.07690947666195191,0.07690947666195191,0.07690947666195191,0.07690947666195191,0.07690947666195191
2026-07-29,011070,LG이노텍,B,C,실행,-37.9,458000.0,-25.4,월10,12.2,진행중,2,,14531603698000,False,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867,0.12227074235807867
2026-07-29,004800,효성,A,C,실행,-37.9,122400.0,-19.5,주60주,12.1,목표,2,,2546215904700,False,0.12132352941176472,0.16574754901960786,0.16574754901960786,0.16574754901960786,0.16574754901960786,0.16574754901960786,0.15093954248366015,0.15093954248366015,0.15093954248366015,0.15093954248366015,0.15093954248366015,0.13613153594771243,0.13613153594771243,0.13613153594771243,0.13613153594771243,0.13613153594771243
2026-07-29,307950,현대오토에버,A,B,실행,-37.9,338000.0,-14.2,주60주,8.3,목표,2,,10805048908000,False,0.08284023668639051,0.07951183431952663,0.07951183431952663,0.07951183431952663,0.07951183431952663,0.07951183431952663,0.08062130177514792,0.08062130177514792,0.08062130177514792,0.08062130177514792,0.08062130177514792,0.08173076923076922,0.08173076923076922,0.08173076923076922,0.08173076923076922,0.08173076923076922
2026-07-29,166090,하나머티리얼즈,A,C,실행,-37.9,45450.0,-19.0,주60주,11.7,목표,2,,1109527511400,False,0.11716171617161719,0.14727722772277224,0.14727722772277224,0.14727722772277224,0.14727722772277224,0.14727722772277224,0.13723872387238722,0.13723872387238722,0.13723872387238722,0.13723872387238722,0.13723872387238722,0.1272002200220022,0.1272002200220022,0.1272002200220022,0.1272002200220022,0.1272002200220022
2026-07-29,082920,비츠로셀,A,B,실행,-37.9,26100.0,-14.7,일240,5.4,진행중,2,,1387387996200,False,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503,0.05363984674329503
2026-07-29,010120,LS ELECTRIC,B,A,실행,-37.9,163800.0,-18.1,월10,-5.2,손절,1,,30000000000000,False,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927,-0.05172780040038927
2026-07-29,098460,고영,A,C,실행,-37.9,22750.0,-17.7,주60주,10.8,목표,2,,1885846489450,False,0.10769230769230775,0.17527472527472526,0.17527472527472526,0.17527472527472526,0.17527472527472526,0.17527472527472526,0.15274725274725276,0.15274725274725276,0.15274725274725276,0.15274725274725276,0.15274725274725276,0.13021978021978026,0.13021978021978026,0.13021978021978026,0.13021978021978026,0.13021978021978026
2026-07-29,010060,OCI홀딩스,A,A,실행,-37.9,170100.0,-17.4,일240,10.6,목표,1,,3846067792000,False,0.10552616108171664,0.054556143445032346,0.037263374485596745,0.11544679600235158,0.11544679600235158,0.11544679600235158,0.07154614932392711,0.06001763668430338,0.11213991769547327,0.11213991769547327,0.11213991769547327,0.08853615520282188,0.08277189888301001,0.10883303938859495,0.10883303938859495,0.10883303938859495
2026-07-29,049070,인탑스,A,C,실행,-37.9,16310.0,-14.2,주60주,6.2,진행중,2,,312827533000,False,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104,0.061925199264255104
2026-07-29,018260,삼성에스디에스,B,C,실행,-37.9,197300.0,-9.3,월10,4.4,진행중,2,,16829671500000,False,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029,0.04409528636594029
2026-07-29,353200,대덕전자,B,A,실행,-37.9,80900.0,-26.1,월10,19.7,진행중,2,,5406211595000,False,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209,0.196538936959209
2026-07-29,053610,프로텍,A,A,실행,-37.9,49850.0,-23.1,일240,15.0,목표,2,,583200000000,False,0.14994984954864599,0.1555917753259779,0.1555917753259779,0.1555917753259779,0.1555917753259779,0.1555917753259779,0.1537111334002006,0.1537111334002006,0.1537111334002006,0.1537111334002006,0.1537111334002006,0.1518304914744233,0.1518304914744233,0.1518304914744233,0.1518304914744233,0.1518304914744233
2026-07-29,267270,HD건설기계,A,A,실행,-37.9,118300.0,-12.1,일240,6.9,목표,1,,6450287336200,False,0.06889264581572263,0.017223161453930658,0.017223161453930658,0.017223161453930658,0.05906593406593397,0.017223161453930658,0.034446322907861315,0.034446322907861315,0.034446322907861315,0.062341504649196855,0.034446322907861315,0.05166948436179197,0.05166948436179197,0.05166948436179197,0.06561707523245974,0.05166948436179197
2026-07-29,031980,피에스케이홀딩스,A,A,실행,-37.9,82100.0,-26.4,월10,17.9,목표,2,,2404207042500,False,0.17904993909866018,0.18818514007308168,0.18818514007308168,0.18818514007308168,0.18818514007308168,0.18818514007308168,0.18514007308160785,0.18514007308160785,0.18514007308160785,0.18514007308160785,0.18514007308160785,0.18209500609013402,0.18209500609013402,0.18209500609013402,0.18209500609013402,0.18209500609013402
2026-07-29,008060,대덕,A,B,실행,-37.9,11730.0,-17.1,주60주,10.3,목표,2,,442712436700,False,0.10315430520034097,0.15878090366581415,0.15878090366581415,0.15878090366581415,0.15878090366581415,0.15878090366581415,0.1402387041773231,0.1402387041773231,0.1402387041773231,0.1402387041773231,0.1402387041773231,0.12169650468883203,0.12169650468883203,0.12169650468883203,0.12169650468883203,0.12169650468883203
2026-07-29,006260,LS,A,C,실행,-37.9,243500.0,-20.2,주60주,9.7,진행중,2,,9516000000000,False,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065,0.0965092402464065
2026-07-29,252990,샘씨엔에스,A,A,실행,-37.9,9930.0,-22.2,월10,-5.7,손절,1,,768380263640,False,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689,-0.05746223564954689
2026-07-29,067310,하나마이크론,A,C,실행,-37.9,26650.0,-24.3,주60주,11.4,진행중,2,,2340478588800,False,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532,0.11444652908067532
2026-07-29,009420,한올바이오파마,A,C,실행,-37.9,41700.0,-12.2,주60주,-8.4,손절,1,,2481430305000,False,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365,-0.08417266187050365
2026-07-29,181710,NHN,A,B,실행,-37.9,33550.0,-16.3,일240,9.8,목표,2,,1313400873900,False,0.09761549925484347,0.10376304023845012,0.10376304023845012,0.10376304023845012,0.10376304023845012,0.10376304023845012,0.10171385991058124,0.10171385991058124,0.10171385991058124,0.10171385991058124,0.10171385991058124,0.09966467958271236,0.09966467958271236,0.09966467958271236,0.09966467958271236,0.09966467958271236
2026-07-29,170920,엘티씨,A,A,실행,-37.9,29600.0,-26.6,월10,-5.9,손절,1,,425734277800,False,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156,-0.059018581081081156
2026-07-29,000150,두산,A,A,실행,-37.9,999000.0,-16.5,주60주,-6.8,손절,1,,19384020495000,False,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335,-0.06835335335335335
2026-07-29,010170,대한광통신,A,A,실행,-37.9,7450.0,-23.5,월10,-5.3,손절,1,,1514430328400,False,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626,-0.053200671140939626
2026-07-29,017900,광전자,A,A,실행,-37.9,4500.0,-20.6,일240,13.0,목표,2,,328541136210,False,0.1299999999999999,0.14749999999999996,0.14749999999999996,0.14749999999999996,0.14749999999999996,0.14749999999999996,0.1416666666666666,0.1416666666666666,0.1416666666666666,0.1416666666666666,0.1416666666666666,0.13583333333333325,0.13583333333333325,0.13583333333333325,0.13583333333333325,0.13583333333333325
2026-07-29,006360,GS건설,A,C,실행,-37.9,22200.0,-23.7,주60주,5.6,진행중,2,,2490421359000,False,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286,0.056306306306306286
2026-07-29,375500,DL이앤씨,A,C,실행,-37.9,52400.0,-18.0,주60주,11.0,목표,2,,2472522509700,False,0.10973282442748089,0.11474236641221369,0.11474236641221369,0.11474236641221369,0.11474236641221369,0.11474236641221369,0.11307251908396942,0.11307251908396942,0.11307251908396942,0.11307251908396942,0.11307251908396942,0.11140267175572516,0.11140267175572516,0.11140267175572516,0.11140267175572516,0.11140267175572516
2026-07-29,138930,BNK금융지주,A,C,실행,-37.9,14960.0,-17.4,주60주,1.4,진행중,2,,5623125837960,False,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103,0.014037433155080103
2026-07-29,028260,삼성물산,A,A,실행,-37.9,285500.0,-15.9,일240,9.5,목표,1,,55055893749500,False,0.0945709281961471,0.19702276707530642,0.19702276707530642,0.19702276707530642,0.19702276707530642,0.19702276707530642,0.16287215411558664,0.16287215411558664,0.16287215411558664,0.16287215411558664,0.16287215411558664,0.12872154115586687,0.12872154115586687,0.12872154115586687,0.12872154115586687,0.12872154115586687
2026-07-29,000500,가온전선,A,C,실행,-37.9,122400.0,-33.0,주60주,-12.9,손절,1,,5437391038200,False,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665,-0.12916666666666665
2026-07-29,083450,GST,A,A,실행,-37.9,35950.0,-18.3,월10,11.2,목표,2,,810920000000,False,0.111961057023644,0.17194019471488187,0.17194019471488187,0.17194019471488187,0.17194019471488187,0.17194019471488187,0.15194714881780258,0.15194714881780258,0.15194714881780258,0.15194714881780258,0.15194714881780258,0.1319541029207233,0.1319541029207233,0.1319541029207233,0.1319541029207233,0.1319541029207233
2026-07-29,222800,심텍,A,A,실행,-37.9,68600.0,-25.7,일240,-8.9,손절,1,,3457920831300,False,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682,-0.08923712342079682
2026-07-29,006400,삼성SDI,A,A,실행,-37.9,364000.0,-15.5,일240,9.2,목표,2,,34732363430000,False,0.09203296703296693,0.09100274725274715,0.09100274725274715,0.09100274725274715,0.09100274725274715,0.09100274725274715,0.09134615384615374,0.09134615384615374,0.09134615384615374,0.09134615384615374,0.09134615384615374,0.09168956043956034,0.09168956043956034,0.09168956043956034,0.09168956043956034,0.09168956043956034
2026-07-29,033160,엠케이전자,A,C,실행,-37.9,12240.0,-20.1,주60주,12.6,목표,2,,370659219120,False,0.12581699346405228,0.1693218954248366,0.1693218954248366,0.1693218954248366,0.1693218954248366,0.1693218954248366,0.1548202614379085,0.1548202614379085,0.1548202614379085,0.1548202614379085,0.1548202614379085,0.1403186274509804,0.1403186274509804,0.1403186274509804,0.1403186274509804,0.1403186274509804
2026-07-29,047040,대우건설,A,A,실행,-37.9,12020.0,-20.8,월10,6.3,진행중,2,,6237577944840,False,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164,0.06322795341098164
2026-07-29,045100,한양이엔지,A,A,실행,-37.9,26700.0,-16.7,월10,10.0,목표,2,,560875000000,False,0.10018726591760307,0.12617041198501883,0.12617041198501883,0.12617041198501883,0.12617041198501883,0.12617041198501883,0.11750936329588024,0.11750936329588024,0.11750936329588024,0.11750936329588024,0.11750936329588024,0.10884831460674166,0.10884831460674166,0.10884831460674166,0.10884831460674166,0.10884831460674166
2026-07-29,005090,SGC에너지,A,A,실행,-37.9,38050.0,-12.6,월10,7.2,목표,2,,627526452150,False,0.07227332457293034,0.07128777923784496,0.07128777923784496,0.07128777923784496,0.07128777923784496,0.07128777923784496,0.07161629434954009,0.07161629434954009,0.07161629434954009,0.07161629434954009,0.07161629434954009,0.07194480946123522,0.07194480946123522,0.07194480946123522,0.07194480946123522,0.07194480946123522
2026-07-29,160980,싸이맥스,A,A,실행,-37.9,22200.0,-31.5,일240,23.0,목표,2,,353945473200,False,0.22972972972972983,0.3293918918918919,0.3293918918918919,0.3293918918918919,0.3293918918918919,0.3293918918918919,0.2961711711711712,0.2961711711711712,0.2961711711711712,0.2961711711711712,0.2961711711711712,0.2629504504504505,0.2629504504504505,0.2629504504504505,0.2629504504504505,0.2629504504504505
2026-07-29,084370,유진테크,A,A,실행,-37.9,96800.0,-13.8,주60주,-5.9,손절,1,,2573471516600,False,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384,-0.05914342286501384
2026-07-29,071050,한국금융지주,A,C,실행,-37.9,183500.0,-13.6,주60주,7.9,목표,2,,11841773300000,False,0.07901907356948223,0.11376021798365127,0.11376021798365127,0.11376021798365127,0.11376021798365127,0.11376021798365127,0.10217983651226159,0.10217983651226159,0.10217983651226159,0.10217983651226159,0.10217983651226159,0.09059945504087191,0.09059945504087191,0.09059945504087191,0.09059945504087191,0.09059945504087191
2026-07-28,012630,HDC,A,C,실행,-33.9,20050.0,-12.8,일240,-5.6,손절,1,,1290421173600,False,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955,-0.05568578553615955
