순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가,구분
1,002990,금호건설,KOSPI,30.00,9490,38554254600,4462344,353597153260,Y,실체급등
2,002995,금호건설우,KOSPI,30.00,18460,430895520,23760,5395230360,Y,저유동주의
3,225430,케이엠제약,KOSDAQ,30.00,1755,812194250,469639,9788354550,Y,저유동주의
4,079650,서산,KOSDAQ,29.98,4205,31848303125,7876347,84100000000,Y,실체급등
5,255440,야스,KOSDAQ,29.97,4965,19152730768,4093100,64832970000,Y,실체급등
6,475400,씨메스로보틱스,KOSDAQ,29.95,18440,483644320,26228,217719125360,Y,저유동주의
7,004870,티웨이홀딩스,KOSPI,29.91,960,2011256876,2154518,21727390080,Y,동전주
8,011155,CJ씨푸드1우,KOSPI,29.88,6520,93016070,16410,1304000000,Y,저유동주의
9,365660,레몬헬스케어,KOSDAQ,29.85,5350,49666986857,10260792,71430840650,Y,실체급등
10,091590,남화토건,KOSDAQ,26.32,4800,18772863417,4055834,56352000000,,실체급등
11,236810,엔비티,KOSDAQ,22.79,1223,1015087898,846837,20760945998,,저유동주의
12,079950,인베니아,KOSDAQ,21.33,1570,1718072518,1149432,21664587000,,저유동주의
13,402030,코난테크놀로지,KOSDAQ,20.07,13760,2615532205,207660,172240634880,,저유동주의
14,060480,국일신동,KOSDAQ,18.00,872,331748545,405930,9670480000,,동전주
15,013720,청보,KOSDAQ,17.96,1944,108609917,66953,23649980832,,저유동주의
16,009620,삼보산업,KOSDAQ,17.53,1160,2260706806,2097410,20268735680,,저유동주의
17,067290,JW신약,KOSDAQ,15.57,1811,41313269750,22758792,101483193533,,실체급등
18,198440,강동씨앤엘,KOSDAQ,15.20,1129,5600091514,4907511,68792110584,,실체급등
