Date,000660,005930,006400,036930,039030,042700,058470,058610,067310,082920,084370,086520,089030,090360,090710,091580,095610,098460,101360,108490,126340,222800,240810,243840,247540,277810,319660,373220,393890,403870,454910,ALB,ISRG,MU,NVDA,SOXX,TSLA
2025-05-07 00:00:00,190800.0,54600.0,172200.0,33950.0,116800.0,77700.0,36850.0,25950.0,11200.0,12238.0,34300.0,48400.0,35150.0,25300.0,1937.0,7550.0,20900.0,14310.0,24400.0,35885.0,24680.0,16120.0,22900.0,4240.0,100600.0,281000.0,18560.0,322500.0,9290.0,22800.0,50600.0,56.060001373291016,536.1500244140625,82.62000274658203,117.05999755859375,190.0399932861328,276.2200012207031
2025-05-08 00:00:00,190300.0,54600.0,172200.0,33900.0,119100.0,78500.0,37250.0,25700.0,11240.0,12717.0,34000.0,48650.0,34350.0,25300.0,1990.0,7600.0,20900.0,17400.0,24800.0,36372.0,25457.0,16160.0,23350.0,4240.0,103800.0,282500.0,18730.0,327500.0,9200.0,22800.0,51100.0,57.439998626708984,538.1599731445312,85.1500015258789,117.37000274658203,191.74000549316406,284.82000732421875
2025-05-09 00:00:00,190100.0,54800.0,170400.0,34200.0,116900.0,77400.0,36450.0,25000.0,11000.0,12616.0,33700.0,47150.0,33700.0,24450.0,1950.0,7480.0,20900.0,17390.0,23800.0,35203.0,25360.0,15930.0,21800.0,4165.0,97800.0,272000.0,18480.0,318000.0,8670.0,22550.0,48250.0,57.93000030517578,536.510009765625,85.86000061035156,116.6500015258789,193.94000244140625,298.260009765625
2025-05-12 00:00:00,195000.0,57600.0,174900.0,35650.0,126800.0,83000.0,38100.0,25400.0,11830.0,12541.0,35950.0,47700.0,35250.0,24700.0,2005.0,7820.0,22200.0,16910.0,24300.0,35398.0,26380.0,17280.0,22500.0,4230.0,102300.0,274000.0,19240.0,321500.0,8850.0,23450.0,49350.0,61.56999969482422,561.4299926757812,92.29000091552734,123.0,207.8699951171875,318.3800048828125
2025-05-13 00:00:00,198500.0,56900.0,170900.0,35150.0,130600.0,81000.0,40400.0,25300.0,11650.0,12642.0,36250.0,46950.0,37450.0,24950.0,2105.0,7670.0,23100.0,17610.0,23650.0,36713.0,26089.0,17680.0,22850.0,4225.0,98800.0,279500.0,19420.0,312000.0,8540.0,23850.0,50500.0,61.86000061035156,563.9500122070312,96.93000030517578,129.92999267578125,213.75999450683594,334.07000732421875
2025-05-14 00:00:00,206000.0,57400.0,173000.0,36300.0,134400.0,83800.0,39950.0,26250.0,11820.0,13500.0,37150.0,46900.0,39250.0,26750.0,2225.0,7690.0,23050.0,18200.0,23900.0,47717.0,27498.0,18000.0,23300.0,4195.0,99400.0,310000.0,19730.0,313500.0,8580.0,24400.0,52300.0,61.08000183105469,565.9400024414062,95.31999969482422,135.33999633789062,214.7899932861328,347.67999267578125
2025-05-15 00:00:00,200500.0,57300.0,169700.0,35500.0,135000.0,81900.0,39000.0,27000.0,11430.0,13272.0,33350.0,45650.0,36850.0,26200.0,2125.0,7560.0,22500.0,17250.0,23600.0,53560.0,28469.0,17420.0,22750.0,4175.0,97200.0,301000.0,19120.0,307000.0,8390.0,23950.0,50700.0,60.31999969482422,560.280029296875,95.44999694824219,134.8300018310547,213.41000366210938,342.82000732421875
2025-05-16 00:00:00,204500.0,56800.0,164700.0,35100.0,138000.0,91500.0,40300.0,26250.0,11220.0,13601.0,33600.0,44050.0,37600.0,26900.0,2115.0,7240.0,22550.0,18200.0,22550.0,57455.0,28227.0,16940.0,23050.0,4030.0,94300.0,296500.0,19000.0,290500.0,8240.0,23350.0,50500.0,60.209999084472656,563.5999755859375,98.0,135.39999389648438,213.1300048828125,349.9800109863281
2025-05-19 00:00:00,199400.0,55800.0,169400.0,33550.0,132800.0,85700.0,38850.0,24850.0,10950.0,13727.0,32000.0,44100.0,36050.0,25300.0,2040.0,7160.0,21550.0,17170.0,22700.0,57455.0,28032.0,16350.0,22450.0,4010.0,93700.0,271500.0,18410.0,291500.0,8230.0,22150.0,48650.0,59.2400016784668,561.6300048828125,98.6500015258789,135.57000732421875,211.85000610351562,342.0899963378906
