출발일,code,유형,국면,PER,PBR,EPS,DIV,ex,f40,peak6,PER군,PBR군,DIV군
2010-10-29,043890,A,관찰만,4.85,1.65,4419.0,0.0,9.55710955710955,-5.594405594405591,34.3,저PER(<8),중고PBR(1.5~3),무배당
2010-11-04,008040,A,관찰만,53.76,1.37,101.0,0.18,-5.0,-18.47545219638242,12.4,고PER(30+),중PBR(0.8~1.5),배당<2%
2010-11-12,083650,A,관찰만,16.67,4.69,1728.0,0.63,-5.41817876344086,-12.09677419354837,2.2,중고PER(15~30),고PBR(3+),배당<2%
2010-11-12,100130,A,관찰만,36.57,1.96,248.0,0.77,-6.473747016706439,-1.9093078758949797,4.7,고PER(30+),중고PBR(1.5~3),배당<2%
2010-11-15,085660,A,관찰만,107.3,4.52,137.0,0.0,-9.724137931034479,-20.77586206896552,6.0,고PER(30+),고PBR(3+),무배당
2010-11-15,014620,A,관찰만,16.35,2.72,1581.0,0.58,-4.33970276008492,4.8832271762208,12.7,중고PER(15~30),중고PBR(1.5~3),배당<2%
2010-11-16,014620,A,관찰만,16.35,2.72,1581.0,0.58,8.24175824175823,9.8901098901099,16.7,중고PER(15~30),중고PBR(1.5~3),배당<2%
2010-11-17,011200,A,관찰만,0.0,2.58,0.0,1.26,-0.08069164265128999,6.48414985590777,37.0,적자/무실적,중고PBR(1.5~3),배당<2%
2010-11-17,000720,A,관찰만,18.32,2.77,4110.0,0.8,11.73986486486486,44.93243243243243,56.9,중고PER(15~30),중고PBR(1.5~3),배당<2%
2010-11-29,002990,A,관찰만,0.0,0.0,0.0,0.0,6.882022471910119,-10.112359550561779,16.6,적자/무실적,,무배당
2010-12-16,012510,A,관찰만,232.58,9.1,89.0,0.0,-7.55593227870602,-26.14942528735632,4.6,고PER(30+),고PBR(3+),무배당
2011-01-13,090430,B,관찰만,30.25,6.04,37658.0,0.48,-10.07235996326907,-8.17263544536273,18.2,고PER(30+),고PBR(3+),배당<2%
2011-01-17,085660,A,관찰만,66.72,2.8,131.0,0.0,9.60591133004926,-3.44827586206896,21.2,고PER(30+),중고PBR(1.5~3),무배당
2011-02-09,012330,B,관찰만,14.51,3.08,17812.0,0.48,26.69322709163346,32.07171314741035,65.9,중PER(8~15),고PBR(3+),배당<2%
2011-02-15,060720,A,관찰만,5.53,1.9,3799.0,2.38,-6.02425876010781,9.43396226415094,14.8,저PER(<8),중고PBR(1.5~3),배당2%+
2011-02-23,000720,A,실행,21.14,3.2,4110.0,0.69,7.05128205128204,11.965811965811959,32.3,중고PER(15~30),고PBR(3+),배당<2%
2011-03-14,011810,A,실행,0.0,1.68,0.0,0.0,-7.39312977099236,-10.305343511450369,13.5,적자/무실적,중고PBR(1.5~3),무배당
2011-03-15,020560,A,실행,0.0,2.44,0.0,0.0,7.241379310344829,12.64367816091953,40.2,적자/무실적,중고PBR(1.5~3),무배당
2011-03-16,001300,B,실행,45.21,2.84,2654.0,0.63,16.894977168949758,11.415525114155239,27.4,고PER(30+),중고PBR(1.5~3),배당<2%
2011-05-09,011810,A,관찰만,43.27,1.44,617.0,0.94,-7.88503253796094,-4.55531453362255,5.9,고PER(30+),중PBR(0.8~1.5),배당<2%
2011-05-16,086790,A,주의,9.4,0.88,4829.0,1.54,10.95890410958904,1.5068493150685,18.5,중PER(8~15),중PBR(0.8~1.5),배당<2%
2011-05-24,009420,A,실행,1501.67,5.51,6.0,0.0,-5.48658114992722,36.82678311499272,71.8,고PER(30+),고PBR(3+),무배당
2011-05-25,009420,A,실행,1501.67,5.51,6.0,0.0,6.9767441860465,47.131782945736425,82.9,고PER(30+),고PBR(3+),무배당
2011-06-03,010060,B,실행,17.99,5.21,27400.0,0.66,-7.912252042006999,-0.35005834305718,6.8,중고PER(15~30),고PBR(3+),배당<2%
2011-06-09,009540,B,실행,8.17,2.03,61807.0,1.39,-8.3781111111111,-16.888888888888882,12.2,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-06-10,009540,B,실행,8.17,2.03,61807.0,1.39,-7.13997747747747,-20.6081081081081,13.7,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-06-10,024110,B,실행,9.48,1.17,2004.0,2.16,-5.86021505376344,-8.33333333333333,10.8,중PER(8~15),중PBR(0.8~1.5),배당2%+
2011-06-13,096640,A,실행,18.05,5.1,2261.0,0.86,7.2033898305084705,-17.966101694915242,21.5,중고PER(15~30),고PBR(3+),배당<2%
2011-06-13,036710,A,실행,4.89,2.83,2791.0,1.25,-6.58333333333333,-6.24999999999998,25.4,저PER(<8),중고PBR(1.5~3),배당<2%
2011-06-13,052420,A,실행,22.9,4.01,1179.0,0.0,12.17008797653957,-12.02346041055717,29.6,중고PER(15~30),고PBR(3+),무배당
2011-06-17,023530,B,실행,14.38,1.11,34781.0,0.3,-9.68486707566462,-4.9079754601227,5.5,중PER(8~15),중PBR(0.8~1.5),배당<2%
2011-06-21,010060,B,실행,17.99,5.21,27400.0,0.66,-9.07926267281106,-27.88018433179723,3.3,중고PER(15~30),고PBR(3+),배당<2%
2011-06-27,096770,B,주의,17.94,1.99,12990.0,0.9,-1.8066157760814199,-25.190839694656482,15.5,중고PER(15~30),중고PBR(1.5~3),배당<2%
2011-07-13,009540,B,주의,7.18,1.79,61807.0,1.58,-8.08342245989305,-32.62032085561497,0.3,저PER(<8),중고PBR(1.5~3),배당<2%
2011-07-21,042660,B,관찰만,10.96,2.1,4127.0,1.1,-6.69765013054829,-34.46475195822455,3.8,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-08-03,012330,B,실행,14.95,3.52,25413.0,0.39,-9.87434782608696,-4.63768115942029,5.5,중PER(8~15),고PBR(3+),배당<2%
2011-08-03,003600,B,실행,11.38,0.94,15951.0,1.07,-9.25988372093022,-29.360465116279062,1.7,중PER(8~15),중PBR(0.8~1.5),배당<2%
2011-08-04,001520,A,실행,0.0,0.0,0.0,0.0,-5.0,-51.65,13.3,적자/무실적,,무배당
2011-08-04,028050,B,실행,26.42,7.46,9840.0,0.96,-9.29017467248908,-12.66375545851528,9.8,중고PER(15~30),고PBR(3+),배당<2%
2011-08-05,013570,A,실행,12.61,2.67,1499.0,1.06,-5.8752314814814905,-21.52777777777776,18.8,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-08-05,052420,A,실행,17.6,3.08,1179.0,0.0,-5.82608695652175,-47.59420289855072,-0.3,중고PER(15~30),고PBR(3+),무배당
2011-08-05,064420,A,실행,13.94,2.54,1840.0,0.58,-6.9944950645406205,-44.64692482915717,5.5,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-08-05,001230,A,실행,17.73,0.91,2236.0,1.89,-8.0735294117647,-39.55882352941177,-1.9,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2011-08-05,036710,A,실행,4.98,2.88,2791.0,1.22,-8.799999999999999,-13.600000000000001,15.6,저PER(<8),중고PBR(1.5~3),배당<2%
2011-08-05,007860,A,실행,6.23,1.55,1933.0,1.0,-7.372486772486759,-14.81481481481482,25.4,저PER(<8),중고PBR(1.5~3),배당<2%
2011-08-05,009830,A,실행,16.48,2.19,2822.0,0.97,-9.2964824120603,-42.71356783919597,2.1,중고PER(15~30),중고PBR(1.5~3),배당<2%
2011-08-05,010950,B,실행,24.61,3.84,6055.0,1.68,-9.90521072796934,-30.26819923371647,6.9,중고PER(15~30),고PBR(3+),배당<2%
2011-08-05,014790,A,실행,8.06,0.81,2998.0,2.48,-6.2875,-38.1578947368421,1.8,중PER(8~15),중PBR(0.8~1.5),배당2%+
2011-08-05,036540,A,실행,20.95,2.24,402.0,0.0,-9.01226158038147,-5.858310626703,58.7,중고PER(15~30),중고PBR(1.5~3),무배당
2011-08-05,042660,A,실행,9.09,1.74,4127.0,1.33,-7.49589490968801,-29.064039408866986,4.9,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-08-08,014790,A,실행,8.06,0.81,2998.0,2.48,-11.57060518731988,-26.801152737752158,10.4,중PER(8~15),중PBR(0.8~1.5),배당2%+
2011-08-08,006840,A,실행,6.08,1.12,8588.0,2.87,-9.50641025641025,-30.897435897435887,16.0,저PER(<8),중PBR(0.8~1.5),배당2%+
2011-08-08,093370,A,실행,116.38,5.96,69.0,0.0,-6.32393756921372,18.27242524916943,47.0,고PER(30+),고PBR(3+),무배당
2011-08-08,001230,A,실행,17.73,0.91,2236.0,1.89,-9.68750000000001,-26.31578947368421,6.4,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2011-08-08,009830,A,실행,16.48,2.19,2822.0,0.97,-8.07349081364829,-32.677165354330704,4.5,중고PER(15~30),중고PBR(1.5~3),배당<2%
2011-08-08,015750,A,실행,7.54,1.96,3065.0,1.08,-11.41891891891893,8.64864864864864,23.5,저PER(<8),중고PBR(1.5~3),배당<2%
2011-08-08,000120,A,실행,22.39,0.73,4511.0,0.0,-8.04562268803945,-19.112207151664602,30.1,중고PER(15~30),저PBR(<0.8),무배당
2011-08-08,010690,A,실행,8.2,2.49,2243.0,0.54,-9.08602150537634,8.96057347670251,26.2,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-08-08,033530,A,실행,8.41,1.72,2372.0,1.13,-5.79697986577181,-13.087248322147648,10.1,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-08-08,000430,A,실행,11.78,1.3,574.0,1.11,8.67850098619329,-11.24260355029586,13.4,중PER(8~15),중PBR(0.8~1.5),배당<2%
2011-08-08,010950,B,실행,24.61,3.84,6055.0,1.68,-9.209498069498059,-23.62934362934362,12.0,중고PER(15~30),고PBR(3+),배당<2%
2011-08-09,101060,A,실행,23.9,0.85,136.0,0.0,6.931608133086881,79.11275415896488,103.3,중고PER(15~30),중PBR(0.8~1.5),무배당
2011-08-09,108230,A,실행,32.03,5.39,790.0,0.0,9.42857142857143,-18.0,28.3,고PER(30+),고PBR(3+),무배당
2011-08-09,009420,A,실행,1816.67,6.67,6.0,0.0,9.41320293398533,-3.4229828850855704,38.8,고PER(30+),고PBR(3+),무배당
2011-08-09,066270,A,실행,666.0,3.05,25.0,0.0,10.66433566433566,22.72727272727273,60.1,고PER(30+),고PBR(3+),무배당
2011-08-10,003600,A,실행,11.38,0.94,15951.0,1.07,7.54716981132075,7.54716981132075,28.3,중PER(8~15),중PBR(0.8~1.5),배당<2%
2011-08-17,001630,A,실행,9.12,1.5,3553.0,1.54,-7.81620553359684,-13.63636363636363,2.0,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-08-19,015750,A,실행,7.54,1.96,3065.0,1.08,-5.0,28.235294117647047,34.4,저PER(<8),중고PBR(1.5~3),배당<2%
2011-08-19,007690,A,실행,15.41,1.45,4555.0,1.28,7.684630738522941,-14.67065868263473,25.1,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2011-08-19,005850,A,실행,10.92,2.02,2478.0,0.74,-5.0,41.14583333333332,49.7,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-08-19,001120,A,실행,8.33,2.49,7447.0,0.56,10.92342342342342,15.990990990990989,34.2,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-08-19,004560,A,실행,10.43,1.34,2028.0,0.0,9.16666666666665,-9.99999999999999,16.3,중PER(8~15),중PBR(0.8~1.5),무배당
2011-08-19,004430,A,실행,19.86,2.26,924.0,0.33,-5.0,-9.52380952380952,13.3,중고PER(15~30),중고PBR(1.5~3),배당<2%
2011-08-19,005950,A,실행,13.42,0.93,2343.0,1.91,10.2127659574468,5.95744680851062,29.1,중PER(8~15),중PBR(0.8~1.5),배당<2%
2011-08-22,000270,A,실행,13.46,3.18,5752.0,0.65,7.288135593220341,20.84745762711863,31.9,중PER(8~15),고PBR(3+),배당<2%
2011-08-22,000120,A,실행,22.39,0.73,4511.0,0.0,9.14918414918415,-12.58741258741258,9.6,중고PER(15~30),저PBR(<0.8),무배당
2011-08-22,004560,A,실행,10.43,1.34,2028.0,0.0,9.05923344947734,-10.80139372822299,21.6,중PER(8~15),중PBR(0.8~1.5),무배당
2011-08-22,011780,A,실행,9.19,5.23,23611.0,0.46,10.28938906752412,19.614147909967848,42.1,중PER(8~15),고PBR(3+),배당<2%
2011-08-22,006650,A,실행,15.46,2.0,10898.0,1.19,16.250000000000007,-16.1,33.0,중고PER(15~30),중고PBR(1.5~3),배당<2%
2011-08-22,011170,A,실행,17.55,3.09,24616.0,0.41,13.7271214642263,-6.15640599001663,32.4,중고PER(15~30),고PBR(3+),배당<2%
2011-08-22,013570,A,실행,12.61,2.67,1499.0,1.06,12.74131274131273,1.54440154440151,32.0,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-08-22,030530,A,실행,10.94,1.38,786.0,0.0,7.87037037037037,0.5291005291005301,39.6,중PER(8~15),중PBR(0.8~1.5),무배당
2011-08-22,000210,A,실행,13.75,1.18,9163.0,0.08,8.779011099899089,-19.273461150353167,29.2,중PER(8~15),중PBR(0.8~1.5),배당<2%
2011-08-22,066270,A,실행,666.0,3.05,25.0,0.0,7.87037037037037,17.28395061728396,41.4,고PER(30+),고PBR(3+),무배당
2011-08-22,028150,A,실행,11.55,1.99,12156.0,2.14,-5.33777777777777,1.7777777777777601,17.3,중PER(8~15),중고PBR(1.5~3),배당2%+
2011-08-22,039130,A,실행,22.34,4.15,2193.0,1.73,7.29783037475344,-21.10453648915187,7.7,중고PER(15~30),고PBR(3+),배당<2%
2011-08-22,000430,A,실행,11.78,1.3,574.0,1.11,7.8125,7.29166666666667,22.9,중PER(8~15),중PBR(0.8~1.5),배당<2%
2011-08-22,006840,A,실행,6.08,1.12,8588.0,2.87,7.6361221779548405,-19.25630810092962,13.7,저PER(<8),중PBR(0.8~1.5),배당2%+
2011-08-22,005950,A,실행,13.42,0.93,2343.0,1.91,11.19909502262443,6.10859728506787,37.3,중PER(8~15),중PBR(0.8~1.5),배당<2%
2011-08-22,060980,A,실행,19.01,3.09,10970.0,0.48,13.56209150326797,24.83660130718956,38.2,중고PER(15~30),고PBR(3+),배당<2%
2011-08-25,011780,B,실행,9.19,5.23,23611.0,0.46,-4.40652818991097,10.682492581602359,31.2,중PER(8~15),고PBR(3+),배당<2%
2011-09-05,010950,A,실행,20.15,3.14,6055.0,2.05,8.05687203791469,9.95260663507109,37.4,중고PER(15~30),고PBR(3+),배당2%+
2011-09-06,003600,A,실행,10.31,0.85,15951.0,1.19,6.866197183098589,4.22535211267605,22.9,중PER(8~15),중PBR(0.8~1.5),배당<2%
2011-09-06,004430,A,실행,17.64,2.01,924.0,0.37,-6.20401678657074,-14.748201438848909,5.4,중고PER(15~30),중고PBR(1.5~3),배당<2%
2011-09-14,120110,A,실행,9.45,2.25,12012.0,1.06,-6.624022346368711,-29.60893854748603,-9.3,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-09-14,011790,A,실행,15.76,2.01,3641.0,0.7,-5.0,-17.11409395973154,21.3,중고PER(15~30),중고PBR(1.5~3),배당<2%
2011-09-15,120110,A,실행,9.45,2.25,12012.0,1.06,-5.0,-14.58607095926413,6.7,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-09-20,006650,A,실행,11.84,1.53,10898.0,1.55,-3.80392156862745,-21.07843137254902,21.1,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-09-20,010780,A,실행,21.45,1.11,811.0,4.02,-5.0,-22.22222222222222,25.6,중고PER(15~30),중PBR(0.8~1.5),배당2%+
2011-09-23,010950,A,실행,20.15,3.14,6055.0,2.05,-8.10747663551402,1.86915887850467,35.5,중고PER(15~30),고PBR(3+),배당2%+
2011-09-23,005950,A,실행,11.91,0.82,2343.0,2.15,-5.10106382978722,20.4255319148936,29.1,중PER(8~15),중PBR(0.8~1.5),배당2%+
2011-09-23,108230,A,실행,26.2,4.41,790.0,0.0,-5.29051987767584,26.91131498470946,27.8,중고PER(15~30),고PBR(3+),무배당
2011-09-23,054620,A,실행,0.0,5.03,0.0,0.0,-5.93496835443038,23.20675105485232,32.5,적자/무실적,고PBR(3+),무배당
2011-09-23,011170,A,실행,14.5,2.55,24616.0,0.49,-5.39830729166668,1.5625,24.4,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-09-23,001120,A,실행,7.39,2.21,7447.0,0.64,-9.96590909090908,15.909090909090908,39.1,저PER(<8),중고PBR(1.5~3),배당<2%
2011-09-23,004010,A,실행,26.77,1.97,904.0,0.21,-5.0,-9.94152046783626,10.2,중고PER(15~30),중고PBR(1.5~3),배당<2%
2011-09-23,039530,A,실행,0.0,31.35,0.0,0.0,-5.66155988857939,32.45125348189415,77.6,적자/무실적,고PBR(3+),무배당
2011-09-26,009520,A,실행,28.6,2.3,2976.0,0.88,9.46791862284819,19.87480438184663,30.7,중고PER(15~30),중고PBR(1.5~3),배당<2%
2011-09-26,054620,A,실행,0.0,5.03,0.0,0.0,10.23255813953487,39.06976744186048,46.0,적자/무실적,고PBR(3+),무배당
2011-09-26,041140,A,실행,0.0,8.65,0.0,0.0,9.49781659388646,23.90829694323144,50.7,적자/무실적,고PBR(3+),무배당
2011-09-26,006120,A,실행,5.31,1.6,15355.0,0.61,8.77742946708464,5.64263322884013,16.9,저PER(<8),중고PBR(1.5~3),배당<2%
2011-09-26,007570,A,실행,204.03,3.14,149.0,0.33,12.55656108597285,48.19004524886878,94.8,고PER(30+),고PBR(3+),배당<2%
2011-09-26,009410,A,실행,6.18,0.53,1127.0,1.43,9.49152542372882,-2.71186440677965,12.5,저PER(<8),저PBR(<0.8),배당<2%
2011-09-26,015750,A,실행,6.38,1.66,3065.0,1.28,7.8873239436619595,-0.8450704225352099,28.7,저PER(<8),중고PBR(1.5~3),배당<2%
2011-09-26,041960,A,실행,1050.0,18.78,11.0,0.0,10.88362068965518,-4.418103448275859,27.2,고PER(30+),고PBR(3+),무배당
2011-09-26,006380,A,실행,13.37,6.38,2513.0,1.19,-2.40329218106996,4.32098765432098,23.3,중PER(8~15),고PBR(3+),배당<2%
2011-09-26,058650,A,실행,4.62,0.66,32066.0,1.18,9.28270042194092,-3.7974683544303702,21.1,저PER(<8),저PBR(<0.8),배당<2%
2011-09-26,000070,A,실행,7.96,1.04,13876.0,1.58,14.021887824897389,7.25034199726402,26.4,저PER(<8),중PBR(0.8~1.5),배당<2%
2011-09-26,013990,A,실행,30.22,2.68,455.0,0.65,17.14490674318507,47.77618364418938,219.2,고PER(30+),중고PBR(1.5~3),배당<2%
2011-09-26,069080,A,실행,0.0,1.61,0.0,0.0,8.33333333333332,49.358974358974365,109.0,적자/무실적,중고PBR(1.5~3),무배당
2011-09-26,066270,A,실행,728.0,3.33,25.0,0.0,14.687500000000009,2.8124999999999902,31.9,고PER(30+),고PBR(3+),무배당
2011-09-26,023590,A,실행,6.01,0.82,1672.0,1.29,10.2439024390244,39.6341463414634,111.6,저PER(<8),중PBR(0.8~1.5),배당<2%
2011-09-26,003030,A,실행,5.5,0.74,15671.0,1.74,-6.2250608272506005,-0.43795620437956,83.9,저PER(<8),저PBR(<0.8),배당<2%
2011-09-26,002270,A,실행,9.22,0.96,39281.0,0.35,-5.11518622722401,24.2765273311897,51.1,중PER(8~15),중PBR(0.8~1.5),배당<2%
2011-09-26,068270,B,실행,47.5,6.92,979.0,0.16,1.8085106382978702,-5.63204005006258,19.8,고PER(30+),고PBR(3+),배당<2%
2011-09-26,036830,A,실행,18.98,2.91,2271.0,0.7,7.42647058823529,30.294117647058822,35.3,중고PER(15~30),중고PBR(1.5~3),배당<2%
2011-09-26,033920,A,실행,10.48,1.63,1245.0,1.15,7.1646341463414505,13.821138211382111,37.2,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-09-26,009420,A,실행,1600.0,5.87,6.0,0.0,13.77952755905511,19.947506561679777,49.0,고PER(30+),고PBR(3+),무배당
2011-09-26,068760,A,실행,86.01,2.48,286.0,0.0,9.58333333333334,36.388888888888886,54.4,고PER(30+),중고PBR(1.5~3),무배당
2011-10-04,011780,A,실행,7.86,4.47,23611.0,0.54,6.89149560117301,-2.93255131964809,29.6,저PER(<8),고PBR(3+),배당<2%
2011-10-05,011780,A,실행,7.86,4.47,23611.0,0.54,7.6086956521739,10.55900621118013,37.3,저PER(<8),고PBR(3+),배당<2%
2011-10-06,005850,A,실행,9.6,1.78,2478.0,0.84,10.0,17.64705882352941,35.3,중PER(8~15),중고PBR(1.5~3),배당<2%
2011-10-17,068270,B,실행,45.1,6.57,979.0,0.17,-8.28240963855421,-7.46987951807228,2.5,고PER(30+),고PBR(3+),배당<2%
2011-11-03,003030,A,실행,5.3,0.72,15671.0,1.81,-3.86554621848739,-7.2829131652661,76.5,저PER(<8),저PBR(<0.8),배당<2%
2011-11-10,000240,B,실행,15.22,2.67,2944.0,0.78,3.93794749403342,3.93794749403342,17.7,중고PER(15~30),중고PBR(1.5~3),배당<2%
2011-11-21,039530,A,실행,0.0,32.92,0.0,0.0,-5.79603706624607,-3.8906414300736,34.1,적자/무실적,고PBR(3+),무배당
2011-11-24,007570,A,실행,231.21,3.55,149.0,0.29,-2.63117870722433,20.532319391634978,63.7,고PER(30+),고PBR(3+),배당<2%
2011-11-25,007570,A,실행,231.21,3.55,149.0,0.29,12.550607287449388,33.4008097165992,74.3,고PER(30+),고PBR(3+),배당<2%
2012-01-16,039530,A,실행,0.0,26.93,0.0,0.0,7.49999999999999,-71.0,9.9,적자/무실적,고PBR(3+),무배당
2012-02-02,001130,A,주의,6.46,0.56,27559.0,1.83,-5.91346153846155,-2.8846153846153797,6.7,저PER(<8),저PBR(<0.8),배당<2%
2012-02-17,034020,B,주의,54.52,1.64,1238.0,1.11,-9.67399135446686,-16.42651296829971,4.3,고PER(30+),중고PBR(1.5~3),배당<2%
2012-03-06,013990,A,주의,31.87,2.82,455.0,0.62,-6.946721311475409,4.91803278688525,31.1,고PER(30+),중고PBR(1.5~3),배당<2%
2012-03-07,078160,A,주의,336.25,11.44,309.0,0.0,7.793633369923151,19.75850713501648,31.1,고PER(30+),고PBR(3+),무배당
2012-03-07,013990,A,주의,31.87,2.82,455.0,0.62,-8.90946502057613,6.58436213991768,31.7,고PER(30+),중고PBR(1.5~3),배당<2%
2012-03-22,117930,A,주의,5.37,0.63,3210.0,2.9,6.9078947368421195,-23.02631578947368,12.2,저PER(<8),저PBR(<0.8),배당2%+
2012-03-26,053000,B,주의,8.26,0.68,1483.0,2.04,6.08365019011407,-19.01140684410646,6.5,중PER(8~15),저PBR(<0.8),배당2%+
2012-04-10,000660,B,주의,6.52,2.11,4486.0,0.51,-8.84039039039038,-16.936936936936938,6.1,저PER(<8),중고PBR(1.5~3),배당<2%
2012-04-18,000660,B,주의,6.52,2.11,4486.0,0.51,-9.838413547237069,-15.86452762923351,3.4,저PER(<8),중고PBR(1.5~3),배당<2%
2012-04-23,000660,B,주의,6.52,2.11,4486.0,0.51,-9.04796163069544,-11.69064748201439,4.0,저PER(<8),중고PBR(1.5~3),배당<2%
2012-04-26,069080,A,주의,0.0,2.22,0.0,0.0,10.65217391304347,-9.13043478260869,14.3,적자/무실적,중고PBR(1.5~3),무배당
2012-04-27,067000,A,주의,123.38,6.11,278.0,0.15,9.16808149405772,30.89983022071305,63.7,고PER(30+),고PBR(3+),배당<2%
2012-05-02,005900,A,주의,0.0,0.99,0.0,0.0,-7.457907371045,-38.06818181818182,9.9,적자/무실적,중PBR(0.8~1.5),무배당
2012-05-03,005900,A,주의,0.0,0.99,0.0,0.0,9.10425844346547,-36.270190895741564,13.7,적자/무실적,중PBR(0.8~1.5),무배당
2012-05-07,035420,B,주의,25.26,7.81,10134.0,0.21,-8.62520491803279,5.53278688524589,19.9,중고PER(15~30),고PBR(3+),배당<2%
2012-05-09,005900,A,주의,0.0,0.99,0.0,0.0,-6.650868878357031,-29.85781990521327,-0.6,적자/무실적,중PBR(0.8~1.5),무배당
2012-05-10,022100,A,주의,38.52,4.66,209.0,0.31,-7.3625654450261795,-7.329842931937169,2.7,고PER(30+),고PBR(3+),배당<2%
2012-05-17,006400,B,실행,22.2,1.26,7341.0,0.92,-8.50788643533123,-9.77917981072554,2.5,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2012-05-17,009150,B,실행,24.28,2.42,4510.0,0.68,6.12244897959184,6.12244897959184,12.2,중고PER(15~30),중고PBR(1.5~3),배당<2%
2012-05-18,005900,A,실행,0.0,0.99,0.0,0.0,7.000000000000001,-14.000000000000002,23.6,적자/무실적,중PBR(0.8~1.5),무배당
2012-05-21,000430,A,실행,10.54,1.11,597.0,1.75,9.5617529880478,8.16733067729083,91.2,중PER(8~15),중PBR(0.8~1.5),배당<2%
2012-06-04,101060,A,실행,8.6,0.94,450.0,1.55,7.589285714285721,39.88095238095237,117.3,중PER(8~15),중PBR(0.8~1.5),배당<2%
2012-07-02,039530,A,실행,0.0,25.53,0.0,0.0,-5.00000000000001,-0.91463414634147,41.2,적자/무실적,고PBR(3+),무배당
2012-07-03,039530,A,실행,0.0,25.53,0.0,0.0,-5.0,11.11111111111111,65.9,적자/무실적,고PBR(3+),무배당
2012-07-11,035420,B,실행,24.67,7.63,10134.0,0.21,7.10059171597634,5.52268244575937,15.4,중고PER(15~30),고PBR(3+),배당<2%
2012-07-17,038500,A,실행,0.0,0.68,0.0,0.0,7.3394495412844,-7.3394495412844,82.8,적자/무실적,저PBR(<0.8),무배당
2012-08-20,001800,B,실행,47.44,6.1,18908.0,0.33,19.518072289156628,19.397590361445772,38.4,고PER(30+),고PBR(3+),배당<2%
2012-09-21,053800,A,관찰만,115.31,9.55,1071.0,0.32,-6.23906145624583,-53.90781563126252,-6.3,고PER(30+),고PBR(3+),배당<2%
2012-09-24,037370,A,관찰만,1239.58,8.62,48.0,0.08,-5.1396125584502395,-26.252505010020037,12.0,고PER(30+),고PBR(3+),배당<2%
2012-09-26,066270,A,주의,90.2,1.69,100.0,0.0,9.77777777777777,-31.99999999999999,12.9,고PER(30+),중고PBR(1.5~3),무배당
2012-10-11,005930,B,주의,15.11,2.35,89073.0,0.41,6.59509202453987,11.50306748466256,21.5,중고PER(15~30),중고PBR(1.5~3),배당<2%
2012-10-16,066270,A,주의,111.0,2.08,100.0,0.0,-6.2412060301507495,-18.09045226130653,2.0,고PER(30+),중고PBR(1.5~3),무배당
2012-10-19,016170,A,주의,18.25,3.75,882.0,1.06,-5.10326086956521,-11.231884057971019,20.7,중고PER(15~30),고PBR(3+),배당<2%
2012-11-01,083650,A,주의,37.56,3.33,659.0,0.28,7.47252747252746,18.68131868131868,35.4,고PER(30+),고PBR(3+),배당<2%
2012-11-01,078020,A,주의,10.09,0.94,793.0,0.63,-5.2540106951871595,21.65775401069518,46.4,중PER(8~15),중PBR(0.8~1.5),배당<2%
2012-11-05,038500,A,주의,0.0,0.69,0.0,0.0,-4.85470085470084,14.31623931623933,102.4,적자/무실적,저PBR(<0.8),무배당
2012-11-06,001250,A,주의,0.0,1.38,0.0,0.91,-6.58333333333333,-4.58333333333332,6.2,적자/무실적,중PBR(0.8~1.5),배당<2%
2012-11-15,041510,A,주의,50.24,10.38,1230.0,0.0,-5.0,-7.58483033932135,1.6,고PER(30+),고PBR(3+),무배당
2012-11-15,053320,A,주의,0.0,7.97,0.0,0.0,6.91699604743081,10.67193675889328,40.7,적자/무실적,고PBR(3+),무배당
2012-12-07,052790,A,관찰만,43.18,4.11,887.0,0.0,-1.33333333333333,71.12299465240642,138.9,고PER(30+),고PBR(3+),무배당
2012-12-20,063080,A,관찰만,41.66,9.92,2933.0,0.0,10.07751937984495,4.09745293466223,44.0,고PER(30+),고PBR(3+),무배당
2012-12-20,078340,A,관찰만,135.88,8.46,432.0,0.0,9.914320685434511,10.15911872705017,46.4,고PER(30+),고PBR(3+),무배당
2012-12-21,063080,A,관찰만,41.66,9.92,2933.0,0.0,8.13053097345133,2.65486725663717,43.8,고PER(30+),고PBR(3+),무배당
