출발일,code,유형,국면,PER,PBR,EPS,DIV,ex,f40,peak6,PER군,PBR군,DIV군
2024-08-05,001440,A,실행,26.57,2.0,519.0,0.0,10.44905008635579,7.8583765112262505,24.7,중고PER(15~30),중고PBR(1.5~3),무배당
2024-08-05,003090,A,실행,5.82,0.94,3692.0,0.47,7.550158394931359,28.82787750791975,48.4,저PER(<8),중PBR(0.8~1.5),배당<2%
2024-08-05,348370,A,실행,0.0,11.39,0.0,0.0,-4.4089456869009505,30.35143769968051,42.8,적자/무실적,고PBR(3+),무배당
2024-08-05,281820,A,실행,27.78,1.95,1562.0,0.41,12.14177978883861,5.12820512820513,24.3,중고PER(15~30),중고PBR(1.5~3),배당<2%
2024-08-05,042700,A,실행,47.66,22.33,2753.0,0.32,12.03703703703704,4.6783625730994105,26.5,고PER(30+),고PBR(3+),배당<2%
2024-08-05,014830,A,실행,35.18,0.63,2450.0,1.86,7.13375796178343,0.38216560509554004,11.8,고PER(30+),저PBR(<0.8),배당<2%
2024-08-05,000210,A,실행,0.0,0.33,0.0,1.78,-8.02103049421661,-7.57097791798107,4.5,적자/무실적,저PBR(<0.8),배당<2%
2024-08-05,334970,A,실행,0.0,3.35,0.0,0.0,7.35930735930736,29.220779220779207,69.5,적자/무실적,고PBR(3+),무배당
2024-08-05,314930,A,실행,0.0,10.16,0.0,0.0,13.484486873508361,75.01988862370723,92.5,적자/무실적,고PBR(3+),무배당
2024-08-05,014820,A,실행,19.64,1.63,2194.0,1.39,12.63157894736841,33.157894736842096,42.6,중고PER(15~30),중고PBR(1.5~3),배당<2%
2024-08-05,038500,A,실행,11.41,0.55,315.0,2.78,10.44142614601018,2.8862478777589002,18.8,중PER(8~15),저PBR(<0.8),배당2%+
2024-08-05,071050,A,실행,6.05,0.51,12100.0,3.62,7.29984301412873,12.71585557299843,27.9,저PER(<8),저PBR(<0.8),배당2%+
2024-08-05,001200,A,실행,14.12,0.43,334.0,1.27,12.8188775510204,7.39795918367347,30.4,중PER(8~15),저PBR(<0.8),배당<2%
2024-08-05,237880,A,실행,22.24,2.84,1560.0,1.15,6.960000000000011,-11.04,9.4,중고PER(15~30),중고PBR(1.5~3),배당<2%
2024-08-05,099320,A,실행,8.9,2.14,4784.0,0.35,9.25414364640884,3.1767955801105003,51.9,중PER(8~15),중고PBR(1.5~3),배당<2%
2024-08-05,003530,A,실행,89.64,0.52,42.0,0.0,11.74496644295302,10.570469798657719,56.9,고PER(30+),저PBR(<0.8),무배당
2024-08-05,009150,A,실행,28.52,1.54,5597.0,0.72,-5.31403762662807,-6.07814761215629,8.4,중고PER(15~30),중고PBR(1.5~3),배당<2%
2024-08-05,145990,A,실행,4.65,0.33,10647.0,3.54,7.358053302433371,15.758980301274619,29.5,저PER(<8),저PBR(<0.8),배당2%+
2024-08-05,009420,A,실행,513.04,9.64,69.0,0.0,7.16612377850163,26.38436482084689,69.4,고PER(30+),고PBR(3+),무배당
2024-08-05,005935,A,실행,0.0,0.0,0.0,2.23,7.75401069518717,-11.05169340463457,15.3,적자/무실적,,배당2%+
2024-08-05,011790,A,실행,0.0,3.29,0.0,0.0,11.17440841367221,34.794040315512696,58.6,적자/무실적,고PBR(3+),무배당
2024-08-06,009240,A,실행,0.0,3.07,0.0,7.1,6.92883895131086,-3.55805243445692,12.9,적자/무실적,고PBR(3+),배당2%+
2024-08-06,084370,A,실행,41.67,2.95,1099.0,0.44,7.49354005167959,-3.8759689922480502,35.1,고PER(30+),중고PBR(1.5~3),배당<2%
2024-08-06,042700,B,실행,47.66,22.33,2753.0,0.32,-4.87509293680298,2.88104089219329,20.6,고PER(30+),고PBR(3+),배당<2%
2024-08-06,138040,B,실행,7.66,1.67,11020.0,2.8,14.37994722955144,31.92612137203166,59.8,저PER(<8),중고PBR(1.5~3),배당2%+
2024-08-08,090435,A,실행,0.0,0.0,0.0,1.76,14.92329149232913,-1.81311018131101,15.2,적자/무실적,,배당<2%
2024-08-16,003280,A,실행,17.01,3.5,142.0,0.0,-5.2,-15.36842105263157,6.7,중고PER(15~30),고PBR(3+),무배당
2024-08-16,032830,B,실행,9.14,0.41,10554.0,3.83,12.16216216216217,14.639639639639629,25.0,중PER(8~15),저PBR(<0.8),배당2%+
2024-08-19,005180,A,실행,9.21,1.24,9751.0,2.9,-6.89165446559296,-7.759882869692531,42.8,중PER(8~15),중PBR(0.8~1.5),배당2%+
2024-08-19,026890,A,실행,13.26,1.45,754.0,2.5,-6.13333333333333,-2.61904761904762,13.0,중PER(8~15),중PBR(0.8~1.5),배당2%+
2024-08-20,290690,A,실행,0.0,5.08,0.0,0.0,-5.36018957345971,-11.469194312796201,3.8,적자/무실적,고PBR(3+),무배당
2024-08-26,249420,A,실행,0.0,2.29,0.0,0.0,-7.29981378026071,-15.33209186840471,3.0,적자/무실적,중고PBR(1.5~3),무배당
2024-08-27,263750,A,실행,170.97,3.59,248.0,0.0,-5.67090395480226,9.46327683615819,14.8,고PER(30+),고PBR(3+),무배당
2024-09-04,090460,A,실행,8.33,1.18,2863.0,1.05,-5.98762376237623,-20.49504950495049,5.2,중PER(8~15),중PBR(0.8~1.5),배당<2%
2024-09-04,011070,A,실행,11.64,1.4,23884.0,0.94,-6.9595385674931105,-28.057851239669418,3.3,중PER(8~15),중PBR(0.8~1.5),배당<2%
2024-09-05,348370,A,주의,0.0,12.5,0.0,0.0,-5.0,-15.777777777777779,21.9,적자/무실적,고PBR(3+),무배당
2024-09-05,033100,A,주의,15.98,7.22,3510.0,0.89,8.04046858359956,28.8604898828541,36.7,중고PER(15~30),고PBR(3+),배당<2%
2024-09-05,042660,B,주의,46.94,2.46,736.0,0.0,-9.40623052959501,12.772585669781918,171.7,고PER(30+),중고PBR(1.5~3),무배당
2024-09-05,031980,A,주의,25.74,3.34,2055.0,1.13,-7.54701646090536,2.71604938271605,51.9,중고PER(15~30),고PBR(3+),배당<2%
2024-09-05,199800,A,주의,0.0,22.02,0.0,0.0,-5.38444010416666,-7.40131578947368,8.6,적자/무실적,고PBR(3+),무배당
2024-09-06,348370,A,실행,0.0,12.5,0.0,0.0,8.54984894259818,-7.975830815709969,32.6,적자/무실적,고PBR(3+),무배당
2024-09-06,199800,A,실행,0.0,22.02,0.0,0.0,-5.36764705882353,0.0,21.3,적자/무실적,고PBR(3+),무배당
2024-09-09,457190,A,실행,0.0,15.5,0.0,0.0,11.03603603603604,-3.6036036036036,50.5,적자/무실적,고PBR(3+),무배당
2024-09-24,007460,A,주의,0.0,2.67,0.0,0.0,-6.55737704918034,-6.06557377049181,9.3,적자/무실적,중고PBR(1.5~3),무배당
2024-09-30,267250,B,실행,20.44,0.74,3743.0,4.84,2.87581699346404,2.87581699346404,15.3,중고PER(15~30),저PBR(<0.8),배당2%+
2024-10-02,402340,B,실행,0.0,0.72,0.0,0.0,5.65217391304346,-6.01023017902813,36.3,적자/무실적,저PBR(<0.8),무배당
2024-10-10,028300,B,실행,0.0,21.24,0.0,0.0,-5.80539215686274,-10.41666666666666,19.6,적자/무실적,고PBR(3+),무배당
2024-10-14,047920,A,실행,0.0,8.98,0.0,0.0,-7.63503649635036,0.48661800486617,61.8,적자/무실적,고PBR(3+),무배당
2024-10-14,115450,A,실행,0.0,4.53,0.0,0.0,6.86777920410783,28.754813863928106,83.6,적자/무실적,고PBR(3+),무배당
2024-10-14,028300,A,실행,0.0,21.24,0.0,0.0,-6.3970588235294095,6.02941176470588,43.5,적자/무실적,고PBR(3+),무배당
2024-10-16,078600,A,실행,2382.98,10.65,47.0,0.0,-5.97862001943634,-18.95043731778425,16.4,고PER(30+),고PBR(3+),무배당
2024-10-21,042700,A,실행,39.34,18.43,2753.0,0.39,-6.9982758620689705,-17.4384236453202,25.1,고PER(30+),고PBR(3+),배당<2%
2024-10-24,039200,A,실행,0.0,13.4,0.0,0.0,-7.0174326465927095,-22.82091917591124,7.3,적자/무실적,고PBR(3+),무배당
2024-10-25,039200,A,실행,0.0,13.4,0.0,0.0,-5.82752613240418,-16.89895470383275,17.9,적자/무실적,고PBR(3+),무배당
2024-10-31,007660,A,주의,48.21,8.63,755.0,0.27,-7.2184065934065895,-23.35164835164834,22.8,고PER(30+),고PBR(3+),배당<2%
2024-11-01,402340,B,실행,0.0,0.76,0.0,0.0,-2.13349225268176,-5.48271752085816,27.1,적자/무실적,저PBR(<0.8),무배당
2024-11-01,008930,A,실행,28.19,4.11,1694.0,0.42,-1.80413793103447,-18.75862068965517,11.6,중고PER(15~30),고PBR(3+),배당<2%
2024-11-01,007660,A,실행,48.21,8.63,755.0,0.27,-5.949999999999999,-21.85714285714285,27.7,고PER(30+),고PBR(3+),배당<2%
2024-11-05,031980,A,주의,24.72,3.21,2055.0,1.18,-5.21573854660348,2.8436018957346003,45.7,중고PER(15~30),고PBR(3+),배당<2%
2024-11-06,031980,A,주의,24.72,3.21,2055.0,1.18,-6.653539478802021,9.21820303383897,43.5,중고PER(15~30),고PBR(3+),배당<2%
2024-11-06,007160,A,주의,17.49,0.64,3853.0,0.3,-6.07954545454545,-20.45454545454545,-0.7,중고PER(15~30),저PBR(<0.8),배당<2%
2024-11-07,001340,A,주의,54.57,1.97,175.0,0.63,-5.63474387527839,-11.58129175946548,5.1,고PER(30+),중고PBR(1.5~3),배당<2%
2024-11-07,078600,A,주의,2302.13,10.29,47.0,0.0,-7.6965065502183405,-11.35371179039301,30.8,고PER(30+),고PBR(3+),무배당
2024-11-07,101360,A,주의,0.0,5.43,0.0,0.0,-6.33239831697054,-31.276297335203363,4.6,적자/무실적,고PBR(3+),무배당
2024-11-12,241710,A,실행,38.09,5.01,2090.0,0.0,-6.3970588235294095,-17.3202614379085,2.5,고PER(30+),고PBR(3+),무배당
2024-11-12,192820,A,실행,29.96,4.72,5036.0,0.33,-5.2938901778809,13.9984532095901,67.4,중고PER(15~30),고PBR(3+),배당<2%
2024-11-12,033100,A,실행,15.07,6.81,3510.0,0.95,-5.0,5.73593073593072,39.0,중고PER(15~30),고PBR(3+),배당<2%
2024-11-13,010120,A,실행,20.86,2.51,7012.0,1.91,-7.20452937013447,27.10544939844304,114.8,중고PER(15~30),중고PBR(1.5~3),배당<2%
2024-11-13,094480,A,실행,0.0,2.94,0.0,0.53,-8.88194444444444,-8.65497076023391,14.3,적자/무실적,중고PBR(1.5~3),배당<2%
2024-11-13,358570,A,실행,0.0,8.79,0.0,0.0,-5.0,-18.63517060367454,63.9,적자/무실적,고PBR(3+),무배당
2024-11-13,259960,B,실행,25.84,2.75,12812.0,0.0,13.43537414965987,13.43537414965987,33.7,중고PER(15~30),중고PBR(1.5~3),무배당
2024-11-13,033100,A,실행,15.07,6.81,3510.0,0.95,-5.955307262569829,13.96648044692736,43.5,중고PER(15~30),고PBR(3+),배당<2%
2024-11-13,229640,A,실행,201.1,5.71,136.0,0.73,10.51502145922747,55.3648068669528,120.2,고PER(30+),고PBR(3+),배당<2%
2024-11-13,000250,A,실행,0.0,13.96,0.0,0.0,-5.45586975149957,39.417309340188524,82.1,적자/무실적,고PBR(3+),무배당
2024-11-14,000250,A,실행,0.0,13.96,0.0,0.0,-3.6383763837638403,50.83025830258303,96.0,적자/무실적,고PBR(3+),무배당
2024-11-14,317330,A,실행,0.0,3.87,0.0,0.0,-5.151273885350309,9.076433121019111,26.4,적자/무실적,고PBR(3+),무배당
2024-11-14,094480,A,실행,0.0,2.94,0.0,0.53,7.04573547589617,-2.5957972805933203,20.8,적자/무실적,중고PBR(1.5~3),배당<2%
2024-11-15,257720,A,실행,60.54,17.09,631.0,0.0,-9.23351158645275,10.51693404634581,61.9,고PER(30+),고PBR(3+),무배당
2024-11-19,089030,A,실행,0.0,7.35,0.0,0.29,7.8125,43.60119047619046,56.2,적자/무실적,고PBR(3+),배당<2%
2024-11-22,328130,A,실행,0.0,4.85,0.0,0.0,8.63636363636364,20.18181818181819,56.0,적자/무실적,고PBR(3+),무배당
2024-11-28,402340,A,실행,0.0,0.76,0.0,0.0,7.16216216216216,18.37837837837836,88.4,적자/무실적,저PBR(<0.8),무배당
2024-12-05,064350,B,실행,34.31,3.29,1475.0,0.2,-7.910878661087869,64.64435146443515,326.8,고PER(30+),고PBR(3+),배당<2%
2024-12-05,027360,A,실행,19.93,1.29,141.0,1.78,-8.5123611111111,-15.55555555555555,3.3,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2024-12-05,126720,A,실행,6.43,0.63,3414.0,3.64,-5.90249999999999,2.0,42.0,저PER(<8),저PBR(<0.8),배당2%+
2024-12-05,032830,B,실행,10.15,0.45,10554.0,3.45,-9.68965517241379,-11.52709359605911,28.6,중PER(8~15),저PBR(<0.8),배당2%+
2024-12-05,105560,B,실행,8.31,0.64,11580.0,3.18,-1.04895104895105,-1.04895104895105,33.8,중PER(8~15),저PBR(<0.8),배당2%+
2024-12-05,032820,A,실행,67.42,3.31,33.0,0.0,-6.10945127266387,2.77196652719664,106.3,고PER(30+),고PBR(3+),무배당
2024-12-06,041190,A,실행,5.61,1.31,1566.0,0.0,-5.0,-17.35436893203883,28.5,저PER(<8),중PBR(0.8~1.5),무배당
2024-12-06,064350,B,실행,34.31,3.29,1475.0,0.2,-6.8389417989418,66.77248677248677,350.8,고PER(30+),고PBR(3+),배당<2%
2024-12-06,036570,A,실행,22.74,1.48,10446.0,1.32,-5.85536159600997,-10.02493765586034,7.0,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2024-12-06,105560,B,실행,8.31,0.64,11580.0,3.18,-1.28956623681125,-1.28956623681125,34.6,중PER(8~15),저PBR(<0.8),배당2%+
2024-12-06,027360,A,실행,19.93,1.29,141.0,1.78,7.952286282306149,-8.94632206759443,10.9,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2024-12-06,094480,A,실행,0.0,2.93,0.0,0.53,-6.19949494949495,-4.92424242424242,100.5,적자/무실적,중고PBR(1.5~3),배당<2%
2024-12-09,099320,A,실행,9.16,2.2,4784.0,0.34,7.713498622589519,41.32231404958677,66.7,중PER(8~15),중고PBR(1.5~3),배당<2%
2024-12-09,077970,A,실행,114.67,2.04,167.0,0.0,7.14285714285714,63.49206349206349,101.0,고PER(30+),중고PBR(1.5~3),무배당
2024-12-09,112040,A,실행,0.0,5.8,0.0,0.0,-5.35984848484848,4.04040404040404,12.6,적자/무실적,고PBR(3+),무배당
2024-12-09,037270,A,실행,14.26,1.89,340.0,0.0,-0.92791612057667,12.05766710353866,125.4,중PER(8~15),중고PBR(1.5~3),무배당
2024-12-09,012450,B,실행,19.41,4.48,16103.0,0.58,52.32974910394266,86.37992831541219,253.8,중고PER(15~30),고PBR(3+),배당<2%
2024-12-09,053030,A,실행,114.57,2.95,151.0,0.0,8.61372812920591,35.935397039030946,56.5,고PER(30+),중고PBR(1.5~3),무배당
2024-12-09,003530,A,실행,84.17,0.49,42.0,0.0,9.6234309623431,-3.9051603905160297,103.6,고PER(30+),저PBR(<0.8),무배당
2024-12-09,097230,A,실행,0.0,1.11,0.0,0.0,7.531055900621101,122.98136645962731,207.5,적자/무실적,중PBR(0.8~1.5),무배당
2024-12-09,032820,A,실행,67.42,3.31,33.0,0.0,7.729468599033799,20.16908212560386,187.4,고PER(30+),고PBR(3+),무배당
2024-12-09,314930,A,실행,0.0,11.2,0.0,0.0,9.18367346938775,-5.78231292517006,25.4,적자/무실적,고PBR(3+),무배당
2024-12-09,027360,A,실행,19.93,1.29,141.0,1.78,7.93991416309012,2.14592274678111,19.7,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2024-12-09,220100,A,실행,0.0,5.58,0.0,0.0,10.38286826735885,45.03569110966905,72.6,적자/무실적,고PBR(3+),무배당
2024-12-09,334970,A,실행,0.0,3.26,0.0,0.0,12.675296655879182,4.31499460625675,15.9,적자/무실적,고PBR(3+),무배당
2024-12-09,000810,B,실행,9.18,1.04,42777.0,4.08,2.32876712328766,2.32876712328766,27.7,중PER(8~15),중PBR(0.8~1.5),배당2%+
2024-12-09,216080,A,실행,24.89,4.87,783.0,0.0,-4.2304320601127205,-17.04646809584947,8.8,중고PER(15~30),고PBR(3+),무배당
2024-12-10,000810,B,실행,9.18,1.04,42777.0,4.08,-1.510989010989,-1.510989010989,28.0,중PER(8~15),중PBR(0.8~1.5),배당2%+
2024-12-11,089030,A,실행,0.0,5.78,0.0,0.37,7.4044585987261105,34.076433121019114,67.2,적자/무실적,고PBR(3+),배당<2%
2024-12-17,377300,A,실행,1302.63,1.77,19.0,0.0,-5.16156462585034,9.01360544217686,287.8,고PER(30+),중고PBR(1.5~3),무배당
2024-12-17,086280,B,실행,8.69,1.19,14154.0,5.12,10.87902523933854,13.48999129677981,31.4,중PER(8~15),중PBR(0.8~1.5),배당2%+
2024-12-20,196170,B,실행,0.0,100.18,0.0,0.0,42.05776173285198,42.05776173285198,65.9,적자/무실적,고PBR(3+),무배당
2024-12-20,226950,A,실행,0.0,7.12,0.0,0.0,9.49060036385689,216.5554881746513,288.1,적자/무실적,고PBR(3+),무배당
2024-12-20,094480,A,실행,0.0,2.93,0.0,0.53,8.54304635761589,-0.66225165562914,110.3,적자/무실적,중고PBR(1.5~3),배당<2%
2024-12-23,196170,B,실행,0.0,100.18,0.0,0.0,42.05776173285198,42.05776173285198,65.9,적자/무실적,고PBR(3+),무배당
2024-12-30,139480,A,실행,0.0,0.15,0.0,3.15,9.542586750788649,26.65615141955835,60.6,적자/무실적,저PBR(<0.8),배당2%+
2024-12-30,104700,A,실행,4.77,0.38,1756.0,4.77,-7.49403341288782,-3.5799522673030904,20.9,저PER(<8),저PBR(<0.8),배당2%+
2024-12-30,071320,A,실행,2.51,0.23,16508.0,0.0,9.96376811594204,22.22222222222223,124.6,저PER(<8),저PBR(<0.8),무배당
2024-12-30,094170,A,실행,13.59,6.15,1324.0,0.39,10.58921623123958,14.78599221789882,33.1,중PER(8~15),고PBR(3+),배당<2%
2025-01-07,178320,A,실행,0.0,2.0,0.0,0.0,-4.71337579617834,-11.88959660297239,8.3,적자/무실적,중고PBR(1.5~3),무배당
2025-01-08,226950,A,실행,0.0,6.53,0.0,0.0,-5.88327868852459,203.9344262295082,319.7,적자/무실적,고PBR(3+),무배당
2025-02-03,083450,A,실행,9.05,1.43,1985.0,2.78,8.14439140811456,10.14319809069212,39.3,중PER(8~15),중PBR(0.8~1.5),배당2%+
2025-02-03,204270,A,실행,70.42,3.52,311.0,0.0,10.0874935666495,-21.564590838908902,51.3,고PER(30+),고PBR(3+),무배당
2025-02-03,007660,A,실행,51.26,9.17,755.0,0.26,9.70802919708029,5.83941605839415,98.5,고PER(30+),고PBR(3+),배당<2%
2025-02-03,008730,A,실행,0.0,2.48,0.0,0.82,12.213740458015259,-4.58015267175572,42.0,적자/무실적,중고PBR(1.5~3),배당<2%
2025-02-03,011790,B,실행,0.0,3.78,0.0,0.0,-2.50174216027874,-25.1567944250871,14.7,적자/무실적,고PBR(3+),무배당
2025-02-03,089030,A,실행,0.0,7.49,0.0,0.29,9.42376950780312,-20.168067226890752,16.9,적자/무실적,고PBR(3+),배당<2%
2025-02-03,042700,A,실행,41.12,19.27,2753.0,0.37,6.88679245283019,-34.24528301886792,7.8,고PER(30+),고PBR(3+),배당<2%
2025-02-03,033100,A,실행,15.81,7.14,3510.0,0.9,-6.2653688524590105,-34.01639344262295,0.7,중고PER(15~30),고PBR(3+),배당<2%
2025-02-03,095340,A,실행,89.45,2.9,749.0,0.3,10.24793388429752,-12.89256198347107,30.7,고PER(30+),중고PBR(1.5~3),배당<2%
2025-02-03,025980,A,실행,5.24,0.84,1127.0,0.0,7.431192660550449,5.13761467889908,117.4,저PER(<8),중PBR(0.8~1.5),무배당
2025-02-03,348210,A,실행,18.65,4.62,3088.0,0.87,8.10313075506445,9.20810313075506,17.9,중고PER(15~30),고PBR(3+),배당<2%
2025-02-03,031980,A,실행,26.28,3.41,2055.0,1.11,8.979591836734691,-23.673469387755087,14.1,중고PER(15~30),고PBR(3+),배당<2%
2025-02-03,006260,A,실행,7.47,0.69,15881.0,1.35,7.901907356948221,-5.35876475930972,99.8,저PER(<8),저PBR(<0.8),배당<2%
2025-02-03,003160,A,실행,139.51,2.92,122.0,0.59,9.66277561608301,-9.273670557717251,33.9,고PER(30+),중고PBR(1.5~3),배당<2%
2025-02-04,008730,A,실행,0.0,2.48,0.0,0.82,8.84615384615383,-7.69230769230768,43.1,적자/무실적,중고PBR(1.5~3),배당<2%
2025-02-04,204270,A,실행,70.42,3.52,311.0,0.0,7.875264270613109,-20.19027484143762,55.4,고PER(30+),고PBR(3+),무배당
2025-02-04,031980,A,실행,26.28,3.41,2055.0,1.11,8.18965517241379,-17.7801724137931,20.5,중고PER(15~30),고PBR(3+),배당<2%
2025-02-10,137310,A,실행,0.0,0.49,0.0,0.0,8.23917137476459,-18.26741996233521,27.6,적자/무실적,저PBR(<0.8),무배당
2025-02-12,114840,A,주의,21.08,6.13,1167.0,0.64,11.95899772209567,-12.84738041002278,22.8,중고PER(15~30),고PBR(3+),배당<2%
2025-02-13,259960,A,주의,28.41,3.03,12812.0,0.0,9.14826498422713,18.92744479495267,24.0,중고PER(15~30),고PBR(3+),무배당
2025-02-14,067160,A,주의,11.68,2.96,6874.0,1.06,-5.53023255813953,-24.46511627906976,4.3,중PER(8~15),중고PBR(1.5~3),배당<2%
2025-02-19,091810,A,주의,7.71,5.21,506.0,0.0,-5.6921675774134695,-25.136612021857918,3.5,저PER(<8),고PBR(3+),무배당
2025-02-24,008730,A,주의,0.0,2.48,0.0,0.82,-8.10137457044674,-8.76288659793814,27.7,적자/무실적,중고PBR(1.5~3),배당<2%
2025-02-25,267260,B,주의,56.94,14.08,7200.0,0.24,-8.92855093256814,-14.634146341463412,49.2,고PER(30+),고PBR(3+),배당<2%
2025-02-27,003160,A,주의,139.51,2.92,122.0,0.59,-5.20299145299145,5.41310541310542,24.9,고PER(30+),중고PBR(1.5~3),배당<2%
2025-02-28,007660,A,실행,51.29,9.18,734.0,0.27,-5.0609783089862805,-12.21779548472775,80.6,고PER(30+),고PBR(3+),배당<2%
2025-03-04,281740,A,실행,51.09,11.22,367.0,0.0,-6.2132701421800896,-21.800947867298582,6.6,고PER(30+),고PBR(3+),무배당
2025-03-04,011500,A,실행,24.01,1.83,811.0,0.62,10.0,-10.35294117647058,16.1,중고PER(15~30),중고PBR(1.5~3),배당<2%
2025-03-06,241590,A,주의,0.0,1.18,0.0,0.45,-6.94318181818182,-11.25,2.4,적자/무실적,중PBR(0.8~1.5),배당<2%
2025-03-07,281740,A,주의,51.09,11.22,367.0,0.0,-6.087542087542079,-13.535353535353531,14.3,고PER(30+),고PBR(3+),무배당
2025-03-07,000100,B,주의,67.16,4.43,1815.0,0.37,-1.48864592094196,-7.73759461732548,15.9,고PER(30+),고PBR(3+),배당<2%
2025-03-07,328130,A,주의,0.0,7.47,0.0,0.0,8.26848249027236,1.1673151750972701,18.1,적자/무실적,고PBR(3+),무배당
2025-03-10,000100,B,주의,67.16,4.43,1815.0,0.37,-2.7966804979253,-8.87966804979253,14.4,고PER(30+),고PBR(3+),배당<2%
2025-03-10,086280,B,주의,9.19,1.26,14154.0,4.84,-8.91148281521003,-16.65357423409269,50.6,중PER(8~15),중PBR(0.8~1.5),배당2%+
2025-03-12,010120,B,실행,34.23,4.11,7012.0,1.17,-5.078322385042959,16.22031328954016,68.8,고PER(30+),고PBR(3+),배당<2%
2025-03-18,012510,A,실행,65.16,4.73,1082.0,0.31,-7.30502599653379,-0.8665511265164599,53.2,고PER(30+),고PBR(3+),배당<2%
2025-03-21,304100,A,주의,0.0,4.13,0.0,0.0,7.61363636363636,42.27272727272726,167.7,적자/무실적,고PBR(3+),무배당
2025-03-24,000100,B,주의,67.16,4.43,1815.0,0.37,-6.50367892976588,-12.20735785953177,14.0,고PER(30+),고PBR(3+),배당<2%
2025-03-27,267260,A,실행,45.21,11.18,7200.0,0.31,-8.09583333333334,29.111842105263158,105.3,고PER(30+),고PBR(3+),배당<2%
2025-03-31,080220,A,실행,25.81,2.68,485.0,0.0,7.3083067092651595,6.629392971245999,64.5,중고PER(15~30),중고PBR(1.5~3),무배당
2025-04-01,259960,B,실행,26.11,2.78,12812.0,0.0,14.705882352941169,8.52941176470587,15.6,중고PER(15~30),중고PBR(1.5~3),무배당
2025-04-07,000990,A,실행,6.85,1.03,6241.0,1.36,7.67195767195767,16.534391534391528,61.4,저PER(<8),중PBR(0.8~1.5),배당<2%
2025-04-07,095610,A,실행,243.82,1.27,89.0,2.3,9.225195094760311,33.22185061315497,172.0,고PER(30+),중PBR(0.8~1.5),배당2%+
2025-04-08,323280,A,실행,0.0,20.64,0.0,0.0,17.352259559675538,39.049826187717265,121.3,적자/무실적,고PBR(3+),무배당
2025-04-09,000250,A,실행,0.0,17.03,0.0,0.0,10.99726775956284,11.9535519125683,83.4,적자/무실적,고PBR(3+),무배당
2025-04-16,220100,A,실행,0.0,7.36,0.0,0.0,-5.63139059304703,-19.22290388548057,26.5,적자/무실적,고PBR(3+),무배당
2025-04-22,053800,A,실행,18.06,2.3,4125.0,1.74,6.956521739130429,1.88405797101449,12.2,중고PER(15~30),중고PBR(1.5~3),배당<2%
2025-04-28,196170,B,실행,0.0,127.37,0.0,0.0,-9.73837535014006,4.20168067226891,57.7,적자/무실적,고PBR(3+),무배당
2025-04-28,195940,A,실행,20.89,0.82,1666.0,1.01,9.41676792223571,4.0097205346294,29.0,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2025-05-07,130660,A,실행,26.51,3.97,476.0,2.35,7.2076155938349995,19.22030825022664,54.0,중고PER(15~30),고PBR(3+),배당2%+
2025-05-08,084690,A,실행,18.79,0.53,568.0,2.53,7.2580645161290205,14.83870967741936,28.0,중고PER(15~30),저PBR(<0.8),배당2%+
2025-05-08,001790,A,실행,9.62,0.59,354.0,3.38,-8.6516747703944,2.4311183144246398,10.5,중PER(8~15),저PBR(<0.8),배당2%+
2025-05-09,001790,A,실행,9.62,0.59,354.0,3.38,-5.84879725085911,10.65292096219931,17.2,중PER(8~15),저PBR(<0.8),배당2%+
2025-05-12,023160,A,실행,9.89,1.03,2129.0,0.81,9.16666666666665,12.22222222222222,79.4,중PER(8~15),중PBR(0.8~1.5),배당<2%
2025-05-16,017810,A,주의,57.53,1.7,255.0,0.7,-6.54292343387471,-2.39752513534415,43.0,고PER(30+),중고PBR(1.5~3),배당<2%
2025-05-16,044490,A,주의,8.81,0.59,1707.0,0.0,11.17136659436008,142.588575560376,232.6,중PER(8~15),저PBR(<0.8),무배당
2025-05-26,448280,A,주의,16.14,2.38,1955.0,1.58,-5.292908530318599,40.698869475847886,69.0,중고PER(15~30),중고PBR(1.5~3),배당<2%
2025-05-27,448280,A,주의,16.14,2.38,1955.0,1.58,13.42391304347825,50.10869565217391,78.7,중고PER(15~30),중고PBR(1.5~3),배당<2%
2025-06-05,256840,A,관찰만,28.09,1.65,199.0,0.0,7.51953125,-3.80859375,20.7,중고PER(15~30),중고PBR(1.5~3),무배당
2025-06-17,381970,A,주의,16.55,3.22,912.0,7.62,7.559395248380111,9.3592512598992,23.9,중고PER(15~30),고PBR(3+),배당2%+
2025-06-20,003280,A,관찰만,9.58,1.66,165.0,0.0,9.29570170895908,-11.70378042465044,15.7,중PER(8~15),중고PBR(1.5~3),무배당
2025-06-25,101730,A,관찰만,0.0,1.12,0.0,0.0,-5.34144053117783,-15.70438799076212,6.6,적자/무실적,중PBR(0.8~1.5),무배당
2025-06-25,112040,A,관찰만,4.66,2.05,5604.0,0.0,-8.66080123948651,-22.045152722443557,-1.7,저PER(<8),중고PBR(1.5~3),무배당
2025-06-25,003280,A,관찰만,9.58,1.66,165.0,0.0,12.11699164345403,-6.85236768802228,18.4,중PER(8~15),중고PBR(1.5~3),무배당
