출발일,code,name,유형,국면,밸류,상승1월,상승4월,전체최고,고점월,ex_ret,ex_how,완결
2022-09-27,080420,모다이노칩,A,실행,,-2.4355300859598805,7.163323782234965,19.627507163323777,3,-0.0867478510028653,손절,True
2022-09-26,117580,대성에너지,A,실행,,11.495327102803742,-4.299065420560744,26.16822429906542,9,0.0747663551401869,목표,True
2022-09-26,001250,GS글로벌,A,실행,,-4.159132007233268,29.475587703435814,29.475587703435814,11,-0.05,손절,True
2022-09-26,000230,일동홀딩스,A,실행,,0.4842615012106588,-30.94430992736078,101.93704600484264,11,0.0714285714285714,목표,True
2022-09-26,161000,애경케미칼,A,실행,저PBR·저PER·배당2%+,-8.307692307692305,110.25641025641026,131.79487179487182,11,0.0692307692307692,목표,True
2022-09-26,101360,에코앤드림,A,실행,,5.363984674329503,100.76628352490422,106.13026819923373,3,0.0833333333333332,목표,True
2022-09-23,353200,대덕전자,A,실행,,-5.982905982905984,6.623931623931623,14.102564102564097,11,-0.05,손절,True
2022-09-19,117580,대성에너지,A,실행,,4.192139737991263,-10.567685589519648,17.903930131004376,9,0.0720524017467247,목표,True
2022-09-19,220260,켐트로스,A,실행,,-21.067961165048544,30.77669902912621,32.71844660194174,3,-0.0711213592233011,손절,True
2022-09-19,010060,OCI홀딩스,A,실행,저PER,-12.511848341232223,17.535545023696674,17.535545023696674,11,-0.0545023696682464,손절,True
2022-09-15,323990,박셀바이오,A,실행,,-20.979765708200215,52.928647497337586,52.928647497337586,9,-0.0580937167199148,손절,True
2022-09-15,067630,HLB생명과학,A,실행,,-11.985018726591756,-9.662921348314601,6.741573033707859,10,-0.056641697877653,손절,True
2022-09-15,028300,HLB,B,실행,,-22.561692126909517,-9.283196239717984,7.638072855464162,10,-0.0792978848413631,손절,True
2022-09-06,054210,이랜텍,A,실행,,6.118421052631584,-2.1052631578947323,6.118421052631584,1,-0.0661875,손절,True
2022-09-06,007390,네이처셀,A,실행,,-12.8,36.00000000000001,36.00000000000001,11,-0.0502533333333333,손절,True
2022-09-05,007390,네이처셀,A,실행,,-16.368286445012792,30.434782608695656,30.434782608695656,11,-0.0670076726342711,손절,True
2022-09-02,297090,씨에스베어링,A,실행,,-13.33333333333333,20.091324200913242,20.091324200913242,3,-0.0717808219178082,트레일,True
2022-09-01,001440,대한전선,A,실행,,-5.632183908045974,3.4482758620689724,14.942528735632198,11,-0.0500000000000001,손절,True
2021-10-29,065660,안트로젠,A,주의,,14.04109589041096,-53.51027397260274,17.294520547945204,12,0.0736301369863012,목표,True
2021-10-27,009240,한샘,A,실행,,-6.995073891625614,-16.256157635467982,6.403940886699511,12,-0.0546798029556649,손절,True
2021-10-19,003280,흥아해운,A,주의,,-28.682170542635653,-15.245478036175708,16.020671834625322,10,0.107235142118863,목표,True
2021-10-13,185490,아이진,A,주의,,-6.382978723404253,-54.04255319148936,23.404255319148938,10,0.1617021276595744,목표,True
2021-10-13,047920,HLB제약,A,주의,,-19.891008174386926,-42.234332425068125,17.438692098092634,10,0.0694822888283379,목표,True
2021-10-13,299660,셀리드,A,주의,,-24.680851063829788,-55.67375886524823,16.45390070921986,11,0.0773049645390071,목표,True
2021-10-12,003670,포스코퓨처엠,B,주의,,-6.451612903225811,-9.677419354838712,10.64516129032258,11,-0.0763096774193548,손절,True
2021-10-12,101490,에스앤에스텍,A,주의,,18.312101910828016,-2.86624203821656,24.044585987261136,11,0.0788216560509553,목표,True
2021-10-07,084110,휴온스글로벌,A,주의,,-21.233569261880692,-33.36703741152679,5.965621840242674,10,-0.0675025278058645,트레일,True
2021-10-07,003490,대한항공,B,주의,,-6.907378335949765,2.19780219780219,2.19780219780219,4,-0.0970015698587126,손절,True
2021-10-06,299660,셀리드,A,실행,,-23.043478260869566,-54.710144927536234,19.999999999999996,10,0.1152173913043477,목표,True
2021-10-06,086890,이수앱지스,A,실행,,-19.999999999999996,-20.90909090909091,25.454545454545464,10,0.1022727272727272,목표,True
2021-10-06,032300,한국파마,A,실행,,5.0104384133611735,-15.03131524008351,49.89561586638831,10,0.0949895615866387,목표,True
2021-10-06,025950,동신건설,A,실행,,34.13978494623655,-14.247311827956988,34.13978494623655,1,0.105510752688172,목표,True
2021-10-06,047920,HLB제약,A,실행,,-19.672131147540984,-42.07650273224044,17.759562841530062,10,0.0710382513661203,목표,True
2021-10-06,200670,휴메딕스,A,실행,,-16.952054794520542,-21.575342465753423,13.013698630136993,10,0.0796232876712328,목표,True
2021-10-06,205470,휴마시스,A,실행,,127.19999999999997,44.8,191.6,2,0.0879999999999998,목표,True
2021-10-06,047820,초록뱀미디어,A,실행,,35.897435897435905,24.786324786324787,82.47863247863249,11,0.0854700854700856,목표,True
2021-10-06,084110,휴온스글로벌,A,실행,,-22.410358565737056,-34.36254980079681,18.32669322709164,10,-0.0679780876494023,손절,True
2021-10-06,002900,TYM,A,실행,,-4.6875,45.83333333333333,98.69791666666667,4,0.1158854166666667,목표,True
2021-10-06,049180,셀루메드,A,실행,,-13.341645885286779,-23.815461346633416,24.31421446384039,10,0.0922693266832916,목표,True
2021-10-06,036200,유니셈,A,실행,,31.390134529147986,8.520179372197312,35.8744394618834,12,0.0695067264573991,목표,True
2021-10-06,035810,이지홀딩스,A,실행,저PBR·저PER,-4.772727272727273,46.81818181818183,46.81818181818183,10,-0.042,트레일,True
2021-10-05,138610,나이벡,A,주의,,-6.804733727810652,-19.526627218934912,7.692307692307687,10,-0.0738905325443787,손절,True
2021-10-05,112610,씨에스윈드,A,주의,,-2.0588235294117685,-4.558823529411759,10.294117647058831,10,0.0713235294117646,목표,True
2021-10-05,299660,셀리드,A,주의,,-27.656675749318804,-57.42506811989101,12.806539509536785,10,0.1028610354223433,목표,True
2021-10-05,003280,흥아해운,A,주의,,-13.070866141732285,3.307086614173227,55.748031496063,10,-0.0799212598425196,손절,True
2021-10-01,003280,흥아해운,A,주의,,-27.08058124174373,-13.34214002642008,30.64729194187583,10,-0.0663143989431968,손절,True
2021-10-01,011200,HMM,B,주의,,-10.849056603773588,-7.704402515723274,18.39622641509433,3,-0.0467767295597484,손절,True
2021-09-30,011200,HMM,B,주의,,-15.875370919881304,-12.908011869436198,11.72106824925816,3,-0.0723115727002967,손절,True
2021-09-28,095660,네오위즈,A,주의,,63.48547717842323,11.203319502074693,63.48547717842323,1,-0.0578838174273859,손절,True
2021-09-28,297890,HB솔루션,A,주의,,20.20460358056266,3.5805626598465423,20.20460358056266,1,-0.0621483375959081,손절,True
2021-09-27,095660,네오위즈,A,주의,,49.80988593155893,1.9011406844106515,49.80988593155893,1,-0.0821181875792143,손절,True
2021-09-17,006400,삼성SDI,B,관찰만,,-4.551724137931035,-13.379310344827589,6.482758620689655,11,0.0441379310344827,만기,True
2021-09-14,035720,카카오,B,관찰만,,-5.645161290322576,-12.903225806451612,5.645161290322576,11,-0.0822216838651866,손절,True
2021-09-07,001470,삼부토건,A,관찰만,,-9.59147424511545,9.59147424511546,24.156305506216704,3,-0.0753108348134991,손절,True
2021-09-06,064760,티씨케이,A,관찰만,,14.370370370370367,7.777777777777772,15.407407407407403,12,-0.0514074074074074,손절,True
2021-09-06,007700,F&F홀딩스,A,관찰만,저PER·배당2%+,-13.23155216284987,-26.20865139949109,21.246819338422384,11,-0.0648442536047499,손절,True
2021-09-01,052400,코나아이,A,관찰만,,14.242424242424235,-16.21212121212121,19.24242424242424,9,0.0939393939393939,목표,True
2020-10-30,267270,HD건설기계,A,주의,저PBR,62.7016129032258,145.16129032258064,175.0,4,0.0685483870967742,목표,True
2020-10-27,005690,파미셀,A,관찰만,,10.49382716049383,20.98765432098766,59.5679012345679,11,0.0771604938271603,목표,True
2020-10-19,005690,파미셀,A,관찰만,,14.743589743589736,25.64102564102564,65.70512820512822,11,0.0753205128205127,목표,True
2020-10-16,005690,파미셀,A,관찰만,,12.578616352201255,23.27044025157232,62.57861635220125,11,0.0864779874213836,목표,True
2020-10-16,026890,스틱인베스트먼트,A,관찰만,,17.59259259259258,94.44444444444444,94.44444444444444,4,-0.0763888888888888,손절,True
2020-10-15,026890,스틱인베스트먼트,A,주의,,16.5137614678899,92.66055045871559,92.66055045871559,4,-0.0892201834862385,손절,True
2020-10-15,091990,091990,B,주의,,101.47895335608648,56.88282138794085,103.86803185437996,12,0.3026166097838452,목표,True
2020-09-23,028300,HLB,A,관찰만,,0.3798670465337217,-27.32250998582657,7.217473884140535,12,-0.0518983459955683,손절,True
2020-09-23,096770,SK이노베이션,B,관찰만,저PBR·배당2%+,115.20270270270272,91.89189189189189,121.28378378378378,2,-0.1010787162162162,손절,True
2020-09-23,016380,KG스틸,A,관찰만,,37.5,127.0,151.5,3,-0.0518999999999999,손절,True
2020-09-01,140410,메지온,A,주의,,4.208654416123281,-5.512744516893909,18.31653823355066,11,-0.0593479549496147,손절,True
2020-09-01,096770,SK이노베이션,B,주의,저PBR·배당2%+,114.47811447811449,91.24579124579124,120.53872053872054,2,-0.0584175084175083,트레일,True
2019-10-07,000270,기아,B,실행,저PBR,3.3838973162193753,-25.78763127187864,6.534422403733964,12,0.0035005834305716,만기,True
2019-10-07,002100,경농,A,실행,,-7.924528301886791,4.528301886792452,5.283018867924527,10,-0.0643396226415093,손절,True
2018-10-29,127160,127160,A,실행,,14.175654853620955,-40.98613251155624,52.85053929121726,11,-0.0581142783769902,손절,True
2018-10-29,006490,프리티,A,실행,,15.371024734982331,-12.279151943462896,41.69611307420495,11,-0.0600706713780918,손절,True
2018-10-29,005690,파미셀,A,실행,,70.27027027027026,13.963963963963955,70.27027027027026,1,-0.05,손절,True
2018-10-29,067160,SOOP,A,실행,,48.78892733564013,124.91349480968856,149.1349480968858,5,0.0683391003460207,목표,True
2018-10-29,004980,성신양회,A,실행,,84.472049689441,45.962732919254655,90.06211180124224,2,0.0739130434782608,목표,True
2018-10-29,048410,현대바이오,A,실행,,-1.1551155115511635,173.92739273927393,222.6072607260726,5,0.0693069306930693,목표,True
2018-10-29,006390,006390,A,실행,,66.52110625909754,28.384279475982545,71.47016011644834,2,0.0909752547307132,목표,True
2018-10-29,045390,대아티아이,A,실행,,75.96153846153845,37.88461538461539,106.73076923076925,2,0.1038461538461539,목표,True
2018-10-26,011690,와이투솔루션,A,실행,,32.70622286541245,32.70622286541245,51.95369030390737,3,-0.0513748191027496,손절,True
2018-10-25,227840,현대코퍼레이션홀딩스,A,실행,,8.42391304347827,-14.130434782608692,8.42391304347827,1,-0.0706521739130434,손절,True
2018-10-25,007700,F&F홀딩스,A,실행,,-21.98275862068967,53.10344827586204,67.9310344827586,4,-0.0860344827586206,손절,True
2018-10-25,012510,012510,A,실행,,20.41284403669725,34.1743119266055,57.568807339449535,4,0.0688073394495412,목표,True
2018-10-24,033180,033180,A,실행,,28.451882845188294,-19.832635983263604,28.451882845188294,1,-0.0539748953974895,손절,True
2018-10-24,227840,현대코퍼레이션홀딩스,A,실행,,3.3678756476683835,-18.134715025906733,37.04663212435233,1,-0.0614443005181347,손절,True
2018-10-24,078600,대주전자재료,A,실행,,11.051212938005396,5.39083557951483,20.485175202156334,2,-0.0501280323450135,손절,True
2018-10-12,000720,현대건설,B,실행,,14.721723518850993,-0.7181328545781018,20.28725314183124,2,-0.0555996409335727,손절,True
2018-10-12,036460,한국가스공사,B,실행,저PBR,-4.355400696864109,-14.634146341463417,2.4390243902439046,10,-0.0922726480836237,손절,True
2018-10-11,033270,유나이티드제약,A,실행,,-8.206106870229013,8.015267175572527,9.160305343511443,3,-0.05,손절,True
2018-10-11,003410,003410,A,실행,배당2%+,27.27272727272727,18.90909090909092,29.63636363636364,2,-0.0655999999999999,트레일,True
2018-10-11,183190,아세아시멘트,A,실행,저PBR,12.608695652173907,5.652173913043468,25.217391304347814,2,-0.0549565217391304,트레일,True
2018-10-11,007630,007630,A,실행,,-40.60085836909872,-72.70386266094421,11.587982832618016,10,-0.0500000000000001,손절,True
2018-10-11,000720,현대건설,A,실행,,18.55287569573283,2.5974025974025983,24.30426716141001,2,-0.0552875695732838,손절,True
2018-10-11,036460,한국가스공사,B,실행,저PBR,-5.344827586206902,-15.517241379310342,2.586206896551735,10,-0.1016629310344828,손절,True
2018-10-11,011760,현대코퍼레이션,A,실행,,30.94339622641509,-1.6981132075471694,34.528301886792455,2,-0.0070943396226414,트레일,True
2018-10-08,215600,신라젠,A,실행,,-7.168894289185901,-19.07654921020656,12.150668286755772,10,0.0783718104495747,목표,True
2018-10-04,008770,호텔신라,A,실행,,-14.345991561181437,22.36286919831223,24.472573839662438,4,-0.0710443037974684,손절,True
2018-10-04,004170,신세계,A,실행,,-8.731466227347607,13.17957166392092,14.66227347611202,3,-0.0625205930807248,손절,True
2018-10-02,271980,제일약품,A,주의,,4.844961240310086,-12.4031007751938,20.93023255813953,11,-0.0596656976744186,손절,True
2017-10-23,030520,한컴,A,관찰만,,34.40514469453375,4.8231511254019255,34.40514469453375,1,0.0884244372990352,목표,True
2017-10-16,141080,리가켐바이오,A,관찰만,,130.46357615894038,141.72185430463577,141.72185430463577,4,-0.0641556291390729,손절,True
2017-10-13,086900,메디톡스,A,관찰만,,42.82449725776964,75.43418647166362,75.43418647166362,4,-0.0569469835466178,손절,True
2017-09-25,192080,더블유게임즈,A,관찰만,,27.766599597585518,43.25955734406439,51.30784708249496,3,0.0714285714285714,목표,True
2017-09-21,213420,덕산네오룩스,A,관찰만,,28.71536523929472,-7.556675062972296,43.32493702770781,11,0.0919395465994963,목표,True
2017-09-06,141080,리가켐바이오,A,주의,,110.27190332326282,120.54380664652568,120.54380664652568,2,0.0709969788519635,목표,True
2016-10-31,096760,JW홀딩스,A,관찰만,,-10.230692076228687,-13.239719157472418,4.312938816449341,11,-0.0652457372116349,손절,True
2016-10-31,001060,JW중외제약,A,관찰만,,11.178861788617889,-3.1504065040650397,16.869918699186993,11,-0.068504403794038,손절,True
2016-10-28,096760,JW홀딩스,A,관찰만,,-12.254901960784315,-15.19607843137255,23.529411764705888,10,-0.0686274509803921,손절,True
2016-10-25,141080,리가켐바이오,A,관찰만,,20.666666666666657,4.166666666666652,32.833333333333336,12,0.07,목표,True
2016-10-14,018880,한온시스템,B,관찰만,저PBR,-5.2401746724890845,-17.37991266375546,3.056768558951961,10,-0.08401986275733,손절,True
2016-10-13,141000,비아트론,A,관찰만,,24.882629107981224,7.746478873239426,24.882629107981224,1,-0.0589201877934272,손절,True
2016-09-13,020560,아시아나항공,A,관찰만,,-3.2329988851727887,2.229654403567438,16.164994425863988,9,0.0797101449275361,목표,True
2016-09-13,067080,대화제약,A,관찰만,,-40.17094017094017,-45.05494505494505,6.715506715506714,9,-0.0882783882783883,손절,True
2016-09-13,034220,LG디스플레이,B,관찰만,,18.817204301075275,14.516129032258075,18.817204301075275,1,-0.0340501792114695,만기,True
2016-09-12,006910,보성파워텍,A,관찰만,,4.0000000000000036,-50.76923076923077,7.538461538461538,9,-0.0577230769230768,트레일,True
2016-09-12,020560,아시아나항공,A,관찰만,,-5.6521739130434785,-0.3260869565217539,13.260869565217392,9,-0.0173913043478262,만기,True
2016-09-09,006910,보성파워텍,A,관찰만,,3.2061068702289974,-51.145038167938935,28.54961832061069,9,-0.05,손절,True
2015-10-30,002350,넥센타이어,A,주의,,-6.818181818181824,16.666666666666675,16.666666666666675,4,-0.06,트레일,True
2015-10-27,012630,HDC,A,주의,,-7.31204943357363,5.046343975283207,5.046343975283207,4,-0.1073120494335736,트레일,True
2015-10-22,052790,액토즈소프트,A,주의,,-11.634349030470915,-29.085872576177284,13.296398891966765,11,0.0720221606648199,목표,True
2015-10-13,002790,아모레퍼시픽홀딩스,B,주의,,0.0,6.583072100313481,12.852664576802496,10,-0.0718941054291593,손절,True
2015-10-13,090430,아모레퍼시픽,B,주의,,18.967921896792195,16.17852161785216,22.315202231520214,12,0.1938633193863319,목표,True
2015-09-30,047810,한국항공우주,B,실행,,15.758468335787935,3.092783505154628,37.99705449189985,11,0.1729749631811488,트레일,True
2015-09-11,078520,에이블씨엔씨,A,실행,,0.0,42.27005870841487,43.639921722113506,9,0.0870841487279843,목표,True
2015-09-07,092040,아미코젠,A,실행,,11.206896551724155,3.8793103448276023,29.74137931034484,9,-0.0609877873563219,손절,True
2015-09-07,002790,아모레퍼시픽홀딩스,B,실행,,2.2435897435897356,8.974358974358964,15.705128205128215,10,-0.0841606221488122,손절,True
2015-09-07,085370,085370,A,실행,,53.526970954356855,31.12033195020747,56.56984785615491,2,0.0885200553250347,목표,True
2015-09-04,090430,아모레퍼시픽,B,실행,,28.463855421686745,25.45180722891567,32.07831325301205,12,-0.0345315857921905,손절,True
2015-09-04,078160,메디포스트,A,실행,,41.755319148936174,19.81382978723405,50.00000000000002,11,0.0851063829787235,목표,True
2014-10-24,024110,기업은행,B,주의,저PBR·배당2%+,-6.622516556291391,6.62251655629138,13.576158940397342,11,-0.0346026490066224,트레일,True
2014-10-24,011070,LG이노텍,A,주의,,14.903846153846146,13.942307692307686,14.903846153846146,1,0.0769230769230768,목표,True
2014-10-21,007570,일양약품,A,주의,,9.751434034416828,45.315487571701716,88.1453154875717,4,0.0688336520076482,목표,True
2014-10-14,078520,에이블씨엔씨,A,주의,,-14.259927797833939,45.84837545126354,45.84837545126354,4,-0.0802888086642599,트레일,True
2014-10-13,122870,와이지엔터테인먼트,A,주의,,12.98557158712541,12.541620421753596,18.53496115427302,1,0.0726970033296336,목표,True
2014-10-13,024660,024660,A,주의,,17.521367521367527,22.86324786324787,44.01709401709402,3,0.0950854700854701,목표,True
2014-10-07,000660,SK하이닉스,B,주의,,14.988814317673382,6.263982102908283,14.988814317673382,1,-0.0889161073825504,손절,True
2014-10-02,004560,현대비앤지스틸,A,주의,,-10.106382978723405,-8.776595744680849,4.78723404255319,10,-0.0608748891843972,손절,True
2014-09-04,002620,제일파마홀딩스,A,관찰만,,16.75126903553299,76.90355329949239,102.28426395939087,3,-0.0976649746192893,트레일,True
2014-09-03,034810,해성산업,A,관찰만,,-55.604982206405694,-37.45551601423488,0.0,9,-0.05,손절,True
2014-09-03,002620,제일파마홀딩스,A,관찰만,,14.427860696517403,73.38308457711442,98.25870646766168,3,-0.05,손절,True
2013-10-17,036420,콘텐트리중앙,A,관찰만,,-3.1141868512110538,-1.9607843137254721,14.53287197231834,10,0.0686274509803923,목표,True
2013-10-16,130960,130960,A,관찰만,,-5.691056910569103,51.49051490514904,51.49051490514904,4,-0.0830352303523035,트레일,True
2013-10-04,032640,LG유플러스,B,관찰만,,2.7272727272727337,-4.545454545454541,16.81818181818182,10,-0.0070454545454545,트레일,True
2013-09-30,002990,금호건설,A,관찰만,,-15.705128205128204,-14.102564102564108,5.448717948717952,10,-0.0642035891788093,손절,True
2012-10-19,016170,016170,A,주의,,15.217391304347828,20.65217391304348,20.65217391304348,4,-0.0510326086956521,손절,True
2012-10-16,066270,066270,A,주의,,-12.46231155778894,-14.271356783919597,6.5326633165829096,10,-0.0624120603015075,손절,True
2012-10-11,005930,삼성전자,B,주의,,21.472392638036798,20.092024539877286,21.472392638036798,1,0.0659509202453987,목표,True
2012-09-26,066270,066270,A,주의,,-22.577777777777776,-24.177777777777777,12.888888888888882,10,0.0977777777777777,목표,True
2012-09-24,037370,EG,A,관찰만,,-9.819639278557112,-26.45290581162325,12.024048096192374,12,-0.0513961255845024,손절,True
2012-09-21,053800,안랩,A,관찰만,,-38.17635270541082,-23.947895791583164,13.026052104208418,9,-0.0623906145624583,손절,True
