출발일,code,name,유형,국면,밸류,상승1월,상승4월,전체최고,고점월,ex_ret,ex_how,완결
2025-10-31,025980,아난티,A,주의,,10.635538261997413,-0.5188067444876765,19.584954604409855,2,-0.0549286640726329,손절,True
2025-10-30,025980,아난티,A,주의,,8.662420382165603,-2.292993630573248,17.452229299363054,2,-0.0890891719745223,손절,True
2025-10-30,045390,대아티아이,A,주의,,9.243697478991585,14.28571428571428,20.768307322929182,5,-0.0738355342136855,손절,True
2025-10-17,260970,에스앤디,A,주의,,-5.006257822277849,-22.152690863579473,15.143929912390487,12,-0.0547559449311639,손절,True
2025-10-16,260970,에스앤디,A,주의,,-10.177514792899412,-26.390532544378697,8.875739644970416,12,-0.094909516765286,손절,True
2025-09-17,220100,퓨쳐켐,A,관찰만,,71.7199558985667,11.907386990077185,93.2194046306505,12,0.0733186328555677,목표,True
2025-09-01,048410,현대바이오,A,관찰만,,126.74825174825175,187.5874125874126,275.87412587412587,2,0.082167832167832,목표,True
2024-10-31,007660,이수페타시스,A,주의,,13.736263736263732,1.5109890109890056,22.80219780219781,2,-0.0721840659340659,손절,True
2024-10-25,039200,오스코텍,A,실행,,-3.484320557491294,17.944250871080136,17.944250871080136,4,-0.0582752613240418,손절,True
2024-10-24,039200,오스코텍,A,실행,,-12.202852614896987,7.2900158478605315,7.2900158478605315,4,-0.0701743264659271,손절,True
2024-10-21,042700,한미반도체,A,실행,,25.12315270935961,-12.709359605911331,25.12315270935961,1,-0.0699827586206897,손절,True
2024-10-16,078600,대주전자재료,A,실행,,7.288629737609331,-14.965986394557829,16.42371234207969,2,-0.0597862001943634,손절,True
2024-10-14,028300,HLB,A,실행,,24.264705882352942,-12.647058823529411,43.529411764705884,2,-0.0639705882352941,손절,True
2024-10-14,115450,HLB테라퓨틱스,A,실행,,83.56867779204107,16.944801026957634,83.56867779204107,1,0.0686777920410783,목표,True
2024-10-14,047920,HLB제약,A,실행,,34.06326034063261,2.4330900243308973,61.800486618004854,2,-0.0763503649635036,손절,True
2024-10-10,028300,HLB,B,실행,,3.5539215686274606,-27.20588235294118,19.6078431372549,2,-0.0580539215686274,손절,True
2024-10-02,402340,SK스퀘어,B,실행,저PBR,29.923273657288995,25.1918158567775,49.616368286445024,2,0.0565217391304346,트레일,True
2024-09-30,267250,HD현대,B,실행,저PBR·배당2%+,13.594771241830061,3.0065359477124076,51.8954248366013,2,0.0287581699346404,만기,True
2024-09-24,007460,에이프로젠,A,주의,,-28.03278688524591,-35.081967213114766,9.34426229508194,10,-0.0655737704918034,손절,True
2024-09-09,457190,이수스페셜티케미컬,A,실행,,-9.909909909909908,5.855855855855863,50.45045045045045,2,0.1103603603603604,목표,True
2024-09-06,199800,툴젠,A,실행,,-16.360294117647058,-25.0,21.323529411764696,9,-0.0536764705882353,트레일,True
2024-09-06,348370,엔켐,A,실행,,-4.47129909365559,-44.229607250755286,32.62839879154078,10,0.0854984894259818,목표,True
2024-09-05,199800,툴젠,A,주의,,-25.16447368421053,-32.89473684210527,10.526315789473696,9,-0.0538444010416666,손절,True
2024-09-05,031980,피에스케이홀딩스,A,주의,,51.85185185185186,-4.444444444444439,51.85185185185186,1,-0.0754701646090536,손절,True
2024-09-05,042660,한화오션,B,주의,,86.60436137071652,196.88473520249224,196.88473520249224,3,-0.0940623052959501,손절,True
2024-09-05,033100,제룡전기,A,주의,,36.74121405750799,-29.925452609158675,36.74121405750799,11,0.0804046858359956,목표,True
2024-09-05,348370,엔켐,A,주의,,-12.16666666666667,-48.72222222222222,21.944444444444457,10,-0.05,손절,True
2024-09-04,011070,LG이노텍,A,실행,,-28.099173553719005,-33.01652892561984,4.338842975206614,9,-0.0695953856749311,손절,True
2024-09-04,090460,비에이치,A,실행,,-10.594059405940593,-31.188118811881193,5.198019801980203,9,-0.0598762376237623,손절,True
2023-10-31,307950,현대오토에버,A,실행,,64.61538461538461,33.46153846153845,66.15384615384616,12,0.091923076923077,목표,True
2023-10-30,270520,앱튼,A,실행,,-22.44312411131425,10.86989640463132,31.51702891191006,3,-0.0603906250000001,손절,True
2023-10-27,086520,에코프로,B,실행,,4.724409448818889,3.464566929133861,46.14173228346456,11,-0.0681889763779527,손절,True
2023-10-27,403550,쏘카,A,실행,,14.338689740420275,38.75154511742893,39.36959208899877,3,-0.0658529048207663,손절,True
2023-10-27,054950,제이브이엠,A,실행,,33.4710743801653,35.53719008264462,35.53719008264462,4,0.1198347107438015,목표,True
2023-10-26,247540,에코프로비엠,A,실행,,61.82364729458918,40.28056112224449,77.35470941883769,12,-0.0557114228456914,손절,True
2023-10-26,121600,나노신소재,A,실행,,10.365853658536594,14.982578397212553,37.45644599303135,2,0.0718641114982578,목표,True
2023-10-26,299030,하나기술,A,실행,,-4.82758620689655,-15.310344827586208,13.241379310344836,11,-0.0591724137931034,손절,True
2023-10-26,137400,피엔티,A,실행,,-0.9823182711198419,-15.618860510805499,32.416502946954814,11,-0.0537328094302553,손절,True
2023-10-23,001060,JW중외제약,A,주의,,44.19475655430711,25.468164794007485,45.880149812734075,12,-0.057378277153558,트레일,True
2023-10-20,241560,두산밥캣,A,주의,저PER·배당2%+,15.34154535274357,24.524076147816352,39.529675251959695,3,-0.0589184397163121,손절,True
2023-10-20,016380,KG스틸,A,주의,저PBR·저PER,11.624999999999996,-9.375,14.999999999999991,12,-0.0523749999999999,손절,True
2023-10-19,000100,유한양행,A,실행,,13.68078175895766,35.830618892508134,35.830618892508134,4,-0.053558631921824,손절,True
2023-10-19,039200,오스코텍,A,실행,,12.01923076923077,52.644230769230774,69.23076923076923,4,-0.0226923076923076,트레일,True
2023-10-16,950130,엑세스바이오,A,주의,,-6.288032454361058,-23.1237322515213,23.12373225152129,12,-0.0675354969574035,손절,True
2023-10-16,310210,보로노이,A,주의,,34.70873786407766,-10.436893203883491,34.70873786407766,1,-0.060376213592233,손절,True
2023-10-16,247540,에코프로비엠,B,주의,,33.19587628865979,15.463917525773185,45.97938144329896,12,-0.06232,손절,True
2023-10-06,000150,두산,A,주의,,6.583427922814988,88.30874006810443,155.95913734392735,3,-0.0553916004540294,손절,True
2023-10-05,297090,씨에스베어링,A,주의,,10.663983903420515,-9.758551307847085,17.303822937625757,12,0.0724346076458752,목표,True
2023-10-05,009540,HD한국조선해양,B,주의,,16.893203883495154,29.611650485436904,33.98058252427185,3,-0.0915902912621359,손절,True
2023-09-25,402030,코난테크놀로지,A,주의,,12.478812761309289,-23.273381294964025,20.24520697578065,10,0.0755395683453237,목표,True
2023-09-25,042660,한화오션,B,주의,,-17.8743961352657,17.23027375201289,17.23027375201289,9,-0.0957600644122383,손절,True
2023-09-25,151860,KG에코솔루션,A,주의,저PBR·저PER,-5.829228243021345,-21.921182266009854,12.479474548440074,10,-0.05,손절,True
2023-09-22,122870,와이지엔터테인먼트,A,주의,,-26.506024096385538,-27.786144578313255,3.6144578313253017,9,-0.0789721385542169,손절,True
2023-09-22,126340,비나텍,A,주의,,3.0888030888030826,-6.370656370656369,19.111969111969106,1,-0.0591698841698842,손절,True
2023-09-19,217270,넵튠,A,관찰만,,-23.124999999999996,-29.479166666666668,2.9166666666666563,9,-0.0628645833333333,손절,True
2023-09-19,035420,NAVER,B,관찰만,,7.289293849658307,-10.113895216400914,7.289293849658307,1,-0.0958009111617312,손절,True
2023-09-18,180640,한진칼,A,관찰만,저PER,97.64428739693759,48.40989399293287,105.88928150765607,2,0.1183745583038868,목표,True
2023-09-15,095660,네오위즈,A,관찰만,,-24.13793103448276,-37.793103448275865,3.724137931034477,9,-0.0644137931034483,손절,True
2023-09-14,323990,박셀바이오,A,관찰만,,-30.694444444444446,-41.11111111111111,4.3055555555555625,9,-0.0697916666666667,손절,True
2023-09-13,402030,코난테크놀로지,A,관찰만,,10.883368608666611,-24.36170212765957,27.65957446808511,9,0.0950354609929078,목표,True
2023-09-08,361610,SK아이이테크놀로지,B,관찰만,,4.594921402660224,-10.761789600967353,6.408706166868194,12,-0.0818428053204354,손절,True
2022-10-13,115450,HLB테라퓨틱스,A,실행,,15.163934426229497,-7.646205965949882,19.672131147540984,10,-0.0538934426229508,손절,True
2022-10-12,115450,HLB테라퓨틱스,A,실행,,8.07692307692307,-13.329516368045258,12.307692307692308,10,-0.053653846153846,손절,True
2022-10-11,018470,조일알미늄,A,실행,,5.088495575221241,88.93805309734513,88.93805309734513,4,0.0796460176991149,목표,True
