code,entry_date,horizon_days
183300,2022-07-01,60
183300,2022-08-01,60
183300,2022-09-01,60
183300,2022-10-04,60
183300,2022-11-01,60
183300,2022-12-01,60
183300,2023-01-02,60
183300,2023-02-01,60
183300,2023-03-02,60
183300,2023-04-03,60
183300,2023-05-02,60
183300,2023-06-01,60
183300,2023-07-03,60
183300,2023-08-01,60
183300,2023-09-01,60
183300,2023-10-04,60
183300,2023-11-01,60
183300,2023-12-01,60
183300,2024-01-02,60
183300,2024-02-01,60
183300,2024-03-04,60
183300,2024-04-01,60
183300,2024-05-02,60
183300,2024-06-03,60
183300,2024-07-01,60
183300,2024-08-01,60
183300,2024-09-02,60
183300,2024-10-02,60
183300,2024-11-01,60
183300,2024-12-02,60
183300,2025-01-02,60
183300,2025-02-03,60
183300,2025-03-04,60
183300,2025-04-01,60
183300,2025-05-02,60
183300,2025-06-02,60
183300,2025-07-01,60
183300,2025-08-01,60
183300,2025-09-01,60
183300,2025-10-01,60
183300,2025-11-03,60
183300,2025-12-01,60
183300,2026-01-02,60
183300,2026-02-02,60
183300,2026-03-03,60
183300,2026-04-01,60
183300,2026-05-04,60
183300,2026-06-01,60
034230,2019-01-02,60
034230,2019-02-01,60
034230,2019-03-04,60
034230,2019-04-01,60
034230,2019-05-02,60
034230,2019-06-03,60
034230,2019-07-01,60
034230,2019-08-01,60
034230,2019-09-02,60
034230,2019-10-01,60
034230,2019-11-01,60
034230,2019-12-02,60
034230,2020-01-02,60
034230,2020-02-03,60
034230,2020-03-02,60
034230,2020-04-01,60
034230,2020-05-04,60
034230,2020-06-01,60
034230,2020-07-01,60
034230,2020-08-03,60
034230,2020-09-01,60
034230,2020-10-05,60
034230,2020-11-02,60
034230,2020-12-01,60
034230,2021-01-04,60
034230,2021-02-01,60
034230,2021-03-02,60
034230,2021-04-01,60
034230,2021-05-03,60
034230,2021-06-01,60
034230,2021-07-01,60
034230,2021-08-02,60
034230,2021-09-01,60
034230,2021-10-01,60
034230,2021-11-01,60
034230,2021-12-01,60
034230,2022-01-03,60
034230,2022-02-03,60
034230,2022-03-02,60
034230,2022-04-01,60
034230,2022-05-02,60
034230,2022-06-02,60
034230,2022-07-01,60
034230,2022-08-01,60
034230,2022-09-01,60
034230,2022-10-04,60
034230,2022-11-01,60
034230,2022-12-01,60
034230,2023-01-02,60
034230,2023-02-01,60
034230,2023-03-02,60
034230,2023-04-03,60
034230,2023-05-02,60
034230,2023-06-01,60
034230,2023-07-03,60
034230,2023-08-01,60
034230,2023-09-01,60
034230,2023-10-04,60
034230,2023-11-01,60
034230,2023-12-01,60
034230,2024-01-02,60
034230,2024-02-01,60
034230,2024-03-04,60
034230,2024-04-01,60
034230,2024-05-02,60
034230,2024-06-03,60
034230,2024-07-01,60
034230,2024-08-01,60
034230,2024-09-02,60
034230,2024-10-02,60
034230,2024-11-01,60
034230,2024-12-02,60
034230,2025-01-02,60
034230,2025-02-03,60
034230,2025-03-04,60
034230,2025-04-01,60
034230,2025-05-02,60
034230,2025-06-02,60
034230,2025-07-01,60
034230,2025-08-01,60
034230,2025-09-01,60
034230,2025-10-01,60
034230,2025-11-03,60
034230,2025-12-01,60
034230,2026-01-02,60
034230,2026-02-02,60
034230,2026-03-03,60
034230,2026-04-01,60
034230,2026-05-04,60
034230,2026-06-01,60
060300,2019-01-02,60
060300,2019-02-01,60
060300,2019-03-04,60
060300,2019-04-01,60
060300,2019-05-02,60
060300,2019-06-03,60
060300,2019-07-01,60
060380,2021-02-01,60
060380,2021-03-02,60
060380,2021-04-01,60
060380,2021-05-03,60
060380,2021-06-01,60
060380,2021-07-01,60
060380,2021-08-02,60
060380,2021-09-01,60
060380,2021-10-01,60
060380,2021-11-01,60
060380,2021-12-01,60
060380,2022-01-03,60
060380,2022-02-03,60
060380,2022-03-02,60
060380,2022-04-01,60
060380,2022-05-02,60
060380,2022-06-02,60
060380,2022-07-01,60
060380,2022-08-01,60
060380,2022-09-01,60
060380,2022-10-04,60
060380,2022-12-01,60
060380,2023-03-02,60
060380,2023-04-03,60
060380,2023-05-02,60
060380,2023-06-01,60
060380,2023-07-03,60
060380,2023-08-01,60
060380,2023-09-01,60
060380,2023-10-04,60
060380,2024-05-02,60
060380,2024-07-01,60
060380,2024-08-01,60
060380,2025-10-01,60
060380,2025-11-03,60
060380,2026-02-02,60
060380,2026-05-04,60
060380,2026-06-01,60
112240,2019-01-02,60
112240,2019-02-01,60
112240,2019-03-04,60
001000,2019-02-01,60
001000,2019-03-04,60
001000,2019-05-02,60
001000,2019-06-03,60
001000,2019-08-01,60
001000,2019-09-02,60
001000,2019-10-01,60
001000,2019-11-01,60
001000,2019-12-02,60
001000,2020-01-02,60
001000,2020-02-03,60
001000,2020-03-02,60
001000,2020-04-01,60
001000,2020-05-04,60
001000,2020-06-01,60
001000,2020-07-01,60
001000,2020-08-03,60
001000,2020-09-01,60
001000,2020-10-05,60
001000,2020-11-02,60
001000,2020-12-01,60
001000,2021-01-04,60
001000,2021-02-01,60
001000,2021-03-02,60
001000,2021-04-01,60
001000,2021-05-03,60
001000,2021-06-01,60
001000,2021-07-01,60
001000,2021-08-02,60
001000,2021-09-01,60
001000,2021-10-01,60
001000,2021-11-01,60
001000,2021-12-01,60
001000,2022-01-03,60
001000,2022-02-03,60
001000,2022-03-02,60
001000,2022-04-01,60
001000,2022-05-02,60
001000,2022-06-02,60
001000,2022-07-01,60
001000,2022-08-01,60
001000,2022-09-01,60
001000,2022-10-04,60
001000,2022-11-01,60
001000,2022-12-01,60
001000,2023-01-02,60
001000,2023-02-01,60
001000,2023-03-02,60
001000,2023-04-03,60
001000,2023-05-02,60
001000,2023-06-01,60
001000,2023-07-03,60
001000,2023-08-01,60
001000,2023-09-01,60
001000,2023-11-01,60
001000,2024-08-01,60
001000,2024-09-02,60
001000,2024-10-02,60
001000,2024-11-01,60
001000,2025-04-01,60
001000,2025-05-02,60
001000,2025-06-02,60
001000,2025-07-01,60
001000,2025-08-01,60
001000,2025-09-01,60
001000,2025-10-01,60
001000,2025-11-03,60
001000,2025-12-01,60
001000,2026-01-02,60
001000,2026-02-02,60
001000,2026-03-03,60
001000,2026-05-04,60
259630,2019-01-02,60
259630,2019-02-01,60
259630,2019-03-04,60
259630,2019-04-01,60
259630,2019-05-02,60
259630,2019-06-03,60
259630,2019-07-01,60
259630,2019-08-01,60
259630,2019-09-02,60
259630,2019-10-01,60
259630,2019-11-01,60
259630,2019-12-02,60
259630,2020-01-02,60
259630,2020-02-03,60
259630,2020-03-02,60
259630,2020-04-01,60
259630,2020-05-04,60
259630,2020-06-01,60
259630,2020-07-01,60
259630,2020-08-03,60
259630,2020-09-01,60
259630,2020-10-05,60
259630,2020-11-02,60
259630,2020-12-01,60
259630,2021-01-04,60
259630,2021-02-01,60
259630,2021-03-02,60
259630,2021-04-01,60
259630,2021-05-03,60
259630,2021-06-01,60
259630,2021-07-01,60
259630,2021-08-02,60
259630,2021-09-01,60
259630,2021-10-01,60
259630,2021-11-01,60
259630,2021-12-01,60
259630,2022-01-03,60
259630,2022-02-03,60
259630,2022-03-02,60
259630,2022-04-01,60
259630,2022-05-02,60
259630,2022-06-02,60
259630,2022-07-01,60
259630,2022-08-01,60
259630,2022-09-01,60
259630,2022-10-04,60
259630,2022-11-01,60
259630,2022-12-01,60
259630,2023-01-02,60
259630,2023-02-01,60
259630,2023-03-02,60
259630,2023-04-03,60
259630,2023-05-02,60
259630,2023-06-01,60
259630,2023-07-03,60
259630,2023-08-01,60
259630,2023-09-01,60
259630,2023-10-04,60
259630,2023-11-01,60
259630,2023-12-01,60
259630,2024-01-02,60
259630,2024-02-01,60
259630,2024-03-04,60
259630,2024-04-01,60
259630,2024-05-02,60
259630,2024-06-03,60
259630,2024-07-01,60
259630,2024-08-01,60
259630,2024-09-02,60
259630,2024-10-02,60
259630,2024-11-01,60
259630,2024-12-02,60
259630,2025-01-02,60
259630,2025-02-03,60
259630,2025-03-04,60
259630,2025-04-01,60
259630,2025-05-02,60
259630,2025-06-02,60
259630,2025-07-01,60
259630,2025-08-01,60
259630,2025-09-01,60
259630,2025-10-01,60
259630,2025-11-03,60
259630,2025-12-01,60
259630,2026-01-02,60
259630,2026-02-02,60
259630,2026-03-03,60
259630,2026-04-01,60
259630,2026-05-04,60
259630,2026-06-01,60
102120,2019-01-02,60
102120,2019-02-01,60
102120,2019-03-04,60
102120,2019-04-01,60
102120,2019-05-02,60
102120,2019-06-03,60
102120,2019-07-01,60
102120,2019-08-01,60
102120,2019-09-02,60
102120,2019-10-01,60
102120,2019-11-01,60
102120,2019-12-02,60
102120,2020-01-02,60
102120,2020-02-03,60
102120,2020-03-02,60
102120,2020-04-01,60
102120,2020-05-04,60
102120,2020-06-01,60
102120,2020-07-01,60
102120,2020-08-03,60
102120,2020-09-01,60
102120,2020-10-05,60
102120,2020-11-02,60
102120,2020-12-01,60
102120,2021-01-04,60
102120,2021-02-01,60
102120,2021-03-02,60
102120,2021-04-01,60
102120,2021-05-03,60
102120,2021-06-01,60
102120,2021-07-01,60
102120,2021-08-02,60
102120,2021-09-01,60
102120,2021-10-01,60
102120,2021-11-01,60
102120,2021-12-01,60
102120,2022-01-03,60
102120,2022-02-03,60
102120,2022-03-02,60
102120,2022-04-01,60
102120,2022-05-02,60
102120,2022-06-02,60
102120,2022-07-01,60
102120,2022-08-01,60
102120,2022-09-01,60
102120,2022-10-04,60
102120,2022-11-01,60
102120,2022-12-01,60
102120,2023-01-02,60
102120,2023-02-01,60
102120,2023-03-02,60
102120,2023-04-03,60
102120,2023-05-02,60
102120,2023-06-01,60
102120,2023-07-03,60
102120,2023-08-01,60
102120,2023-09-01,60
102120,2023-10-04,60
102120,2023-11-01,60
102120,2023-12-01,60
102120,2024-01-02,60
102120,2024-02-01,60
102120,2024-03-04,60
102120,2024-04-01,60
102120,2024-05-02,60
102120,2024-06-03,60
102120,2024-07-01,60
102120,2024-08-01,60
102120,2024-09-02,60
102120,2024-10-02,60
102120,2024-11-01,60
102120,2024-12-02,60
102120,2025-01-02,60
102120,2025-02-03,60
102120,2025-03-04,60
102120,2025-04-01,60
102120,2025-05-02,60
102120,2025-06-02,60
102120,2025-07-01,60
102120,2025-08-01,60
102120,2025-09-01,60
102120,2025-10-01,60
102120,2025-11-03,60
102120,2025-12-01,60
102120,2026-01-02,60
102120,2026-02-02,60
102120,2026-03-03,60
102120,2026-04-01,60
102120,2026-05-04,60
102120,2026-06-01,60
052420,2019-01-02,60
052420,2019-02-01,60
052420,2019-03-04,60
052420,2019-04-01,60
052420,2019-05-02,60
052420,2019-06-03,60
052420,2019-07-01,60
052420,2019-08-01,60
052420,2019-09-02,60
052420,2019-10-01,60
052420,2019-11-01,60
052420,2019-12-02,60
052420,2020-01-02,60
052420,2020-02-03,60
052420,2020-03-02,60
052420,2020-04-01,60
052420,2020-05-04,60
052420,2020-06-01,60
052420,2020-07-01,60
052420,2020-08-03,60
052420,2020-09-01,60
052420,2020-10-05,60
052420,2020-11-02,60
052420,2020-12-01,60
052420,2021-01-04,60
052420,2021-02-01,60
052420,2021-03-02,60
052420,2021-04-01,60
052420,2021-05-03,60
052420,2021-06-01,60
052420,2021-07-01,60
052420,2021-08-02,60
052420,2021-09-01,60
052420,2021-10-01,60
052420,2021-11-01,60
052420,2021-12-01,60
052420,2022-01-03,60
052420,2022-02-03,60
052420,2022-03-02,60
052420,2022-04-01,60
052420,2022-10-04,60
052420,2022-11-01,60
052420,2022-12-01,60
052420,2023-01-02,60
052420,2023-02-01,60
052420,2023-03-02,60
052420,2023-04-03,60
052420,2023-05-02,60
052420,2023-06-01,60
052420,2023-07-03,60
052420,2023-08-01,60
052420,2023-09-01,60
052420,2023-10-04,60
052420,2023-11-01,60
052420,2023-12-01,60
052420,2024-01-02,60
052420,2024-02-01,60
052420,2024-03-04,60
052420,2024-04-01,60
052420,2024-05-02,60
052420,2024-06-03,60
052420,2024-07-01,60
052420,2024-08-01,60
052420,2024-09-02,60
052420,2024-10-02,60
052420,2024-11-01,60
052420,2024-12-02,60
052420,2025-01-02,60
052420,2025-02-03,60
052420,2025-03-04,60
052420,2025-04-01,60
052420,2025-05-02,60
052420,2025-06-02,60
052420,2025-07-01,60
052420,2025-08-01,60
052420,2025-09-01,60
052420,2025-10-01,60
052420,2025-11-03,60
052420,2025-12-01,60
052420,2026-01-02,60
052420,2026-02-02,60
052420,2026-03-03,60
052420,2026-04-01,60
052420,2026-05-04,60
052420,2026-06-01,60
060260,2019-01-02,60
060260,2019-02-01,60
060260,2019-03-04,60
060260,2019-04-01,60
060260,2019-05-02,60
060260,2019-06-03,60
060260,2019-07-01,60
060260,2019-08-01,60
060260,2019-09-02,60
060260,2019-10-01,60
060260,2019-11-01,60
060260,2019-12-02,60
060260,2020-01-02,60
060260,2020-02-03,60
060260,2020-03-02,60
060260,2020-04-01,60
060260,2020-05-04,60
060260,2020-06-01,60
060260,2020-07-01,60
060260,2020-08-03,60
060260,2020-09-01,60
060260,2020-10-05,60
060260,2020-11-02,60
060260,2020-12-01,60
060260,2021-01-04,60
060260,2021-02-01,60
060260,2021-03-02,60
060260,2021-04-01,60
060260,2021-05-03,60
060260,2021-06-01,60
060260,2021-07-01,60
060260,2021-08-02,60
060260,2021-09-01,60
060260,2021-10-01,60
060260,2021-11-01,60
060260,2021-12-01,60
060260,2022-01-03,60
060260,2022-02-03,60
060260,2022-03-02,60
060260,2022-05-02,60
060260,2022-06-02,60
060260,2022-07-01,60
060260,2022-08-01,60
060260,2022-09-01,60
060260,2022-10-04,60
060260,2022-12-01,60
060260,2023-01-02,60
060260,2023-02-01,60
060260,2023-03-02,60
060260,2023-05-02,60
060260,2023-06-01,60
060260,2023-07-03,60
060260,2023-08-01,60
060260,2023-09-01,60
060260,2023-10-04,60
060260,2024-04-01,60
060260,2024-05-02,60
060260,2024-06-03,60
060260,2024-07-01,60
060260,2024-08-02,60
060260,2024-09-02,60
060260,2024-10-02,60
060260,2024-11-01,60
060260,2024-12-02,60
060260,2025-01-02,60
060260,2025-02-03,60
060260,2025-03-04,60
060260,2025-04-01,60
060260,2025-05-02,60
060260,2025-06-02,60
060260,2025-07-01,60
060260,2025-08-01,60
060260,2025-09-01,60
060260,2025-10-01,60
060260,2025-11-03,60
060260,2026-02-02,60
060260,2026-03-03,60
060260,2026-04-01,60
060260,2026-05-04,60
060260,2026-06-01,60
189860,2019-01-02,60
189860,2019-02-01,60
189860,2019-03-04,60
189860,2019-04-01,60
189860,2019-05-02,60
189860,2019-06-03,60
189860,2019-07-01,60
189860,2019-08-01,60
189860,2019-09-02,60
189860,2019-10-01,60
189860,2019-11-01,60
189860,2019-12-02,60
189860,2020-01-02,60
189860,2020-02-03,60
189860,2020-03-02,60
189860,2020-04-01,60
189860,2020-05-04,60
189860,2020-06-01,60
189860,2020-07-01,60
189860,2020-08-03,60
189860,2020-09-01,60
189860,2020-10-05,60
189860,2020-11-02,60
189860,2020-12-01,60
189860,2021-01-04,60
189860,2021-02-01,60
189860,2021-03-02,60
189860,2021-04-01,60
189860,2021-05-03,60
189860,2021-06-01,60
189860,2021-07-01,60
189860,2021-08-02,60
189860,2021-09-01,60
189860,2021-10-01,60
189860,2021-11-01,60
189860,2021-12-01,60
189860,2022-01-03,60
189860,2022-02-03,60
189860,2022-03-02,60
189860,2022-04-01,60
189860,2022-05-02,60
189860,2022-06-02,60
189860,2022-07-01,60
189860,2022-08-01,60
189860,2022-09-01,60
189860,2022-10-04,60
189860,2022-11-01,60
189860,2022-12-01,60
189860,2023-01-02,60
189860,2023-02-01,60
189860,2023-03-02,60
189860,2023-04-03,60
189860,2023-05-02,60
189860,2023-06-01,60
189860,2023-07-03,60
189860,2023-08-01,60
189860,2023-09-01,60
189860,2023-10-04,60
189860,2023-11-01,60
189860,2023-12-01,60
189860,2024-01-02,60
189860,2024-02-01,60
189860,2024-03-04,60
189860,2024-04-01,60
189860,2024-05-02,60
189860,2024-06-03,60
189860,2024-07-01,60
189860,2024-08-01,60
189860,2024-09-02,60
189860,2024-10-02,60
189860,2024-11-01,60
189860,2024-12-02,60
189860,2025-01-02,60
189860,2025-02-03,60
189860,2025-03-04,60
189860,2025-04-01,60
189860,2025-05-02,60
189860,2025-06-02,60
189860,2025-07-01,60
189860,2025-08-01,60
189860,2025-09-01,60
189860,2025-11-03,60
189860,2026-02-02,60
189860,2026-03-03,60
189860,2026-04-01,60
189860,2026-05-04,60
189860,2026-06-01,60
093640,2019-02-01,60
093640,2019-03-04,60
093640,2019-04-01,60
093640,2019-05-02,60
093640,2019-06-03,60
093640,2019-07-01,60
093640,2019-08-01,60
093640,2019-10-01,60
093640,2019-11-01,60
093640,2019-12-02,60
093640,2020-01-02,60
093640,2020-02-03,60
093640,2020-03-02,60
093640,2020-04-01,60
093640,2020-05-04,60
093640,2020-06-01,60
093640,2020-07-01,60
093640,2020-08-03,60
093640,2020-09-01,60
093640,2020-10-05,60
093640,2020-11-02,60
093640,2020-12-01,60
093640,2021-01-04,60
093640,2021-02-01,60
093640,2021-03-02,60
093640,2021-04-01,60
093640,2021-05-03,60
093640,2021-06-01,60
093640,2021-07-01,60
093640,2021-08-02,60
093640,2021-09-01,60
093640,2021-10-01,60
093640,2021-11-01,60
093640,2021-12-01,60
093640,2022-01-03,60
093640,2022-02-03,60
093640,2022-03-02,60
093640,2022-04-01,60
093640,2022-05-02,60
093640,2022-06-02,60
093640,2022-07-01,60
093640,2022-08-01,60
093640,2022-09-01,60
093640,2022-10-04,60
093640,2022-11-01,60
093640,2022-12-01,60
093640,2023-01-02,60
093640,2023-02-01,60
093640,2023-03-02,60
093640,2023-04-03,60
093640,2023-05-02,60
093640,2023-06-01,60
093640,2023-07-03,60
093640,2023-08-01,60
093640,2023-09-01,60
093640,2023-10-04,60
093640,2023-11-01,60
093640,2023-12-01,60
093640,2024-01-02,60
093640,2024-02-01,60
093640,2024-03-04,60
093640,2024-04-01,60
093640,2024-05-02,60
093640,2024-06-03,60
093640,2024-07-01,60
093640,2024-08-01,60
093640,2024-09-02,60
093640,2024-10-02,60
093640,2024-11-01,60
093640,2024-12-02,60
093640,2025-01-02,60
093640,2025-02-03,60
093640,2025-03-04,60
093640,2025-04-01,60
093640,2025-05-02,60
093640,2025-06-02,60
093640,2025-07-01,60
093640,2025-08-01,60
093640,2025-09-01,60
093640,2025-10-01,60
093640,2025-11-03,60
093640,2025-12-01,60
093640,2026-01-02,60
093640,2026-02-02,60
093640,2026-03-03,60
093640,2026-04-01,60
093640,2026-05-04,60
093640,2026-06-01,60
052710,2019-01-02,60
052710,2019-02-01,60
052710,2019-03-04,60
052710,2019-04-01,60
052710,2019-05-02,60
052710,2019-06-03,60
052710,2019-07-01,60
052710,2019-08-01,60
052710,2019-09-02,60
052710,2019-10-01,60
052710,2019-11-01,60
052710,2019-12-02,60
052710,2020-01-02,60
052710,2020-02-03,60
052710,2020-03-02,60
052710,2020-04-01,60
052710,2020-05-04,60
052710,2020-06-01,60
052710,2020-07-01,60
052710,2020-08-03,60
052710,2020-09-01,60
052710,2020-10-05,60
052710,2020-11-02,60
052710,2020-12-01,60
052710,2021-01-04,60
052710,2021-02-01,60
052710,2021-03-02,60
052710,2021-04-01,60
052710,2021-05-03,60
052710,2021-06-01,60
052710,2021-07-01,60
052710,2021-08-02,60
052710,2021-09-01,60
052710,2021-10-01,60
052710,2021-11-01,60
052710,2021-12-01,60
052710,2022-01-03,60
052710,2022-02-03,60
052710,2022-03-02,60
052710,2022-04-01,60
052710,2022-05-02,60
052710,2022-06-02,60
052710,2022-07-01,60
052710,2022-08-01,60
052710,2022-09-01,60
052710,2022-10-04,60
052710,2022-11-01,60
052710,2022-12-01,60
052710,2023-01-02,60
052710,2023-02-01,60
052710,2023-03-02,60
052710,2023-04-03,60
052710,2023-05-02,60
052710,2023-06-01,60
052710,2023-07-03,60
052710,2023-08-01,60
052710,2023-09-01,60
052710,2023-10-04,60
052710,2023-11-01,60
052710,2023-12-01,60
052710,2024-01-02,60
052710,2024-02-01,60
052710,2024-03-04,60
052710,2024-04-01,60
052710,2024-05-02,60
052710,2024-06-03,60
052710,2024-07-01,60
052710,2024-08-01,60
052710,2024-09-02,60
052710,2024-10-02,60
052710,2024-11-01,60
052710,2024-12-02,60
052710,2025-01-02,60
052710,2025-02-03,60
052710,2025-03-04,60
052710,2025-04-01,60
052710,2025-05-02,60
052710,2025-06-02,60
052710,2025-07-01,60
052710,2025-08-01,60
052710,2025-09-01,60
052710,2025-10-01,60
052710,2025-11-03,60
052710,2025-12-01,60
052710,2026-01-02,60
052710,2026-02-02,60
052710,2026-03-03,60
052710,2026-04-01,60
052710,2026-05-04,60
052710,2026-06-01,60
002230,2019-02-01,60
002230,2019-03-04,60
002230,2019-04-01,60
002230,2019-05-02,60
002230,2019-08-01,60
002230,2019-11-01,60
002230,2019-12-02,60
002230,2020-01-02,60
002230,2020-02-03,60
002230,2020-03-02,60
002230,2020-04-01,60
002230,2020-05-04,60
002230,2020-06-01,60
002230,2020-07-01,60
002230,2020-08-03,60
002230,2020-09-01,60
002230,2020-10-05,60
002230,2020-11-02,60
002230,2020-12-01,60
002230,2021-01-04,60
002230,2021-02-01,60
002230,2021-03-02,60
002230,2021-04-01,60
002230,2021-05-03,60
002230,2021-06-01,60
002230,2021-07-01,60
002230,2021-08-02,60
002230,2021-09-01,60
002230,2021-10-01,60
002230,2021-11-01,60
002230,2021-12-01,60
002230,2022-01-03,60
002230,2022-02-03,60
002230,2022-03-02,60
002230,2022-04-01,60
002230,2022-05-02,60
002230,2023-03-02,60
002230,2023-04-03,60
002230,2023-05-02,60
002230,2023-06-01,60
002230,2023-07-03,60
002230,2025-08-01,60
002230,2025-09-01,60
002230,2026-01-02,60
002230,2026-02-02,60
002230,2026-03-03,60
002230,2026-04-01,60
002230,2026-05-04,60
002230,2026-06-01,60
115610,2019-01-02,60
115610,2019-05-02,60
115610,2019-08-01,60
115610,2020-02-03,60
115610,2020-06-01,60
115610,2020-07-01,60
115610,2020-08-03,60
115610,2020-09-01,60
115610,2020-10-05,60
115610,2020-11-02,60
115610,2020-12-01,60
115610,2021-01-04,60
115610,2021-02-01,60
115610,2021-03-02,60
115610,2021-04-01,60
115610,2021-05-03,60
115610,2021-06-01,60
115610,2021-07-01,60
115610,2021-09-01,60
115610,2021-10-01,60
115610,2021-11-01,60
115610,2021-12-01,60
115610,2022-01-03,60
115610,2022-02-03,60
115610,2022-03-02,60
115610,2022-04-01,60
115610,2022-05-02,60
115610,2022-06-02,60
115610,2022-07-01,60
115610,2022-08-01,60
115610,2022-09-01,60
115610,2022-10-04,60
115610,2022-11-01,60
115610,2022-12-01,60
115610,2023-01-02,60
115610,2023-02-01,60
115610,2023-03-02,60
115610,2023-04-03,60
115610,2023-05-02,60
115610,2023-06-01,60
115610,2023-07-03,60
115610,2023-08-01,60
115610,2023-09-01,60
115610,2023-10-04,60
115610,2023-11-01,60
115610,2023-12-01,60
115610,2024-01-02,60
115610,2024-02-01,60
115610,2024-03-04,60
115610,2024-04-01,60
115610,2024-05-02,60
115610,2024-06-03,60
115610,2024-07-01,60
115610,2024-08-01,60
115610,2024-09-02,60
115610,2024-10-02,60
115610,2024-11-01,60
115610,2024-12-02,60
115610,2025-01-02,60
115610,2025-02-03,60
115610,2025-03-04,60
115610,2025-04-01,60
115610,2025-05-02,60
115610,2025-06-02,60
115610,2025-07-01,60
115610,2025-08-01,60
115610,2025-09-01,60
115610,2025-10-01,60
115610,2025-11-03,60
115610,2025-12-01,60
115610,2026-01-02,60
115610,2026-02-02,60
115610,2026-03-03,60
115610,2026-04-01,60
115610,2026-05-04,60
115610,2026-06-01,60
082800,2019-01-02,60
082800,2019-02-01,60
082800,2019-03-04,60
082800,2019-04-01,60
082800,2019-05-02,60
082800,2019-06-03,60
082800,2019-07-01,60
082800,2019-08-01,60
082800,2019-09-02,60
082800,2019-10-01,60
082800,2019-11-01,60
082800,2019-12-02,60
082800,2020-01-02,60
082800,2020-02-03,60
082800,2020-03-02,60
082800,2020-04-01,60
082800,2020-05-04,60
082800,2020-06-01,60
082800,2020-07-01,60
082800,2020-08-03,60
082800,2020-09-01,60
082800,2020-10-05,60
082800,2020-11-02,60
082800,2020-12-01,60
082800,2021-01-04,60
082800,2021-02-01,60
082800,2021-03-02,60
082800,2021-04-01,60
082800,2021-05-03,60
082800,2021-06-01,60
082800,2021-07-01,60
082800,2021-08-02,60
082800,2021-09-01,60
082800,2021-10-01,60
082800,2021-11-01,60
082800,2021-12-01,60
082800,2022-01-03,60
082800,2022-02-03,60
082800,2022-03-02,60
082800,2022-04-01,60
082800,2022-05-02,60
082800,2022-06-02,60
082800,2022-07-01,60
082800,2022-08-01,60
082800,2022-09-01,60
082800,2022-10-04,60
082800,2022-11-01,60
082800,2022-12-01,60
082800,2023-01-02,60
082800,2023-02-01,60
082800,2023-03-02,60
082800,2023-04-03,60
082800,2023-05-02,60
082800,2023-06-01,60
