theme,code,name,industry,mcap_억,adtv_억,rev_yoy,mom_12_1,dist_from_12mhigh,선반영플래그,guardrail,thesis,무효화트리거
반도체소부장,102120,어보브반도체,반도체 제조업,1920,28.0,,,,-,PASS*,,
반도체소부장,122990,와이솔,전자부품 제조업,1902,10.0,,,,-,PASS*,,
반도체소부장,083930,아바코,특수 목적용 기계 제조업,1892,23.0,,,,-,PASS*,,
반도체소부장,264850,이랜시스,전자부품 제조업,1875,53.3,,,,-,PASS*,,
반도체소부장,032580,피델릭스,반도체 제조업,1862,148.2,,,,-,PASS*,,
반도체소부장,452450,피아이이,특수 목적용 기계 제조업,1809,20.0,,,,-,PASS*,,
반도체소부장,371950,풍원정밀,전자부품 제조업,1725,5.1,,,,-,PASS*,,
반도체소부장,267320,나인테크,특수 목적용 기계 제조업,1705,311.8,,,,-,PASS*,,
반도체소부장,209640,와이제이링크,특수 목적용 기계 제조업,1701,63.3,,,,-,PASS*,,
반도체소부장,146320,비씨엔씨,반도체 제조업,1698,9.0,,,,-,PASS*,,
반도체소부장,226590,엠디바이스,전자부품 제조업,1684,27.9,,,,-,PASS*,,
반도체소부장,140670,알에스오토메이션,전자부품 제조업,1659,33.0,,,,-,PASS*,,
반도체소부장,259630,엠플러스,특수 목적용 기계 제조업,1644,32.0,,,,-,PASS*,,
반도체소부장,036010,아비코전자,전자부품 제조업,1599,91.8,,,,-,PASS*,,
반도체소부장,083500,에프엔에스테크,특수 목적용 기계 제조업,1563,36.5,,,,-,PASS*,,
반도체소부장,289930,웨이비스,반도체 제조업,1525,17.1,,,,-,PASS*,,
반도체소부장,282880,코윈테크,특수 목적용 기계 제조업,1506,11.2,,,,-,PASS*,,
반도체소부장,125210,아모그린텍,전자부품 제조업,1493,23.1,,,,-,PASS*,,
반도체소부장,469610,이노테크,특수 목적용 기계 제조업,1483,19.7,,,,-,PASS*,,
반도체소부장,059120,아진엑스텍,반도체 제조업,1452,37.7,,,,-,PASS*,,
반도체소부장,041440,현대에버다임,특수 목적용 기계 제조업,1436,18.5,,,,-,PASS*,,
반도체소부장,264660,씨앤지하이테크,특수 목적용 기계 제조업,1436,26.3,,,,-,PASS*,,
반도체소부장,299030,하나기술,특수 목적용 기계 제조업,1421,6.7,,,,-,PASS*,,
반도체소부장,008830,대동기어,특수 목적용 기계 제조업,1398,14.4,,,,-,PASS*,,
반도체소부장,108230,톱텍,특수 목적용 기계 제조업,1397,5.7,,,,-,PASS*,,
반도체소부장,297890,HB솔루션,특수 목적용 기계 제조업,1375,9.1,,,,-,PASS*,,
반도체소부장,381620,제닉스로보틱스,특수 목적용 기계 제조업,1345,65.1,,,,-,PASS*,,
반도체소부장,452190,한빛레이저,특수 목적용 기계 제조업,1344,50.2,,,,-,PASS*,,
반도체소부장,148150,세경하이테크,전자부품 제조업,1342,6.4,,,,-,PASS*,,
반도체소부장,396270,넥스트칩,반도체 제조업,1315,24.2,,,,-,PASS*,,
반도체소부장,321370,센서뷰,전자부품 제조업,1302,62.5,,,,-,PASS*,,
반도체소부장,357580,아모센스,전자부품 제조업,1279,38.7,,,,-,PASS*,,
반도체소부장,290740,액트로,전자부품 제조업,1278,12.1,,,,-,PASS*,,
반도체소부장,068790,DMS,특수 목적용 기계 제조업,1271,10.0,,,,-,PASS*,,
반도체소부장,323350,다원넥스뷰,특수 목적용 기계 제조업,1249,31.1,,,,-,PASS*,,
반도체소부장,306620,지아이에스,특수 목적용 기계 제조업,1244,36.3,,,,-,PASS*,,
반도체소부장,088130,동아엘텍,특수 목적용 기계 제조업,1227,27.5,,,,-,PASS*,,
반도체소부장,382840,원준,특수 목적용 기계 제조업,1196,29.7,,,,-,PASS*,,
반도체소부장,412350,레이저쎌,특수 목적용 기계 제조업,1194,54.4,,,,-,PASS*,,
반도체소부장,071280,로체시스템즈,특수 목적용 기계 제조업,1163,5.7,,,,-,PASS*,,
반도체소부장,172670,에이엘티,반도체 제조업,1145,16.3,,,,-,PASS*,,
반도체소부장,129920,대성하이텍,특수 목적용 기계 제조업,1121,13.4,,,,-,PASS*,,
반도체소부장,234030,싸이닉솔루션,반도체 제조업,1113,8.0,,,,-,PASS*,,
반도체소부장,141000,비아트론,특수 목적용 기계 제조업,1096,11.6,,,,-,PASS*,,
반도체소부장,049950,미래컴퍼니,특수 목적용 기계 제조업,1090,12.3,,,,-,PASS*,,
반도체소부장,396470,워트,특수 목적용 기계 제조업,1090,13.5,,,,-,PASS*,,
반도체소부장,217820,원익피앤이,특수 목적용 기계 제조업,1084,6.1,,,,-,PASS*,,
반도체소부장,317770,엑스페릭스,전자부품 제조업,1082,26.8,,,,-,PASS*,,
반도체소부장,085670,뉴프렉스,전자부품 제조업,1071,10.7,,,,-,PASS*,,
반도체소부장,052860,아이앤씨,반도체 제조업,1063,5.5,,,,-,PASS*,,
반도체소부장,212710,아이에스티이,반도체 제조업,1045,26.5,,,,-,PASS*,,
반도체소부장,045970,코아시아,전자부품 제조업,1034,6.0,,,,-,PASS*,,
반도체소부장,044990,에이치엔에스하이텍,전자부품 제조업,1004,6.3,,,,-,PASS*,,
반도체소부장,066310,큐에스아이,반도체 제조업,993,17.5,,,,-,PASS*,,
반도체소부장,131400,이브이첨단소재,전자부품 제조업,973,346.7,,,,-,PASS*,,
반도체소부장,417970,모델솔루션,특수 목적용 기계 제조업,972,8.9,,,,-,PASS*,,
반도체소부장,049080,기가레인,전자부품 제조업,968,47.2,,,,-,PASS*,,
반도체소부장,451220,아이엠티,특수 목적용 기계 제조업,957,23.8,,,,-,PASS*,,
반도체소부장,090470,제이스로보틱스,특수 목적용 기계 제조업,932,5.1,,,,-,PASS*,,
반도체소부장,311320,지오엘리먼트,전자부품 제조업,917,8.2,,,,-,PASS*,,
반도체소부장,117670,알파칩스,반도체 제조업,887,5.9,,,,-,PASS*,,
반도체소부장,072950,빛샘전자,전자부품 제조업,879,48.1,,,,-,PASS*,,
반도체소부장,321260,프로이천,반도체 제조업,865,30.7,,,,-,PASS*,,
반도체소부장,040910,아이씨디,특수 목적용 기계 제조업,863,5.2,,,,-,PASS*,,
반도체소부장,382480,지아이텍,특수 목적용 기계 제조업,862,10.1,,,,-,PASS*,,
반도체소부장,432470,케이엔에스,특수 목적용 기계 제조업,837,5.5,,,,-,PASS*,,
반도체소부장,123010,알엔티엑스,전자부품 제조업,824,15.8,,,,-,PASS*,,
반도체소부장,317830,에스피시스템스,특수 목적용 기계 제조업,810,10.3,,,,-,PASS*,,
반도체소부장,413390,엠오티,특수 목적용 기계 제조업,793,6.1,,,,-,PASS*,,
반도체소부장,320000,한울반도체,특수 목적용 기계 제조업,793,63.0,,,,-,PASS*,,
반도체소부장,054040,한국컴퓨터,전자부품 제조업,788,7.8,,,,-,PASS*,,
반도체소부장,302430,이노메트리,특수 목적용 기계 제조업,777,12.2,,,,-,PASS*,,
반도체소부장,038460,바이오스마트,전자부품 제조업,770,9.5,,,,-,PASS*,,
반도체소부장,217190,제너셈,특수 목적용 기계 제조업,738,8.7,,,,-,PASS*,,
반도체소부장,092300,현우산업,전자부품 제조업,732,12.1,,,,-,PASS*,,
반도체소부장,251630,브이원텍,특수 목적용 기계 제조업,717,5.1,,,,-,PASS*,,
반도체소부장,217500,러셀,특수 목적용 기계 제조업,662,6.0,,,,-,PASS*,,
반도체소부장,155650,와이엠씨,전자부품 제조업,643,5.3,,,,-,PASS*,,
반도체소부장,065130,탑엔지니어링,특수 목적용 기계 제조업,638,5.3,,,,-,PASS*,,
반도체소부장,088280,쏘닉스,반도체 제조업,617,8.5,,,,-,PASS*,,
반도체소부장,317850,대모,특수 목적용 기계 제조업,598,5.9,,,,-,PASS*,,
반도체소부장,036090,위지트,특수 목적용 기계 제조업,576,38.8,,,,-,PASS*,,
반도체소부장,419080,엔젯,특수 목적용 기계 제조업,547,5.0,,,,-,PASS*,,
반도체소부장,177900,쓰리에이로직스,반도체 제조업,546,6.4,,,,-,PASS*,,
반도체소부장,271830,팸텍,특수 목적용 기계 제조업,536,37.5,,,,-,PASS*,,
바이오,458870,씨어스,의료용 기기 제조업,11228,98.6,4.9472,2.8387,-0.461,급등,PASS,,
바이오,475830,오름테라퓨틱,기초 의약물질 제조업,13704,107.2,-0.9989,2.5741,-0.5111,급등,PASS,,
바이오,174900,앱클론,의료용품 및 기타 의약 관련제품 제조업,6764,96.4,1.0147,2.5391,-0.4645,급등,PASS,,
바이오,376900,로킷헬스케어,의료용품 및 기타 의약 관련제품 제조업,8604,90.8,1.0019,2.4229,-0.5657,급등,PASS,,
바이오,042520,한스바이오메드,의료용품 및 기타 의약 관련제품 제조업,3751,70.9,0.1065,2.3525,-0.4782,급등,PASS,,
바이오,290650,엘앤씨바이오,의약품 제조업,21252,350.1,0.1856,1.7315,-0.2008,급등,PASS,,
바이오,214370,케어젠,기초 의약물질 제조업,43885,99.2,-0.1184,1.581,-0.4028,급등,PASS,,
바이오,445680,큐리옥스바이오시스템즈,의료용 기기 제조업,15982,136.2,0.1229,1.3329,-0.2232,급등,PASS,,
바이오,000250,삼천당제약,의약품 제조업,70842,790.8,0.099,1.3014,-0.6357,급등,PASS,,
바이오,041830,인바디,의료용 기기 제조업,5763,35.4,0.1442,0.9224,-0.0676,-,PASS,,
바이오,237690,에스티팜,의약품 제조업,25743,188.6,0.2116,0.7416,-0.2268,-,PASS,,
바이오,298380,에이비엘바이오,기초 의약물질 제조업,59963,426.3,1.3755,0.6652,-0.4645,-,PASS,,
바이오,087010,펩트론,기초 의약물질 제조업,63073,546.6,0.7876,0.5985,-0.2044,-,PASS,,
바이오,039200,오스코텍,의약품 제조업,16068,385.1,1.9358,0.4677,-0.3226,-,PASS,,
바이오,304360,에스바이오메딕스,의약품 제조업,3542,16.3,0.2049,0.4673,-0.2503,-,PASS,,
바이오,102940,코오롱생명과학,기초 의약물질 제조업,6624,17.8,0.2949,0.4105,-0.2191,-,PASS,,
바이오,041960,코미팜,의약품 제조업,5268,20.4,-0.1074,0.365,-0.2665,-,PASS,,
바이오,085660,차바이오텍,기초 의약물질 제조업,11938,55.8,0.2136,0.2519,-0.4124,-,PASS,,
바이오,086450,동국제약,의약품 제조업,8377,72.1,0.1412,0.1337,-0.2251,-,PASS,,
바이오,007390,네이처셀,기초 의약물질 제조업,19814,975.4,-0.3587,0.0916,-0.1865,-,PASS,,
바이오,243070,휴온스,의약품 제조업,3312,14.9,0.0517,0.0595,-0.0799,-,PASS,,
바이오,195940,HK이노엔,의약품 제조업,12069,92.8,0.185,0.0514,-0.2433,-,PASS,,
바이오,028300,HLB,의료용품 및 기타 의약 관련제품 제조업,69396,431.1,0.2355,0.0346,-0.1431,-,PASS,,
바이오,099190,아이센스,의료용 기기 제조업,4831,18.2,0.0835,0.0028,-0.2851,-,PASS,,
바이오,068760,셀트리온제약,의약품 제조업,20514,73.3,0.1226,-0.0203,-0.368,소외(역발상?),PASS,,
바이오,340570,티앤엘,의료용품 및 기타 의약 관련제품 제조업,4422,67.0,-0.0614,-0.0571,-0.1111,-,PASS,,
바이오,096530,씨젠,의료용품 및 기타 의약 관련제품 제조업,16634,214.6,0.1448,-0.0816,-0.0378,고점근접,PASS,,
바이오,078160,메디포스트,기초 의약물질 제조업,4454,20.4,0.0425,-0.0874,-0.5928,소외(역발상?),PASS,,
바이오,389650,넥스트바이오메디컬,의료용 기기 제조업,3518,47.9,0.7267,-0.1053,-0.5246,소외(역발상?),PASS,,
바이오,206650,유바이오로직스,의약품 제조업,3636,33.1,0.5535,-0.1736,-0.3378,소외(역발상?),PASS,,
바이오,214150,클래시스,의료용 기기 제조업,27823,116.0,0.3864,-0.2863,-0.426,소외(역발상?),PASS,,
바이오,336570,원텍,의료용 기기 제조업,7023,118.1,0.3608,-0.2996,-0.3922,소외(역발상?),PASS,,
바이오,084110,휴온스글로벌,의약품 제조업,3608,31.0,0.0418,-0.3015,-0.5701,소외(역발상?),PASS,,
바이오,145020,휴젤,기초 의약물질 제조업,29899,149.4,0.1396,-0.3595,-0.3737,소외(역발상?),PASS,,
바이오,214450,파마리서치,의료용품 및 기타 의약 관련제품 제조업,30182,251.6,0.5318,-0.4022,-0.5728,소외(역발상?),PASS,,
바이오,086900,메디톡스,기초 의약물질 제조업,6342,105.5,0.0817,-0.4581,-0.5115,소외(역발상?),PASS,,
바이오,491000,리브스메드,의료용 기기 제조업,11990,119.8,,,,-,PASS,,
바이오,439960,코스모로보틱스,의료용 기기 제조업,9408,853.6,,,,-,PASS*,,
바이오,456160,지투지바이오,의약품 제조업,8885,75.5,-0.4498,,,-,PASS,,
바이오,099430,바이오플러스,기초 의약물질 제조업,3131,42.4,,,,-,PASS*,,
바이오,450950,아스테라시스,의료용 기기 제조업,3055,5.1,,,,-,PASS*,,
바이오,200130,콜마비앤에이치,기초 의약물질 제조업,3024,10.9,,,,-,PASS*,,
바이오,200670,휴메딕스,의약품 제조업,2965,9.2,,,,-,PASS*,,
바이오,041920,메디아나,의료용 기기 제조업,2953,35.2,,,,-,PASS*,,
바이오,314930,바이오다인,의료용 기기 제조업,2890,5.8,,,,-,PASS*,,
바이오,043150,바텍,의료용 기기 제조업,2781,5.6,,,,-,PASS*,,
바이오,053030,바이넥스,의약품 제조업,2778,21.1,,,,-,PASS*,,
바이오,220100,퓨쳐켐,의약품 제조업,2714,31.0,,,,-,PASS*,,
바이오,308430,셀비온,의약품 제조업,2504,13.0,,,,-,PASS*,,
바이오,217730,강스템바이오텍,기초 의약물질 제조업,2502,21.0,,,,-,PASS*,,
바이오,314130,지놈앤컴퍼니,기초 의약물질 제조업,2481,22.3,,,,-,PASS*,,
바이오,100120,뷰웍스,의료용 기기 제조업,2373,9.3,,,,-,PASS*,,
바이오,138610,나이벡,의료용품 및 기타 의약 관련제품 제조업,2347,16.0,,,,-,PASS*,,
바이오,394420,리센스메디컬,의료용 기기 제조업,2302,85.7,,,,-,PASS*,,
바이오,206640,바디텍메드,의료용품 및 기타 의약 관련제품 제조업,2283,6.5,,,,-,PASS*,,
바이오,0088M0,메쥬,의료용 기기 제조업,2218,34.3,,,,-,PASS*,,
바이오,067080,대화제약,의약품 제조업,2178,8.2,,,,-,PASS*,,
바이오,064550,바이오니아,의료용품 및 기타 의약 관련제품 제조업,2165,11.4,,,,-,PASS*,,
바이오,119610,인터로조,의료용 기기 제조업,2145,17.7,,,,-,PASS*,,
바이오,256840,한국비엔씨,기초 의약물질 제조업,2045,14.7,,,,-,PASS*,,
바이오,086820,바이오솔루션,기초 의약물질 제조업,1835,24.8,,,,-,PASS*,,
바이오,216080,제테마,의료용품 및 기타 의약 관련제품 제조업,1812,16.1,,,,-,PASS*,,
바이오,039860,나노엔텍,의료용 기기 제조업,1752,22.6,,,,-,PASS*,,
바이오,058820,CMG제약,의약품 제조업,1737,8.3,,,,-,PASS*,,
바이오,082800,비보존 제약,의약품 제조업,1718,91.2,,,,-,PASS*,,
바이오,106190,하이텍팜,기초 의약물질 제조업,1612,8.4,,,,-,PASS*,,
바이오,234690,녹십자웰빙,의약품 제조업,1602,14.7,,,,-,PASS*,,
바이오,166480,코아스템켐온,의약품 제조업,1602,21.4,,,,-,PASS*,,
바이오,023910,대한약품,의약품 제조업,1581,5.1,,,,-,PASS*,,
바이오,048870,시너지이노베이션,의료용 기기 제조업,1515,8.1,,,,-,PASS*,,
바이오,001540,안국약품,의약품 제조업,1480,20.2,,,,-,PASS*,,
바이오,056090,시지메드텍,의료용 기기 제조업,1420,10.8,,,,-,PASS*,,
바이오,307750,국전,의약품 제조업,1379,6.0,,,,-,PASS*,,
바이오,331920,셀레믹스,기초 의약물질 제조업,1371,15.8,,,,-,PASS*,,
바이오,240550,동방메디컬,의료용 기기 제조업,1352,9.6,,,,-,PASS*,,
바이오,086890,이수앱지스,의료용품 및 기타 의약 관련제품 제조업,1325,7.0,,,,-,PASS*,,
바이오,256940,킵스파마,의약품 제조업,1307,10.6,,,,-,PASS*,,
바이오,006620,동구바이오제약,의약품 제조업,1196,8.6,,,,-,PASS*,,
바이오,156100,엘앤케이바이오,의료용 기기 제조업,1180,6.6,,,,-,PASS*,,
바이오,214680,디알텍,의료용 기기 제조업,1111,6.8,,,,-,PASS*,,
바이오,131030,옵투스제약,의약품 제조업,1075,8.6,,,,-,PASS*,,
바이오,456070,이엔셀,기초 의약물질 제조업,1060,7.9,,,,-,PASS*,,
바이오,246710,티앤알바이오팹,기초 의약물질 제조업,991,5.2,,,,-,PASS*,,
바이오,059210,메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,984,7.3,,,,-,PASS*,,
바이오,226400,오스테오닉,의료용 기기 제조업,978,16.6,,,,-,PASS*,,
바이오,464490,쿼드메디슨,기초 의약물질 제조업,966,7.3,,,,-,PASS*,,
바이오,142280,녹십자엠에스,의료용품 및 기타 의약 관련제품 제조업,875,59.2,,,,-,PASS*,,
바이오,251120,바이오에프디엔씨,기초 의약물질 제조업,858,5.0,,,,-,PASS*,,
바이오,460940,피앤에스로보틱스,의료용 기기 제조업,848,10.9,,,,-,PASS*,,
바이오,208370,셀바스헬스케어,의료용 기기 제조업,842,6.8,,,,-,PASS*,,
바이오,253840,수젠텍,의료용품 및 기타 의약 관련제품 제조업,839,21.7,,,,-,PASS*,,
바이오,048530,인트론바이오,기초 의약물질 제조업,839,5.6,,,,-,PASS*,,
바이오,054670,대한뉴팜,의약품 제조업,817,6.9,,,,-,PASS*,,
바이오,228670,레이,의료용 기기 제조업,813,6.6,,,,-,PASS*,,
바이오,205470,휴마시스,의료용품 및 기타 의약 관련제품 제조업,797,6.1,,,,-,PASS*,,
바이오,041910,폴라리스AI파마,의약품 제조업,764,6.5,,,,-,PASS*,,
바이오,290660,다이나믹솔루션,의료용 기기 제조업,733,32.9,,,,-,PASS*,,
바이오,191420,테고사이언스,기초 의약물질 제조업,678,13.4,,,,-,PASS*,,
바이오,229000,젠큐릭스,의료용품 및 기타 의약 관련제품 제조업,628,43.3,,,,-,PASS*,,
바이오,305090,마이크로디지탈,의료용 기기 제조업,542,5.2,,,,-,PASS*,,
바이오,378800,샤페론,기초 의약물질 제조업,527,5.3,,,,-,PASS*,,
AI소프트웨어,187660,페니트리움바이오,자연과학 및 공학 연구개발업,3566,207.7,-0.0484,4.7106,-0.6556,급등,PASS,,
AI소프트웨어,226950,올릭스,자연과학 및 공학 연구개발업,31669,1341.9,1.5835,4.0316,-0.1572,급등,PASS,,
AI소프트웨어,127120,제이에스링크,자연과학 및 공학 연구개발업,13450,63.9,0.2143,3.1953,-0.0627,급등,PASS,,
AI소프트웨어,397030,에이프릴바이오,자연과학 및 공학 연구개발업,13416,149.0,-0.9211,2.8573,-0.2064,급등,PASS,,
AI소프트웨어,347700,스피어,소프트웨어 개발 및 공급업,16515,595.8,36.3915,2.6538,-0.2477,급등,PASS,,
AI소프트웨어,476060,온코닉테라퓨틱스,자연과학 및 공학 연구개발업,7896,79.3,2.5982,2.6286,-0.26,급등,PASS,,
AI소프트웨어,347850,디앤디파마텍,자연과학 및 공학 연구개발업,36839,1981.1,-0.6242,2.1901,-0.1129,급등,PASS,,
AI소프트웨어,356680,엑스게이트,소프트웨어 개발 및 공급업,5449,225.3,0.1138,2.012,-0.2364,급등,PASS,,
AI소프트웨어,310210,보로노이,자연과학 및 공학 연구개발업,42877,234.4,,1.621,-0.3034,급등,PASS,,
AI소프트웨어,115180,큐리언트,자연과학 및 공학 연구개발업,10628,34.5,-0.2394,1.3042,-0.2399,급등,PASS,,
AI소프트웨어,466100,클로봇,소프트웨어 개발 및 공급업,12068,379.1,0.2399,1.1411,-0.3612,급등,PASS,,
AI소프트웨어,124500,아이티센글로벌,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",10048,77.4,0.7878,0.747,-0.2598,-,PASS,,
AI소프트웨어,199800,툴젠,자연과학 및 공학 연구개발업,4787,41.0,0.4663,0.6444,-0.3629,-,PASS,,
AI소프트웨어,389470,인벤티지랩,자연과학 및 공학 연구개발업,6614,49.9,0.6483,0.5906,-0.469,-,PASS,,
AI소프트웨어,424870,이뮨온시아,자연과학 및 공학 연구개발업,3908,22.6,,0.3676,-0.5809,-,PASS,,
AI소프트웨어,141080,리가켐바이오,자연과학 및 공학 연구개발업,54678,699.5,0.1243,0.3162,-0.2724,-,PASS,,
AI소프트웨어,394280,오픈엣지테크놀로지,소프트웨어 개발 및 공급업,3989,34.1,0.0476,0.1315,-0.2597,-,PASS,,
AI소프트웨어,064260,다날,소프트웨어 개발 및 공급업,4365,77.4,-0.1363,0.0883,-0.4172,-,PASS,,
AI소프트웨어,263750,펄어비스,소프트웨어 개발 및 공급업,27562,252.0,0.0677,0.0319,-0.3783,-,PASS,,
AI소프트웨어,215600,신라젠,자연과학 및 공학 연구개발업,3831,23.8,1.3494,0.0,-0.3814,-,PASS,,
AI소프트웨어,196170,알테오젠,자연과학 및 공학 연구개발업,191303,1880.2,1.0987,-0.0081,-0.3302,소외(역발상?),PASS,,
AI소프트웨어,052400,코나아이,소프트웨어 개발 및 공급업,8083,71.9,0.3083,-0.0918,-0.1692,-,PASS,,
AI소프트웨어,053800,안랩,소프트웨어 개발 및 공급업,6798,34.2,0.0272,-0.1069,-0.1054,-,PASS,,
AI소프트웨어,095660,네오위즈,소프트웨어 개발 및 공급업,4275,16.7,0.1797,-0.2329,-0.3521,소외(역발상?),PASS,,
AI소프트웨어,225570,넥슨게임즈,소프트웨어 개발 및 공급업,6948,20.4,-0.2997,-0.2417,-0.247,-,PASS,,
AI소프트웨어,287840,인투셀,자연과학 및 공학 연구개발업,4026,26.1,-0.2086,-0.2798,-0.5939,소외(역발상?),PASS,,
AI소프트웨어,069080,웹젠,소프트웨어 개발 및 공급업,3273,13.4,-0.1877,-0.285,-0.3894,소외(역발상?),PASS,,
AI소프트웨어,358570,지아이이노베이션,자연과학 및 공학 연구개발업,9081,177.8,239.4339,-0.3022,-0.319,소외(역발상?),PASS,,
AI소프트웨어,047920,HLB제약,자연과학 및 공학 연구개발업,3808,18.2,0.4997,-0.3149,-0.3289,소외(역발상?),PASS,,
AI소프트웨어,030520,한글과컴퓨터,소프트웨어 개발 및 공급업,4788,36.6,0.0721,-0.3322,-0.3519,소외(역발상?),PASS,,
AI소프트웨어,078340,컴투스,소프트웨어 개발 및 공급업,3222,18.3,0.0036,-0.3595,-0.3571,소외(역발상?),PASS,,
AI소프트웨어,328130,루닛,소프트웨어 개발 및 공급업,11202,112.1,0.5343,-0.3792,-0.4422,소외(역발상?),PASS,,
AI소프트웨어,112040,위메이드,소프트웨어 개발 및 공급업,6627,36.2,-0.1374,-0.4287,-0.4292,소외(역발상?),PASS,,
AI소프트웨어,067160,SOOP,소프트웨어 개발 및 공급업,5719,40.6,0.1292,-0.4474,-0.4545,소외(역발상?),PASS,,
AI소프트웨어,101730,위메이드맥스,소프트웨어 개발 및 공급업,3298,6.5,0.9848,-0.4882,-0.5124,소외(역발상?),PASS,,
AI소프트웨어,293490,카카오게임즈,소프트웨어 개발 및 공급업,8718,26.5,-0.2586,-0.5031,-0.4922,소외(역발상?),PASS,,
AI소프트웨어,376300,디어유,소프트웨어 개발 및 공급업,5614,25.4,0.1198,-0.5992,-0.6154,소외(역발상?),PASS,,
AI소프트웨어,0009K0,에임드바이오,자연과학 및 공학 연구개발업,21827,63.5,,,,-,PASS,,
AI소프트웨어,476830,알지노믹스,자연과학 및 공학 연구개발업,15453,264.6,,,,-,PASS,,
AI소프트웨어,486990,노타,소프트웨어 개발 및 공급업,7450,330.1,,,,-,PASS,,
AI소프트웨어,477850,마키나락스,소프트웨어 개발 및 공급업,4859,328.6,,,,-,PASS*,,
AI소프트웨어,493280,아이엠바이오로직스,자연과학 및 공학 연구개발업,4255,37.1,,,,-,PASS,,
AI소프트웨어,468530,프로티나,자연과학 및 공학 연구개발업,3978,41.0,,,,-,PASS,,
AI소프트웨어,203650,드림시큐리티,소프트웨어 개발 및 공급업,3195,107.1,,,,-,PASS*,,
AI소프트웨어,365270,큐라클,자연과학 및 공학 연구개발업,3174,36.1,,,,-,PASS*,,
AI소프트웨어,298830,슈어소프트테크,소프트웨어 개발 및 공급업,3101,58.1,,,,-,PASS*,,
AI소프트웨어,058970,엠로,소프트웨어 개발 및 공급업,3060,33.3,,,,-,PASS*,,
AI소프트웨어,228760,지노믹트리,자연과학 및 공학 연구개발업,3055,16.4,,,,-,PASS*,,
AI소프트웨어,357880,SKAI,소프트웨어 개발 및 공급업,3018,507.5,,,,-,PASS*,,
AI소프트웨어,0082N0,카나프테라퓨틱스,자연과학 및 공학 연구개발업,2901,23.1,,,,-,PASS*,,
AI소프트웨어,215000,골프존,소프트웨어 개발 및 공급업,2742,22.7,,,,-,PASS*,,
AI소프트웨어,035600,KG이니시스,소프트웨어 개발 및 공급업,2725,9.1,,,,-,PASS*,,
AI소프트웨어,394800,쓰리빌리언,자연과학 및 공학 연구개발업,2668,33.0,,,,-,PASS*,,
AI소프트웨어,108860,셀바스AI,소프트웨어 개발 및 공급업,2667,36.2,,,,-,PASS*,,
AI소프트웨어,338840,와이바이오로직스,자연과학 및 공학 연구개발업,2466,16.5,,,,-,PASS*,,
AI소프트웨어,094480,갤럭시아머니트리,소프트웨어 개발 및 공급업,2460,15.7,,,,-,PASS*,,
AI소프트웨어,242040,나무기술,소프트웨어 개발 및 공급업,2457,904.7,,,,-,PASS*,,
AI소프트웨어,451760,컨텍,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2412,51.3,,,,-,PASS*,,
AI소프트웨어,402030,코난테크놀로지,소프트웨어 개발 및 공급업,2411,13.9,,,,-,PASS*,,
AI소프트웨어,084990,헬릭스미스,자연과학 및 공학 연구개발업,2392,43.0,,,,-,PASS*,,
AI소프트웨어,304100,솔트룩스,소프트웨어 개발 및 공급업,2346,26.0,,,,-,PASS*,,
AI소프트웨어,461300,아이스크림미디어,소프트웨어 개발 및 공급업,2238,11.6,,,,-,PASS*,,
AI소프트웨어,0007C0,아크릴,소프트웨어 개발 및 공급업,2168,72.4,,,,-,PASS*,,
AI소프트웨어,053300,한국정보인증,소프트웨어 개발 및 공급업,2159,16.0,,,,-,PASS*,,
AI소프트웨어,308080,바이젠셀,자연과학 및 공학 연구개발업,2050,76.0,,,,-,PASS*,,
AI소프트웨어,194480,데브시스터즈,소프트웨어 개발 및 공급업,1927,13.0,,,,-,PASS*,,
AI소프트웨어,041020,폴라리스오피스,소프트웨어 개발 및 공급업,1920,29.3,,,,-,PASS*,,
AI소프트웨어,488280,에스투더블유,소프트웨어 개발 및 공급업,1919,30.8,,,,-,PASS*,,
AI소프트웨어,321550,티움바이오,자연과학 및 공학 연구개발업,1862,34.9,,,,-,PASS*,,
AI소프트웨어,115500,케이씨에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1648,52.9,,,,-,PASS*,,
AI소프트웨어,203400,에이비온,자연과학 및 공학 연구개발업,1643,12.7,,,,-,PASS*,,
AI소프트웨어,380550,뉴로핏,소프트웨어 개발 및 공급업,1615,21.0,,,,-,PASS*,,
AI소프트웨어,095700,제넥신,자연과학 및 공학 연구개발업,1592,6.0,,,,-,PASS*,,
AI소프트웨어,046440,KG파이낸셜,소프트웨어 개발 및 공급업,1557,5.1,,,,-,PASS*,,
AI소프트웨어,293780,압타바이오,자연과학 및 공학 연구개발업,1506,13.0,,,,-,PASS*,,
AI소프트웨어,158430,아톤,소프트웨어 개발 및 공급업,1454,31.8,,,,-,PASS*,,
AI소프트웨어,040160,누리플렉스,소프트웨어 개발 및 공급업,1445,9.4,,,,-,PASS*,,
AI소프트웨어,263860,지니언스,소프트웨어 개발 및 공급업,1394,10.5,,,,-,PASS*,,
AI소프트웨어,204610,티쓰리,소프트웨어 개발 및 공급업,1388,8.1,,,,-,PASS*,,
