순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,035290,골드앤에스,KOSDAQ,30.00,1716,300143496,187460,8181283968,Y
2,002680,한탑,KOSDAQ,30.00,2795,488814755,174889,18065088405,Y
3,105550,엣지파운드리,KOSDAQ,29.97,2580,364980146,148119,40406437800,Y
4,002990,금호건설,KOSPI,29.94,14930,293375604290,21100558,556291411820,Y
5,121850,코이즈,KOSDAQ,29.94,1597,659134086,429952,8076027403,Y
6,091590,남화토건,KOSDAQ,29.93,7380,44895514550,6585830,86641200000,Y
7,007820,엠엑스로보틱스,KOSDAQ,29.93,4580,17972434528,4075362,91755472680,Y
8,001210,금호전기,KOSPI,29.90,5300,17346279093,3497390,65592884800,Y
9,002995,금호건설우,KOSPI,29.84,28500,2432272500,92736,8329581000,Y
10,378800,샤페론,KOSDAQ,29.81,614,1973501214,3447778,28393221034,Y
11,900300,오가닉티코스메틱,KOSDAQ,29.80,2940,4901093464,1747918,60505485180,Y
12,007120,미래아이앤지,KOSPI,27.54,1417,2883476763,2111604,38716852538,
13,204270,제이앤티씨,KOSDAQ,22.93,18870,19422075245,1106031,1091600553420,
14,161890,한국콜마,KOSPI,22.80,132500,329351657700,2512264,3127672702500,
15,079650,서산,KOSDAQ,19.85,6280,91148023770,14737574,125600000000,
16,153890,져스텍,KOSDAQ,19.85,12680,83587633405,6809271,152797867400,
17,192820,코스맥스,KOSPI,18.81,249500,149058716500,604965,2831702495500,
18,103590,일진전기,KOSPI,17.31,72500,102029392100,1415007,3457190775000,
19,109740,디에스케이,KOSDAQ,17.02,5190,455114610,91044,133436924100,
20,077500,유니퀘스트,KOSPI,16.61,7300,8101132610,1123097,157680744600,
21,085910,네오티스,KOSDAQ,16.27,22150,9214109935,428341,305555218700,
22,072950,빛샘전자,KOSDAQ,16.21,10110,27025683255,2759439,81411887100,
23,081000,일진다이아,KOSPI,15.94,10620,2726722530,268194,150835594500,
24,131970,두산테스나,KOSDAQ,15.14,84400,49917906050,616837,1631218887200,
25,251970,펌텍코리아,KOSDAQ,15.04,58900,15940213000,281830,730360000000,
26,036810,에프에스티,KOSDAQ,14.69,26150,10642428400,414421,566141982350,
27,003350,한국화장품제조,KOSPI,14.60,11850,90599720115,7753021,268521000000,
28,025560,미래산업,KOSPI,14.57,8570,5585262665,680571,218141979800,
29,001060,JW중외제약,KOSPI,14.29,30000,13590340300,445176,698577900000,
30,064760,티씨케이,KOSDAQ,14.21,229000,35259403750,156827,2560086264000,
31,344860,이노진,KOSDAQ,14.16,1483,2300249519,1517593,21399690000,
32,406820,뷰티스킨,KOSDAQ,14.11,2305,10988802755,4480083,32583841885,
33,003070,코오롱글로벌,KOSPI,13.51,10500,5429856275,507069,266951569500,
34,351320,넥사다이내믹스,KOSDAQ,13.33,1080,639901093,594960,32074533360,
35,228340,동양파일,KOSDAQ,13.17,3610,27660044736,7643676,72200000000,
36,181710,NHN,KOSPI,13.10,61300,76405029450,1258321,2007767420700,
37,257720,실리콘투,KOSDAQ,12.98,45250,244881645950,5369257,2967325403000,
38,037400,우리엔터프라이즈,KOSDAQ,12.90,779,592727287,799242,20427986534,
39,469610,이노테크,KOSDAQ,12.87,15440,9775656025,627966,138078376000,
40,066570,LG전자,KOSPI,12.82,205000,622771861300,3086187,33391350790000,
41,241710,코스메카코리아,KOSDAQ,12.80,123400,89427153050,718752,1317912000000,
42,317240,TS트릴리온,KOSDAQ,12.66,1299,1588799797,1220760,37900547589,
43,489500,엘케이켐,KOSDAQ,12.56,23300,1370726875,60228,148915845400,
44,323350,다원넥스뷰,KOSDAQ,12.50,9000,316935280,37911,72096948000,
45,417840,저스템,KOSDAQ,11.78,13850,19806845130,1520032,316740926850,
46,059090,미코,KOSDAQ,11.73,19330,10270351755,539839,645946318740,
47,365590,하이딥,KOSDAQ,11.72,1087,2945866176,2591181,40017415850,
48,371950,풍원정밀,KOSDAQ,11.70,5730,170535765,31174,130527509100,
49,191420,테고사이언스,KOSDAQ,11.16,8370,169672390,20942,67870940580,
50,009730,이렘,KOSDAQ,10.82,2305,671279781,303303,18383534415,
