code,last_ym,mkt,cls,terminal_ret,last_close,ret6,ret12,peak12,flat_months,mcap_last,recent
041630,2010-05,KOSDAQ,폭락형,-0.5,40.0,-0.9407,-0.9385,-0.9474,1,2209738525,0
053470,2010-05,KOSDAQ,폭락형,-0.5,5.0,-0.9917,-0.9924,-0.9924,1,636318010,0
057100,2010-05,KOSDAQ,폭락형,-0.5,30.0,-0.9623,-0.9663,-0.9663,1,3705741375,0
058480,2010-05,KOSDAQ,폭락형,-0.5,105.0,-0.8772,-0.8976,-0.8976,2,3191568345,0
065410,2010-05,KOSDAQ,폭락형,-0.5,15.0,-0.9831,-0.9948,-0.9948,1,240103710,0
067850,2010-05,KOSDAQ,폭락형,-0.5,5.0,-0.9934,-0.9907,-0.999,1,16326238825,0
074140,2010-05,KOSDAQ,폭락형,-0.5,5.0,-0.9956,-0.9976,-0.9976,2,183014870,0
085990,2010-05,KOSDAQ,폭락형,-0.5,5.0,-0.9767,-0.9925,-0.9932,1,821390270,0
023670,2010-06,KOSDAQ,폭락형,-0.5,50.0,-0.9688,-0.9881,-0.9894,1,22325690670,0
066300,2010-06,KOSDAQ,폭락형,-0.5,35.0,-0.9796,-0.65,-0.9825,1,11530141990,0
068770,2010-06,KOSDAQ,폭락형,-0.5,150.0,-0.5522,-0.6471,-0.7619,1,5331314700,0
011050,2010-07,KOSPI,폭락형,-0.5,15.0,-0.8,-0.9741,-0.9752,1,4419096660,0
012580,2010-07,KOSPI,폭락형,-0.5,10.0,-0.9718,-0.9737,-0.9787,1,17057818750,0
018890,2010-07,KOSDAQ,폭락형,-0.5,150.0,-0.8077,-0.7692,-0.8673,1,11776750425,0
035830,2010-07,KOSDAQ,폭락형,-0.5,5.0,-0.9778,-0.9833,-0.9833,1,6113649480,0
047710,2010-07,KOSDAQ,폭락형,-0.5,70.0,-0.9723,-0.9831,-0.9831,1,4899494860,0
041550,2010-08,KOSDAQ,폭락형,-0.5,30.0,-0.9455,-0.9528,-0.9545,1,7433967555,0
058690,2010-08,KOSDAQ,폭락형,-0.5,30.0,-0.9636,-0.9647,-0.9836,1,6027948080,0
033030,2010-09,KOSDAQ,폭락형,-0.5,20.0,-0.963,-0.9623,-0.9636,1,36780337440,0
035400,2010-09,KOSDAQ,폭락형,-0.5,30.0,-0.8696,-0.982,-0.982,1,1124760960,0
035405,2010-09,KOSDAQ,폭락형,-0.5,90.0,-0.975,-0.9876,-0.9879,1,2340000,0
041450,2010-09,KOSDAQ,폭락형,-0.5,10.0,-0.9916,-0.9937,-0.9944,1,3494386460,0
055250,2010-09,KOSDAQ,폭락형,-0.5,5.0,-0.9978,-0.9977,-0.9985,1,848288675,0
089240,2010-09,KOSDAQ,폭락형,-0.5,150.0,-0.9824,-0.985,-0.9885,1,6484298265,0
052970,2010-10,KOSDAQ,폭락형,-0.5,15.0,-0.9891,-0.9032,-0.9916,1,12818987500,0
058900,2010-10,KOSDAQ,폭락형,-0.5,25.0,-0.9206,-0.9444,-0.9495,1,4026078930,0
047450,2010-11,KOSDAQ,폭락형,-0.5,1.0,-0.995,-0.9875,-0.9995,1,3263256640,0
048140,2010-11,KOSDAQ,폭락형,-0.5,20.0,-0.9724,-0.9853,-0.9902,1,5321324700,0
048510,2010-11,KOSDAQ,폭락형,-0.5,2.0,-0.9953,-0.9818,-0.9993,1,2465285090,0
070080,2010-11,KOSDAQ,폭락형,-0.5,17.0,-0.9646,-0.9819,-0.9857,1,1554381295,0
052210,2010-12,KOSDAQ,폭락형,-0.5,10.0,-0.9875,-0.9896,-0.9896,1,1001975540,0
088020,2011-01,KOSDAQ,폭락형,-0.5,13.0,-0.8917,-0.977,-0.977,1,323886930,0
046240,2011-02,KOSDAQ,폭락형,-0.5,2.0,-0.9909,-0.9979,-0.9979,1,539034276,0
084450,2011-02,KOSDAQ,폭락형,-0.5,242.0,-0.9669,-0.9778,-0.9778,1,2890498825,0
032380,2011-03,KOSDAQ,폭락형,-0.5,50.0,-0.9363,-0.9265,-0.9643,1,5209348400,0
005350,2011-04,KOSPI,폭락형,-0.5,130.0,-0.6243,-0.7679,-0.9608,1,3973356335,0
016160,2011-04,KOSPI,폭락형,-0.5,55.0,-0.9702,-0.9633,-0.9766,1,2286274015,0
016167,2011-04,KOSPI,폭락형,-0.5,610.0,-0.9706,-0.9573,-0.9777,1,297029600,0
017160,2011-04,KOSDAQ,폭락형,-0.5,11.0,-0.9656,-0.9874,-0.9874,1,4645816664,0
019120,2011-04,KOSDAQ,폭락형,-0.5,10.0,-0.9497,-0.9794,-0.9794,1,1239278418,0
019430,2011-04,KOSDAQ,폭락형,-0.5,8.0,-0.931,-0.96,-0.96,1,5790641400,0
030030,2011-04,KOSDAQ,폭락형,-0.5,5.0,-0.9865,-0.9937,-0.9937,1,8531967714,0
031990,2011-04,KOSDAQ,폭락형,-0.5,6900.0,-0.8231,-0.8045,-0.8231,1,10879000000,0
032290,2011-04,KOSDAQ,폭락형,-0.5,75.0,-0.9863,-0.9893,-0.9893,1,48137120030,0
037020,2011-04,KOSDAQ,폭락형,-0.5,1.0,-0.9945,-0.9985,-0.9985,1,2741413620,0
039040,2011-04,KOSDAQ,폭락형,-0.5,8.0,-0.9911,-0.9954,-0.9967,1,1285477920,0
043630,2011-04,KOSDAQ,폭락형,-0.5,5.0,-0.9901,-0.9955,-0.9955,1,12851098761,0
043680,2011-04,KOSDAQ,폭락형,-0.5,6.0,-0.9778,-0.9831,-0.9848,1,6221538350,0
048640,2011-04,KOSDAQ,폭락형,-0.5,35.0,-0.5455,-0.9041,-0.9491,1,966989828,0
049690,2011-04,KOSDAQ,폭락형,-0.5,11.0,-0.9989,-0.9987,-0.9989,1,17208341640,0
054150,2011-04,KOSDAQ,폭락형,-0.5,21.0,-0.9723,-0.9045,-0.9929,1,6525079704,0
054170,2011-04,KOSDAQ,폭락형,-0.5,3.0,-0.9943,-0.9972,-0.9972,1,1943039712,0
060750,2011-04,KOSDAQ,폭락형,-0.5,6.0,-0.9964,-0.998,-0.9982,1,15971194195,0
088810,2011-04,KOSDAQ,폭락형,-0.5,30.0,-0.6667,-0.85,-0.9691,1,7386818947,0
017170,2011-05,KOSPI,폭락형,-0.5,60.0,-0.8391,-0.9653,-0.9844,1,5607684600,0
030420,2011-05,KOSDAQ,폭락형,-0.5,70.0,-0.9125,-0.5758,-0.9632,1,246929342,0
033850,2011-05,KOSDAQ,폭락형,-0.5,165.0,-0.9367,-0.7911,-0.9649,1,1733999813,0
033855,2011-05,KOSDAQ,폭락형,-0.5,3700.0,-0.9847,-0.7385,-0.9847,1,12031000,0
038710,2011-05,KOSDAQ,폭락형,-0.5,40.0,-0.9815,-0.9907,-0.9907,1,928796309,0
072530,2011-05,KOSDAQ,폭락형,-0.5,42.0,-0.9087,-0.8833,-0.9157,1,2551074360,0
031950,2011-06,KOSDAQ,폭락형,-0.5,61.0,-0.9,-0.9527,-0.9534,1,1834495068,0
034600,2011-06,KOSDAQ,폭락형,-0.5,101.0,-0.3608,-0.813,-0.8154,1,3124851840,0
039350,2011-06,KOSDAQ,폭락형,-0.5,20.0,-0.9811,-0.9732,-0.986,1,22178143650,0
052510,2011-06,KOSDAQ,폭락형,-0.5,8.0,-0.9868,-0.9746,-0.9868,1,8844315220,0
105380,2011-06,KOSPI,폭락형,-0.5,13.0,-0.9821,,-0.9867,1,10472000000,0
050640,2011-08,KOSDAQ,폭락형,-0.5,6.0,-0.9872,-0.9938,-0.9938,1,7520598855,0
036840,2011-09,KOSDAQ,폭락형,-0.5,55.0,-0.9247,-0.9399,-0.95,1,18992156800,0
047600,2011-09,KOSDAQ,폭락형,-0.5,66.0,-0.1951,-0.7684,-0.7898,1,543332098,0
052880,2011-09,KOSDAQ,폭락형,-0.5,50.0,-0.7778,-0.8592,-0.9186,1,11342148240,0
066340,2011-09,KOSDAQ,폭락형,-0.5,58.0,-0.872,-0.9356,-0.9545,1,3987118300,0
081090,2011-09,KOSDAQ,폭락형,-0.5,17.0,-0.9916,-0.9964,-0.9964,1,53397870760,0
026540,2011-10,KOSDAQ,폭락형,-0.5,23.0,-0.4524,-0.8722,-0.8883,1,2856000000,0
037550,2011-10,KOSDAQ,폭락형,-0.5,22.0,-0.725,-0.9056,-0.9924,1,3364403325,0
037700,2011-10,KOSDAQ,폭락형,-0.5,55.0,-0.9002,-0.9553,-0.9553,1,2862164280,0
040180,2011-10,KOSDAQ,폭락형,-0.5,7.0,-0.825,-0.9615,-0.9667,1,1173923360,0
042870,2011-10,KOSDAQ,폭락형,-0.5,17.0,-0.8365,-0.9655,-0.979,1,170666760,0
054010,2011-10,KOSDAQ,폭락형,-0.5,3.0,-0.9955,-0.9974,-0.9983,1,429191265,0
026220,2011-11,KOSDAQ,폭락형,-0.5,14.0,-0.9868,-0.9652,-0.9868,1,35705763107,0
037540,2011-11,KOSDAQ,폭락형,-0.5,34.0,-0.9323,-0.9165,-0.9332,1,14141935464,0
052810,2011-11,KOSDAQ,폭락형,-0.5,22.0,-0.9532,-0.9788,-0.9788,1,12172286464,0
950030,2011-11,KOSDAQ,폭락형,-0.5,14.0,-0.9896,-0.993,-0.9934,1,323400000,0
025340,2011-12,KOSDAQ,폭락형,-0.5,45.0,-0.7837,-0.8996,-0.9,1,8903240100,0
025970,2011-12,KOSDAQ,폭락형,-0.5,120.0,-0.2638,-0.7273,-0.7273,2,14719959120,0
054120,2011-12,KOSDAQ,폭락형,-0.5,251.0,-0.3307,-0.4567,-0.4567,2,28810027737,0
061140,2011-12,KOSDAQ,폭락형,-0.5,1.0,-0.9936,-0.998,-0.998,1,8353005078,0
032930,2012-01,KOSDAQ,폭락형,-0.5,1095.0,-0.2474,-0.5101,-0.5101,2,18498556605,0
037380,2012-01,KOSDAQ,폭락형,-0.5,3.0,-0.9972,-0.9989,-0.9989,1,66428361,0
046720,2012-01,KOSDAQ,폭락형,-0.5,35.0,-0.9747,-0.9877,-0.9885,1,557768470,0
061050,2012-01,KOSDAQ,폭락형,-0.5,9.0,-0.9461,-0.9862,-0.9862,1,5889890600,0
093820,2012-01,KOSPI,폭락형,-0.5,271.0,-0.5572,-0.5629,-0.6003,1,11062220000,0
088960,2012-02,KOSDAQ,폭락형,-0.5,55.0,-0.961,-0.9635,-0.9783,1,1104444120,0
002670,2012-04,KOSDAQ,폭락형,-0.5,42.0,-0.8971,-0.9089,-0.9089,1,38878296160,0
015200,2012-04,KOSDAQ,폭락형,-0.5,22.0,-0.9382,-0.9563,-0.9563,1,3380295688,0
015390,2012-04,KOSDAQ,폭락형,-0.5,4.0,-0.9814,-0.9951,-0.9951,1,3376575917,0
040740,2012-04,KOSDAQ,폭락형,-0.5,9.0,-0.9423,-0.9921,-0.9921,1,262956627,0
042340,2012-04,KOSDAQ,폭락형,-0.5,14.0,-0.9828,-0.8614,-0.9883,1,5199079060,0
045470,2012-04,KOSDAQ,폭락형,-0.5,14.0,-0.8108,-0.5172,-0.9878,1,1708861313,0
050470,2012-04,KOSDAQ,폭락형,-0.5,42.0,-0.9218,-0.6557,-0.96,1,1150965774,0
052350,2012-04,KOSDAQ,폭락형,-0.5,40.0,-0.9636,-0.9211,-0.9725,1,10115167275,0
056010,2012-04,KOSDAQ,폭락형,-0.5,4.0,-0.9873,-0.9917,-0.993,1,3949232616,0
056710,2012-04,KOSDAQ,폭락형,-0.5,12.0,-0.9729,-0.994,-0.994,1,14175964845,0
065610,2012-04,KOSDAQ,폭락형,-0.5,31.0,-0.97,-0.978,-0.9813,1,1225749021,0
066690,2012-04,KOSDAQ,폭락형,-0.5,6.0,-0.995,-0.9922,-0.995,1,227002494,0
068630,2012-04,KOSDAQ,폭락형,-0.5,50.0,-0.6324,-0.6774,-0.7642,1,11598721920,0
089480,2012-04,KOSDAQ,폭락형,-0.5,82.0,-0.9258,-0.9032,-0.9534,1,16856943454,0
094700,2012-04,KOSDAQ,폭락형,-0.5,17.0,-0.9751,-0.9887,-0.9887,1,2019592694,0
098150,2012-04,KOSPI,폭락형,-0.5,173.0,0.0613,0.0613,-0.0226,1,1282465275,0
001310,2012-05,KOSPI,폭락형,-0.5,110.0,-0.9225,-0.929,-0.9433,1,22488400000,0
037240,2012-05,KOSDAQ,폭락형,-0.5,40.0,-0.8922,-0.9121,-0.9259,1,68568000,0
053040,2012-05,KOSDAQ,폭락형,-0.5,70.0,-0.9173,-0.9728,-0.9728,1,15546108710,0
065310,2012-05,KOSDAQ,폭락형,-0.5,34.0,-0.9433,-0.9531,-0.9531,1,23026333800,0
004550,2012-06,KOSPI,폭락형,-0.5,136.0,-0.8857,-0.9284,-0.9771,1,274505927500,0
004555,2012-06,KOSPI,폭락형,-0.5,800.0,-0.7288,-0.6923,-0.9458,1,2114943500,0
008540,2012-06,KOSPI,폭락형,-0.5,23.0,-0.956,-0.982,-0.9913,1,967566849,0
012400,2012-06,KOSPI,폭락형,-0.5,17.0,-0.9634,-0.9877,-0.9919,1,964378632,0
012405,2012-06,KOSPI,폭락형,-0.5,2020.0,-0.9922,-0.9931,-0.9935,1,29720000,0
021060,2012-06,KOSDAQ,폭락형,-0.5,29.0,-0.9287,-0.6463,-0.9482,1,3659326845,0
067130,2012-06,KOSDAQ,폭락형,-0.5,500.0,-0.8901,1.9762,-0.9057,1,1839918645,0
000470,2012-07,KOSPI,폭락형,-0.5,103.0,-0.959,-0.9762,-0.9762,1,31108762620,0
025610,2012-07,KOSPI,폭락형,-0.5,10.0,-0.9972,-0.9986,-0.9986,1,36400000000,0
045260,2012-07,KOSDAQ,폭락형,-0.5,15.0,-0.9848,-0.9628,-0.9848,1,846959970,0
098400,2012-07,KOSDAQ,폭락형,-0.5,35.0,-0.9512,-0.9619,-0.9619,1,35564381068,0
011800,2012-08,KOSPI,폭락형,-0.5,14.0,-0.9648,-0.9652,-0.9722,1,1450321810,0
105070,2012-08,KOSDAQ,폭락형,-0.5,123.0,-0.9682,-0.9647,-0.9682,1,10357800000,0
007150,2012-09,KOSDAQ,폭락형,-0.5,2.0,-0.9936,-0.9976,-0.9986,1,2232637750,0
019260,2012-09,KOSDAQ,폭락형,-0.5,30.0,-0.9674,-0.9788,-0.9815,1,4804609600,0
033280,2012-09,KOSDAQ,폭락형,-0.5,2.0,-0.9915,-0.9817,-0.9915,1,763613204,0
034510,2012-09,KOSDAQ,폭락형,-0.5,28.0,-0.9097,-0.9167,-0.9544,1,2576682690,0
038320,2012-09,KOSDAQ,폭락형,-0.5,8.0,-0.9646,-0.931,-0.9646,1,587218275,0
050050,2012-09,KOSDAQ,폭락형,-0.5,92.0,-0.9357,-0.9042,-0.9414,1,59433973170,0
071660,2012-09,KOSDAQ,폭락형,-0.5,78.0,-0.9838,-0.9797,-0.9875,1,3180947796,0
900030,2012-09,KOSPI,폭락형,-0.5,3.0,-0.9952,-0.995,-0.9958,1,10200000000,0
900150,2012-09,KOSDAQ,폭락형,-0.5,20.0,-0.9906,-0.9873,-0.9921,1,96348429600,0
007200,2012-10,KOSPI,폭락형,-0.5,11.0,-0.9953,-0.9952,-0.9972,1,46725000000,0
073130,2012-10,KOSDAQ,폭락형,-0.5,7.0,-0.9935,-0.9951,-0.9958,1,42034358240,0
042820,2012-11,KOSDAQ,폭락형,-0.5,5.0,-0.9778,-0.9713,-0.9889,1,15478432650,0
045050,2012-11,KOSDAQ,폭락형,-0.5,23.0,-0.9463,-0.9836,-0.987,1,5904104600,0
047730,2012-11,KOSDAQ,폭락형,-0.5,36.0,-0.9419,-0.9549,-0.9549,1,10713265820,0
015110,2012-12,KOSPI,폭락형,-0.5,178.0,-0.8048,-0.8472,-0.8797,1,2306411450,0
046430,2012-12,KOSDAQ,폭락형,-0.5,5.0,-0.9926,-0.988,-0.9926,1,329686412,0
038120,2013-01,KOSDAQ,폭락형,-0.5,9.0,-0.9684,-0.9672,-0.9734,1,6412670940,0
031920,2013-02,KOSDAQ,폭락형,-0.5,322.0,-0.8305,-0.8656,-0.8656,1,4275180000,0
034010,2013-02,KOSDAQ,폭락형,-0.5,9.0,-0.9879,-0.9934,-0.9934,1,3778231392,0
006440,2013-04,KOSPI,폭락형,-0.5,30.0,-0.9758,-0.9835,-0.9835,1,26471260854,0
009010,2013-04,KOSDAQ,폭락형,-0.5,6.0,-0.952,-0.9926,-0.9938,1,14501652,0
013780,2013-04,KOSDAQ,폭락형,-0.5,4.0,-0.9945,-0.9946,-0.995,1,8826067684,0
026250,2013-04,KOSDAQ,폭락형,-0.5,5.0,-0.9928,-0.9912,-0.9938,1,5832789285,0
038720,2013-04,KOSDAQ,폭락형,-0.5,6.0,-0.9917,-0.9571,-0.9917,1,117231786,0
046840,2013-04,KOSDAQ,폭락형,-0.5,40.0,-0.9491,-0.9392,-0.9534,1,2670374960,0
051710,2013-04,KOSDAQ,폭락형,-0.5,49.0,-0.9346,-0.9846,-0.9846,1,1088613400,0
052650,2013-04,KOSDAQ,폭락형,-0.5,49.0,-0.9119,-0.9894,-0.9894,1,5637344000,0
066060,2013-04,KOSDAQ,폭락형,-0.5,7.0,-0.9821,-0.9888,-0.9901,1,5790000000,0
068420,2013-04,KOSDAQ,폭락형,-0.5,90.0,-0.7606,-0.94,-0.94,1,2770646910,0
071530,2013-04,KOSDAQ,폭락형,-0.5,3.0,-0.9947,-0.9976,-0.9976,1,11508022560,0
093400,2013-04,KOSPI,폭락형,-0.5,9.0,-0.9907,-0.988,-0.9951,1,685079808,0
093410,2013-04,KOSPI,폭락형,-0.5,7.0,-0.99,-0.9866,-0.9933,1,1109372184,0
099210,2013-04,KOSPI,폭락형,-0.5,6.0,-0.9908,-0.9882,-0.9941,1,1926393912,0
003190,2013-05,KOSPI,폭락형,-0.5,278.0,-0.9188,-0.9254,-0.9463,1,18156493950,0
028090,2013-05,KOSDAQ,폭락형,-0.5,26.0,-0.9757,-0.9793,-0.9838,1,634993512,0
033550,2013-05,KOSDAQ,폭락형,-0.5,40.0,-0.9302,-0.9493,-0.9512,1,1921481595,0
036920,2013-05,KOSDAQ,폭락형,-0.5,24.0,-0.9647,-0.9036,-0.9647,1,839347551,0
088700,2013-05,KOSDAQ,폭락형,-0.5,40.0,-0.9583,-0.9752,-0.9802,1,943770600,0
012410,2013-06,KOSPI,폭락형,-0.5,17.0,-0.9956,-0.9972,-0.9974,1,414734472,0
025920,2013-07,KOSDAQ,폭락형,-0.5,9.0,-0.9968,-0.9967,-0.9976,1,4331244960,0
037630,2013-07,KOSDAQ,폭락형,-0.5,1500.0,-0.6583,-0.5192,-0.7087,1,24412357655,0
073930,2013-07,KOSDAQ,폭락형,-0.5,31.0,-0.9558,-0.9733,-0.9812,1,4010085836,0
035450,2013-08,KOSDAQ,폭락형,-0.5,48.0,-0.7288,-0.8737,-0.9186,1,2590266300,0
049000,2013-09,KOSDAQ,폭락형,-0.5,13.0,-0.9917,-0.9919,-0.9948,1,8261535330,0
056810,2013-09,KOSDAQ,폭락형,-0.5,59.0,-0.9433,-0.9012,-0.9433,1,1069657950,0
950070,2013-10,KOSPI,폭락형,-0.5,1150.0,-0.7239,-0.7239,-0.7239,1,38250000000,0
007595,2013-12,KOSPI,폭락형,-0.5,250000.0,-0.1364,-0.2958,-0.7551,1,195250000,0
009815,2013-12,KOSPI,폭락형,-0.5,111000.0,-0.8828,-0.7533,-0.9285,1,77850000,0
017555,2013-12,KOSPI,폭락형,-0.5,34200.0,-0.7952,-0.8315,-0.9237,1,34884000,0
003417,2014-01,KOSPI,폭락형,-0.5,7200.0,-0.537,-0.5886,-0.8054,1,164095400,0
012805,2014-01,KOSPI,폭락형,-0.5,11600.0,-0.8297,-0.8389,-0.949,1,176550000,0
028305,2014-01,KOSDAQ,폭락형,-0.5,13000.0,-0.7192,-0.7471,-0.9278,1,243309000,0
053320,2014-02,KOSDAQ,폭락형,-0.5,12.0,-0.9748,-0.9907,-0.9907,1,12780179698,0
004790,2014-03,KOSDAQ,폭락형,-0.5,118.0,-0.9482,-0.6845,-0.9482,1,469019278,0
074000,2014-03,KOSDAQ,폭락형,-0.5,205.0,-0.2322,-0.2322,-0.8464,1,10141415610,0
002530,2014-04,KOSPI,폭락형,-0.5,25.0,-0.9953,-0.9982,-0.9992,1,68684192640,0
002535,2014-04,KOSPI,폭락형,-0.5,3330.0,-0.9826,-0.946,-0.9923,1,651168000,0
005900,2014-04,KOSPI,폭락형,-0.5,88.0,-0.9706,-0.9766,-0.9828,1,35978572370,0
010670,2014-04,KOSDAQ,폭락형,-0.5,23.0,-0.9826,-0.9926,-0.9927,1,9304611120,0
012650,2014-04,KOSDAQ,폭락형,-0.5,2550.0,-0.9814,-0.0676,-0.9814,1,1998519408000,0
036210,2014-04,KOSDAQ,폭락형,-0.5,11.0,-0.9966,-0.9974,-0.9984,1,56618867355,0
067250,2014-04,KOSPI,폭락형,-0.5,409.0,-0.8681,-0.9039,-0.9565,1,3867104552250,0
110310,2014-04,KOSDAQ,폭락형,-0.5,11.0,-0.9735,-0.9961,-0.9961,1,2951531858,0
041060,2014-05,KOSDAQ,폭락형,-0.5,29.0,-0.9065,-0.9293,-0.9293,2,653292338,0
056340,2014-05,KOSDAQ,폭락형,-0.5,13.0,-0.949,-0.967,-0.967,1,5306150746,0
000685,2014-07,KOSPI,폭락형,-0.5,2750.0,-0.9607,-0.9132,-0.9787,1,606774800,0
002365,2014-07,KOSPI,폭락형,-0.5,3820.0,-0.9604,-0.9077,-0.9738,1,311000000,0
003965,2014-07,KOSPI,폭락형,-0.5,6200.0,-0.9472,-0.8344,-0.9638,1,219996000,0
004965,2014-07,KOSPI,폭락형,-0.5,6230.0,-0.9481,-0.9033,-0.9661,1,205032800,0
006375,2014-07,KOSPI,폭락형,-0.5,21450.0,-0.8205,-0.7041,-0.8837,1,378957000,0
007195,2014-07,KOSPI,폭락형,-0.5,700.0,-0.9699,-0.944,-0.9838,1,275686250,0
008975,2014-07,KOSPI,폭락형,-0.5,1700.0,-0.93,-0.8692,-0.9598,1,426696000,0
013005,2014-07,KOSPI,폭락형,-0.5,2000.0,-0.977,-0.9708,-0.9844,1,233090200,0
070480,2014-07,KOSDAQ,폭락형,-0.5,270.0,-0.8663,-0.8831,-0.8831,1,6092900000,0
013340,2014-09,KOSDAQ,폭락형,-0.5,33.0,-0.9415,-0.9567,-0.9567,1,1046433752,0
046400,2014-09,KOSDAQ,폭락형,-0.5,38.0,-0.9795,-0.92,-0.9795,1,648704490,0
110500,2014-09,KOSDAQ,폭락형,-0.5,49.0,-0.9221,-0.9905,-0.9905,1,514539000,0
119250,2014-10,KOSPI,폭락형,-0.5,74.0,-0.5404,-0.6864,-0.6992,1,8901733400,0
032420,2015-01,KOSDAQ,폭락형,-0.5,45.0,-0.9467,-0.7619,-0.9467,1,5818139975,0
091690,2015-01,KOSDAQ,폭락형,-0.5,31.0,-0.9854,-0.9908,-0.9908,1,31839169120,0
000420,2015-02,KOSPI,폭락형,-0.5,14.0,-0.9459,-0.9692,-0.9692,1,15311892743,0
000425,2015-02,KOSPI,폭락형,-0.5,32.0,-0.9755,-0.9861,-0.9861,1,1388219850,0
149130,2015-02,KOSPI,폭락형,-0.5,300.0,-0.8125,-0.9245,-0.9248,1,960000000,0
000360,2015-04,KOSPI,폭락형,-0.5,1100.0,-0.144,-0.5464,-0.5464,1,11617125850,0
000800,2015-04,KOSPI,폭락형,-0.5,113.0,-0.9745,-0.9666,-0.9765,1,148761996840,0
004320,2015-04,KOSDAQ,폭락형,-0.5,90.0,-0.9455,-0.9853,-0.9853,1,6815263620,0
004325,2015-04,KOSDAQ,폭락형,-0.5,55.0,-0.9427,-0.9775,-0.9775,1,1013600000,0
014350,2015-04,KOSPI,폭락형,-0.5,485.0,-0.9666,-0.9666,-0.9666,1,21381337500,0
053330,2015-04,KOSDAQ,폭락형,-0.5,8.0,-0.9729,-0.9909,-0.9909,1,8497510840,0
065180,2015-04,KOSDAQ,폭락형,-0.5,178.0,-0.568,-0.1359,-0.685,1,7274901830,0
039530,2015-05,KOSDAQ,폭락형,-0.5,310.0,-0.8203,-0.8469,-0.8502,1,97378737450,0
039850,2015-05,KOSDAQ,폭락형,-0.5,25.0,-0.9619,-0.9658,-0.9658,1,19436866047,0
066350,2015-05,KOSDAQ,폭락형,-0.5,120.0,-0.9605,-0.9821,-0.9823,1,22975858280,0
090120,2015-05,KOSDAQ,폭락형,-0.5,25.0,-0.9489,-0.9875,-0.9875,1,11595044520,0
000895,2015-07,KOSPI,폭락형,-0.5,3200.0,-0.8571,-0.8951,-0.8951,1,507649000,0
000997,2015-07,KOSPI,폭락형,-0.5,6150.0,-0.7815,-0.8,-0.8705,1,626583800,0
008705,2015-07,KOSPI,폭락형,-0.5,2390.0,-0.8473,-0.8974,-0.9081,1,484575000,0
040670,2015-07,KOSDAQ,폭락형,-0.5,3.0,-0.9871,-0.976,-0.9871,1,16425289272,0
053595,2015-07,KOSDAQ,폭락형,-0.5,9900.0,-0.409,-0.4663,-0.6071,1,388593300,0
071930,2015-07,KOSDAQ,폭락형,-0.5,10.0,-0.9855,-0.9944,-0.9946,1,21723993764,0
074130,2015-07,KOSDAQ,폭락형,-0.5,19.0,-0.9888,-0.9905,-0.9929,1,25232200000,0
138440,2015-09,KOSPI,폭락형,-0.5,994.0,-0.485,-0.4583,-0.7106,1,6079950000,0
053870,2015-10,KOSDAQ,폭락형,-0.5,50.0,-0.9486,-0.9478,-0.9656,1,9760000000,0
950010,2015-11,KOSPI,폭락형,-0.5,295.0,-0.5725,-0.5725,-0.7731,1,6244546100,0
111610,2016-01,KOSDAQ,폭락형,-0.5,2910.0,19.069,19.069,-0.8328,1,651137545200,0
025850,2016-03,KOSPI,폭락형,-0.5,9110.0,-0.2533,-0.4641,-0.6099,2,68325000000,0
051310,2016-04,KOSPI,폭락형,-0.5,90.0,-0.9538,-0.9644,-0.9644,1,175771567512,0
065270,2016-04,KOSDAQ,폭락형,-0.5,73.0,-0.9747,-0.9863,-0.9863,1,24520472515,0
078780,2016-04,KOSDAQ,폭락형,-0.5,139.0,-0.9894,-0.7098,-0.9894,1,97944684750,0
086200,2016-05,KOSDAQ,폭락형,-0.5,144.0,-0.9795,-0.9719,-0.9795,1,2361712960,0
082390,2016-07,KOSDAQ,폭락형,-0.5,65.0,-0.9247,-0.9476,-0.9476,1,42253320450,0
037340,2016-09,KOSDAQ,폭락형,-0.5,37.0,-0.9785,-0.9728,-0.9925,1,7539339735,0
053810,2016-09,KOSDAQ,폭락형,-0.5,1520.0,-0.8495,-0.3184,-0.8495,1,63429686700,0
074150,2016-09,KOSDAQ,폭락형,-0.5,39.0,-0.9813,-0.9827,-0.9919,1,3827305812,0
011720,2016-11,KOSPI,폭락형,-0.5,95.0,-0.8904,-0.9429,-0.9429,1,32199570222,0
060910,2017-02,KOSDAQ,폭락형,-0.5,451.0,-0.5098,-0.5098,-0.5098,1,4904031480,0
068150,2017-03,KOSDAQ,폭락형,-0.5,27.0,-0.9769,-0.9856,-0.9856,1,8874872204,0
117930,2017-03,KOSPI,폭락형,-0.5,12.0,-0.9897,-0.9963,-0.9963,1,24526994700,0
052270,2017-04,KOSDAQ,폭락형,-0.5,40.0,-0.905,-0.9668,-0.9673,1,19822514580,0
090970,2017-04,KOSPI,폭락형,-0.5,308.0,-0.7768,-0.9163,-0.9719,1,23992326000,0
090980,2017-04,KOSPI,폭락형,-0.5,203.0,-0.7918,-0.9453,-0.976,1,18536536800,0
090990,2017-04,KOSPI,폭락형,-0.5,136.0,-0.8428,-0.963,-0.9733,1,11174508000,0
091000,2017-04,KOSPI,폭락형,-0.5,139.0,-0.8454,-0.9624,-0.9727,1,11174508000,0
110570,2017-04,KOSPI,폭락형,-0.5,32.0,-0.9333,-0.9657,-0.9657,1,64468078400,0
036500,2017-05,KOSDAQ,폭락형,-0.5,28.0,-0.9691,-0.9862,-0.9862,1,2389768132,0
