code,last_ym,mkt,cls,terminal_ret,last_close,ret6,ret12,peak12,flat_months,mcap_last,recent
058370,2017-05,KOSDAQ,폭락형,-0.5,70.0,-0.9638,-0.9608,-0.9702,1,3476630313,0
086830,2017-05,KOSDAQ,폭락형,-0.5,17.0,-0.9664,-0.9828,-0.9828,1,2274478393,0
004740,2017-07,KOSPI,폭락형,-0.5,49.0,-0.9697,-0.9697,-0.9697,1,4315526880,0
208870,2017-07,KOSDAQ,폭락형,-0.5,2025.0,-0.0194,-0.0774,-0.6106,1,5380800000,0
005255,2017-08,KOSPI,폭락형,-0.5,13050.0,-0.4852,-0.478,-0.6212,1,45059490000,0
095300,2017-09,KOSDAQ,폭락형,-0.5,135.0,-0.8559,-0.9444,-0.9495,1,11766148872,0
900050,2017-09,KOSPI,폭락형,-0.5,63.0,-0.937,-0.9658,-0.9658,1,97859369000,0
023430,2017-12,KOSDAQ,폭락형,-0.5,110.0,-0.6687,-0.8343,-0.9669,1,96516928480,0
039790,2018-03,KOSDAQ,폭락형,-0.5,32.0,-0.959,-0.959,-0.959,1,7703852422,0
051170,2018-03,KOSDAQ,폭락형,-0.5,27.0,-0.9801,-0.9801,-0.9801,1,52861302800,0
013367,2018-05,KOSPI,폭락형,-0.5,2615.0,-0.4674,-0.6994,-0.6994,2,1624542600,0
087220,2018-05,KOSDAQ,폭락형,-0.5,40.0,-0.8496,-0.917,-0.9187,1,4763413248,0
099830,2018-05,KOSDAQ,폭락형,-0.5,331.0,-0.9176,-0.4193,-0.9605,1,4327790340,0
900180,2018-05,KOSDAQ,폭락형,-0.5,21.0,-0.9798,-0.9798,-0.9798,1,48003070984,0
099660,2018-07,KOSDAQ,폭락형,-0.5,57.0,-0.9455,-0.9544,-0.9669,1,8766301474,0
043580,2018-08,KOSDAQ,폭락형,-0.5,75.0,-0.9765,-0.9765,-0.9765,1,208187767370,0
005980,2018-10,KOSPI,폭락형,-0.5,671.0,-0.9235,-0.1342,-0.9235,1,7147317637,0
026260,2018-10,KOSDAQ,폭락형,-0.5,104.0,-0.6634,-0.8133,-0.9832,1,2201807712,0
032040,2018-10,KOSDAQ,폭락형,-0.5,714.0,-0.8368,-0.184,-0.8368,1,13642460000,0
047440,2018-10,KOSDAQ,폭락형,-0.5,18.0,-0.9805,-0.9732,-0.9821,1,1807090998,0
052290,2018-10,KOSDAQ,폭락형,-0.5,15.0,-0.9897,-0.9909,-0.9936,1,3289330500,0
081970,2018-10,KOSDAQ,폭락형,-0.5,1530.0,-0.8536,-0.8225,-0.8746,1,8191987860,0
155960,2018-10,KOSDAQ,폭락형,-0.5,46.0,-0.961,-0.9821,-0.9821,1,1365802041,0
194610,2018-10,KOSDAQ,폭락형,-0.5,42.0,-0.9679,-0.974,-0.9788,1,1660890000,0
900090,2018-12,KOSDAQ,폭락형,-0.5,27.0,-0.9651,-0.9602,-0.9651,1,2538000000,0
065160,2019-05,KOSDAQ,폭락형,-0.5,253.0,1.908,-0.9293,-0.9293,1,17065728701,0
017680,2019-11,KOSDAQ,폭락형,-0.5,60.0,-0.6703,-0.8182,-0.9589,1,21294997900,0
035480,2019-12,KOSDAQ,폭락형,-0.5,253.0,-0.8285,-0.8285,-0.9657,1,67200907320,0
122800,2020-02,KOSDAQ,폭락형,-0.5,44.0,-0.956,-0.956,-0.956,1,35153085000,0
001799,2020-04,KOSPI,폭락형,-0.5,16200.0,-0.391,-0.4841,-0.6254,2,2100427200,0
123260,2020-04,KOSDAQ,폭락형,-0.5,27.0,-0.9615,-0.9615,-0.9615,1,16834861995,0
030270,2020-05,KOSDAQ,폭락형,-0.5,43.0,-0.9569,-0.9569,-0.9569,1,7547575598,0
054340,2020-05,KOSDAQ,폭락형,-0.5,117.0,-0.9825,-0.9825,-0.9825,1,26927340520,0
094190,2020-05,KOSDAQ,폭락형,-0.5,10.0,-0.9873,-0.9873,-0.9873,1,56922108455,0
103130,2020-05,KOSPI,폭락형,-0.5,52.0,-0.9431,-0.9431,-0.9431,1,1609260744,0
197210,2020-05,KOSDAQ,폭락형,-0.5,38.0,-0.9495,-0.9934,-0.9934,1,18870304998,0
900040,2020-05,KOSDAQ,폭락형,-0.5,12.0,-0.9768,-0.9768,-0.9768,1,65198876526,0
005450,2020-06,KOSPI,폭락형,-0.5,330.0,-0.9333,-0.9333,-0.9333,1,34727938855,0
099340,2020-06,KOSPI,폭락형,-0.5,211.0,-0.5248,-0.7488,-0.7488,1,4801558200,0
099350,2020-06,KOSPI,폭락형,-0.5,609.0,-0.4562,-0.6229,-0.6396,1,1999956000,0
112240,2020-06,KOSDAQ,폭락형,-0.5,104.0,-0.9427,-0.9427,-0.9427,1,79827028710,0
065940,2020-07,KOSDAQ,폭락형,-0.5,23.0,-0.9859,-0.9859,-0.9859,1,71919049110,0
134780,2020-07,KOSDAQ,폭락형,-0.5,211.0,-0.931,-0.931,-0.931,1,4669722340,0
204990,2020-08,KOSDAQ,폭락형,-0.5,18.0,-0.9853,-0.9943,-0.9943,1,4376180451,0
194510,2020-09,KOSDAQ,폭락형,-0.5,250.0,-0.5336,-0.5336,-0.5336,1,13125755600,0
036260,2021-02,KOSDAQ,폭락형,-0.5,15.0,-0.9932,-0.9932,-0.9932,1,97187539620,0
028040,2021-04,KOSDAQ,폭락형,-0.5,6.0,-0.9785,-0.9785,-0.9785,1,12549281058,0
008800,2021-06,KOSDAQ,폭락형,-0.5,66.0,-0.9627,-0.9627,-0.9627,1,3878409240,0
073070,2021-06,KOSDAQ,폭락형,-0.5,135.0,-0.6683,-0.7256,-0.9337,1,6890718000,0
195440,2021-06,KOSDAQ,폭락형,-0.5,330.0,-0.841,-0.841,-0.841,1,8582183400,0
226350,2021-06,KOSDAQ,폭락형,-0.5,675.0,2.1542,2.1542,-0.8738,1,25849675250,0
900080,2021-06,KOSDAQ,폭락형,-0.5,21.0,-0.8934,-0.8934,-0.8934,1,24380639821,0
033600,2021-08,KOSDAQ,폭락형,-0.5,21.0,-0.8827,-0.8827,-0.8827,1,9456230437,0
038160,2021-08,KOSDAQ,폭락형,-0.5,63.0,-0.9269,-0.9269,-0.9269,1,10551204112,0
065620,2021-08,KOSDAQ,폭락형,-0.5,280.0,-0.9824,-0.9122,-0.9824,1,4110072020,0
086250,2021-08,KOSDAQ,폭락형,-0.5,95.0,-0.9324,-0.9324,-0.9324,1,43288294470,0
033430,2021-09,KOSDAQ,폭락형,-0.5,120.0,-0.6757,-0.6757,-0.6757,1,8504945060,0
080440,2021-09,KOSDAQ,폭락형,-0.5,18.0,-0.9639,-0.9639,-0.9639,1,6636328080,0
111820,2021-09,KOSDAQ,폭락형,-0.5,40.0,-0.9838,-0.9838,-0.9838,1,72867415660,0
141070,2021-09,KOSDAQ,폭락형,-0.5,46.0,-0.9381,-0.9837,-0.9838,1,26670245050,0
033110,2021-10,KOSDAQ,폭락형,-0.5,3.0,-0.9853,-0.9853,-0.9853,1,2854992602,0
039230,2021-10,KOSDAQ,폭락형,-0.5,41.0,-0.9245,-0.7735,-0.9245,1,3310877160,0
087730,2021-10,KOSDAQ,폭락형,-0.5,120.0,-0.9853,-0.9559,-0.9853,1,2390043460,0
045890,2021-12,KOSDAQ,폭락형,-0.5,4.0,-0.9833,-0.9907,-0.9907,1,20823884880,0
221610,2022-01,KOSDAQ,폭락형,-0.5,50.0,-0.9911,-0.7925,-0.9963,1,1377542979,0
007630,2022-02,KOSPI,폭락형,-0.5,45.0,-0.9633,-0.9633,-0.9633,1,55134426375,0
114570,2022-02,KOSDAQ,폭락형,-0.5,62.0,-0.9,-0.9,-0.9,1,7030424280,0
039670,2022-04,KOSDAQ,폭락형,-0.5,101.0,-0.9863,-0.9863,-0.9863,1,67797501120,0
053660,2022-04,KOSDAQ,폭락형,-0.5,7.0,-0.9825,-0.9825,-0.9825,1,21280401200,0
066110,2022-04,KOSDAQ,폭락형,-0.5,69.0,-0.9389,-0.8562,-0.9389,1,9528689728,0
050320,2022-05,KOSDAQ,폭락형,-0.5,41.0,-0.9586,-0.9586,-0.9586,1,47210805440,0
052190,2022-05,KOSDAQ,폭락형,-0.5,95.0,-0.9893,-0.9893,-0.9893,1,16022332455,0
176440,2022-06,KOSDAQ,폭락형,-0.5,18.0,-0.9906,-0.9906,-0.9906,1,164619542400,0
001529,2022-07,KOSPI,폭락형,-0.5,2095.0,-0.9393,-0.9665,-0.9665,1,2552590900,0
009275,2022-07,KOSPI,폭락형,-0.5,1800.0,-0.9497,-0.9685,-0.9685,1,2431832000,0
016385,2022-07,KOSPI,폭락형,-0.5,10450.0,-0.9023,-0.9187,-0.9686,1,5632117500,0
053110,2022-09,KOSDAQ,폭락형,-0.5,55.0,-0.9861,-0.9861,-0.9861,1,5909570689,0
127160,2022-09,KOSDAQ,폭락형,-0.5,3.0,-0.9894,-0.9894,-0.9894,1,24427827282,0
090740,2022-10,KOSDAQ,폭락형,-0.5,75.0,-0.9644,-0.9644,-0.9644,1,47277068575,0
126870,2022-10,KOSDAQ,폭락형,-0.5,78.0,-0.965,-0.965,-0.965,1,79475857540,0
182690,2022-10,KOSDAQ,폭락형,-0.5,9.0,-0.9938,-0.9938,-0.9938,1,2031662208,0
060300,2022-11,KOSDAQ,폭락형,-0.5,30.0,-0.9836,-0.9836,-0.9836,1,1870803008,0
158310,2022-11,KOSDAQ,폭락형,-0.5,100.0,-0.9405,-0.9405,-0.9405,1,11864599744,0
064510,2023-01,KOSDAQ,폭락형,-0.5,380.0,-0.8618,-0.8618,-0.8618,1,27821777500,0
096300,2023-02,KOSPI,폭락형,-0.5,156.0,-0.2778,-0.037,-0.4244,2,21478112916,0
056000,2023-03,KOSDAQ,폭락형,-0.5,25.0,-0.9913,-0.9913,-0.9913,1,56399843500,0
058420,2023-04,KOSDAQ,폭락형,-0.5,37.0,-0.9829,-0.9829,-0.9829,1,7799412240,0
050540,2023-05,KOSDAQ,폭락형,-0.5,359.0,-0.5633,-0.5633,-0.6007,1,5814810213,0
000547,2023-07,KOSPI,폭락형,-0.5,3180.0,-0.8351,-0.8555,-0.8555,1,1236480000,0
000995,2023-07,KOSPI,폭락형,-0.5,17500.0,-0.797,-0.7914,-0.8604,1,3369480000,0
001745,2023-07,KOSPI,폭락형,-0.5,3600.0,-0.9313,-0.9387,-0.9387,1,2699140000,0
004565,2023-07,KOSPI,폭락형,-0.5,4910.0,-0.9082,-0.9203,-0.9203,1,2186054800,0
010145,2023-07,KOSPI,폭락형,-0.5,6580.0,-0.9691,-0.9706,-0.9706,1,11323717000,0
078650,2023-07,KOSDAQ,폭락형,-0.5,33.0,-0.9844,-0.9844,-0.9844,1,8647007240,0
096640,2023-07,KOSDAQ,폭락형,-0.5,151.0,-0.899,-0.899,-0.899,1,69543906185,0
069110,2023-10,KOSDAQ,폭락형,-0.5,176.0,-0.9331,-0.9331,-0.9331,1,62963935800,0
015540,2023-11,KOSPI,폭락형,-0.5,70.0,-0.9891,-0.9891,-0.9891,1,4691765325,0
138690,2023-12,KOSDAQ,폭락형,-0.5,178.0,-0.9353,-0.8187,-0.9353,1,19117887210,0
377630,2023-12,KOSDAQ,폭락형,-0.5,2030.0,-0.4925,-0.5708,-0.6111,1,8743500000,0
141020,2024-01,KOSDAQ,폭락형,-0.5,22.0,-0.9941,-0.9835,-0.9941,1,608427716,0
114120,2024-02,KOSDAQ,폭락형,-0.5,90.0,-0.9917,-0.9917,-0.9917,1,24913021350,0
148140,2024-06,KOSDAQ,폭락형,-0.5,120.0,-0.9805,-0.8125,-0.9805,1,5733956988,0
161570,2024-06,KOSDAQ,폭락형,-0.5,74.0,-0.7978,-0.9699,-0.9759,1,7721265564,0
065560,2024-07,KOSDAQ,폭락형,-0.5,400.0,-0.9653,-0.9307,-0.9653,1,189726555040,0
136510,2024-07,KOSDAQ,폭락형,-0.5,63.0,-0.9946,-0.9946,-0.9946,1,666441355600,0
181340,2024-07,KOSDAQ,폭락형,-0.5,68.0,-0.9749,-0.9749,-0.9749,1,54259503030,0
089530,2024-09,KOSDAQ,폭락형,-0.5,18.0,-0.97,-0.97,-0.97,1,3184332591,0
053590,2024-10,KOSDAQ,폭락형,-0.5,2.0,-0.994,-0.994,-0.994,1,1257121176,0
062860,2024-11,KOSDAQ,폭락형,-0.5,2450.0,-0.5776,-0.5776,-0.5776,1,57261776000,0
263540,2024-11,KOSDAQ,폭락형,-0.5,17.0,-0.9971,-0.9971,-0.9971,1,743292732,0
214310,2024-12,KOSDAQ,폭락형,-0.5,531.0,0.7353,0.7353,-0.9132,1,22516275600,0
900280,2025-01,KOSDAQ,폭락형,-0.5,1.0,-0.9897,-0.9915,-0.9926,1,1232425728,1
078940,2025-02,KOSDAQ,폭락형,-0.5,75.0,-0.9737,-0.9737,-0.9737,1,151584163690,1
160600,2025-02,KOSDAQ,폭락형,-0.5,390.0,-0.8742,-0.8742,-0.8742,1,163573177100,1
299910,2025-02,KOSDAQ,폭락형,-0.5,80.0,-0.9884,-0.9884,-0.9884,1,32483121920,1
038340,2025-03,KOSDAQ,폭락형,-0.5,70.0,-0.9432,-0.9454,-0.9454,1,39979891836,1
168490,2025-03,KOSPI,폭락형,-0.5,103.0,-0.4607,-0.5913,-0.5913,1,8242060000,1
214870,2025-03,KOSDAQ,폭락형,-0.5,47.0,-0.9932,-0.966,-0.9932,1,64765809320,1
268600,2025-03,KOSDAQ,폭락형,-0.5,16.0,-0.9976,-0.9976,-0.9976,1,2156627572,1
012600,2025-05,KOSPI,폭락형,-0.5,128.0,-0.9486,-0.9486,-0.9486,1,116119947330,1
071460,2025-06,KOSDAQ,폭락형,-0.5,10.0,-0.9837,-0.9837,-0.9837,1,22047951835,1
072520,2025-06,KOSDAQ,폭락형,-0.5,6.0,-0.9846,-0.9846,-0.9846,1,28849482466,1
226440,2025-06,KOSDAQ,폭락형,-0.5,11.0,-0.9928,-0.9928,-0.9928,1,100580954580,1
323230,2025-06,KOSDAQ,폭락형,-0.5,3.0,-0.9814,-0.9886,-0.9886,1,6967193212,1
023460,2025-07,KOSDAQ,폭락형,-0.5,9.0,-0.9174,-0.9964,-0.9964,1,4054800000,1
044060,2025-08,KOSDAQ,폭락형,-0.5,43.0,-0.9413,-0.9413,-0.9413,1,70075958688,1
019590,2025-09,KOSDAQ,폭락형,-0.5,383.0,-0.5841,-0.5841,-0.8615,1,10332966384,1
024810,2025-09,KOSDAQ,폭락형,-0.5,400.0,-0.5551,-0.5551,-0.5551,1,196834827360,1
093230,2025-09,KOSPI,폭락형,-0.5,33.0,-0.9763,-0.9763,-0.9763,1,354103029120,1
096040,2025-09,KOSDAQ,폭락형,-0.5,5.0,-0.9815,-0.9815,-0.9815,1,245561580945,1
091090,2025-10,KOSPI,폭락형,-0.5,121.0,-0.9047,-0.9047,-0.9047,1,66998498210,1
014200,2025-11,KOSDAQ,폭락형,-0.5,2950.0,-0.5116,-0.9023,-0.9023,1,91311391200,1
102280,2025-11,KOSPI,폭락형,-0.5,450.0,-0.8327,-0.9665,-0.9665,1,70637274900,1
151910,2025-11,KOSDAQ,폭락형,-0.5,15.0,-0.9766,-0.9766,-0.9766,1,121645902080,1
054630,2025-12,KOSDAQ,폭락형,-0.5,15.0,-0.9905,-0.9051,-0.9905,1,12594094680,1
001140,2026-01,KOSPI,폭락형,-0.5,14.0,-0.9934,-0.9934,-0.9934,1,33456978680,1
003560,2026-01,KOSPI,폭락형,-0.5,245.0,-0.9772,-0.9772,-0.9772,1,76220934800,1
057880,2026-01,KOSDAQ,폭락형,-0.5,6.0,-0.9993,-0.9993,-0.9993,1,216061434720,1
111870,2026-01,KOSDAQ,폭락형,-0.5,355.0,-0.9602,-0.9602,-0.9602,1,62746456410,1
150840,2026-01,KOSDAQ,폭락형,-0.5,150.0,-0.9744,-0.9744,-0.9744,1,251537720850,1
174880,2026-01,KOSDAQ,폭락형,-0.5,570.0,-0.7849,-0.7849,-0.7849,1,11610352250,1
208340,2026-01,KOSDAQ,폭락형,-0.5,115.0,-0.9605,-0.9605,-0.9605,1,233786229820,1
226360,2026-01,KOSDAQ,폭락형,-0.5,49.0,-0.9808,-0.9808,-0.9808,1,67617390260,1
45014K,2026-01,KOSPI,폭락형,-0.5,12200.0,1.9257,1.315,-0.8329,2,29964664000,1
036180,2026-03,KOSDAQ,폭락형,-0.5,2.0,-0.9965,-0.9965,-0.9965,1,53929030348,1
204630,2026-03,KOSDAQ,폭락형,-0.5,220.0,-0.9527,-0.9527,-0.9527,1,23668225650,1
222810,2026-03,KOSDAQ,폭락형,-0.5,15.0,-0.9972,-0.9972,-0.9972,1,81712098000,1
