code,fiscal_year,book_equity
298020,2021,1420517335593.0
298020,2022,1222692723800.0
298020,2023,1274635104522.0
298020,2024,1458970619299.0
298020,2025,1564865456680.0
077970,2020,266470000000.0
077970,2021,283975000000.0
077970,2022,260245000000.0
077970,2023,259634000000.0
077970,2024,276569773273.0
077970,2025,342971092433.0
001800,2020,1966411367233.0
001800,2021,2097493354798.0
001800,2022,2164536524073.0
001800,2023,2196519341336.0
001800,2024,2370781238350.0
001800,2025,2463569687398.0
001120,2020,1338177687738.0
001120,2021,1774962223307.0
001120,2022,2261186289112.0
001120,2023,2272161864255.0
001120,2024,2660265136883.0
001120,2025,2771998158385.0
395400,2021,776600299723.0
395400,2022,968719595549.0
395400,2023,1240107160893.0
395400,2024,1183629908081.0
395400,2025,1939593502956.0
361610,2021,2216201501000.0
361610,2022,2174673266000.0
361610,2023,2411660766000.0
361610,2024,2324557015000.0
361610,2025,2601445266000.0
006040,2020,1250796713451.0
006040,2021,1437030762705.0
006040,2022,2520572352808.0
006040,2023,2696817031379.0
006040,2024,2796141886568.0
006040,2025,3528034485558.0
003540,2023,3020064866000.0
003540,2024,3320378412000.0
003540,2025,4054118668000.0
069620,2020,550993579785.0
069620,2021,573566551872.0
069620,2022,608017372164.0
069620,2023,767303245365.0
069620,2024,794574152015.0
069620,2025,1006093316943.0
032350,2020,229496663121.0
032350,2021,56194603859.0
032350,2022,235202012308.0
032350,2023,69183724574.0
032350,2024,316682433511.0
032350,2025,372015011925.0
003570,2020,597448876297.0
003570,2021,652949490955.0
003570,2022,659055290288.0
003570,2023,700696578963.0
003570,2024,790344489614.0
003570,2025,866792976548.0
020560,2020,1031387353088.0
020560,2021,504102768895.0
020560,2022,691204933688.0
020560,2023,680006234173.0
020560,2024,895887715935.0
020560,2025,746011964129.0
192080,2020,678442249044.0
192080,2021,842652436130.0
192080,2022,729442152360.0
192080,2023,871584935147.0
192080,2024,1131377820155.0
192080,2025,1185854990030.0
195870,2020,231838784802.0
195870,2021,294314928544.0
195870,2022,447295294041.0
195870,2023,515050369128.0
195870,2024,556276567172.0
195870,2025,564369713446.0
475150,2024,241972753239.0
475150,2025,273040531600.0
073240,2020,1167594660015.0
073240,2021,1173005474295.0
073240,2022,1126117850623.0
073240,2023,1264366995333.0
073240,2024,1720557575377.0
073240,2025,2029382614832.0
007310,2020,1401409526130.0
007310,2021,1505164523232.0
007310,2022,1817452308034.0
007310,2023,1934531240841.0
007310,2024,2053882013247.0
007310,2025,2074266342959.0
294870,2020,2743034678074.0
294870,2021,2877435045228.0
294870,2022,2894173774520.0
294870,2023,3008017194695.0
294870,2024,3114585393894.0
294870,2025,3212755613173.0
003530,2023,1573039090194.0
003530,2024,1706223400510.0
003530,2025,2068202000000.0
004000,2020,1649700326147.0
004000,2021,2198629894285.0
004000,2022,2294218530309.0
004000,2023,2383205649083.0
004000,2024,2368686673109.0
004000,2025,2435737106786.0
034230,2020,1144351631090.0
034230,2021,1231635011810.0
034230,2022,1362321627596.0
034230,2023,1405526527473.0
034230,2024,1635744104531.0
034230,2025,1723898099284.0
030610,2023,1877274491579.0
030610,2024,1985723993945.0
030610,2025,2118939049000.0
281820,2020,347805270156.0
281820,2021,385163372483.0
281820,2022,425985366698.0
281820,2023,452613440707.0
281820,2024,481848727958.0
281820,2025,530239452127.0
012630,2020,2239063286779.0
012630,2021,2387629742130.0
012630,2022,2417338127010.0
012630,2023,2580625543411.0
012630,2024,2640848273943.0
012630,2025,2920918753025.0
001820,2020,173692480150.0
001820,2021,201665928747.0
001820,2022,223972668070.0
001820,2023,243527357300.0
001820,2024,265211664924.0
001820,2025,277559511155.0
093370,2020,217669249174.0
093370,2021,248076126558.0
093370,2022,366254425695.0
093370,2023,312505770476.0
093370,2024,326536149542.0
093370,2025,334379444716.0
006110,2020,110394244089.0
006110,2021,122028110534.0
006110,2022,137938934911.0
006110,2023,254988673514.0
006110,2024,243610317884.0
006110,2025,217939022961.0
089860,2021,1229340093341.0
089860,2022,1294379882389.0
089860,2023,1368311322464.0
089860,2024,1477175962572.0
089860,2025,1565856399823.0
082640,2023,2903979870319.0
082640,2024,1966694605576.0
082640,2025,1548875000000.0
000080,2020,1073794180965.0
000080,2021,1092609959456.0
000080,2022,1160605799406.0
000080,2023,1095137801568.0
000080,2024,1126847810711.0
000080,2025,1121101872935.0
456040,2023,983528347000.0
456040,2024,1207710151000.0
456040,2025,1126635714000.0
000210,2020,2593061789508.0
000210,2021,3792307366927.0
000210,2022,3930510903904.0
000210,2023,3842280725009.0
000210,2024,4108254722341.0
000210,2025,4021543844050.0
185750,2020,551426757868.0
185750,2021,566009984733.0
185750,2022,622393068311.0
185750,2023,815694495004.0
185750,2024,893968875278.0
185750,2025,1003754624298.0
003090,2020,685329633440.0
003090,2021,730557648345.0
003090,2022,828828700588.0
003090,2023,934796127926.0
003090,2024,996506946105.0
003090,2025,1176637791557.0
003240,2020,3353553972682.0
003240,2021,3894047456998.0
003240,2022,4129131599386.0
003240,2023,3947014508057.0
003240,2024,3929246831442.0
003240,2025,3930042875280.0
100090,2020,168630863681.0
100090,2021,140418379397.0
100090,2022,520772311284.0
100090,2023,694620505339.0
100090,2024,708802695144.0
100090,2025,814544413186.0
330590,2020,849064665240.0
330590,2021,1153077267795.0
330590,2022,1107723382796.0
330590,2023,1055461407196.0
330590,2024,1169497783225.0
330590,2025,1139498580374.0
300720,2020,1300647966546.0
300720,2021,1370810197477.0
300720,2022,1448276222024.0
300720,2023,1587044591775.0
300720,2024,1719460569894.0
300720,2025,1868385838037.0
280360,2020,1187383095142.0
280360,2021,1234116834617.0
280360,2022,2023846404825.0
280360,2023,2054182158725.0
280360,2024,2134741929192.0
280360,2025,2190932453415.0
003470,2023,1601494422000.0
003470,2024,1634308431000.0
003470,2025,1905932821000.0
090460,2020,316977272611.0
090460,2021,407976854064.0
090460,2022,560728357914.0
090460,2023,639689611505.0
090460,2024,715074016238.0
090460,2025,748414496807.0
009450,2020,348163840901.0
009450,2021,450415457107.0
009450,2022,517704578832.0
009450,2023,584595249408.0
009450,2024,695417009624.0
009450,2025,770495485591.0
005300,2020,1294627755325.0
005300,2021,1426729319265.0
005300,2022,1393068061170.0
005300,2023,1464113454548.0
005300,2024,1498899096691.0
005300,2025,1521797341877.0
365550,2020,239247757646.0
365550,2021,700857045356.0
365550,2022,1134793467990.0
365550,2023,1116912590201.0
365550,2024,1084660805870.0
365550,2025,1165201595965.0
000670,2020,3321232505027.0
000670,2021,3460618885978.0
000670,2022,3909245444527.0
000670,2023,3813167014890.0
000670,2024,3588874693479.0
000670,2025,3596920882242.0
057050,2020,1794803071305.0
057050,2021,1882372484302.0
057050,2022,1958739320129.0
057050,2023,2058420284195.0
057050,2024,2188416372778.0
057050,2025,2353971017000.0
248070,2020,116687182327.0
248070,2021,268033807062.0
248070,2022,290984361716.0
248070,2023,400200092282.0
248070,2024,433686183870.0
248070,2025,548018242283.0
298050,2020,312839137944.0
298050,2021,604001009916.0
298050,2022,707471793852.0
298050,2023,677663443385.0
298050,2024,1044552575520.0
298050,2025,807642101887.0
006340,2020,85380716738.0
006340,2021,87644896846.0
006340,2022,91598885754.0
006340,2023,100324043905.0
006340,2024,113845590709.0
006340,2025,129046506917.0
137310,2021,2190543437716.0
137310,2022,2944301415945.0
137310,2023,2823659752523.0
137310,2024,2923334168429.0
137310,2025,2329681445818.0
108320,2020,532284504293.0
108320,2021,800332708247.0
108320,2022,950360648754.0
108320,2023,976763737232.0
108320,2024,1079586526506.0
108320,2025,1125606564582.0
005690,2020,57105218341.0
005690,2021,65353226455.0
005690,2022,79711914880.0
005690,2023,80396946327.0
005690,2024,86439169857.0
005690,2025,123877690491.0
192400,2020,760910865715.0
192400,2021,886736960539.0
192400,2022,967770930128.0
192400,2023,1077736980914.0
192400,2024,1196444686567.0
192400,2025,1321655030636.0
499790,2024,836533853138.0
499790,2025,854876608787.0
451800,2023,345014810436.0
451800,2024,328779973747.0
451800,2025,696458021691.0
336370,2020,292159006522.0
336370,2021,302340803087.0
336370,2022,545402026339.0
336370,2023,732818764567.0
336370,2024,772199505536.0
336370,2025,689374929924.0
006120,2020,1946987689441.0
006120,2021,2413291144819.0
006120,2022,2819005163711.0
006120,2023,2941515820429.0
006120,2024,2815755322487.0
006120,2025,2907925661951.0
030190,2020,258801395745.0
030190,2021,301544866142.0
030190,2022,341644764563.0
030190,2023,369599775662.0
030190,2024,411950770230.0
030190,2025,463851957374.0
010780,2020,1177357521777.0
010780,2021,1240063664029.0
010780,2022,1396998721745.0
010780,2023,1558526715923.0
010780,2024,1358889706418.0
010780,2025,1244180077266.0
079900,2024,150994898074.0
079900,2025,155476734973.0
025540,2020,764202858926.0
025540,2021,842201456246.0
025540,2022,870403998922.0
025540,2023,931931109172.0
025540,2024,1076096945000.0
025540,2025,1161482308000.0
075580,2020,154633507208.0
075580,2021,163506319957.0
075580,2022,164310211417.0
075580,2023,180743612261.0
075580,2024,187779700593.0
075580,2025,228470597668.0
036530,2020,853323600197.0
036530,2021,950145059915.0
036530,2022,986717190853.0
036530,2023,1068982927734.0
036530,2024,1236309485655.0
036530,2025,1378207193892.0
006650,2020,1894119695873.0
006650,2021,2029134281774.0
006650,2022,1861952413767.0
006650,2023,1824790602135.0
006650,2024,1807642130951.0
006650,2025,1834934631352.0
033240,2020,272452967118.0
033240,2021,298744472785.0
033240,2022,343157721032.0
033240,2023,379749959727.0
033240,2024,400535743755.0
033240,2025,444654820562.0
071320,2020,1803734802363.0
071320,2021,1823178843481.0
071320,2022,1662206626412.0
071320,2023,2088465548026.0
071320,2024,2267100154216.0
071320,2025,2301416000000.0
214320,2020,769252306386.0
214320,2021,820052703451.0
214320,2022,849645027401.0
214320,2023,910830409425.0
214320,2024,1001998693589.0
214320,2025,1064713851835.0
005090,2020,566946378831.0
005090,2021,599774752159.0
005090,2022,694057727339.0
005090,2023,719276758991.0
005090,2024,757610118749.0
005090,2025,701160432134.0
064960,2020,760724389776.0
064960,2021,857577114045.0
064960,2022,879026675770.0
064960,2023,943327647914.0
064960,2024,984795341182.0
064960,2025,1013770948783.0
001510,2023,636324143459.0
001510,2024,550995937275.0
001510,2025,602394974044.0
100840,2020,235772710225.0
100840,2021,244849256040.0
100840,2022,255431113393.0
100840,2023,276014273067.0
100840,2024,306281786285.0
100840,2025,364744033303.0
004490,2020,1106043271502.0
004490,2021,1180077020349.0
004490,2022,1212379534348.0
004490,2023,1304333517132.0
004490,2024,1469354210786.0
004490,2025,1624569598302.0
003850,2020,339909909735.0
003850,2021,473863494404.0
003850,2022,515917388797.0
003850,2023,548749644998.0
003850,2024,784503260930.0
003850,2025,845502782078.0
178920,2020,282886689357.0
178920,2021,325888935950.0
178920,2022,341453216519.0
178920,2023,314918934887.0
178920,2024,337909543920.0
178920,2025,355154473586.0
003160,2020,127962628680.0
003160,2021,141504397113.0
003160,2022,151269925168.0
003160,2023,151144362792.0
003160,2024,153553412407.0
003160,2025,163568120352.0
079160,2020,133789133678.0
079160,2021,225247926295.0
079160,2022,376320424452.0
079160,2023,421276371634.0
079160,2024,691676694935.0
079160,2025,570202441570.0
009240,2020,607932452937.0
009240,2021,621263220193.0
009240,2022,445427945270.0
009240,2023,342770354219.0
009240,2024,350663939878.0
009240,2025,399759358345.0
285130,2020,952877954864.0
285130,2021,2053541812523.0
285130,2022,2146698895591.0
285130,2023,2118704262794.0
285130,2024,2200693238164.0
285130,2025,2259328664799.0
000370,2023,3232263451771.0
000370,2024,2866527337856.0
000370,2025,2669558297000.0
002020,2020,673392572580.0
002020,2021,821228038466.0
002020,2022,963636600464.0
002020,2023,1072864466112.0
002020,2024,1653673410736.0
002020,2025,1862590524430.0
005880,2020,772317246434.0
005880,2021,1286595137586.0
005880,2022,1526617168982.0
005880,2023,1609161939921.0
005880,2024,2019939938796.0
005880,2025,2157268023936.0
069260,2020,668418216236.0
069260,2021,699351313042.0
069260,2022,740190826513.0
069260,2023,840458533075.0
069260,2024,867980071112.0
069260,2025,902131284831.0
003620,2020,-88122115920.0
003620,2021,-80596657126.0
003620,2022,1092903122504.0
003620,2023,1082699001177.0
003620,2024,1420542693233.0
003620,2025,1484549777823.0
249420,2020,254547382718.0
249420,2021,152908517222.0
249420,2022,191243647515.0
249420,2023,169542721088.0
249420,2024,160758267270.0
249420,2025,246422148624.0
484870,2024,165385831216.0
484870,2025,194707837792.0
317450,2025,794378106390.0
005180,2020,589531144234.0
005180,2021,557875780965.0
005180,2022,575768974671.0
005180,2023,641597543475.0
005180,2024,721843501869.0
005180,2025,743761731819.0
058650,2020,1857834318159.0
058650,2021,1948791207335.0
058650,2022,2069597227487.0
058650,2023,2148801427341.0
058650,2024,2197926383845.0
058650,2025,2220326715761.0
093050,2020,1233520853696.0
093050,2021,1334881024587.0
093050,2022,1468889860377.0
093050,2023,1528091485694.0
093050,2024,1571705372065.0
093050,2025,1630803463666.0
114090,2020,486390297318.0
114090,2021,383548330363.0
114090,2022,382455408392.0
114090,2023,411810411984.0
114090,2024,413545764357.0
114090,2025,441452020522.0
002350,2020,1543102821259.0
002350,2021,1595676224449.0
002350,2022,1588617852699.0
002350,2023,1696428201760.0
002350,2024,1862206390174.0
002350,2025,2049843708852.0
007700,2020,551328455191.0
007700,2021,1933765301404.0
007700,2022,2050898481450.0
007700,2023,2135890418930.0
007700,2024,2208224262472.0
007700,2025,2312118904091.0
001680,2020,1083537324159.0
001680,2021,1226900332020.0
001680,2022,1303312861591.0
001680,2023,1321098135700.0
001680,2024,1421433807108.0
001680,2025,1070920927612.0
008060,2020,607276513103.0
008060,2021,595888311460.0
008060,2022,606292399363.0
008060,2023,607571738066.0
008060,2024,618812030892.0
008060,2025,586448180536.0
002960,2020,98115853946.0
002960,2021,109554752787.0
002960,2022,112955747743.0
002960,2023,126150255265.0
002960,2024,127275601718.0
002960,2025,140361831154.0
293940,2020,297067768654.0
293940,2021,284310632363.0
293940,2022,426519457401.0
293940,2023,545684173195.0
293940,2024,480551453313.0
293940,2025,635378526920.0
001570,2020,79159476488.0
001570,2021,117407475607.0
001570,2022,117757041729.0
001570,2023,195630461043.0
001570,2024,489922825099.0
001570,2025,458782762542.0
383800,2021,1414669000000.0
383800,2022,1611093000000.0
383800,2023,1662848000000.0
383800,2024,1869328000000.0
383800,2025,2000182000000.0
001060,2020,207490914378.0
001060,2021,188539529698.0
001060,2022,225759035573.0
001060,2023,265440456801.0
001060,2024,329486742125.0
001060,2025,369369599885.0
006380,2020,123782348749.0
006380,2021,126006035469.0
006380,2022,26602738377.0
006380,2023,-23332040485.0
006380,2024,88175526950.0
006380,2025,76798528456.0
003030,2020,975853904597.0
003030,2021,1204264910516.0
003030,2022,1503476862217.0
003030,2023,1798615497526.0
003030,2024,2000732800313.0
003030,2025,2062557507294.0
001270,2023,757822121729.0
001270,2024,770195668043.0
001270,2025,833182393220.0
014820,2020,484475742514.0
014820,2021,662981958666.0
014820,2022,728054674596.0
014820,2023,772368774171.0
014820,2024,835097773041.0
014820,2025,862085652205.0
000400,2023,1256231689675.0
000400,2024,794239494165.0
000400,2025,613504000000.0
000640,2020,888711347855.0
000640,2021,965159499705.0
000640,2022,981988995564.0
000640,2023,1012471183441.0
000640,2024,1049611141125.0
000640,2025,1136697422982.0
001500,2023,1277801535735.0
001500,2024,1302095000000.0
001500,2025,1443326000000.0
161000,2020,394517010658.0
161000,2021,692906373141.0
161000,2022,728117154658.0
161000,2023,736399086350.0
161000,2024,736662548235.0
161000,2025,714054163000.0
017940,2020,1184730992588.0
017940,2021,1307891267672.0
017940,2022,1442895944129.0
017940,2023,1624345042700.0
017940,2024,1663093599567.0
017940,2025,2022023758134.0
039130,2020,135039045410.0
039130,2021,85327526551.0
039130,2022,123307301140.0
039130,2023,170358262645.0
039130,2024,174878206041.0
039130,2025,147540834352.0
005250,2020,919300999029.0
005250,2021,1025424938374.0
005250,2022,1037734223535.0
005250,2023,980252078604.0
005250,2024,994091218414.0
005250,2025,900929806594.0
452260,2023,828664559252.0
452260,2024,802529688167.0
452260,2025,824636627293.0
016380,2020,972104978683.0
016380,2021,1150418247371.0
016380,2022,1690749472880.0
016380,2023,1890338950674.0
016380,2024,1961290470885.0
016380,2025,2056207915880.0
005810,2020,718704086334.0
005810,2021,886005031405.0
005810,2022,954757856849.0
005810,2023,1013940619794.0
005810,2024,1105236664785.0
005810,2025,1162602582658.0
017900,2020,199763462587.0
017900,2021,209756091144.0
017900,2022,227364920020.0
017900,2023,231372265798.0
017900,2024,239043668272.0
017900,2025,240951214682.0
002840,2020,267574131900.0
002840,2021,295987063654.0
002840,2022,341848565180.0
002840,2023,377967231783.0
002840,2024,400463662799.0
002840,2025,416384564328.0
453340,2023,628315540000.0
453340,2024,670079872000.0
453340,2025,729519039000.0
002240,2020,1356975131231.0
002240,2021,1527750786969.0
002240,2022,1600034753078.0
002240,2023,1677197825589.0
002240,2024,1781806817890.0
002240,2025,1817142349708.0
005420,2020,123141022399.0
005420,2021,152875430398.0
005420,2022,213896431034.0
005420,2023,294531871761.0
005420,2024,229064862514.0
005420,2025,219829033822.0
460860,2023,1721360857067.0
460860,2024,1701831258254.0
460860,2025,1884321017339.0
003300,2020,1331893169952.0
003300,2021,1377733247568.0
003300,2022,1420378647802.0
003300,2023,1509582524371.0
003300,2024,1630533886513.0
003300,2025,1679508026254.0
019170,2020,379136683611.0
019170,2021,359257098626.0
019170,2022,329607245593.0
019170,2023,269585828037.0
019170,2024,256820523467.0
019170,2025,269974999795.0
271940,2021,307157964564.0
271940,2022,314718893049.0
271940,2023,315903986871.0
271940,2024,317471681211.0
271940,2025,315093073673.0
001530,2020,498001835862.0
001530,2021,550654474178.0
001530,2022,598460920613.0
001530,2023,586077964493.0
001530,2024,560652809889.0
001530,2025,518391105714.0
217590,2025,110739339814.0
284740,2020,501299476858.0
284740,2021,645540582605.0
284740,2022,700950805001.0
284740,2023,806860656896.0
284740,2024,941983179595.0
284740,2025,1084631130175.0
003280,2020,-26283865205.0
003280,2021,102939787802.0
003280,2022,130677768738.0
003280,2023,165870210911.0
003280,2024,228328123075.0
003280,2025,255047354938.0
268280,2020,261089022804.0
268280,2021,326520867078.0
268280,2022,378855818934.0
268280,2023,373055947068.0
268280,2024,406341856929.0
268280,2025,448498102489.0
377740,2022,1600152081938.0
377740,2023,1556575913051.0
377740,2024,1635773099144.0
377740,2025,1511246700932.0
009410,2020,642168186589.0
009410,2021,713521635876.0
009410,2022,758471449399.0
009410,2023,-411318782736.0
009410,2024,524267319131.0
009410,2025,607581444685.0
009900,2020,184046632586.0
009900,2021,297090778845.0
009900,2022,383799554377.0
009900,2023,535155557097.0
009900,2024,697476492867.0
009900,2025,755894871215.0
031430,2020,639129820693.0
031430,2021,717002084673.0
031430,2022,830517772720.0
031430,2023,848992656598.0
031430,2024,841474147553.0
031430,2025,835194036657.0
011930,2020,191465322655.0
011930,2021,208038068628.0
011930,2022,210941714039.0
011930,2023,243303554427.0
011930,2024,238185000414.0
011930,2025,233421788228.0
020000,2020,1122106474243.0
020000,2021,1237781936956.0
020000,2022,1336173352388.0
020000,2023,1396903781873.0
020000,2024,1406099400780.0
020000,2025,1437094095000.0
014830,2020,784348752343.0
014830,2021,995571574535.0
014830,2022,901552165745.0
014830,2023,903111516380.0
014830,2024,1012258117518.0
014830,2025,1081887669182.0
016610,2023,1001577864517.0
016610,2024,1026044871102.0
016610,2025,1100967044768.0
448730,2023,373271247694.0
448730,2024,419449652010.0
448730,2025,406545673447.0
008730,2020,347643461727.0
008730,2021,346066225009.0
008730,2022,333811755335.0
008730,2023,306262065981.0
008730,2024,290930427545.0
008730,2025,292217763376.0
003000,2020,258499091275.0
003000,2021,269607668425.0
003000,2022,263217374288.0
003000,2023,226311356061.0
003000,2024,243675730043.0
003000,2025,340599929458.0
145990,2020,1168012000000.0
145990,2021,1263626000000.0
145990,2022,1323977000000.0
145990,2023,1496122909676.0
145990,2024,1730954050593.0
145990,2025,1607476458405.0
001200,2023,1011904699588.0
001200,2024,1051376155736.0
001200,2025,1132470877280.0
130660,2020,83241066633.0
130660,2021,85326712988.0
130660,2022,96082679393.0
130660,2023,103601086643.0
130660,2024,115810974179.0
130660,2025,103255646384.0
034310,2020,705895646451.0
034310,2021,746908491816.0
034310,2022,752225230716.0
034310,2023,758344003209.0
034310,2024,756925507461.0
034310,2025,756223294985.0
004690,2020,1286976647413.0
004690,2021,1344735517921.0
004690,2022,1406230492765.0
004690,2023,1517029118092.0
004690,2024,1579478281287.0
004690,2025,1681408394515.0
000070,2020,1519653000000.0
000070,2021,1751562000000.0
000070,2022,1791931000000.0
000070,2023,1992730554023.0
000070,2024,2107161037623.0
000070,2025,1824995442526.0
381970,2021,275472387284.0
381970,2022,245821066878.0
381970,2023,234915872409.0
381970,2024,225787538542.0
381970,2025,223938501452.0
010820,2020,44713891325.0
010820,2021,43404056850.0
010820,2022,56662192603.0
010820,2023,62336376759.0
010820,2024,63670296047.0
010820,2025,82465023596.0
072710,2020,972016173050.0
072710,2021,1037314550919.0
072710,2022,1075569639225.0
072710,2023,1122517341443.0
072710,2024,1217526082411.0
072710,2025,1320947495730.0
015860,2020,289671668301.0
015860,2021,417028303436.0
015860,2022,432346578037.0
015860,2023,451538888508.0
015860,2024,462978510355.0
015860,2025,525960515563.0
027410,2020,1510460674725.0
027410,2021,1568908577122.0
027410,2022,1581881723259.0
027410,2023,1654399301569.0
027410,2024,1742060582850.0
027410,2025,1787293189210.0
012030,2020,313704546734.0
012030,2021,437784122800.0
012030,2022,284983493606.0
012030,2023,394926729147.0
012030,2024,393490665700.0
012030,2025,449174693019.0
403550,2022,247578318491.0
403550,2023,211739104490.0
403550,2024,183467679227.0
403550,2025,164872262389.0
004700,2020,314876657589.0
004700,2021,376981615455.0
004700,2022,378040280336.0
004700,2023,434710151011.0
004700,2024,543391319155.0
004700,2025,577863111460.0
060980,2020,886844015005.0
060980,2021,1012393812063.0
060980,2022,1003732534181.0
060980,2023,1010575530854.0
060980,2024,1062923267703.0
060980,2025,1071889501591.0
015360,2020,475705494000.0
015360,2021,490306564000.0
015360,2022,480639395000.0
015360,2023,466545425000.0
015360,2024,476675264000.0
015360,2025,645396467000.0
105840,2020,149107088786.0
105840,2021,140831375270.0
105840,2022,156094190557.0
105840,2023,168627005174.0
105840,2024,190285886615.0
105840,2025,198727991264.0
0120G0,2025,234733712990.0
029530,2020,848521781567.0
029530,2021,948667894840.0
029530,2022,953705781160.0
029530,2023,991227588174.0
029530,2024,1064287620242.0
029530,2025,1067863151088.0
417310,2022,206222684791.0
417310,2023,202965158652.0
417310,2024,200186161152.0
417310,2025,197442630778.0
357120,2020,352682156251.0
357120,2021,361441063959.0
357120,2022,465093334727.0
357120,2023,456241565552.0
357120,2024,501625191771.0
357120,2025,480457433054.0
950210,2021,508814739.0
950210,2022,332536048.0
950210,2023,343167697.0
950210,2024,316072148.0
950210,2025,303015260.0
145720,2020,229294227595.0
145720,2021,291840006362.0
145720,2022,373880914874.0
145720,2023,464602836471.0
145720,2024,554666082971.0
145720,2025,562431790931.0
306200,2020,595252240522.0
306200,2021,679592734674.0
306200,2022,829001866215.0
306200,2023,997250711969.0
306200,2024,1112556559045.0
306200,2025,1122055270502.0
344820,2020,1319866515307.0
344820,2021,1388414266640.0
344820,2022,1442609771817.0
344820,2023,1488013065521.0
344820,2024,1488939947823.0
344820,2025,1379174731582.0
017810,2020,450085072035.0
017810,2021,466587400389.0
017810,2022,412259918856.0
017810,2023,317611623913.0
017810,2024,303640620956.0
017810,2025,310103420829.0
002030,2020,809037626324.0
002030,2021,908227683144.0
002030,2022,981905721805.0
002030,2023,1077694141364.0
002030,2024,1151370505000.0
002030,2025,1187749013000.0
170900,2020,642096821600.0
170900,2021,656379118320.0
170900,2022,671576773291.0
170900,2023,657366772417.0
170900,2024,670285788638.0
170900,2025,642711048371.0
089590,2020,216811873460.0
089590,2021,184088787569.0
089590,2022,306620204261.0
089590,2023,311202861948.0
089590,2024,324073130473.0
089590,2025,275152877297.0
002710,2020,117227371628.0
002710,2021,150914277043.0
002710,2022,203812205412.0
002710,2023,230889667653.0
002710,2024,254955952846.0
002710,2025,244995236555.0
016590,2020,454744821325.0
016590,2021,502017213004.0
016590,2022,556086876657.0
016590,2023,582523395588.0
016590,2024,588727905576.0
016590,2025,601606910997.0
002810,2020,379258276981.0
002810,2021,417739893407.0
002810,2022,462523626237.0
002810,2023,502096218050.0
002810,2024,558644982089.0
002810,2025,607348995042.0
092790,2023,444944994289.0
092790,2024,464905978600.0
092790,2025,464015833818.0
097520,2020,252934743419.0
097520,2021,298966196208.0
097520,2022,309066577971.0
097520,2023,323612702499.0
097520,2024,372224146153.0
097520,2025,385519174567.0
006220,2023,535851000000.0
006220,2024,590108000000.0
006220,2025,647270000000.0
126720,2022,458442928344.0
126720,2023,496694455298.0
126720,2024,516028895376.0
126720,2025,550295501186.0
010690,2020,255650359629.0
010690,2021,288434545711.0
010690,2022,356862860713.0
010690,2023,445066909595.0
010690,2024,517450986464.0
010690,2025,571361149385.0
005610,2020,302999197330.0
005610,2021,335033093026.0
005610,2022,389108878435.0
005610,2023,419012689858.0
005610,2024,479829767129.0
005610,2025,481554949129.0
004710,2020,278804225080.0
004710,2021,277992084849.0
004710,2022,306289939443.0
004710,2023,346281255523.0
004710,2024,367723900659.0
004710,2025,301193640096.0
183190,2020,814428316321.0
183190,2021,905943853564.0
183190,2022,964657092412.0
183190,2023,1035263351019.0
183190,2024,1093970937000.0
183190,2025,1089136117000.0
286940,2020,413349714308.0
286940,2021,433192343544.0
286940,2022,424894250621.0
286940,2023,417202621162.0
286940,2024,419359974895.0
286940,2025,426141012044.0
200880,2020,602920891448.0
200880,2021,664423101166.0
200880,2022,721759664425.0
200880,2023,881633237416.0
200880,2024,1099775512195.0
200880,2025,1171384310467.0
092230,2020,774196555481.0
092230,2021,821246538035.0
092230,2022,828912541995.0
092230,2023,931229804585.0
092230,2024,1008559016980.0
092230,2025,1105468112147.0
005950,2020,250242329617.0
005950,2021,283832433296.0
005950,2022,305686299442.0
005950,2023,157728447938.0
005950,2024,104521342000.0
005950,2025,96111001000.0
058430,2020,223257203113.0
058430,2021,321735826884.0
058430,2022,342158767490.0
058430,2023,358666992099.0
058430,2024,382521328525.0
058430,2025,383478335438.0
029460,2020,592458106714.0
029460,2021,669526049455.0
029460,2022,706518160427.0
029460,2023,769871323221.0
029460,2024,759740076015.0
029460,2025,851836064096.0
105630,2020,421351758479.0
105630,2021,464417140986.0
105630,2022,537086481739.0
105630,2023,643694359723.0
105630,2024,709665754071.0
105630,2025,734724634343.0
091810,2020,116985772113.0
091810,2021,47341367572.0
091810,2022,59402782636.0
091810,2023,157142050991.0
091810,2024,82281964755.0
091810,2025,52028401595.0
025860,2020,452918580104.0
025860,2021,467403326105.0
025860,2022,511625841191.0
025860,2023,510257449429.0
025860,2024,529335021379.0
025860,2025,549427715570.0
092200,2020,35657934932.0
092200,2021,93008559373.0
092200,2022,101718927528.0
092200,2023,134192171276.0
092200,2024,149248653777.0
092200,2025,142174145731.0
192650,2020,266408733893.0
192650,2021,341327709105.0
192650,2022,409834184381.0
192650,2023,409721198696.0
192650,2024,406158780438.0
192650,2025,371253161502.0
018250,2020,333042423167.0
018250,2021,346231354379.0
018250,2022,358342616186.0
018250,2023,387142792818.0
018250,2024,400419281776.0
018250,2025,399068642868.0
011760,2020,313056937442.0
011760,2021,361067334097.0
011760,2022,433031795797.0
011760,2023,577366940706.0
011760,2024,651976280727.0
011760,2025,692678900868.0
003720,2020,45749316906.0
003720,2021,50546455446.0
003720,2022,52098188083.0
003720,2023,67222931028.0
003720,2024,74183530314.0
003720,2025,88284687667.0
084690,2020,653025796014.0
084690,2021,707446049277.0
084690,2022,735654949923.0
