1997-06-23,0.666667,3
1997-06-24,0.666667,3
1997-06-25,0.666667,3
1997-06-26,0.666667,3
1997-06-27,0.75,4
1997-06-30,0.6,5
1997-07-01,0.6,5
1997-07-02,0.666667,6
1997-07-03,0.666667,6
1997-07-04,0.666667,6
1997-07-07,0.666667,6
1997-07-08,0.666667,6
1997-07-09,0.666667,6
1997-07-10,0.666667,6
1997-07-11,0.714286,7
1997-07-14,0.714286,7
1997-07-15,0.714286,7
1997-07-16,0.714286,7
1997-07-18,0.666667,6
1997-07-21,0.666667,6
1997-07-22,0.714286,7
1997-07-23,0.714286,7
1997-07-24,0.714286,7
1997-07-25,0.714286,7
1997-07-28,0.714286,7
1997-07-29,0.714286,7
1997-07-30,0.714286,7
1997-07-31,0.625,8
1997-08-01,0.625,8
1997-08-04,0.625,8
1997-08-05,0.5,8
1997-08-06,0.555556,9
1997-08-07,0.625,8
1997-08-08,0.571429,7
1997-08-11,0.5,10
1997-08-12,0.444444,9
1997-08-13,0.4,10
1997-08-14,0.454545,11
1997-08-18,0.454545,11
1997-08-19,0.454545,11
1997-08-20,0.545455,11
1997-08-21,0.5,12
1997-08-22,0.538462,13
1997-08-25,0.461538,13
1997-08-26,0.5,12
1997-08-27,0.727273,11
1997-08-28,0.692308,13
1997-08-29,0.545455,11
1997-09-01,0.692308,13
1997-09-02,0.583333,12
1997-09-03,0.727273,11
1997-09-04,0.615385,13
1997-09-05,0.642857,14
1997-09-08,0.5625,16
1997-09-09,0.588235,17
1997-09-10,0.6,15
1997-09-11,0.588235,17
1997-09-12,0.611111,18
1997-09-18,0.578947,19
1997-09-19,0.571429,21
1997-09-22,0.6,20
1997-09-23,0.611111,18
1997-09-24,0.611111,18
1997-09-25,0.6,15
1997-09-26,0.529412,17
1997-09-29,0.588235,17
1997-09-30,0.631579,19
1997-10-01,0.631579,19
1997-10-02,0.6,20
1997-10-06,0.647059,17
1997-10-07,0.647059,17
1997-10-08,0.7,20
1997-10-09,0.722222,18
1997-10-10,0.761905,21
1997-10-13,0.789474,19
1997-10-14,0.73913,23
1997-10-15,0.714286,21
1997-10-16,0.727273,22
1997-10-17,0.7,20
1997-10-20,0.782609,23
1997-10-21,0.818182,22
1997-10-22,0.818182,22
1997-10-23,0.75,20
1997-10-24,0.833333,24
1997-10-27,0.826087,23
1997-10-28,0.875,24
1997-10-29,0.875,24
1997-10-30,0.8,25
1997-10-31,0.88,25
1997-11-03,0.875,24
1997-11-04,0.791667,24
1997-11-05,0.791667,24
1997-11-06,0.807692,26
1997-11-07,0.851852,27
1997-11-10,0.863636,22
1997-11-11,0.875,24
1997-11-12,0.857143,28
1997-11-13,0.826087,23
1997-11-14,0.88,25
1997-11-17,0.863636,22
1997-11-18,0.884615,26
1997-11-19,0.851852,27
1997-11-20,0.846154,26
1997-11-21,0.875,24
1997-11-24,0.892857,28
1997-11-25,0.892857,28
1997-11-26,0.952381,21
1997-11-27,0.923077,26
1997-11-28,0.904762,21
1997-12-01,0.964286,28
1997-12-02,0.962963,27
1997-12-03,0.931034,29
1997-12-04,0.964286,28
1997-12-05,0.931034,29
1997-12-08,0.965517,29
1997-12-09,0.965517,29
1997-12-10,0.964286,28
1997-12-11,0.96,25
1997-12-12,0.931034,29
1997-12-15,0.961538,26
1997-12-16,0.935484,31
1997-12-17,0.9375,32
1997-12-19,0.911765,34
1997-12-22,0.909091,33
1997-12-23,0.939394,33
1997-12-24,0.945946,37
1997-12-26,0.911765,34
1998-01-05,0.875,24
1998-01-06,0.9,20
1998-01-07,0.952381,21
1998-01-08,0.958333,24
1998-01-09,0.952381,21
1998-01-12,0.909091,22
1998-01-13,0.923077,26
1998-01-14,0.923077,26
1998-01-15,0.896552,29
1998-01-16,0.913043,23
1998-01-19,0.962963,27
1998-01-20,0.962963,27
1998-01-21,0.9,30
1998-01-22,0.931034,29
1998-01-23,0.964286,28
1998-01-26,0.931034,29
1998-01-30,0.964286,28
1998-02-02,0.96,25
1998-02-03,0.92,25
1998-02-04,0.933333,30
1998-02-05,0.925926,27
1998-02-06,0.925926,27
1998-02-09,0.967742,31
1998-02-10,0.962963,27
1998-02-11,0.96,25
1998-02-12,0.916667,24
1998-02-13,0.962963,27
1998-02-16,0.888889,27
1998-02-17,0.923077,26
1998-02-18,0.884615,26
1998-02-19,0.933333,30
1998-02-20,0.96,25
1998-02-23,0.962963,27
1998-02-24,0.923077,26
1998-02-25,0.964286,28
1998-02-26,0.962963,27
1998-02-27,0.935484,31
1998-03-02,0.961538,26
1998-03-03,0.869565,23
1998-03-04,0.888889,27
1998-03-05,0.9,30
1998-03-06,0.9,30
1998-03-09,0.884615,26
1998-03-10,0.9,30
1998-03-11,0.892857,28
1998-03-12,0.911765,34
1998-03-13,0.896552,29
1998-03-16,0.941176,34
1998-03-17,0.945946,37
1998-03-18,0.931034,29
1998-03-19,0.914286,35
1998-03-20,0.914286,35
1998-03-23,0.941176,34
1998-03-24,0.911765,34
1998-03-25,0.928571,28
1998-03-26,0.931034,29
1998-03-27,0.944444,36
1998-03-30,0.935484,31
1998-03-31,0.942857,35
1998-04-01,0.931034,29
1998-04-02,0.916667,24
1998-04-03,0.888889,27
1998-04-06,0.9,30
1998-04-07,0.896552,29
1998-04-08,0.870968,31
1998-04-09,0.878788,33
1998-04-10,0.866667,30
1998-04-13,0.885714,35
1998-04-14,0.861111,36
1998-04-15,0.864865,37
1998-04-16,0.866667,30
1998-04-17,0.885714,35
1998-04-20,0.866667,30
1998-04-21,0.814815,27
1998-04-22,0.806452,31
1998-04-23,0.848485,33
1998-04-24,0.878788,33
1998-04-27,0.837838,37
1998-04-28,0.882353,34
1998-04-29,0.864865,37
1998-04-30,0.823529,34
1998-05-04,0.827586,29
1998-05-06,0.870968,31
1998-05-07,0.870968,31
1998-05-08,0.785714,28
1998-05-11,0.848485,33
1998-05-12,0.857143,28
1998-05-13,0.84375,32
1998-05-14,0.866667,30
1998-05-15,0.896552,29
1998-05-18,0.848485,33
1998-05-19,0.875,32
1998-05-20,0.862069,29
1998-05-21,0.84375,32
1998-05-22,0.875,24
1998-05-25,0.8125,32
1998-05-26,0.851852,27
1998-05-27,0.896552,29
1998-05-28,0.914286,35
