순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,011330,유니켐,KOSPI,30.00,4550,273627900,60138,41035462650,Y
2,148780,비큐AI,KOSDAQ,29.99,5050,1605896870,325514,31760182250,Y
3,239340,이스트에이드,KOSDAQ,29.97,928,2228457170,2620963,25037100352,Y
4,0039P0,매드업,KOSDAQ,29.93,9940,119088026370,13030204,186945556000,Y
5,226340,본느,KOSDAQ,29.93,4775,14837480788,3261755,40064561100,Y
6,348080,큐라티스,KOSDAQ,29.93,3885,241965570,62282,49835820405,Y
7,0015N0,아로마티카,KOSDAQ,29.90,8950,30518085390,3672327,112563451900,Y
8,001290,상상인증권,KOSPI,29.87,926,1229470134,1364067,100320173120,Y
9,210980,SK디앤디,KOSPI,29.84,5940,7864825215,1354324,110587249080,Y
10,900100,파이온엑스,KOSDAQ,29.77,2550,1790318377,730416,13453927500,Y
11,041830,인바디,KOSDAQ,23.46,70000,44805309000,654579,943661740000,
12,476060,온코닉테라퓨틱스,KOSDAQ,22.33,15940,71518064900,4611291,723800969600,
13,067290,JW신약,KOSDAQ,16.21,2330,75508675188,31630225,130566449990,
14,222040,코스맥스엔비티,KOSDAQ,15.83,9000,7983817540,913355,185652000000,
15,153890,져스텍,KOSDAQ,15.47,9780,40180268315,4069552,117851982900,
16,040160,누리플렉스,KOSDAQ,15.30,5540,1049073830,190544,66787663900,
17,159010,아스플로,KOSDAQ,15.15,19000,8203016800,447905,253360041000,
18,001540,안국약품,KOSDAQ,13.97,12560,5028005985,413108,163812795200,
19,255440,야스,KOSDAQ,13.65,7660,4960072270,690616,100024280000,
20,127120,제이에스링크,KOSDAQ,13.44,40100,16504019400,419818,1393585595800,
21,083790,CG인바이츠,KOSDAQ,13.41,1015,284573407,291737,78047594730,
22,049470,비트플래닛,KOSDAQ,12.76,1679,103115429,64124,39531885421,
23,010130,고려아연,KOSPI,12.69,1234000,106046254500,85088,25757243746000,
24,004310,현대약품,KOSPI,12.65,6590,53965974740,8011224,210880000000,
25,115310,인포바인,KOSDAQ,12.52,8000,271710530,35035,118652392000,
26,069410,엔텔스,KOSDAQ,12.48,3200,31849805,10852,32783436800,
27,011300,우성머티리얼스,KOSPI,12.24,3300,817960977,257062,55493040900,
28,079190,케스피온,KOSDAQ,12.14,1192,4919642344,3735293,11429942576,
29,080530,코디,KOSDAQ,12.11,2315,121217415,53267,25630948460,
30,033320,제이씨현시스템,KOSDAQ,11.70,3150,7412658972,2274936,60210460800,
31,294570,쿠콘,KOSDAQ,11.29,20400,4696616225,227400,205871332800,
32,460940,피앤에스로보틱스,KOSDAQ,11.18,5570,17324992549,2901244,74945909600,
33,038540,상상인,KOSDAQ,11.03,2265,5294716045,2351880,125318628945,
34,039310,세중,KOSDAQ,10.89,1222,2514309840,1963737,22144677074,
35,051900,LG생활건강,KOSPI,10.77,324000,90335570000,285599,4852069452000,
36,241710,코스메카코리아,KOSDAQ,10.74,95900,14760469600,159341,1024212000000,
37,466100,클로봇,KOSDAQ,10.74,31450,51845766000,1600212,800693066550,
38,123330,제닉,KOSDAQ,10.60,28700,10562631950,380936,228701116000,
