Date,247540,196170,086520,277810,036930,950160,000250,058470,028300,087010,298380,108490,141080,440110,039030,240810,178320,095340,214370,310210,319400,222800,347850,403870,080220,043260,226950,214450,010170,145020,131970,357780,064760,214150,263750,067310,084370,058610,005290,319660,237690,032820,082920,257720,131290,098460,218410,031980,100790,290650,083650,068760,095610,007390,030530,035900,078600,140860,140410,089030,041510,060370,096530,347700,031330,039200,445680,420770,323280,090360,437730,032500,099320,475830,101490,127120,089970,397030,189300,090710,417200,388720,038500,232140,027360,036540,003380,295310,195940,466100,085660,065350,166090,281740,458870,328130,048410,204270,115180,137400,124500,356860,161580,056190,183300,036830,160190,126340,358570,033100,035760,213420,052020,083450,033790,050890,293490,376900,033640,222080,086450,094170,046890,122870,052400,014620,074600,476060,056080,253450,059090,032190,121600,348370,023160,252990,241710,037460,171090,365340,336570,060250,225570,006730,053800,174900,053610,348340,009520,044490,112040,102940,389470,348210,036810,383310,327260,086900,399720,089890,082270,033160,102710,253590,033500,448900,041830,425420,067160,015750,376300,089010,272290,093320,019210,475960,356680,122640,278280,041960,045100,077360,368770,200710,460930,214430,104830,092190,064290,041190,042000,230360,332570,393890,035890,099190,030520,199800,290550,060280,025980,211050,372320,034950,024850,455900,078160,018290,340570,101930,330860,170920,025320,064260,389500,006910,025900,095660,138080,078350,425040,251970,107640,036620,079940,039440,013030,215200,230240,101160,456010,168360,287840,069540,117730,394280,085910,468530,452280,065680,424870,078130,354320,144960,067630,215600,254490,047920,241770,110990,042520,098070,078020,092870,206650,179900,084110,187660,304360,234340,452430,265520,389650,080580,114810,441270,079370,200470,119850,003800,445090,241520,376270,417840,091700,317330,475400,243070,101730,160980,049070,069080,274090,482630,064820,042370,078340
2020-09-30,33751,100262,5695,,6960,16050,55000,24628,46567,19444,31100,12854,58300,,99100,33350,22854,18600,12480,,2570,18250,,,3530,905,34132,62000,3253,182700,45500,216700.0,95100,12650,40440,5957,28100,6450,29650,15975,71300,1485,8629,,34100,17900,40198,7110,3336,45667,2175,91755,25700,9850,4310,38250,44600,70900,56311,9797,35800,4414,130868,,2275,44410,,,2443,13000,,78600,25050,,38800,21305,11650,,26979,1890,,,3485,5140,2375,5090,6550,,,,17585,6000,24550,2150,,,5206,11650.0,14414,24050,5410,,14550,38200,19404,45650,,38120,,5330,142300,31650,6761,8469,829,10994,56200.0,,31400,7210,27350,6487,17150,58000,26100,6360,16650,,2040,84200,17800,13200,34400,,6350,,11900,11650,7010,,2662.0,39282,8630,5424,65900,32750,28300,,4660,11968,18843,31700,,,21725,,9515.0,184537,,6930,23100,10250,43250,3375,9880,,15900,,58700,3465,,16050,23179,87800,4855,,,9300,170300,13185,10750,3630,,25000,,24800,28200,19050.0,13950,2360,29929,27550,15300.0,,2257,13812,18900,69000,9775,6180,9370,1378,,93700,3895,,28604,9170,,791,,12150,4048,4950,,2000,16501,25700,56300,5350,,15300,5200,687,14850,15850,11900,29250,35385,14800,,,,9300,6330,,3700,,,32600,,29930,,6230,14446,7757,,17500,12100,6240,22850,,5930,11179,19993,13050,27729,,,19724,,22050,,8350,4497,,5150,4456,6190,42800,,2345,,,10150,17200,,51454,5076,13600,17000,35400,7200.0,,5100,7940,114600
2020-10-31,30737,88028,5396,,6950,16050,53000,24328,41313,14145,24900,12270,52900,,87700,32050,17547,17850,11960,,2570,16850,,,3500,982,32730,59800,3009,210000,39050,217400.0,92400,14650,40100,4964,26950,7020,27150,15450,59800,1150,8806,,35850,15880,33807,6840,3284,42750,2045,88033,24650,9120,4195,30550,36400,60200,58981,8810,28800,4818,131923,,2210,39727,,,2436,12550,,62300,23500,,33700,22850,11700,,26747,3575,,,3390,5340,3215,4915,6490,,,,15601,5550,21500,2060,,,5159,10750.0,13279,19350,5130,,13050,36300,18666,42800,,36046,,4895,131500,29500,6987,7517,829,8503,45150.0,,28500,6280,24200,7709,17450,38700,27050,5890,14900,,2660,78200,15100,10800,27750,,5920,,11900,10900,6040,,2668.0,38536,7540,5251,62900,27700,26700,,4195,11352,19979,32000,,25749.0,19563,,8332.0,161624,,6780,21400,9070,38800,3030,9440,,15150,,59800,3545,,17900,21477,81600,5010,,,8270,148300,11367,10950,3735,,23300,,21450,26250,16400.0,11200,3320,28024,23700,12100.0,,2227,13661,17100,66900,8725,6140,8320,1418,,91800,5200,,26183,8060,,748,,11000,3895,4930,,1880,14098,20800,43750,5070,,14200,5600,773,13200,14750,10450,34650,25572,13650,,,,9300,7200,,3730,,,27500,,25710,,6520,12170,7757,,16350,11350,6170,22000,,5830,11843,16958,12050,25546,,,18878,,20950,,9175,4013,,5883,4205,5650,40000,,2898,,,9660,15650,,46400,3145,12950,16200,31800,6740.0,,4280,7540,111600
2020-11-30,37408,89362,5778,,7790,16050,58100,24468,40908,15166,27700,11685,57800,,102900,39850,24005,19750,13120,,3465,19900,,,3770,1755,54551,59100,3326,197600,45950,254300.0,102700,15300,41420,5718,33500,7370,30850,18450,78900,1460,8327,,55500,18740,36734,7390,4185,38550,2320,153170,29050,9660,6210,37950,47600,73800,58514,10354,29700,5064,94432,,2375,59084,,,2436,13150,,73500,28350,,45100,15250,14350,,30218,5112,,,3825,6000,4175,5330,6960,,,,17447,6770,24700,2260,,,5324,11250.0,13772,23500,5500,,13550,37500,21977,43100,,42041,,5130,133200,31550,6928,8469,829,10459,49450.0,,32100,6770,25650,8019,18750,43800,26600,7050,18400,,2480,80300,15050,12550,35250,,6810,,13200,12050,6470,,2682.0,38249,8660,6028,63300,29150,30300,,4610,12848,20712,29200,,33620.0,23691,,9269.0,195820,,7550,23550,9720,40400,3630,11950,,17750,,57800,3955,,18750,21939,72600,6250,,,9070,179100,12003,13300,3720,,26300,,21200,32100,17100.0,14550,5420,26570,25150,14050.0,,2681,13511,17550,73000,9825,6450,8490,978,,104600,8000,,28032,8920,24225.0,1000,38900.0,12200,4057,5310,,2060,17523,23150,52500,5330,,14500,5800,803,12900,16000,13700,38100,29850,15700,,,,9300,6670,,3860,,,34100,,26980,,6670,12286,7757,,15550,13400,6300,12300,,7000,13691,20450,13950,28092,,,21246,,23650,,9000,4697,,8216,4612,6360,40200,,3323,,,10000,16150,,51703,3725,15900,22500,34000,8200.0,,5200,8840,134000
2020-12-31,42029,99928,6431,,8210,16050,82100,27031,41538,15893,31100,13390,70100,,117000,44250,25332,27000,14340,,5890,22850,,,3745,1525,50300,57200,3300,187800,56200,272300.0,125300,15400,52060,7773,33350,8310,36500,20275,103800,1315,8327,,62700,21000,43564,8300,5195,34500,2565,196888,29650,10250,6340,38400,46450,94500,58681,11975,29750,4660,96995,,2420,63332,,,2484,19250,,80700,32000,,43500,9590,19900,,48311,4337,,,3990,6250,3990,5770,9010,,,,18509,10600,28600,2760,,,13758,11500.0,14586,24450,5240,24889.0,15600,38600,25440,45100,,44006,,5290,139500,34850,8514,8619,829,10896,46000.0,,42500,9430,29250,11307,20550,44700,26750,7320,21250,,2940,92600,15100,12800,37850,,7660,,12200,12350,7280,,2761.0,41881,9770,6648,76200,36500,27400,,4610,13728,19449,29050,,56433.0,26198,,13854.0,160129,,8800,23900,10550,47650,3615,11750,,17350,,60500,5700,,27650,22800,71800,6340,,,8900,182400,12231,17050,6400,,30450,,21600,35050,19250.0,15700,4870,31834,30000,13100.0,,3016,15013,18850,111000,11050,6270,8070,942,,102500,7075,,30452,8890,21400.0,1400,50800.0,12350,3561,4830,,1945,19866,22450,55900,5400,,15750,4800,709,13150,18100,13450,39000,31450,17600,,,,9300,6970,,3940,,,39450,,27950,,6590,12634,7757,,17100,14050,9620,13550,,6790,15786,21300,18250,27902,,,22430,,24850,,13150,7100,,9633,4904,6160,38100,,3980,,,11200,17800,,56261,2895,20800,30150,34600,8070.0,,5170,9280,159300
2021-01-31,45340,74014,7557,,9480,16050,60300,30715,40415,14343,24200,16068,60800,,99000,47900,20726,22350,14000,,5120,21650,,,5180,1550,48500,61600,3373,195800,51400,268700.0,143000,15700,62980,7361,37350,8690,30400,18675,88600,1105,7696,,64400,21460,42783,8540,5481,36250,2655,144406,28800,8900,6730,32500,44300,96500,44795,11367,30600,4563,82923,,2515,37700,,,2526,27000,,77000,59500,,38000,6710,18200,,71357,3425,,,4090,5790,3920,6900,8060,,,,16755,9860,27000,2970,,,10719,10600.0,13772,24500,5200,23111.0,14550,37800,27503,44200,,44006,,5430,152900,33550,8348,9371,829,9593,47300.0,,43700,16500,31150,9164,19650,45350,25350,7200,19950,,3815,98900,15450,13250,32400,,7000,,13550,14350,8900,,2734.0,35889,14600,6904,83500,32050,36800,,4750,11616,19171,19300,,50700.0,27427,,14200.0,111541,,7740,22750,10400,45600,3740,10750,,18550,,61800,7420,,29000,22400,85000,5700,,,12100,183000,10275,17950,5700,2155.0,28300,,22200,34900,17800.0,18050,3820,35050,27700,12600.0,,2967,12586,17200,109600,12675,7930,7710,933,,85700,7800,,36613,8290,20575.0,1162,50300.0,14750,3342,4340,,1980,23871,23800,50100,5270,,15800,4700,682,13450,18000,14100,41550,26950,17400,,,,9300,8100,,3600,,,39950,,22700,,6030,10427,7757,,14950,16400,8950,11100,,6580,13490,19000,15950,25326,,,21618,,24350,,21500,5900,,9000,4469,6320,38450,,3853,,,11300,17200,,50525,2905,20400,28800,35150,11800.0,,5750,10300,160100
2021-02-28,40102,72291,8321,24750.0,10150,16050,65800,32077,30804,13858,20300,16165,53700,,101200,49750,20251,20750,13340,,5370,23750,,,6390,1695,44450,56200,2856,172000,49150,309800.0,151400,13850,57880,7361,40750,8790,30700,18575,78000,1195,7418,,51600,20680,36978,8300,5815,31000,2780,126829,30950,8010,6160,36500,39400,124200,50503,10987,30050,4625,62569,,2625,33838,,,2515,27350,,62000,62100,,34300,5190,19850,,77001,3025,,,4875,6870,4075,8690,8680,,,,17678,9000,36300,3670,,,25773,10050.0,13600,25800,5510,20480.0,13400,42450,29540,43950,,37156,,5700,138300,42300,8723,9772,829,8552,54000.0,,39500,14250,28650,8982,19800,45700,40000,7430,20100,,4500,96200,14350,13250,28600,,7360,,13700,13450,12250,,2761.0,28399,15500,6701,87800,27900,29250,,6960,11176,19247,19000,,76900.0,31162,,14692.0,184834,,7120,23550,11350,42450,3540,11200,,18550,,72900,6540,,29150,23700,74000,6100,,,12750,160200,9184,15750,6775,2140.0,26800,,21100,34600,16000.0,22700,4500,32650,26600,10700.0,,3026,12035,17450,110200,9800,7600,7270,915,,88700,7600,,30056,8240,18400.0,1226,44750.0,13000,3385,7250,,2085,19425,22250,45850,5070,,16650,5600,732,14500,18900,14600,53300,21200,21400,,,,9300,11100,,3915,,,23850,,23110,,6010,8453,7757,,15400,15000,9450,11600,,6760,13585,18500,17200,26041,,,22295,,28200,,24000,6020,,9683,4727,6160,41000,,4110,,,11200,18400,,50617,3105,19950,30200,36100,16350.0,,4955,10350,138400
2021-03-31,40275,74737,7402,22900.0,11200,16050,51000,31336,35160,17201,21850,15922,56100,,118600,51700,23330,21750,13060,,4555,21900,,,5970,1860,39150,66300,2830,178500,47250,289700.0,187500,14450,61620,8047,44550,9000,32600,18800,85300,1330,7443,,54500,23000,37222,8170,8341,33400,4170,123777,34200,9970,6610,35600,41450,134000,50536,10557,29600,5388,65384,12565.0,2735,38569,,,2538,23700,,64700,61800,,32200,4530,23750,,61824,2712,,,5780,6590,6370,7550,9260,,,,17355,8590,38850,3600,,,20284,9970.0,13493,23300,5280,19911.0,12450,40550,32698,42400,,34939,,6350,142300,45250,8389,10925,829,8795,52400.0,,37750,14400,28000,10076,18500,44500,42200,8190,23950,,4070,99900,14300,12800,28200,,8800,,16500,13500,15300,,2754.0,30631,13250,6904,65500,30050,27850,,8420,11000,30310,19750,,74300.0,27820,,12819.0,172573,,8190,24200,11250,39650,3525,13850,,20300,,78500,6110,,26750,27950,74800,8010,,,14500,162700,9321,18000,6000,2160.0,25400,,20750,37900,15700.0,23700,9650,32600,26300,10350.0,,3213,12310,17700,106000,9450,8630,7410,873,,88600,8075,,30408,8150,23600.0,1846,44150.0,13150,3110,8500,,2535,19686,23400,46350,5440,,18750,5980,865,15550,19900,16600,59100,24250,24850,,,,9300,9890,,4030,,,27850,,31170,,6290,11008,7757,,17100,12250,9230,12450,,7290,13490,20450,20500,29380,,,21957,,28650,,29650,7760,,8816,4395,5760,42750,,5860,,,10700,19850,,51072,6210,21350,30750,41450,14150.0,,5200,10000,169000
2021-04-30,44722,67314,9680,24400.0,13350,16050,51800,32637,29688,13373,21450,16165,51200,,117500,50800,21828,22750,13080,,5070,22800,,,6720,1835,42000,70000,2715,184500,48850,355800.0,195900,14700,56400,9930,48000,10750,30850,21450,114100,1330,7242,,62700,27800,39661,12000,7950,32700,4400,109748,34300,9750,6690,32900,50500,145000,50403,12810,30200,5467,93600,10642.0,2930,35576,,,2598,26500,,57400,51100,,32000,7040,26400,,60621,2875,,,5390,6990,6900,7930,9430,,,,17447,9840,45900,3940,,,19577,10050.0,12701,23850,5890,20693.0,12250,41900,32800,41950,,33327,,6290,144000,43200,7270,13030,829,7170,54200.0,,40000,12800,28350,9028,18800,41550,41400,10600,27400,,4070,103300,14650,13400,30100,,10950,,15950,13800,13650,,2813.0,31181,13100,6947,65900,27200,27800,,8450,11000,26319,24650,,63100.0,27919,,16764.0,160403,,8520,20400,11450,39150,3500,13350,,20500,,89300,5640,,26650,28000,69200,9300,,,15550,181400,9412,18150,6950,2244.0,24850,,20750,38100,17300.0,24900,9980,32700,23500,10450.0,,3815,14237,18350,95900,10325,11000,7970,1009,,87600,11600,,29924,9010,30600.0,2260,43850.0,14650,3173,7760,,3005,28958,23700,43550,5700,,20100,5100,1185,14900,19200,19150,57900,20650,28200,,,,9300,9360,,4170,,,27750,,33910,,6450,10125,7757,,16400,11950,12350,14200,,8440,14399,30350,19050,70684,,,22667,,28300,,26800,8200,,9233,4592,5750,42450,,5960,,,10650,19750,,68824,5310,24500,30400,34700,13500.0,,5020,10650,147500
2021-05-31,43412,60891,9148,21600.0,14450,16050,53100,32717,30855,12453,20950,15435,48850,,113200,50400,21677,20350,13580,,5320,22550,,,6050,1575,43400,84200,2741,200900,44700,328200.0,172000,15500,60600,9690,46500,11900,28600,21950,113900,1475,7267,,63800,25500,38002,12200,7883,30750,5370,114946,30850,14250,6620,39600,44700,142100,47566,13519,43700,7091,67700,10732.0,3685,37507,,,4945,25900,,54500,52700,,29150,4205,26800,,61916,2625,,,5470,6200,7910,7260,10450,,,,18093,11750,43950,3575,,,17292,9600.0,12980,21750,5930,19342.0,11500,42400,34633,37300,,34537,,6880,165300,42350,6862,12729,829,7160,52300.0,,37100,11900,28800,6401,19800,50900,43900,9540,26450,,4005,98100,14400,14950,28000,,10800,7070.0,16450,14350,24150,,3097.0,30692,10950,7915,67900,23050,27350,,9320,11000,29805,25100,,60400.0,29344,35912.0,14841.0,155371,,9130,23350,11350,35450,3140,13050,,29850,,98400,6910,,24000,29850,65000,9050,,,13450,167300,9275,18550,6425,3235.0,23200,,20050,34150,16450.0,23100,9110,31150,25400,9580.0,,4120,13962,18900,100900,10075,9990,9970,1018,,85600,12375,,28428,9150,31800.0,2480,41200.0,12400,3126,6940,,3315,26475,23250,43750,6260,,23400,6580,1450,14850,18650,18350,65100,23000,23700,,,,9300,8900,,4400,,,25900,,32780,,6210,9568,7757,,15450,11300,10700,14100,,8430,12772,47500,16050,66773,,,22904,,29100,,24750,8250,,8383,4700,5460,46300,,6030,,,10450,18400,,57535,5980,21800,30200,32100,14900.0,,5380,11150,129500
2021-06-30,52406,69816,8456,24550.0,15500,16050,54400,35140,29958,12259,21900,15775,53200,,119000,49600,21627,24300,13760,,5160,24250,,,6180,1895,44200,90000,3270,239600,46050,328700.0,201600,18100,75700,10889,45300,11700,28650,22100,112600,2345,8049,,58600,23800,39700,13250,7674,33450,5770,129716,31500,30250,6760,40500,48200,130600,45630,13443,58800,6722,82700,9703.0,4265,37700,,,2712,27500,,54100,54700,,32600,4545,25500,,59828,2562,,,6070,6350,6670,7500,10500,,,,26540,15300,46200,4390,,,17080,10100.0,12980,24300,6290,18394.0,11350,43300,35703,37000,,33488,,7090,182700,57000,7504,13756,829,7530,57800.0,,42400,11300,28200,6565,19000,51200,44100,9660,30150,,4140,95800,13700,15850,31300,,11100,6530.0,17900,14350,27150,,2853.0,35522,12050,7695,71800,23550,26850,,9110,11000,28592,31950,,67400.0,26493,36941.0,15038.0,216860,,11550,21300,16250,35600,3305,12750,,30200,,119000,7320,,25100,32750,68200,9150,,,12650,183000,9957,17900,6725,2255.0,23300,,20150,35300,16600.0,22100,7850,30050,24550,9500.0,,4101,15238,24150,129000,11025,9640,9840,1022,,88000,13525,,27592,9310,44050.0,2540,49100.0,13100,3117,6280,,5500,29639,25250,44800,7600,,23650,7500,1870,16900,17400,17950,69000,24600,24800,,,,9300,8860,,5220,,,28850,,30690,,6230,9289,7757,,14800,11500,11000,16250,,8290,12724,41300,15950,64007,3294.0,,23547,,31750,,20200,9490,,7916,4910,5530,47150,,5620,,,10400,24050,,56625,6050,21300,30700,30950,17450.0,,5260,11350,123700
2021-07-31,71531,66730,13455,22400.0,14250,16050,56100,35801,32335,11193,20100,15289,53800,,115700,46350,20751,26000,13480,,4980,24800,,,5810,1815,45100,88800,2869,238800,50900,339800.0,194700,22150,74000,10752,45600,12400,29250,21225,107400,2500,8402,,77300,24450,36750,12900,8284,33900,5400,114699,29500,27450,6120,40000,57400,127800,44528,13418,58800,6319,70000,13862.0,4220,32776,,,2922,25550,,53100,52900,,31750,4725,24450,,57214,2575,,,5610,6250,7000,7160,9800,,,,23955,16200,51300,4230,,,14064,9600.0,12980,26550,5860,20148.0,11400,40600,33207,37900,,41831,,6990,163100,61200,7730,15109,829,7190,89100.0,,38000,11700,25200,6374,18400,52700,42750,9760,30850,,4200,92200,13850,14150,36900,,12550,8050.0,16200,13350,27500,,3084.0,32221,12650,7704,67700,20750,27400,,8730,11000,28542,31400,,59900.0,26050,99953.0,13016.0,184926,,10450,20700,20500,34200,3135,12250,,29100,,132400,6570,,22950,35550,63300,9250,,,12550,225700,10503,16900,7875,2386.0,23750,,19500,34400,16450.0,26750,7260,31700,25250,9200.0,,4327,16239,23500,118600,12975,9440,11700,1293,,85500,8550,,25831,8740,37850.0,2270,47300.0,12650,3153,7490,,4475,29839,25950,41650,8970,,24050,9140,1420,16000,17100,17250,79600,22300,26400,,,,9300,8550,,5130,,,27850,,28000,,6340,9754,7757,,16100,10650,11550,16100,,8820,13968,37150,13100,62099,3254.0,,22532,,29950,,22750,9540,,8850,4951,5490,48450,,5310,,,10200,25750,,55077,5780,20150,28400,29100,16800.0,,4790,10400,113800
2021-08-31,79165,70900,20837,20750.0,12000,16050,55300,35681,49781,11629,20000,14315,54000,,120600,45300,19099,25850,14180,,4535,30700,,,5240,1680,46900,96900,2592,195000,51500,283300.0,169800,24400,94300,12225,44050,11100,26500,19600,101700,2130,7999,,67500,22550,32850,12900,8655,35700,4530,142673,27650,22800,5670,42650,56200,121500,61418,13139,69100,5722,65800,10508.0,5050,36831,,,2754,23150,,42600,53100,,31800,4050,20250,,65443,2430,,,5560,5750,5730,6920,10300,,60600.0,,22063,16450,49900,5290,,,14582,9340.0,12980,26900,5300,20290.0,10650,38800,42069,34200,,44330,,6180,153100,72000,7697,14733,829,7220,81200.0,,35700,13750,24600,5936,16500,60600,34200,9030,28450,,3560,87000,14800,14050,36500,,12500,8160.0,16000,12950,23450,,3215.0,29591,12000,7791,67400,20250,29550,,8010,11000,47839,33450,,53600.0,27525,111080.0,11735.0,167083,,13200,21250,24300,32750,3045,10750,,29500,,153300,6220,,26950,44500,51600,9270,,,11350,242000,10048,16400,7475,2580.0,22000,,18000,35700,16550.0,25550,7980,38100,22100,8470.0,,4041,16214,22200,144300,16050,8180,11150,1822,,82500,8250,,24335,8640,51600.0,2120,45300.0,11000,2902,6300,,3860,29519,29050,38800,8390,,25850,9800,1570,13800,16500,16800,76100,21050,23700,,,,9300,7990,,4735,,,25150,,28430,,6380,13795,7757,,26050,10850,10800,15150,,8860,13968,40250,13900,63816,2898.0,,21754,,28900,,22600,9870,,8000,5290,4835,49500,,5260,,,9980,29600,,52164,6450,19100,26400,27150,15950.0,,4725,11000,103200
2021-09-30,115388,60557,18463,20500.0,11650,16050,49800,35280,50679,11774,19100,13146,48750,,107000,40050,18023,23200,14280,,3355,27900,,,4800,1635,38600,84700,3048,172900,44650,273200.0,115900,20100,80400,11334,40050,10750,31450,18250,94900,2065,8377,4442.0,67500,19450,31150,11450,8617,37000,4775,120723,27550,20850,5240,42650,101200,108900,55910,10658,69200,5099,60700,10553.0,5060,31666,,,2628,22000,,40150,64100,,34300,3880,17600,,69896,2250,,,4950,5450,4830,6250,9460,,52300.0,,20170,18600,48900,4510,,,16326,8340.0,12980,33350,4675,17351.0,10100,37250,38911,39600,,42959,,6640,151400,62500,7839,12829,829,6910,65700.0,,32450,21400,23100,5343,15350,61800,30000,8550,23500,,3520,88600,14950,13350,40350,,11450,7000.0,15050,12200,22200,,3011.0,31792,13800,7897,69500,17050,26200,,7760,11000,70000,36450,,54000.0,26248,93034.0,10871.0,145397,,11100,19650,21900,30550,2890,12000,,25500,,150600,5780,,25450,38450,45150,9660,,,13650,263500,9184,15300,6725,2580.0,19500,,17300,32600,16450.0,21650,7370,29750,20300,9190.0,,3686,15713,21750,139500,12500,7690,13250,2009,,81800,7975,,20947,8110,56300.0,2250,46600.0,11500,2556,5680,,3890,36648,23250,35500,8410,,24450,14500,1565,12850,15500,18200,72300,19900,22050,,,,5020,7250,,4500,,,24700,,28000,,8520,17280,7757,,21400,11750,10150,16050,,8940,12437,56100,11950,58570,2700.0,,20976,,24950,,25650,8710,,6883,4558,4595,49200,,5700,,,9270,26800,,49706,10650,17100,25550,25600,17000.0,,4575,12450,98800
2021-10-31,101279,58389,18707,19050.0,11250,16050,47050,34279,37761,10757,21350,12416,44950,,107300,40450,17222,26350,13440,,3445,30650,,,4780,1655,38500,92000,2715,180800,45550,261600.0,125000,22300,103900,15821,44550,9870,35000,19325,87500,2195,8226,3258.0,60100,18450,31300,11050,8026,34200,5030,93492,26650,19700,5200,52400,104400,118700,52372,10759,78200,5266,53200,9614.0,5240,28914,,,2526,20300,,41200,50200,,36700,3420,16750,,69024,2075,,,4960,5330,4690,6330,9670,,62800.0,,18047,16250,51100,4660,,,11072,8240.0,12980,34900,4780,17943.0,10450,35200,41560,43700,,41750,,6610,176400,54100,6903,14458,829,6650,79800.0,,35050,18350,22450,5508,14900,70300,34500,9170,25150,,3310,86100,13950,13500,44450,,11700,6650.0,14900,12200,23950,,3525.0,34972,15300,7695,82000,16100,26900,,8040,11000,182800,33500,,53100.0,25067,102477.0,12030.0,136887,,12350,18650,18850,28900,2905,12550,,27150,,193000,6010,,25650,42400,47800,8650,,,14500,283200,8175,15350,6825,2580.0,21850,,17050,32550,14050.0,25150,11850,28800,17400,9050.0,,3627,16764,19950,143200,13600,7300,13200,1596,,82600,7200,,19979,7950,44950.0,2520,49100.0,10550,2530,8220,,4440,33804,26200,33300,8940,,22200,11500,2340,12750,16400,18900,77000,21300,24300,,,,3910,7200,,4750,,,27600,,23050,,6720,13889,7757,,15850,12000,10200,14000,,9050,13298,47700,11850,46932,2490.0,,22024,,23700,,23000,8640,,6916,4341,4850,47600,,5980,,,9340,23850,,45974,23600,16350,23300,27000,13500.0,,4820,9450,128500
2021-11-30,134265,57304,23939,17850.0,16150,16050,42150,39645,32290,8925,19050,11783,48950,,102300,39000,19700,25950,12460,,2850,40250,,,5220,1400,36800,77200,2204,142300,42500,255800.0,144500,17300,131700,15222,47900,9480,33650,22000,125400,1590,6611,3083.0,53700,19600,32900,11550,8207,31250,3640,99021,25650,17700,4390,45400,121600,144400,61385,9747,67300,4050,75700,10329.0,4130,25825,,,2448,18000,,36350,39100,,31600,3480,15750,,73962,1687,,,4240,5220,3730,6160,9020,,51300.0,,16155,14550,60100,4240,,,14559,6530.0,12980,47800,4635,16474.0,9900,33700,33818,35100,,38768,,4700,135800,55300,6845,16262,829,6250,98600.0,,31350,14150,19600,6064,13650,55700,25100,7740,26950,,3095,84600,13200,13000,66800,104000.0,10150,5890.0,12150,11150,23800,,3525.0,29947,15650,7448,65600,13500,22800,,6900,11000,197000,32200,,45500.0,21528,77045.0,12917.0,119868,,11300,15850,17950,27350,2650,9800,,22100,,204100,5040,66100.0,24950,37900,51400,6540,,,12050,344800,7429,14350,6975,2995.0,19500,,16700,31000,12950.0,22900,9540,24100,16550,8050.0,,2977,14187,29000,102500,12800,5610,9770,1760,,79400,5550,,17074,7280,37950.0,2110,43300.0,9470,2259,14550,,3285,44419,29650,30150,14150,,16650,9970,2080,11900,17900,15350,74700,32800,26750,,,,4500,6930,,4680,,,23300,,20230,,6000,11147,7757,,13600,11850,9410,10800,,8130,11672,38000,12250,37154,2086.0,,20265,,21300,,22000,11100,,6266,4076,4605,40050,,5280,,,11050,28300,,41422,57800,15850,21300,24350,11100.0,,4285,8120,155200
2021-12-31,123739,63143,22392,27150.0,21000,16050,43350,39706,31214,10757,22100,24053,55800,,119500,42300,21627,35350,13300,,3145,45650,,,6500,1595,41000,82000,2226,153500,49950,278500.0,148500,18800,138300,17353,51700,11850,51000,26400,139200,1655,7242,3217.0,73700,23700,35650,17900,8060,36600,4120,105669,29750,17800,4980,50700,106600,153000,72466,11443,74200,4739,61000,8567.0,4445,35335,,,2520,26550,,41150,45950,,36800,4725,22150,,89064,2500,,,4730,6200,4000,7690,9450,,52500.0,,18416,16600,62800,5460,,,11897,7570.0,12980,43800,5010,19294.0,10050,36050,34175,34600,,40629,,5220,138800,56300,6954,18868,829,6570,91000.0,,38350,14400,21800,8015,15400,55700,32350,7980,28600,,5550,91000,14450,15100,68700,99700.0,10850,7010.0,12950,12250,22800,,3525.0,30350,23450,8012,98900,17700,26850,,7820,11000,177900,43250,,60200.0,24920,72183.0,14473.0,137713,,15300,17500,18500,34250,3620,11500,,23150,,202700,5710,81900.0,28800,46150,49950,7400,,,13850,348600,7811,16850,10275,2850.0,24100,,19450,35400,13250.0,32450,9140,27400,16700,7190.0,,3272,15138,26550,90600,15950,7410,10550,1867,,76800,6300,,18834,7150,47300.0,2760,50200.0,11600,2348,14750,,3405,39572,36100,35000,18050,,16900,9630,2210,13500,21200,16750,82400,33200,28650,,,,4630,9550,,5050,,,33300,,21840,,6410,11565,7757,,13500,14000,9360,11350,,8190,14447,35050,16000,38500,3015.0,,21551,,25200,,26950,10550,,7816,4449,4825,43050,,5960,,,13300,30850,,47700,46400,20000,32250,28900,13100.0,,4710,9140,158200
