출발일,code,name,유형,등급,국면,진입월,고점3M,고점6M,고점일수,고점일,고점월,창완결,ex_ret,ex_how,ex_bars,fwd40
2007-11-23,011790,SKC,A,C,실행,11,32.9,32.9,9,2007-12-06,12,True,0.1118143459915612,목표,1,-0.0717299578059071
2007-11-23,007570,일양약품,A,B,실행,11,59.3,59.3,16,2007-12-17,12,True,0.082142857142857,목표,1,0.2023809523809523
2007-11-23,004000,롯데정밀화학,A,A,실행,11,42.3,48.8,99,2008-04-22,4,True,0.1009615384615385,목표,3,0.1274038461538462
2007-12-10,008000,008000,A,B,실행,12,-0.1,19.0,108,2008-05-23,5,True,-0.0501061452513966,손절,1,-0.4402234636871508
2007-12-10,010620,010620,B,C,실행,12,7.1,7.1,11,2007-12-27,12,True,-0.0784116575591984,손절,21,-0.1475409836065574
2007-12-11,008000,008000,A,A,실행,12,3.5,24.3,107,2008-05-23,5,True,-0.0787383313885649,손절,3,-0.3990665110851809
2007-12-11,010620,010620,B,C,실행,12,4.4,4.4,10,2007-12-27,12,True,-0.1013285968028417,손절,20,-0.1332149200710478
2007-12-12,005160,동국산업,A,A,실행,12,6.3,38.3,114,2008-06-04,6,True,-0.0649139280125196,트레일,3,-0.1596244131455398
2007-12-18,003600,003600,B,C,실행,12,7.1,7.1,7,2008-01-02,1,True,-0.0865742707657205,손절,18,-0.1111111111111111
2007-12-21,011200,HMM,B,A,실행,12,11.8,18.1,70,2008-04-07,4,True,-0.0496231155778894,트레일,12,0.0113065326633166
2008-01-03,011200,HMM,B,B,실행,1,13.2,15.6,64,2008-04-07,4,True,-0.045510455104551,손절,2,-0.0615006150061501
2008-01-03,010620,010620,B,B,실행,1,3.5,3.5,1,2008-01-04,1,True,-0.0585294117647059,손절,6,-0.0257352941176471
2008-01-04,003600,003600,B,A,실행,1,4.5,4.5,4,2008-01-10,1,True,-0.0475346373989497,손절,1,-0.1349206349206348
2008-01-08,016360,삼성증권,B,C,실행,1,6.2,6.2,2,2008-01-10,1,True,-0.0873868263473054,손절,5,-0.2574850299401198
2008-01-08,005490,POSCO홀딩스,B,B,실행,1,3.9,12.4,86,2008-05-16,5,True,-0.0540703703703703,손절,8,-0.0574074074074074
2008-01-09,006800,미래에셋증권,B,A,실행,1,2.9,2.9,1,2008-01-10,1,True,-0.0790271739130434,손절,2,-0.2101449275362319
2008-01-11,010130,고려아연,A,C,실행,1,20.0,20.0,37,2008-03-07,3,True,-0.0611764705882352,손절,4,0.0235294117647058
2008-01-11,078930,GS,B,C,실행,1,-1.1,-1.1,1,2008-01-14,1,True,-0.081124067164179,손절,2,-0.230410447761194
2008-01-11,035250,강원랜드,B,C,실행,1,4.4,4.4,1,2008-01-14,1,True,-0.094598308668076,손절,5,-0.1331923890063424
2008-01-14,042660,한화오션,A,C,실행,1,9.6,20.5,86,2008-05-22,5,True,-0.0709558823529411,손절,4,-0.2598039215686275
2008-01-14,000830,000830,B,C,실행,1,24.0,32.5,67,2008-04-22,4,True,-0.0632224999999999,손절,6,0.0233333333333334
2008-01-14,009540,HD한국조선해양,B,C,실행,1,6.9,6.9,57,2008-04-07,4,True,-0.0739986928104575,손절,2,-0.0901960784313725
2008-01-14,071660,071660,A,C,실행,1,14.1,14.1,20,2008-02-14,2,True,0.0687382297551788,목표,3,-0.2203389830508474
2008-01-14,005960,동부건설,A,C,실행,1,2.9,20.0,92,2008-05-30,5,True,-0.0722077922077922,손절,1,-0.1532467532467533
2008-01-15,028050,삼성E&A,A,C,실행,1,38.9,38.9,22,2008-02-19,2,True,0.071969696969697,목표,2,0.0366161616161615
2008-01-15,049690,049690,A,A,실행,1,19.6,19.6,28,2008-02-27,2,True,-0.0950431034482757,손절,1,-0.2650862068965517
2008-01-15,010620,010620,A,B,실행,1,24.3,24.3,30,2008-02-29,2,True,-0.0646799116997793,손절,4,-0.0441501103752759
2008-01-15,000880,한화,B,C,실행,1,0.5,0.5,3,2008-01-18,1,True,-0.0721244131455398,손절,4,-0.2723004694835681
2008-01-15,077970,STX엔진,A,A,실행,1,9.0,15.9,83,2008-05-20,5,True,-0.0648418134377039,손절,1,-0.232876712328767
2008-01-15,009540,HD한국조선해양,B,A,실행,1,11.3,11.3,56,2008-04-07,4,True,-0.0362027210884353,손절,1,-0.0884353741496598
2008-01-16,011810,STX,A,B,실행,1,7.3,26.9,97,2008-06-11,6,True,-0.0740298507462685,트레일,3,-0.1686567164179104
2008-01-16,002990,금호건설,A,C,실행,1,8.5,8.5,32,2008-03-05,3,True,-0.0779148550724638,손절,1,-0.1956521739130435
2008-01-16,049690,049690,A,B,실행,1,40.5,40.5,27,2008-02-27,2,True,-0.0219746835443036,트레일,4,-0.1746835443037974
2008-01-16,089480,089480,A,B,실행,1,24.8,41.4,85,2008-05-23,5,True,-0.0783908045977013,손절,4,0.0229885057471264
2008-01-16,004980,성신양회,A,B,실행,1,5.0,5.0,1,2008-01-17,1,True,-0.05,손절,1,-0.4024844720496894
2008-01-16,053660,053660,A,B,실행,1,20.9,44.0,111,2008-07-01,7,True,-0.0522352941176472,손절,4,-0.1529411764705883
2008-01-16,069260,TKG휴켐스,A,C,실행,1,27.9,46.9,94,2008-06-05,6,True,0.0915119363395224,목표,20,0.1405835543766578
2008-01-16,067250,067250,A,A,실행,1,5.4,11.7,85,2008-05-23,5,True,-0.0618552083333333,손절,2,-0.235
2008-01-16,086280,현대글로비스,A,B,실행,1,21.8,45.4,74,2008-05-07,5,True,-0.0735679166666667,손절,4,-0.012
2008-01-16,046890,서울반도체,A,B,실행,1,9.0,9.0,53,2008-04-03,4,True,-0.0545130641330166,손절,1,-0.1496437054631829
2008-01-16,004020,현대제철,B,C,실행,1,14.3,33.5,80,2008-05-16,5,True,-0.0828316251830161,손절,4,-0.0439238653001463
2008-01-17,035420,NAVER,B,C,실행,1,17.8,17.8,51,2008-04-02,4,True,-0.0380288461538461,트레일,9,-0.0754807692307691
2008-01-18,000210,DL,B,C,실행,1,1.6,1.6,19,2008-02-19,2,True,-0.0886257053291537,손절,1,-0.2884012539184952
2008-01-21,002020,코오롱,A,C,실행,1,20.7,37.2,86,2008-05-29,5,True,-0.0536398467432951,손절,1,-0.0478927203065133
2008-01-22,030610,교보증권,A,B,실행,1,32.9,32.9,27,2008-03-04,3,True,0.1643835616438356,목표,3,0.1232876712328767
2008-01-22,006360,GS건설,A,A,실행,1,23.8,23.8,62,2008-04-23,4,True,-0.045823754789272,트레일,5,-0.0268199233716475
2008-01-22,025900,동화기업,A,B,실행,1,53.8,69.2,75,2008-05-15,5,True,-0.0646153846153845,손절,1,0.3435897435897437
2008-01-22,084730,팅크웨어,A,C,실행,1,32.4,32.4,33,2008-03-12,3,True,0.0948275862068965,목표,3,0.2241379310344826
2008-01-22,023410,유진기업,A,C,실행,1,12.5,12.5,3,2008-01-25,1,True,0.0865384615384614,목표,3,-0.0471153846153846
2008-01-22,014820,동원시스템즈,A,C,실행,1,19.7,41.2,96,2008-06-16,6,True,0.0694444444444444,목표,3,0.0208333333333332
2008-01-22,001440,대한전선,A,C,실행,1,48.1,48.1,51,2008-04-07,4,True,0.1385869565217392,목표,3,0.3369565217391306
2008-01-22,000155,두산우,A,A,실행,1,28.3,28.3,30,2008-03-07,3,True,0.0692307692307692,목표,3,0.0
2008-01-22,089480,089480,A,C,실행,1,47.5,63.8,81,2008-05-23,5,True,-0.05,손절,6,0.099866844207723
2008-01-22,016880,웅진,A,A,실행,1,42.4,42.4,33,2008-03-12,3,True,0.073487031700288,목표,1,0.2190201729106626
2008-01-22,003530,한화투자증권,A,C,실행,1,5.8,5.8,4,2008-01-28,1,True,-0.072051282051282,트레일,4,-0.2852564102564102
2008-01-22,012090,012090,A,B,실행,1,28.7,28.7,21,2008-02-25,2,True,0.1046511627906976,목표,1,-0.1395348837209303
2008-01-22,000150,두산,A,B,실행,1,38.3,49.0,87,2008-06-02,6,True,0.096551724137931,목표,3,0.106896551724138
2008-01-22,010060,OCI홀딩스,B,C,실행,1,108.8,123.2,78,2008-05-20,5,True,0.0897984886649874,트레일,6,0.7027707808564232
2008-01-22,034020,두산에너빌리티,A,B,실행,1,38.5,38.5,23,2008-02-27,2,True,0.1048780487804879,목표,3,0.2146341463414633
2008-01-22,012630,HDC,A,C,실행,1,16.2,16.2,3,2008-01-25,1,True,0.0847076461769116,목표,1,-0.1004497751124438
2008-01-22,003490,대한항공,B,A,실행,1,16.9,16.9,13,2008-02-13,2,True,-0.0064102564102564,트레일,28,-0.1221719457013574
2008-01-22,000210,DL,A,A,실행,1,23.2,23.2,17,2008-02-19,2,True,0.1064638783269962,목표,3,-0.091254752851711
2008-01-22,009410,태영건설,A,A,실행,1,6.8,6.8,3,2008-01-25,1,True,-0.0568198712570664,손절,6,-0.2146341463414633
2008-01-22,000880,한화,A,A,실행,1,13.4,13.4,54,2008-04-11,4,True,0.0797101449275361,목표,3,-0.0778985507246377
2008-01-22,022100,포스코DX,A,B,실행,1,29.0,29.0,48,2008-04-02,4,True,0.0880681818181818,목표,1,0.0761363636363636
2008-01-22,034830,한국토지신탁,A,A,실행,1,11.9,13.5,81,2008-05-23,5,True,0.0738993710691824,목표,3,0.0566037735849056
2008-01-22,016360,삼성증권,A,C,실행,1,26.6,26.6,50,2008-04-04,4,True,-0.0700436681222707,트레일,6,-0.007278020378457
2008-01-22,011810,STX,A,C,실행,1,34.4,57.1,93,2008-06-11,6,True,0.1256931608133087,목표,1,0.0831792975970426
2008-01-23,034020,두산에너빌리티,A,C,실행,1,42.0,42.0,22,2008-02-27,2,True,0.0749999999999999,목표,1,0.26
2008-01-23,066270,066270,A,B,실행,1,16.2,16.2,4,2008-01-29,1,True,0.1076320939334638,목표,3,-0.3933463796477495
2008-01-23,084730,팅크웨어,A,B,실행,1,39.1,39.1,32,2008-03-12,3,True,0.0996376811594204,목표,1,0.2663043478260869
2008-01-23,025900,동화기업,A,B,실행,1,53.8,69.2,74,2008-05-15,5,True,0.0782051282051281,목표,1,0.3512820512820513
2008-01-23,000215,DL우,A,B,실행,1,17.9,17.9,16,2008-02-19,2,True,-0.0462905982905983,트레일,6,-0.0666666666666666
2008-01-28,005830,DB손해보험,A,A,실행,1,15.6,15.6,15,2008-02-21,2,True,-0.0576819407008086,손절,2,0.0498652291105121
2008-01-28,001450,현대해상,A,B,실행,1,24.0,36.0,89,2008-06-11,6,True,0.0735694822888284,목표,1,0.2043596730245231
2008-01-29,000880,한화,A,C,실행,1,25.2,25.2,49,2008-04-11,4,True,-0.0652,손절,2,0.046
2008-01-29,000370,한화손해보험,A,A,실행,1,28.3,28.3,57,2008-04-23,4,True,-0.0597513227513226,손절,1,-0.1137566137566137
2008-01-29,014620,성광벤드,A,B,실행,1,67.4,95.1,73,2008-05-20,5,True,-0.0758024691358024,손절,1,0.3185185185185184
2008-01-29,004020,현대제철,B,C,실행,1,16.4,33.1,71,2008-05-16,5,True,-0.0855094890510949,손절,2,0.0058394160583941
2008-01-29,034020,두산에너빌리티,B,C,실행,1,32.7,32.7,18,2008-02-27,2,True,-0.0633607476635514,손절,1,0.266355140186916
2008-01-29,011810,STX,A,C,실행,1,32.4,54.8,88,2008-06-11,6,True,-0.0569216757741347,손절,1,0.2604735883424409
2008-01-29,023590,다우기술,A,C,실행,1,11.7,11.7,4,2008-02-04,2,True,0.0855119825708061,목표,4,-0.0697167755991285
2008-01-30,000150,두산,A,C,실행,1,56.6,68.8,81,2008-06-02,6,True,-0.05,손절,1,0.4921875
2008-01-30,009540,HD한국조선해양,A,C,실행,1,43.0,43.0,45,2008-04-07,4,True,0.0926573426573427,목표,1,0.2954545454545454
2008-01-30,012090,012090,A,B,실행,1,29.2,29.2,15,2008-02-25,2,True,0.0758754863813229,목표,4,-0.0972762645914396
2008-01-30,005880,대한해운,A,C,실행,1,84.2,97.1,72,2008-05-20,5,True,0.1208333333333331,목표,1,0.55
2008-01-30,001440,대한전선,A,C,실행,1,48.7,48.7,45,2008-04-07,4,True,0.0777626193724418,목표,3,0.457025920873124
2008-01-31,000150,두산,A,C,실행,1,55.4,67.4,80,2008-06-02,6,True,0.0833333333333332,목표,2,0.4108527131782946
2008-01-31,006260,LS,A,B,실행,1,45.3,51.5,87,2008-06-12,6,True,0.0817039106145252,목표,2,0.2290502793296089
2008-01-31,034020,두산에너빌리티,A,C,실행,1,54.2,54.2,16,2008-02-27,2,True,0.0808903365906623,목표,1,0.3897937024972855
2008-02-12,066570,LG전자,B,C,실행,2,85.5,89.4,64,2008-05-16,5,True,0.273957158962796,목표,17,0.4994363021420518
2008-03-04,049690,049690,A,B,실행,3,1.4,1.4,1,2008-03-05,3,True,-0.0577832194381171,손절,1,-0.2665148063781322
2008-03-05,049690,049690,A,A,실행,3,0.9,0.9,62,2008-06-05,6,True,-0.0599246212121213,손절,2,-0.2477272727272728
2008-03-10,002780,진흥기업,A,B,실행,3,22.6,22.6,15,2008-03-31,3,True,0.0961070559610706,목표,1,0.004866180048662
2008-03-10,000720,현대건설,B,C,실행,3,12.1,12.1,29,2008-04-21,4,True,-0.086592899408284,손절,5,0.0248520710059172
2008-03-10,012090,012090,A,B,실행,3,18.8,18.8,59,2008-06-05,6,True,0.0749999999999999,목표,2,-0.1499999999999999
2008-03-10,034020,두산에너빌리티,B,C,실행,3,12.7,12.7,14,2008-03-28,3,True,-0.0663934426229507,트레일,5,-0.0901639344262295
2008-03-10,030610,교보증권,A,B,실행,3,20.7,20.7,61,2008-06-10,6,True,0.0682414698162729,목표,1,-0.0393700787401575
2008-03-10,003480,한진중공업홀딩스,A,B,실행,3,16.2,16.2,20,2008-04-07,4,True,0.0818759936406994,목표,2,0.0461049284578696
2008-03-11,000155,두산우,A,B,실행,3,13.7,13.7,14,2008-03-31,3,True,-0.0533086876155267,트레일,5,-0.0896487985212569
2008-03-13,003490,대한항공,A,C,실행,3,4.4,4.4,7,2008-03-24,3,True,-0.0718971631205673,손절,1,-0.0957446808510638
2008-03-13,064420,064420,A,A,실행,3,15.8,15.8,51,2008-05-29,5,True,-0.0617336309523809,손절,2,0.0255102040816326
2008-03-14,034020,두산에너빌리티,B,C,실행,3,13.6,13.6,10,2008-03-28,3,True,-0.034090909090909,트레일,18,-0.128099173553719
2008-03-17,037620,037620,B,C,실행,3,30.2,30.2,14,2008-04-04,4,True,0.1070564516129033,트레일,30,0.0685483870967742
2008-04-02,034020,두산에너빌리티,B,C,실행,4,4.8,4.8,2,2008-04-04,4,True,-0.0976294820717131,손절,6,-0.0796812749003984
2008-04-04,035420,NAVER,B,C,실행,4,6.1,6.1,18,2008-05-02,5,True,-0.0896825327510917,손절,9,-0.1331877729257642
2008-04-14,000150,두산,A,B,실행,4,29.7,29.7,32,2008-06-02,6,True,0.0735735735735736,목표,2,0.177177177177177
2008-04-16,011400,011400,A,A,실행,4,16.8,16.8,12,2008-05-06,5,True,0.0781021897810219,목표,1,-0.1094890510948904
2008-04-25,000370,한화손해보험,A,A,주의,4,9.9,9.9,1,2008-04-28,4,True,-0.0603170155993432,손절,1,-0.2931034482758621
2008-05-07,035420,NAVER,A,B,주의,5,5.8,5.8,8,2008-05-20,5,True,-0.0674089430894309,손절,21,-0.2024390243902438
2008-05-14,027970,한국제지,A,C,주의,5,16.1,16.1,15,2008-06-04,6,True,-0.0704301075268818,손절,2,-0.3390681003584229
2008-06-04,003550,LG,B,C,실행,6,0.4,0.4,5,2008-06-12,6,True,-0.0945383597883599,손절,13,-0.1349206349206348
2008-06-11,000150,두산,B,C,실행,6,-1.2,-1.2,1,2008-06-12,6,True,-0.0908345679012345,손절,4,-0.217283950617284
2008-06-13,012650,012650,A,C,실행,6,21.2,21.2,9,2008-06-26,6,True,0.0714285714285714,목표,3,-0.1719576719576718
2008-06-13,005880,대한해운,A,B,실행,6,16.4,16.4,33,2008-07-30,7,True,0.1029850746268656,목표,3,-0.0208955223880598
2008-06-13,093370,후성,A,C,실행,6,19.3,19.3,45,2008-08-18,8,True,-0.0574311926605504,트레일,2,-0.0435779816513761
2008-06-13,011810,STX,A,B,실행,6,3.7,3.7,1,2008-06-16,6,True,-0.0558944746376811,손절,1,-0.3600543478260869
2008-06-16,005880,대한해운,A,B,실행,6,15.4,15.4,32,2008-07-30,7,True,0.0739644970414201,목표,2,-0.044378698224852
2008-06-25,000610,000610,A,A,실행,6,13.8,13.8,1,2008-06-26,6,True,0.0829493087557604,목표,1,-0.3474654377880184
2008-06-25,000990,DB하이텍,A,B,실행,6,7.0,7.0,1,2008-06-26,6,True,-0.05,손절,5,-0.0986046511627907
2008-06-26,006380,카프로,A,B,실행,6,8.9,8.9,45,2008-08-29,8,True,-0.05,손절,1,0.0
2008-06-27,012650,012650,A,C,실행,6,18.9,18.9,11,2008-07-14,7,True,-0.0731081081081082,손절,4,-0.3189189189189189
2008-06-30,066570,LG전자,B,C,실행,6,4.6,4.6,31,2008-08-12,8,True,-0.0887729957805907,손절,8,-0.1223628691983121
2008-07-01,000400,롯데손해보험,A,C,실행,7,5.0,5.0,12,2008-07-17,7,True,-0.0542986425339366,손절,1,-0.2733031674208145
2008-07-03,053660,053660,A,A,실행,7,13.9,13.9,20,2008-07-31,7,True,0.0731707317073169,목표,6,0.0195121951219512
2008-07-03,010060,OCI홀딩스,B,B,실행,7,23.6,23.6,20,2008-07-31,7,True,-0.0471268057784911,손절,1,-0.0449438202247191
2008-07-03,014820,동원시스템즈,A,C,실행,7,5.1,5.1,1,2008-07-04,7,True,-0.0754185022026431,트레일,3,-0.2070484581497796
2008-07-07,072870,메가스터디,A,C,실행,7,5.4,5.4,25,2008-08-11,8,True,-0.05,손절,1,-0.1769230769230768
2008-07-08,045890,045890,A,C,실행,7,56.8,56.8,16,2008-07-30,7,True,0.075310559006211,목표,1,-0.1413043478260869
2008-07-15,016990,016990,A,B,실행,7,10.1,10.1,12,2008-07-31,7,True,-0.0546197646804836,손절,1,-0.0673575129533678
2008-08-04,010060,OCI홀딩스,B,C,실행,8,0.7,0.7,1,2008-08-05,8,True,-0.091048951048951,손절,6,-0.144055944055944
2008-08-05,084010,대한제강,A,A,실행,8,7.3,7.3,34,2008-09-24,9,True,-0.0698978102189781,트레일,9,-0.0978102189781022
2008-08-05,053660,053660,A,C,실행,8,18.1,18.1,8,2008-08-18,8,True,0.0725190839694658,목표,2,-0.248091603053435
2008-08-06,010060,OCI홀딩스,B,A,실행,8,3.4,3.4,1,2008-08-07,8,True,-0.0428571428571428,손절,4,-0.1458026509572901
2008-09-01,010780,아이에스동서,A,B,실행,9,52.2,52.2,7,2008-09-10,9,True,-0.0499999999999999,손절,1,-0.7074626865671642
2008-09-02,011760,현대코퍼레이션,A,C,실행,9,12.0,12.0,7,2008-09-11,9,True,0.0757211538461537,목표,4,-0.6158653846153845
2008-09-02,008320,008320,A,B,실행,9,23.0,23.0,2,2008-09-04,9,True,-0.0517798594847775,손절,1,-0.5831381733021077
2008-09-16,010780,아이에스동서,A,C,실행,9,14.1,14.1,5,2008-09-23,9,True,0.0010000000000001,트레일,2,-0.6174999999999999
2008-09-17,001260,남광토건,A,A,실행,9,-2.0,-2.0,2,2008-09-19,9,True,-0.0567195121951223,손절,1,-0.7121951219512195
2008-10-06,036490,036490,A,C,실행,10,6.3,6.3,7,2008-10-15,10,True,-0.0755988023952095,손절,2,-0.3038922155688622
2008-10-06,068270,셀트리온,A,B,실행,10,66.2,181.7,125,2009-04-06,4,True,-0.0723119650050354,손절,1,0.0015105740181269
2008-10-07,068270,셀트리온,A,A,실행,10,94.5,193.7,124,2009-04-06,4,True,0.1078740157480315,목표,1,0.0267716535433071
2008-10-16,002320,한진,A,C,실행,10,9.1,9.1,50,2008-12-26,12,True,-0.0649999999999999,트레일,4,-0.0894886363636363
2008-10-16,000270,기아,A,B,실행,10,5.3,5.3,11,2008-10-31,10,True,-0.05,손절,1,-0.3460176991150442
2008-10-23,001430,세아베스틸지주,A,B,실행,10,5.5,5.5,6,2008-10-31,10,True,-0.1070496083550913,손절,1,-0.0731070496083551
2008-10-24,015940,015940,A,C,실행,10,16.8,16.8,17,2008-11-18,11,True,-0.12,트레일,2,0.0756756756756755
2008-10-27,068270,셀트리온,A,A,실행,10,96.0,196.0,110,2009-04-06,4,True,-0.0577407407407408,손절,1,0.56984126984127
2008-11-19,000670,영풍,A,B,실행,11,59.8,59.8,14,2008-12-09,12,True,-0.0864534883720932,손절,1,0.2790697674418603
2008-12-03,003240,태광산업,A,B,실행,12,12.0,12.0,18,2008-12-30,12,True,0.0733267716535432,목표,3,-0.1535433070866141
2009-02-26,006120,SK디스커버리,A,C,실행,2,87.1,123.1,125,2009-08-24,8,True,0.0745614035087718,목표,4,0.6169590643274854
2009-03-20,011760,현대코퍼레이션,A,C,실행,3,22.0,22.0,14,2009-04-09,4,True,0.07,목표,4,-0.0028571428571428
2009-03-30,022100,포스코DX,A,B,실행,3,54.8,54.8,18,2009-04-23,4,True,0.0747126436781608,목표,2,0.1570881226053639
2009-04-17,001740,SK네트웍스,A,B,실행,4,65.6,65.6,25,2009-05-26,5,True,0.0769230769230768,목표,2,0.3574660633484163
2009-05-22,000660,SK하이닉스,A,B,실행,5,59.3,78.7,74,2009-09-03,9,True,-0.05,손절,1,0.2332015810276679
2009-05-26,008320,008320,A,C,실행,5,6.8,6.8,10,2009-06-09,6,True,-0.0637903225806451,손절,1,-0.0999999999999999
2009-06-04,086790,하나금융지주,A,B,실행,6,42.9,60.0,84,2009-09-30,9,True,0.0727969348659003,목표,5,0.3237547892720307
2009-06-09,005380,현대차,B,C,실행,6,73.5,73.5,61,2009-09-02,9,True,0.1117647058823529,목표,13,0.3735294117647059
2009-06-15,004550,004550,A,A,실행,6,17.0,17.0,57,2009-09-02,9,True,-0.0794330357142858,손절,4,-0.0267857142857143
2009-06-18,022100,포스코DX,A,B,실행,6,18.4,30.4,75,2009-10-01,10,True,-0.0560253699788583,손절,3,0.0570824524312896
2009-06-29,053660,053660,A,B,실행,6,11.4,11.4,33,2009-08-13,8,True,-0.0846913580246913,트레일,7,-0.1543209876543209
2009-06-29,012630,HDC,A,B,실행,6,19.7,19.7,54,2009-09-11,9,True,0.0752487562189054,목표,2,0.0671641791044777
2009-06-29,023160,태광,A,B,실행,6,14.3,25.2,114,2009-12-07,12,True,0.0752351097178682,목표,6,-0.067398119122257
2009-06-30,053660,053660,A,B,실행,6,20.1,20.1,32,2009-08-13,8,True,0.0865224625623961,목표,2,-0.0948419301164724
2009-06-30,089480,089480,A,C,실행,6,10.8,10.8,5,2009-07-07,7,True,0.0814606741573034,목표,5,-0.3103932584269663
2009-07-02,096770,SK이노베이션,B,C,실행,7,43.6,43.6,62,2009-09-28,9,True,-0.0323076923076922,트레일,33,0.0615384615384615
2009-07-09,066970,엘앤에프,A,C,실행,7,68.9,68.9,43,2009-09-08,9,True,-0.0885392320534224,손절,1,0.5292153589315527
2009-07-10,066970,엘앤에프,A,A,실행,7,83.0,83.0,42,2009-09-08,9,True,-0.0006509945750452,트레일,8,0.6672694394213381
2009-07-13,005160,동국산업,A,C,실행,7,44.0,44.0,23,2009-08-13,8,True,0.0737359550561798,목표,3,0.0814606741573034
2009-07-13,000060,000060,A,C,실행,7,57.0,57.0,50,2009-09-21,9,True,-0.0620253164556962,손절,1,0.4773960216998192
2009-07-13,000660,SK하이닉스,B,C,실행,7,59.2,77.5,124,2010-01-07,1,True,0.1901408450704225,목표,6,0.4753521126760562
2009-07-14,024110,기업은행,B,C,실행,7,36.5,36.5,47,2009-09-17,9,True,0.0739130434782608,목표,2,0.2173913043478261
2009-07-14,077970,STX엔진,A,B,실행,7,34.4,34.4,22,2009-08-13,8,True,0.0837053571428572,목표,2,0.015625
2009-07-14,004940,004940,B,C,실행,7,49.8,54.8,93,2009-11-23,11,True,0.1222444889779559,목표,11,0.1022044088176352
2009-07-14,001740,SK네트웍스,A,C,실행,7,23.4,23.4,44,2009-09-14,9,True,0.0787234042553191,목표,4,0.0893617021276595
2009-07-14,006260,LS,A,B,실행,7,36.2,44.8,121,2010-01-05,1,True,0.0730061349693251,목표,4,0.0527607361963189
2009-08-17,085310,엔케이,A,B,관찰만,8,3.6,12.9,109,2010-01-21,1,True,-0.0776699029126214,손절,4,-0.0388349514563106
2009-08-18,044490,태웅,A,C,관찰만,8,8.6,25.1,104,2010-01-15,1,True,-0.0604141291108404,손절,16,-0.0596833130328867
2009-08-18,053660,053660,A,C,관찰만,8,5.6,17.1,108,2010-01-21,1,True,-0.0704900181488202,트레일,9,-0.1379310344827586
2009-08-18,096770,SK이노베이션,B,C,관찰만,8,45.8,45.8,29,2009-09-28,9,True,0.2447916666666667,목표,16,0.1822916666666667
2009-08-19,011200,HMM,A,C,관찰만,8,12.0,15.6,80,2009-12-10,12,True,0.0777777777777777,목표,2,0.0314814814814814
2009-09-21,066970,엘앤에프,A,B,관찰만,9,5.0,5.0,1,2009-09-22,9,True,-0.0659037037037036,손절,3,-0.437037037037037
2009-09-25,004800,효성,A,A,관찰만,9,27.1,33.8,72,2010-01-11,1,True,-0.0636680911680912,손절,6,0.1524216524216524
2009-10-01,010060,OCI홀딩스,B,C,관찰만,10,-0.2,-0.2,10,2009-10-16,10,True,-0.0872125748502994,손절,2,-0.2035928143712575
2009-10-05,010060,OCI홀딩스,A,B,실행,10,8.0,8.0,9,2009-10-16,10,True,0.070194384449244,목표,8,-0.1425485961123109
2009-10-06,034220,LG디스플레이,B,C,실행,10,32.8,37.9,124,2010-04-05,4,True,-0.0939626749611197,손절,17,0.0575427682737168
2009-10-06,000700,유수홀딩스,A,C,실행,10,37.9,68.3,104,2010-04-06,4,True,0.0747922437673129,목표,2,-0.0818658488326077
2009-11-17,003190,003190,A,A,실행,11,34.6,34.6,41,2010-01-18,1,True,0.0871559633027521,목표,2,0.2823649337410803
2009-11-27,000830,000830,A,B,실행,11,54.7,54.7,36,2010-01-21,1,True,0.0822784810126582,목표,3,0.3739930955120829
2009-11-27,000720,현대건설,A,C,실행,11,20.5,20.5,20,2009-12-28,12,True,0.0689655172413792,목표,11,0.0078369905956112
2009-11-30,096770,SK이노베이션,B,C,실행,11,15.6,18.8,90,2010-04-12,4,True,-0.0174311926605504,트레일,38,-0.0045871559633027
2009-12-30,020560,아시아나항공,A,C,관찰만,12,18.2,177.1,123,2010-06-30,6,True,0.0692729766803841,목표,1,0.0397805212620028
2010-01-15,023530,롯데쇼핑,B,C,관찰만,1,10.8,18.4,112,2010-06-29,6,True,0.0913539967373573,만기,40,0.0913539967373573
2010-01-25,006360,GS건설,B,C,관찰만,1,8.2,8.2,39,2010-03-23,3,True,-0.0965786694825765,손절,5,0.0464625131995775
2010-01-26,085660,차바이오텍,A,A,관찰만,1,20.7,20.7,38,2010-03-23,3,True,-0.0535375375375376,손절,2,0.0810810810810811
2010-01-29,035080,그래디언트,A,C,실행,1,11.5,11.5,2,2010-02-02,2,True,0.1140089418777943,목표,2,-0.0611028315946348
2010-02-01,006400,삼성SDI,B,C,실행,2,17.5,41.0,114,2010-07-16,7,True,0.0597014925373133,만기,40,0.0597014925373133
2010-02-08,035080,그래디언트,A,B,실행,2,9.9,9.9,6,2010-02-17,2,True,0.0701892744479493,목표,6,-0.0488958990536276
2010-02-08,004020,현대제철,B,C,실행,2,24.6,48.7,122,2010-08-04,8,True,0.1499999999999999,만기,40,0.1499999999999999
2010-02-08,089240,089240,A,C,실행,2,23.3,23.3,18,2010-03-08,3,False,0.0759429153924566,목표,14,
2010-02-19,035080,그래디언트,A,B,실행,2,15.2,15.2,16,2010-03-16,3,True,0.076086956521739,목표,10,-0.0618729096989967
2010-03-15,069260,TKG휴켐스,A,C,관찰만,3,11.0,36.1,121,2010-09-03,9,True,0.0707269155206287,목표,2,-0.0235756385068761
