순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가,구분
1,131760,파인텍,KOSDAQ,30.00,2340,3705074624,1673149,20325979440,Y,저유동주의
2,002787,진흥기업2우B,KOSPI,29.97,3795,197798800,57644,1118796360,Y,저유동주의
3,226330,신테카바이오,KOSDAQ,29.96,1835,2000437416,1139979,44514301625,Y,저유동주의
4,032685,소프트센우,KOSDAQ,29.93,9030,1191960,132,644398860,Y,저유동주의
5,044340,위닉스,KOSDAQ,29.93,4905,27749178898,6174907,87669149625,Y,실체급등
6,069920,엑시온그룹,KOSDAQ,29.92,1207,625352904,568498,11220900847,Y,저유동주의
7,368600,아이씨에이치,KOSDAQ,29.90,795,775484862,1065778,20507354925,Y,동전주
8,354200,엔젠바이오,KOSDAQ,29.90,2585,7082105240,2902920,23101067055,Y,실체급등
9,011155,CJ씨푸드1우,KOSPI,29.89,6780,209410280,31830,1356000000,Y,저유동주의
10,333430,일승,KOSDAQ,29.86,4110,7111670007,1780739,126286930170,Y,실체급등
11,176750,듀켐바이오,KOSDAQ,29.84,7310,225308820,30822,208252543200,Y,저유동주의
12,004415,서울식품우,KOSPI,29.67,6600,385439580,61236,1468170000,Y,저유동주의
13,460930,현대힘스,KOSDAQ,22.50,15950,115385189950,7297537,566395202450,,실체급등
14,032790,엠젠솔루션,KOSDAQ,16.02,1166,1075852841,923551,29943003596,,저유동주의
15,037070,파세코,KOSDAQ,15.23,6810,56778521020,8423582,136200000000,,실체급등
