star,code,name,ap,order,pbr,deep,bounce,imae,fmae,ext,r20,c,buy,stop,resist,vflag,tag
✦,005930,삼성전자,과열보류,혼조,5.22,0,0,1,0,1.38,4.0,281500,246275,237750,374500,소진,사냥터·테마
✦,049630,재영솔루텍,과열보류,혼조,1.67,0,0,0,0,1.38,16.0,7360,6527,5888,12260,증가⚠,사냥터
✦,080220,제주반도체,과열보류,혼조,15.41,0,0,0,0,1.38,-9.0,73500,73570,58800,138000,보합,사냥터
✦,131760,파인텍,과열보류,혼조,0.6,0,0,0,0,1.38,-4.0,1723,1763,1414,5800,소진,사냥터
✦,079940,가비아,과열보류,정배열,2.19,0,0,0,1,1.39,-6.0,44850,45635,39894,47900,소진,사냥터
✦,144960,뉴파워프라즈마,과열보류,정배열,1.15,0,0,0,0,1.39,-3.0,9740,10368,7792,13280,보합,사냥터
✦,001820,삼화콘덴서,과열보류,혼조,5.66,0,0,0,0,1.41,0.0,90600,82490,72480,196800,소진,사냥터
✦,319660,피에스케이,과열보류,혼조,10.54,0,0,0,0,1.41,-22.0,122200,127755,97760,219500,소진,사냥터·테마
✦,094840,슈프리마에이치큐,과열보류,정배열,0.49,0,0,0,0,1.44,-0.0,12950,13736,10746,15600,보합,사냥터
✦,095610,테스,과열보류,혼조,9.42,0,0,0,0,1.46,-14.0,132900,134175,106320,236500,소진,사냥터·테마
✦,192820,코스맥스,과열보류,혼조,3.15,0,0,0,1,1.47,53.0,271000,213520,229053,274000,보합,사냥터
✦,402340,SK스퀘어,과열보류,혼조,8.1,0,0,1,0,1.47,-8.0,1123000,1024400,898400,2189000,소진,사냥터
✦,017900,광전자,과열보류,혼조,1.39,0,0,0,0,1.51,31.0,7940,6985,6352,13510,소진,사냥터
✦,219130,타이거일렉,과열보류,정배열,6.51,0,0,0,0,1.52,-13.0,64300,70125,51440,87900,증가⚠,사냥터
✦,098120,마이크로컨텍솔,과열보류,정배열,2.54,0,0,0,0,1.55,67.0,39800,26764,32032,42450,증가⚠,사냥터
✦,041830,인바디,과열보류,정배열,2.43,0,0,1,0,1.58,22.0,59800,58952,47840,73500,소진,사냥터
✦,032580,피델릭스,과열보류,혼조,3.65,0,0,0,1,1.59,-19.0,3920,4168,3136,9790,소진,사냥터
✦,092190,서울바이오시스,과열보류,혼조,3.98,0,0,0,0,1.61,51.0,8510,6265,6808,14250,증가⚠,사냥터
✦,131290,티에스이,과열보류,혼조,6.91,0,0,0,0,1.61,-7.0,222000,215385,177600,294000,증가⚠,사냥터
✦,192410,오늘이엔엠,과열보류,정배열,25.48,0,0,0,0,1.61,22.0,5080,4332,4064,6500,소진,사냥터
✦,009150,삼성전기,과열보류,혼조,17.29,0,0,0,0,1.66,-9.0,1316000,1275450,1052800,2417000,보합,사냥터
✦,161890,한국콜마,과열보류,정배열,2.58,0,0,1,1,1.68,33.0,136700,112545,113557,144000,보합,사냥터
✦,006340,대원전선,과열보류,정배열,6.75,0,0,0,0,1.7,-7.0,13250,13883,10600,16370,소진,사냥터
✦,036930,주성엔지니어링,과열보류,혼조,15.55,0,0,0,0,1.73,3.0,168600,148110,134880,283000,소진,사냥터·테마
✦,241710,코스메카코리아,과열보류,정배열,2.92,0,0,0,0,1.73,65.0,137300,101870,109840,143300,소진,사냥터
✦,320000,한울반도체,과열보류,혼조,2.7,0,0,0,0,1.75,-31.0,9970,11208,7976,29050,소진,사냥터
✦,011930,신성이엔지,과열보류,혼조,1.67,0,0,0,0,1.96,-3.0,15780,15534,12857,29700,소진,사냥터
✦,024850,HLB이노베이션,과열보류,혼조,1.67,0,0,0,0,1.96,59.0,13890,11241,11112,18740,소진,사냥터
✦,079190,케스피온,과열보류,정배열,0.81,0,0,0,0,2.05,12.0,1236,1218,988,1966,증가⚠,사냥터
✦,227950,엔투텍,과열보류,정배열,0.29,0,0,1,1,2.18,26.0,1434,1264,1147,2450,증가⚠,사냥터
✦,159010,아스플로,과열보류,혼조,6.19,0,0,0,0,2.19,42.0,21650,17901,17320,24400,보합,사냥터
✦,049080,기가레인,과열보류,정배열,1.26,0,0,0,0,3.37,-10.0,7800,8327,6240,14950,소진,사냥터
✦,061970,LB세미콘,하락회피,역배열,1.03,0,0,0,0,1.06,16.0,4860,,3888,6710,증가⚠,사냥터
✦,217190,제너셈,하락회피,역배열,1.62,0,0,0,0,1.04,18.0,6290,,5032,7800,증가⚠,사냥터
✦,091580,상신이디피,하락회피,역배열,1.34,0,0,0,0,1.01,13.0,17050,,13640,24000,증가⚠,사냥터·테마
✦,000850,화천기공,하락회피,역배열,0.23,0,0,0,0,0.99,7.0,35650,,32194,42850,증가⚠,사냥터
✦,080580,오킨스전자,하락회피,역배열,6.05,0,0,0,0,1.11,30.0,16700,,13360,23650,증가⚠,사냥터
✦,204270,제이앤티씨,하락회피,역배열,4.27,0,0,0,0,0.98,26.0,19000,,15289,25250,증가⚠,사냥터
✦,108490,로보티즈,하락회피,역배열,11.98,0,0,0,0,0.97,17.0,254000,,203200,464000,증가⚠,사냥터·테마
✦,032820,우리기술,하락회피,역배열,16.16,0,0,0,0,0.96,9.0,11890,,9570,17570,소진,사냥터
✦,012450,한화에어로스페이스,하락회피,역배열,5.29,0,0,0,1,0.94,13.0,1085000,,903750,1304000,보합,사냥터·테마
✦,033240,자화전자,하락회피,역배열,1.31,0,0,0,0,0.93,14.0,29250,,23400,48900,증가⚠,사냥터
✦,092870,엑시콘,하락회피,역배열,1.31,0,0,0,0,0.93,36.0,21300,,17040,36450,증가⚠,사냥터
✦,302430,이노메트리,하락회피,역배열,1.07,0,0,0,0,0.93,15.0,6650,,5654,10500,증가⚠,사냥터
✦,357780,솔브레인,하락회피,역배열,2.65,0,0,0,0,0.93,10.0,326000,,278321,473500,소진,사냥터
✦,396470,워트,하락회피,역배열,1.4,0,0,0,0,0.93,18.0,6490,,5192,9480,증가⚠,사냥터
✦,073490,LIG아큐버,하락회피,역배열,1.22,0,0,1,1,0.92,1.0,30200,,25494,48650,소진,사냥터
✦,323280,태성,하락회피,역배열,10.15,0,0,0,0,0.92,38.0,48450,,38760,73100,소진,사냥터
✦,036200,유니셈,하락회피,역배열,1.3,0,0,0,0,0.91,15.0,9020,,7545,14390,증가⚠,사냥터
✦,004490,세방전지,하락회피,역배열,0.42,0,0,0,0,0.9,1.0,54500,,49517,65000,증가⚠,사냥터
✦,010130,고려아연,하락회피,역배열,2.01,0,0,0,1,0.9,19.0,1237000,,990571,1445000,보합,사냥터
✦,036540,SFA반도체,하락회피,역배열,2.05,0,0,0,0,0.9,1.0,5560,,4464,11370,소진,사냥터
✦,056190,에스에프에이,하락회피,역배열,0.72,0,0,0,0,0.9,12.0,23700,,20382,32800,보합,사냥터
✦,128940,한미약품,하락회피,역배열,4.03,0,0,0,0,0.9,7.0,415500,,360723,578000,보합,사냥터
✦,368770,파이버프로,하락회피,역배열,9.86,0,0,0,0,0.9,1.0,13220,,10576,20750,보합,사냥터
✦,103590,일진전기,하락회피,역배열,6.18,0,0,0,0,0.89,-2.0,65600,,53117,107500,소진,사냥터·테마
✦,265520,AP시스템,하락회피,역배열,0.89,0,0,1,1,0.89,-3.0,18880,,16508,28150,소진,사냥터
✦,425420,티에프이,하락회피,역배열,4.31,0,0,0,0,0.89,13.0,40800,,32640,61700,증가⚠,사냥터
✦,114810,한솔아이원스,하락회피,역배열,1.86,0,0,0,0,0.88,3.0,12190,,9752,16900,소진,사냥터
✦,171090,선익시스템,하락회피,역배열,3.66,0,0,0,0,0.88,14.0,64900,,53096,94700,소진,사냥터
✦,047810,한국항공우주,하락회피,역배열,7.8,0,0,1,1,0.87,-21.0,130000,,106589,175200,소진,사냥터·테마
✦,124500,아이티센글로벌,하락회피,역배열,4.48,0,0,1,0,0.87,39.0,32550,,26040,49800,증가⚠,사냥터
✦,200470,에이팩트,하락회피,역배열,4.92,0,0,0,0,0.87,22.0,6190,,4952,13100,증가⚠,사냥터
✦,045390,대아티아이,하락회피,역배열,1.26,0,0,0,1,0.86,27.0,3240,,2676,3690,증가⚠,사냥터
✦,373220,LG에너지솔루션,하락회피,역배열,4.19,0,0,1,1,0.86,-1.0,343500,,303410,497500,보합,사냥터·테마
✦,007660,이수페타시스,하락회피,역배열,11.21,0,0,1,0,0.85,6.0,99300,,80282,150100,증가⚠,사냥터
✦,017800,현대엘리베이터,하락회피,역배열,1.9,0,0,1,0,0.85,3.0,72200,,64950,85000,증가⚠,사냥터
✦,078350,한양디지텍,하락회피,역배열,2.05,0,0,0,1,0.85,1.0,21300,,17040,41750,보합,사냥터
✦,082740,한화엔진,하락회피,역배열,7.65,0,0,0,1,0.85,-12.0,44100,,35537,77700,소진,사냥터
✦,489790,한화비전,하락회피,역배열,3.15,0,0,1,1,0.85,12.0,51200,,42798,82000,보합,사냥터
✦,006910,보성파워텍,하락회피,역배열,3.24,0,0,0,0,0.82,-5.0,6600,,5330,11070,보합,사냥터
✦,051600,한전KPS,하락회피,역배열,1.48,0,0,1,0,0.82,-6.0,43800,,39880,63900,보합,테마
✦,272110,케이엔제이,하락회피,역배열,2.47,0,0,0,0,0.82,-14.0,24450,,19560,40900,보합,사냥터
✦,336260,두산퓨얼셀,하락회피,혼조,12.47,0,0,1,0,0.82,-19.0,37000,,29600,108900,소진,사냥터
✦,036890,진성티이씨,하락회피,역배열,0.96,0,0,0,0,0.81,-16.0,11900,,10151,16600,증가⚠,사냥터
✦,078150,HB테크놀러지,하락회피,역배열,0.7,0,0,0,0,0.81,-1.0,1882,,1596,4455,보합,사냥터
✦,110990,디아이티,하락회피,역배열,1.57,0,0,0,0,0.81,-12.0,15550,,13110,27100,보합,사냥터
✦,149950,아바텍,하락회피,혼조,1.04,0,0,0,1,0.8,-11.0,8510,,6808,18820,보합,사냥터
✦,294630,서남,하락회피,역배열,7.2,0,0,0,0,0.8,-5.0,2585,,2136,4040,소진,사냥터
✦,329180,HD현대중공업,하락회피,역배열,6.65,0,0,1,0,0.8,-9.0,453000,,391660,765000,소진,테마
✦,060720,KH바텍,하락회피,역배열,0.86,0,0,0,0,0.79,-1.0,10010,,8526,13580,소진,사냥터
✦,297890,HB솔루션,하락회피,역배열,0.55,0,0,0,0,0.79,-4.0,1638,,1437,2435,소진,사냥터
✦,005070,코스모신소재,하락회피,역배열,2.57,0,0,0,0,0.78,-3.0,37500,,31571,58400,소진,사냥터
✦,033790,피노,하락회피,역배열,4.98,0,0,0,0,0.78,-6.0,5590,,4472,12080,보합,사냥터
✦,089890,코세스,하락회피,혼조,6.74,0,0,0,0,0.78,-19.0,22050,,17640,42400,보합,사냥터
✦,091700,파트론,하락회피,역배열,0.56,0,0,0,0,0.78,-6.0,5480,,5074,7280,소진,사냥터
✦,336370,솔루스첨단소재,하락회피,역배열,1.17,0,0,0,0,0.78,-4.0,7030,,6028,13370,소진,사냥터
✦,014680,한솔케미칼,하락회피,역배열,2.93,0,0,1,0,0.77,-15.0,201000,,169714,319000,증가⚠,사냥터
✦,034220,LG디스플레이,하락회피,역배열,0.87,0,0,0,1,0.77,-9.0,9500,,8408,17950,소진,사냥터
✦,052400,코나아이,하락회피,역배열,2.54,0,0,1,0,0.77,-5.0,39400,,33676,59000,증가⚠,사냥터
✦,058470,리노공업,하락회피,역배열,8.72,0,0,1,1,0.77,-11.0,65700,,56503,113000,보합,사냥터·테마
✦,071280,로체시스템즈,하락회피,역배열,0.86,0,0,0,0,0.77,-4.0,6590,,5448,9930,보합,사냥터
✦,115440,우리넷,하락회피,역배열,0.85,0,0,0,0,0.77,-1.0,6960,,5693,16620,소진,사냥터
✦,237690,에스티팜,하락회피,역배열,4.61,0,0,0,1,0.77,-15.0,99700,,80325,145400,증가⚠,사냥터
✦,383310,에코프로에이치엔,하락회피,역배열,2.18,0,0,0,0,0.77,-13.0,22200,,18494,34850,소진,사냥터
✦,010140,삼성중공업,하락회피,역배열,4.8,0,0,1,0,0.76,-15.0,20200,,18114,30250,소진,테마
✦,011790,SKC,하락회피,역배열,4.64,0,0,0,1,0.76,-5.0,83400,,71685,181000,소진,사냥터
✦,457190,이수스페셜티케미컬,하락회피,역배열,16.26,0,0,1,1,0.76,-1.0,60100,,49653,102200,소진,사냥터
✦,019180,티에이치엔,하락회피,역배열,0.5,0,0,0,0,0.75,-11.0,5340,,4597,10270,증가⚠,사냥터
✦,090460,비에이치,하락회피,역배열,0.92,0,0,0,0,0.75,-12.0,15880,,12704,41000,보합,사냥터
✦,130660,한전산업,하락회피,역배열,3.67,0,0,0,0,0.75,-3.0,10880,,9626,16340,소진,사냥터
✦,036170,에이치엠넥스,하락회피,혼조,1.39,0,0,0,0,0.74,-15.0,2355,,1884,5850,보합,사냥터
✦,108320,LX세미콘,하락회피,역배열,0.59,0,0,0,0,0.74,-5.0,36950,,32226,62600,보합,사냥터
✦,248070,솔루엠,하락회피,역배열,1.61,0,0,0,0,0.74,-14.0,12720,,11153,21500,증가⚠,사냥터
✦,376270,HEM파마,하락회피,역배열,64.97,0,0,0,0,0.74,-0.0,40100,,32080,58200,증가⚠,사냥터
✦,452430,사피엔반도체,하락회피,역배열,19.64,0,0,0,0,0.74,-9.0,24950,,19960,51100,소진,사냥터
✦,052710,아모텍,하락회피,혼조,1.93,0,0,1,1,0.73,-30.0,11220,,8976,36250,보합,사냥터
✦,065450,빅텍,하락회피,역배열,1.41,0,0,0,0,0.73,-6.0,2925,,2666,4245,보합,사냥터
✦,290650,엘앤씨바이오,하락회피,혼조,11.12,0,0,0,0,0.73,-19.0,51000,,40800,99300,소진,사냥터
✦,043260,성호전자,하락회피,혼조,8.39,0,0,0,0,0.72,-6.0,18120,,14496,57700,소진,사냥터
✦,052690,한전기술,하락회피,역배열,6.57,0,0,1,1,0.72,-5.0,91500,,78232,158700,소진,사냥터·테마
✦,054210,이랜텍,하락회피,역배열,0.68,0,0,1,0,0.72,-4.0,6820,,5766,12360,증가⚠,사냥터
✦,083500,에프엔에스테크,하락회피,역배열,1.52,0,0,0,0,0.72,-16.0,11300,,9203,23400,보합,사냥터
✦,126880,제이엔케이글로벌,하락회피,역배열,0.44,0,0,0,0,0.72,-7.0,2560,,2152,3500,소진,사냥터
✦,214430,아이쓰리시스템,하락회피,역배열,3.2,0,0,1,1,0.72,-6.0,60000,,48000,85700,소진,사냥터
✦,272290,이녹스첨단소재,하락회피,역배열,1.19,0,0,0,0,0.72,-6.0,19930,,16880,35850,소진,사냥터
✦,005690,파미셀,하락회피,역배열,6.28,0,0,0,0,0.71,-5.0,10660,,8528,17260,증가⚠,사냥터
✦,032500,케이엠더블유,하락회피,역배열,5.91,0,0,1,0,0.71,-11.0,15010,,12008,40000,보합,사냥터
✦,042660,한화오션,하락회피,역배열,4.98,0,0,0,0,0.71,-6.0,84200,,72360,141900,소진,사냥터·테마
✦,054450,텔레칩스,하락회피,역배열,1.06,0,0,0,0,0.71,-3.0,9250,,7812,18990,소진,사냥터
✦,190510,나무가,하락회피,역배열,1.05,0,0,0,0,0.71,-6.0,12720,,11275,19480,소진,사냥터
✦,389500,에스비비테크,하락회피,역배열,22.09,0,0,0,0,0.71,-0.0,35500,,28400,91000,보합,사냥터
✦,020150,롯데에너지머티리얼즈,하락회피,역배열,1.41,0,0,0,0,0.7,-11.0,29450,,23560,75600,소진,사냥터
✦,036620,감성코퍼레이션,하락회피,역배열,2.74,0,0,1,0,0.7,-11.0,3815,,3153,5340,증가⚠,사냥터
✦,117730,티로보틱스,하락회피,역배열,6.31,0,0,1,1,0.7,0.0,12890,,10469,22800,소진,사냥터
✦,306620,지아이에스,하락회피,역배열,2.51,0,0,0,0,0.7,-1.0,1760,,1408,4040,소진,사냥터
✦,437730,삼현,하락회피,역배열,8.33,0,0,0,0,0.7,-13.0,33150,,26520,66700,소진,사냥터
✦,012200,계양전기,하락회피,역배열,7.15,0,0,0,0,0.69,-9.0,3970,,3176,9600,증가⚠,사냥터
✦,033500,동성화인텍,하락회피,역배열,2.01,0,0,0,0,0.69,-2.0,16700,,14596,22850,증가⚠,사냥터
✦,086520,에코프로,하락회피,역배열,7.32,0,0,0,0,0.69,-3.0,81700,,66217,154200,소진,사냥터·테마
✦,189300,인텔리안테크,하락회피,역배열,2.98,0,0,0,0,0.69,-2.0,62900,,50320,156500,보합,사냥터
✦,259630,엠플러스,하락회피,역배열,1.21,0,0,0,1,0.69,-8.0,8870,,7696,15750,보합,사냥터
✦,039440,에스티아이,하락회피,역배열,1.51,0,0,0,1,0.68,-16.0,19900,,16151,34700,소진,사냥터
✦,200710,에이디테크놀로지,하락회피,역배열,2.71,0,0,0,0,0.68,-10.0,25050,,20040,46450,소진,사냥터
✦,226950,올릭스,하락회피,역배열,23.09,0,0,0,0,0.68,-14.0,98100,,78480,188500,보합,사냥터
✦,022100,포스코DX,하락회피,역배열,5.77,0,0,1,1,0.67,-3.0,19510,,16642,40500,소진,사냥터
✦,064350,현대로템,하락회피,역배열,6.13,0,0,1,1,0.67,-22.0,130100,,110582,240000,소진,사냥터·테마
✦,077970,STX엔진,하락회피,역배열,3.43,0,0,0,0,0.67,-10.0,23450,,18760,48000,보합,사냥터
✦,090710,휴림로봇,하락회피,역배열,7.72,0,0,0,0,0.67,-9.0,6630,,5304,12430,소진,사냥터·테마
✦,281740,레이크머티리얼즈,하락회피,역배열,7.09,0,0,0,0,0.67,-7.0,11560,,9248,20400,보합,사냥터
✦,417200,LS머트리얼즈,하락회피,역배열,5.41,0,0,0,0,0.67,-14.0,10860,,8835,24000,소진,사냥터
✦,014940,오리엔탈정공,하락회피,역배열,1.75,0,0,0,0,0.66,-0.0,4590,,3960,6850,소진,사냥터
✦,230240,에치에프알,하락회피,역배열,1.79,0,0,0,0,0.66,-23.0,13200,,10560,35550,소진,사냥터
✦,327260,RF머트리얼즈,하락회피,혼조,8.6,0,0,0,0,0.66,-37.0,32900,,26320,100700,보합,사냥터
✦,017960,한국카본,하락회피,역배열,2.32,0,0,1,0,0.65,-4.0,22550,,19201,36750,증가⚠,사냥터
✦,094360,칩스앤미디어,하락회피,역배열,2.82,0,0,0,0,0.65,-3.0,10200,,8883,18040,소진,사냥터
✦,102120,어보브반도체,하락회피,역배열,1.17,0,0,0,0,0.65,-2.0,7080,,5938,14200,보합,사냥터
✦,137400,피엔티,하락회피,역배열,1.34,0,0,0,0,0.65,-8.0,27900,,23167,49050,보합,사냥터
✦,282880,코윈테크,하락회피,역배열,0.72,0,0,0,0,0.65,-3.0,9330,,7821,15820,소진,사냥터
✦,009470,삼화전기,하락회피,역배열,2.1,0,0,0,0,0.64,-6.0,22200,,18860,47300,소진,사냥터
✦,079900,전진건설로봇,하락회피,역배열,3.66,0,0,0,0,0.64,-4.0,32050,,27889,62100,소진,사냥터
✦,100840,SNT에너지,하락회피,역배열,1.53,0,0,0,0,0.64,-7.0,25900,,21882,44300,소진,사냥터
✦,168360,펨트론,하락회피,역배열,15.95,0,0,0,0,0.64,-15.0,12160,,9826,27500,소진,사냥터
✦,199800,툴젠,하락회피,역배열,5.98,0,0,0,0,0.64,-11.0,37000,,30312,70400,소진,사냥터
✦,226590,엠디바이스,하락회피,역배열,2.94,0,0,0,0,0.64,-2.0,11690,,9506,21850,보합,사냥터
✦,336570,원텍,하락회피,역배열,3.41,0,0,0,0,0.64,-11.0,4615,,3983,9200,증가⚠,사냥터
✦,011690,와이투솔루션,하락회피,역배열,1.34,0,0,0,0,0.63,-7.0,3120,,2496,6110,보합,사냥터
✦,071970,HD현대마린엔진,하락회피,역배열,4.07,0,0,1,0,0.63,-27.0,49700,,39860,81900,소진,사냥터
✦,114190,강원에너지,하락회피,역배열,6.28,0,0,0,1,0.63,-5.0,8200,,6764,12620,소진,사냥터
✦,126340,비나텍,하락회피,역배열,7.0,0,0,0,0,0.63,-10.0,62100,,49680,166800,소진,사냥터·테마
✦,161580,필옵틱스,하락회피,역배열,7.42,0,0,0,0,0.63,-6.0,26400,,21855,54100,소진,사냥터
✦,475960,토모큐브,하락회피,역배열,12.5,0,0,0,0,0.62,-20.0,28850,,23080,48100,증가⚠,사냥터
✦,101490,에스앤에스텍,하락회피,역배열,3.82,0,0,0,0,0.61,-3.0,40650,,33676,81500,소진,사냥터
✦,141080,리가켐바이오,하락회피,역배열,10.76,0,0,0,0,0.61,-2.0,100000,,80000,173800,소진,사냥터
✦,187870,디바이스,하락회피,역배열,1.29,0,0,0,0,0.61,-14.0,10800,,8640,27400,보합,사냥터
✦,214150,클래시스,하락회피,역배열,5.49,0,0,0,0,0.61,-27.0,32150,,25720,51000,증가⚠,사냥터
✦,214370,케어젠,하락회피,역배열,15.85,0,0,0,0,0.61,-10.0,51900,,41520,95200,증가⚠,사냥터
✦,361610,SK아이이테크놀로지,하락회피,역배열,0.51,0,0,0,0,0.61,-5.0,13950,,11814,20500,소진,사냥터
✦,075580,세진중공업,하락회피,역배열,3.29,0,0,0,0,0.6,-18.0,10110,,8527,17160,소진,사냥터
✦,352820,하이브,하락회피,역배열,2.51,0,0,1,1,0.6,-20.0,167900,,149667,243000,소진,사냥터
✦,105840,우진,하락회피,역배열,1.63,0,0,0,0,0.59,-19.0,11910,,9604,22750,증가⚠,사냥터·테마
✦,217820,원익피앤이,하락회피,역배열,0.83,0,0,0,0,0.59,-2.0,1840,,1571,2980,소진,사냥터
✦,376300,디어유,하락회피,역배열,2.39,0,0,0,0,0.59,-11.0,18170,,15441,26400,소진,사냥터
✦,056080,유진로봇,하락회피,역배열,19.45,0,0,0,0,0.58,-7.0,12000,,9600,23800,증가⚠,사냥터
✦,099320,쎄트렉아이,하락회피,역배열,3.97,0,0,0,0,0.58,-19.0,69400,,55520,156600,소진,사냥터
✦,347850,디앤디파마텍,하락회피,역배열,47.92,0,0,0,0,0.58,-17.0,53300,,42640,116600,소진,사냥터
✦,402490,그린리소스,하락회피,역배열,2.18,0,0,0,0,0.58,-12.0,6380,,5108,18490,소진,사냥터
✦,450080,에코프로머티,하락회피,역배열,2.96,0,0,1,0,0.58,-8.0,34250,,27459,69000,소진,사냥터
✦,042520,한스바이오메드,하락회피,역배열,9.07,0,0,0,0,0.56,-19.0,17010,,13608,36300,증가⚠,사냥터
✦,211270,AP위성,하락회피,역배열,1.26,0,0,0,0,0.56,-2.0,7610,,6302,18480,소진,사냥터
✦,372320,큐로셀,하락회피,역배열,89.37,0,0,0,0,0.56,-2.0,23400,,19346,37900,소진,사냥터
✦,381620,제닉스로보틱스,하락회피,역배열,1.73,0,0,0,0,0.56,-3.0,6060,,4848,15170,소진,사냥터
✦,051370,인터플렉스,하락회피,역배열,0.55,0,0,0,0,0.55,-15.0,5740,,4797,13330,증가⚠,사냥터
✦,065350,신성델타테크,하락회피,역배열,3.54,0,0,0,0,0.54,-1.0,27900,,23051,48150,소진,사냥터
✦,027360,아주IB투자,하락회피,역배열,2.16,0,0,1,1,0.53,-6.0,3285,,2628,16790,증가⚠,사냥터
✦,289930,웨이비스,하락회피,역배열,2.09,0,0,0,0,0.52,-12.0,6370,,5261,14600,보합,사냥터
✦,322310,오로스테크놀로지,하락회피,역배열,3.24,0,0,0,0,0.52,-24.0,13140,,10512,32400,소진,사냥터
✦,348210,넥스틴,하락회피,역배열,3.35,0,0,0,0,0.52,-7.0,33050,,26621,74300,소진,사냥터
✦,389650,넥스트바이오메디컬,하락회피,역배열,7.06,0,0,0,0,0.52,-11.0,32300,,25840,51700,보합,사냥터
✦,249420,일동제약,하락회피,역배열,2.16,0,0,0,0,0.5,-3.0,13510,,11445,23000,보합,사냥터
✦,356860,티엘비,하락회피,역배열,6.69,0,0,0,0,0.46,-6.0,31100,,24880,141800,증가⚠,사냥터
✦,389470,인벤티지랩,하락회피,역배열,7.65,0,0,0,0,0.46,-6.0,28450,,22760,57400,보합,사냥터
✦,376900,로킷헬스케어,하락회피,역배열,60.81,0,0,0,0,0.42,-44.0,27250,,21800,64600,소진,사냥터
✦,397030,에이프릴바이오,하락회피,역배열,9.77,0,0,0,0,0.42,-25.0,19840,,15872,70500,증가⚠,사냥터
✦,025560,미래산업,하락회피,혼조,2.2,0,0,0,0,0.4,-82.0,7690,,6152,67000,보합,사냥터
✦,082270,젬백스,하락회피,역배열,9.14,0,0,0,0,0.38,-1.0,10120,,8096,17600,소진,사냥터
✦,348340,뉴로메카,하락회피,역배열,32.67,0,0,0,0,0.38,-33.0,19530,,15624,62600,증가⚠,사냥터
✦,008830,대동기어,하락회피,역배열,1.39,0,0,0,0,0.35,-38.0,5730,,4584,18350,소진,사냥터
✦,328130,루닛,하락회피,역배열,5.2,0,0,0,0,0.31,-6.0,9210,,7368,18030,증가⚠,사냥터
✦,183300,코미코,하락회피,역배열,6.88,0,0,0,1,0.27,-60.0,27700,,22160,139200,증가⚠,사냥터
✦,458870,씨어스,하락회피,역배열,37.67,0,0,0,0,0.25,-26.0,20900,,16720,42850,소진,사냥터
✦,179900,유티아이,하락회피,역배열,1.22,0,0,1,0,0.15,-13.0,2700,,2160,23600,증가⚠,사냥터
✦,484870,엠앤씨솔루션,하락회피,역배열,3.33,0,0,0,0,0.14,-31.0,15140,,12112,98500,소진,사냥터
★,089030,테크윙,하락회피,역배열,8.91,0,0,0,0,0.95,-5.0,48400,,39525,74000,소진,사냥터·테마
★,078600,대주전자재료,하락회피,역배열,5.81,0,0,0,1,0.85,2.0,82900,,66320,166700,소진,사냥터
★,277810,레인보우로보틱스,하락회피,역배열,75.23,0,0,0,0,0.8,-11.0,454000,,369446,845000,소진,사냥터·테마
★,267260,HD현대일렉트릭,하락회피,역배열,17.24,0,0,1,0,0.77,-17.0,718000,,605857,1213000,소진,사냥터·테마
★,247540,에코프로비엠,하락회피,역배열,8.06,0,0,0,0,0.62,-11.0,105600,,85546,227500,소진,사냥터·테마
★,010120,LS ELECTRIC,하락회피,역배열,17.1,0,0,0,1,0.44,-16.0,187000,,155982,282500,소진,사냥터·테마
