code,name,last,to50,to20,r5,off_low,volr,grade,note
017670,017670,102200,12.396621502727424,12.834667402704936,12.184412733260164,20.23529411764706,1.033336816782739,🟢 추세복구,MA50 회복 — 진입 우선 후보
010950,010950,141100,11.467484042217023,3.260272970105027,0.14194464158978626,2.5436046511627897,0.5565775237990358,🟢 추세복구,MA50 위 유지
005935,삼성전자우,207000,7.407484278034904,15.920927367418948,10.223642172523961,21.693121693121697,2.488045345040277,🟢 추세복구,MA50 회복 — 진입 우선 후보 ⚡거래량
006400,삼성SDI,478000,3.519220357336228,7.8702397743300345,-1.848049281314168,4.139433551198257,0.662554413614239,🟢 추세복구,MA50 회복 — 진입 우선 후보
278470,에이피알,385000,2.1979188787428328,5.076419213973793,-3.629536921151444,0.39113428943937656,0.6762101260972854,🟢 추세복구,MA50 회복 — 진입 우선 후보
055550,055550,104100,1.0130414531904997,0.038439361906594804,-2.3452157598499057,2.9673590504450953,1.2214730668214118,🟢 추세복구,MA50 회복 — 진입 우선 후보
028260,삼성물산,395500,0.5465870090250347,15.6263704136822,8.356164383561637,17.708333333333325,1.248495224647194,🟢 추세복구,MA50 회복 — 진입 우선 후보
007660,이수페타시스,99300,0.5284577537508328,15.465116279069768,2.5826446280991844,20.65613608748482,0.6921482109431151,🟢 추세복구,MA50 회복 — 진입 우선 후보
005930,삼성전자,281500,-0.1702248386410421,14.303116434879716,5.037313432835822,22.39130434782608,0.9174617297674186,🟡 초기반등,MA20 회복(기울기↑) · MA50까지 남음 — MA50 돌파 시 승격
012330,현대모비스,496000,-3.037885600344059,1.09039029858351,-2.935420743639927,0.10090817356205317,0.7533887521045862,🟡 초기반등,MA20 회복(기울기↑) · MA50까지 남음 — MA50 돌파 시 승격
036930,주성엔지니어링,168600,-3.938192260358264,13.834312335426379,-5.967651979921918,31.924882629107977,0.49807956230943606,🟡 초기반등,MA20 회복(기울기↑) · MA50까지 남음 — MA50 돌파 시 승격
032830,삼성생명,328500,-5.415910857735162,12.29809417998462,12.69296740994854,19.23774954627948,2.193194969312077,🟡 초기반등,MA20 회복(기울기↓) · MA50까지 남음 — MA50 돌파 시 승격 ⚡거래량
034730,SK,586000,-5.6725259159101205,7.159184419859188,5.967450271247743,15.354330708661411,0.9499706300236466,🟡 초기반등,MA20 회복(기울기↓) · MA50까지 남음 — MA50 돌파 시 승격
298040,효성중공업,2721000,-9.17587369404853,1.3577694585684696,-9.811070599933714,0.0,0.624531850165738,🟡 초기반등,MA20 회복(기울기↑) · MA50까지 남음 — MA50 돌파 시 승격
042700,한미반도체,213500,-9.7343187160711,3.6407766990291357,-5.530973451327437,11.024440977639106,0.6764905376687302,🟡 초기반등,MA20 회복(기울기↓) · MA50까지 남음 — MA50 돌파 시 승격
005380,현대차,415000,-10.169271397030178,3.54937308963883,-0.8363201911589013,4.930467762326174,0.5315904723077951,🟡 초기반등,MA20 회복(기울기↑) · MA50까지 남음 — MA50 돌파 시 승격
402340,SK스퀘어,1123000,-13.847334100498653,9.62514642717689,0.5371530886302489,19.595314164004265,0.7409215181552415,🟡 초기반등,MA20 회복(기울기↓) · MA50까지 남음 — MA50 돌파 시 승격
000660,SK하이닉스,1730000,-13.90636197149454,9.945980298697176,8.600125549278093,21.830985915492953,0.7548084160823881,🟡 초기반등,MA20 회복(기울기↓) · MA50까지 남음 — MA50 돌파 시 승격
028050,삼성E&A,45150,-2.5679758308157052,-3.7518652739288005,-7.857142857142863,0.0,0.7895396501298408,⚪ 지속하락,신호 없음
161390,161390,66000,-3.522876772401695,-3.4311215158387642,-7.692307692307687,0.7633587786259444,0.5394180240128067,⚪ 지속하락,신호 없음
277810,레인보우로보틱스,454000,-6.518001461943146,-0.8868877063719416,-8.651911468812878,0.0,0.6207830318549279,⚪ 지속하락,신호 없음
086520,에코프로,81700,-10.369492715464279,-1.7733694018635449,-11.29207383279045,0.0,0.724867106921273,⚪ 지속하락,신호 없음
047810,047810,130000,-10.369553226696082,-7.016665474572637,-14.021164021164022,0.0,0.5300610918472862,⚪ 지속하락,신호 없음
267270,267270,115500,-11.342073751113023,-12.0268108766852,-17.204301075268813,0.0,0.9238717520133718,⚪ 지속하락,신호 없음
006260,LS,293500,-11.649608669476219,-3.5332785538208733,-9.969325153374232,0.0,1.4952560684568945,⚪ 지속하락,신호 없음
006800,미래에셋증권,34500,-13.904971052106207,-1.2804921668216562,-9.329829172141924,1.7699115044247815,0.6545440732086737,⚪ 지속하락,신호 없음
071050,071050,184500,-14.338245535838645,-6.192800488102501,-7.6114171256885355,0.7646095030038325,0.6880677342467564,⚪ 지속하락,신호 없음
267260,HD현대일렉트릭,718000,-16.050883921055092,-2.405871958678807,-8.535031847133755,0.0,0.8612570402354708,⚪ 지속하락,신호 없음
000150,두산,1078000,-19.219471254720943,-8.47342502971642,-14.580031695721074,0.0,1.3086669355541194,⚪ 지속하락,신호 없음
011070,LG이노텍,550000,-27.84046182104435,-2.135231316725983,-10.569105691056912,0.18214936247722413,0.8172886752219907,⚪ 지속하락,신호 없음
