code,name,theme,g1,g2,per,pbr,peg,div,trend,mrank
192400,192400,,0.06043458578542338,0.05779940200144362,5.44,0.6,0.9001468164793992,6.08,False,323
138040,메리츠금융,,0.052532833020637826,0.08206799387824093,8.18,1.72,1.5571214285714308,0.0,True,37
175330,JB금융지주,,0.052340796743239215,0.11576253772551226,6.85,0.78,1.308730555555558,4.6,False,108
145020,휴젤,바이오,0.04321086261980822,0.26075753155195347,20.21,3.0,4.677064695009252,0.0,False,155
009150,삼성전기,,0.03971962616822422,0.2921472255069104,233.71,17.29,58.83992941176483,0.11,True,5
281820,케이씨텍,,0.027151051625238898,0.31133148703371094,42.85,4.28,15.782077464788795,0.39,True,225
095340,ISC,,0.026956196181205483,0.9136917955576109,66.17,6.92,24.547231944444498,0.47,False,147
316140,우리금융지주,,0.025822784810126675,0.11986646416210567,7.16,0.59,2.7727450980392057,4.69,False,31
024110,기업은행,,0.024790727623953623,0.003315187876625769,6.25,0.44,2.5211038961038974,5.27,False,46
035420,NAVER,인터넷,0.02416942213824602,0.3975013626289483,15.3,1.08,6.330312703583043,1.32,False,23
083450,083450,,0.021782977006857607,0.12963291779553532,21.83,3.28,10.021587037037035,1.18,True,334
294870,HDC현대산업,,0.020189534404614795,-0.03845407023064573,7.25,0.35,3.590969387755094,3.9,False,286
003690,코리안리,,0.019922879177377784,-0.020759280510175726,8.37,0.64,4.201200000000022,4.29,True,188
267270,HD현대건설기계,,0.018409294012511124,-0.1374680570222313,21.9,1.2,11.896165048543718,0.44,False,95
030190,030190,,0.01620370370370372,0.17990575464822967,10.43,1.73,6.436799999999994,3.71,False,344
012750,에스원,,0.01033097378993686,-0.029246376187972878,13.5,1.37,13.06750000000001,4.49,False,170
018260,삼성에스디에스,,0.003269643404516298,0.04654638783243081,19.43,1.49,59.425440624998124,1.67,False,53
282330,BGF리테일,,0.00017697548889472614,-0.0015006408242802527,10.25,1.52,579.1762500002027,3.54,False,205
030000,제일기획,,0.0,0.05269491141918836,8.88,1.17,,6.76,False,209
064760,티씨케이,,-0.00470244851629642,0.08168124318426306,44.4,5.87,,0.52,False,177
319660,피에스케이,,-0.007320644216691097,0.22305486800426277,72.31,10.54,,0.35,True,106
000240,한국앤컴퍼니,,-0.009991898460707582,0.36242523891976175,6.46,0.47,,4.64,False,194
161390,한국타이어,,-0.022545693334792616,0.22992001855101152,6.93,0.62,,3.72,True,77
000810,삼성화재,,-0.02667131347506102,0.05351578279283031,13.02,1.24,,3.16,True,24
029780,삼성카드,,-0.028098908156711677,0.029506888539018394,7.92,0.58,,5.84,False,101
085620,미래에셋생명,바이오,-0.03930968360498566,0.056320461599913774,20.96,1.12,,0.0,True,201
005830,DB손해보험,,-0.04024255788313125,0.01102538859518476,4.52,0.75,,5.68,True,68
031980,피에스케이홀딩스,,-0.04320432043204325,0.43843656679430865,37.63,6.81,,0.68,True,152
041830,041830,,-0.05240516229956982,-0.0728944751902989,23.85,2.43,,1.04,True,371
000120,CJ대한통운,,-0.06130046326935801,0.04670316964513743,6.53,0.36,,1.08,False,238
026960,동서,,-0.0790464240903388,0.0,16.08,1.35,,4.83,False,178
214320,214320,,-0.0845969672785315,-0.05040558144625362,7.85,0.68,,6.53,False,360
012330,현대모비스,,-0.09074523242617771,0.041922597570388076,12.24,0.91,,1.3,False,17
033780,KT&G,,-0.09669436096871131,0.14152214335687163,16.6,1.9,,3.54,True,44
036530,036530,,-0.09721800708143657,0.21541715790798732,5.54,0.53,,6.07,False,345
131290,티에스이,,-0.10869565217391308,16.903783246717843,69.34,6.91,,0.18,True,167
000370,000370,,-0.12399811409712402,0.12617022943493272,3.18,0.34,,0.0,False,375
007340,DN오토모티브,,-0.12568306010928965,-0.586940086629528,7.02,0.99,,2.62,True,204
014620,014620,,-0.13186077643908967,-0.03817517706483298,21.51,1.35,,0.72,False,367
280360,280360,,-0.14575279490126425,0.012333072752252372,11.66,0.38,,3.46,False,310
403870,HPSP,,-0.14678030303030298,-0.0460078563735391,59.93,14.17,,0.93,False,141
011780,금호석유,,-0.15216086434573828,-0.17807877948291506,10.03,0.46,,1.5,False,156
005850,에스엘,,-0.1561640410102526,-0.03749069654818549,8.4,1.02,,4.89,False,182
004490,004490,,-0.17389617443935745,0.09443811130549906,4.85,0.42,,5.14,False,358
011210,현대위아,,-0.1778761061946903,0.04055301775093745,17.2,0.47,,1.88,False,244
028050,삼성E&A,,-0.184360435007768,-0.09499571199333401,15.11,1.97,,1.66,False,81
001120,LX인터내셔널,,-0.192835209825998,0.10062124615880452,9.33,0.48,,5.43,False,256
140860,파크시스템스,,-0.1962753036437247,0.18188313056284655,50.07,7.67,,0.2,False,226
005300,005300,,-0.2009186798230691,-0.4664422053445474,21.01,0.65,,3.44,False,320
004800,효성,,-0.20144059566202654,80.10487038396646,8.88,1.2,,2.85,False,189
000270,기아,,-0.22138753866548833,-0.06494740844619307,7.12,0.88,,4.93,False,12
069260,069260,,-0.2287549407114624,-0.3333096055855044,9.74,0.65,,6.58,False,398
204320,HL만도,,-0.23021322732200944,-0.14149885180432797,23.0,0.85,,1.53,False,202
001720,신영증권,,-0.23571669098664272,0.07006696182208594,11.88,0.71,,3.09,False,187
011070,LG이노텍,,-0.24040031603897816,-0.22295860184296434,68.03,4.03,,0.19,False,49
034020,두산에너빌리티,원전·발전,-0.24137931034482762,0.23176352410287948,657.58,7.14,,0.0,False,16
005380,현대차,,-0.2420875774440827,-0.11139438589324058,13.72,1.13,,2.02,False,6
025540,025540,,-0.24363530862406613,0.21465303827701576,6.66,0.61,,4.6,False,387
001800,오리온홀딩스,,-0.24681647940074902,0.18878573550799915,11.96,0.59,,4.57,True,246
003850,003850,,-0.24901960784313726,0.12059703056809523,10.98,0.84,,1.9,False,369
185750,185750,,-0.2522247648105772,-0.3925581225110344,11.25,0.87,,0.76,False,314
241560,두산밥캣,건설기계,-0.2569505932353462,-0.3247679798800063,14.7,0.82,,2.76,True,96
088350,한화생명,,-0.2596153846153846,-0.1477001147837561,6.55,0.25,,0.0,False,129
033100,033100,,-0.26547427652733124,0.02044624616416768,14.01,3.44,,2.15,False,380
271560,오리온,,-0.2704393037450079,0.00804905055713201,13.62,1.37,,2.65,False,107
009450,009450,,-0.27862373590607925,0.03862482454458216,10.01,1.16,,1.21,False,321
051600,한전KPS,,-0.2794885177453027,-0.12606516126697753,16.04,1.48,,3.73,False,217
192080,더블유게임즈,,-0.2955195424213537,-0.06666198897233555,9.58,1.04,,1.88,True,269
098460,고영,,-0.29780564263322884,-0.1736061294586626,142.63,6.29,,0.44,False,230
058610,에스피지,,-0.3028764805414551,-0.08860263260731183,194.9,6.9,,0.31,False,250
035250,강원랜드,,-0.3035002215330084,-0.03296450723907274,9.1,0.72,,6.64,False,148
064960,064960,,-0.32053966038613635,-0.3336754183639814,8.87,0.61,,6.56,False,373
357780,솔브레인,,-0.32760198744769875,-0.21831048484781412,35.54,2.65,,0.64,False,190
084370,유진테크,,-0.33005272407732866,0.3169297295785609,97.43,9.14,,0.12,True,139
277810,레인보우로보틱스,로봇,-0.3363636363636363,,7109.59,75.23,,0.0,False,82
005290,동진쎄미켐,,-0.35980066445182723,-0.11780308009337837,30.25,2.76,,1.11,False,198
057050,057050,,-0.3605866976474005,-0.13969517573484946,9.91,0.42,,3.21,True,301
003570,S&T중공업,,-0.37200093174935944,0.10399570195981767,13.0,0.96,,5.14,False,280
214370,케어젠,,-0.37537993920972645,-0.28899011585593726,167.64,15.85,,0.63,False,144
103140,풍산,,-0.3765332099051145,-0.030048091356486673,11.95,0.77,,2.64,False,231
012450,한화에어로,방산,-0.37980957349680444,0.33105956116259305,34.88,5.29,,0.7,False,15
038500,038500,,-0.3831168831168831,0.09833929473055192,23.18,1.2,,1.37,False,331
005490,POSCO홀딩스,,-0.3981731368071414,-0.3766452268056094,36.45,0.43,,3.15,False,28
003490,대한항공,,-0.40185081323611893,-0.13730489327123152,12.92,0.93,,2.72,True,70
022100,포스코DX,,-0.4086206896551724,-0.24704439124186706,63.12,5.77,,0.58,False,164
005440,현대지에프홀딩스,,-0.410439437876422,-0.5317832329547889,5.99,0.62,,1.9,False,210
259960,크래프톤,게임,-0.42454446892596087,0.13325405439168492,14.34,1.5,,0.95,False,67
001820,001820,,-0.42595204513399154,-0.2240676537756917,123.67,5.66,,0.33,False,316
078600,대주전자재료,,-0.44408558740411785,4.412750903230771,70.66,5.81,,0.1,False,272
082920,비츠로셀,,-0.4491304347826087,-0.12819268734317235,31.97,5.51,,0.64,False,266
272210,한화시스템,,-0.467382328654005,-0.16809851193971892,56.59,2.81,,0.68,False,60
000500,가온전선,,-0.4718654434250764,-0.22923204053747714,135.21,14.37,,0.04,False,125
137400,137400,,-0.4864387738725726,0.010152544552210818,11.52,1.34,,0.54,False,363
007310,오뚜기,,-0.4936326408310028,-0.3404448634889432,14.94,0.5,,2.97,False,276
060370,이글벳,,-0.4988344988344988,-0.3250863206481356,126.28,2.2,,0.59,False,260
002790,아모레G,,-0.51078360891445,0.024770374760928693,16.02,0.56,,1.83,False,221
000880,한화,,-0.5116920494064037,0.019203370384969665,24.48,0.75,,1.1,False,90
183300,코미코,,-0.5346168085894114,-0.0988809713051394,37.39,6.88,,1.49,False,242
319400,현대무벡스,,-0.5521739130434782,0.6914819275153699,257.28,18.21,,0.19,False,193
074600,074600,,-0.5573940020682524,-0.23192580188424194,41.06,1.9,,0.37,False,347
000080,하이트진로,,-0.567489114658926,0.07891728135200426,24.09,0.89,,4.87,False,299
195870,195870,,-0.5942658557775847,-0.46885180490276124,50.32,2.12,,1.28,False,308
300720,한일시멘트,,-0.6006774557771923,-0.34286422116321214,12.83,0.54,,7.35,False,298
090430,아모레퍼시픽,,-0.6028368794326241,0.14425255663982361,30.94,1.34,,1.17,False,85
082640,동양생명,,-0.6039702233250621,-0.3220048530005257,8.81,0.71,,0.0,False,281
011200,HMM,,-0.6097219443888777,0.08183451914543616,9.54,0.66,,3.76,True,41
003240,003240,,-0.6232507777590339,,8.48,0.17,,0.21,False,317
006360,GS건설,,-0.6291047355686139,,23.39,0.44,,1.99,False,181
281740,281740,,-0.6309148264984228,-0.43537526628896595,124.1,7.09,,0.21,False,343
248070,248070,,-0.6539408866995073,-0.6622986411158407,57.3,1.61,,0.47,False,368
036930,주성엔지니어링,반도체장비,-0.65625,0.04440515266108669,257.36,15.55,,0.03,True,79
017670,SK텔레콤,,-0.6842560553633218,-0.39304927674461565,48.44,1.46,,1.88,True,42
180640,한진칼,,-0.6888619854721549,-0.3660902614436712,51.02,2.38,,0.31,False,75
009240,009240,,-0.6938174681059863,,11.68,1.36,,0.0,False,339
112610,씨에스윈드,,-0.7562609202096681,0.3205112646244257,50.84,1.53,,2.35,False,232
010120,LS일렉트릭,전력기기,-0.7612032681356772,-0.4755004014636396,123.38,17.1,,0.25,False,26
004170,신세계,,-0.8649796195652174,-0.7402940363034827,474.84,1.49,,0.69,True,99
036460,한국가스공사,,-0.8889479277364506,,21.84,0.26,,3.61,False,154
120110,코오롱인더,,-0.9139908256880734,-0.5810644198915409,267.56,0.46,,2.16,False,247
298020,효성티앤씨,,-0.9192622293504411,-0.6585988312178122,108.07,0.75,,3.71,False,287
457190,이수스페셜티케미컬,,-0.9273743016759777,,2750.0,16.26,,0.0,False,220
417200,417200,,-0.9285714285714286,-0.8325563283442157,2465.0,5.41,,0.15,False,342
094170,094170,,-0.9565217391304348,-0.8107576364121698,645.19,9.8,,0.51,False,390
131970,두산테스나,,-0.9592050209205021,-0.8346529634931478,1491.03,5.12,,0.14,False,223
067310,하나마이크론,,,,78.26,8.3,,0.14,False,179
347700,347700,,,,4670.0,15.73,,0.0,False,302
035760,035760,,,,22.36,0.24,,0.0,False,372
108490,로보티즈,,,,675.32,11.98,,0.0,False,153
006650,006650,,,,22.13,0.38,,1.14,False,377
007810,코리아써키트,,,,55.33,5.94,,0.1,False,239
065350,065350,,,0.3120145919222266,40.28,3.54,,0.37,False,349
093370,후성,,,,401.0,6.43,,0.0,False,265
450080,에코프로머티,,,1.0146522105345541,129.86,2.96,,0.0,False,173
